GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G3400250","2012","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",629384,522271,48363,1502,31871,58,13877,11442,513,10929,"Monmouth County, New Jersey",0,3376,3160,775,1533,104,2804,2527,398,2539
"G3400270","2012","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",497999,406693,15706,608,48291,0,17497,9204,1826,7378,"Morris County, New Jersey",0,3936,1166,539,1429,192,4280,2313,910,1999
"G3400290","2012","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",580470,534638,18690,1825,10459,0,7237,7621,849,6772,"Ocean County, New Jersey",0,3524,1185,2005,939,192,2543,1652,532,1576
"G3400310","2012","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",502885,346489,69539,1654,24590,0,38162,22451,2697,19754,"Passaic County, New Jersey",0,8345,6466,577,1836,192,6157,4718,1045,4610
"G3400330","2012","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",65774,51094,9411,0,718,0,3646,905,0,905,"Salem County, New Jersey",0,841,416,192,106,192,889,444,192,444
"G3400350","2012","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",327707,226376,29335,265,50289,63,15980,5399,1122,4277,"Somerset County, New Jersey",0,3485,893,169,1068,105,3348,1430,678,1331
"G3400370","2012","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",147442,137187,3361,144,2652,90,1742,2266,709,1557,"Sussex County, New Jersey",0,1281,555,201,516,157,1131,876,581,797
"G3400390","2012","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",543976,323137,120120,451,25460,0,63531,11277,3785,7492,"Union County, New Jersey",0,5555,2904,571,1404,192,5940,1899,1272,1653
"G3400410","2012","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",107653,95858,4210,196,2735,0,3189,1465,137,1328,"Warren County, New Jersey",0,1467,522,228,282,192,1479,701,110,687
"G3500010","2012","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",673460,461846,19864,31065,14832,687,118348,26818,9483,17335,"Bernalillo County, New Mexico",0,9275,1551,1703,1294,562,9547,3359,1866,3058
"G3500050","2012","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",65784,49512,1541,472,93,30,12058,2078,888,1190,"Chaves County, New Mexico",0,2836,412,302,126,60,2733,990,570,815
"G3500130","2012","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",214445,191507,3597,2787,2602,0,9449,4503,2311,2192,"Doña Ana County, New Mexico",0,2507,458,875,336,185,2256,1578,1293,1004
"G3500250","2012","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",66338,58862,1823,580,352,0,3018,1703,549,1154,"Lea County, New Mexico",0,1348,732,455,337,185,1215,908,557,638
"G3500310","2012","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",73016,12978,243,54030,365,105,3666,1629,331,1298,"McKinley County, New Mexico",0,1441,178,561,268,98,1431,543,282,459
"G3500350","2012","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",66041,49269,2471,4732,989,0,5601,2979,918,2061,"Otero County, New Mexico",0,1876,97,671,166,185,2032,1322,793,1353
"G3500430","2012","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",135588,101408,3281,16001,1790,55,8585,4468,1609,2859,"Sandoval County, New Mexico",0,2789,210,630,646,75,2473,1516,908,1137
"G3500450","2012","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",128529,65359,867,49702,597,61,7198,4745,1818,2927,"San Juan County, New Mexico",0,2054,460,1046,286,101,2157,1364,940,1090
"G3500490","2012","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",146375,125074,1346,4030,1486,0,10949,3490,1448,2042,"Santa Fe County, New Mexico",0,2295,444,483,279,185,2257,846,573,498
"G3500610","2012","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",76631,52925,1095,2683,579,0,16628,2721,1266,1455,"Valencia County, New Mexico",0,2591,208,618,492,185,2745,1158,853,853
"G3600010","2012","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",305455,237388,39841,524,14886,250,3923,8643,1608,7035,"Albany County, New York",0,1684,1803,315,1303,359,1598,2268,941,1939
"G3600050","2012","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1408473,297215,467248,7496,51693,155,537769,46897,27220,19677,"Bronx County, New York",0,9482,7255,1794,1356,146,12582,4707,3467,3416
"G3600070","2012","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",198060,173806,9993,451,7242,182,2119,4267,489,3778,"Broome County, New York",0,1058,1051,238,666,230,970,1116,254,1106
"G3600090","2012","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",79458,73281,1096,2260,632,0,519,1670,22,1648,"Cattaraugus County, New York",0,298,271,298,170,185,258,544,37,542
"G3600110","2012","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",79552,73697,3357,422,392,0,188,1496,51,1445,"Cayuga County, New York",0,425,534,462,199,185,110,580,87,571
"G3600130","2012","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",133539,124004,3225,682,845,461,2512,1810,511,1299,"Chautauqua County, New York",0,1221,582,238,156,624,1117,641,392,530
"G3600150","2012","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",88911,78474,5365,133,1320,0,222,3397,863,2534,"Chemung County, New York",0,916,825,225,308,185,196,1113,839,872
"G3600190","2012","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",81654,75258,3689,439,955,0,593,720,54,666,"Clinton County, New York",0,235,244,127,158,185,188,275,65,258
"G3600270","2012","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",297322,236686,28837,1869,11899,0,8493,9538,1965,7573,"Dutchess County, New York",0,2130,1609,903,401,185,1922,2178,945,1812
"G3600290","2012","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",919086,727304,122531,4172,26485,173,19717,18704,2687,16017,"Erie County, New York",0,2469,2592,959,1123,286,2498,2669,1264,2617
"G3600450","2012","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",120262,104723,7293,243,1474,192,1841,4496,565,3931,"Jefferson County, New York",0,1067,1143,158,466,213,708,924,339,888
"G3600470","2012","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2565635,1127824,876142,7201,281935,788,214220,57525,17548,39977,"Kings County, New York",0,9395,6711,1777,3348,529,9656,5194,2840,4402
"G3600510","2012","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",64810,60343,1895,88,623,0,541,1320,236,1084,"Livingston County, New York",0,330,522,121,392,185,216,561,236,535
"G3600530","2012","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",72382,68849,1163,550,599,0,76,1145,52,1093,"Madison County, New York",0,252,413,255,346,185,82,546,83,535
"G3600550","2012","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",747813,570460,113911,2376,25395,153,17545,17973,2364,15609,"Monroe County, New York",0,3085,2271,1106,1049,187,2664,2560,929,2429
"G3600590","2012","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1349233,961151,153537,2590,107641,105,84805,39404,16293,23111,"Nassau County, New York",0,8507,3328,993,2827,126,7862,5076,3871,3984
"G3600610","2012","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1619090,921683,248940,4674,183558,1558,194674,64003,16266,47737,"New York County, New York",0,12524,6454,2252,3415,1976,12505,8221,4516,7081
"G3600630","2012","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",215124,189962,14419,2253,2691,1372,475,3952,590,3362,"Niagara County, New York",0,956,1902,582,638,1635,326,1276,602,1192
"G3600650","2012","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",233556,202528,12459,635,8109,0,3738,6087,960,5127,"Oneida County, New York",0,1201,1061,195,180,185,1072,1173,464,1145
"G3600670","2012","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",466852,377620,51510,3249,14366,105,4920,15082,3151,11931,"Onondaga County, New York",0,1810,2064,704,996,125,1513,2113,1087,2146
"G3600690","2012","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",108519,101944,2588,345,1192,0,412,2038,0,2038,"Ontario County, New York",0,778,309,140,288,185,243,893,185,893
"G3600710","2012","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",374512,288041,36760,1774,10529,0,24711,12697,2271,10426,"Orange County, New York",0,3658,2214,1145,1210,185,4614,2642,1081,2391
"G3600750","2012","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",121700,116161,828,503,720,0,1351,2137,97,2040,"Oswego County, New York",0,507,315,189,411,185,611,551,112,537
"G3600790","2012","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99607,90791,2543,1614,2215,0,1116,1328,148,1180,"Putnam County, New York",0,1425,288,1274,397,185,783,756,162,743
"G3600810","2012","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2272771,950439,416056,10394,537835,960,280756,76331,30887,45444,"Queens County, New York",0,11108,5838,2905,5105,638,13420,5964,3536,4728
"G3600830","2012","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",159835,140106,8507,166,3740,0,495,6821,727,6094,"Rensselaer County, New York",0,987,1104,109,405,185,397,1399,671,1297
"G3600850","2012","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",470728,349970,50136,465,36428,87,24149,9493,2615,6878,"Richmond County, New York",0,4504,2163,293,1153,122,4374,1906,1098,1306
"G3600870","2012","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",317757,228658,38865,436,19537,0,24191,6070,2134,3936,"Rockland County, New York",0,3471,1742,334,1367,185,3959,1458,1127,1154
"G3600890","2012","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",112232,104739,3021,929,1081,23,559,1880,361,1519,"St. Lawrence County, New York",0,399,258,373,477,39,214,755,309,671
"G3600910","2012","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",222133,209125,3194,75,4572,0,780,4387,1128,3259,"Saratoga County, New York",0,952,554,86,811,185,428,1219,957,740
"G3600930","2012","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",155124,122675,14270,236,5705,0,5126,7112,1577,5535,"Schenectady County, New York",0,1447,2035,288,1043,185,2043,1829,742,1709
"G3601010","2012","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",99063,94449,1357,151,1475,0,184,1447,84,1363,"Steuben County, New York",0,200,324,121,176,185,135,393,98,385
"G3601030","2012","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1499273,1235029,110006,3456,54644,153,64762,31223,10790,20433,"Suffolk County, New York",0,11851,3393,1006,1565,195,10508,5029,3317,3610
"G3601050","2012","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",76793,62473,7165,182,997,0,2066,3910,176,3734,"Sullivan County, New York",0,1443,871,171,330,185,1256,1405,173,1399
"G3601090","2012","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",102554,85290,3677,214,10263,0,408,2702,116,2586,"Tompkins County, New York",0,276,566,183,427,185,252,675,136,681
"G3601110","2012","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",181791,158217,10282,444,2824,6,1744,8274,763,7511,"Ulster County, New York",0,1701,1038,478,694,13,1227,1825,617,1771
"G3601130","2012","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",65538,62799,697,38,609,146,171,1078,370,708,"Warren County, New York",0,388,314,62,175,225,161,483,357,400
"G3601170","2012","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",92962,87130,3256,249,752,0,543,1032,63,969,"Wayne County, New York",0,528,273,254,182,185,405,441,86,416
"G3601190","2012","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",961670,639386,137413,3988,52324,263,100148,28148,6983,21165,"Westchester County, New York",0,7167,3291,1678,2214,268,7610,4225,1955,3462
"G3700010","2012","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",153920,109666,27144,524,2116,589,9072,4809,1246,3563,"Alamance County, North Carolina",0,2254,1526,223,366,822,2560,1452,940,1368
"G3700190","2012","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",112257,93714,12158,351,650,632,2498,2254,5,2249,"Brunswick County, North Carolina",0,1145,815,269,227,815,1178,636,10,636
"G3700210","2012","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",244490,217031,15320,687,2313,0,2252,6887,757,6130,"Buncombe County, North Carolina",0,1725,1794,508,524,193,1366,1760,504,1721
"G3700230","2012","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",90505,76478,6130,294,3326,0,2856,1421,229,1192,"Burke County, North Carolina",0,1465,806,217,158,193,1477,989,289,901
"G3700250","2012","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",184498,144796,29883,213,4504,0,2095,3007,154,2853,"Cabarrus County, North Carolina",0,1654,1543,210,251,193,1183,1086,173,1054
"G3700270","2012","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,,,,,,,,,"Caldwell County, North Carolina",,,,,,,,,,
"G3700310","2012","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",67632,59494,4581,586,605,0,792,1574,0,1574,"Carteret County, North Carolina",0,621,783,69,311,193,477,528,193,528
"G3700350","2012","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",154339,128226,13463,412,5838,0,4781,1619,105,1514,"Catawba County, North Carolina",0,2709,643,221,267,193,2709,689,127,686
"G3700370","2012","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",65976,53169,8864,176,910,0,2349,508,0,508,"Chatham County, North Carolina",0,1570,864,162,193,193,1651,390,193,390
"G3700450","2012","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",97474,75063,20227,44,900,0,68,1172,0,1172,"Cleveland County, North Carolina",0,236,696,56,122,193,151,728,193,728
"G3700490","2012","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",104770,73838,22723,187,2855,384,2417,2366,67,2299,"Craven County, North Carolina",0,1340,1136,256,380,440,1267,953,117,950
"G3700510","2012","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",324049,166655,118744,4828,7652,297,7558,18315,1386,16929,"Cumberland County, North Carolina",0,1964,2258,652,787,295,1749,2353,692,2360
"G3700570","2012","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",163260,143345,14853,805,1798,0,456,2003,173,1830,"Davidson County, North Carolina",0,671,646,497,435,193,541,955,229,911
"G3700630","2012","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",279641,145563,104093,1614,12749,388,6850,8384,1489,6895,"Durham County, North Carolina",0,3183,2244,720,743,656,2886,2688,1164,2265
"G3700670","2012","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",358137,243690,94062,489,6965,0,6566,6365,1628,4737,"Forsyth County, North Carolina",0,2579,1156,304,706,193,2226,1317,836,932
"G3700710","2012","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",208049,160951,30345,794,2723,0,8372,4864,363,4501,"Gaston County, North Carolina",0,2748,1510,264,332,193,2690,1434,346,1420
"G3700810","2012","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",500879,285306,168236,2534,21645,65,13753,9340,1436,7904,"Guilford County, North Carolina",0,4100,3001,806,633,111,4617,2333,817,2108
"G3700850","2012","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",122135,84266,25981,1256,1571,19,5377,3665,560,3105,"Harnett County, North Carolina",0,1829,885,429,419,32,2033,1149,475,1092
"G3700890","2012","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",108266,100483,3138,260,1355,0,1093,1937,51,1886,"Henderson County, North Carolina",0,1042,697,241,112,193,1001,850,92,842
"G3700970","2012","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",162708,133727,20036,1146,3432,26,2259,2082,144,1938,"Iredell County, North Carolina",0,1294,822,623,271,45,1107,719,175,711
"G3701010","2012","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",174938,139428,26034,609,879,0,1947,6041,681,5360,"Johnston County, North Carolina",0,2650,1638,677,474,193,1452,2460,922,2414
"G3701090","2012","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",79313,70008,4404,62,412,0,3249,1178,32,1146,"Lincoln County, North Carolina",0,1148,920,101,391,193,1148,781,62,778
"G3701190","2012","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",969031,558414,297899,4487,47901,980,32938,26412,2771,23641,"Mecklenburg County, North Carolina",0,6086,3918,1580,1606,1513,5594,4138,1220,3954
"G3701250","2012","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",,,,,,,,,,,"Moore County, North Carolina",,,,,,,,,,
"G3701270","2012","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",95708,51760,36667,533,11,0,3428,3309,932,2377,"Nash County, North Carolina",0,724,1155,411,20,193,1170,1370,787,1174
"G3701290","2012","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",209234,170098,30072,257,3106,48,1879,3774,156,3618,"New Hanover County, North Carolina",0,1379,1641,251,373,80,1313,1555,155,1528
"G3701330","2012","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",183263,135005,31575,791,3266,208,6700,5718,438,5280,"Onslow County, North Carolina",0,2650,1390,595,545,203,2728,1089,484,937
"G3701350","2012","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",137941,105985,14712,902,9263,77,1144,5858,896,4962,"Orange County, North Carolina",0,1234,1104,713,772,140,826,1432,752,1342
"G3701470","2012","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",172554,103714,59606,393,2952,0,2072,3817,930,2887,"Pitt County, North Carolina",0,1807,1756,350,322,193,1826,1634,927,1331
"G3701510","2012","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",142466,128552,7310,550,1629,0,1616,2809,328,2481,"Randolph County, North Carolina",0,1268,883,442,83,193,1069,1136,478,1119
"G3701550","2012","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",135496,41117,33014,51329,1102,231,5965,2738,163,2575,"Robeson County, North Carolina",0,1369,501,949,184,335,1444,1031,195,953
"G3701570","2012","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",92720,69823,17419,348,681,78,2327,2044,268,1776,"Rockingham County, North Carolina",0,1121,1128,413,892,125,1405,951,327,943
"G3701590","2012","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",138180,109439,21587,108,1600,0,3111,2335,717,1618,"Rowan County, North Carolina",0,1929,1255,114,201,193,1878,1276,977,864
"G3701610","2012","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,
"G3701710","2012","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",73561,67993,3551,49,122,0,947,899,674,225,"Surry County, North Carolina",0,1100,366,89,131,193,849,658,569,264
"G3701790","2012","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",208520,170436,24407,475,4108,0,5936,3158,307,2851,"Union County, North Carolina",0,2367,747,235,325,193,2316,910,377,901
"G3701830","2012","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",952151,651379,201082,3508,52879,241,21914,21148,4377,16771,"Wake County, North Carolina",0,4970,2850,1218,1844,272,4816,2993,1775,2547
"G3701910","2012","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124246,69998,39275,108,1462,0,9153,4250,1607,2643,"Wayne County, North Carolina",0,1705,1096,113,488,193,2674,2858,1452,1669
"G3701930","2012","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",69306,62798,3676,52,119,0,2007,654,348,306,"Wilkes County, North Carolina",0,1412,292,97,148,193,1353,520,351,296
"G3701950","2012","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81867,41955,31477,305,450,355,5471,1854,120,1734,"Wilson County, North Carolina",0,1137,1414,400,528,595,1339,1265,195,1246
"G3800150","2012","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",85774,79758,565,3526,636,52,180,1057,35,1022,"Burleigh County, North Dakota",0,259,272,339,84,100,241,387,52,380
"G3800170","2012","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",156157,141946,4080,1893,3652,19,664,3903,709,3194,"Cass County, North Dakota",0,661,790,797,643,40,451,1460,605,1313
"G3800350","2012","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",67472,61151,1335,1710,1322,20,112,1822,126,1696,"Grand Forks County, North Dakota",0,366,195,583,265,39,189,695,176,680
"G3900030","2012","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",105141,88627,12942,205,918,0,308,2141,98,2043,"Allen County, Ohio",0,264,856,173,123,182,219,809,128,842
"G3900070","2012","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",100389,93666,3521,175,157,0,591,2279,0,2279,"Ashtabula County, Ohio",0,526,436,135,179,182,518,405,182,405
"G3900130","2012","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",69671,65267,2320,214,167,0,229,1474,80,1394,"Belmont County, Ohio",0,184,456,124,162,182,124,452,164,502
"G3900170","2012","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",370589,318910,28323,713,9101,0,5070,8472,310,8162,"Butler County, Ohio",0,2026,1515,491,1376,182,2111,1876,343,1918
"G3900230","2012","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",137206,118198,11502,480,1091,53,1398,4484,275,4209,"Clark County, Ohio",0,586,898,314,229,89,759,1226,218,1227
"G3900250","2012","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",199085,190461,2368,506,1996,72,505,3177,41,3136,"Clermont County, Ohio",0,770,602,396,351,138,714,916,67,924
"G3900290","2012","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",106507,101650,2548,201,209,0,404,1495,118,1377,"Columbiana County, Ohio",0,931,947,186,229,182,345,474,212,427
