GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G3900350","2012","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1265111,807422,380906,2669,33357,216,14626,25915,3149,22766,"Cuyahoga County, Ohio",0,3336,2608,499,1570,184,2639,3040,1042,2850
"G3900410","2012","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",181061,161590,6682,117,7828,0,1270,3574,224,3350,"Delaware County, Ohio",0,811,924,135,880,182,763,1154,257,1109
"G3900430","2012","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",76398,66552,5576,631,428,511,357,2343,112,2231,"Erie County, Ohio",0,480,938,445,161,589,315,751,210,727
"G3900450","2012","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",147474,132620,8244,187,1295,0,543,4585,70,4515,"Fairfield County, Ohio",0,583,678,259,695,182,484,929,89,937
"G3900490","2012","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1195537,827783,255128,2597,50042,571,20857,38559,2525,36034,"Franklin County, Ohio",0,4336,3802,893,1666,578,4572,3772,1095,3599
"G3900550","2012","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,
"G3900570","2012","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",163587,141093,12382,238,4240,0,501,5133,83,5050,"Greene County, Ohio",0,731,956,187,723,182,444,1340,154,1332
"G3900610","2012","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",802038,554110,206990,1787,17141,64,5458,16488,1159,15329,"Hamilton County, Ohio",0,1804,2623,500,1049,103,1702,2954,646,2761
"G3900630","2012","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75671,71246,1214,53,1455,0,653,1050,188,862,"Hancock County, Ohio",0,644,420,101,182,182,575,463,222,399
"G3900810","2012","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,,,,,,,,,"Jefferson County, Ohio",,,,,,,,,,
"G3900850","2012","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",229582,213220,8780,206,3006,93,1409,2868,602,2266,"Lake County, Ohio",0,986,938,197,340,164,730,986,494,801
"G3900890","2012","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",167537,156030,5225,146,1749,0,495,3892,29,3863,"Licking County, Ohio",0,720,801,162,243,182,665,811,52,817
"G3900930","2012","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",301478,259255,25718,498,2708,538,4267,8494,1015,7479,"Lorain County, Ohio",0,1770,1951,313,674,553,1111,1863,564,1763
"G3900950","2012","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",437998,321504,84787,1365,7234,0,7888,15220,3787,11433,"Lucas County, Ohio",0,1942,2321,725,807,182,1477,2574,1332,2283
"G3900990","2012","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",235145,188790,36821,854,1382,183,1814,5301,484,4817,"Mahoning County, Ohio",0,1054,1541,877,585,255,469,1453,417,1523
"G3901010","2012","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,,,,,,,,,,"Marion County, Ohio",,,,,,,,,,
"G3901030","2012","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",173684,166543,3219,500,1796,0,296,1330,333,997,"Medina County, Ohio",0,420,959,678,299,182,237,690,255,587
"G3901090","2012","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",103060,97097,2302,76,832,0,472,2281,0,2281,"Miami County, Ohio",0,336,572,141,349,182,332,741,182,741
"G3901130","2012","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",534325,395281,110882,443,10639,153,3149,13778,429,13349,"Montgomery County, Ohio",0,1601,2984,246,716,163,1530,2850,339,2816
"G3901190","2012","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,
"G3901330","2012","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161451,148144,6440,17,2762,0,804,3284,65,3219,"Portage County, Ohio",0,529,1061,50,147,182,512,1091,102,1095
"G3901390","2012","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",122673,106756,9315,437,659,0,749,4757,535,4222,"Richland County, Ohio",0,569,1336,450,368,182,383,1084,255,1056
"G3901410","2012","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",77429,70032,3095,175,368,23,73,3663,143,3520,"Ross County, Ohio",0,126,586,149,126,44,87,602,148,599
"G3901450","2012","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,
"G3901510","2012","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",374868,333169,23989,748,2564,155,724,13519,369,13150,"Stark County, Ohio",0,672,2199,561,727,251,457,2605,359,2530
"G3901530","2012","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",540811,435352,76037,857,12033,246,853,15433,901,14532,"Summit County, Ohio",0,917,2443,512,1149,223,507,2733,665,2651
"G3901550","2012","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",207406,184683,17556,265,333,44,430,4095,318,3777,"Trumbull County, Ohio",0,438,1199,207,229,76,360,1274,302,1210
"G3901570","2012","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,,,,,,,,,"Tuscarawas County, Ohio",,,,,,,,,,
"G3901650","2012","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",217241,196394,7865,203,9164,101,1054,2460,0,2460,"Warren County, Ohio",0,1071,474,169,992,158,1083,1014,182,1014
"G3901690","2012","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",114848,108850,1752,190,1049,0,1092,1915,234,1681,"Wayne County, Ohio",0,627,436,214,226,182,1022,747,382,716
"G3901730","2012","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",128200,116926,3204,154,2286,83,1608,3939,2062,1877,"Wood County, Ohio",0,1512,570,202,384,145,1158,1374,1279,535
"G4000170","2012","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",122560,100155,2453,4461,3570,39,4779,7103,667,6436,"Canadian County, Oklahoma",0,1296,167,1106,570,64,1391,1276,537,1170
"G4000270","2012","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",265638,212265,11803,10737,10697,71,3114,16951,1073,15878,"Cleveland County, Oklahoma",0,1635,907,1731,677,82,1415,2328,760,2114
"G4000310","2012","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",126390,81694,21084,7379,2521,650,2833,10229,1286,8943,"Comanche County, Oklahoma",0,1198,1364,857,708,228,1001,1959,684,2051
"G4000370","2012","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70651,56491,1794,7190,283,0,587,4306,126,4180,"Creek County, Oklahoma",0,557,233,912,423,149,566,966,172,932
"G4001010","2012","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",70596,43501,7787,11677,261,27,533,6810,80,6730,"Muskogee County, Oklahoma",0,672,396,1220,273,36,662,1273,97,1268
"G4001090","2012","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",741781,511965,109281,22037,23604,424,24586,49884,2173,47711,"Oklahoma County, Oklahoma",0,4788,2710,2159,968,228,4273,4526,645,4517
"G4001190","2012","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",78399,62770,2707,2820,2883,67,472,6680,33,6647,"Payne County, Oklahoma",0,591,311,846,525,116,327,1111,65,1099
"G4001250","2012","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",70760,53416,1761,7670,387,0,1501,6025,34,5991,"Pottawatomie County, Oklahoma",0,520,408,920,116,149,605,1008,43,1007
"G4001310","2012","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",88367,66260,770,11439,944,16,1721,7217,354,6863,"Rogers County, Oklahoma",0,641,284,1069,163,32,638,1273,348,1162
"G4001430","2012","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",613816,442920,61422,28458,15513,622,18642,46239,1795,44444,"Tulsa County, Oklahoma",0,2411,1712,1829,668,37,2220,2709,537,2655
"G4001450","2012","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",75030,57297,2815,6402,1205,0,1018,6293,27,6266,"Wagoner County, Oklahoma",0,601,306,824,149,149,538,920,46,917
"G4100030","2012","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",86430,75190,665,765,4285,1254,1312,2959,355,2604,"Benton County, Oregon",0,871,357,390,1254,1390,808,706,401,556
"G4100050","2012","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",383857,343736,2246,2494,14707,1048,5027,14599,1907,12692,"Clackamas County, Oregon",0,2786,706,987,1442,691,2559,2195,954,2093
"G4100170","2012","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",162277,152080,76,741,1389,509,2325,5157,1006,4151,"Deschutes County, Oregon",0,1886,112,515,568,376,1388,1183,1213,641
"G4100190","2012","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",107164,99608,73,1339,846,20,140,5138,0,5138,"Douglas County, Oregon",0,910,121,557,273,43,167,1147,193,1147
"G4100290","2012","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",206412,188235,1414,1435,1829,546,3889,9064,546,8518,"Jackson County, Oregon",0,2463,653,667,598,273,2350,1311,436,1271
"G4100330","2012","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",82930,77811,422,1477,750,0,5,2465,304,2161,"Josephine County, Oregon",0,623,582,750,234,193,12,950,299,872
"G4100350","2012","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",65912,58026,502,2530,1272,150,1412,2020,20,2000,"Klamath County, Oregon",0,1041,159,716,507,146,951,739,36,738
"G4100390","2012","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",354542,312666,3204,3699,10479,837,8260,15397,1111,14286,"Lane County, Oregon",0,2664,669,919,1038,289,2446,2295,848,2077
"G4100430","2012","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",118360,109897,699,2311,1473,0,1265,2715,774,1941,"Linn County, Oregon",0,1241,124,610,330,193,1059,1403,974,819
"G4100470","2012","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",319985,259513,3380,4973,6523,2447,31563,11586,2561,9025,"Marion County, Oregon",0,5416,549,2293,807,445,5304,2513,1420,1859
"G4100510","2012","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",759256,600586,43152,5900,50906,5353,21465,31894,1423,30471,"Multnomah County, Oregon",0,4926,2583,1082,2225,402,4713,3463,716,3250
"G4100530","2012","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",76353,64884,78,766,1719,677,3766,4463,881,3582,"Polk County, Oregon",0,1634,75,476,289,692,2760,2090,1365,1500
"G4100590","2012","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76820,63771,592,2070,405,89,5271,4622,973,3649,"Umatilla County, Oregon",0,2189,226,514,270,94,2037,1229,858,904
"G4100670","2012","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",547672,419256,9653,4499,48432,2401,39145,24286,2516,21770,"Washington County, Oregon",0,5516,1385,2196,2159,605,5368,2760,1171,2571
"G4100710","2012","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",100255,90285,569,1826,707,295,2267,4306,148,4158,"Yamhill County, Oregon",0,2027,372,990,532,340,1738,1207,215,1184
"G4200010","2012","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",101482,93732,1139,48,721,0,3739,2103,388,1715,"Adams County, Pennsylvania",0,945,554,74,194,165,937,635,230,582
"G4200030","2012","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1229338,997613,159836,1694,36577,238,4832,28548,1789,26759,"Allegheny County, Pennsylvania",0,1378,2666,493,1539,141,1159,3452,699,3357
"G4200050","2012","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2012","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",170245,154812,10766,16,1094,0,425,3132,156,2976,"Beaver County, Pennsylvania",0,320,993,29,82,165,304,1080,196,1019
"G4200110","2012","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",413491,355172,21166,1450,5881,206,21247,8369,1426,6943,"Berks County, Pennsylvania",0,4755,1782,1024,601,243,4006,2064,634,1883
"G4200130","2012","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",127121,122217,1588,120,1000,0,81,2115,0,2115,"Blair County, Pennsylvania",0,238,580,149,157,165,104,593,165,593
"G4200170","2012","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",627053,560904,23637,215,26478,1,5008,10810,1627,9183,"Bucks County, Pennsylvania",0,2679,1434,188,1368,2,2392,2215,1054,1828
"G4200190","2012","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",184970,178451,2181,152,1485,0,434,2267,0,2267,"Butler County, Pennsylvania",0,535,477,107,556,165,509,725,165,725
"G4200210","2012","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",141584,132895,4190,262,724,188,533,2792,230,2562,"Cambria County, Pennsylvania",0,452,1013,234,359,177,385,913,231,878
"G4200250","2012","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",,,,,,,,,,,"Carbon County, Pennsylvania",,,,,,,,,,
"G4200270","2012","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",155171,137936,4950,588,7878,26,702,3091,99,2992,"Centre County, Pennsylvania",0,778,840,445,750,39,482,836,166,851
"G4200290","2012","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",506575,439939,29531,226,20696,307,5446,10430,1165,9265,"Chester County, Pennsylvania",0,2240,1896,277,967,469,2066,2107,630,1992
"G4200330","2012","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",81184,77287,1541,134,377,0,492,1353,460,893,"Clearfield County, Pennsylvania",0,431,444,114,248,165,283,677,456,399
"G4200370","2012","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",,,,,,,,,,,"Columbia County, Pennsylvania",,,,,,,,,,
"G4200390","2012","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",87598,84032,1411,105,516,33,60,1441,123,1318,"Crawford County, Pennsylvania",0,266,224,105,105,62,94,269,114,229
"G4200410","2012","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",238614,214171,7797,214,7802,42,2887,5701,1343,4358,"Cumberland County, Pennsylvania",0,724,755,230,643,69,1013,1178,795,976
"G4200430","2012","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",269665,195620,49354,785,8878,0,6257,8771,1777,6994,"Dauphin County, Pennsylvania",0,2087,1707,779,706,165,2022,2149,1010,1955
"G4200450","2012","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",561098,402719,115339,781,28228,166,3479,10386,2138,8248,"Delaware County, Pennsylvania",0,1585,2052,363,1036,273,1305,1901,963,1545
"G4200490","2012","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",280646,245770,19998,955,3350,19,3221,7333,971,6362,"Erie County, Pennsylvania",0,1239,1697,645,684,34,1385,1760,678,1699
"G4200510","2012","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",135660,126083,6782,26,26,44,341,2358,187,2171,"Fayette County, Pennsylvania",0,276,1012,49,47,70,233,1028,189,1012
"G4200550","2012","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",151275,140927,5954,174,1444,0,1097,1679,0,1679,"Franklin County, Pennsylvania",0,1138,923,299,297,165,943,626,165,626
"G4200630","2012","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",88218,83344,2180,28,887,148,555,1076,297,779,"Indiana County, Pennsylvania",0,340,553,62,470,242,222,425,218,357
"G4200690","2012","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",214477,200007,6501,449,4007,30,740,2743,396,2347,"Lackawanna County, Pennsylvania",0,1170,994,194,587,64,581,1051,342,978
