GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G3900230","2018","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",134585,117175,11167,126,726,0,405,4986,46,4940,"Clark County, Ohio",0,467,1077,127,241,195,412,1186,87,1179
"G3900250","2018","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",205466,194656,2624,55,2237,0,737,5157,436,4721,"Clermont County, Ohio",0,646,607,94,780,195,452,1177,468,1042
"G3900290","2018","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,
"G3900350","2018","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1243857,778016,363507,3432,38700,605,15384,44213,3305,40908,"Cuyahoga County, Ohio",0,3737,3998,1121,2095,360,3107,4514,1318,4601
"G3900410","2018","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",204826,176818,6806,319,12823,0,1152,6908,605,6303,"Delaware County, Ohio",0,1045,861,361,1379,195,1056,1602,597,1405
"G3900430","2018","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",74615,63801,7328,723,46,25,833,1859,112,1747,"Erie County, Ohio",0,739,754,761,80,42,617,785,162,756
"G3900450","2018","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",155782,135804,10941,0,1983,0,275,6779,134,6645,"Fairfield County, Ohio",0,786,1583,195,642,195,275,1858,132,1843
"G3900490","2018","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1310300,857827,298151,3351,72084,68,24186,54633,3624,51009,"Franklin County, Ohio",0,5339,5224,1619,2571,116,4250,6373,1236,6257
"G3900550","2018","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",94031,91037,1211,188,674,0,238,683,0,683,"Geauga County, Ohio",0,294,350,205,262,195,294,507,195,507
"G3900570","2018","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",167995,143377,13007,154,4888,0,690,5879,261,5618,"Greene County, Ohio",0,745,1077,185,508,195,497,1055,243,1018
"G3900610","2018","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",816684,547335,208138,909,24334,1279,7520,27169,503,26666,"Hamilton County, Ohio",0,2627,4571,511,906,1367,2653,4224,323,4259
"G3900630","2018","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75930,69877,1198,0,1384,0,1275,2196,192,2004,"Hancock County, Ohio",0,756,480,195,549,195,566,724,321,635
"G3900810","2018","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",65767,60032,3163,44,1119,0,390,1019,0,1019,"Jefferson County, Ohio",0,315,1019,60,1010,195,319,510,195,510
"G3900850","2018","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",230514,208276,10504,133,2941,147,3229,5284,0,5284,"Lake County, Ohio",0,1567,1268,168,711,205,1606,1791,195,1791
"G3900890","2018","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",175769,159316,7207,313,3682,76,1069,4106,79,4027,"Licking County, Ohio",0,1173,936,309,193,148,954,1126,116,1126
"G3900930","2018","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",309461,265593,25734,1071,3396,75,3331,10261,1034,9227,"Lorain County, Ohio",0,1822,2153,504,571,132,982,2269,634,2233
"G3900950","2018","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",429899,306634,80289,1367,6707,457,9941,24504,5443,19061,"Lucas County, Ohio",0,2595,3249,591,787,402,2471,3357,1736,3120
"G3900990","2018","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",229642,181135,32943,604,2206,37,3033,9684,1241,8443,"Mahoning County, Ohio",0,2084,1949,371,329,65,1776,2376,1133,2189
"G3901010","2018","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",65256,58259,3627,239,459,74,358,2240,118,2122,"Marion County, Ohio",0,378,783,160,90,96,361,771,219,696
"G3901030","2018","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",179146,170228,2575,104,1885,0,784,3570,593,2977,"Medina County, Ohio",0,760,535,196,400,195,413,949,394,896
"G3901090","2018","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",106222,99547,1402,341,1846,0,38,3048,0,3048,"Miami County, Ohio",0,72,721,493,532,195,72,900,195,900
"G3901130","2018","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",532331,386743,108345,1576,12140,414,4009,19104,1289,17815,"Montgomery County, Ohio",0,2058,3509,577,1115,533,1938,3494,750,3427
"G3901190","2018","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",86183,78837,3667,157,222,0,89,3211,121,3090,"Muskingum County, Ohio",0,274,792,196,139,195,160,855,199,848
"G3901330","2018","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",162927,148176,7006,0,3330,45,246,4124,131,3993,"Portage County, Ohio",0,313,985,195,520,78,235,1134,207,1118
"G3901390","2018","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121099,105522,10266,290,1033,60,343,3585,0,3585,"Richland County, Ohio",0,250,1406,246,245,112,335,1427,195,1427
"G3901410","2018","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",76931,69435,4446,0,512,47,234,2257,58,2199,"Ross County, Ohio",0,246,740,195,448,88,146,523,56,511
"G3901450","2018","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,
"G3901510","2018","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",371574,323782,27636,630,3951,0,4341,11234,340,10894,"Stark County, Ohio",0,1789,2420,603,501,195,1884,2501,255,2512
"G3901530","2018","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541918,422487,77677,1337,20151,0,4417,15849,1171,14678,"Summit County, Ohio",0,1844,3005,631,1501,195,2032,3300,1376,3465
"G3901550","2018","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",198627,176212,16382,132,1564,0,201,4136,155,3981,"Trumbull County, Ohio",0,446,953,244,195,195,210,1036,163,1022
"G3901570","2018","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,,,,,,,,,"Tuscarawas County, Ohio",,,,,,,,,,
"G3901650","2018","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",232173,204965,8559,443,13920,0,361,3925,82,3843,"Warren County, Ohio",0,511,1041,398,1235,195,363,1429,106,1441
"G3901690","2018","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",115967,110011,3167,91,241,0,819,1638,0,1638,"Wayne County, Ohio",0,465,811,121,240,195,480,832,195,832
"G3901730","2018","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",130696,119500,3594,293,2210,45,1506,3548,373,3175,"Wood County, Ohio",0,896,485,269,308,76,696,930,304,901
"G4000170","2018","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",144447,115278,5395,5889,3883,0,4458,9544,2336,7208,"Canadian County, Oklahoma",0,1570,507,1195,491,161,1274,2097,1265,1548
"G4000270","2018","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",281669,215544,12952,12872,13263,98,8059,18881,822,18059,"Cleveland County, Oklahoma",0,2098,1473,1545,1101,118,2290,2762,473,2738
"G4000310","2018","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",120422,75141,17707,3957,2602,913,4092,16010,669,15341,"Comanche County, Oklahoma",0,1548,2096,925,454,977,1245,2145,510,2136
"G4000370","2018","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",71604,55778,1429,7494,465,16,1291,5131,159,4972,"Creek County, Oklahoma",0,702,341,816,154,27,677,946,116,952
"G4001010","2018","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",68362,38846,7212,12314,217,0,2842,6931,269,6662,"Muskogee County, Oklahoma",0,794,577,995,166,161,826,1145,308,1134
"G4001090","2018","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",792582,538226,118296,24568,27276,711,35134,48371,2463,45908,"Oklahoma County, Oklahoma",0,5762,4264,2586,1473,298,5720,5048,1171,4942
"G4001190","2018","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",82040,66152,3212,2896,3324,98,256,6102,0,6102,"Payne County, Oklahoma",0,564,421,988,700,174,224,989,161,989
"G4001250","2018","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",72679,54800,2597,9342,432,48,503,4957,62,4895,"Pottawatomie County, Oklahoma",0,535,244,1041,275,73,301,1121,100,1130
"G4001310","2018","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",91984,68566,1064,12531,1611,147,311,7754,308,7446,"Rogers County, Oklahoma",0,563,143,1175,156,128,244,1304,257,1317
"G4001430","2018","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",648360,462263,66174,32715,21879,186,15253,49890,1876,48014,"Tulsa County, Oklahoma",0,2743,2079,2519,974,185,2507,2859,772,2700
"G4001450","2018","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",80110,59612,2597,7317,1357,173,2053,7001,233,6768,"Wagoner County, Oklahoma",0,725,425,977,217,268,727,1092,147,1085
"G4100030","2018","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",92101,77312,1041,933,6924,190,1054,4647,390,4257,"Benton County, Oregon",0,1010,442,690,641,166,585,1289,289,1278
"G4100050","2018","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",416075,362162,3762,1903,19111,1370,9703,18064,2367,15697,"Clackamas County, Oregon",0,3597,934,1061,1622,843,2777,2609,2177,1945
"G4100170","2018","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",191996,179918,752,1008,2668,102,1796,5752,306,5446,"Deschutes County, Oregon",0,1539,671,668,712,169,1220,1167,467,1054
"G4100190","2018","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",110283,100815,165,2149,1381,3,1211,4559,851,3708,"Douglas County, Oregon",0,1465,194,647,388,12,819,1165,895,779
"G4100290","2018","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",219564,200335,2167,2877,3567,699,2723,7196,738,6458,"Jackson County, Oregon",0,2627,486,1010,754,624,2144,1761,589,1585
"G4100330","2018","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",87393,81035,330,526,1103,314,760,3325,83,3242,"Josephine County, Oregon",0,1019,333,408,322,494,943,812,140,804
"G4100350","2018","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",67653,57992,511,3599,613,39,1706,3193,498,2695,"Klamath County, Oregon",0,1387,422,932,263,91,957,1120,512,1014
"G4100390","2018","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",379611,324162,3290,3998,10779,1428,14171,21783,3102,18681,"Lane County, Oregon",0,2740,922,1474,1529,288,2769,2650,1476,2104
"G4100430","2018","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",127335,110981,858,716,1116,0,6484,7180,1165,6015,"Linn County, Oregon",0,1695,263,605,383,207,2129,1558,837,1383
"G4100470","2018","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",346868,272176,5299,3000,7366,3638,37873,17516,4425,13091,"Marion County, Oregon",0,6616,1160,1204,1345,170,6630,2633,1647,2273
"G4100510","2018","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",811880,636383,45483,7906,64309,5500,11192,41107,3474,37633,"Multnomah County, Oregon",0,4010,3296,1772,2572,699,2759,4024,1415,3998
"G4100530","2018","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",85234,72667,209,3106,1509,128,4282,3333,656,2677,"Polk County, Oregon",0,1970,208,981,756,166,1811,1224,591,1059
"G4100590","2018","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",77516,66943,763,2750,982,125,3904,2049,99,1950,"Umatilla County, Oregon",0,1806,261,798,136,124,1801,652,124,635
"G4100670","2018","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",597695,452678,14670,3139,62998,3106,28941,32163,5017,27146,"Washington County, Oregon",0,6045,1301,966,3719,554,6395,4591,1975,3934
"G4100710","2018","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",107002,95193,260,1271,1442,1279,3691,3866,356,3510,"Yamhill County, Oregon",0,2126,157,743,531,1070,2063,1335,291,1282
"G4200010","2018","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",102811,96606,1281,359,770,0,1753,2042,0,2042,"Adams County, Pennsylvania",0,885,546,332,356,177,812,643,177,643
"G4200030","2018","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1218452,971262,157323,1466,48655,157,5991,33598,2154,31444,"Allegheny County, Pennsylvania",0,1667,4194,474,1616,267,1767,4464,842,4324
"G4200050","2018","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2018","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",164742,148316,8680,413,1034,25,848,5426,234,5192,"Beaver County, Pennsylvania",0,671,1216,229,289,46,501,1557,302,1494
"G4200110","2018","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",420152,349164,21274,384,6085,0,30031,13214,3157,10057,"Berks County, Pennsylvania",0,4167,2604,266,653,177,4375,2568,1658,2026
"G4200130","2018","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",,,,,,,,,,,"Blair County, Pennsylvania",,,,,,,,,,
"G4200170","2018","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",628195,546729,24896,340,31672,638,9253,14667,2637,12030,"Bucks County, Pennsylvania",0,2416,1788,265,2073,539,2295,2659,1286,2392
"G4200190","2018","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",187888,179306,2167,0,3032,0,601,2782,180,2602,"Butler County, Pennsylvania",0,527,411,177,551,177,399,789,188,780
"G4200210","2018","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",131730,123050,4361,130,444,137,618,2990,21,2969,"Cambria County, Pennsylvania",0,661,752,148,228,142,532,689,27,692
"G4200250","2018","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",,,,,,,,,,,"Carbon County, Pennsylvania",,,,,,,,,,
"G4200270","2018","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",162805,142490,6076,63,11373,0,911,1892,42,1850,"Centre County, Pennsylvania",0,552,428,148,481,177,457,642,92,633
"G4200290","2018","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",522046,441393,31220,262,29646,0,7314,12211,606,11605,"Chester County, Pennsylvania",0,3184,1623,184,1452,177,2467,2636,378,2617
"G4200330","2018","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",79388,74891,1896,263,362,0,238,1738,169,1569,"Clearfield County, Pennsylvania",0,621,461,192,203,177,121,688,276,786
"G4200370","2018","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",65456,61574,1265,56,782,137,1163,479,0,479,"Columbia County, Pennsylvania",0,623,305,55,157,267,619,246,177,246
"G4200390","2018","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",85063,81136,870,69,344,0,189,2455,289,2166,"Crawford County, Pennsylvania",0,214,331,82,235,177,160,451,214,459
"G4200410","2018","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",251423,218641,9372,386,11174,114,3049,8687,881,7806,"Cumberland County, Pennsylvania",0,1274,1513,439,859,138,1232,1313,717,1212
"G4200430","2018","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",277097,192416,57569,656,12593,239,5404,8220,976,7244,"Dauphin County, Pennsylvania",0,2762,2578,434,1413,403,2239,2454,667,2210
"G4200450","2018","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",564751,387267,125853,1655,31189,0,3743,15044,636,14408,"Delaware County, Pennsylvania",0,1961,2734,575,1558,177,1028,2926,314,2853
"G4200490","2018","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",272061,234857,20597,946,4909,63,3421,7268,449,6819,"Erie County, Pennsylvania",0,1658,2039,395,534,111,1460,2133,290,2051
"G4200510","2018","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",130441,120140,5484,182,611,0,642,3382,0,3382,"Fayette County, Pennsylvania",0,498,764,295,153,177,449,795,177,795
