GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G1000030","2013","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",549684,358170,133494,1138,27314,456,14779,14333,2193,12140,"New Castle County, Delaware",0,4069,3684,416,1003,434,3473,3588,1585,3240
"G1000050","2013","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",206649,167462,25087,996,2560,125,5172,5247,326,4921,"Sussex County, Delaware",0,1732,1802,534,360,148,1697,1577,394,1508
"G1100010","2013","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",646449,264080,315504,1272,22963,104,21681,20845,3447,17398,"District of Columbia, District of Columbia",0,4748,3335,709,1409,120,4483,3333,1466,3185
"G1200010","2013","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",253451,178618,49014,492,14057,1379,2297,7594,728,6866,"Alachua County, Florida",0,1264,2136,202,715,1275,917,1820,385,1761
"G1200050","2013","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",174987,143717,19391,1345,4548,56,1413,4517,271,4246,"Bay County, Florida",0,1348,1279,480,545,92,1084,1476,199,1460
"G1200090","2013","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",550823,460191,57116,1621,13123,0,4961,13811,2325,11486,"Brevard County, Florida",0,2903,2101,809,1187,218,2189,2409,1531,2071
"G1200110","2013","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1838844,1153486,514140,3506,64072,895,59024,43721,10103,33618,"Broward County, Florida",0,9131,6354,1276,2924,441,8858,4880,2375,4222
"G1200150","2013","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",164736,148883,9860,571,1718,0,597,3107,533,2574,"Charlotte County, Florida",0,777,505,281,683,218,403,1037,425,908
"G1200170","2013","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",139271,130088,4549,336,2336,0,315,1647,248,1399,"Citrus County, Florida",0,524,807,300,191,218,313,870,231,810
"G1200190","2013","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",196399,161310,19570,392,5593,498,2766,6270,989,5281,"Clay County, Florida",0,1763,1357,306,1340,673,1475,1793,780,1637
"G1200210","2013","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",339642,303120,22772,979,4450,0,5443,2878,599,2279,"Collier County, Florida",0,2883,1245,348,859,218,2731,1506,546,1364
"G1200230","2013","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",67543,52486,12093,55,745,0,365,1799,64,1735,"Columbia County, Florida",0,377,745,85,195,218,205,852,95,843
"G1200310","2013","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",885855,547959,259865,2748,38604,892,7201,28586,5946,22640,"Duval County, Florida",0,3949,3126,1396,2237,292,2043,5281,3799,3787
"G1200330","2013","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",305817,212087,66902,1613,8244,87,2932,13952,747,13205,"Escambia County, Florida",0,1255,2193,666,1048,172,1032,2681,484,2721
"G1200350","2013","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",99956,82129,9949,179,2737,0,2350,2612,181,2431,"Flagler County, Florida",0,1508,1136,287,153,218,1469,940,196,928
"G1200530","2013","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",174441,156723,9355,356,1761,20,2700,3526,462,3064,"Hernando County, Florida",0,1656,1049,316,657,38,1722,1124,368,1088
"G1200550","2013","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",97616,83534,9867,55,1495,0,1361,1304,173,1131,"Highlands County, Florida",0,1161,840,95,210,218,1072,899,210,869
"G1200570","2013","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1291578,931046,212550,2855,49016,166,59525,36420,8298,28122,"Hillsborough County, Florida",0,7972,4223,832,1510,157,7934,5608,3041,3864
"G1200610","2013","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",141994,121254,13691,735,1379,0,2350,2585,694,1891,"Indian River County, Florida",0,1658,1224,545,629,218,1162,1418,931,940
"G1200690","2013","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",308034,252159,30423,1384,5985,486,13430,4167,552,3615,"Lake County, Florida",0,4004,1543,445,871,794,4173,1657,497,1613
"G1200710","2013","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",661115,555372,57870,1143,9936,168,25499,11127,2027,9100,"Lee County, Florida",0,6632,3033,632,913,231,6667,2045,975,1803
"G1200730","2013","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",281845,176545,88777,899,8762,0,1524,5338,502,4836,"Leon County, Florida",0,937,1388,327,566,218,707,1328,385,1233
"G1200810","2013","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",342106,292646,32733,352,6135,88,5933,4219,737,3482,"Manatee County, Florida",0,2674,1355,427,657,155,2274,1338,712,972
"G1200830","2013","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",337362,278429,44795,1661,4629,64,1269,6515,1201,5314,"Marion County, Florida",0,3131,1204,468,701,108,624,3230,607,3239
"G1200850","2013","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",151263,129144,8622,273,2039,0,7857,3328,1852,1476,"Martin County, Florida",0,2698,854,355,250,218,2349,1515,1348,785
"G1200860","2013","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2617176,1996766,481189,3671,42672,200,56633,36045,10128,25917,"Miami-Dade County, Florida",0,9704,5551,1150,2740,328,7432,4819,2504,3981
"G1200870","2013","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",76351,66533,4247,12,1245,0,2490,1824,0,1824,"Monroe County, Florida",0,1842,766,23,806,218,1871,769,218,769
"G1200890","2013","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",75710,68553,4847,449,562,20,78,1201,68,1133,"Nassau County, Florida",0,327,540,145,449,39,135,669,119,672
"G1200910","2013","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",193811,153952,19705,1130,6538,41,7021,5424,468,4956,"Okaloosa County, Florida",0,1922,977,657,932,78,2119,1685,389,1540
"G1200950","2013","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1225267,771637,248674,3633,64141,393,95244,41545,7423,34122,"Orange County, Florida",0,11487,6290,2588,2189,249,10090,5708,2307,5769
"G1200970","2013","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",298504,241623,29933,304,7663,0,7907,11074,2943,8131,"Osceola County, Florida",0,3673,2242,313,2020,218,2848,3621,2148,3215
"G1200990","2013","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1372171,1022027,247504,2609,33323,152,32811,33745,4145,29600,"Palm Beach County, Florida",0,7572,3291,1173,1979,253,6224,4553,1569,4199
"G1201010","2013","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",475502,419394,24530,2026,10941,201,6002,12408,2646,9762,"Pasco County, Florida",0,3617,2823,647,1038,179,1856,2229,751,2189
"G1201030","2013","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",929048,766490,95079,2156,28998,447,10371,25507,2873,22634,"Pinellas County, Florida",0,3130,3426,722,1536,474,2485,3899,981,3673
"G1201050","2013","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",623009,490345,93544,1930,10374,138,8700,17978,4310,13668,"Polk County, Florida",0,4466,2158,826,989,152,2913,4423,2531,3771
"G1201070","2013","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",72577,56535,12182,103,506,0,2390,861,0,861,"Putnam County, Florida",0,1705,44,171,342,218,1708,387,218,387
"G1201090","2013","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",209647,188251,9936,451,5655,21,673,4660,530,4130,"St. Johns County, Florida",0,645,1800,341,744,38,586,1995,649,1947
"G1201110","2013","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",286832,212455,55861,67,5021,0,6976,6452,383,6069,"St. Lucie County, Florida",0,3492,1988,67,567,218,3523,2344,375,2201
"G1201130","2013","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",161096,138632,7838,870,2962,602,1548,8644,1018,7626,"Santa Rosa County, Florida",0,1657,1664,471,622,714,1216,2127,797,1979
"G1201150","2013","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",390429,356888,17699,1301,6186,0,1931,6424,898,5526,"Sarasota County, Florida",0,1840,1720,441,573,218,1250,2120,582,2053
"G1201170","2013","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",436041,347170,49235,574,17555,620,6866,14021,4056,9965,"Seminole County, Florida",0,3580,1600,512,1825,762,2456,3552,2093,2794
"G1201190","2013","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",107056,94481,10222,116,324,40,778,1095,225,870,"Sumter County, Florida",0,696,589,143,333,72,400,528,323,494
"G1201270","2013","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",500800,415239,50718,1208,8477,194,14115,10849,1334,9515,"Volusia County, Florida",0,3773,2596,587,891,227,3833,2879,845,2674
"G1300130","2013","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",71453,57109,8169,1150,2638,0,532,1855,570,1285,"Barrow County, Georgia",0,1480,664,1558,191,214,567,958,451,757
"G1300150","2013","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",,,,,,,,,,,"Bartow County, Georgia",,,,,,,,,,
"G1300210","2013","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",154721,66885,81912,77,2357,51,734,2705,204,2501,"Bibb County, Georgia",0,918,1150,96,531,85,723,1192,296,1187
"G1300310","2013","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",71214,46507,20433,157,1261,0,1351,1505,574,931,"Bulloch County, Georgia",0,739,545,232,116,214,941,805,544,545
"G1300450","2013","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",112355,81866,20194,105,1703,0,5168,3319,1416,1903,"Carroll County, Georgia",0,1484,1653,172,1332,214,2160,2190,1952,916
"G1300470","2013","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",,,,,,,,,,,"Catoosa County, Georgia",,,,,,,,,,
"G1300510","2013","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",278434,152222,110159,1230,6066,92,2089,6576,1680,4896,"Chatham County, Georgia",0,1326,2199,263,1489,116,1156,2730,1556,2340
"G1300570","2013","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",225106,191222,15163,335,3662,0,10666,4058,1152,2906,"Cherokee County, Georgia",0,3506,1430,366,1129,214,3425,1585,1121,1106
"G1300590","2013","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",121265,78989,32088,78,5173,0,2226,2711,310,2401,"Clarke County, Georgia",0,1682,877,122,443,214,1626,1055,359,1050
"G1300630","2013","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",264220,62521,174804,653,13752,181,7609,4700,256,4444,"Clayton County, Georgia",0,2905,2255,664,140,259,2924,2103,309,2055
"G1300670","2013","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",717190,442856,192526,1249,35866,429,27393,16871,1987,14884,"Cobb County, Georgia",0,7067,4488,792,1064,431,6252,2932,1024,2730
"G1300730","2013","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",135416,103254,22917,479,5983,0,887,1896,168,1728,"Columbia County, Georgia",0,715,1130,737,722,214,578,1190,301,1140
"G1300770","2013","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",133180,102205,23159,221,2238,30,2057,3270,256,3014,"Coweta County, Georgia",0,2145,1311,178,440,53,2030,1467,323,1447
"G1300890","2013","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",713340,262974,379477,1970,39286,15,12543,17075,1809,15266,"DeKalb County, Georgia",0,3499,4182,721,787,26,3625,3100,893,3184
"G1300950","2013","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",92969,27020,62923,68,708,39,629,1582,381,1201,"Dougherty County, Georgia",0,657,673,119,231,56,485,818,423,670
"G1300970","2013","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",136379,69830,56504,52,2535,0,4546,2912,244,2668,"Douglas County, Georgia",0,2108,1660,87,85,214,1865,1586,251,1553
"G1301130","2013","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",108365,77860,20539,857,4776,235,701,3397,253,3144,"Fayette County, Georgia",0,829,1403,768,461,384,687,1337,358,1372
"G1301150","2013","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",95821,73615,13914,0,1408,0,5539,1345,0,1345,"Floyd County, Georgia",0,2066,664,214,79,214,2149,630,214,630
"G1301170","2013","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",195405,165773,5545,215,15967,0,4001,3904,300,3604,"Forsyth County, Georgia",0,2520,896,215,532,214,2566,1353,356,1233
"G1301210","2013","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",984293,450074,431581,2285,60108,302,15197,24746,3958,20788,"Fulton County, Georgia",0,5459,4068,782,2111,192,4602,3978,1976,3698
"G1301270","2013","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",81508,55415,20429,321,715,0,1418,3210,744,2466,"Glynn County, Georgia",0,1507,1074,107,457,214,1312,1398,707,1155
"G1301350","2013","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",859304,450360,219178,2297,94844,535,72321,19769,4395,15374,"Gwinnett County, Georgia",0,9281,3508,666,1856,442,9113,3687,1991,3180
"G1301390","2013","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",187745,153910,13937,614,3319,66,13320,2579,370,2209,"Hall County, Georgia",0,3585,765,434,537,107,3578,1025,387,944
"G1301510","2013","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",211128,113814,82657,293,6541,0,1866,5957,686,5271,"Henry County, Georgia",0,2188,2848,342,837,214,1345,2288,696,2200
"G1301530","2013","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",147658,91641,44893,313,4592,0,3918,2301,242,2059,"Houston County, Georgia",0,1768,834,449,454,214,2012,1088,244,1018
"G1301790","2013","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",64135,30069,26130,335,1002,141,3506,2952,116,2836,"Liberty County, Georgia",0,968,975,101,361,177,895,924,120,919
"G1301850","2013","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",112916,65347,40596,66,1803,0,1887,3217,403,2814,"Lowndes County, Georgia",0,1270,1385,55,385,214,1085,1371,302,1355
"G1302150","2013","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",202824,93310,92316,398,4360,0,6238,6202,318,5884,"Muscogee County, Georgia",0,2054,1950,284,830,214,2041,1758,285,1730
"G1302170","2013","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",102446,56029,43090,54,1300,0,119,1854,169,1685,"Newton County, Georgia",0,976,1461,92,61,214,127,995,303,924
"G1302230","2013","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",146950,115342,24442,568,974,79,642,4903,800,4103,"Paulding County, Georgia",0,1319,2851,340,545,140,590,2862,964,2624
"G1302450","2013","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",202003,80118,109276,309,3042,499,1882,6877,451,6426,"Richmond County, Georgia",0,1047,2336,185,424,214,760,2287,362,2311
"G1302470","2013","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",86919,40084,43022,10,1686,0,1340,777,50,727,"Rockdale County, Georgia",0,1004,492,22,258,214,1023,554,92,499
"G1302850","2013","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",69053,41260,23724,0,673,28,1062,2306,131,2175,"Troup County, Georgia",0,673,1389,214,612,51,1041,1351,291,1358
"G1302950","2013","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",,,,,,,,,,,"Walker County, Georgia",,,,,,,,,,
"G1302970","2013","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",,,,,,,,,,,"Walton County, Georgia",,,,,,,,,,
"G1303130","2013","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",102945,91295,4327,782,1119,0,2981,2441,967,1474,"Whitfield County, Georgia",0,2514,507,1358,452,214,1809,1193,874,742
