GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G1000010","2011","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",164834,111537,39141,842,3695,0,2139,7480,699,6781,"Kent County, Delaware",0,1726,2106,393,694,192,1317,2276,794,2563
"G1000030","2011","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",541971,362683,128497,912,24087,0,12552,13240,1849,11391,"New Castle County, Delaware",0,2923,2246,509,764,192,3128,2383,1035,2091
"G1000050","2011","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",200330,162460,26261,1040,2148,22,4991,3408,0,3408,"Sussex County, Delaware",0,2969,834,707,477,29,2953,1157,192,1157
"G1100010","2011","DC",,,"District Of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",617996,246505,309845,1956,22510,0,24420,12760,1315,11445,"District of Columbia, District of Columbia",0,3665,2181,848,968,200,3654,1744,601,1673
"G1200010","2011","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",249365,174748,51383,963,12942,251,3028,6050,665,5385,"Alachua County, Florida",0,2005,1232,380,1099,293,1550,1597,449,1569
"G1200050","2011","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",169856,140115,18600,607,2889,0,1069,6576,34,6542,"Bay County, Florida",0,1527,1068,510,779,238,932,1673,56,1663
"G1200090","2011","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",543566,452224,54313,1667,9205,515,9144,16498,2185,14313,"Brevard County, Florida",0,3583,2323,840,1774,409,3093,2673,1315,2384
"G1200110","2011","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1780172,1144928,480872,5130,60313,363,48744,39822,9681,30141,"Broward County, Florida",0,9979,6287,940,2047,351,7054,6205,2369,5555
"G1200150","2011","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",160511,146835,8444,175,2226,0,33,2798,299,2499,"Charlotte County, Florida",0,348,1150,192,447,238,60,1353,340,1303
"G1200170","2011","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",140031,131058,4549,405,1322,0,197,2500,262,2238,"Citrus County, Florida",0,580,1792,432,1234,238,205,1523,273,1454
"G1200190","2011","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",192370,159247,20188,745,5765,154,1514,4757,562,4195,"Clay County, Florida",0,1749,1414,606,1051,266,1493,1936,517,1825
"G1200210","2011","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",328134,284743,22331,110,4064,46,13020,3820,816,3004,"Collier County, Florida",0,4882,1687,211,667,84,4807,1359,660,1216
"G1200230","2011","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",67485,51950,12638,508,244,0,880,1265,115,1150,"Columbia County, Florida",0,2552,2396,202,217,238,779,740,162,744
"G1200310","2011","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",870709,538380,256895,2928,35617,464,10035,26390,5654,20736,"Duval County, Florida",0,4650,5153,1022,2249,452,3193,5804,2656,5106
"G1200330","2011","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",299114,207237,65600,1608,7957,643,2603,13466,2164,11302,"Escambia County, Florida",0,1545,2544,639,1308,128,998,3270,962,2877
"G1200350","2011","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",97376,77457,12533,0,867,0,5045,1474,545,929,"Flagler County, Florida",0,2575,1357,238,906,238,2581,1201,798,817
"G1200530","2011","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",173094,157048,9727,330,2231,0,1462,2296,256,2040,"Hernando County, Florida",0,1429,1119,488,517,238,1107,1197,277,1166
"G1200550","2011","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",98630,81538,9318,35,1626,258,4181,1674,639,1035,"Highlands County, Florida",0,2248,951,66,238,351,2451,1161,794,802
"G1200570","2011","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1267775,910724,213857,9203,43129,1890,50697,38275,8840,29435,"Hillsborough County, Florida",0,10779,5731,3741,1993,1183,8568,4885,3414,4283
"G1200610","2011","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",138894,121810,12936,32,1322,0,353,2441,421,2020,"Indian River County, Florida",0,993,989,55,1033,238,326,1349,609,1212
"G1200690","2011","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",301019,252476,28684,1255,5867,0,4907,7830,3352,4478,"Lake County, Florida",0,3918,2250,706,1050,238,2460,2786,2159,2323
"G1200710","2011","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",631330,528766,49838,3975,9681,0,28916,10154,2196,7958,"Lee County, Florida",0,7930,3205,2088,1273,238,7456,3723,1274,3545
"G1200730","2011","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",277971,173797,84090,1151,8544,0,3213,7176,1313,5863,"Leon County, Florida",0,1660,2610,372,869,238,1059,2509,780,2496
"G1200810","2011","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",327142,266743,29620,701,5140,0,19605,5333,658,4675,"Manatee County, Florida",0,3997,1446,612,762,238,4168,1714,556,1546
"G1200830","2011","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",332529,271790,42561,1131,4130,150,5738,7029,997,6032,"Marion County, Florida",0,3318,1701,609,1095,211,2848,2399,678,2345
"G1200850","2011","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",147495,129333,7843,696,951,0,5246,3426,803,2623,"Martin County, Florida",0,3006,948,966,537,238,2864,1430,709,1208
"G1200860","2011","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2554766,1918990,485585,5981,39427,651,69865,34267,12413,21854,"Miami-Dade County, Florida",0,12991,9490,2006,2384,832,9394,5526,3380,4224
"G1200870","2011","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",73873,66639,5266,338,363,0,740,527,60,467,"Monroe County, Florida",0,708,711,348,396,238,689,382,106,364
"G1200890","2011","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",74195,66563,4924,217,298,137,226,1830,495,1335,"Nassau County, Florida",0,531,1277,190,425,215,367,942,447,898
"G1200910","2011","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",183482,147862,14016,657,5511,232,3136,12068,1582,10486,"Okaloosa County, Florida",0,2184,1890,454,755,293,1747,2609,772,2436
"G1200950","2011","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1169107,765820,239598,3790,59748,1588,69416,29147,5781,23366,"Orange County, Florida",0,12004,4766,1533,1950,122,10839,5404,2149,4952
"G1200970","2011","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",276163,211636,28712,359,6978,0,16347,12131,4363,7768,"Osceola County, Florida",0,5678,3478,401,1181,238,4533,4219,2413,3173
"G1200990","2011","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1335187,1024697,228121,2924,31392,513,22138,25402,4356,21046,"Palm Beach County, Florida",0,6680,3418,1363,1770,462,5534,4019,1456,3824
"G1201010","2011","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",466457,417384,23211,1338,9000,798,4927,9799,3328,6471,"Pasco County, Florida",0,3614,2005,1065,2150,1288,2322,3780,2889,2753
"G1201030","2011","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",917398,762567,94234,2073,27898,873,11460,18293,2174,16119,"Pinellas County, Florida",0,3880,2865,613,1456,704,4043,3227,760,3252
"G1201050","2011","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",609492,481426,90400,1392,10877,236,15815,9346,1264,8082,"Polk County, Florida",0,6255,2167,860,1248,363,6269,2518,775,2297
"G1201070","2011","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",74041,57509,12179,0,70,192,2152,1939,0,1939,"Putnam County, Florida",0,1368,817,238,135,259,1388,965,238,965
"G1201090","2011","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",195823,175268,10830,242,2962,1391,1254,3876,62,3814,"St. Johns County, Florida",0,1169,2357,308,901,2128,1258,1480,109,1467
"G1201110","2011","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",280379,202522,51775,838,3655,0,12600,8989,1054,7935,"St. Lucie County, Florida",0,4863,2232,493,898,238,5139,3322,905,3032
"G1201130","2011","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",154104,133674,8010,1549,3433,314,2392,4732,324,4408,"Santa Rosa County, Florida",0,1988,907,511,970,300,1925,1519,380,1463
"G1201150","2011","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",382213,349137,18472,959,4955,222,3389,5079,628,4451,"Sarasota County, Florida",0,1720,1475,549,668,263,1628,1423,651,1255
"G1201170","2011","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",425071,342008,48279,709,16428,327,5587,11733,1117,10616,"Seminole County, Florida",0,3306,1494,793,1155,384,2414,2604,913,2534
"G1201190","2011","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",97756,85270,9519,265,330,118,1412,842,293,549,"Sumter County, Florida",0,1071,636,226,426,174,889,621,370,475
"G1201270","2011","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",494804,397274,51680,3206,8940,197,23984,9523,3891,5632,"Volusia County, Florida",0,4396,1725,2131,755,239,4603,2645,2100,1792
"G1300130","2011","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",69912,57110,8580,472,2019,0,879,852,0,852,"Barrow County, Georgia",0,1911,1426,661,1279,225,821,826,225,826
"G1300150","2011","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",100421,85867,9846,566,401,36,697,3008,0,3008,"Bartow County, Georgia",0,1455,1297,597,270,68,838,1431,225,1431
"G1300210","2011","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",156433,69080,79301,128,2027,235,811,4851,291,4560,"Bibb County, Georgia",0,1130,2374,155,590,324,1067,2521,353,2416
"G1300310","2011","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",72881,48080,20311,167,1144,0,2104,1075,57,1018,"Bulloch County, Georgia",0,1090,903,220,227,225,1330,853,124,850
"G1300450","2011","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",,,,,,,,,,,"Carroll County, Georgia",,,,,,,,,,
"G1300510","2011","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",271544,147954,107244,105,6674,248,3952,5367,256,5111,"Chatham County, Georgia",0,2786,1639,117,838,285,2751,1934,401,1874
"G1300570","2011","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",218286,187708,13802,840,3711,0,7564,4661,779,3882,"Cherokee County, Georgia",0,3574,1631,554,707,225,3435,1496,846,1359
"G1300590","2011","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",117344,78325,29726,171,4814,16,1144,3148,272,2876,"Clarke County, Georgia",0,1046,1167,102,471,28,906,1343,278,1318
"G1300630","2011","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",261532,61374,173552,682,12978,58,7999,4889,825,4064,"Clayton County, Georgia",0,4530,3764,330,789,121,3479,2465,671,2311
"G1300670","2011","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",697553,442684,179411,2297,30660,346,27794,14361,2520,11841,"Cobb County, Georgia",0,7734,3695,597,2007,560,7952,3393,1697,2799
"G1300730","2011","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",128112,97195,21259,299,5555,0,1777,2027,450,1577,"Columbia County, Georgia",0,1451,938,366,739,225,1368,1043,684,964
"G1300770","2011","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",129629,101851,23235,169,2517,0,137,1720,306,1414,"Coweta County, Georgia",0,900,1057,294,225,225,188,1003,395,865
"G1300890","2011","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",699893,245747,373305,2234,36004,1812,26115,14676,1779,12897,"DeKalb County, Georgia",0,5333,4743,1559,1023,2268,5501,3747,937,3593
"G1300950","2011","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",94788,28633,63733,55,470,0,354,1543,0,1543,"Dougherty County, Georgia",0,990,987,64,171,225,507,963,225,963
"G1300970","2011","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",133355,73505,51134,52,2157,0,2635,3872,236,3636,"Douglas County, Georgia",0,2001,2833,68,309,225,2115,2087,275,2037
"G1301130","2011","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",107784,77798,21729,262,3694,0,1179,3122,404,2718,"Fayette County, Georgia",0,1331,875,331,731,225,1180,1095,427,982
"G1301150","2011","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",95989,76200,13283,985,1302,109,2486,1624,61,1563,"Floyd County, Georgia",0,1472,925,833,280,193,1188,889,86,886
"G1301170","2011","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",181840,155328,4466,167,12940,0,6046,2893,0,2893,"Forsyth County, Georgia",0,4907,3167,288,3427,225,4932,1675,225,1675
"G1301210","2011","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",949599,444305,420173,2156,53931,868,13143,15023,1506,13517,"Fulton County, Georgia",0,5464,2853,1083,1500,838,4628,3107,1214,2766
"G1301270","2011","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",80386,53593,21663,118,1095,0,3027,890,284,606,"Glynn County, Georgia",0,1431,226,129,299,225,1673,663,499,408
"G1301350","2011","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",824941,425124,199841,3768,86368,163,83956,25721,4192,21529,"Gwinnett County, Georgia",0,9886,6532,3610,2912,224,10562,6713,2678,6155
"G1301390","2011","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",183052,156671,15124,171,3094,179,6316,1497,291,1206,"Hall County, Georgia",0,3255,669,197,612,305,3183,787,302,734
"G1301510","2011","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",207360,116273,75090,95,6471,0,3359,6072,0,6072,"Henry County, Georgia",0,2632,2412,160,886,225,2490,2738,225,2738
"G1301530","2011","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",143925,88421,41696,62,4146,0,6599,3001,0,3001,"Houston County, Georgia",0,1312,1024,109,647,225,1567,1519,225,1519
"G1301790","2011","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",65451,32879,26014,379,1686,49,2343,2101,17,2084,"Liberty County, Georgia",0,1382,1177,467,375,102,1400,1006,39,1003
"G1301850","2011","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",111885,65319,40222,29,1467,115,1437,3296,705,2591,"Lowndes County, Georgia",0,894,831,57,595,157,788,879,478,892
"G1302150","2011","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",194107,89062,86643,502,4538,267,5363,7732,1376,6356,"Muscogee County, Georgia",0,1386,1545,309,473,351,1436,1711,878,1552
"G1302170","2011","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",100814,56713,40929,13,871,17,452,1819,0,1819,"Newton County, Georgia",0,506,1395,27,532,43,505,1284,225,1284
"G1302230","2011","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",,,,,,,,,,,"Paulding County, Georgia",,,,,,,,,,
"G1302450","2011","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201217,80408,108618,330,3755,319,2091,5696,654,5042,"Richmond County, Georgia",0,1308,2110,337,516,361,1370,1918,448,1850
"G1302470","2011","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",85765,38499,40652,96,1835,0,3901,782,58,724,"Rockdale County, Georgia",0,1907,752,118,225,225,2257,492,75,506
"G1302850","2011","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",67764,41456,23197,0,1258,0,1251,602,101,501,"Troup County, Georgia",0,915,322,225,225,225,917,317,170,270
"G1302950","2011","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",68848,63406,3603,227,607,0,468,537,347,190,"Walker County, Georgia",0,302,730,263,539,225,466,364,301,270
"G1302970","2011","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",,,,,,,,,,,"Walton County, Georgia",,,,,,,,,,
"G1303130","2011","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",103184,88501,5455,214,284,0,6283,2447,416,2031,"Whitfield County, Georgia",0,2674,777,247,319,225,2756,1333,456,1287
