GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G4900490","2016","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",592299,548560,3287,4182,8277,5381,5515,17097,1017,16080,"Utah County, Utah",0,3192,730,1943,1354,1028,1793,1974,514,1900
"G4900530","2016","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",160245,143282,624,2161,1461,1646,7247,3824,1248,2576,"Washington County, Utah",0,2651,445,730,351,156,3020,1820,1259,854
"G4900570","2016","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",247560,223579,2438,1843,2914,281,9278,7227,836,6391,"Weber County, Utah",0,3111,961,572,934,299,3134,1651,674,1655
"G5000070","2016","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",161531,145945,4444,481,5969,44,1023,3625,383,3242,"Chittenden County, Vermont",0,591,795,410,799,76,520,1304,290,1232
"G5100030","2016","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",106878,86536,10426,255,5383,70,1618,2590,126,2464,"Albemarle County, Virginia",0,1204,803,170,429,114,1153,932,138,895
"G5100130","2016","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",230050,162749,19802,962,23558,411,13518,9050,755,8295,"Arlington County, Virginia",0,3924,1221,316,1515,390,4075,1835,454,1827
"G5100150","2016","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,
"G5100190","2016","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",77960,69040,5655,28,917,85,966,1269,352,917,"Bedford County, Virginia",0,708,549,52,286,142,409,854,584,556
"G5100410","2016","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",339009,229400,76274,672,13052,254,8584,10773,656,10117,"Chesterfield County, Virginia",0,2603,2405,571,775,219,2811,2338,428,2289
"G5100590","2016","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1138652,705214,110990,2448,217179,979,53939,47903,4637,43266,"Fairfax County, Virginia",0,7029,2336,919,3518,551,6924,4403,1802,4106
"G5100610","2016","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",69069,59717,4975,323,1296,0,313,2445,837,1608,"Fauquier County, Virginia",0,1016,543,175,140,201,366,1208,908,631
"G5100690","2016","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",84421,76577,2682,453,1173,0,854,2682,126,2556,"Frederick County, Virginia",0,860,966,513,262,201,816,1019,146,1016
"G5100850","2016","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",104392,90528,8977,281,1023,156,235,3192,247,2945,"Hanover County, Virginia",0,505,729,309,377,145,250,786,279,722
"G5100870","2016","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",326501,188411,95882,591,27058,283,3972,10304,640,9664,"Henrico County, Virginia",0,1604,1801,481,1074,273,1877,2215,606,2245
"G5100950","2016","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",74404,58683,9516,36,1654,0,779,3736,579,3157,"James City County, Virginia",0,1214,956,62,768,201,880,1516,704,1351
"G5101070","2016","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",385945,258094,27802,1213,67889,769,11962,18216,1996,16220,"Loudoun County, Virginia",0,3380,1885,319,2582,680,3073,3387,963,3251
"G5101210","2016","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",98602,84345,4420,419,5442,30,974,2972,636,2336,"Montgomery County, Virginia",0,660,399,459,1247,65,606,1317,559,1195
"G5101530","2016","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",455210,254644,93401,1594,40673,356,41139,23403,3472,19931,"Prince William County, Virginia",0,7205,2919,1081,1549,275,6682,3448,1617,2991
"G5101610","2016","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",94031,82416,5908,232,2895,0,1166,1414,50,1364,"Roanoke County, Virginia",0,836,359,183,662,201,863,836,83,836
"G5101650","2016","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",79744,73927,2701,0,552,217,1130,1217,0,1217,"Rockingham County, Virginia",0,1599,1682,201,369,314,1457,560,201,560
"G5101770","2016","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",132010,94731,21641,164,3101,49,7674,4650,612,4038,"Spotsylvania County, Virginia",0,1276,962,211,863,88,1376,1223,333,1099
"G5101790","2016","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",144361,96123,25628,666,5862,90,8659,7333,1589,5744,"Stafford County, Virginia",0,1681,1934,296,802,124,1832,2045,915,1878
"G5101990","2016","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",67976,50925,8714,241,4245,612,566,2673,569,2104,"York County, Virginia",0,1019,1059,261,780,901,447,1029,485,934
"G5105100","2016","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",155810,92717,34500,99,9726,146,11250,7372,2103,5269,"Alexandria city, Virginia",0,2256,2083,159,802,192,2606,2578,1535,2155
"G5105500","2016","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",237940,147623,71159,68,7197,0,2808,9085,179,8906,"Chesapeake city, Virginia",0,1647,1502,90,1159,201,1174,2173,226,2165
"G5106500","2016","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",135410,56219,68730,75,3506,476,1902,4502,322,4180,"Hampton city, Virginia",0,1375,2014,125,678,422,985,1749,315,1765
"G5106800","2016","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",80212,53004,23624,312,795,0,235,2242,57,2185,"Lynchburg city, Virginia",0,417,1486,391,418,201,214,1280,75,1280
"G5107000","2016","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",181825,86739,73750,430,4472,202,3401,12831,1817,11014,"Newport News city, Virginia",0,1439,2428,357,852,259,1068,2323,1035,2387
"G5107100","2016","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",245115,115675,100685,832,9313,496,8111,10003,1270,8733,"Norfolk city, Virginia",0,1776,2264,483,626,473,2412,2285,765,2083
"G5107400","2016","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",95252,38231,49467,265,1626,1001,1566,3096,0,3096,"Portsmouth city, Virginia",0,570,1974,249,256,1558,890,1035,201,1035
"G5107600","2016","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",223170,101987,105155,650,4903,115,1948,8412,451,7961,"Richmond city, Virginia",0,985,2458,266,612,158,750,2516,444,2517
"G5107700","2016","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99660,63615,30307,68,3200,123,640,1707,240,1467,"Roanoke city, Virginia",0,1480,966,103,139,225,974,860,338,728
"G5108000","2016","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",89273,45912,37324,191,1688,89,583,3486,287,3199,"Suffolk city, Virginia",0,546,1433,194,285,118,352,1296,358,1323
"G5108100","2016","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",452602,303452,82660,901,30196,175,9160,26058,2689,23369,"Virginia Beach city, Virginia",0,3140,3299,444,2030,131,2661,3848,1123,3907
"G5300050","2016","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",193686,161191,3631,1070,4742,81,16728,6243,1306,4937,"Benton County, Washington",0,3525,552,503,851,117,4014,1840,983,1628
"G5300070","2016","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",76338,68936,1393,95,1004,0,2161,2749,0,2749,"Chelan County, Washington",0,2675,1108,105,623,198,1863,1918,198,1918
"G5300090","2016","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",74570,65652,883,3385,774,48,728,3100,0,3100,"Clallam County, Washington",0,630,315,684,393,66,606,749,198,749
"G5300110","2016","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",467018,394477,8011,2095,22913,3821,14914,20787,1828,18959,"Clark County, Washington",0,3339,1271,739,1266,591,3224,2227,891,2017
"G5300150","2016","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",105160,95117,403,1316,926,69,1800,5529,306,5223,"Cowlitz County, Washington",0,1380,431,873,391,117,1137,944,258,977
"G5300210","2016","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",90160,54718,1733,726,1777,759,26894,3553,845,2708,"Franklin County, Washington",0,3481,745,471,583,654,3677,1611,900,1329
"G5300250","2016","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",93546,59251,558,843,773,0,26679,5442,2477,2965,"Grant County, Washington",0,2747,652,643,348,198,3407,1989,1554,1184
"G5300270","2016","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",71628,62373,1187,2996,1304,132,514,3122,301,2821,"Grays Harbor County, Washington",0,1000,425,1183,274,220,574,1014,380,894
"G5300290","2016","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",82636,70785,1993,898,3901,318,914,3827,132,3695,"Island County, Washington",0,982,666,393,601,114,816,1012,222,967
"G5300330","2016","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2149970,1393480,130762,11288,361162,17123,97649,138506,9465,129041,"King County, Washington",0,7098,5248,1961,6598,1501,7692,9573,1932,9252
"G5300350","2016","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",264811,213321,6587,3022,11318,2204,6781,21578,1814,19764,"Kitsap County, Washington",0,1654,1225,838,1856,539,1787,2989,1239,2578
"G5300410","2016","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",77066,69504,542,1279,932,26,1836,2947,569,2378,"Lewis County, Washington",0,1277,421,651,341,46,1122,1005,587,779
"G5300530","2016","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",861312,629794,55912,10825,52850,12192,28744,70995,2328,68667,"Pierce County, Washington",0,5497,4015,2513,2966,1522,5716,6557,907,6442
"G5300570","2016","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",123681,102076,736,2356,2563,354,11035,4561,872,3689,"Skagit County, Washington",0,2965,168,569,460,62,3087,971,575,700
"G5300610","2016","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",787620,598184,24290,7930,80706,4176,27135,45199,4944,40255,"Snohomish County, Washington",0,5306,2058,1853,2612,758,5536,4059,1612,3900
"G5300630","2016","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",499072,437088,9113,8027,11616,2794,9051,21383,1850,19533,"Spokane County, Washington",0,2159,1714,2324,1668,359,2441,3053,1071,2927
"G5300670","2016","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",275222,226065,8506,3433,16030,2555,2870,15763,1097,14666,"Thurston County, Washington",0,1574,1508,917,1379,486,1198,1976,728,1881
"G5300730","2016","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",216800,178402,2619,6037,9298,524,11147,8773,476,8297,"Whatcom County, Washington",0,1867,469,828,1242,256,2125,1807,412,1732
"G5300770","2016","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",249636,194416,3499,10785,2502,35,30169,8230,1946,6284,"Yakima County, Washington",0,4876,2488,973,726,69,5097,2109,1218,1880
"G5400030","2016","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",113525,98635,10472,271,902,0,1605,1640,199,1441,"Berkeley County, West Virginia",0,989,757,341,484,193,909,732,316,664
"G5400110","2016","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",95987,87445,4977,15,1307,0,149,2094,159,1935,"Cabell County, West Virginia",0,246,1005,28,201,193,179,1013,168,993
"G5400330","2016","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,
"G5400390","2016","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",186241,164796,13019,439,2148,0,194,5645,37,5608,"Kanawha County, West Virginia",0,462,1526,365,616,193,194,1737,81,1720
"G5400610","2016","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",104622,93692,4161,51,3845,0,630,2243,160,2083,"Monongalia County, West Virginia",0,588,879,92,382,193,534,985,256,962
"G5400810","2016","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",76601,66581,5681,276,590,0,945,2528,65,2463,"Raleigh County, West Virginia",0,898,1084,433,582,193,775,854,105,859
"G5401070","2016","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",,,,,,,,,,,"Wood County, West Virginia",,,,,,,,,,
"G5500090","2016","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",260401,221450,5768,7072,7972,22,8699,9418,3046,6372,"Brown County, Wisconsin",0,2585,1026,854,818,42,2404,2782,2106,1681
"G5500250","2016","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",531273,443862,25227,2137,30922,243,11260,17622,1777,15845,"Dane County, Wisconsin",0,3386,2356,1194,1213,227,3580,2706,960,2708
"G5500270","2016","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88068,85269,1584,105,107,0,149,854,0,854,"Dodge County, Wisconsin",0,662,492,89,97,147,141,424,147,424
"G5500350","2016","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",102965,95273,764,463,4619,28,173,1645,90,1555,"Eau Claire County, Wisconsin",0,189,455,260,235,57,192,689,106,684
"G5500390","2016","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",102144,94027,762,528,1494,25,3086,2222,143,2079,"Fond du Lac County, Wisconsin",0,1221,508,145,364,53,1274,673,175,733
"G5500550","2016","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84625,79619,757,135,270,140,1411,2293,427,1866,"Jefferson County, Wisconsin",0,790,317,168,278,184,542,671,340,626
"G5500590","2016","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168183,143113,12119,827,2482,175,3251,6216,1988,4228,"Kenosha County, Wisconsin",0,2055,1053,289,563,301,1468,2059,1380,1362
"G5500630","2016","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118122,107056,1327,217,5207,9,1091,3215,252,2963,"La Crosse County, Wisconsin",0,396,497,261,1096,18,606,1156,305,1106
"G5500710","2016","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",79536,74773,485,365,2022,0,217,1674,224,1450,"Manitowoc County, Wisconsin",0,375,206,227,488,147,175,671,229,652
"G5500730","2016","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135603,123417,483,456,7976,0,760,2511,62,2449,"Marathon County, Wisconsin",0,670,271,220,482,147,537,560,90,562
"G5500790","2016","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",951448,562559,249436,4836,40031,168,57968,36450,4441,32009,"Milwaukee County, Wisconsin",0,4863,2877,996,1189,153,5329,3942,1371,3810
"G5500870","2016","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",184526,165748,2474,2854,6610,65,3225,3550,409,3141,"Outagamie County, Wisconsin",0,1320,630,430,630,107,1173,1109,400,1057
"G5500890","2016","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",88314,82993,1353,230,1709,0,493,1536,395,1141,"Ozaukee County, Wisconsin",0,541,233,264,806,147,536,837,458,727
"G5500970","2016","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70447,66177,485,162,1476,0,508,1639,391,1248,"Portage County, Wisconsin",0,366,245,164,766,147,366,821,509,611
"G5501010","2016","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",195140,156136,21484,1268,2903,0,7096,6253,1138,5115,"Racine County, Wisconsin",0,2446,1657,641,248,147,2197,2394,773,2296
"G5501050","2016","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",161620,140747,7575,563,1734,0,6456,4545,381,4164,"Rock County, Wisconsin",0,1708,758,286,518,147,1782,1258,375,1223
"G5501090","2016","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",88029,84757,746,297,769,6,143,1311,7,1304,"St. Croix County, Wisconsin",0,199,315,210,287,16,186,466,18,462
"G5501170","2016","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",115427,104025,2495,291,6384,0,251,1981,32,1949,"Sheboygan County, Wisconsin",0,620,469,177,511,147,267,704,54,693
"G5501270","2016","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",102959,96375,1042,90,1026,0,2260,2166,607,1559,"Walworth County, Wisconsin",0,1364,336,83,233,147,1210,606,409,473
