GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G4804710","2015","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",70699,50476,15418,555,675,48,1512,2015,35,1980,"Walker County, Texas",0,1611,1222,482,1001,86,1292,1620,56,1612
"G4804790","2015","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",269721,258007,590,856,1884,0,6521,1863,1051,812,"Webb County, Texas",0,2132,467,669,893,214,1622,1041,686,802
"G4804850","2015","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",131705,104889,13562,989,3278,27,4847,4113,714,3399,"Wichita County, Texas",0,1961,1458,366,295,53,1815,1625,534,1526
"G4804910","2015","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",508514,412300,32210,1114,31068,73,11991,19758,2247,17511,"Williamson County, Texas",0,3763,2162,495,1578,121,2668,3868,1080,3616
"G4900050","2015","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",120783,107508,1082,739,2842,216,5256,3140,843,2297,"Cache County, Utah",0,1866,158,490,978,310,1819,1424,757,1253
"G4900110","2015","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",336043,298879,3576,1003,6626,1953,12808,11198,1694,9504,"Davis County, Utah",0,2756,830,531,1260,695,2832,2254,677,2114
"G4900350","2015","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1107314,901318,19813,8771,43608,15404,86055,32345,5137,27208,"Salt Lake County, Utah",0,7703,1485,1824,2172,2106,7683,4819,1846,4310
"G4900490","2015","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",575205,528986,4000,2530,9037,3612,9262,17778,1678,16100,"Utah County, Utah",0,3563,676,856,1145,984,3151,2659,724,2557
"G4900530","2015","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",155602,140239,1343,3793,817,758,4864,3788,602,3186,"Washington County, Utah",0,2298,600,1958,330,415,2057,1400,704,1332
"G4900570","2015","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",243645,217805,2578,1931,2693,168,9542,8928,947,7981,"Weber County, Utah",0,3052,908,601,834,247,3019,1869,476,1738
"G5000070","2015","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",161382,146387,4265,449,6420,126,1118,2617,5,2612,"Chittenden County, Vermont",0,872,533,307,563,156,899,850,10,850
"G5100030","2015","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",105703,87226,10590,153,5210,0,605,1919,27,1892,"Albemarle County, Virginia",0,556,624,180,305,197,557,694,51,688
"G5100130","2015","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",229164,165282,20354,160,24290,202,11822,7054,599,6455,"Arlington County, Virginia",0,3728,938,178,1179,238,3714,1700,306,1644
"G5100150","2015","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,
"G5100190","2015","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2015","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",335687,228972,76900,653,10728,0,6477,11957,1857,10100,"Chesterfield County, Virginia",0,2717,1722,370,1213,197,2256,2357,1194,2168
"G5100590","2015","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1142234,701027,109153,1802,216996,481,59493,53282,5357,47925,"Fairfax County, Virginia",0,8030,3155,859,4021,295,8306,5194,2141,5026
"G5100610","2015","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",68782,59774,5810,78,1132,0,753,1235,155,1080,"Fauquier County, Virginia",0,546,462,63,193,197,655,471,136,478
"G5100690","2015","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",83199,76429,3625,701,988,322,227,907,105,802,"Frederick County, Virginia",0,262,1093,993,290,426,211,425,126,394
"G5100850","2015","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",103227,88787,9924,100,1666,0,953,1797,0,1797,"Hanover County, Virginia",0,806,673,105,387,197,752,701,197,701
"G5100870","2015","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",325155,187036,96570,832,26530,249,4808,9130,1923,7207,"Henrico County, Virginia",0,2811,2301,386,852,419,2187,2297,1295,2023
"G5100950","2015","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",73147,58542,9453,120,2377,0,284,2371,0,2371,"James City County, Virginia",0,860,1165,236,711,197,311,1300,197,1300
"G5101070","2015","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",375629,248621,27685,623,64511,450,11447,22292,3673,18619,"Loudoun County, Virginia",0,3761,1817,289,2821,327,3624,3761,1574,3418
"G5101210","2015","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",97653,82101,4769,46,6446,0,2942,1349,0,1349,"Montgomery County, Virginia",0,2223,377,78,619,197,2208,650,197,650
"G5101530","2015","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",451721,258165,95253,2090,36029,404,35085,24695,2777,21918,"Prince William County, Virginia",0,6630,3390,755,1966,274,6491,3472,1621,2997
"G5101610","2015","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",94409,83848,5893,107,2062,0,141,2358,0,2358,"Roanoke County, Virginia",0,253,498,173,1118,197,183,1201,197,1201
"G5101650","2015","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",78593,73275,1735,553,731,13,1367,919,0,919,"Rockingham County, Virginia",0,1245,449,339,279,25,1233,641,197,641
"G5101770","2015","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",130475,96644,21291,791,3132,261,4178,4178,836,3342,"Spotsylvania County, Virginia",0,1783,1006,334,747,307,1944,1172,612,1174
"G5101790","2015","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",142003,98526,25343,351,4468,230,6945,6140,615,5525,"Stafford County, Virginia",0,2426,1340,184,1135,255,2623,1795,533,1774
"G5101990","2015","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",67837,51413,8604,254,3438,156,809,3163,54,3109,"York County, Virginia",0,741,785,434,694,198,617,1093,114,1094
"G5105100","2015","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",153511,97333,31470,280,10137,0,3994,10297,2244,8053,"Alexandria city, Virginia",0,2330,1629,346,839,197,1994,2476,1719,1898
"G5105500","2015","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",235429,144648,70444,506,8441,294,4087,7009,336,6673,"Chesapeake city, Virginia",0,1490,1770,312,1067,239,1324,1591,332,1550
"G5106500","2015","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",136454,58494,67048,817,3407,167,1745,4776,277,4499,"Hampton city, Virginia",0,1682,1762,569,567,190,1222,1653,311,1650
"G5106800","2015","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",79812,52055,22715,219,2339,0,592,1892,322,1570,"Lynchburg city, Virginia",0,622,743,298,449,197,456,880,267,854
"G5107000","2015","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",182385,88771,73574,346,6629,308,4780,7977,585,7392,"Newport News city, Virginia",0,1735,2677,276,582,229,2095,1990,427,1970
"G5107100","2015","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",246393,120510,102513,1425,9488,159,3681,8617,334,8283,"Norfolk city, Virginia",0,1556,1619,470,795,208,1279,1888,257,1843
"G5107400","2015","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",96201,39779,50543,471,530,0,991,3887,412,3475,"Portsmouth city, Virginia",0,1014,1090,334,428,197,551,1070,630,963
"G5107600","2015","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",220289,98864,104583,2276,4866,112,1735,7853,800,7053,"Richmond city, Virginia",0,2169,1827,2391,629,145,826,2021,654,1734
"G5107700","2015","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99897,64887,27458,27,2673,0,720,4132,0,4132,"Roanoke city, Virginia",0,973,1175,51,446,197,826,1286,197,1286
"G5108000","2015","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",88161,45880,37780,454,1880,0,574,1593,338,1255,"Suffolk city, Virginia",0,614,1419,463,308,197,537,1093,489,999
"G5108100","2015","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",452745,304039,88810,1096,28670,252,6106,23772,2783,20989,"Virginia Beach city, Virginia",0,2335,2949,432,1441,242,1707,2922,1245,2749
"G5300050","2015","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",190309,152402,804,1621,4218,144,20340,10780,2097,8683,"Benton County, Washington",0,3899,573,545,876,164,4077,2678,1923,1286
"G5300070","2015","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,,,,,,,,,,"Chelan County, Washington",,,,,,,,,,
"G5300090","2015","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",73486,65131,78,3731,1443,25,4,3074,310,2764,"Clallam County, Washington",0,330,89,626,487,26,10,872,434,868
"G5300110","2015","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",459495,389337,9116,2259,19767,2674,12196,24146,2290,21856,"Clark County, Washington",0,3038,1842,587,1550,1135,2911,3018,1026,2806
"G5300150","2015","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",103468,93275,340,1182,1784,0,2346,4541,205,4336,"Cowlitz County, Washington",0,1329,209,451,325,195,1203,747,278,758
"G5300210","2015","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",88807,70420,2109,130,1695,30,10920,3503,1142,2361,"Franklin County, Washington",0,4302,749,145,360,58,3836,1274,873,786
"G5300250","2015","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",93259,66740,423,702,876,83,20436,3999,1365,2634,"Grant County, Washington",0,3273,423,533,341,84,3511,932,899,600
"G5300270","2015","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",71122,62253,613,3024,1138,244,564,3286,33,3253,"Grays Harbor County, Washington",0,1043,369,588,295,276,581,1194,47,1194
"G5300290","2015","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",80593,68647,2731,932,3982,373,1183,2745,0,2745,"Island County, Washington",0,1139,378,513,726,425,869,1109,195,1109
"G5300330","2015","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2117125,1395839,134947,14181,346434,17989,81724,126011,12903,113108,"King County, Washington",0,6464,4490,2085,4280,1141,7837,7412,3121,6648
"G5300350","2015","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",260131,211298,6354,2183,10975,1472,4890,22959,1223,21736,"Kitsap County, Washington",0,1881,1143,726,1462,805,1839,2560,550,2492
"G5300410","2015","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75882,69937,538,769,1132,0,902,2604,274,2330,"Lewis County, Washington",0,760,384,360,146,195,600,621,245,578
"G5300530","2015","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",843954,618424,57198,9773,53169,12165,28184,65041,2178,62863,"Pierce County, Washington",0,4187,3540,1850,2836,1156,4439,4939,682,4857
"G5300570","2015","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",121846,100273,1203,1814,2296,228,11336,4696,1367,3329,"Skagit County, Washington",0,2808,430,675,734,279,2689,1315,824,921
"G5300610","2015","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",772501,598628,20169,6669,73832,4248,21553,47402,4421,42981,"Snohomish County, Washington",0,4962,2397,965,3138,792,3912,4275,2154,4068
"G5300630","2015","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",490945,435403,7778,6567,10729,2525,5731,22212,1252,20960,"Spokane County, Washington",0,1840,1623,1324,1085,366,1568,2259,760,2177
"G5300670","2015","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",269536,221351,8945,4889,14556,2493,3094,14208,1055,13153,"Thurston County, Washington",0,1631,1024,1276,1724,665,1185,2556,688,2464
"G5300730","2015","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",212284,177511,1808,6691,8499,841,7517,9417,1262,8155,"Whatcom County, Washington",0,2094,968,920,1505,265,2086,1966,793,1694
"G5300770","2015","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",248830,201706,2383,9457,2313,0,26184,6787,1297,5490,"Yakima County, Washington",0,4714,439,1220,529,195,4553,1530,598,1425
"G5400030","2015","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",111901,97522,9164,0,1362,0,1001,2852,0,2852,"Berkeley County, West Virginia",0,1394,1786,189,335,189,765,1015,189,1015
"G5400110","2015","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",96844,88105,5103,313,1391,0,68,1864,142,1722,"Cabell County, West Virginia",0,355,818,305,112,189,102,694,189,723
"G5400330","2015","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,
"G5400390","2015","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",188332,166990,13492,61,2416,0,33,5340,218,5122,"Kanawha County, West Virginia",0,408,1235,95,287,189,57,1454,239,1463
"G5400610","2015","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",104236,94347,2666,194,3147,0,311,3571,0,3571,"Monongalia County, West Virginia",0,388,1085,320,710,189,388,1274,189,1274
"G5400810","2015","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,
"G5401070","2015","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",86452,83093,733,186,645,206,225,1364,0,1364,"Wood County, West Virginia",0,230,535,97,104,242,230,562,189,562
"G5500090","2015","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",258718,219747,5603,5800,7907,28,10410,9223,2102,7121,"Brown County, Wisconsin",0,2686,1217,985,1346,50,2976,2687,1521,2179
"G5500250","2015","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",523643,439973,27796,1327,29204,211,9627,15505,1925,13580,"Dane County, Wisconsin",0,2769,1656,547,1516,75,2672,2242,1166,2063
"G5500270","2015","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88502,82203,2010,626,801,0,948,1914,512,1402,"Dodge County, Wisconsin",0,666,617,581,226,145,429,690,394,609
"G5500350","2015","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",102105,93875,971,495,4836,36,180,1712,444,1268,"Eau Claire County, Wisconsin",0,632,529,513,490,69,166,723,404,578
"G5500390","2015","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",101973,95901,1620,627,878,26,840,2081,350,1731,"Fond du Lac County, Wisconsin",0,740,456,196,362,38,516,797,322,736
"G5500550","2015","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84559,79619,643,83,636,0,2124,1454,100,1354,"Jefferson County, Wisconsin",0,1213,461,154,259,145,1213,494,127,492
"G5500590","2015","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168437,146113,12205,818,2609,0,2952,3740,566,3174,"Kenosha County, Wisconsin",0,1848,796,251,499,145,1711,1034,496,901
"G5500630","2015","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118212,108075,1248,599,5574,1,664,2051,40,2011,"La Crosse County, Wisconsin",0,399,298,205,395,2,395,516,79,521
"G5500710","2015","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",79806,75526,614,193,2518,12,119,824,0,824,"Manitowoc County, Wisconsin",0,156,302,186,145,22,134,334,145,334
"G5500730","2015","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135868,124426,849,575,7748,265,172,1833,0,1833,"Marathon County, Wisconsin",0,284,263,287,680,305,234,653,145,653
"G5500790","2015","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",957735,583545,251506,5436,40240,325,45502,31181,3817,27364,"Milwaukee County, Wisconsin",0,5617,2680,1299,847,272,4758,4527,1233,4234
"G5500870","2015","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",183245,164135,2208,3266,6428,39,4379,2790,57,2733,"Outagamie County, Wisconsin",0,1439,691,377,428,65,1465,939,105,933
"G5500890","2015","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",87850,82673,1240,306,1923,51,144,1513,33,1480,"Ozaukee County, Wisconsin",0,451,311,342,464,86,130,576,60,574
