GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G4804530","2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1273954,920247,104062,9660,87316,504,100839,51326,7713,43613,"Travis County, Texas",0,12829,4997,3577,2718,700,12612,6428,2389,6156
"G4804690","2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",92084,81305,6006,0,890,61,1787,2035,1116,919,"Victoria County, Texas",0,1764,1283,234,1060,107,1332,1273,949,879
"G4804710","2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",276652,266003,1327,1607,1298,0,5302,1115,980,135,"Webb County, Texas",0,2558,1181,1349,889,234,2128,517,525,186
"G4804850","2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",132230,107513,12728,923,2990,201,2928,4947,375,4572,"Wichita County, Texas",0,1216,1319,403,456,229,948,1555,289,1508
"G4804910","2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",590551,469151,40399,2577,44897,319,8886,24322,3787,20535,"Williamson County, Texas",0,4819,2023,1145,2177,255,2356,5094,1902,4934
"G4804970","2019","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,,,,,,,,,"Wise County, Texas",,,,,,,,,,
"G4900050","2019","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",128289,118029,857,658,3357,12,1866,3510,304,3206,"Cache County, Utah",0,1558,560,418,480,26,1092,1549,270,1504
"G4900110","2019","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",355481,323178,4376,1592,6853,3062,5644,10776,1589,9187,"Davis County, Utah",0,2957,899,468,1180,535,2625,1861,1062,1341
"G4900350","2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1160437,929287,23313,10033,48472,18390,88099,42843,7370,35473,"Salt Lake County, Utah",0,8450,2291,2530,2837,2284,9064,5924,3109,4557
"G4900450","2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,,,,,,,,,"Tooele County, Utah",,,,,,,,,,
"G4900490","2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",636235,581543,3029,3045,8780,6171,9016,24651,3034,21617,"Utah County, Utah",0,3468,842,904,1412,1412,2865,3226,1397,2907
"G4900530","2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",177556,163341,1498,1706,1186,389,5082,4354,0,4354,"Washington County, Utah",0,2604,369,643,951,431,2565,1055,198,1055
"G4900570","2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",260213,236957,3155,2350,3790,671,4996,8294,1675,6619,"Weber County, Utah",0,2671,1172,747,709,420,1855,1681,948,1203
"G5000070","2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",163774,147125,5183,446,4458,239,587,5736,0,5736,"Chittenden County, Vermont",0,655,700,534,2343,333,431,2557,161,2557
"G5100030","2019","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",109330,89592,9954,266,5462,115,519,3422,616,2806,"Albemarle County, Virginia",0,466,986,200,520,205,499,1039,589,864
"G5100130","2019","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",236842,170938,22564,708,24317,0,9135,9180,631,8549,"Arlington County, Virginia",0,3282,809,584,1699,208,3194,1939,389,1882
"G5100150","2019","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,
"G5100190","2019","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2019","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",352802,225745,82677,1151,13197,254,20766,9012,460,8552,"Chesterfield County, Virginia",0,2816,2998,606,832,259,3956,2683,443,2684
"G5100590","2019","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1147532,685971,116562,3664,228195,794,64314,48032,4816,43216,"Fairfax County, Virginia",0,8642,3279,1084,3813,316,8445,5156,1604,5117
"G5100610","2019","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",71222,61685,5547,65,1295,0,412,2218,620,1598,"Fauquier County, Virginia",0,655,723,115,316,208,327,973,565,779
"G5100690","2019","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",89313,80873,4268,184,1357,19,526,2086,238,1848,"Frederick County, Virginia",0,902,996,280,325,35,639,954,330,863
"G5100850","2019","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",107766,91174,10749,0,1419,0,1631,2793,0,2793,"Hanover County, Virginia",0,1077,853,208,702,208,979,983,208,983
"G5100870","2019","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",330818,180176,102393,622,28217,41,6494,12875,1104,11771,"Henrico County, Virginia",0,2599,3307,264,1971,68,2647,4600,755,4326
"G5100950","2019","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",76523,61632,10242,37,2123,0,341,2148,260,1888,"James City County, Virginia",0,590,662,64,428,208,357,928,354,793
"G5101070","2019","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",413538,260807,33157,1622,81355,471,14481,21645,4055,17590,"Loudoun County, Virginia",0,4254,1428,702,2569,172,4008,3699,1482,3290
"G5101210","2019","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",98535,84480,4667,825,5995,70,910,1588,160,1428,"Montgomery County, Virginia",0,520,320,627,828,126,542,692,175,684
"G5101530","2019","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",470335,269954,98650,2547,42182,529,30983,25490,2075,23415,"Prince William County, Virginia",0,7174,3331,1223,2856,283,7578,4970,1127,4608
"G5101610","2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",94186,82723,5983,372,3629,0,224,1255,31,1224,"Roanoke County, Virginia",0,620,857,482,279,208,344,761,50,756
"G5101650","2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",81948,75964,3611,204,215,113,553,1288,278,1010,"Rockingham County, Virginia",0,836,1285,253,262,182,469,863,297,842
"G5101770","2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",136215,94853,22802,598,3430,136,7544,6852,1067,5785,"Spotsylvania County, Virginia",0,1528,1504,488,975,224,1919,1586,945,1326
"G5101790","2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",152882,99699,29199,216,5421,0,11344,7003,451,6552,"Stafford County, Virginia",0,2777,1473,271,813,208,3207,1898,385,1811
"G5101990","2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",68280,49544,10282,0,4004,57,1938,2455,500,1955,"York County, Virginia",0,1475,754,208,712,114,1195,1047,628,933
"G5105100","2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",159428,101087,33266,105,9227,36,7259,8448,859,7589,"Alexandria city, Virginia",0,3213,1906,138,1152,70,3194,2096,634,1995
"G5105500","2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",244835,147098,73569,454,8655,0,5643,9416,461,8955,"Chesapeake city, Virginia",0,1850,2970,624,915,208,2068,2616,425,2520
"G5106500","2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",134510,53875,67315,29,3459,312,3443,6077,1209,4868,"Hampton city, Virginia",0,1062,2205,57,566,310,1508,1882,761,1706
"G5106800","2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",82168,52367,23704,211,1499,0,1698,2689,290,2399,"Lynchburg city, Virginia",0,1006,1282,259,626,208,1490,1049,244,991
"G5107000","2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179225,86265,74156,549,5643,427,3084,9101,972,8129,"Newport News city, Virginia",0,2075,2063,635,810,670,1574,2443,639,2368
"G5107100","2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",242742,114295,100025,816,8913,45,7491,11157,933,10224,"Norfolk city, Virginia",0,2060,1841,422,785,75,1915,2032,418,1915
"G5107400","2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",94398,37612,50972,39,1195,187,1101,3292,104,3188,"Portsmouth city, Virginia",0,923,1335,69,569,196,828,1336,123,1331
"G5107600","2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",230436,102870,104272,390,4673,0,10344,7887,288,7599,"Richmond city, Virginia",0,2341,2588,301,718,208,2366,2636,283,2615
"G5107700","2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99143,60753,30538,0,2625,0,747,4480,64,4416,"Roanoke city, Virginia",0,1661,2098,208,968,208,701,2093,123,2102
"G5108000","2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",92108,46453,38737,0,1705,0,883,4330,838,3492,"Suffolk city, Virginia",0,678,1805,208,377,208,569,1567,682,1636
"G5108100","2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",449974,295353,85176,1392,32452,406,8682,26513,1760,24753,"Virginia Beach city, Virginia",0,2642,3147,667,1623,109,2833,3710,885,3883
"G5300050","2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",204390,167823,4709,1658,4496,114,18240,7350,467,6883,"Benton County, Washington",0,4038,1506,709,871,199,3880,1637,382,1599
"G5300070","2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",77200,56989,1313,569,414,18,15944,1953,516,1437,"Chelan County, Washington",0,2421,684,401,288,48,2839,1135,635,621
"G5300090","2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",77331,67038,214,4794,1243,0,1214,2828,210,2618,"Clallam County, Washington",0,834,207,597,478,210,1038,796,388,693
"G5300110","2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",488241,410386,10764,2727,22008,4374,11597,26385,3440,22945,"Clark County, Washington",0,3953,1481,946,1849,538,3222,3099,1336,2914
"G5300150","2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",110593,98387,660,689,1505,272,1139,7941,2444,5497,"Cowlitz County, Washington",0,1878,223,588,413,245,1037,2230,2066,917
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",95222,67975,1710,1587,1255,141,18024,4530,173,4357,"Franklin County, Washington",0,5461,718,1332,523,203,5321,1528,160,1490
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",97733,67429,180,1729,743,0,24115,3537,1132,2405,"Grant County, Washington",0,4524,213,860,483,210,4572,1757,882,1475
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",75061,65316,1890,2657,961,74,907,3256,5,3251,"Grays Harbor County, Washington",0,1172,943,1111,389,76,857,1509,10,1509
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",85141,71109,3134,1173,3662,1129,860,4074,622,3452,"Island County, Washington",0,1208,240,358,698,1150,593,1407,603,1256
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2252782,1398899,151745,15174,425891,15988,102437,142648,13209,129439,"King County, Washington",0,9198,5064,2297,6988,1823,10101,9706,3291,8943
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",271473,218361,8171,3200,13800,2637,5983,19321,1474,17847,"Kitsap County, Washington",0,2066,1253,777,1483,493,2421,2156,862,1979
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",80707,71368,406,232,144,99,1631,6827,1193,5634,"Lewis County, Washington",0,1434,454,191,125,141,1380,1147,825,741
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",66768,56698,206,1977,577,56,2427,4827,431,4396,"Mason County, Washington",0,1097,258,921,144,67,959,696,530,573
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",904980,649316,61029,11187,57593,12472,32553,80830,5102,75728,"Pierce County, Washington",0,4882,4023,2309,3603,2460,5037,5636,1576,5599
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",129205,106748,1297,3989,2589,93,9867,4622,504,4118,"Skagit County, Washington",0,2697,612,1794,599,100,2979,1056,471,930
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",822083,604756,27797,10920,98832,3445,27017,49316,4954,44362,"Snohomish County, Washington",0,5773,2605,2290,2327,931,4582,5119,1742,4838
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",522798,459016,10859,7266,12000,3443,5871,24343,1999,22344,"Spokane County, Washington",0,2071,1414,1616,1762,255,1682,3289,916,3123
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",290536,235404,11195,4635,16267,2567,3822,16646,1916,14730,"Thurston County, Washington",0,2394,1305,1242,1790,543,1967,2588,990,2355
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",229247,188188,1914,5208,8771,861,10631,13674,1648,12026,"Whatcom County, Washington",0,3039,674,1105,1501,312,3299,2202,1249,2119
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",250873,189216,2899,10632,2839,1261,35459,8567,4139,4428,"Yakima County, Washington",0,5737,632,2140,710,1046,5481,1998,1692,1237
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",119171,103164,9191,87,1318,0,1153,4258,417,3841,"Berkeley County, West Virginia",0,1150,1416,151,462,207,880,1393,430,1252
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",91945,83678,4263,0,1335,0,62,2607,0,2607,"Cabell County, West Virginia",0,475,655,207,407,207,84,818,207,818
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",67256,63406,567,0,536,226,831,1690,0,1690,"Harrison County, West Virginia",0,217,457,207,530,349,305,820,207,820
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",178124,157599,12070,831,2248,0,537,4839,132,4707,"Kanawha County, West Virginia",0,512,1341,321,164,207,425,1377,168,1392
"G5400610","2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",105612,94709,4017,30,3502,0,864,2490,93,2397,"Monongalia County, West Virginia",0,544,754,57,470,207,565,939,110,916
"G5400810","2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,
"G5401070","2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",83518,79670,994,1733,373,0,140,608,286,322,"Wood County, West Virginia",0,594,783,1318,306,207,211,487,326,353
"G5500090","2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",264542,222885,7196,6618,9369,21,9680,8773,669,8104,"Brown County, Wisconsin",0,2829,979,1244,593,41,3433,2241,647,2202
"G5500250","2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",546695,460464,27819,1791,33065,472,6334,16750,1315,15435,"Dane County, Wisconsin",0,2394,2018,637,1565,418,2063,2677,880,2606
"G5500270","2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",87839,82571,2659,406,526,62,309,1306,0,1306,"Dodge County, Wisconsin",0,409,1005,256,251,106,255,1066,153,1066
"G5500350","2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",104646,96121,1936,393,4216,87,134,1759,61,1698,"Eau Claire County, Wisconsin",0,252,315,280,743,166,134,726,82,722
"G5500390","2019","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",103403,95812,1618,263,1289,250,1419,2752,255,2497,"Fond du Lac County, Wisconsin",0,962,541,152,616,432,962,882,375,842
"G5500550","2019","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84769,78950,778,385,530,0,2184,1942,177,1765,"Jefferson County, Wisconsin",0,1269,615,310,379,153,1200,548,235,500
"G5500590","2019","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",169561,146989,12730,747,2879,537,2484,3195,665,2530,"Kenosha County, Wisconsin",0,1706,953,622,490,660,1469,1180,540,979
"G5500630","2019","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118016,107160,1872,423,5433,89,812,2227,10,2217,"La Crosse County, Wisconsin",0,521,522,364,1118,160,546,1222,18,1221
"G5500710","2019","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",78981,73622,1219,595,2538,0,344,663,40,623,"Manitowoc County, Wisconsin",0,526,864,188,792,153,325,419,63,419
