GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G4804530","2014","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1151145,891959,96683,4392,71971,413,54085,31642,5176,26466,"Travis County, Texas",0,8368,2746,1474,2262,388,7687,3551,1767,2954
"G4804690","2014","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",91081,81158,5457,192,1277,0,1252,1745,437,1308,"Victoria County, Texas",0,1061,584,183,188,211,830,710,380,622
"G4804710","2014","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2014","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",266673,251857,1187,550,1558,0,9972,1549,601,948,"Webb County, Texas",0,2730,487,396,322,211,2558,644,356,554
"G4804850","2014","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",132355,102561,13682,1679,2738,0,6428,5267,521,4746,"Wichita County, Texas",0,2447,970,1021,506,211,2418,2060,364,1967
"G4804910","2014","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",489250,400766,32320,1377,28454,163,12315,13855,2981,10874,"Williamson County, Texas",0,3721,1955,518,1120,218,2755,2418,1338,2139
"G4900050","2014","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",118343,106227,223,781,3289,440,5288,2095,366,1729,"Cache County, Utah",0,1876,297,262,728,364,1911,840,313,782
"G4900110","2014","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",329692,297761,4817,1135,6695,1166,7808,10310,2389,7921,"Davis County, Utah",0,2536,994,458,936,799,2116,1914,1101,1741
"G4900350","2014","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1091742,884711,18547,8131,41693,17709,89514,31437,7969,23468,"Salt Lake County, Utah",0,7216,1423,1547,1999,1460,7732,4215,2590,2915
"G4900490","2014","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",560974,517815,3712,2618,7609,3643,9887,15690,956,14734,"Utah County, Utah",0,2911,865,975,998,1277,2673,1926,575,1751
"G4900530","2014","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",151948,140986,1370,1738,1041,1488,3228,2097,93,2004,"Washington County, Utah",0,2148,328,588,241,598,2185,853,155,845
"G4900570","2014","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",240475,213902,2035,2017,2990,688,10797,8046,830,7216,"Weber County, Utah",0,3119,645,877,526,225,3294,1804,490,1668
"G5000070","2014","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",160531,146944,3356,445,5446,94,618,3628,55,3573,"Chittenden County, Vermont",0,613,676,354,845,153,494,1150,61,1150
"G5100030","2014","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",104489,84611,9344,874,5091,31,1905,2633,131,2502,"Albemarle County, Virginia",0,1195,1043,889,427,53,1083,960,216,942
"G5100130","2014","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",226908,165090,18950,156,23472,374,11740,7126,1858,5268,"Arlington County, Virginia",0,3674,1818,144,1279,352,3471,2243,1791,1330
"G5100150","2014","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",73862,68437,3062,206,203,0,665,1289,94,1195,"Augusta County, Virginia",0,459,559,202,247,195,462,699,173,674
"G5100190","2014","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2014","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",332499,228943,75338,1011,12023,91,4869,10224,455,9769,"Chesterfield County, Virginia",0,2514,2498,588,1037,151,2015,2532,535,2513
"G5100590","2014","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1137538,719311,109577,2706,213925,578,42128,49313,7529,41784,"Fairfax County, Virginia",0,7078,3137,1037,3311,331,6588,4605,2435,4170
"G5100610","2014","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",68248,59711,5016,270,866,0,85,2300,25,2275,"Fauquier County, Virginia",0,565,570,280,228,195,115,713,49,706
"G5100690","2014","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",82377,75281,4272,42,1356,26,356,1044,181,863,"Frederick County, Virginia",0,701,491,74,160,52,392,642,281,532
"G5100850","2014","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",101918,88258,9777,97,1591,108,350,1737,0,1737,"Hanover County, Virginia",0,457,486,188,364,142,288,582,195,582
"G5100870","2014","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",321924,186821,94970,550,25159,81,6748,7595,694,6901,"Henrico County, Virginia",0,2024,1776,357,737,141,1982,2270,703,2075
"G5100950","2014","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",72583,58546,9794,163,2177,34,338,1531,94,1437,"James City County, Virginia",0,592,1024,256,250,62,444,987,209,965
"G5101070","2014","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",363050,251416,25595,1011,60677,228,7490,16633,2901,13732,"Loudoun County, Virginia",0,2809,1291,378,1954,147,2505,2565,1658,2066
"G5101210","2014","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",97244,84944,4030,940,5423,0,378,1529,0,1529,"Montgomery County, Virginia",0,345,503,915,1105,195,345,925,195,925
"G5101530","2014","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",446094,280387,88772,1231,33797,772,13168,27967,2275,25692,"Prince William County, Virginia",0,5323,3496,652,2327,195,5114,4228,1080,4050
"G5101610","2014","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,,,,,,,,,"Roanoke County, Virginia",,,,,,,,,,
"G5101650","2014","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",78171,74011,1733,65,520,0,1036,806,0,806,"Rockingham County, Virginia",0,894,460,126,205,195,880,448,195,448
"G5101770","2014","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",129188,94942,21580,396,3745,35,5142,3348,359,2989,"Spotsylvania County, Virginia",0,1404,1273,263,378,60,1787,1036,352,979
"G5101790","2014","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",139992,95739,23654,151,4844,42,8857,6705,440,6265,"Stafford County, Virginia",0,1855,1941,117,549,72,2117,1614,508,1556
"G5101990","2014","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",66342,50983,8275,187,3828,103,253,2713,131,2582,"York County, Virginia",0,653,885,162,420,183,359,964,154,949
"G5105100","2014","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",150575,96093,31128,61,10573,138,5310,7272,1547,5725,"Alexandria city, Virginia",0,2270,1409,99,700,206,2375,2421,1435,1826
"G5105500","2014","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",233371,145126,69163,219,8037,859,4150,5817,540,5277,"Chesapeake city, Virginia",0,1662,2571,342,774,1359,2142,1374,447,1242
"G5106500","2014","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",136879,58451,68295,954,3595,0,2283,3301,76,3225,"Hampton city, Virginia",0,1231,1173,258,348,195,1280,1096,137,1089
"G5106800","2014","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",79047,51500,22915,17,2290,52,611,1662,203,1459,"Lynchburg city, Virginia",0,688,709,31,347,98,621,805,222,777
"G5107000","2014","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",182965,92495,73305,385,5250,362,3235,7933,366,7567,"Newport News city, Virginia",0,1924,1440,233,695,195,1487,1529,246,1508
"G5107100","2014","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",245428,114315,104703,1134,8984,0,7056,9236,1171,8065,"Norfolk city, Virginia",0,1630,2255,364,690,195,1728,1897,741,1795
"G5107400","2014","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",96004,39566,49982,681,1214,288,1304,2969,438,2531,"Portsmouth city, Virginia",0,914,1170,194,347,447,878,1201,340,1134
"G5107600","2014","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",217853,97755,105349,812,5125,0,2112,6700,465,6235,"Richmond city, Virginia",0,1236,1328,468,496,195,796,1527,512,1471
"G5107700","2014","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99428,62351,28553,27,2462,0,3721,2314,436,1878,"Roanoke city, Virginia",0,1022,777,44,249,195,1092,891,319,845
"G5108000","2014","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",86806,44473,35933,22,1347,0,1036,3995,279,3716,"Suffolk city, Virginia",0,453,1191,40,398,195,565,1269,269,1253
"G5108100","2014","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",450980,303113,87511,914,29617,123,8751,20951,1198,19753,"Virginia Beach city, Virginia",0,2651,2268,532,2170,122,2497,3011,562,2830
"G5300050","2014","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",186486,149723,3595,1197,4394,150,20102,7325,1530,5795,"Benton County, Washington",0,2852,490,409,1160,149,3161,1899,1062,1650
"G5300070","2014","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",74588,69933,200,226,687,63,1561,1918,75,1843,"Chelan County, Washington",0,1490,210,211,352,110,1480,508,135,493
"G5300090","2014","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",72715,63927,474,3289,873,72,1303,2777,0,2777,"Clallam County, Washington",0,614,272,614,436,69,938,748,193,748
"G5300110","2014","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",451008,378548,7480,2552,18152,3591,17209,23476,1737,21739,"Clark County, Washington",0,4288,1540,741,1494,397,4171,2583,873,2519
"G5300150","2014","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",102133,92533,633,1317,1419,390,1512,4329,54,4275,"Cowlitz County, Washington",0,1258,331,662,402,370,1089,910,72,902
"G5300210","2014","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",87809,65503,1633,663,2260,87,15767,1896,565,1331,"Franklin County, Washington",0,3802,770,636,433,121,3971,1078,550,879
"G5300250","2014","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",93147,70502,514,1125,1055,108,16829,3014,576,2438,"Grant County, Washington",0,3213,423,508,204,177,3361,1084,617,916
"G5300270","2014","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",70818,62814,838,3189,1293,48,124,2512,0,2512,"Grays Harbor County, Washington",0,437,290,740,324,92,143,871,193,871
"G5300290","2014","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",79275,66831,2541,977,3337,64,1050,4475,611,3864,"Island County, Washington",0,1028,259,326,1062,102,653,1417,560,1347
"G5300330","2014","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2079967,1408023,125664,15319,334620,16358,52308,127675,12592,115083,"King County, Washington",0,8930,4691,2407,4372,1468,7219,8327,3319,7388
"G5300350","2014","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",254183,208830,5786,3209,12789,2084,4172,17313,1342,15971,"Kitsap County, Washington",0,1853,1280,1024,1319,544,1846,2206,797,2065
"G5300410","2014","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75128,69615,728,477,594,0,1,3713,314,3399,"Lewis County, Washington",0,938,518,275,405,193,2,1095,365,1018
"G5300530","2014","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",831928,618607,55712,9735,49479,10849,22448,65098,5322,59776,"Pierce County, Washington",0,4477,3706,1617,2836,1260,4375,5395,2234,4876
"G5300570","2014","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",120365,99746,689,1685,2800,1031,10855,3559,828,2731,"Skagit County, Washington",0,2737,321,736,464,746,2900,878,575,689
"G5300610","2014","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",759583,597552,20102,7672,73693,3908,15718,40938,2528,38410,"Snohomish County, Washington",0,4649,2028,1640,2786,693,4509,3974,1085,3925
"G5300630","2014","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",484318,431417,8262,7318,10462,1995,3465,21399,1540,19859,"Spokane County, Washington",0,1862,1193,1273,1639,531,1193,2746,702,2672
"G5300670","2014","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",265851,217392,7761,4653,16235,2849,2858,14103,1235,12868,"Thurston County, Washington",0,2585,928,1012,1360,804,1458,2599,804,2494
"G5300730","2014","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",208351,177416,1861,5820,8150,611,5008,9485,1552,7933,"Whatcom County, Washington",0,2048,612,805,940,107,1796,1735,820,1456
"G5300770","2014","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",247687,197186,1695,11684,2118,379,26521,8104,1849,6255,"Yakima County, Washington",0,6098,765,1379,414,379,5548,1883,824,1773
"G5400030","2014","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,,,,,,,,,,"Berkeley County, West Virginia",,,,,,,,,,
"G5400110","2014","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",97109,88575,4863,183,1323,90,196,1879,39,1840,"Cabell County, West Virginia",0,323,558,167,157,152,251,653,79,638
"G5400330","2014","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,
"G5400390","2014","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",190223,167846,14534,446,1906,0,496,4995,47,4948,"Kanawha County, West Virginia",0,452,1425,368,590,187,499,1469,83,1485
"G5400610","2014","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",103463,93143,3842,88,3152,0,867,2371,244,2127,"Monongalia County, West Virginia",0,605,639,114,814,187,590,957,381,1019
"G5400810","2014","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,
"G5401070","2014","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",86237,82382,1746,31,437,31,162,1448,124,1324,"Wood County, West Virginia",0,256,789,50,159,56,233,665,201,635
"G5500090","2014","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",256670,218959,5610,6244,8458,0,11188,6211,408,5803,"Brown County, Wisconsin",0,2507,962,1093,446,145,2568,1680,389,1561
"G5500250","2014","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",516284,431044,25597,1016,28918,16,13545,16148,2262,13886,"Dane County, Wisconsin",0,3307,2102,432,1090,27,3703,2523,1016,2325
"G5500270","2014","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88574,83066,1610,340,419,0,1034,2105,61,2044,"Dodge County, Wisconsin",0,557,440,319,185,145,548,595,96,598
"G5500350","2014","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",101564,94407,1084,556,3244,257,12,2004,76,1928,"Eau Claire County, Wisconsin",0,286,491,315,646,359,23,713,120,679
"G5500390","2014","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",101759,95368,1428,479,1301,4,2010,1169,45,1124,"Fond du Lac County, Wisconsin",0,1422,418,181,181,9,1414,495,55,490
"G5500550","2014","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84395,78577,853,259,554,0,2366,1786,639,1147,"Jefferson County, Wisconsin",0,983,144,129,262,145,1080,821,737,522
"G5500590","2014","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168068,146880,13273,527,2261,0,1040,4087,1022,3065,"Kenosha County, Wisconsin",0,1190,851,278,689,145,572,1499,670,1155
"G5500630","2014","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118011,108008,1118,337,5158,164,577,2649,80,2569,"La Crosse County, Wisconsin",0,452,515,317,644,284,452,800,113,812
"G5500710","2014","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",,,,,,,,,,,"Manitowoc County, Wisconsin",,,,,,,,,,
"G5500730","2014","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135780,124136,1103,191,7736,25,374,2215,57,2158,"Marathon County, Wisconsin",0,573,467,134,527,35,564,708,93,707
"G5500790","2014","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",956406,590393,253812,6687,37010,203,41914,26387,4389,21998,"Milwaukee County, Wisconsin",0,4516,2746,1154,1503,222,4298,3437,1476,2926
