GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G0900150","2017","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",116359,102294,2694,580,1728,0,4841,4222,91,4131,"Windham County, Connecticut",0,1501,557,407,419,207,1888,1456,123,1451
"G1000010","2017","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",176824,118659,45791,576,3077,0,1269,7452,620,6832,"Kent County, Delaware",0,1413,1668,389,579,198,760,1792,490,1716
"G1000030","2017","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",559793,361737,138971,1654,33050,85,9189,15107,1235,13872,"New Castle County, Delaware",0,3006,2828,551,1448,102,2422,2820,608,2758
"G1000050","2017","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",225322,181688,25594,499,2803,159,7914,6665,306,6359,"Sussex County, Delaware",0,2440,2094,401,468,192,2393,2004,419,1933
"G1100010","2017","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",693972,284536,318220,1690,28499,302,40116,20609,2786,17823,"District of Columbia, District of Columbia",0,4734,3042,463,1656,209,5076,3240,1193,3031
"G1200010","2017","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",266944,183286,53605,1140,15687,225,2969,10032,1531,8501,"Alachua County, Florida",0,1940,1873,440,994,276,1131,2583,887,2361
"G1200050","2017","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",183563,149440,19950,892,4272,0,2192,6817,340,6477,"Bay County, Florida",0,1418,1339,632,747,226,1329,1955,415,1800
"G1200090","2017","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",589162,484140,57969,2896,14471,1146,12445,16095,3104,12991,"Brevard County, Florida",0,3567,3264,862,1389,1171,3788,3296,2238,2496
"G1200110","2017","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1935878,1177288,558202,5014,68978,852,59929,65615,12012,53603,"Broward County, Florida",0,12042,8703,1734,2388,900,9934,7684,2888,7733
"G1200150","2017","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",182033,164647,10280,462,2572,0,1100,2972,258,2714,"Charlotte County, Florida",0,1048,1353,621,542,226,917,1476,380,1417
"G1200170","2017","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",145647,134456,3706,448,2845,22,1298,2872,582,2290,"Citrus County, Florida",0,1417,837,276,446,42,1374,1238,677,970
"G1200190","2017","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",212230,165989,21174,465,6605,0,6774,11223,515,10708,"Clay County, Florida",0,2790,1872,483,1006,226,2934,2817,530,2789
"G1200210","2017","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",372880,333147,26116,679,5839,0,3550,3549,144,3405,"Collier County, Florida",0,1641,1173,431,658,226,1224,1442,192,1431
"G1200230","2017","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",69612,54396,12623,107,741,0,510,1235,32,1203,"Columbia County, Florida",0,350,1321,199,202,226,347,1327,60,1317
"G1200310","2017","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",937934,559480,282620,1709,47841,101,18524,27659,3351,24308,"Duval County, Florida",0,4813,4149,1035,1865,122,4697,3944,1440,3632
"G1200330","2017","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",313512,211250,67044,1558,9036,484,4529,19611,825,18786,"Escambia County, Florida",0,2040,3102,699,1371,546,1626,3676,522,3757
"G1200350","2017","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",110510,91129,11965,307,3064,0,2761,1284,0,1284,"Flagler County, Florida",0,1871,1022,230,317,226,1735,760,226,760
"G1200530","2017","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",186553,167774,9451,1212,2451,0,2486,3179,97,3082,"Hernando County, Florida",0,1267,910,145,813,226,1268,1079,121,1058
"G1200550","2017","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",102883,83669,9993,247,1721,0,4682,2571,815,1756,"Highlands County, Florida",0,1997,720,130,192,226,2071,1058,737,829
"G1200570","2017","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1408566,1017834,241839,4756,59406,451,35595,48685,7355,41330,"Hillsborough County, Florida",0,9432,8334,1325,1836,329,6620,4722,1816,4079
"G1200610","2017","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",154383,134192,13257,179,1729,0,985,4041,335,3706,"Indian River County, Florida",0,1076,1444,284,802,226,854,1682,397,1619
"G1200690","2017","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",346017,279329,38850,1239,7868,357,12773,5601,2233,3368,"Lake County, Florida",0,6404,2038,610,728,586,7063,2197,1513,1313
"G1200710","2017","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",739224,622691,60435,992,12951,255,27535,14365,2032,12333,"Lee County, Florida",0,7175,3439,708,1052,243,7402,4038,1473,3612
"G1200730","2017","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",290292,178081,89637,229,9874,0,4595,7876,329,7547,"Leon County, Florida",0,1507,2198,267,961,226,1641,1692,332,1660
"G1200810","2017","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",385571,323791,34437,1296,7836,1177,10718,6316,714,5602,"Manatee County, Florida",0,3894,1634,614,682,1727,3693,1972,469,1837
"G1200830","2017","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",354353,289512,47418,1679,5945,301,2733,6765,760,6005,"Marion County, Florida",0,3406,3633,940,815,500,1608,2909,521,2743
"G1200850","2017","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",159923,140767,9350,1860,2118,307,1649,3872,2338,1534,"Martin County, Florida",0,2663,354,1918,501,448,1177,2561,2342,860
"G1200860","2017","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2751796,2076706,474196,5037,47099,196,105388,43174,14257,28917,"Miami-Dade County, Florida",0,12752,7534,3240,1745,196,11255,6318,3397,5079
"G1200870","2017","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",77013,67628,5309,60,1243,0,1704,1069,44,1025,"Monroe County, Florida",0,1153,817,114,208,226,1116,825,73,845
"G1200890","2017","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",,,,,,,,,,,"Nassau County, Florida",,,,,,,,,,
"G1200910","2017","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",202970,160235,19845,485,6368,59,6179,9799,817,8982,"Okaloosa County, Florida",0,2296,1691,408,749,106,2242,1863,670,1862
"G1200950","2017","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1348975,831468,286324,2743,69335,1623,107587,49895,9932,39963,"Orange County, Florida",0,14128,6965,971,3024,530,14468,6521,3185,5622
"G1200970","2017","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",352180,251401,42068,2422,8437,551,33261,14040,4010,10030,"Osceola County, Florida",0,8157,4426,1780,1585,825,7687,3793,1736,3326
"G1200990","2017","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1471150,1081998,281793,3465,40139,82,34357,29316,6480,22836,"Palm Beach County, Florida",0,6149,3483,1299,2156,139,5276,4251,2480,3509
"G1201010","2017","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",525643,459348,31286,1579,13287,351,5602,14190,2484,11706,"Pasco County, Florida",0,2952,2883,656,1042,441,1479,2212,652,2207
"G1201030","2017","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",970637,784267,100199,3519,32975,813,18768,30096,3479,26617,"Pinellas County, Florida",0,5576,3841,2239,1182,631,4918,4218,1021,3865
"G1201050","2017","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",686483,532404,105452,2989,12151,594,15411,17482,1773,15709,"Polk County, Florida",0,6442,3625,1070,1148,483,4371,3434,773,3302
"G1201070","2017","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",,,,,,,,,,,"Putnam County, Florida",,,,,,,,,,
"G1201090","2017","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",243812,215333,12042,1207,7282,72,1448,6428,144,6284,"St. Johns County, Florida",0,1777,1425,353,1308,128,1271,2860,199,2836
"G1201110","2017","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",313506,233096,62894,1047,6097,1744,3322,5306,655,4651,"St. Lucie County, Florida",0,2937,3704,425,701,2381,2075,2262,475,2168
"G1201130","2017","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",174272,148514,10949,437,3746,785,4376,5465,72,5393,"Santa Rosa County, Florida",0,1621,1002,267,945,1010,1644,1383,104,1384
"G1201150","2017","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",419119,383497,18729,388,7883,84,2473,6065,730,5335,"Sarasota County, Florida",0,1426,1497,377,446,137,1222,1624,516,1487
"G1201170","2017","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",462659,357397,55994,1618,21515,130,11045,14960,1834,13126,"Seminole County, Florida",0,4224,3086,1207,1181,215,2955,2865,737,2756
"G1201190","2017","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",125165,112100,9341,435,1152,0,966,1171,446,725,"Sumter County, Florida",0,1020,639,498,527,226,729,677,445,492
"G1201270","2017","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",538692,437130,59708,2149,10399,83,18528,10695,1129,9566,"Volusia County, Florida",0,4720,2451,880,1527,129,4363,2940,644,2774
"G1201310","2017","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"05000US12131","Walton County, Florida",68376,58242,3376,323,899,0,3326,2210,85,2125,"Walton County, Florida",0,402,718,418,487,226,480,951,152,968
"G1300130","2017","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",79061,62821,9429,38,3000,0,1802,1971,457,1514,"Barrow County, Georgia",0,1149,467,64,178,224,990,778,535,585
"G1300150","2017","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",105054,87755,8234,13,1244,21,2874,4913,259,4654,"Bartow County, Georgia",0,1292,2305,25,154,37,1745,2198,315,2202
"G1300210","2017","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",152862,61685,84077,396,3191,63,490,2960,1052,1908,"Bibb County, Georgia",0,1118,569,149,369,107,286,1231,853,1172
"G1300310","2017","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",76149,49249,21331,435,1124,0,1267,2743,471,2272,"Bulloch County, Georgia",0,618,1010,295,335,224,659,1037,450,1033
"G1300450","2017","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",117812,89549,23333,1545,998,0,1119,1268,0,1268,"Carroll County, Georgia",0,1591,1231,1429,370,224,1063,955,224,955
"G1300470","2017","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",66550,60853,2189,118,1007,0,1500,883,0,883,"Catoosa County, Georgia",0,523,534,213,151,224,560,481,224,481
"G1300510","2017","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",290501,154261,112485,1431,6839,4210,3001,8274,2054,6220,"Chatham County, Georgia",0,1505,5044,534,1734,4516,1326,2505,2161,2107
"G1300570","2017","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",247573,215889,15168,459,5091,143,3020,7803,286,7517,"Cherokee County, Georgia",0,2042,2139,468,790,249,1597,2194,292,2133
"G1300590","2017","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",127064,79804,34716,0,4979,0,3308,4257,623,3634,"Clarke County, Georgia",0,1712,1020,224,741,224,1704,1470,557,1286
"G1300630","2017","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",285153,44964,200852,802,14969,0,15790,7776,731,7045,"Clayton County, Georgia",0,3762,2523,616,381,224,3464,2614,782,2491
"G1300670","2017","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",755754,450424,209769,1128,39499,62,30619,24253,1532,22721,"Cobb County, Georgia",0,6060,3971,668,1644,123,6069,3648,706,3646
"G1300730","2017","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",151579,112468,24816,466,5589,0,895,7345,417,6928,"Columbia County, Georgia",0,1204,2198,398,1188,224,909,2606,298,2515
"G1300770","2017","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",143114,110425,25323,236,3302,0,1134,2694,0,2694,"Coweta County, Georgia",0,781,1186,285,315,224,726,1322,224,1322
"G1300890","2017","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",753253,252104,399972,10691,44788,968,14112,30618,3320,27298,"DeKalb County, Georgia",0,4993,4477,3226,2445,1484,4836,4816,1610,4307
"G1300950","2017","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",89502,23836,61102,142,929,0,1443,2050,25,2025,"Dougherty County, Georgia",0,672,1784,163,78,224,667,1745,48,1744
"G1300970","2017","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",143882,67162,69768,171,2141,159,1602,2879,151,2728,"Douglas County, Georgia",0,2531,2743,274,414,250,949,1257,245,1230
"G1301130","2017","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",112549,74542,25204,52,5380,223,2588,4560,808,3752,"Fayette County, Georgia",0,1629,1731,84,765,281,1547,2031,781,1922
"G1301150","2017","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",97613,79734,13364,131,1214,0,591,2579,0,2579,"Floyd County, Georgia",0,616,1054,173,551,224,608,1247,224,1247
"G1301170","2017","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",227967,183654,6620,810,28861,0,1660,6362,983,5379,"Forsyth County, Georgia",0,1024,888,383,1117,224,941,1580,686,1479
"G1301210","2017","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1041423,465421,460597,1813,72843,259,14771,25719,1420,24299,"Fulton County, Georgia",0,5371,4724,1150,2603,355,4255,4763,907,4569
"G1301270","2017","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",85282,59081,22447,341,1241,0,61,2111,346,1765,"Glynn County, Georgia",0,750,1355,360,354,224,99,1463,480,1326
"G1301350","2017","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",920260,440501,259499,4985,106385,264,77448,31178,7880,23298,"Gwinnett County, Georgia",0,9148,6218,2385,3688,326,9151,5315,2465,4565
"G1301390","2017","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",199335,172354,15498,625,3314,22,4879,2643,262,2381,"Hall County, Georgia",0,1999,698,697,528,38,1825,881,174,847
"G1301510","2017","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",225813,110952,98814,85,7904,0,1206,6852,318,6534,"Henry County, Georgia",0,2344,2754,224,812,224,1214,2460,464,2396
"G1301530","2017","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",153479,94526,47041,391,4183,0,698,6640,710,5930,"Houston County, Georgia",0,1376,2107,371,1093,224,614,2554,838,2313
"G1301570","2017","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,"05000US13157","Jackson County, Georgia",67519,58883,4727,0,1368,0,737,1804,434,1370,"Jackson County, Georgia",0,954,980,224,178,224,682,831,589,1034
"G1301850","2017","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",115489,64198,42079,507,2665,197,3522,2321,165,2156,"Lowndes County, Georgia",0,1113,1011,509,255,268,1505,1176,199,1127
"G1302150","2017","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",194058,84356,90141,261,4864,164,6291,7981,1408,6573,"Muscogee County, Georgia",0,1862,2151,295,953,135,1985,2165,902,2062
"G1302170","2017","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",108078,53954,47397,711,423,398,2275,2920,658,2262,"Newton County, Georgia",0,1447,2908,759,533,631,1535,1821,635,1608
"G1302230","2017","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",159445,121660,31489,405,966,0,959,3966,0,3966,"Paulding County, Georgia",0,1368,1216,378,1177,224,938,2135,224,2135
"G1302450","2017","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201800,75250,113369,358,4102,103,1883,6735,265,6470,"Richmond County, Georgia",0,1792,2311,278,459,184,1509,2186,231,2158
"G1302470","2017","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",90312,33718,48251,204,1780,0,3661,2698,220,2478,"Rockdale County, Georgia",0,2572,2638,339,76,224,2615,2260,373,2259
