GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G4803970","2016","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",32700,31620,1080,"Rockwall County, Texas",195,839,785
"G4804090","2016","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",27944,23761,4183,"San Patricio County, Texas",180,1048,1050
"G4804230","2016","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",89331,75792,13539,"Smith County, Texas",490,2510,2423
"G4804390","2016","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",756596,696887,59709,"Tarrant County, Texas",957,5661,5578
"G4804410","2016","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",57385,48607,8778,"Taylor County, Texas",593,1748,1758
"G4804510","2016","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",48470,43497,4973,"Tom Green County, Texas",823,1599,1253
"G4804530","2016","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",499033,457810,41223,"Travis County, Texas",2756,4735,3789
"G4804690","2016","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",36964,32249,4715,"Victoria County, Texas",251,1161,1130
"G4804710","2016","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",25405,21209,4196,"Walker County, Texas",1696,1991,1003
"G4804790","2016","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",81491,73483,8008,"Webb County, Texas",304,1469,1428
"G4804850","2016","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",56083,49486,6597,"Wichita County, Texas",1359,2106,1495
"G4804910","2016","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",186975,173125,13850,"Williamson County, Texas",794,2554,2458
"G4900050","2016","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",40127,37151,2976,"Cache County, Utah",254,851,863
"G4900110","2016","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",106525,103665,2860,"Davis County, Utah",527,1098,1073
"G4900350","2016","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",386434,366239,20195,"Salt Lake County, Utah",617,2978,2920
"G4900490","2016","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",166820,157803,9017,"Utah County, Utah",498,1545,1450
"G4900530","2016","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",65472,51774,13698,"Washington County, Utah",382,2021,1999
"G4900570","2016","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",89477,79501,9976,"Weber County, Utah",378,1861,1769
"G5000070","2016","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",68525,64867,3658,"Chittenden County, Vermont",381,1151,1076
"G5100030","2016","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",44685,40318,4367,"Albemarle County, Virginia",476,1322,1147
"G5100130","2016","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",112970,103479,9491,"Arlington County, Virginia",589,2496,2304
"G5100150","2016","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",32281,29664,2617,"Augusta County, Virginia",443,1026,952
"G5100190","2016","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",36348,29566,6782,"Bedford County, Virginia",119,1390,1383
"G5100410","2016","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",129012,122221,6791,"Chesterfield County, Virginia",305,1773,1766
"G5100590","2016","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",414320,395164,19156,"Fairfax County, Virginia",573,3138,2968
"G5100610","2016","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",26598,24777,1821,"Fauquier County, Virginia",113,782,776
"G5100690","2016","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",33385,30760,2625,"Frederick County, Virginia",410,1218,1104
"G5100850","2016","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",40907,37931,2976,"Hanover County, Virginia",199,1008,1016
"G5100870","2016","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",136840,127930,8910,"Henrico County, Virginia",444,1552,1491
"G5100950","2016","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",32807,28480,4327,"James City County, Virginia",313,1491,1421
"G5101070","2016","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",129941,124916,5025,"Loudoun County, Virginia",354,1507,1444
"G5101210","2016","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",39669,36128,3541,"Montgomery County, Virginia",459,1231,1192
"G5101530","2016","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",147524,139792,7732,"Prince William County, Virginia",317,1821,1779
"G5101610","2016","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",41022,38541,2481,"Roanoke County, Virginia",416,1085,979
"G5101650","2016","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",34970,31186,3784,"Rockingham County, Virginia",218,1080,984
"G5101770","2016","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",46895,44169,2726,"Spotsylvania County, Virginia",111,785,785
"G5101790","2016","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",47949,47017,932,"Stafford County, Virginia",415,624,529
"G5101990","2016","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",27741,23797,3944,"York County, Virginia",193,1170,1184
"G5105100","2016","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",76573,69875,6698,"Alexandria city, Virginia",473,1555,1529
"G5105500","2016","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",90115,83364,6751,"Chesapeake city, Virginia",697,1894,1744
"G5106500","2016","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60419,54181,6238,"Hampton city, Virginia",646,1387,1458
"G5106800","2016","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32591,27545,5046,"Lynchburg city, Virginia",609,1610,1435
"G5107000","2016","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",78019,67628,10391,"Newport News city, Virginia",847,2268,2134
"G5107100","2016","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",97865,87910,9955,"Norfolk city, Virginia",1368,2122,1511
"G5107400","2016","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",41154,36615,4539,"Portsmouth city, Virginia",528,1104,916
"G5107600","2016","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",100671,91704,8967,"Richmond city, Virginia",1113,1869,1611
"G5107700","2016","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47392,42213,5179,"Roanoke city, Virginia",360,1450,1436
"G5108000","2016","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",36200,33377,2823,"Suffolk city, Virginia",93,896,914
"G5108100","2016","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",184348,168061,16287,"Virginia Beach city, Virginia",846,2472,2121
"G5300050","2016","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",73955,70434,3521,"Benton County, Washington",265,1240,1185
"G5300070","2016","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",36736,28353,8383,"Chelan County, Washington",307,1519,1493
"G5300090","2016","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",36074,31837,4237,"Clallam County, Washington",249,1051,984
"G5300110","2016","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",177841,169997,7844,"Clark County, Washington",1105,1585,1720
"G5300150","2016","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",43630,40170,3460,"Cowlitz County, Washington",311,934,890
"G5300210","2016","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",27006,25903,1103,"Franklin County, Washington",331,740,639
"G5300250","2016","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",35981,28351,7630,"Grant County, Washington",111,1435,1424
"G5300270","2016","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",35373,27330,8043,"Grays Harbor County, Washington",366,1573,1536
"G5300290","2016","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",41042,33365,7677,"Island County, Washington",331,1431,1444
"G5300330","2016","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",910159,861154,49005,"King County, Washington",1157,4657,4611
"G5300350","2016","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",110398,101995,8403,"Kitsap County, Washington",558,2068,1874
"G5300410","2016","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",34157,29509,4648,"Lewis County, Washington",257,1114,1090
"G5300530","2016","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",338550,317671,20879,"Pierce County, Washington",1197,2982,2770
"G5300570","2016","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",52526,46423,6103,"Skagit County, Washington",256,1167,1174
"G5300610","2016","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",303563,286116,17447,"Snohomish County, Washington",855,3382,3234
"G5300630","2016","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",210559,195807,14752,"Spokane County, Washington",772,2512,2400
"G5300670","2016","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",113314,105863,7451,"Thurston County, Washington",606,1975,1800
"G5300730","2016","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",94189,84011,10178,"Whatcom County, Washington",485,2072,1930
"G5300770","2016","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",86728,81084,5644,"Yakima County, Washington",490,1428,1346
"G5400030","2016","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",47352,42369,4983,"Berkeley County, West Virginia",200,1458,1439
"G5400110","2016","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46476,39017,7459,"Cabell County, West Virginia",473,1549,1412
"G5400330","2016","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31591,27741,3850,"Harrison County, West Virginia",126,1063,1051
"G5400390","2016","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92541,79049,13492,"Kanawha County, West Virginia",431,1890,1859
"G5400610","2016","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",44689,38699,5990,"Monongalia County, West Virginia",607,1409,1328
"G5400810","2016","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",35999,30431,5568,"Raleigh County, West Virginia",692,1212,1308
"G5401070","2016","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40310,34991,5319,"Wood County, West Virginia",227,1297,1270
"G5500090","2016","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",108691,104804,3887,"Brown County, Wisconsin",533,1335,1239
"G5500250","2016","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",228274,217506,10768,"Dane County, Wisconsin",866,2367,2299
"G5500270","2016","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37472,34648,2824,"Dodge County, Wisconsin",364,810,742
"G5500350","2016","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",43490,41312,2178,"Eau Claire County, Wisconsin",447,823,784
"G5500390","2016","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",44718,40815,3903,"Fond du Lac County, Wisconsin",398,1069,998
"G5500550","2016","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35460,32378,3082,"Jefferson County, Wisconsin",412,932,799
"G5500590","2016","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",69878,64386,5492,"Kenosha County, Wisconsin",532,1510,1459
"G5500630","2016","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",49776,47086,2690,"La Crosse County, Wisconsin",331,1066,968
"G5500710","2016","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37220,34234,2986,"Manitowoc County, Wisconsin",254,955,946
"G5500730","2016","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",58716,55147,3569,"Marathon County, Wisconsin",305,1042,1035
"G5500790","2016","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",417311,381318,35993,"Milwaukee County, Wisconsin",1138,3039,2947
"G5500870","2016","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",76356,72994,3362,"Outagamie County, Wisconsin",387,1103,1067
"G5500890","2016","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",37016,35417,1599,"Ozaukee County, Wisconsin",1068,1299,788
"G5500970","2016","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30610,28009,2601,"Portage County, Wisconsin",253,616,658
"G5501010","2016","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82374,75921,6453,"Racine County, Wisconsin",482,1566,1502
"G5501050","2016","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68513,63222,5291,"Rock County, Wisconsin",322,1247,1163
"G5501090","2016","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",35214,33460,1754,"St. Croix County, Wisconsin",129,941,924
"G5501170","2016","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",50606,47652,2954,"Sheboygan County, Wisconsin",293,943,918
"G5501270","2016","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",51906,40039,11867,"Walworth County, Wisconsin",282,1193,1199
"G5501310","2016","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",56125,53090,3035,"Washington County, Wisconsin",177,1040,1012
"G5501330","2016","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",164330,156503,7827,"Waukesha County, Wisconsin",541,1399,1222
"G5501390","2016","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",75111,69943,5168,"Winnebago County, Wisconsin",530,1442,1333
"G5501410","2016","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",34732,32749,1983,"Wood County, Wisconsin",204,735,717
"G5600210","2016","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",42287,38181,4106,"Laramie County, Wyoming",263,1341,1335
"G5600250","2016","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",36256,32059,4197,"Natrona County, Wyoming",408,1174,1100
"G7200130","2016","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",40997,32650,8347,"Arecibo Municipio, Puerto Rico",1070,1622,1297
"G7200210","2016","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",83428,70124,13304,"Bayamón Municipio, Puerto Rico",1437,2052,1608
"G7200250","2016","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",57614,48272,9342,"Caguas Municipio, Puerto Rico",1371,1866,1608
"G7200310","2016","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",77766,63447,14319,"Carolina Municipio, Puerto Rico",1166,1951,1668
"G7200610","2016","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",39685,33066,6619,"Guaynabo Municipio, Puerto Rico",1114,1606,1170
"G7200970","2016","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",40817,29138,11679,"Mayagüez Municipio, Puerto Rico",1055,1574,1564
"G7201130","2016","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",66922,52447,14475,"Ponce Municipio, Puerto Rico",1353,1623,1385
"G7201270","2016","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",192689,146719,45970,"San Juan Municipio, Puerto Rico",2662,3481,2970
"G7201350","2016","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25700,22394,3306,"Toa Alta Municipio, Puerto Rico",993,1246,830
"G7201370","2016","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",34937,28112,6825,"Toa Baja Municipio, Puerto Rico",1021,1357,1247
"G7201390","2016","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29330,24334,4996,"Trujillo Alto Municipio, Puerto Rico",961,1075,852
