GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G4803030","2018","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",129669,115686,13983,"Lubbock County, Texas",659,2429,2358
"G4803090","2018","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",102458,92158,10300,"McLennan County, Texas",660,1849,1789
"G4803290","2018","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",61872,57636,4236,"Midland County, Texas",317,1380,1323
"G4803390","2018","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",222600,202797,19803,"Montgomery County, Texas",366,3699,3698
"G4803470","2018","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",28482,23442,5040,"Nacogdoches County, Texas",730,1439,1187
"G4803550","2018","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",149961,129987,19974,"Nueces County, Texas",589,2590,2600
"G4803610","2018","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",37740,30047,7693,"Orange County, Texas",158,1564,1550
"G4803670","2018","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",50820,46238,4582,"Parker County, Texas",391,1403,1334
"G4803750","2018","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",50176,45550,4626,"Potter County, Texas",605,1413,1209
"G4803810","2018","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",55241,49457,5784,"Randall County, Texas",356,1304,1275
"G4803970","2018","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",35832,34590,1242,"Rockwall County, Texas",204,955,932
"G4804090","2018","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",28478,22202,6276,"San Patricio County, Texas",178,1518,1487
"G4804230","2018","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",91101,77330,13771,"Smith County, Texas",455,2129,2101
"G4804390","2018","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",779037,722473,56564,"Tarrant County, Texas",912,5537,5517
"G4804410","2018","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",57793,49811,7982,"Taylor County, Texas",520,1537,1612
"G4804510","2018","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",48619,43301,5318,"Tom Green County, Texas",858,1736,1387
"G4804530","2018","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",527786,486548,41238,"Travis County, Texas",2782,5582,4138
"G4804690","2018","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",37079,31918,5161,"Victoria County, Texas",286,1297,1294
"G4804710","2018","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",26408,22693,3715,"Walker County, Texas",1130,1371,1036
"G4804790","2018","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",84466,75300,9166,"Webb County, Texas",577,1538,1474
"G4804850","2018","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",56007,46757,9250,"Wichita County, Texas",1061,2038,1657
"G4804910","2018","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",198636,185345,13291,"Williamson County, Texas",282,2360,2306
"G4804970","2018","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",24925,22864,2061,"Wise County, Texas",338,782,758
"G4900050","2018","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",42242,39224,3018,"Cache County, Utah",305,1012,964
"G4900110","2018","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",110428,104462,5966,"Davis County, Utah",403,1731,1663
"G4900350","2018","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",403687,381831,21856,"Salt Lake County, Utah",794,2681,2545
"G4900450","2018","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",22463,20411,2052,"Tooele County, Utah",143,841,835
"G4900490","2018","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",180020,171117,8903,"Utah County, Utah",589,1597,1485
"G4900530","2018","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",71349,59863,11486,"Washington County, Utah",467,2283,2242
"G4900570","2018","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",93205,85615,7590,"Weber County, Utah",633,1753,1583
"G5000070","2018","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",70359,66095,4264,"Chittenden County, Vermont",367,1198,1147
"G5100030","2018","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",46081,41956,4125,"Albemarle County, Virginia",904,1269,1136
"G5100130","2018","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",116543,109940,6603,"Arlington County, Virginia",715,1822,1744
"G5100150","2018","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",32723,29783,2940,"Augusta County, Virginia",826,1272,1170
"G5100190","2018","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",37001,31271,5730,"Bedford County, Virginia",135,1286,1291
"G5100410","2018","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",132362,126748,5614,"Chesterfield County, Virginia",400,1556,1573
"G5100590","2018","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",415485,396628,18857,"Fairfax County, Virginia",661,2777,2702
"G5100610","2018","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",27150,25134,2016,"Fauquier County, Virginia",105,818,804
"G5100690","2018","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",34842,31551,3291,"Frederick County, Virginia",193,1173,1166
"G5100850","2018","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",41865,39929,1936,"Hanover County, Virginia",173,871,865
"G5100870","2018","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",138176,129408,8768,"Henrico County, Virginia",306,2025,1980
"G5100950","2018","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",33765,29849,3916,"James City County, Virginia",356,1736,1653
"G5101070","2018","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",136509,133417,3092,"Loudoun County, Virginia",871,1079,1111
"G5101210","2018","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",40710,34585,6125,"Montgomery County, Virginia",397,1619,1554
"G5101530","2018","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",150475,143861,6614,"Prince William County, Virginia",434,1657,1580
"G5101610","2018","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",41020,38061,2959,"Roanoke County, Virginia",324,1042,1016
"G5101650","2018","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",35844,31462,4382,"Rockingham County, Virginia",228,1026,996
"G5101770","2018","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",48147,45223,2924,"Spotsylvania County, Virginia",103,1001,989
"G5101790","2018","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",50458,48418,2040,"Stafford County, Virginia",422,923,883
"G5101990","2018","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",27908,24996,2912,"York County, Virginia",308,1038,992
"G5105100","2018","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",76527,71740,4787,"Alexandria city, Virginia",402,1543,1496
"G5105500","2018","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",91783,86122,5661,"Chesapeake city, Virginia",677,1667,1466
"G5106500","2018","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60096,54800,5296,"Hampton city, Virginia",437,1457,1382
"G5106800","2018","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32521,28500,4021,"Lynchburg city, Virginia",501,1191,1123
"G5107000","2018","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",78028,71291,6737,"Newport News city, Virginia",1096,1906,1501
"G5107100","2018","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",98218,89338,8880,"Norfolk city, Virginia",1322,1882,1437
"G5107400","2018","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40887,34578,6309,"Portsmouth city, Virginia",657,1559,1364
"G5107600","2018","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",101081,91359,9722,"Richmond city, Virginia",752,1702,1584
"G5107700","2018","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47009,41353,5656,"Roanoke city, Virginia",316,1515,1506
"G5108000","2018","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",37333,34890,2443,"Suffolk city, Virginia",101,939,927
"G5108100","2018","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",186134,172183,13951,"Virginia Beach city, Virginia",808,2346,2182
"G5300050","2018","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",77373,71921,5452,"Benton County, Washington",356,1765,1645
"G5300070","2018","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",38075,31587,6488,"Chelan County, Washington",298,1405,1396
"G5300090","2018","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",37331,33265,4066,"Clallam County, Washington",247,1090,1081
"G5300110","2018","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",186159,178980,7179,"Clark County, Washington",340,1642,1611
"G5300150","2018","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",44959,43279,1680,"Cowlitz County, Washington",372,861,834
"G5300210","2018","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",28659,27067,1592,"Franklin County, Washington",312,858,754
"G5300250","2018","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",37969,30806,7163,"Grant County, Washington",100,1705,1714
"G5300270","2018","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",36434,27674,8760,"Grays Harbor County, Washington",409,1615,1547
"G5300290","2018","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",42274,34572,7702,"Island County, Washington",300,1556,1483
"G5300330","2018","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",952597,897476,55121,"King County, Washington",1371,5960,5581
"G5300350","2018","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",113732,105411,8321,"Kitsap County, Washington",705,1928,1825
"G5300410","2018","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",35335,30327,5008,"Lewis County, Washington",354,1125,1100
"G5300450","2018","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",33685,25864,7821,"Mason County, Washington",326,1614,1632
"G5300530","2018","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",351009,328519,22490,"Pierce County, Washington",1729,3174,3004
"G5300570","2018","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",54451,48474,5977,"Skagit County, Washington",293,1107,1044
"G5300610","2018","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",313822,300215,13607,"Snohomish County, Washington",768,2038,1939
"G5300630","2018","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",219873,206191,13682,"Spokane County, Washington",1007,2700,2400
"G5300670","2018","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",117860,110713,7147,"Thurston County, Washington",609,1699,1645
"G5300730","2018","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",97867,87080,10787,"Whatcom County, Washington",431,2014,2018
"G5300770","2018","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",89129,83320,5809,"Yakima County, Washington",588,1615,1348
"G5400030","2018","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",49425,45800,3625,"Berkeley County, West Virginia",195,1196,1181
"G5400110","2018","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46324,38024,8300,"Cabell County, West Virginia",551,1475,1323
"G5400330","2018","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31765,26878,4887,"Harrison County, West Virginia",169,1056,1029
"G5400390","2018","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92334,78482,13852,"Kanawha County, West Virginia",402,2049,1983
"G5400610","2018","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",45069,40603,4466,"Monongalia County, West Virginia",585,1237,1206
"G5400810","2018","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",36167,31169,4998,"Raleigh County, West Virginia",400,1392,1396
"G5401070","2018","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40294,36064,4230,"Wood County, West Virginia",194,1022,1029
"G5500090","2018","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",110382,104470,5912,"Brown County, Wisconsin",568,1568,1405
"G5500250","2018","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",236932,226350,10582,"Dane County, Wisconsin",811,2321,2214
"G5500270","2018","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37912,35221,2691,"Dodge County, Wisconsin",394,877,785
"G5500350","2018","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",44400,40421,3979,"Eau Claire County, Wisconsin",365,1246,1191
"G5500390","2018","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",45361,41009,4352,"Fond du Lac County, Wisconsin",408,1123,1035
"G5500550","2018","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",36004,33180,2824,"Jefferson County, Wisconsin",360,1004,884
"G5500590","2018","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",70646,62950,7696,"Kenosha County, Wisconsin",450,1668,1542
"G5500630","2018","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",50573,47924,2649,"La Crosse County, Wisconsin",319,958,915
"G5500710","2018","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37578,35259,2319,"Manitowoc County, Wisconsin",210,747,722
"G5500730","2018","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",59706,56245,3461,"Marathon County, Wisconsin",320,1115,1077
"G5500790","2018","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",419585,384281,35304,"Milwaukee County, Wisconsin",1021,3000,2873
"G5500870","2018","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",77597,74603,2994,"Outagamie County, Wisconsin",364,1062,1039
"G5500890","2018","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",37783,36261,1522,"Ozaukee County, Wisconsin",386,897,824
"G5500970","2018","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",31129,29193,1936,"Portage County, Wisconsin",252,567,512
"G5501010","2018","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82908,76808,6100,"Racine County, Wisconsin",673,1706,1603
"G5501050","2018","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",69235,64632,4603,"Rock County, Wisconsin",154,1246,1236
"G5501090","2018","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",36308,34422,1886,"St. Croix County, Wisconsin",127,895,869
"G5501170","2018","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",51352,46308,5044,"Sheboygan County, Wisconsin",296,1297,1219
"G5501270","2018","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",52653,40864,11789,"Walworth County, Wisconsin",247,1419,1372
"G5501310","2018","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",57201,55488,1713,"Washington County, Wisconsin",187,825,813
"G5501330","2018","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",166662,158368,8294,"Waukesha County, Wisconsin",479,1823,1699
"G5501390","2018","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",76015,71332,4683,"Winnebago County, Wisconsin",625,1395,1360
"G5501410","2018","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",35186,32274,2912,"Wood County, Wisconsin",214,955,924
"G5600210","2018","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",43892,39678,4214,"Laramie County, Wyoming",200,1342,1342
"G5600250","2018","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",37181,32240,4941,"Natrona County, Wyoming",276,1234,1180
"G7200130","2018","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41064,30206,10858,"Arecibo Municipio, Puerto Rico",1262,1651,1232
"G7200210","2018","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",82901,64932,17969,"Bayamón Municipio, Puerto Rico",1939,1973,1765
"G7200250","2018","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",56612,47374,9238,"Caguas Municipio, Puerto Rico",1490,1611,1448
"G7200310","2018","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",76568,61313,15255,"Carolina Municipio, Puerto Rico",1568,2117,2016
"G7200610","2018","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",40082,27857,12225,"Guaynabo Municipio, Puerto Rico",1417,1698,1346
"G7200970","2018","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",39901,30909,8992,"Mayagüez Municipio, Puerto Rico",1065,1411,1161
"G7201130","2018","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",65299,53450,11849,"Ponce Municipio, Puerto Rico",1787,1675,1327
"G7201270","2018","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",190579,147267,43312,"San Juan Municipio, Puerto Rico",2455,3135,2433
"G7201350","2018","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",26421,21511,4910,"Toa Alta Municipio, Puerto Rico",1187,1424,919
"G7201370","2018","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",34796,26085,8711,"Toa Baja Municipio, Puerto Rico",1156,1644,1448
"G7201390","2018","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29294,23195,6099,"Trujillo Alto Municipio, Puerto Rico",1128,1373,1161
