GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMUEE001,AMUEE002,AMUEE003,NAME_M,AMUEM001,AMUEM002,AMUEM003
"G4500290","2016-2020","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029",,,"Colleton County, South Carolina",20200,15281,4919,"Colleton County, South Carolina",78,445,448
"G4500310","2016-2020","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031",,,"Darlington County, South Carolina",30895,26117,4778,"Darlington County, South Carolina",107,467,474
"G4500330","2016-2020","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033",,,"Dillon County, South Carolina",13808,11147,2661,"Dillon County, South Carolina",57,355,343
"G4500350","2016-2020","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035",,,"Dorchester County, South Carolina",61445,56939,4506,"Dorchester County, South Carolina",125,545,547
"G4500370","2016-2020","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037",,,"Edgefield County, South Carolina",11060,9171,1889,"Edgefield County, South Carolina",150,333,290
"G4500390","2016-2020","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039",,,"Fairfield County, South Carolina",11958,9315,2643,"Fairfield County, South Carolina",990,1058,323
"G4500410","2016-2020","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041",,,"Florence County, South Carolina",61353,52880,8473,"Florence County, South Carolina",146,685,679
"G4500430","2016-2020","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043",,,"Georgetown County, South Carolina",35655,25758,9897,"Georgetown County, South Carolina",116,677,672
"G4500450","2016-2020","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045",,,"Greenville County, South Carolina",214785,198015,16770,"Greenville County, South Carolina",295,955,933
"G4500470","2016-2020","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047",,,"Greenwood County, South Carolina",31549,27977,3572,"Greenwood County, South Carolina",166,479,432
"G4500490","2016-2020","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049",,,"Hampton County, South Carolina",9198,6893,2305,"Hampton County, South Carolina",183,364,287
"G4500510","2016-2020","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051",,,"Horry County, South Carolina",210354,136219,74135,"Horry County, South Carolina",254,1772,1745
"G4500530","2016-2020","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053",,,"Jasper County, South Carolina",12234,10724,1510,"Jasper County, South Carolina",50,367,367
"G4500550","2016-2020","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055",,,"Kershaw County, South Carolina",29444,25293,4151,"Kershaw County, South Carolina",73,449,458
"G4500570","2016-2020","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057",,,"Lancaster County, South Carolina",38529,35228,3301,"Lancaster County, South Carolina",115,565,564
"G4500590","2016-2020","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059",,,"Laurens County, South Carolina",31469,25555,5914,"Laurens County, South Carolina",168,555,536
"G4500610","2016-2020","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061",,,"Lee County, South Carolina",7785,6455,1330,"Lee County, South Carolina",135,227,191
"G4500630","2016-2020","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063",,,"Lexington County, South Carolina",126241,115220,11021,"Lexington County, South Carolina",173,748,683
"G4500650","2016-2020","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065",,,"McCormick County, South Carolina",5669,3984,1685,"McCormick County, South Carolina",78,203,190
"G4500670","2016-2020","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067",,,"Marion County, South Carolina",15051,11282,3769,"Marion County, South Carolina",46,449,448
"G4500690","2016-2020","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069",,,"Marlboro County, South Carolina",12058,9384,2674,"Marlboro County, South Carolina",193,438,350
"G4500710","2016-2020","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071",,,"Newberry County, South Carolina",18363,14976,3387,"Newberry County, South Carolina",93,418,402
"G4500730","2016-2020","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073",,,"Oconee County, South Carolina",40774,32440,8334,"Oconee County, South Carolina",92,604,600
"G4500750","2016-2020","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075",,,"Orangeburg County, South Carolina",42856,33629,9227,"Orangeburg County, South Carolina",222,669,652
"G4500770","2016-2020","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077",,,"Pickens County, South Carolina",54939,48522,6417,"Pickens County, South Carolina",221,755,695
"G4500790","2016-2020","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079",,,"Richland County, South Carolina",175052,155478,19574,"Richland County, South Carolina",460,1288,1139
"G4500810","2016-2020","SC",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45081",,,"Saluda County, South Carolina",9470,7360,2110,"Saluda County, South Carolina",53,239,233
"G4500830","2016-2020","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45083",,,"Spartanburg County, South Carolina",131725,118788,12937,"Spartanburg County, South Carolina",239,1117,1032
"G4500850","2016-2020","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45085",,,"Sumter County, South Carolina",48383,41704,6679,"Sumter County, South Carolina",224,644,616
"G4500870","2016-2020","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087",,,"Union County, South Carolina",14118,11707,2411,"Union County, South Carolina",93,301,301
"G4500890","2016-2020","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089",,,"Williamsburg County, South Carolina",15543,12705,2838,"Williamsburg County, South Carolina",150,380,342
"G4500910","2016-2020","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091",,,"York County, South Carolina",109967,103582,6385,"York County, South Carolina",145,674,679
"G4600030","2016-2020","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003",,,"Aurora County, South Dakota",1307,1124,183,"Aurora County, South Dakota",104,114,51
"G4600050","2016-2020","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005",,,"Beadle County, South Dakota",8544,7684,860,"Beadle County, South Dakota",123,191,172
"G4600070","2016-2020","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007",,,"Bennett County, South Dakota",1248,1036,212,"Bennett County, South Dakota",88,89,44
"G4600090","2016-2020","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009",,,"Bon Homme County, South Dakota",2969,2556,413,"Bon Homme County, South Dakota",105,126,106
"G4600110","2016-2020","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011",,,"Brookings County, South Dakota",14756,13364,1392,"Brookings County, South Dakota",131,314,282
"G4600130","2016-2020","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013",,,"Brown County, South Dakota",18098,16245,1853,"Brown County, South Dakota",148,361,340
"G4600150","2016-2020","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015",,,"Brule County, South Dakota",2572,2228,344,"Brule County, South Dakota",122,141,91
"G4600170","2016-2020","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017",,,"Buffalo County, South Dakota",641,540,101,"Buffalo County, South Dakota",52,51,26
"G4600190","2016-2020","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019",,,"Butte County, South Dakota",4884,4179,705,"Butte County, South Dakota",41,197,186
"G4600210","2016-2020","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021",,,"Campbell County, South Dakota",1015,699,316,"Campbell County, South Dakota",62,64,48
"G4600230","2016-2020","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023",,,"Charles Mix County, South Dakota",3912,3149,763,"Charles Mix County, South Dakota",25,86,81
"G4600250","2016-2020","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025",,,"Clark County, South Dakota",1838,1584,254,"Clark County, South Dakota",27,67,66
"G4600270","2016-2020","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027",,,"Clay County, South Dakota",6114,5259,855,"Clay County, South Dakota",132,273,246
"G4600290","2016-2020","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029",,,"Codington County, South Dakota",13222,12090,1132,"Codington County, South Dakota",71,295,288
"G4600310","2016-2020","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031",,,"Corson County, South Dakota",1539,1205,334,"Corson County, South Dakota",21,41,32
"G4600330","2016-2020","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033",,,"Custer County, South Dakota",5294,3893,1401,"Custer County, South Dakota",77,265,262
"G4600350","2016-2020","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035",,,"Davison County, South Dakota",9550,8651,899,"Davison County, South Dakota",139,260,249
"G4600370","2016-2020","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037",,,"Day County, South Dakota",3808,2568,1240,"Day County, South Dakota",35,92,87
"G4600390","2016-2020","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039",,,"Deuel County, South Dakota",2212,1777,435,"Deuel County, South Dakota",32,97,93
"G4600410","2016-2020","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041",,,"Dewey County, South Dakota",2043,1731,312,"Dewey County, South Dakota",40,63,48
"G4600430","2016-2020","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043",,,"Douglas County, South Dakota",1467,1203,264,"Douglas County, South Dakota",43,66,65
"G4600450","2016-2020","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045",,,"Edmunds County, South Dakota",2057,1550,507,"Edmunds County, South Dakota",74,85,74
"G4600470","2016-2020","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047",,,"Fall River County, South Dakota",4227,3138,1089,"Fall River County, South Dakota",75,188,167
"G4600490","2016-2020","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049",,,"Faulk County, South Dakota",1235,920,315,"Faulk County, South Dakota",91,87,57
"G4600510","2016-2020","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051",,,"Grant County, South Dakota",3603,3148,455,"Grant County, South Dakota",100,185,171
"G4600530","2016-2020","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053",,,"Gregory County, South Dakota",2555,1832,723,"Gregory County, South Dakota",50,79,77
"G4600550","2016-2020","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055",,,"Haakon County, South Dakota",1035,758,277,"Haakon County, South Dakota",81,67,67
"G4600570","2016-2020","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057",,,"Hamlin County, South Dakota",2920,2242,678,"Hamlin County, South Dakota",99,128,82
"G4600590","2016-2020","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059",,,"Hand County, South Dakota",1795,1426,369,"Hand County, South Dakota",71,91,78
"G4600610","2016-2020","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061",,,"Hanson County, South Dakota",1210,1039,171,"Hanson County, South Dakota",15,54,47
"G4600630","2016-2020","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063",,,"Harding County, South Dakota",711,516,195,"Harding County, South Dakota",60,61,43
"G4600650","2016-2020","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065",,,"Hughes County, South Dakota",8041,7475,566,"Hughes County, South Dakota",129,222,194
"G4600670","2016-2020","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067",,,"Hutchinson County, South Dakota",3399,2977,422,"Hutchinson County, South Dakota",44,93,85
"G4600690","2016-2020","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069",,,"Hyde County, South Dakota",768,616,152,"Hyde County, South Dakota",66,58,49
"G4600710","2016-2020","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071",,,"Jackson County, South Dakota",1237,815,422,"Jackson County, South Dakota",81,87,62
"G4600730","2016-2020","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073",,,"Jerauld County, South Dakota",1148,940,208,"Jerauld County, South Dakota",74,60,67
"G4600750","2016-2020","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075",,,"Jones County, South Dakota",582,419,163,"Jones County, South Dakota",58,50,42
"G4600770","2016-2020","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077",,,"Kingsbury County, South Dakota",2798,2172,626,"Kingsbury County, South Dakota",60,95,84
"G4600790","2016-2020","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079",,,"Lake County, South Dakota",5824,4712,1112,"Lake County, South Dakota",79,187,178
"G4600810","2016-2020","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081",,,"Lawrence County, South Dakota",14206,11250,2956,"Lawrence County, South Dakota",155,370,347
"G4600830","2016-2020","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083",,,"Lincoln County, South Dakota",20993,20341,652,"Lincoln County, South Dakota",114,224,184
"G4600850","2016-2020","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085",,,"Lyman County, South Dakota",1741,1393,348,"Lyman County, South Dakota",30,79,72
"G4600870","2016-2020","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087",,,"McCook County, South Dakota",2539,2206,333,"McCook County, South Dakota",138,148,76
"G4600890","2016-2020","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089",,,"McPherson County, South Dakota",1412,996,416,"McPherson County, South Dakota",66,85,71
"G4600910","2016-2020","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091",,,"Marshall County, South Dakota",2647,1898,749,"Marshall County, South Dakota",33,109,106
"G4600930","2016-2020","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093",,,"Meade County, South Dakota",12224,11142,1082,"Meade County, South Dakota",114,248,276
"G4600950","2016-2020","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095",,,"Mellette County, South Dakota",834,675,159,"Mellette County, South Dakota",55,48,46
"G4600970","2016-2020","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097",,,"Miner County, South Dakota",1366,963,403,"Miner County, South Dakota",65,65,68
"G4600990","2016-2020","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099",,,"Minnehaha County, South Dakota",83607,78453,5154,"Minnehaha County, South Dakota",324,669,549
"G4601010","2016-2020","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101",,,"Moody County, South Dakota",2895,2608,287,"Moody County, South Dakota",141,174,93
"G4601020","2016-2020","SD",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46102",,,"Oglala Lakota County, South Dakota",3647,2813,834,"Oglala Lakota County, South Dakota",36,137,124
"G4601030","2016-2020","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103",,,"Pennington County, South Dakota",49218,43947,5271,"Pennington County, South Dakota",251,644,550
"G4601050","2016-2020","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105",,,"Perkins County, South Dakota",1789,1329,460,"Perkins County, South Dakota",70,91,72
"G4601070","2016-2020","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107",,,"Potter County, South Dakota",1591,997,594,"Potter County, South Dakota",59,85,71
"G4601090","2016-2020","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109",,,"Roberts County, South Dakota",5088,3889,1199,"Roberts County, South Dakota",55,113,101
"G4601110","2016-2020","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111",,,"Sanborn County, South Dakota",1198,987,211,"Sanborn County, South Dakota",63,68,47
"G4601150","2016-2020","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115",,,"Spink County, South Dakota",3263,2599,664,"Spink County, South Dakota",44,101,96
"G4601170","2016-2020","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117",,,"Stanley County, South Dakota",1614,1443,171,"Stanley County, South Dakota",74,95,80
"G4601190","2016-2020","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119",,,"Sully County, South Dakota",851,591,260,"Sully County, South Dakota",56,64,56
"G4601210","2016-2020","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121",,,"Todd County, South Dakota",3182,2674,508,"Todd County, South Dakota",35,103,98
"G4601230","2016-2020","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123",,,"Tripp County, South Dakota",3105,2234,871,"Tripp County, South Dakota",46,151,140
"G4601250","2016-2020","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125",,,"Turner County, South Dakota",4043,3530,513,"Turner County, South Dakota",58,97,80
"G4601270","2016-2020","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127",,,"Union County, South Dakota",7267,6864,403,"Union County, South Dakota",41,147,142
"G4601290","2016-2020","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129",,,"Walworth County, South Dakota",3074,2263,811,"Walworth County, South Dakota",188,240,116
"G4601350","2016-2020","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135",,,"Yankton County, South Dakota",10237,9558,679,"Yankton County, South Dakota",316,354,178
"G4601370","2016-2020","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137",,,"Ziebach County, South Dakota",1008,775,233,"Ziebach County, South Dakota",17,33,28
"G4700010","2016-2020","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001",,,"Anderson County, Tennessee",35057,30886,4171,"Anderson County, Tennessee",172,555,538
"G4700030","2016-2020","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003",,,"Bedford County, Tennessee",19345,17490,1855,"Bedford County, Tennessee",85,394,399
"G4700050","2016-2020","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005",,,"Benton County, Tennessee",9158,6770,2388,"Benton County, Tennessee",47,268,269
"G4700070","2016-2020","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007",,,"Bledsoe County, Tennessee",5771,4822,949,"Bledsoe County, Tennessee",67,205,189
"G4700090","2016-2020","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009",,,"Blount County, Tennessee",58320,51274,7046,"Blount County, Tennessee",146,785,768
"G4700110","2016-2020","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011",,,"Bradley County, Tennessee",44149,40730,3419,"Bradley County, Tennessee",178,477,426
"G4700130","2016-2020","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013",,,"Campbell County, Tennessee",21207,16461,4746,"Campbell County, Tennessee",117,383,396
"G4700150","2016-2020","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015",,,"Cannon County, Tennessee",6165,5579,586,"Cannon County, Tennessee",66,177,165
"G4700170","2016-2020","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017",,,"Carroll County, Tennessee",13256,10993,2263,"Carroll County, Tennessee",82,327,335
"G4700190","2016-2020","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019",,,"Carter County, Tennessee",28236,23993,4243,"Carter County, Tennessee",154,486,433
"G4700210","2016-2020","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021",,,"Cheatham County, Tennessee",16459,15317,1142,"Cheatham County, Tennessee",87,296,264
"G4700230","2016-2020","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023",,,"Chester County, Tennessee",7166,5992,1174,"Chester County, Tennessee",123,274,243
"G4700250","2016-2020","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025",,,"Claiborne County, Tennessee",15539,13561,1978,"Claiborne County, Tennessee",115,340,334
"G4700270","2016-2020","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027",,,"Clay County, Tennessee",4367,3176,1191,"Clay County, Tennessee",45,175,186
"G4700290","2016-2020","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029",,,"Cocke County, Tennessee",17640,14171,3469,"Cocke County, Tennessee",39,442,437
"G4700310","2016-2020","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031",,,"Coffee County, Tennessee",24272,22034,2238,"Coffee County, Tennessee",86,353,340
"G4700330","2016-2020","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033",,,"Crockett County, Tennessee",6427,5653,774,"Crockett County, Tennessee",69,156,140
"G4700350","2016-2020","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035",,,"Cumberland County, Tennessee",30081,26389,3692,"Cumberland County, Tennessee",86,532,520
"G4700370","2016-2020","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037",,,"Davidson County, Tennessee",319739,289191,30548,"Davidson County, Tennessee",445,1394,1422
"G4700390","2016-2020","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039",,,"Decatur County, Tennessee",6929,4637,2292,"Decatur County, Tennessee",61,258,252
"G4700410","2016-2020","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041",,,"DeKalb County, Tennessee",9686,7782,1904,"DeKalb County, Tennessee",43,268,272
"G4700430","2016-2020","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043",,,"Dickson County, Tennessee",22097,19559,2538,"Dickson County, Tennessee",90,321,324
"G4700450","2016-2020","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045",,,"Dyer County, Tennessee",16933,15271,1662,"Dyer County, Tennessee",75,339,346
"G4700470","2016-2020","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047",,,"Fayette County, Tennessee",17436,16040,1396,"Fayette County, Tennessee",92,333,324
