GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MDGE001,MDGE002,MDGE003,NAME_M,MDGM001,MDGM002,MDGM003
"G4804530","2011","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",447125,410683,36442,"Travis County, Texas",1007,4692,4548
"G4804690","2011","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",35536,32489,3047,"Victoria County, Texas",265,958,919
"G4804710","2011","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",24165,20400,3765,"Walker County, Texas",1850,2033,972
"G4804790","2011","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",74536,67463,7073,"Webb County, Texas",550,1630,1540
"G4804850","2011","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",55565,45805,9760,"Wichita County, Texas",1091,1976,1568
"G4804910","2011","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",168523,156738,11785,"Williamson County, Texas",474,3486,3467
"G4900050","2011","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",37544,35306,2238,"Cache County, Utah",410,810,781
"G4900110","2011","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",98849,95981,2868,"Davis County, Utah",167,1096,1091
"G4900350","2011","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",368816,346530,22286,"Salt Lake County, Utah",726,3316,3122
"G4900490","2011","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",150723,143178,7545,"Utah County, Utah",546,1822,1673
"G4900530","2011","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",58392,46216,12176,"Washington County, Utah",243,2305,2279
"G4900570","2011","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",87037,79548,7489,"Weber County, Utah",590,1595,1573
"G5000070","2011","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",66339,62328,4011,"Chittenden County, Vermont",362,1333,1245
"G5100030","2011","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",42468,37395,5073,"Albemarle County, Virginia",673,1618,1474
"G5100130","2011","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",106720,91386,15334,"Arlington County, Virginia",417,3535,3484
"G5100150","2011","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",31664,28445,3219,"Augusta County, Virginia",1011,1632,1288
"G5100190","2011","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",31569,25858,5711,"Bedford County, Virginia",1024,1188,1261
"G5100410","2011","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",123683,110729,12954,"Chesterfield County, Virginia",351,2159,2159
"G5100590","2011","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",410080,391386,18694,"Fairfax County, Virginia",532,3097,3019
"G5100610","2011","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",26115,22895,3220,"Fauquier County, Virginia",727,1154,1053
"G5100690","2011","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",31768,28572,3196,"Frederick County, Virginia",308,1240,1223
"G5100850","2011","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",38626,36328,2298,"Hanover County, Virginia",227,1056,979
"G5100870","2011","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",133777,123503,10274,"Henrico County, Virginia",360,2025,2029
"G5100950","2011","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",30282,26944,3338,"James City County, Virginia",199,1396,1408
"G5101070","2011","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",112207,106492,5715,"Loudoun County, Virginia",213,2161,2144
"G5101210","2011","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",38987,33946,5041,"Montgomery County, Virginia",692,1512,1446
"G5101530","2011","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",139172,131840,7332,"Prince William County, Virginia",405,1958,1914
"G5101610","2011","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",40115,37931,2184,"Roanoke County, Virginia",292,1000,971
"G5101650","2011","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",34142,28734,5408,"Rockingham County, Virginia",195,1263,1271
"G5101770","2011","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",45408,42896,2512,"Spotsylvania County, Virginia",124,1225,1227
"G5101790","2011","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",44494,42033,2461,"Stafford County, Virginia",403,1019,948
"G5101990","2011","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",26043,23436,2607,"York County, Virginia",901,1171,1009
"G5105100","2011","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",72713,64723,7990,"Alexandria city, Virginia",284,2105,2068
"G5105500","2011","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",83979,78004,5975,"Chesapeake city, Virginia",823,1928,1631
"G5106500","2011","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60124,51006,9118,"Hampton city, Virginia",366,2026,1974
"G5106800","2011","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32504,29648,2856,"Lynchburg city, Virginia",1109,1213,938
"G5107000","2011","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",76137,66533,9604,"Newport News city, Virginia",874,2424,2049
"G5107100","2011","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",95021,86480,8541,"Norfolk city, Virginia",2263,2758,1492
"G5107400","2011","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40481,36207,4274,"Portsmouth city, Virginia",549,1115,936
"G5107600","2011","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",98972,84355,14617,"Richmond city, Virginia",1010,2003,1729
"G5107700","2011","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47560,41267,6293,"Roanoke city, Virginia",466,1464,1524
"G5108000","2011","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",33393,30199,3194,"Suffolk city, Virginia",278,1129,1079
"G5108100","2011","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",179263,162521,16742,"Virginia Beach city, Virginia",975,2517,2282
"G5300050","2011","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",69588,65598,3990,"Benton County, Washington",408,1513,1467
"G5300070","2011","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",35869,26943,8926,"Chelan County, Washington",234,1524,1568
"G5300090","2011","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",35831,31458,4373,"Clallam County, Washington",212,1295,1267
"G5300110","2011","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",168435,160304,8131,"Clark County, Washington",349,1897,1864
"G5300150","2011","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",43613,40659,2954,"Cowlitz County, Washington",261,999,967
"G5300210","2011","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",25118,23332,1786,"Franklin County, Washington",265,838,776
"G5300250","2011","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",35478,31009,4469,"Grant County, Washington",121,1081,1095
"G5300270","2011","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",35270,25619,9651,"Grays Harbor County, Washington",509,1938,1853
"G5300290","2011","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",40725,32932,7793,"Island County, Washington",437,1369,1357
"G5300330","2011","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",854705,797665,57040,"King County, Washington",1227,4906,4653
"G5300350","2011","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",108371,100688,7683,"Kitsap County, Washington",1258,2013,1674
"G5300410","2011","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",34395,29829,4566,"Lewis County, Washington",263,1105,1070
"G5300530","2011","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",327251,298160,29091,"Pierce County, Washington",1112,3877,3696
"G5300570","2011","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",51940,45801,6139,"Skagit County, Washington",256,1390,1334
"G5300610","2011","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",289170,268449,20721,"Snohomish County, Washington",707,2956,2882
"G5300630","2011","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",203173,187360,15813,"Spokane County, Washington",1044,2799,2752
"G5300670","2011","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",109944,101970,7974,"Thurston County, Washington",603,2132,1987
"G5300730","2011","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",91276,79958,11318,"Whatcom County, Washington",422,2211,2189
"G5300770","2011","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",85905,80071,5834,"Yakima County, Washington",326,1626,1547
"G5400030","2011","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",45202,39569,5633,"Berkeley County, West Virginia",435,1618,1611
"G5400110","2011","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46129,39053,7076,"Cabell County, West Virginia",445,1223,1189
"G5400330","2011","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31332,26713,4619,"Harrison County, West Virginia",117,1164,1154
"G5400390","2011","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92187,81094,11093,"Kanawha County, West Virginia",361,1874,1761
"G5400610","2011","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",43866,35029,8837,"Monongalia County, West Virginia",572,1766,1719
"G5400810","2011","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",35914,32121,3793,"Raleigh County, West Virginia",447,1253,1155
"G5401070","2011","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40141,34923,5218,"Wood County, West Virginia",204,1108,1100
"G5500090","2011","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",105027,98471,6556,"Brown County, Wisconsin",743,1877,1712
"G5500250","2011","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",217239,206024,11215,"Dane County, Wisconsin",959,2374,2284
"G5500270","2011","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37007,32762,4245,"Dodge County, Wisconsin",403,985,911
"G5500350","2011","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",42312,40053,2259,"Eau Claire County, Wisconsin",416,872,850
"G5500390","2011","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",44107,41277,2830,"Fond du Lac County, Wisconsin",684,806,931
"G5500550","2011","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35342,32457,2885,"Jefferson County, Wisconsin",726,1082,887
"G5500590","2011","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",69489,61072,8417,"Kenosha County, Wisconsin",352,1766,1782
"G5500630","2011","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",48687,45705,2982,"La Crosse County, Wisconsin",353,1114,1029
"G5500710","2011","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37228,34029,3199,"Manitowoc County, Wisconsin",179,912,903
"G5500730","2011","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",57874,53343,4531,"Marathon County, Wisconsin",356,1203,1165
"G5500790","2011","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",418958,376552,42406,"Milwaukee County, Wisconsin",910,2865,2765
"G5500870","2011","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",73543,68937,4606,"Outagamie County, Wisconsin",350,1175,1149
"G5500890","2011","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",36432,33994,2438,"Ozaukee County, Wisconsin",243,1014,1005
"G5500970","2011","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30223,27479,2744,"Portage County, Wisconsin",245,788,780
"G5501010","2011","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82452,75903,6549,"Racine County, Wisconsin",654,1720,1512
"G5501050","2011","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68483,63615,4868,"Rock County, Wisconsin",287,1293,1267
"G5501090","2011","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",34076,31005,3071,"St. Croix County, Wisconsin",162,1391,1376
"G5501170","2011","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",50838,45977,4861,"Sheboygan County, Wisconsin",279,1234,1310
"G5501270","2011","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",51726,39012,12714,"Walworth County, Wisconsin",310,1751,1725
"G5501310","2011","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",54944,51755,3189,"Washington County, Wisconsin",284,1132,1064
"G5501330","2011","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",161523,152806,8717,"Waukesha County, Wisconsin",442,1886,1860
"G5501390","2011","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",73737,68069,5668,"Winnebago County, Wisconsin",626,1461,1226
"G5501410","2011","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",34199,32045,2154,"Wood County, Wisconsin",193,898,873
"G5600210","2011","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",41095,37687,3408,"Laramie County, Wyoming",202,1306,1274
"G5600250","2011","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",34410,30158,4252,"Natrona County, Wyoming",189,1219,1201
"G7200130","2011","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41541,33444,8097,"Arecibo Municipio, Puerto Rico",1212,1698,1236
"G7200210","2011","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",84787,72305,12482,"Bayamón Municipio, Puerto Rico",1205,1978,1497
"G7200250","2011","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",57769,49636,8133,"Caguas Municipio, Puerto Rico",1343,1678,1328
"G7200310","2011","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",77506,64554,12952,"Carolina Municipio, Puerto Rico",1460,1947,1591
"G7200610","2011","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",39663,34648,5015,"Guaynabo Municipio, Puerto Rico",1077,1359,852
"G7200970","2011","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",42555,31168,11387,"Mayagüez Municipio, Puerto Rico",852,1177,1190
"G7201130","2011","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",67432,56625,10807,"Ponce Municipio, Puerto Rico",1147,1873,1374
"G7201270","2011","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",189489,144994,44495,"San Juan Municipio, Puerto Rico",1833,3107,2687
"G7201350","2011","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25703,23402,2301,"Toa Alta Municipio, Puerto Rico",1146,1309,816
"G7201370","2011","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",35541,31178,4363,"Toa Baja Municipio, Puerto Rico",926,1169,840
"G7201390","2011","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29164,25834,3330,"Trujillo Alto Municipio, Puerto Rico",972,1276,967
