GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G7200170","2006-2010","PR",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72017",,,"Barceloneta Municipio, Puerto Rico",9390,8020,1370,"Barceloneta Municipio, Puerto Rico",335,366,195
"G7200190","2006-2010","PR",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72019",,,"Barranquitas Municipio, Puerto Rico",10097,9033,1064,"Barranquitas Municipio, Puerto Rico",158,241,195
"G7200210","2006-2010","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72021",,,"Bayamón Municipio, Puerto Rico",81356,72259,9097,"Bayamón Municipio, Puerto Rico",382,636,519
"G7200230","2006-2010","PR",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72023",,,"Cabo Rojo Municipio, Puerto Rico",26079,15997,10082,"Cabo Rojo Municipio, Puerto Rico",232,475,499
"G7200250","2006-2010","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72025",,,"Caguas Municipio, Puerto Rico",53877,48008,5869,"Caguas Municipio, Puerto Rico",385,592,437
"G7200270","2006-2010","PR",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72027",,,"Camuy Municipio, Puerto Rico",12924,10702,2222,"Camuy Municipio, Puerto Rico",161,270,262
"G7200290","2006-2010","PR",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72029",,,"Canóvanas Municipio, Puerto Rico",16261,13837,2424,"Canóvanas Municipio, Puerto Rico",250,349,272
"G7200310","2006-2010","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72031",,,"Carolina Municipio, Puerto Rico",72964,61436,11528,"Carolina Municipio, Puerto Rico",403,722,624
"G7200330","2006-2010","PR",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72033",,,"Cataño Municipio, Puerto Rico",10452,9486,966,"Cataño Municipio, Puerto Rico",135,220,185
"G7200350","2006-2010","PR",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72035",,,"Cayey Municipio, Puerto Rico",18227,15760,2467,"Cayey Municipio, Puerto Rico",243,344,281
"G7200370","2006-2010","PR",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72037",,,"Ceiba Municipio, Puerto Rico",7614,4649,2965,"Ceiba Municipio, Puerto Rico",132,201,222
"G7200390","2006-2010","PR",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72039",,,"Ciales Municipio, Puerto Rico",6869,5736,1133,"Ciales Municipio, Puerto Rico",114,152,146
"G7200410","2006-2010","PR",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72041",,,"Cidra Municipio, Puerto Rico",15090,13507,1583,"Cidra Municipio, Puerto Rico",194,259,235
"G7200430","2006-2010","PR",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72043",,,"Coamo Municipio, Puerto Rico",14260,12692,1568,"Coamo Municipio, Puerto Rico",155,245,202
"G7200450","2006-2010","PR",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72045",,,"Comerío Municipio, Puerto Rico",7551,6459,1092,"Comerío Municipio, Puerto Rico",144,218,171
"G7200470","2006-2010","PR",,,"Puerto Rico","72","Corozal Municipio","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72047",,,"Corozal Municipio, Puerto Rico",12412,10872,1540,"Corozal Municipio, Puerto Rico",187,276,236
"G7200490","2006-2010","PR",,,"Puerto Rico","72","Culebra Municipio","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72049",,,"Culebra Municipio, Puerto Rico",1108,590,518,"Culebra Municipio, Puerto Rico",100,91,68
"G7200510","2006-2010","PR",,,"Puerto Rico","72","Dorado Municipio","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72051",,,"Dorado Municipio, Puerto Rico",14935,12082,2853,"Dorado Municipio, Puerto Rico",167,321,287
"G7200530","2006-2010","PR",,,"Puerto Rico","72","Fajardo Municipio","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72053",,,"Fajardo Municipio, Puerto Rico",17699,13003,4696,"Fajardo Municipio, Puerto Rico",235,392,342
"G7200540","2006-2010","PR",,,"Puerto Rico","72","Florida Municipio","054",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72054",,,"Florida Municipio, Puerto Rico",4737,3967,770,"Florida Municipio, Puerto Rico",105,166,140
"G7200550","2006-2010","PR",,,"Puerto Rico","72","Guánica Municipio","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72055",,,"Guánica Municipio, Puerto Rico",8872,6432,2440,"Guánica Municipio, Puerto Rico",110,273,281
"G7200570","2006-2010","PR",,,"Puerto Rico","72","Guayama Municipio","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72057",,,"Guayama Municipio, Puerto Rico",17972,14736,3236,"Guayama Municipio, Puerto Rico",243,396,305
"G7200590","2006-2010","PR",,,"Puerto Rico","72","Guayanilla Municipio","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72059",,,"Guayanilla Municipio, Puerto Rico",8116,6630,1486,"Guayanilla Municipio, Puerto Rico",131,223,208
"G7200610","2006-2010","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72061",,,"Guaynabo Municipio, Puerto Rico",38826,34735,4091,"Guaynabo Municipio, Puerto Rico",653,695,367
"G7200630","2006-2010","PR",,,"Puerto Rico","72","Gurabo Municipio","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72063",,,"Gurabo Municipio, Puerto Rico",15023,12818,2205,"Gurabo Municipio, Puerto Rico",269,306,254
"G7200650","2006-2010","PR",,,"Puerto Rico","72","Hatillo Municipio","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72065",,,"Hatillo Municipio, Puerto Rico",15038,12821,2217,"Hatillo Municipio, Puerto Rico",159,320,294
"G7200670","2006-2010","PR",,,"Puerto Rico","72","Hormigueros Municipio","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72067",,,"Hormigueros Municipio, Puerto Rico",7264,6197,1067,"Hormigueros Municipio, Puerto Rico",113,220,200
"G7200690","2006-2010","PR",,,"Puerto Rico","72","Humacao Municipio","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72069",,,"Humacao Municipio, Puerto Rico",24727,18764,5963,"Humacao Municipio, Puerto Rico",231,461,442
"G7200710","2006-2010","PR",,,"Puerto Rico","72","Isabela Municipio","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72071",,,"Isabela Municipio, Puerto Rico",18186,14721,3465,"Isabela Municipio, Puerto Rico",250,369,347
"G7200730","2006-2010","PR",,,"Puerto Rico","72","Jayuya Municipio","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72073",,,"Jayuya Municipio, Puerto Rico",5595,4721,874,"Jayuya Municipio, Puerto Rico",128,210,179
"G7200750","2006-2010","PR",,,"Puerto Rico","72","Juana Díaz Municipio","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72075",,,"Juana Díaz Municipio, Puerto Rico",17776,15466,2310,"Juana Díaz Municipio, Puerto Rico",284,398,271
"G7200770","2006-2010","PR",,,"Puerto Rico","72","Juncos Municipio","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72077",,,"Juncos Municipio, Puerto Rico",14407,12141,2266,"Juncos Municipio, Puerto Rico",205,328,275
"G7200790","2006-2010","PR",,,"Puerto Rico","72","Lajas Municipio","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72079",,,"Lajas Municipio, Puerto Rico",11466,8520,2946,"Lajas Municipio, Puerto Rico",142,323,341
"G7200810","2006-2010","PR",,,"Puerto Rico","72","Lares Municipio","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72081",,,"Lares Municipio, Puerto Rico",12030,10211,1819,"Lares Municipio, Puerto Rico",190,267,206
"G7200830","2006-2010","PR",,,"Puerto Rico","72","Las Marías Municipio","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72083",,,"Las Marías Municipio, Puerto Rico",4077,3509,568,"Las Marías Municipio, Puerto Rico",115,168,134
"G7200850","2006-2010","PR",,,"Puerto Rico","72","Las Piedras Municipio","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72085",,,"Las Piedras Municipio, Puerto Rico",13506,11295,2211,"Las Piedras Municipio, Puerto Rico",244,351,294
"G7200870","2006-2010","PR",,,"Puerto Rico","72","Loíza Municipio","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72087",,,"Loíza Municipio, Puerto Rico",11242,9069,2173,"Loíza Municipio, Puerto Rico",196,258,228
"G7200890","2006-2010","PR",,,"Puerto Rico","72","Luquillo Municipio","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72089",,,"Luquillo Municipio, Puerto Rico",10078,6615,3463,"Luquillo Municipio, Puerto Rico",160,225,227
"G7200910","2006-2010","PR",,,"Puerto Rico","72","Manatí Municipio","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72091",,,"Manatí Municipio, Puerto Rico",17605,15363,2242,"Manatí Municipio, Puerto Rico",230,380,316
"G7200930","2006-2010","PR",,,"Puerto Rico","72","Maricao Municipio","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72093",,,"Maricao Municipio, Puerto Rico",2292,1650,642,"Maricao Municipio, Puerto Rico",107,142,117
"G7200950","2006-2010","PR",,,"Puerto Rico","72","Maunabo Municipio","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72095",,,"Maunabo Municipio, Puerto Rico",4866,3994,872,"Maunabo Municipio, Puerto Rico",119,183,174
"G7200970","2006-2010","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72097",,,"Mayagüez Municipio, Puerto Rico",39176,32521,6655,"Mayagüez Municipio, Puerto Rico",396,600,457
"G7200990","2006-2010","PR",,,"Puerto Rico","72","Moca Municipio","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72099",,,"Moca Municipio, Puerto Rico",14735,11678,3057,"Moca Municipio, Puerto Rico",226,312,340
"G7201010","2006-2010","PR",,,"Puerto Rico","72","Morovis Municipio","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72101",,,"Morovis Municipio, Puerto Rico",10309,9068,1241,"Morovis Municipio, Puerto Rico",157,257,233
"G7201030","2006-2010","PR",,,"Puerto Rico","72","Naguabo Municipio","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72103",,,"Naguabo Municipio, Puerto Rico",10042,8284,1758,"Naguabo Municipio, Puerto Rico",197,254,217
"G7201050","2006-2010","PR",,,"Puerto Rico","72","Naranjito Municipio","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72105",,,"Naranjito Municipio, Puerto Rico",9654,8244,1410,"Naranjito Municipio, Puerto Rico",179,247,232
"G7201070","2006-2010","PR",,,"Puerto Rico","72","Orocovis Municipio","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72107",,,"Orocovis Municipio, Puerto Rico",7981,6732,1249,"Orocovis Municipio, Puerto Rico",145,230,194
"G7201090","2006-2010","PR",,,"Puerto Rico","72","Patillas Municipio","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72109",,,"Patillas Municipio, Puerto Rico",8210,6499,1711,"Patillas Municipio, Puerto Rico",139,231,239
"G7201110","2006-2010","PR",,,"Puerto Rico","72","Peñuelas Municipio","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72111",,,"Peñuelas Municipio, Puerto Rico",8531,7234,1297,"Peñuelas Municipio, Puerto Rico",147,223,196
"G7201130","2006-2010","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72113",,,"Ponce Municipio, Puerto Rico",66111,56157,9954,"Ponce Municipio, Puerto Rico",391,691,573
"G7201150","2006-2010","PR",,,"Puerto Rico","72","Quebradillas Municipio","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72115",,,"Quebradillas Municipio, Puerto Rico",9194,8028,1166,"Quebradillas Municipio, Puerto Rico",148,246,196
"G7201170","2006-2010","PR",,,"Puerto Rico","72","Rincón Municipio","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72117",,,"Rincón Municipio, Puerto Rico",7862,5504,2358,"Rincón Municipio, Puerto Rico",128,269,261
"G7201190","2006-2010","PR",,,"Puerto Rico","72","Río Grande Municipio","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72119",,,"Río Grande Municipio, Puerto Rico",22019,16775,5244,"Río Grande Municipio, Puerto Rico",357,473,381
"G7201210","2006-2010","PR",,,"Puerto Rico","72","Sabana Grande Municipio","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72121",,,"Sabana Grande Municipio, Puerto Rico",10346,8372,1974,"Sabana Grande Municipio, Puerto Rico",137,226,220
"G7201230","2006-2010","PR",,,"Puerto Rico","72","Salinas Municipio","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72123",,,"Salinas Municipio, Puerto Rico",12627,10161,2466,"Salinas Municipio, Puerto Rico",181,245,236
"G7201250","2006-2010","PR",,,"Puerto Rico","72","San Germán Municipio","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72125",,,"San Germán Municipio, Puerto Rico",14606,12074,2532,"San Germán Municipio, Puerto Rico",145,271,267
"G7201270","2006-2010","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72127",,,"San Juan Municipio, Puerto Rico",181872,150331,31541,"San Juan Municipio, Puerto Rico",832,1252,1024
"G7201290","2006-2010","PR",,,"Puerto Rico","72","San Lorenzo Municipio","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72129",,,"San Lorenzo Municipio, Puerto Rico",14934,12982,1952,"San Lorenzo Municipio, Puerto Rico",201,302,244
"G7201310","2006-2010","PR",,,"Puerto Rico","72","San Sebastián Municipio","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72131",,,"San Sebastián Municipio, Puerto Rico",16256,12668,3588,"San Sebastián Municipio, Puerto Rico",221,313,301
"G7201330","2006-2010","PR",,,"Puerto Rico","72","Santa Isabel Municipio","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72133",,,"Santa Isabel Municipio, Puerto Rico",8794,7680,1114,"Santa Isabel Municipio, Puerto Rico",115,207,185
