GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G1701910","2006-2010","IL",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17191",,,"Wayne County, Illinois",8030,7212,818,"Wayne County, Illinois",51,150,151
"G1701930","2006-2010","IL",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17193",,,"White County, Illinois",7273,6464,809,"White County, Illinois",76,166,144
"G1701950","2006-2010","IL",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17195",,,"Whiteside County, Illinois",25729,23599,2130,"Whiteside County, Illinois",141,374,353
"G1701970","2006-2010","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17197",,,"Will County, Illinois",233921,220135,13786,"Will County, Illinois",342,1000,992
"G1701990","2006-2010","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17199",,,"Williamson County, Illinois",30070,26324,3746,"Williamson County, Illinois",156,466,423
"G1702010","2006-2010","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17201",,,"Winnebago County, Illinois",125301,112466,12835,"Winnebago County, Illinois",561,1043,873
"G1702030","2006-2010","IL",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17203",,,"Woodford County, Illinois",14971,14192,779,"Woodford County, Illinois",174,274,183
"G1800010","2006-2010","IN",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18001",,,"Adams County, Indiana",12965,12243,722,"Adams County, Indiana",106,239,215
"G1800030","2006-2010","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18003",,,"Allen County, Indiana",151557,135807,15750,"Allen County, Indiana",618,1136,942
"G1800050","2006-2010","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18005",,,"Bartholomew County, Indiana",32660,29856,2804,"Bartholomew County, Indiana",278,484,421
"G1800070","2006-2010","IN",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18007",,,"Benton County, Indiana",3931,3558,373,"Benton County, Indiana",23,105,104
"G1800090","2006-2010","IN",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18009",,,"Blackford County, Indiana",6129,5389,740,"Blackford County, Indiana",38,173,176
"G1800110","2006-2010","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18011",,,"Boone County, Indiana",22195,20801,1394,"Boone County, Indiana",293,361,281
"G1800130","2006-2010","IN",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18013",,,"Brown County, Indiana",8069,5913,2156,"Brown County, Indiana",64,246,236
"G1800150","2006-2010","IN",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18015",,,"Carroll County, Indiana",9422,8033,1389,"Carroll County, Indiana",119,215,177
"G1800170","2006-2010","IN",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18017",,,"Cass County, Indiana",16615,14981,1634,"Cass County, Indiana",194,385,299
"G1800190","2006-2010","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18019",,,"Clark County, Indiana",47248,43255,3993,"Clark County, Indiana",205,567,519
"G1800210","2006-2010","IN",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18021",,,"Clay County, Indiana",11707,10262,1445,"Clay County, Indiana",69,240,242
"G1800230","2006-2010","IN",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18023",,,"Clinton County, Indiana",13395,11906,1489,"Clinton County, Indiana",94,286,259
"G1800250","2006-2010","IN",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18025",,,"Crawford County, Indiana",5511,4344,1167,"Crawford County, Indiana",53,213,206
"G1800270","2006-2010","IN",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18027",,,"Daviess County, Indiana",12423,11016,1407,"Daviess County, Indiana",61,275,267
"G1800290","2006-2010","IN",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18029",,,"Dearborn County, Indiana",20020,18311,1709,"Dearborn County, Indiana",112,338,310
"G1800310","2006-2010","IN",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18031",,,"Decatur County, Indiana",11060,9952,1108,"Decatur County, Indiana",118,264,254
"G1800330","2006-2010","IN",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18033",,,"DeKalb County, Indiana",17467,15930,1537,"DeKalb County, Indiana",122,324,308
"G1800350","2006-2010","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18035",,,"Delaware County, Indiana",52511,46212,6299,"Delaware County, Indiana",557,862,584
"G1800370","2006-2010","IN",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18037",,,"Dubois County, Indiana",17187,15900,1287,"Dubois County, Indiana",274,388,271
"G1800390","2006-2010","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18039",,,"Elkhart County, Indiana",77333,70035,7298,"Elkhart County, Indiana",164,704,667
"G1800410","2006-2010","IN",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18041",,,"Fayette County, Indiana",10994,9864,1130,"Fayette County, Indiana",86,226,203
"G1800430","2006-2010","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18043",,,"Floyd County, Indiana",31718,28966,2752,"Floyd County, Indiana",299,479,355
"G1800450","2006-2010","IN",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18045",,,"Fountain County, Indiana",7896,6952,944,"Fountain County, Indiana",73,213,199
"G1800470","2006-2010","IN",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18047",,,"Franklin County, Indiana",9455,8347,1108,"Franklin County, Indiana",74,250,243
"G1800490","2006-2010","IN",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18049",,,"Fulton County, Indiana",9680,8451,1229,"Fulton County, Indiana",165,274,247
"G1800510","2006-2010","IN",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18051",,,"Gibson County, Indiana",14677,13001,1676,"Gibson County, Indiana",135,325,286
"G1800530","2006-2010","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18053",,,"Grant County, Indiana",30702,26711,3991,"Grant County, Indiana",299,518,438
"G1800550","2006-2010","IN",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18055",,,"Greene County, Indiana",15360,13137,2223,"Greene County, Indiana",81,326,324
"G1800570","2006-2010","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18057",,,"Hamilton County, Indiana",102370,95835,6535,"Hamilton County, Indiana",127,691,685
"G1800590","2006-2010","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18059",,,"Hancock County, Indiana",27577,25416,2161,"Hancock County, Indiana",172,441,398
"G1800610","2006-2010","IN",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18061",,,"Harrison County, Indiana",16174,14317,1857,"Harrison County, Indiana",100,287,271
"G1800630","2006-2010","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18063",,,"Hendricks County, Indiana",54299,50936,3363,"Hendricks County, Indiana",132,517,494
"G1800650","2006-2010","IN",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18065",,,"Henry County, Indiana",21375,18971,2404,"Henry County, Indiana",191,367,314
"G1800670","2006-2010","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18067",,,"Howard County, Indiana",38831,34330,4501,"Howard County, Indiana",490,619,442
"G1800690","2006-2010","IN",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18069",,,"Huntington County, Indiana",15844,14224,1620,"Huntington County, Indiana",134,326,255
"G1800710","2006-2010","IN",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18071",,,"Jackson County, Indiana",18179,16753,1426,"Jackson County, Indiana",103,295,305
"G1800730","2006-2010","IN",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18073",,,"Jasper County, Indiana",12979,12230,749,"Jasper County, Indiana",133,235,221
"G1800750","2006-2010","IN",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18075",,,"Jay County, Indiana",9250,8288,962,"Jay County, Indiana",119,204,192
"G1800770","2006-2010","IN",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18077",,,"Jefferson County, Indiana",14286,12667,1619,"Jefferson County, Indiana",292,383,285
"G1800790","2006-2010","IN",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18079",,,"Jennings County, Indiana",12158,11007,1151,"Jennings County, Indiana",158,323,279
"G1800810","2006-2010","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18081",,,"Johnson County, Indiana",55492,51080,4412,"Johnson County, Indiana",447,743,563
"G1800830","2006-2010","IN",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18083",,,"Knox County, Indiana",17150,14856,2294,"Knox County, Indiana",329,426,318
"G1800850","2006-2010","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18085",,,"Kosciusko County, Indiana",36572,30555,6017,"Kosciusko County, Indiana",133,512,518
"G1800870","2006-2010","IN",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18087",,,"LaGrange County, Indiana",14051,12171,1880,"LaGrange County, Indiana",55,260,268
"G1800890","2006-2010","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18089",,,"Lake County, Indiana",207975,182952,25023,"Lake County, Indiana",577,1566,1355
"G1800910","2006-2010","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18091",,,"LaPorte County, Indiana",48308,42090,6218,"LaPorte County, Indiana",336,589,494
"G1800930","2006-2010","IN",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18093",,,"Lawrence County, Indiana",21131,18679,2452,"Lawrence County, Indiana",109,406,385
"G1800950","2006-2010","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18095",,,"Madison County, Indiana",59156,51436,7720,"Madison County, Indiana",271,660,575
"G1800970","2006-2010","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18097",,,"Marion County, Indiana",416723,357081,59642,"Marion County, Indiana",942,2166,1907
"G1800990","2006-2010","IN",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18099",,,"Marshall County, Indiana",19685,17631,2054,"Marshall County, Indiana",85,298,282
"G1801010","2006-2010","IN",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18101",,,"Martin County, Indiana",4822,4113,709,"Martin County, Indiana",53,174,166
"G1801030","2006-2010","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103",,,"Miami County, Indiana",15591,13506,2085,"Miami County, Indiana",255,426,310
"G1801050","2006-2010","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105",,,"Monroe County, Indiana",58231,51388,6843,"Monroe County, Indiana",585,916,677
"G1801070","2006-2010","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107",,,"Montgomery County, Indiana",16517,14503,2014,"Montgomery County, Indiana",246,376,290
"G1801090","2006-2010","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109",,,"Morgan County, Indiana",27840,24925,2915,"Morgan County, Indiana",163,479,449
"G1801110","2006-2010","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111",,,"Newton County, Indiana",6041,5446,595,"Newton County, Indiana",94,172,148
"G1801130","2006-2010","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113",,,"Noble County, Indiana",19997,17498,2499,"Noble County, Indiana",113,409,386
"G1801150","2006-2010","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115",,,"Ohio County, Indiana",2752,2495,257,"Ohio County, Indiana",14,122,121
"G1801170","2006-2010","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117",,,"Orange County, Indiana",9108,7866,1242,"Orange County, Indiana",92,229,204
"G1801190","2006-2010","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119",,,"Owen County, Indiana",10127,8371,1756,"Owen County, Indiana",49,276,267
"G1801210","2006-2010","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121",,,"Parke County, Indiana",8039,6437,1602,"Parke County, Indiana",274,362,235
"G1801230","2006-2010","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123",,,"Perry County, Indiana",8480,7687,793,"Perry County, Indiana",114,184,161
"G1801250","2006-2010","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125",,,"Pike County, Indiana",5791,5293,498,"Pike County, Indiana",132,195,144
"G1801270","2006-2010","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127",,,"Porter County, Indiana",65607,61370,4237,"Porter County, Indiana",272,553,521
"G1801290","2006-2010","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129",,,"Posey County, Indiana",11266,10035,1231,"Posey County, Indiana",97,242,212
"G1801310","2006-2010","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131",,,"Pulaski County, Indiana",6088,5105,983,"Pulaski County, Indiana",67,182,184
"G1801330","2006-2010","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133",,,"Putnam County, Indiana",14631,12785,1846,"Putnam County, Indiana",319,487,338
"G1801350","2006-2010","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135",,,"Randolph County, Indiana",11806,10369,1437,"Randolph County, Indiana",92,273,239
"G1801370","2006-2010","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137",,,"Ripley County, Indiana",11906,10717,1189,"Ripley County, Indiana",73,240,245
"G1801390","2006-2010","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139",,,"Rush County, Indiana",7544,6684,860,"Rush County, Indiana",65,218,217
"G1801410","2006-2010","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141",,,"St. Joseph County, Indiana",114207,100540,13667,"St. Joseph County, Indiana",565,1024,945
"G1801430","2006-2010","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143",,,"Scott County, Indiana",10492,9271,1221,"Scott County, Indiana",174,305,250
"G1801450","2006-2010","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145",,,"Shelby County, Indiana",18978,17196,1782,"Shelby County, Indiana",115,369,357
"G1801470","2006-2010","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147",,,"Spencer County, Indiana",8871,8102,769,"Spencer County, Indiana",88,196,172
"G1801490","2006-2010","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149",,,"Starke County, Indiana",10880,8992,1888,"Starke County, Indiana",89,233,223
"G1801510","2006-2010","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151",,,"Steuben County, Indiana",19280,13944,5336,"Steuben County, Indiana",171,409,404
"G1801530","2006-2010","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153",,,"Sullivan County, Indiana",8999,8033,966,"Sullivan County, Indiana",114,215,191
"G1801550","2006-2010","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155",,,"Switzerland County, Indiana",4946,4060,886,"Switzerland County, Indiana",47,146,143
"G1801570","2006-2010","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157",,,"Tippecanoe County, Indiana",69739,64093,5646,"Tippecanoe County, Indiana",563,993,692
"G1801590","2006-2010","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159",,,"Tipton County, Indiana",7027,6651,376,"Tipton County, Indiana",103,193,148
"G1801610","2006-2010","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161",,,"Union County, Indiana",3255,2933,322,"Union County, Indiana",28,127,125
"G1801630","2006-2010","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163",,,"Vanderburgh County, Indiana",82511,73973,8538,"Vanderburgh County, Indiana",394,775,724
"G1801650","2006-2010","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165",,,"Vermillion County, Indiana",7526,6639,887,"Vermillion County, Indiana",159,246,184
"G1801670","2006-2010","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167",,,"Vigo County, Indiana",46153,40490,5663,"Vigo County, Indiana",417,612,480
"G1801690","2006-2010","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169",,,"Wabash County, Indiana",14238,13055,1183,"Wabash County, Indiana",219,262,296
"G1801710","2006-2010","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171",,,"Warren County, Indiana",3704,3304,400,"Warren County, Indiana",54,131,121
"G1801730","2006-2010","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173",,,"Warrick County, Indiana",23929,22093,1836,"Warrick County, Indiana",87,363,341
"G1801750","2006-2010","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175",,,"Washington County, Indiana",12152,10810,1342,"Washington County, Indiana",131,279,239
"G1801770","2006-2010","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177",,,"Wayne County, Indiana",31265,27953,3312,"Wayne County, Indiana",312,582,432
"G1801790","2006-2010","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179",,,"Wells County, Indiana",11626,10728,898,"Wells County, Indiana",108,279,243
"G1801810","2006-2010","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181",,,"White County, Indiana",12935,10065,2870,"White County, Indiana",138,324,287
"G1801830","2006-2010","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183",,,"Whitley County, Indiana",14110,13246,864,"Whitley County, Indiana",98,221,203
"G1900010","2006-2010","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001",,,"Adair County, Iowa",3767,3409,358,"Adair County, Iowa",91,104,98
"G1900030","2006-2010","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003",,,"Adams County, Iowa",1991,1764,227,"Adams County, Iowa",110,121,84
"G1900050","2006-2010","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005",,,"Allamakee County, Iowa",7604,5807,1797,"Allamakee County, Iowa",92,186,198
"G1900070","2006-2010","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007",,,"Appanoose County, Iowa",6667,5573,1094,"Appanoose County, Iowa",59,207,203
"G1900090","2006-2010","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009",,,"Audubon County, Iowa",2959,2700,259,"Audubon County, Iowa",66,113,85
"G1900110","2006-2010","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011",,,"Benton County, Iowa",11090,10200,890,"Benton County, Iowa",72,198,192
"G1900130","2006-2010","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013",,,"Black Hawk County, Iowa",55486,51822,3664,"Black Hawk County, Iowa",329,556,441
"G1900150","2006-2010","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015",,,"Boone County, Iowa",11680,10801,879,"Boone County, Iowa",189,305,239
"G1900170","2006-2010","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017",,,"Bremer County, Iowa",9898,9397,501,"Bremer County, Iowa",198,247,141
"G1900190","2006-2010","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019",,,"Buchanan County, Iowa",9002,8212,790,"Buchanan County, Iowa",179,241,173
"G1900210","2006-2010","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021",,,"Buena Vista County, Iowa",8233,7551,682,"Buena Vista County, Iowa",89,194,163
"G1900230","2006-2010","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023",,,"Butler County, Iowa",6582,6059,523,"Butler County, Iowa",79,151,113
"G1900250","2006-2010","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025",,,"Calhoun County, Iowa",4881,4316,565,"Calhoun County, Iowa",284,284,110
"G1900270","2006-2010","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027",,,"Carroll County, Iowa",9330,8661,669,"Carroll County, Iowa",287,369,169
"G1900290","2006-2010","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029",,,"Cass County, Iowa",6622,6000,622,"Cass County, Iowa",55,160,149
"G1900310","2006-2010","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031",,,"Cedar County, Iowa",8019,7547,472,"Cedar County, Iowa",70,178,145
"G1900330","2006-2010","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033",,,"Cerro Gordo County, Iowa",22092,19839,2253,"Cerro Gordo County, Iowa",189,335,290
"G1900350","2006-2010","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035",,,"Cherokee County, Iowa",5806,5373,433,"Cherokee County, Iowa",71,151,145
"G1900370","2006-2010","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037",,,"Chickasaw County, Iowa",5689,5328,361,"Chickasaw County, Iowa",228,258,116
"G1900390","2006-2010","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039",,,"Clarke County, Iowa",4074,3511,563,"Clarke County, Iowa",52,169,163
"G1900410","2006-2010","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041",,,"Clay County, Iowa",8046,7459,587,"Clay County, Iowa",137,222,168
"G1900430","2006-2010","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043",,,"Clayton County, Iowa",8972,7684,1288,"Clayton County, Iowa",139,217,179
"G1900450","2006-2010","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045",,,"Clinton County, Iowa",21828,20074,1754,"Clinton County, Iowa",150,314,295
"G1900470","2006-2010","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047",,,"Crawford County, Iowa",6959,6475,484,"Crawford County, Iowa",106,167,118
"G1900490","2006-2010","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049",,,"Dallas County, Iowa",25735,23973,1762,"Dallas County, Iowa",74,351,358
"G1900510","2006-2010","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051",,,"Davis County, Iowa",3607,3122,485,"Davis County, Iowa",60,140,128
"G1900530","2006-2010","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053",,,"Decatur County, Iowa",3844,3248,596,"Decatur County, Iowa",115,181,125
"G1900550","2006-2010","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055",,,"Delaware County, Iowa",8006,7336,670,"Delaware County, Iowa",67,250,220
