GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RP8E001,RP8E002,RP8E003,NAME_M,RP8M001,RP8M002,RP8M003
"G3700390","2005-2009","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039","Cherokee County, North Carolina",16186,11015,5171,"Cherokee County, North Carolina",126,460,447
"G3700410","2005-2009","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041","Chowan County, North Carolina",6971,5661,1310,"Chowan County, North Carolina",84,307,306
"G3700430","2005-2009","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043","Clay County, North Carolina",6662,4590,2072,"Clay County, North Carolina",119,264,267
"G3700450","2005-2009","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43039,37851,5188,"Cleveland County, North Carolina",347,710,629
"G3700470","2005-2009","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047","Columbus County, North Carolina",24952,21000,3952,"Columbus County, North Carolina",142,444,400
"G3700490","2005-2009","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",43985,39768,4217,"Craven County, North Carolina",515,770,641
"G3700510","2005-2009","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",130433,115669,14764,"Cumberland County, North Carolina",1178,1558,1039
"G3700530","2005-2009","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053","Currituck County, North Carolina",13738,9303,4435,"Currituck County, North Carolina",53,250,240
"G3700550","2005-2009","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055","Dare County, North Carolina",32275,15683,16592,"Dare County, North Carolina",160,565,554
"G3700570","2005-2009","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",68913,62113,6800,"Davidson County, North Carolina",253,740,706
"G3700590","2005-2009","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059","Davie County, North Carolina",17360,15304,2056,"Davie County, North Carolina",76,328,326
"G3700610","2005-2009","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061","Duplin County, North Carolina",21578,17779,3799,"Duplin County, North Carolina",129,448,426
"G3700630","2005-2009","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",115227,103268,11959,"Durham County, North Carolina",1388,1645,896
"G3700650","2005-2009","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065","Edgecombe County, North Carolina",25365,21921,3444,"Edgecombe County, North Carolina",501,619,465
"G3700670","2005-2009","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",152743,136250,16493,"Forsyth County, North Carolina",434,1167,1161
"G3700690","2005-2009","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",23901,21033,2868,"Franklin County, North Carolina",297,551,464
"G3700710","2005-2009","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",87339,77212,10127,"Gaston County, North Carolina",362,813,761
"G3700730","2005-2009","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073","Gates County, North Carolina",4644,4001,643,"Gates County, North Carolina",116,223,183
"G3700750","2005-2009","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075","Graham County, North Carolina",5578,3709,1869,"Graham County, North Carolina",114,258,271
"G3700770","2005-2009","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077","Granville County, North Carolina",21605,19406,2199,"Granville County, North Carolina",237,365,327
"G3700790","2005-2009","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079","Greene County, North Carolina",7625,6603,1022,"Greene County, North Carolina",116,256,254
"G3700810","2005-2009","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",209392,186377,23015,"Guilford County, North Carolina",1356,1886,1296
"G3700830","2005-2009","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083","Halifax County, North Carolina",26170,21595,4575,"Halifax County, North Carolina",136,479,454
"G3700850","2005-2009","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",45320,39356,5964,"Harnett County, North Carolina",810,913,569
"G3700870","2005-2009","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087","Haywood County, North Carolina",31888,24875,7013,"Haywood County, North Carolina",326,632,547
"G3700890","2005-2009","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",49722,42322,7400,"Henderson County, North Carolina",496,767,678
"G3700910","2005-2009","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091","Hertford County, North Carolina",10034,8572,1462,"Hertford County, North Carolina",196,319,227
"G3700930","2005-2009","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093","Hoke County, North Carolina",15897,13493,2404,"Hoke County, North Carolina",466,552,390
"G3700950","2005-2009","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095","Hyde County, North Carolina",3101,1806,1295,"Hyde County, North Carolina",806,807,218
"G3700970","2005-2009","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",66821,57650,9171,"Iredell County, North Carolina",271,807,777
"G3700990","2005-2009","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099","Jackson County, North Carolina",23570,15324,8246,"Jackson County, North Carolina",432,669,550
"G3701010","2005-2009","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",62191,56255,5936,"Johnston County, North Carolina",189,658,612
"G3701030","2005-2009","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103","Jones County, North Carolina",4813,4019,794,"Jones County, North Carolina",18,176,179
"G3701050","2005-2009","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105","Lee County, North Carolina",23306,20881,2425,"Lee County, North Carolina",93,424,419
"G3701070","2005-2009","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107","Lenoir County, North Carolina",28159,24697,3462,"Lenoir County, North Carolina",288,513,427
"G3701090","2005-2009","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",30915,27873,3042,"Lincoln County, North Carolina",419,596,444
"G3701110","2005-2009","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111","McDowell County, North Carolina",19819,16949,2870,"McDowell County, North Carolina",304,418,397
"G3701130","2005-2009","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113","Macon County, North Carolina",23204,14747,8457,"Macon County, North Carolina",265,629,538
"G3701150","2005-2009","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115","Madison County, North Carolina",10777,8144,2633,"Madison County, North Carolina",565,689,330
"G3701170","2005-2009","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117","Martin County, North Carolina",11188,9753,1435,"Martin County, North Carolina",157,254,259
"G3701190","2005-2009","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",388558,352540,36018,"Mecklenburg County, North Carolina",578,1804,1807
"G3701210","2005-2009","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121","Mitchell County, North Carolina",8338,6585,1753,"Mitchell County, North Carolina",76,291,268
"G3701230","2005-2009","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123","Montgomery County, North Carolina",14886,9630,5256,"Montgomery County, North Carolina",167,395,375
"G3701250","2005-2009","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",40689,32100,8589,"Moore County, North Carolina",226,814,756
"G3701270","2005-2009","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",41053,36602,4451,"Nash County, North Carolina",227,622,569
"G3701290","2005-2009","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",97235,82156,15079,"New Hanover County, North Carolina",373,1035,989
"G3701310","2005-2009","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131","Northampton County, North Carolina",10943,7959,2984,"Northampton County, North Carolina",77,333,317
"G3701330","2005-2009","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",65345,55769,9576,"Onslow County, North Carolina",1092,1395,733
"G3701350","2005-2009","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",54779,50010,4769,"Orange County, North Carolina",543,735,552
"G3701370","2005-2009","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137","Pamlico County, North Carolina",7353,5405,1948,"Pamlico County, North Carolina",171,310,245
"G3701390","2005-2009","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139","Pasquotank County, North Carolina",16006,14341,1665,"Pasquotank County, North Carolina",188,320,280
"G3701410","2005-2009","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141","Pender County, North Carolina",25018,19729,5289,"Pender County, North Carolina",257,517,475
"G3701430","2005-2009","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143","Perquimans County, North Carolina",6745,5113,1632,"Perquimans County, North Carolina",115,317,311
"G3701450","2005-2009","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145","Person County, North Carolina",17048,14910,2138,"Person County, North Carolina",184,400,389
"G3701470","2005-2009","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",71848,63161,8687,"Pitt County, North Carolina",560,906,749
"G3701490","2005-2009","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149","Polk County, North Carolina",10322,8252,2070,"Polk County, North Carolina",99,349,326
"G3701510","2005-2009","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",59828,54238,5590,"Randolph County, North Carolina",203,730,660
"G3701530","2005-2009","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153","Richmond County, North Carolina",21939,18260,3679,"Richmond County, North Carolina",235,503,482
"G3701550","2005-2009","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",50357,43530,6827,"Robeson County, North Carolina",251,678,620
"G3701570","2005-2009","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",42863,37565,5298,"Rockingham County, North Carolina",139,519,526
"G3701590","2005-2009","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",59437,52989,6448,"Rowan County, North Carolina",311,671,580
"G3701610","2005-2009","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",31886,26352,5534,"Rutherford County, North Carolina",193,639,589
"G3701630","2005-2009","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163","Sampson County, North Carolina",26400,22624,3776,"Sampson County, North Carolina",116,409,377
"G3701650","2005-2009","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165","Scotland County, North Carolina",15373,13233,2140,"Scotland County, North Carolina",250,419,340
"G3701670","2005-2009","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167","Stanly County, North Carolina",27162,22717,4445,"Stanly County, North Carolina",267,503,437
"G3701690","2005-2009","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169","Stokes County, North Carolina",20600,18100,2500,"Stokes County, North Carolina",129,395,360
"G3701710","2005-2009","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",32579,28681,3898,"Surry County, North Carolina",268,549,458
"G3701730","2005-2009","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173","Swain County, North Carolina",8107,5608,2499,"Swain County, North Carolina",140,340,318
"G3701750","2005-2009","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175","Transylvania County, North Carolina",17252,12613,4639,"Transylvania County, North Carolina",218,518,478
"G3701770","2005-2009","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177","Tyrrell County, North Carolina",2317,1744,573,"Tyrrell County, North Carolina",222,196,114
"G3701790","2005-2009","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",66224,62005,4219,"Union County, North Carolina",274,581,578
"G3701810","2005-2009","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181","Vance County, North Carolina",19097,16107,2990,"Vance County, North Carolina",156,433,381
"G3701830","2005-2009","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",338667,310280,28387,"Wake County, North Carolina",831,1665,1435
"G3701850","2005-2009","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185","Warren County, North Carolina",11391,7594,3797,"Warren County, North Carolina",141,286,274
"G3701870","2005-2009","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187","Washington County, North Carolina",6292,4936,1356,"Washington County, North Carolina",108,297,265
"G3701890","2005-2009","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189","Watauga County, North Carolina",27025,18497,8528,"Watauga County, North Carolina",455,621,486
"G3701910","2005-2009","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",50958,44851,6107,"Wayne County, North Carolina",485,673,516
"G3701930","2005-2009","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",30942,26614,4328,"Wilkes County, North Carolina",201,560,541
"G3701950","2005-2009","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",33968,30399,3569,"Wilson County, North Carolina",337,650,517
"G3701970","2005-2009","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197","Yadkin County, North Carolina",16890,14822,2068,"Yadkin County, North Carolina",142,356,331
"G3701990","2005-2009","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199","Yancey County, North Carolina",10546,7412,3134,"Yancey County, North Carolina",24,349,350
"G3800010","2005-2009","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001","Adams County, North Dakota",1370,1001,369,"Adams County, North Dakota",123,115,64
"G3800030","2005-2009","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003","Barnes County, North Dakota",5769,4992,777,"Barnes County, North Dakota",113,212,145
"G3800050","2005-2009","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005","Benson County, North Dakota",2995,2362,633,"Benson County, North Dakota",34,100,93
"G3800070","2005-2009","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007","Billings County, North Dakota",508,380,128,"Billings County, North Dakota",36,37,35
"G3800090","2005-2009","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009","Bottineau County, North Dakota",4322,2862,1460,"Bottineau County, North Dakota",303,291,129
"G3800110","2005-2009","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011","Bowman County, North Dakota",1589,1304,285,"Bowman County, North Dakota",76,88,61
"G3800130","2005-2009","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013","Burke County, North Dakota",1305,1013,292,"Burke County, North Dakota",132,134,61
"G3800150","2005-2009","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",33142,31717,1425,"Burleigh County, North Dakota",308,438,281
"G3800170","2005-2009","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",64139,61067,3072,"Cass County, North Dakota",657,764,464
