GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G1201150","2014","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",230981,175881,55100,"Sarasota County, Florida",746,3578,3479
"G1201170","2014","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",185900,148732,37168,"Seminole County, Florida",402,3313,3294
"G1201190","2014","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",64503,50209,14294,"Sumter County, Florida",703,2340,2384
"G1201270","2014","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",256104,200729,55375,"Volusia County, Florida",679,3954,3843
"G1300130","2014","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",26828,22508,4320,"Barrow County, Georgia",107,1140,1134
"G1300150","2014","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",39822,37742,2080,"Bartow County, Georgia",284,846,920
"G1300210","2014","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",70302,56135,14167,"Bibb County, Georgia",405,1766,1638
"G1300310","2014","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",29766,25844,3922,"Bulloch County, Georgia",846,1682,1430
"G1300450","2014","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",44758,38875,5883,"Carroll County, Georgia",445,1541,1443
"G1300470","2014","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",26804,23476,3328,"Catoosa County, Georgia",179,1289,1263
"G1300510","2014","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",122611,106188,16423,"Chatham County, Georgia",712,2293,2286
"G1300570","2014","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",85503,81991,3512,"Cherokee County, Georgia",373,1330,1237
"G1300590","2014","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",51787,44016,7771,"Clarke County, Georgia",899,1901,1756
"G1300630","2014","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",104550,88538,16012,"Clayton County, Georgia",523,2223,2209
"G1300670","2014","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",292887,271686,21201,"Cobb County, Georgia",601,3118,2986
"G1300730","2014","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",53374,45371,8003,"Columbia County, Georgia",123,1704,1699
"G1300770","2014","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",52004,49546,2458,"Coweta County, Georgia",236,795,757
"G1300890","2014","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",306967,266307,40660,"DeKalb County, Georgia",591,3560,3649
"G1300950","2014","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",40700,35539,5161,"Dougherty County, Georgia",420,1222,1110
"G1300970","2014","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",51856,47687,4169,"Douglas County, Georgia",493,1470,1402
"G1301130","2014","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",41344,38945,2399,"Fayette County, Georgia",239,1157,1108
"G1301150","2014","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",40423,36177,4246,"Floyd County, Georgia",506,1151,1094
"G1301170","2014","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",71039,66429,4610,"Forsyth County, Georgia",165,1307,1274
"G1301210","2014","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",448924,381990,66934,"Fulton County, Georgia",1025,4537,4644
"G1301270","2014","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",41719,32361,9358,"Glynn County, Georgia",449,1486,1423
"G1301350","2014","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",298624,278652,19972,"Gwinnett County, Georgia",324,3287,3272
"G1301390","2014","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",69491,63383,6108,"Hall County, Georgia",218,1392,1360
"G1301510","2014","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",77537,68524,9013,"Henry County, Georgia",440,1931,1856
"G1301530","2014","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",60556,53519,7037,"Houston County, Georgia",332,1966,1966
"G1301790","2014","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",27193,22096,5097,"Liberty County, Georgia",159,962,949
"G1301850","2014","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",45662,38547,7115,"Lowndes County, Georgia",289,1509,1471
"G1302150","2014","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",83872,74339,9533,"Muscogee County, Georgia",659,2252,2053
"G1302170","2014","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",38361,35923,2438,"Newton County, Georgia",292,1285,1221
"G1302230","2014","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",53110,50248,2862,"Paulding County, Georgia",190,1100,1088
"G1302450","2014","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",87067,71031,16036,"Richmond County, Georgia",606,2402,2272
"G1302470","2014","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",33290,29707,3583,"Rockdale County, Georgia",235,1045,1026
"G1302850","2014","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",28246,23942,4304,"Troup County, Georgia",360,1175,1073
"G1302950","2014","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",30100,25458,4642,"Walker County, Georgia",306,1163,1161
"G1302970","2014","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",32547,30355,2192,"Walton County, Georgia",232,865,833
"G1303130","2014","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",39648,36388,3260,"Whitfield County, Georgia",309,1271,1171
"G1500010","2014","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,"05000US15001","Hawaii County, Hawaii",85173,65178,19995,"Hawaii County, Hawaii",492,2313,2300
"G1500030","2014","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,"05000US15003","Honolulu County, Hawaii",343031,309002,34029,"Honolulu County, Hawaii",562,3046,2961
"G1500070","2014","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,"05000US15007","Kauai County, Hawaii",30350,22234,8116,"Kauai County, Hawaii",126,1084,1100
"G1500090","2014","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,"05000US15009","Maui County, Hawaii",71469,54303,17166,"Maui County, Hawaii",430,1731,1718
"G1600010","2014","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",167223,159896,7327,"Ada County, Idaho",564,2139,2130
"G1600050","2014","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",33369,30240,3129,"Bannock County, Idaho",382,1059,1027
"G1600190","2014","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",40710,36420,4290,"Bonneville County, Idaho",334,1274,1190
"G1600270","2014","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",71325,66791,4534,"Canyon County, Idaho",399,1419,1415
"G1600550","2014","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",66122,56177,9945,"Kootenai County, Idaho",352,1638,1643
"G1600830","2014","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",31776,29482,2294,"Twin Falls County, Idaho",240,955,898
"G1700010","2014","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",29970,27657,2313,"Adams County, Illinois",300,693,663
"G1700190","2014","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,"05000US17019","Champaign County, Illinois",89209,81347,7862,"Champaign County, Illinois",1083,2015,1972
"G1700310","2014","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,"05000US17031","Cook County, Illinois",2175163,1938055,237108,"Cook County, Illinois",1759,6932,6976
"G1700370","2014","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,"05000US17037","DeKalb County, Illinois",40999,36965,4034,"DeKalb County, Illinois",510,1489,1368
"G1700430","2014","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,"05000US17043","DuPage County, Illinois",357477,338548,18929,"DuPage County, Illinois",616,2333,2355
"G1700890","2014","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,"05000US17089","Kane County, Illinois",184048,172350,11698,"Kane County, Illinois",573,2628,2514
"G1700910","2014","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,"05000US17091","Kankakee County, Illinois",45153,40732,4421,"Kankakee County, Illinois",690,1060,953
"G1700930","2014","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,"05000US17093","Kendall County, Illinois",41188,39923,1265,"Kendall County, Illinois",110,1051,1051
"G1700970","2014","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,"05000US17097","Lake County, Illinois",261390,240673,20717,"Lake County, Illinois",473,2379,2318
"G1700990","2014","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",49867,42956,6911,"LaSalle County, Illinois",294,1370,1295
"G1701110","2014","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",117070,109417,7653,"McHenry County, Illinois",307,1737,1704
"G1701130","2014","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",71435,66361,5074,"McLean County, Illinois",577,1198,1121
"G1701150","2014","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",50355,44063,6292,"Macon County, Illinois",717,1494,1290
"G1701190","2014","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",118190,106253,11937,"Madison County, Illinois",562,2204,2086
"G1701430","2014","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",83571,74982,8589,"Peoria County, Illinois",509,1830,1695
"G1701610","2014","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",65766,59384,6382,"Rock Island County, Illinois",610,1417,1257
"G1701630","2014","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",118327,99917,18410,"St. Clair County, Illinois",461,2388,2405
"G1701670","2014","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",90529,83286,7243,"Sangamon County, Illinois",448,1670,1611
"G1701790","2014","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",58064,53763,4301,"Tazewell County, Illinois",347,1362,1325
"G1701830","2014","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",36010,31338,4672,"Vermilion County, Illinois",333,1010,987
"G1701970","2014","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",239857,224012,15845,"Will County, Illinois",541,2237,2146
"G1701990","2014","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",30806,27211,3595,"Williamson County, Illinois",421,1151,1081
"G1702010","2014","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",125548,114034,11514,"Winnebago County, Illinois",352,1820,1828
"G1800030","2014","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",154494,138980,15514,"Allen County, Indiana",705,2149,2185
"G1800050","2014","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",33547,31827,1720,"Bartholomew County, Indiana",210,819,775
"G1800190","2014","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",48992,42686,6306,"Clark County, Indiana",368,1428,1359
"G1800350","2014","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",52517,45207,7310,"Delaware County, Indiana",560,1427,1511
"G1800390","2014","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",77937,70636,7301,"Elkhart County, Indiana",479,1667,1657
"G1800430","2014","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",32305,29679,2626,"Floyd County, Indiana",263,779,738
"G1800530","2014","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",30287,25600,4687,"Grant County, Indiana",518,1309,1151
"G1800570","2014","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",116292,110844,5448,"Hamilton County, Indiana",264,1685,1728
"G1800590","2014","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",28893,26700,2193,"Hancock County, Indiana",170,1089,1006
"G1800630","2014","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",58327,56010,2317,"Hendricks County, Indiana",341,1174,1097
"G1800670","2014","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",38689,34026,4663,"Howard County, Indiana",304,1327,1233
"G1800810","2014","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",58739,53015,5724,"Johnson County, Indiana",215,1563,1574
"G1800850","2014","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",37562,29741,7821,"Kosciusko County, Indiana",256,1117,1136
"G1800890","2014","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",210385,182108,28277,"Lake County, Indiana",427,2627,2675
"G1800910","2014","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",48758,42068,6690,"LaPorte County, Indiana",499,1499,1331
"G1800950","2014","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",58793,52650,6143,"Madison County, Indiana",490,1418,1309
"G1800970","2014","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",419369,360783,58586,"Marion County, Indiana",767,4564,4584
"G1801050","2014","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",60116,54003,6113,"Monroe County, Indiana",870,1920,1565
"G1801090","2014","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",27950,25255,2695,"Morgan County, Indiana",256,954,938
"G1801270","2014","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",67052,61797,5255,"Porter County, Indiana",324,1509,1479
"G1801410","2014","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",115597,101296,14301,"St. Joseph County, Indiana",483,2154,2032
"G1801570","2014","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",73905,65834,8071,"Tippecanoe County, Indiana",921,1928,1666
"G1801630","2014","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",83390,73663,9727,"Vanderburgh County, Indiana",555,1876,1913
"G1801670","2014","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",46442,41395,5047,"Vigo County, Indiana",588,1295,1163
"G1801770","2014","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",31148,26937,4211,"Wayne County, Indiana",410,1074,1040
"G1900130","2014","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",56883,53204,3679,"Black Hawk County, Iowa",447,1203,1100
"G1900490","2014","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",29888,27718,2170,"Dallas County, Iowa",96,781,788
"G1900610","2014","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",40349,38824,1525,"Dubuque County, Iowa",341,699,650
"G1901030","2014","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",58778,55574,3204,"Johnson County, Iowa",694,1409,1170
"G1901130","2014","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",94654,88216,6438,"Linn County, Iowa",379,1783,1751
"G1901530","2014","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",192985,179188,13797,"Polk County, Iowa",450,2407,2433
"G1901550","2014","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",39573,37321,2252,"Pottawattamie County, Iowa",661,971,760
"G1901630","2014","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",73037,67822,5215,"Scott County, Iowa",376,978,997
"G1901690","2014","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",38114,35880,2234,"Story County, Iowa",869,1312,865
"G1901930","2014","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",41508,38898,2610,"Woodbury County, Iowa",310,903,871
"G2000150","2014","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",26397,23088,3309,"Butler County, Kansas",281,1057,1018
"G2000450","2014","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",48278,45224,3054,"Douglas County, Kansas",570,1267,1222
"G2000910","2014","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",233179,220587,12592,"Johnson County, Kansas",331,2124,2068
"G2001030","2014","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",29099,26305,2794,"Leavenworth County, Kansas",417,996,892
"G2001610","2014","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",29711,26265,3446,"Riley County, Kansas",652,1296,1205
"G2001730","2014","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",214423,191636,22787,"Sedgwick County, Kansas",521,2751,2736
"G2001770","2014","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",79477,70857,8620,"Shawnee County, Kansas",572,1573,1574
"G2002090","2014","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",67349,60106,7243,"Wyandotte County, Kansas",335,1169,1151
"G2100150","2014","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",47952,44988,2964,"Boone County, Kentucky",318,1125,1073
"G2100290","2014","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",30457,28682,1775,"Bullitt County, Kentucky",174,764,762
"G2100370","2014","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",39812,35602,4210,"Campbell County, Kentucky",563,1151,1030
"G2100470","2014","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",29748,25855,3893,"Christian County, Kentucky",462,1106,1000
"G2100590","2014","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",42546,39638,2908,"Daviess County, Kentucky",393,1074,967
"G2100670","2014","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",138832,127412,11420,"Fayette County, Kentucky",778,1883,1655
"G2100930","2014","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",45740,39314,6426,"Hardin County, Kentucky",315,1216,1242
"G2101110","2014","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",341499,307676,33823,"Jefferson County, Kentucky",1221,3824,3674
"G2101170","2014","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",69555,62900,6655,"Kenton County, Kentucky",494,1235,1082
"G2101450","2014","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",31388,28659,2729,"McCracken County, Kentucky",301,886,802
"G2101510","2014","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",35821,33257,2564,"Madison County, Kentucky",480,1015,829
"G2101950","2014","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",30311,26477,3834,"Pike County, Kentucky",299,977,932
"G2102270","2014","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",49799,44846,4953,"Warren County, Kentucky",545,1438,1456
"G2200050","2014","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",44108,41433,2675,"Ascension Parish, Louisiana",323,1210,1141
"G2200150","2014","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",54048,47072,6976,"Bossier Parish, Louisiana",305,1637,1661
"G2200170","2014","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",112721,94854,17867,"Caddo Parish, Louisiana",476,2193,2113
"G2200190","2014","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",85733,73873,11860,"Calcasieu Parish, Louisiana",436,2029,2039
"G2200330","2014","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",191218,170572,20646,"East Baton Rouge Parish, Louisiana",558,2834,2756
"G2200450","2014","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",30092,25855,4237,"Iberia Parish, Louisiana",262,1289,1286
"G2200510","2014","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",189064,169033,20031,"Jefferson Parish, Louisiana",413,2463,2406
"G2200550","2014","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",97494,88611,8883,"Lafayette Parish, Louisiana",535,1965,1776
"G2200570","2014","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",39637,34564,5073,"Lafourche Parish, Louisiana",265,1161,1107
"G2200630","2014","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",53710,48943,4767,"Livingston Parish, Louisiana",282,1164,1189
"G2200710","2014","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",192472,152788,39684,"Orleans Parish, Louisiana",835,2802,2562
"G2200730","2014","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",66297,57766,8531,"Ouachita Parish, Louisiana",610,1833,1773
"G2200790","2014","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",57088,46738,10350,"Rapides Parish, Louisiana",522,1531,1465
"G2200970","2014","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",36154,28739,7415,"St. Landry Parish, Louisiana",155,1040,1039
"G2201030","2014","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",98804,88123,10681,"St. Tammany Parish, Louisiana",258,2140,2114
