GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G2601390","2019","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",112002,105004,6998,"Ottawa County, Michigan",571,1614,1617
"G2601450","2019","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",88021,79050,8971,"Saginaw County, Michigan",605,2036,1955
"G2601470","2019","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",72581,63806,8775,"St. Clair County, Michigan",420,1836,1809
"G2601550","2019","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",30269,26830,3439,"Shiawassee County, Michigan",177,976,946
"G2601590","2019","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",37549,30974,6575,"Van Buren County, Michigan",330,1335,1269
"G2601610","2019","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",152272,141680,10592,"Washtenaw County, Michigan",1078,2021,1872
"G2601630","2019","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",815538,689270,126268,"Wayne County, Michigan",893,6025,5943
"G2700030","2019","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",134696,131858,2838,"Anoka County, Minnesota",321,1128,1059
"G2700130","2019","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",29169,26461,2708,"Blue Earth County, Minnesota",521,1018,875
"G2700190","2019","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",39756,38860,896,"Carver County, Minnesota",133,520,530
"G2700350","2019","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,"05000US27035","Crow Wing County, Minnesota",42629,28012,14617,"Crow Wing County, Minnesota",218,1060,1071
"G2700370","2019","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",169966,162895,7071,"Dakota County, Minnesota",283,1622,1625
"G2700530","2019","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",543739,517091,26648,"Hennepin County, Minnesota",919,3530,3415
"G2701090","2019","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",68153,65635,2518,"Olmsted County, Minnesota",570,1105,908
"G2701230","2019","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",221283,206124,15159,"Ramsey County, Minnesota",699,2501,2379
"G2701310","2019","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",25274,22861,2413,"Rice County, Minnesota",510,976,818
"G2701370","2019","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",105322,86448,18874,"St. Louis County, Minnesota",565,1761,1727
"G2701390","2019","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",52739,51474,1265,"Scott County, Minnesota",227,737,725
"G2701410","2019","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",34756,32686,2070,"Sherburne County, Minnesota",482,1147,1088
"G2701450","2019","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",65674,59776,5898,"Stearns County, Minnesota",524,1417,1270
"G2701630","2019","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",100991,97059,3932,"Washington County, Minnesota",336,1292,1237
"G2701710","2019","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",53289,49443,3846,"Wright County, Minnesota",149,962,952
"G2800330","2019","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",69654,65220,4434,"DeSoto County, Mississippi",364,1823,1781
"G2800350","2019","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",33179,27340,5839,"Forrest County, Mississippi",378,1423,1395
"G2800470","2019","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",94600,74628,19972,"Harrison County, Mississippi",507,3132,3098
"G2800490","2019","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104294,88471,15823,"Hinds County, Mississippi",510,2331,2202
"G2800590","2019","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",62786,56323,6463,"Jackson County, Mississippi",408,1633,1552
"G2800670","2019","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",29289,24178,5111,"Jones County, Mississippi",258,1324,1357
"G2800750","2019","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",35401,29367,6034,"Lauderdale County, Mississippi",434,1473,1485
"G2800810","2019","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",37122,30378,6744,"Lee County, Mississippi",201,1367,1398
"G2800890","2019","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",44471,40046,4425,"Madison County, Mississippi",421,1379,1385
"G2801210","2019","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",61846,57011,4835,"Rankin County, Mississippi",696,1738,1724
"G2900190","2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",79353,70721,8632,"Boone County, Missouri",557,2156,2118
"G2900210","2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38824,33984,4840,"Buchanan County, Missouri",441,1323,1257
"G2900310","2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",34983,31335,3648,"Cape Girardeau County, Missouri",338,1111,1032
"G2900370","2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",42891,40544,2347,"Cass County, Missouri",173,1168,1174
"G2900430","2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",35310,33227,2083,"Christian County, Missouri",129,916,913
"G2900470","2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",99679,93066,6613,"Clay County, Missouri",289,1893,1871
"G2900510","2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",33613,31437,2176,"Cole County, Missouri",951,1226,776
"G2900710","2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",45879,42161,3718,"Franklin County, Missouri",141,1138,1137
"G2900770","2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",135642,133900,1742,"Greene County, Missouri",1060,1384,850
"G2900950","2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",328262,292571,35691,"Jackson County, Missouri",919,3126,3186
"G2900970","2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",52254,45019,7235,"Jasper County, Missouri",232,1834,1818
"G2900990","2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",92150,83841,8309,"Jefferson County, Missouri",258,2086,2091
"G2901650","2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",42841,40332,2509,"Platte County, Missouri",205,1003,1005
"G2901830","2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",158414,150668,7746,"St. Charles County, Missouri",612,1761,1860
"G2901870","2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",30442,24021,6421,"St. Francois County, Missouri",458,1390,1300
"G2901890","2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",442243,410842,31401,"St. Louis County, Missouri",696,3458,3458
"G2905100","2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",177400,146779,30621,"St. Louis city, Missouri",828,3107,2864
"G3000130","2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",39203,32816,6387,"Cascade County, Montana",332,1153,1068
"G3000290","2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",49527,40681,8846,"Flathead County, Montana",236,1861,1821
"G3000310","2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",52558,46990,5568,"Gallatin County, Montana",322,1210,1135
"G3000490","2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",31942,27405,4537,"Lewis and Clark County, Montana",314,1310,1308
"G3000630","2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",55544,50853,4691,"Missoula County, Montana",448,1509,1425
"G3001110","2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",73855,69989,3866,"Yellowstone County, Montana",389,1402,1322
"G3100550","2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",239730,222819,16911,"Douglas County, Nebraska",717,2301,2239
"G3101090","2019","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",134993,128385,6608,"Lancaster County, Nebraska",822,2109,1942
"G3101530","2019","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",71060,68947,2113,"Sarpy County, Nebraska",163,914,878
"G3200030","2019","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",924533,813607,110926,"Clark County, Nevada",584,7174,7266
"G3200310","2019","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",205407,191091,14316,"Washoe County, Nevada",530,2296,2132
"G3300050","2019","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",35894,29698,6196,"Cheshire County, New Hampshire",415,1434,1473
"G3300090","2019","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",53410,35780,17630,"Grafton County, New Hampshire",431,1865,1883
"G3300110","2019","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",173305,162588,10717,"Hillsborough County, New Hampshire",493,2111,2120
"G3300130","2019","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",65566,60017,5549,"Merrimack County, New Hampshire",582,1417,1201
"G3300150","2019","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",134177,124212,9965,"Rockingham County, New Hampshire",323,1993,1968
"G3300170","2019","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",54821,50584,4237,"Strafford County, New Hampshire",439,1387,1253
"G3400010","2019","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",128951,101975,26976,"Atlantic County, New Jersey",338,2606,2617
"G3400030","2019","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",360822,343733,17089,"Bergen County, New Jersey",1237,2437,2550
"G3400050","2019","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",180448,170074,10374,"Burlington County, New Jersey",769,2140,2083
"G3400070","2019","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",206368,187780,18588,"Camden County, New Jersey",523,2647,2640
"G3400090","2019","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",99630,40939,58691,"Cape May County, New Jersey",522,2313,2213
"G3400110","2019","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56471,51360,5111,"Cumberland County, New Jersey",646,1392,1179
"G3400130","2019","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",319689,295976,23713,"Essex County, New Jersey",1067,2242,2226
"G3400150","2019","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",114452,106705,7747,"Gloucester County, New Jersey",299,1808,1792
"G3400170","2019","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",286907,266664,20243,"Hudson County, New Jersey",613,2722,2645
"G3400190","2019","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",50554,47901,2653,"Hunterdon County, New Jersey",627,1312,1189
"G3400210","2019","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",145133,130851,14282,"Mercer County, New Jersey",1091,2539,2265
"G3400230","2019","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",303457,285906,17551,"Middlesex County, New Jersey",911,2165,2141
"G3400250","2019","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",262917,240377,22540,"Monmouth County, New Jersey",403,2681,2628
"G3400270","2019","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",196196,184885,11311,"Morris County, New Jersey",518,2391,2411
"G3400290","2019","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",286173,226725,59448,"Ocean County, New Jersey",645,3469,3416
"G3400310","2019","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",177254,168059,9195,"Passaic County, New Jersey",618,1590,1520
"G3400330","2019","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27603,24404,3199,"Salem County, New Jersey",359,833,851
"G3400350","2019","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",127526,122606,4920,"Somerset County, New Jersey",433,1631,1565
"G3400370","2019","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62632,54099,8533,"Sussex County, New Jersey",499,1969,1771
"G3400390","2019","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",203047,192848,10199,"Union County, New Jersey",548,1974,1944
"G3400410","2019","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45624,42397,3227,"Warren County, New Jersey",239,1033,1017
"G3500010","2019","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",296402,271307,25095,"Bernalillo County, New Mexico",546,3383,3334
"G3500050","2019","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",27477,24671,2806,"Chaves County, New Mexico",368,1016,948
"G3500130","2019","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",89967,79094,10873,"Doña Ana County, New Mexico",638,2411,2438
"G3500250","2019","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",27031,24478,2553,"Lea County, New Mexico",409,879,732
"G3500310","2019","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",26429,21719,4710,"McKinley County, New Mexico",137,821,796
"G3500350","2019","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",31945,24133,7812,"Otero County, New Mexico",410,1355,1269
"G3500430","2019","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",58142,53251,4891,"Sandoval County, New Mexico",203,1135,1106
"G3500450","2019","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",51481,42561,8920,"San Juan County, New Mexico",418,1448,1440
"G3500490","2019","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",73550,62182,11368,"Santa Fe County, New Mexico",352,1949,1878
"G3500610","2019","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",31585,24829,6756,"Valencia County, New Mexico",189,1509,1542
"G3600010","2019","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",142884,128284,14600,"Albany County, New York",1037,2411,2076
"G3600050","2019","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",537197,513890,23307,"Bronx County, New York",1357,3258,2933
"G3600070","2019","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",91402,79309,12093,"Broome County, New York",670,1979,1974
"G3600090","2019","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41741,33056,8685,"Cattaraugus County, New York",328,1001,959
"G3600110","2019","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",37227,31489,5738,"Cayuga County, New York",517,1126,1048
"G3600130","2019","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",67779,55345,12434,"Chautauqua County, New York",362,1629,1597
"G3600150","2019","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",39081,33490,5591,"Chemung County, New York",400,1396,1360
"G3600190","2019","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",36836,31422,5414,"Clinton County, New York",462,1523,1435
"G3600270","2019","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",121547,110529,11018,"Dutchess County, New York",810,2070,1887
"G3600290","2019","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",430732,398326,32406,"Erie County, New York",1204,4131,3748
"G3600450","2019","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",60160,41214,18946,"Jefferson County, New York",466,1788,1819
"G3600470","2019","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1065363,978091,87272,"Kings County, New York",1683,5532,5359
"G3600510","2019","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27720,23409,4311,"Livingston County, New York",340,1202,1116
"G3600530","2019","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",32461,25986,6475,"Madison County, New York",292,1167,1163
"G3600550","2019","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",330262,305284,24978,"Monroe County, New York",1155,3207,3244
"G3600590","2019","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",474127,449798,24329,"Nassau County, New York",718,2410,2468
"G3600610","2019","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",892930,768203,124727,"New York County, New York",2654,9298,8675
"G3600630","2019","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",100704,90625,10079,"Niagara County, New York",492,1943,1898
"G3600650","2019","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",105623,90273,15350,"Oneida County, New York",645,1959,1831
"G3600670","2019","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",209759,183218,26541,"Onondaga County, New York",1049,3028,2685
"G3600690","2019","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",51695,46025,5670,"Ontario County, New York",282,1459,1426
"G3600710","2019","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",145217,131421,13796,"Orange County, New York",735,2722,2461
"G3600750","2019","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",54734,46640,8094,"Oswego County, New York",363,1468,1516
"G3600790","2019","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38711,34470,4241,"Putnam County, New York",243,1417,1385
"G3600810","2019","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",869346,784552,84794,"Queens County, New York",1109,4746,4508
"G3600830","2019","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",73431,65790,7641,"Rensselaer County, New York",516,1562,1533
"G3600850","2019","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",181765,166297,15468,"Richmond County, New York",582,2678,2583
"G3600870","2019","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",106991,101424,5567,"Rockland County, New York",304,1321,1256
"G3600890","2019","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",53488,42832,10656,"St. Lawrence County, New York",870,1430,1342
"G3600910","2019","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",108296,93547,14749,"Saratoga County, New York",293,2226,2188
"G3600930","2019","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",70111,62534,7577,"Schenectady County, New York",477,1508,1448
"G3601010","2019","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",49796,39283,10513,"Steuben County, New York",253,1536,1536
"G3601030","2019","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",577470,499744,77726,"Suffolk County, New York",831,4104,3920
"G3601050","2019","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",51276,28960,22316,"Sullivan County, New York",423,1694,1696
"G3601090","2019","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",44633,40322,4311,"Tompkins County, New York",832,1657,1338
"G3601110","2019","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",85616,69376,16240,"Ulster County, New York",752,2070,1967
"G3601130","2019","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",40284,29593,10691,"Warren County, New York",213,1551,1537
"G3601170","2019","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41905,36634,5271,"Wayne County, New York",257,1245,1274
"G3601190","2019","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",377263,355136,22127,"Westchester County, New York",936,3238,3068
"G3700010","2019","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",72814,64316,8498,"Alamance County, North Carolina",253,1763,1809
"G3700190","2019","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",95083,58385,36698,"Brunswick County, North Carolina",269,2550,2513
"G3700210","2019","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",127989,106741,21248,"Buncombe County, North Carolina",599,3462,3346
"G3700230","2019","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",41590,36634,4956,"Burke County, North Carolina",378,1496,1402
"G3700250","2019","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",82525,68798,13727,"Cabarrus County, North Carolina",277,1914,1865
"G3700270","2019","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",38250,32513,5737,"Caldwell County, North Carolina",245,1464,1433
"G3700310","2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",50962,28962,22000,"Carteret County, North Carolina",178,1649,1732
"G3700350","2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",69863,62417,7446,"Catawba County, North Carolina",333,1772,1700
"G3700370","2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",33704,30674,3030,"Chatham County, North Carolina",154,947,926
