GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G4803970","2012","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",29149,27502,1647,"Rockwall County, Texas",200,852,804
"G4804090","2012","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",26704,23040,3664,"San Patricio County, Texas",159,925,913
"G4804230","2012","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",87755,78290,9465,"Smith County, Texas",346,1895,1815
"G4804390","2012","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",724574,665139,59435,"Tarrant County, Texas",930,5462,5350
"G4804410","2012","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",56105,49548,6557,"Taylor County, Texas",475,1477,1364
"G4804510","2012","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",46854,42516,4338,"Tom Green County, Texas",904,1559,1020
"G4804530","2012","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",450876,414318,36558,"Travis County, Texas",1511,4032,4006
"G4804690","2012","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",35462,31850,3612,"Victoria County, Texas",318,840,828
"G4804710","2012","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",24643,20414,4229,"Walker County, Texas",2239,2622,1280
"G4804790","2012","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",75054,68980,6074,"Webb County, Texas",517,1382,1340
"G4804850","2012","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",55689,48702,6987,"Wichita County, Texas",1334,1895,1321
"G4804910","2012","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",167203,156215,10988,"Williamson County, Texas",384,2011,1948
"G4900050","2012","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",38067,35537,2530,"Cache County, Utah",346,817,763
"G4900110","2012","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",99677,96886,2791,"Davis County, Utah",209,955,917
"G4900350","2012","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",369102,348561,20541,"Salt Lake County, Utah",600,2708,2663
"G4900490","2012","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",152017,144466,7551,"Utah County, Utah",540,1486,1518
"G4900530","2012","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",59405,48186,11219,"Washington County, Utah",409,2125,2052
"G4900570","2012","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",86879,80232,6647,"Weber County, Utah",425,1575,1486
"G5000070","2012","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",66425,63022,3403,"Chittenden County, Vermont",369,1261,1249
"G5100030","2012","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",43302,38374,4928,"Albemarle County, Virginia",1079,1505,1258
"G5100130","2012","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",107734,95369,12365,"Arlington County, Virginia",537,2149,2112
"G5100150","2012","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",31576,28920,2656,"Augusta County, Virginia",428,880,766
"G5100190","2012","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",32404,28449,3955,"Bedford County, Virginia",115,865,905
"G5100410","2012","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",123916,115148,8768,"Chesterfield County, Virginia",542,1907,1844
"G5100590","2012","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",408577,391216,17361,"Fairfax County, Virginia",651,2463,2303
"G5100610","2012","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",25850,23044,2806,"Fauquier County, Virginia",126,1003,991
"G5100690","2012","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",31893,29636,2257,"Frederick County, Virginia",437,965,880
"G5100850","2012","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",38869,36146,2723,"Hanover County, Virginia",308,1103,1069
"G5100870","2012","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",133656,123501,10155,"Henrico County, Virginia",277,2107,2080
"G5100950","2012","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",30623,27360,3263,"James City County, Virginia",246,1256,1236
"G5101070","2012","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",114729,108559,6170,"Loudoun County, Virginia",200,1855,1860
"G5101210","2012","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",38823,35154,3669,"Montgomery County, Virginia",1001,1505,1098
"G5101530","2012","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",140822,134611,6211,"Prince William County, Virginia",453,1551,1373
"G5101610","2012","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",40295,38004,2291,"Roanoke County, Virginia",344,1100,1037
"G5101650","2012","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",34020,29390,4630,"Rockingham County, Virginia",232,1061,1056
"G5101770","2012","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",45606,42292,3314,"Spotsylvania County, Virginia",125,1043,1011
"G5101790","2012","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",44941,42313,2628,"Stafford County, Virginia",720,1234,904
"G5101990","2012","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",26910,22830,4080,"York County, Virginia",227,1104,1048
"G5105100","2012","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",73307,65468,7839,"Alexandria city, Virginia",275,1710,1725
"G5105500","2012","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",85207,80343,4864,"Chesapeake city, Virginia",769,1611,1416
"G5106500","2012","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60072,52797,7275,"Hampton city, Virginia",374,1747,1686
"G5106800","2012","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32043,28000,4043,"Lynchburg city, Virginia",625,1420,1222
"G5107000","2012","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",77066,70446,6620,"Newport News city, Virginia",837,1691,1394
"G5107100","2012","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",95435,86347,9088,"Norfolk city, Virginia",1375,2086,1689
"G5107400","2012","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40817,36781,4036,"Portsmouth city, Virginia",309,1136,1111
"G5107600","2012","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",98789,83456,15333,"Richmond city, Virginia",1037,2202,1968
"G5107700","2012","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47260,42134,5126,"Roanoke city, Virginia",615,1446,1296
"G5108000","2012","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",33549,30623,2926,"Suffolk city, Virginia",195,786,765
"G5108100","2012","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",179690,165376,14314,"Virginia Beach city, Virginia",691,2131,1992
"G5300050","2012","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",70648,65945,4703,"Benton County, Washington",526,1312,1273
"G5300070","2012","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",35646,27458,8188,"Chelan County, Washington",288,1460,1440
"G5300090","2012","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",35704,30044,5660,"Clallam County, Washington",234,1121,1124
"G5300110","2012","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",168891,160145,8746,"Clark County, Washington",324,1953,1930
"G5300150","2012","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",43419,38834,4585,"Cowlitz County, Washington",276,1245,1228
"G5300210","2012","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",25691,24270,1421,"Franklin County, Washington",292,742,727
"G5300250","2012","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",35236,30543,4693,"Grant County, Washington",138,1166,1165
"G5300270","2012","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",35230,27880,7350,"Grays Harbor County, Washington",435,1517,1458
"G5300290","2012","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",40458,32954,7504,"Island County, Washington",519,1484,1355
"G5300330","2012","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",859736,804062,55674,"King County, Washington",898,4348,4420
"G5300350","2012","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",108094,97027,11067,"Kitsap County, Washington",1136,2243,1813
"G5300410","2012","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",34113,30134,3979,"Lewis County, Washington",269,888,892
"G5300530","2012","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",328644,300554,28090,"Pierce County, Washington",764,3000,2933
"G5300570","2012","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",51611,44671,6940,"Skagit County, Washington",274,1400,1392
"G5300610","2012","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",290555,270568,19987,"Snohomish County, Washington",536,3104,2960
"G5300630","2012","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",204024,189004,15020,"Spokane County, Washington",984,2168,1909
"G5300670","2012","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",110057,102335,7722,"Thurston County, Washington",476,1642,1666
"G5300730","2012","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",91290,79029,12261,"Whatcom County, Washington",485,1992,1847
"G5300770","2012","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",86032,78472,7560,"Yakima County, Washington",543,1783,1679
"G5400030","2012","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",45380,40633,4747,"Berkeley County, West Virginia",330,1375,1346
"G5400110","2012","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46213,39570,6643,"Cabell County, West Virginia",394,1353,1336
"G5400330","2012","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31473,28556,2917,"Harrison County, West Virginia",111,863,839
"G5400390","2012","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92373,84099,8274,"Kanawha County, West Virginia",445,1692,1613
"G5400610","2012","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",43837,36881,6956,"Monongalia County, West Virginia",576,1410,1322
"G5400810","2012","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",35996,30834,5162,"Raleigh County, West Virginia",567,1204,1076
"G5401070","2012","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40222,35774,4448,"Wood County, West Virginia",178,1174,1207
"G5500090","2012","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",105757,98774,6983,"Brown County, Wisconsin",466,1797,1740
"G5500250","2012","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",217806,207415,10391,"Dane County, Wisconsin",1137,2299,2050
"G5500270","2012","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37066,33183,3883,"Dodge County, Wisconsin",422,1008,1042
"G5500350","2012","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",42410,40311,2099,"Eau Claire County, Wisconsin",456,890,746
"G5500390","2012","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",44149,41191,2958,"Fond du Lac County, Wisconsin",402,890,831
"G5500550","2012","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35235,32360,2875,"Jefferson County, Wisconsin",631,988,835
"G5500590","2012","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",69407,62697,6710,"Kenosha County, Wisconsin",509,1741,1613
"G5500630","2012","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",48751,46959,1792,"La Crosse County, Wisconsin",565,950,802
"G5500710","2012","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37150,33926,3224,"Manitowoc County, Wisconsin",178,1011,988
"G5500730","2012","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",58011,52147,5864,"Marathon County, Wisconsin",375,1337,1273
"G5500790","2012","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",417449,383291,34158,"Milwaukee County, Wisconsin",800,2648,2643
"G5500870","2012","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",73984,68973,5011,"Outagamie County, Wisconsin",438,1365,1373
"G5500890","2012","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",36410,34365,2045,"Ozaukee County, Wisconsin",203,752,754
"G5500970","2012","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30193,28270,1923,"Portage County, Wisconsin",271,668,632
"G5501010","2012","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82170,75752,6418,"Racine County, Wisconsin",626,1606,1514
"G5501050","2012","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68306,63287,5019,"Rock County, Wisconsin",366,1354,1322
"G5501090","2012","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",34206,32114,2092,"St. Croix County, Wisconsin",128,748,754
"G5501170","2012","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",50640,46653,3987,"Sheboygan County, Wisconsin",224,1138,1121
"G5501270","2012","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",51540,39758,11782,"Walworth County, Wisconsin",334,1385,1435
"G5501310","2012","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",55048,51837,3211,"Washington County, Wisconsin",263,1012,1007
"G5501330","2012","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",161288,154189,7099,"Waukesha County, Wisconsin",499,1508,1478
"G5501390","2012","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",73780,67627,6153,"Winnebago County, Wisconsin",663,1403,1133
"G5501410","2012","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",34122,31549,2573,"Wood County, Wisconsin",167,734,717
"G5600210","2012","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",40825,35245,5580,"Laramie County, Wyoming",183,1545,1547
"G5600250","2012","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",34891,32065,2826,"Natrona County, Wyoming",326,1144,1108
"G7200130","2012","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41631,32726,8905,"Arecibo Municipio, Puerto Rico",1068,1410,1136
"G7200210","2012","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",84344,71871,12473,"Bayamón Municipio, Puerto Rico",1448,2064,1615
"G7200250","2012","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",58986,51533,7453,"Caguas Municipio, Puerto Rico",1235,1628,1233
"G7200310","2012","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",78289,65864,12425,"Carolina Municipio, Puerto Rico",1518,2040,1487
"G7200610","2012","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",41122,35725,5397,"Guaynabo Municipio, Puerto Rico",972,1277,868
"G7200970","2012","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",41627,31216,10411,"Mayagüez Municipio, Puerto Rico",1105,1340,1061
"G7201130","2012","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",67084,57013,10071,"Ponce Municipio, Puerto Rico",1324,1867,1338
"G7201270","2012","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",192962,152456,40506,"San Juan Municipio, Puerto Rico",1992,3105,2541
"G7201350","2012","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25622,22503,3119,"Toa Alta Municipio, Puerto Rico",871,1103,750
"G7201370","2012","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",35203,30086,5117,"Toa Baja Municipio, Puerto Rico",871,1080,930
"G7201390","2012","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29644,25031,4613,"Trujillo Alto Municipio, Puerto Rico",822,1178,968
