GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G4001090","2017","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",339013,297945,41068,"Oklahoma County, Oklahoma",972,3809,3640
"G4001190","2017","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",36423,30009,6414,"Payne County, Oklahoma",554,1360,1342
"G4001250","2017","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29947,25877,4070,"Pottawatomie County, Oklahoma",402,736,671
"G4001310","2017","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",38109,34495,3614,"Rogers County, Oklahoma",308,703,655
"G4001430","2017","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",282915,251055,31860,"Tulsa County, Oklahoma",506,2202,2091
"G4001450","2017","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",32294,28307,3987,"Wagoner County, Oklahoma",74,668,652
"G4100030","2017","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",38286,35445,2841,"Benton County, Oregon",452,1109,907
"G4100050","2017","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",167536,157257,10279,"Clackamas County, Oregon",389,2122,2138
"G4100170","2017","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",88999,74498,14501,"Deschutes County, Oregon",288,2649,2618
"G4100190","2017","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",50262,45379,4883,"Douglas County, Oregon",479,1457,1351
"G4100290","2017","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",95394,89701,5693,"Jackson County, Oregon",340,1578,1578
"G4100330","2017","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",39073,36493,2580,"Josephine County, Oregon",259,959,963
"G4100350","2017","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",33512,27616,5896,"Klamath County, Oregon",324,1302,1269
"G4100390","2017","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",162602,151675,10927,"Lane County, Oregon",700,2015,1875
"G4100430","2017","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",50337,47188,3149,"Linn County, Oregon",237,1216,1147
"G4100470","2017","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",126128,115718,10410,"Marion County, Oregon",655,2238,2086
"G4100510","2017","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",347114,325039,22075,"Multnomah County, Oregon",814,3098,2853
"G4100530","2017","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",32145,29260,2885,"Polk County, Oregon",236,1173,1102
"G4100590","2017","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",30461,27525,2936,"Umatilla County, Oregon",330,932,944
"G4100670","2017","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",229687,217894,11793,"Washington County, Oregon",553,2596,2584
"G4100710","2017","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",39023,37629,1394,"Yamhill County, Oregon",349,873,754
"G4200010","2017","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",42344,39527,2817,"Adams County, Pennsylvania",356,1005,871
"G4200030","2017","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",600779,537381,63398,"Allegheny County, Pennsylvania",1303,4512,4265
"G4200050","2017","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32787,26712,6075,"Armstrong County, Pennsylvania",206,999,1007
"G4200070","2017","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",79520,71005,8515,"Beaver County, Pennsylvania",398,1524,1433
"G4200110","2017","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",167054,155154,11900,"Berks County, Pennsylvania",1042,2154,1812
"G4200130","2017","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56846,51885,4961,"Blair County, Pennsylvania",482,1043,999
"G4200170","2017","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",250650,239671,10979,"Bucks County, Pennsylvania",492,2395,2217
"G4200190","2017","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",83233,75513,7720,"Butler County, Pennsylvania",709,1542,1464
"G4200210","2017","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65968,56023,9945,"Cambria County, Pennsylvania",664,1680,1470
"G4200250","2017","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34779,26213,8566,"Carbon County, Pennsylvania",237,1520,1461
"G4200270","2017","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",66733,58629,8104,"Centre County, Pennsylvania",616,1590,1404
"G4200290","2017","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",200237,189506,10731,"Chester County, Pennsylvania",852,2209,2035
"G4200330","2017","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",39226,29098,10128,"Clearfield County, Pennsylvania",460,1272,1191
"G4200370","2017","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",30190,26584,3606,"Columbia County, Pennsylvania",427,937,839
"G4200390","2017","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44908,36050,8858,"Crawford County, Pennsylvania",407,1066,982
"G4200410","2017","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",106031,98242,7789,"Cumberland County, Pennsylvania",618,1733,1704
"G4200430","2017","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",124363,110764,13599,"Dauphin County, Pennsylvania",927,2360,2254
"G4200450","2017","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",224415,205461,18954,"Delaware County, Pennsylvania",733,2694,2571
"G4200490","2017","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",121422,108458,12964,"Erie County, Pennsylvania",813,1975,1837
"G4200510","2017","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",63781,53256,10525,"Fayette County, Pennsylvania",519,1502,1339
"G4200550","2017","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",65430,60979,4451,"Franklin County, Pennsylvania",316,1311,1323
"G4200630","2017","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38999,33664,5335,"Indiana County, Pennsylvania",495,1197,1143
"G4200690","2017","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",100511,86213,14298,"Lackawanna County, Pennsylvania",686,2225,2130
"G4200710","2017","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",210887,201150,9737,"Lancaster County, Pennsylvania",770,1871,1847
"G4200730","2017","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",41239,37341,3898,"Lawrence County, Pennsylvania",318,1107,1038
"G4200750","2017","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",57678,52786,4892,"Lebanon County, Pennsylvania",369,1327,1213
"G4200770","2017","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",146256,139466,6790,"Lehigh County, Pennsylvania",603,1852,1667
"G4200790","2017","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",150114,126811,23303,"Luzerne County, Pennsylvania",682,2908,2701
"G4200810","2017","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",53432,46122,7310,"Lycoming County, Pennsylvania",699,1242,1400
"G4200850","2017","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",52277,46453,5824,"Mercer County, Pennsylvania",663,1296,1080
"G4200890","2017","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",81471,57668,23803,"Monroe County, Pennsylvania",367,2454,2407
"G4200910","2017","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",334404,314756,19648,"Montgomery County, Pennsylvania",829,2507,2360
"G4200950","2017","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",123150,113945,9205,"Northampton County, Pennsylvania",823,1942,1721
"G4200970","2017","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",45443,37684,7759,"Northumberland County, Pennsylvania",418,1257,1268
"G4201010","2017","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",685988,606142,79846,"Philadelphia County, Pennsylvania",1730,4673,4289
"G4201070","2017","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69866,57492,12374,"Schuylkill County, Pennsylvania",503,1801,1637
"G4201110","2017","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",38452,29405,9047,"Somerset County, Pennsylvania",436,1100,1077
"G4201250","2017","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",95911,81924,13987,"Washington County, Pennsylvania",516,2078,2073
"G4201290","2017","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",170495,151007,19488,"Westmoreland County, Pennsylvania",760,2251,2185
"G4201330","2017","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",184156,171781,12375,"York County, Pennsylvania",535,2489,2345
"G4400030","2017","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",74393,69536,4857,"Kent County, Rhode Island",228,1409,1400
"G4400050","2017","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",42540,34568,7972,"Newport County, Rhode Island",293,1536,1570
"G4400070","2017","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",266292,237197,29095,"Providence County, Rhode Island",530,2787,2771
"G4400090","2017","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",64014,47853,16161,"Washington County, Rhode Island",370,2182,2159
"G4500030","2017","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",76594,67790,8804,"Aiken County, South Carolina",399,1797,1749
"G4500070","2017","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",88221,76727,11494,"Anderson County, South Carolina",295,1839,1819
"G4500130","2017","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",99292,68366,30926,"Beaufort County, South Carolina",706,2530,2476
"G4500150","2017","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",83926,75948,7978,"Berkeley County, South Carolina",579,1788,1819
"G4500190","2017","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",187851,158635,29216,"Charleston County, South Carolina",724,3288,3039
"G4500310","2017","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30806,27783,3023,"Darlington County, South Carolina",267,1146,1151
"G4500350","2017","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",60904,56003,4901,"Dorchester County, South Carolina",303,1584,1504
"G4500410","2017","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",60214,51675,8539,"Florence County, South Carolina",413,1517,1520
"G4500450","2017","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",211170,193456,17714,"Greenville County, South Carolina",565,2476,2414
"G4500470","2017","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31454,26730,4724,"Greenwood County, South Carolina",348,1336,1296
"G4500510","2017","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",205642,128499,77143,"Horry County, South Carolina",551,4070,4151
"G4500550","2017","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",29131,25712,3419,"Kershaw County, South Carolina",123,1207,1197
"G4500570","2017","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",37606,34262,3344,"Lancaster County, South Carolina",290,1074,1022
"G4500590","2017","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",31242,25160,6082,"Laurens County, South Carolina",336,1413,1345
"G4500630","2017","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",124366,110228,14138,"Lexington County, South Carolina",526,2347,2251
"G4500730","2017","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",40318,32189,8129,"Oconee County, South Carolina",221,1586,1577
"G4500750","2017","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42724,31870,10854,"Orangeburg County, South Carolina",244,1572,1533
"G4500770","2017","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",54365,47824,6541,"Pickens County, South Carolina",580,1614,1389
"G4500790","2017","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",173040,151999,21041,"Richland County, South Carolina",1083,3048,2820
"G4500830","2017","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",129194,115765,13429,"Spartanburg County, South Carolina",579,2353,2148
"G4500850","2017","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",48067,41878,6189,"Sumter County, South Carolina",234,1433,1367
"G4500910","2017","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",107317,100791,6526,"York County, South Carolina",418,1638,1463
"G4600990","2017","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",81877,77045,4832,"Minnehaha County, South Dakota",635,1515,1383
"G4601030","2017","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",48767,43536,5231,"Pennington County, South Dakota",558,1211,1092
"G4700010","2017","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34966,29929,5037,"Anderson County, Tennessee",266,1373,1362
"G4700090","2017","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",57870,50793,7077,"Blount County, Tennessee",380,1567,1414
"G4700110","2017","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",43772,40610,3162,"Bradley County, Tennessee",387,1014,948
"G4700370","2017","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",314038,283929,30109,"Davidson County, Tennessee",1275,3870,3567
"G4700590","2017","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32567,27249,5318,"Greene County, Tennessee",265,1469,1393
"G4700650","2017","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",159041,145071,13970,"Hamilton County, Tennessee",798,2135,2093
"G4700930","2017","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",203651,187098,16553,"Knox County, Tennessee",819,2478,2353
"G4701130","2017","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",43072,36343,6729,"Madison County, Tennessee",291,1383,1354
"G4701190","2017","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",37463,33900,3563,"Maury County, Tennessee",302,1236,1218
"G4701250","2017","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",81002,73690,7312,"Montgomery County, Tennessee",358,2061,2016
"G4701410","2017","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",34473,30679,3794,"Putnam County, Tennessee",439,1294,1189
"G4701470","2017","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",27266,25884,1382,"Robertson County, Tennessee",381,784,661
"G4701490","2017","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",118420,112519,5901,"Rutherford County, Tennessee",358,2005,1988
"G4701550","2017","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",57500,36444,21056,"Sevier County, Tennessee",246,2095,2090
"G4701570","2017","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",405590,347221,58369,"Shelby County, Tennessee",825,4060,3931
"G4701630","2017","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",75318,67685,7633,"Sullivan County, Tennessee",477,1587,1535
"G4701650","2017","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",71266,66063,5203,"Sumner County, Tennessee",266,1408,1399
"G4701790","2017","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",60381,53071,7310,"Washington County, Tennessee",833,1988,1663
"G4701870","2017","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",81767,77512,4255,"Williamson County, Tennessee",125,1780,1786
"G4701890","2017","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",53010,50234,2776,"Wilson County, Tennessee",411,1142,1072
"G4800050","2017","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36811,31544,5267,"Angelina County, Texas",434,1192,1159
"G4800210","2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",30709,24249,6460,"Bastrop County, Texas",275,1668,1645
"G4800270","2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",140157,122333,17824,"Bell County, Texas",466,2520,2458
"G4800290","2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",693762,633422,60340,"Bexar County, Texas",874,4901,4800
"G4800370","2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",39820,33164,6656,"Bowie County, Texas",614,1682,1603
"G4800390","2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",136367,119770,16597,"Brazoria County, Texas",673,2619,2547
"G4800410","2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",89761,79725,10036,"Brazos County, Texas",1046,2344,2092
"G4800610","2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",151046,123024,28022,"Cameron County, Texas",362,2446,2459
"G4800850","2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",363573,338769,24804,"Collin County, Texas",354,3681,3642
"G4800910","2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",57941,51662,6279,"Comal County, Texas",279,1527,1483
"G4800990","2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",26679,20335,6344,"Coryell County, Texas",605,1213,1122
"G4801130","2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",1013049,929078,83971,"Dallas County, Texas",1093,5302,5507
"G4801210","2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",309310,293610,15700,"Denton County, Texas",704,2601,2458
"G4801350","2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",58178,51388,6790,"Ector County, Texas",204,1714,1725
"G4801390","2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",61233,57052,4181,"Ellis County, Texas",363,1263,1232
"G4801410","2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",296604,269523,27081,"El Paso County, Texas",689,2823,2711
"G4801570","2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",252999,235783,17216,"Fort Bend County, Texas",492,3701,3718
"G4801670","2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",146451,121423,25028,"Galveston County, Texas",606,2641,2611
"G4801810","2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",55876,49176,6700,"Grayson County, Texas",350,1611,1553
"G4801830","2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",51969,44138,7831,"Gregg County, Texas",515,1889,1832
"G4801870","2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",58417,55421,2996,"Guadalupe County, Texas",217,997,971
"G4802010","2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1768969,1586849,182120,"Harris County, Texas",2681,9359,9088
"G4802030","2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28570,22618,5952,"Harrison County, Texas",148,1202,1214
"G4802090","2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",78523,74995,3528,"Hays County, Texas",580,1300,1182
"G4802130","2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",41131,32412,8719,"Henderson County, Texas",388,1498,1472
"G4802150","2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",276758,239825,36933,"Hidalgo County, Texas",448,3843,3861
"G4802310","2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",37764,32943,4821,"Hunt County, Texas",389,1387,1298
"G4802450","2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",108584,93735,14849,"Jefferson County, Texas",1345,2647,2293
"G4802510","2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",61997,58859,3138,"Johnson County, Texas",613,990,1151
"G4802570","2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",41117,37569,3548,"Kaufman County, Texas",269,1096,1084
"G4802910","2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",31091,25482,5609,"Liberty County, Texas",396,1433,1427
"G4803030","2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",127408,112290,15118,"Lubbock County, Texas",634,2660,2460
