GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G4100030","2015","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",37695,35062,2633,"Benton County, Oregon",371,1071,1028
"G4100050","2015","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",162227,152414,9813,"Clackamas County, Oregon",384,1886,1839
"G4100170","2015","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",83886,69424,14462,"Deschutes County, Oregon",236,2116,2071
"G4100190","2015","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",49165,44046,5119,"Douglas County, Oregon",341,1238,1161
"G4100290","2015","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",92845,83876,8969,"Jackson County, Oregon",368,1808,1790
"G4100330","2015","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",38145,35918,2227,"Josephine County, Oregon",281,1004,993
"G4100350","2015","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",32824,27144,5680,"Klamath County, Oregon",294,1188,1167
"G4100390","2015","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",159311,146602,12709,"Lane County, Oregon",741,2388,2117
"G4100430","2015","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",49174,46315,2859,"Linn County, Oregon",240,1084,1039
"G4100470","2015","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",123464,114525,8939,"Marion County, Oregon",542,2242,2060
"G4100510","2015","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",336260,311797,24463,"Multnomah County, Oregon",809,3172,3043
"G4100530","2015","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",31162,30075,1087,"Polk County, Oregon",275,830,795
"G4100590","2015","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29832,26604,3228,"Umatilla County, Oregon",367,1079,1038
"G4100670","2015","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",222030,211139,10891,"Washington County, Oregon",588,2446,2291
"G4100710","2015","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",37976,35519,2457,"Yamhill County, Oregon",535,1053,916
"G4200010","2015","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41454,38459,2995,"Adams County, Pennsylvania",322,921,927
"G4200030","2015","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",590675,530718,59957,"Allegheny County, Pennsylvania",1383,4663,4620
"G4200050","2015","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32342,28068,4274,"Armstrong County, Pennsylvania",186,890,872
"G4200070","2015","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",78339,69521,8818,"Beaver County, Pennsylvania",501,1427,1350
"G4200110","2015","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",164907,151792,13115,"Berks County, Pennsylvania",1038,2097,1823
"G4200130","2015","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56007,52830,3177,"Blair County, Pennsylvania",384,1044,887
"G4200170","2015","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",247204,234178,13026,"Bucks County, Pennsylvania",688,2088,1935
"G4200190","2015","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",80787,74348,6439,"Butler County, Pennsylvania",689,1263,1210
"G4200210","2015","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65142,57044,8098,"Cambria County, Pennsylvania",714,1560,1355
"G4200250","2015","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34391,25494,8897,"Carbon County, Pennsylvania",203,1321,1282
"G4200270","2015","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",65474,56116,9358,"Centre County, Pennsylvania",786,1893,1599
"G4200290","2015","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",196767,188121,8646,"Chester County, Pennsylvania",616,1788,1666
"G4200330","2015","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38593,30929,7664,"Clearfield County, Pennsylvania",425,1153,1123
"G4200370","2015","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29598,25810,3788,"Columbia County, Pennsylvania",547,1192,1034
"G4200390","2015","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44313,35781,8532,"Crawford County, Pennsylvania",421,1256,1132
"G4200410","2015","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",103566,97200,6366,"Cumberland County, Pennsylvania",716,1605,1497
"G4200430","2015","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",122188,110722,11466,"Dauphin County, Pennsylvania",918,1934,1790
"G4200450","2015","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",221868,203203,18665,"Delaware County, Pennsylvania",841,2628,2595
"G4200490","2015","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",120096,110138,9958,"Erie County, Pennsylvania",714,1778,1721
"G4200510","2015","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62979,54391,8588,"Fayette County, Pennsylvania",476,1448,1410
"G4200550","2015","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",64316,59486,4830,"Franklin County, Pennsylvania",218,1161,1117
"G4200630","2015","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38609,33066,5543,"Indiana County, Pennsylvania",434,1163,1083
"G4200690","2015","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",98383,83054,15329,"Lackawanna County, Pennsylvania",685,2310,2182
"G4200710","2015","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",207135,197706,9429,"Lancaster County, Pennsylvania",531,1790,1691
"G4200730","2015","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",40672,36138,4534,"Lawrence County, Pennsylvania",286,954,908
"G4200750","2015","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",56479,53200,3279,"Lebanon County, Pennsylvania",323,951,964
"G4200770","2015","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",143859,135059,8800,"Lehigh County, Pennsylvania",586,1794,1734
"G4200790","2015","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",148206,127408,20798,"Luzerne County, Pennsylvania",900,2524,2162
"G4200810","2015","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52677,45751,6926,"Lycoming County, Pennsylvania",438,1297,1180
"G4200850","2015","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51572,44385,7187,"Mercer County, Pennsylvania",645,1571,1409
"G4200890","2015","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80718,55681,25037,"Monroe County, Pennsylvania",324,2167,2146
"G4200910","2015","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",328621,310347,18274,"Montgomery County, Pennsylvania",857,2622,2353
"G4200950","2015","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",121578,112619,8959,"Northampton County, Pennsylvania",764,1932,1707
"G4200970","2015","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",44863,39981,4882,"Northumberland County, Pennsylvania",397,1071,946
"G4201010","2015","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",672657,581604,91053,"Philadelphia County, Pennsylvania",1409,5120,5131
"G4201070","2015","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69126,57392,11734,"Schuylkill County, Pennsylvania",561,1676,1699
"G4201110","2015","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",37888,29199,8689,"Somerset County, Pennsylvania",393,1043,915
"G4201250","2015","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",94141,83949,10192,"Washington County, Pennsylvania",455,1339,1317
"G4201290","2015","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",168235,149360,18875,"Westmoreland County, Pennsylvania",812,2195,2241
"G4201330","2015","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",181066,165672,15394,"York County, Pennsylvania",593,2519,2485
"G4400030","2015","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73590,68452,5138,"Kent County, Rhode Island",234,1334,1277
"G4400050","2015","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41948,34657,7291,"Newport County, Rhode Island",276,1691,1642
"G4400070","2015","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",263217,235033,28184,"Providence County, Rhode Island",484,3080,3012
"G4400090","2015","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",63008,49555,13453,"Washington County, Rhode Island",410,1517,1474
"G4500030","2015","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",74508,64654,9854,"Aiken County, South Carolina",401,1823,1802
"G4500070","2015","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",86077,74654,11423,"Anderson County, South Carolina",311,2036,1977
"G4500130","2015","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",95274,69002,26272,"Beaufort County, South Carolina",726,2505,2268
"G4500150","2015","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",79168,71908,7260,"Berkeley County, South Carolina",537,1796,1691
"G4500190","2015","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",180697,150073,30624,"Charleston County, South Carolina",789,2922,2689
"G4500310","2015","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30224,27401,2823,"Darlington County, South Carolina",206,835,855
"G4500350","2015","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",58628,51741,6887,"Dorchester County, South Carolina",275,1719,1682
"G4500410","2015","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",59205,52513,6692,"Florence County, South Carolina",334,1309,1287
"G4500450","2015","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",203431,186036,17395,"Greenville County, South Carolina",669,2503,2471
"G4500470","2015","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31210,25816,5394,"Greenwood County, South Carolina",367,1447,1441
"G4500510","2015","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",196128,124949,71179,"Horry County, South Carolina",351,3160,3183
"G4500570","2015","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",35067,31517,3550,"Lancaster County, South Carolina",290,1006,1010
"G4500590","2015","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30616,25220,5396,"Laurens County, South Carolina",294,1284,1185
"G4500630","2015","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",119733,108197,11536,"Lexington County, South Carolina",692,1877,1728
"G4500730","2015","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",39250,31488,7762,"Oconee County, South Carolina",246,1381,1368
"G4500750","2015","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42087,33175,8912,"Orangeburg County, South Carolina",228,1396,1349
"G4500770","2015","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",52418,46830,5588,"Pickens County, South Carolina",637,1586,1404
"G4500790","2015","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",168970,146898,22072,"Richland County, South Carolina",1174,2812,2362
"G4500830","2015","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",125372,112951,12421,"Spartanburg County, South Carolina",537,2155,2073
"G4500850","2015","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",47181,41017,6164,"Sumter County, South Carolina",221,1458,1465
"G4500910","2015","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",101603,96264,5339,"York County, South Carolina",440,1550,1438
"G4600990","2015","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",77752,73424,4328,"Minnehaha County, South Dakota",545,1444,1371
"G4601030","2015","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",47191,43971,3220,"Pennington County, South Dakota",540,1044,940
"G4700010","2015","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34839,31261,3578,"Anderson County, Tennessee",279,1133,1088
"G4700090","2015","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",56379,48397,7982,"Blount County, Tennessee",425,1645,1509
"G4700110","2015","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",42875,39620,3255,"Bradley County, Tennessee",435,1157,1077
"G4700370","2015","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",298808,274187,24621,"Davidson County, Tennessee",1124,3026,2822
"G4700590","2015","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32173,26660,5513,"Greene County, Tennessee",227,1228,1182
"G4700650","2015","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",156388,136858,19530,"Hamilton County, Tennessee",709,2567,2739
"G4700930","2015","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",200472,181292,19180,"Knox County, Tennessee",815,2394,2176
"G4701130","2015","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42811,37544,5267,"Madison County, Tennessee",297,1256,1245
"G4701190","2015","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",36251,33326,2925,"Maury County, Tennessee",243,1172,1148
"G4701250","2015","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",78303,70494,7809,"Montgomery County, Tennessee",340,1557,1554
"G4701410","2015","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",33214,29812,3402,"Putnam County, Tennessee",337,1084,1051
"G4701470","2015","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26615,24909,1706,"Robertson County, Tennessee",371,806,685
"G4701490","2015","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",112110,104177,7933,"Rutherford County, Tennessee",403,1973,1958
"G4701550","2015","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",56400,37846,18554,"Sevier County, Tennessee",250,2122,2078
"G4701570","2015","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",404294,348067,56227,"Shelby County, Tennessee",995,3950,3803
"G4701630","2015","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",74193,65188,9005,"Sullivan County, Tennessee",387,1859,1827
"G4701650","2015","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",68851,64521,4330,"Sumner County, Tennessee",471,1255,1188
"G4701790","2015","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",59401,52924,6477,"Washington County, Tennessee",756,1628,1592
"G4701870","2015","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",75987,72846,3141,"Williamson County, Tennessee",124,1407,1430
"G4701890","2015","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",50206,46158,4048,"Wilson County, Tennessee",362,1406,1342
"G4800050","2015","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36312,30052,6260,"Angelina County, Texas",422,1498,1374
"G4800210","2015","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",29802,25963,3839,"Bastrop County, Texas",279,1455,1408
"G4800270","2015","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",135718,119178,16540,"Bell County, Texas",521,2311,2370
"G4800290","2015","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",684166,627634,56532,"Bexar County, Texas",721,4564,4464
"G4800370","2015","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",39237,32244,6993,"Bowie County, Texas",527,1515,1404
"G4800390","2015","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",129517,117149,12368,"Brazoria County, Texas",691,2590,2491
"G4800410","2015","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",85231,77628,7603,"Brazos County, Texas",903,1948,1898
"G4800610","2015","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",147515,122468,25047,"Cameron County, Texas",470,2138,2082
"G4800850","2015","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",337781,322585,15196,"Collin County, Texas",335,2665,2632
"G4800910","2015","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",53242,45752,7490,"Comal County, Texas",280,1626,1629
"G4800990","2015","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",26164,23880,2284,"Coryell County, Texas",741,1117,751
"G4801130","2015","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",985429,905250,80179,"Dallas County, Texas",987,4540,4618
"G4801210","2015","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",288319,274338,13981,"Denton County, Texas",858,2374,2082
"G4801350","2015","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",57024,52023,5001,"Ector County, Texas",444,1529,1431
"G4801390","2015","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",58099,53294,4805,"Ellis County, Texas",319,1344,1318
"G4801410","2015","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",289459,260710,28749,"El Paso County, Texas",572,3524,3588
"G4801570","2015","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",233272,222936,10336,"Fort Bend County, Texas",453,2727,2596
"G4801670","2015","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",142329,116557,25772,"Galveston County, Texas",546,2696,2801
"G4801810","2015","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",54668,47538,7130,"Grayson County, Texas",311,1482,1419
"G4801830","2015","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",51654,45568,6086,"Gregg County, Texas",441,1390,1404
"G4801870","2015","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",55019,50864,4155,"Guadalupe County, Texas",301,1096,1083
"G4802010","2015","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1720570,1583582,136988,"Harris County, Texas",1208,6653,6396
"G4802030","2015","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28131,22227,5904,"Harrison County, Texas",148,1234,1248
"G4802090","2015","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",72977,67346,5631,"Hays County, Texas",789,1627,1486
"G4802130","2015","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",40114,29103,11011,"Henderson County, Texas",214,1561,1491
"G4802150","2015","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",264607,225692,38915,"Hidalgo County, Texas",498,3685,3710
"G4802310","2015","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",37006,31970,5036,"Hunt County, Texas",372,1100,995
"G4802450","2015","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",108130,94743,13387,"Jefferson County, Texas",1191,2262,1877
"G4802510","2015","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",59698,53992,5706,"Johnson County, Texas",379,1417,1401
"G4802570","2015","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",39462,35802,3660,"Kaufman County, Texas",262,1034,1008
"G4802910","2015","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",29808,26383,3425,"Liberty County, Texas",591,1069,925
"G4803030","2015","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",123097,108485,14612,"Lubbock County, Texas",597,2448,2361
"G4803090","2015","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",98660,87308,11352,"McLennan County, Texas",675,1963,1814
"G4803290","2015","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",59512,56280,3232,"Midland County, Texas",305,1283,1255
"G4803390","2015","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",202464,185869,16595,"Montgomery County, Texas",351,3125,3089
"G4803470","2015","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",28036,23493,4543,"Nacogdoches County, Texas",670,1251,1085
"G4803550","2015","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",147936,130207,17729,"Nueces County, Texas",602,2635,2514
"G4803610","2015","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",36484,32848,3636,"Orange County, Texas",168,1086,1079
"G4803670","2015","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",48256,42804,5452,"Parker County, Texas",326,1468,1414
"G4803750","2015","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",49445,43715,5730,"Potter County, Texas",481,1407,1351
