GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANLTE001,ANLTE002,ANLTE003,ANLTE004,ANLTE005,ANLTE006,ANLTE007,ANLTE008,ANLTE009,ANLTE010,NAME_M,ANLTM001,ANLTM002,ANLTM003,ANLTM004,ANLTM005,ANLTM006,ANLTM007,ANLTM008,ANLTM009,ANLTM010
"G48074144","2021","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",107199,62668,29043,1637,2289,186,3203,8173,5010,3163,"Tyler city, Texas",34,3930,3097,2035,819,321,1669,2476,1615,2001
"G48075428","2021","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",65384,32516,4817,669,1107,0,5354,20921,19716,1205,"Victoria city, Texas",28,3917,1001,667,259,249,2048,3856,3733,949
"G48076000","2021","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",139601,66989,29161,302,2093,0,7447,33609,26801,6808,"Waco city, Texas",38,3735,2575,258,713,249,2262,4009,3693,3215
"G48079000","2021","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",102986,66924,12945,558,2595,56,5454,14454,10392,4062,"Wichita Falls city, Texas",21,2460,1398,375,783,90,1437,2878,2419,1361
"G49043660","2021","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",83299,69399,1996,28,1062,418,2598,7798,4967,2831,"Layton city, Utah",40,2965,1171,46,569,515,1406,2048,1779,1136
"G49044320","2021","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",79979,71085,143,0,1957,110,892,5792,3383,2409,"Lehi city, Utah",32,2502,164,206,995,154,697,2106,1597,1369
"G49055980","2021","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",86800,62184,1836,1554,1333,220,11509,8164,4846,3318,"Ogden city, Utah",24,3496,817,1036,548,388,3289,2386,2018,1298
"G49057300","2021","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",97872,73748,1036,570,1304,1246,7151,12817,9298,3519,"Orem city, Utah",43,3643,934,417,667,944,2490,3065,2678,1301
"G49062470","2021","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",114085,85072,759,1126,2876,972,7867,15413,6255,9158,"Provo city, Utah",32,4171,503,1110,954,675,3339,3487,2203,2990
"G49065330","2021","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",99965,84674,345,973,2898,427,5195,5453,2655,2798,"St. George city, Utah",28,3621,483,1005,1553,744,3412,2045,1538,1572
"G49067000","2021","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",200475,140997,7173,2297,8577,4891,14999,21541,11443,10098,"Salt Lake City city, Utah",37,5959,2760,1451,1800,3545,3866,4162,3360,2702
"G49067440","2021","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",95038,81031,157,422,3716,377,2690,6645,2669,3976,"Sandy city, Utah",47,2972,165,366,2154,379,1231,2158,1281,1650
"G49070850","2021","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",80142,64368,274,227,6166,637,1443,7027,4857,2170,"South Jordan city, Utah",34,4469,330,330,2310,774,972,3426,3257,1204
"G49082950","2021","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",116544,77601,1518,1598,2902,1528,12870,18527,12137,6390,"West Jordan city, Utah",32,5563,1061,1066,1285,1793,4440,4936,4547,2389
"G49083470","2021","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",139094,62822,1887,2866,8887,5389,35379,21864,15956,5908,"West Valley City city, Utah",71,5824,1038,2142,2732,2355,6027,4923,4599,2458
"G51001000","2021","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",154706,81689,32477,124,8559,0,9588,22269,13355,8914,"Alexandria city, Virginia",,1237,1999,151,1329,216,2384,2940,2478,2467
"G51003000","2021","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",232965,143110,21382,1012,24109,46,11367,31939,18659,13280,"Arlington CDP, Virginia",,2366,1525,755,1169,79,3537,4231,3537,2424
"G51014440","2021","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",75010,31902,5417,231,20962,0,5102,11396,5120,6276,"Centreville CDP, Virginia",7418,4338,1686,387,3881,216,2631,3169,2647,2021
"G51016000","2021","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",251269,139452,66293,835,9030,1439,7573,26647,8391,18256,"Chesapeake city, Virginia",,1660,4842,931,1528,1468,2626,5544,2307,4886
"G51021088","2021","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",79782,20498,18612,2704,8247,371,9622,19728,13123,6605,"Dale City CDP, Virginia",7735,4081,3521,2822,2569,350,2961,5169,4747,2537
"G51035000","2021","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",137746,51465,65412,519,2718,0,4573,13059,2384,10675,"Hampton city, Virginia",,970,3734,339,921,216,3005,2824,1205,2576
"G51047672","2021","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",79009,47868,22549,1214,2200,0,448,4730,2428,2302,"Lynchburg city, Virginia",,1797,429,1200,298,216,415,2204,1881,1104
"G51056000","2021","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",184587,75911,74818,211,6694,0,7476,19477,10886,8591,"Newport News city, Virginia",,2377,2701,199,622,216,3072,3451,2522,2061
"G51057000","2021","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",235089,102998,94659,1025,8953,0,8806,18648,8549,10099,"Norfolk city, Virginia",,1603,2134,541,722,216,2335,2866,2125,1924
"G51064000","2021","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",97840,35187,49357,393,1841,97,815,10150,3388,6762,"Portsmouth city, Virginia",,993,2550,475,265,161,695,2882,1370,2615
"G51067000","2021","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",226604,95337,97198,712,5158,61,12383,15755,6293,9462,"Richmond city, Virginia",,1761,2082,626,317,102,1881,2887,1595,2385
"G51068000","2021","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",98865,57661,28843,33,2924,237,878,8289,4622,3667,"Roanoke city, Virginia",,1313,2019,53,647,384,608,2295,1584,2079
"G51076432","2021","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",96194,45407,38735,1094,995,0,2057,7906,2108,5798,"Suffolk city, Virginia",,678,1695,1223,532,216,862,1914,1003,1856
"G51082000","2021","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",457672,277916,85142,382,32341,541,13432,47918,18269,29649,"Virginia Beach city, Virginia",,2176,3264,351,2847,591,3337,4491,3120,3758
"G53003180","2021","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",87061,45237,6348,1673,12806,1942,7912,11143,6402,4741,"Auburn city, Washington",2684,4901,2837,1266,3238,1261,3629,2757,2648,1596
"G53005210","2021","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",149429,62844,5832,440,63384,1594,3448,11887,5670,6217,"Bellevue city, Washington",50,5154,3283,482,5265,1606,1683,2184,1725,1393
"G53005280","2021","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",92290,73172,1158,1145,4151,388,2734,9542,4519,5023,"Bellingham city, Washington",26,2298,588,889,1497,277,1164,2079,1610,1119
"G53022640","2021","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",110820,66659,7147,1145,11733,698,6263,17175,9380,7795,"Everett city, Washington",42,4934,2854,1011,3766,538,2814,3735,3283,2097
"G53023515","2021","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",99028,34045,21680,1647,16136,2030,11465,12025,4595,7430,"Federal Way city, Washington",48,4383,5000,1835,3764,2059,4104,3277,2044,2569
"G53035275","2021","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",84478,52829,1824,455,1443,20,12904,15003,11368,3635,"Kennewick city, Washington",42,4476,1033,385,929,44,4282,3554,3634,1538
"G53035415","2021","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",134837,49230,19535,364,30881,3935,17554,13338,5257,8081,"Kent city, Washington",39,5441,4919,278,4710,1946,4399,3190,2728,2178
"G53035940","2021","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",92105,63277,648,569,16113,116,2989,8393,3414,4979,"Kirkland city, Washington",30,3180,396,443,3181,206,1256,1919,1479,1185
"G53043955","2021","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",71151,48592,2092,813,5892,0,3431,10331,5924,4407,"Marysville city, Washington",37,3492,944,607,2178,213,1727,2998,2782,1565
"G53053545","2021","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",84190,38295,1465,370,1122,2038,20719,20181,17605,2576,"Pasco city, Washington",2844,4207,1113,386,883,1421,4819,4497,4186,1454
"G53057535","2021","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",76360,34909,2124,36,33714,0,1176,4401,871,3530,"Redmond city, Washington",32,5328,1801,61,4715,213,803,1615,644,1498
"G53057745","2021","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",105200,41065,7755,1386,27442,862,9455,17235,7927,9308,"Renton city, Washington",80,4287,2816,1451,3972,727,3775,3155,2927,2824
"G53061115","2021","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",66630,33034,1356,49,25310,59,652,6170,2066,4104,"Sammamish city, Washington",28,3455,1362,81,3385,102,636,1719,812,1665
"G53063000","2021","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"1600000US5363000","5363000","Seattle city, Washington",733904,451768,46346,3738,124497,1526,17618,88411,31850,56561,"Seattle city, Washington",100,9038,6614,1181,7656,888,3803,7545,4956,5412
"G53065922","2021","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"1600000US5365922","5365922","South Hill CDP, Washington",66875,40933,5342,1016,3088,463,1107,14926,6258,8668,"South Hill CDP, Washington",7979,5376,2526,990,1003,416,694,4162,2890,2846
"G53067000","2021","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"1600000US5367000","5367000","Spokane city, Washington",229065,182565,6073,2956,7907,2727,4484,22353,9494,12859,"Spokane city, Washington",39,3736,2509,1116,2165,963,1390,3822,2443,2903
"G53067167","2021","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"1600000US5367167","5367167","Spokane Valley city, Washington",105912,88933,2268,539,1420,87,3631,9034,2425,6609,"Spokane Valley city, Washington",39,3005,1594,303,724,151,1906,2137,1036,1815
"G53070000","2021","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"1600000US5370000","5370000","Tacoma city, Washington",219203,130130,20569,4198,20973,2127,8656,32550,9957,22593,"Tacoma city, Washington",44,5767,3266,2398,3580,1266,2598,4292,2897,3614
"G53074060","2021","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"1600000US5374060","5374060","Vancouver city, Washington",192176,134923,5621,2391,11332,3149,11292,23468,9005,14463,"Vancouver city, Washington",52,5023,1794,1597,2297,1288,3711,4070,2902,2988
"G53080010","2021","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"1600000US5380010","5380010","Yakima city, Washington",96565,48543,830,958,1172,345,22086,22631,18964,3667,"Yakima city, Washington",52,3646,586,486,807,556,4416,4811,4845,1525
"G55002375","2021","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"1600000US5502375","5502375","Appleton city, Wisconsin",72951,56042,2217,355,5851,0,1474,7012,4260,2752,"Appleton city, Wisconsin",1444,2929,1192,232,2080,157,1189,2107,1780,1078
"G55022300","2021","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"1600000US5522300","5522300","Eau Claire city, Wisconsin",69196,58778,928,166,4568,0,474,4282,2544,1738,"Eau Claire city, Wisconsin",700,1597,409,162,1047,157,562,1558,1376,960
"G55031000","2021","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"1600000US5531000","5531000","Green Bay city, Wisconsin",107020,77937,3736,2303,3270,0,6434,13340,8299,5041,"Green Bay city, Wisconsin",29,3637,1771,918,1611,157,2104,2767,2350,1617
"G55037825","2021","WI",,,"Wisconsin","55",,,"Janesville city","37825",,,,,,,,,,,,,,,,"1600000US5537825","5537825","Janesville city, Wisconsin",65953,55347,2253,29,1486,0,718,6120,4181,1939,"Janesville city, Wisconsin",45,2312,1152,52,676,157,577,2247,2143,631
"G55039225","2021","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"1600000US5539225","5539225","Kenosha city, Wisconsin",99285,67325,6978,1714,2008,0,4145,17115,10181,6934,"Kenosha city, Wisconsin",25,3409,1804,1354,893,157,1903,3832,3265,2464
"G55048000","2021","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"1600000US5548000","5548000","Madison city, Wisconsin",269162,193969,20064,611,22094,87,4836,27501,15572,11929,"Madison city, Wisconsin",116,5225,4028,414,3098,151,1813,4335,3737,2280
"G55053000","2021","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"1600000US5553000","5553000","Milwaukee city, Wisconsin",569326,198982,222733,3143,26964,37,40561,76906,57311,19595,"Milwaukee city, Wisconsin",42,5735,5251,1028,3350,64,4827,6330,5890,3272
"G55060500","2021","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"1600000US5560500","5560500","Oshkosh city, Wisconsin",66594,56269,4464,371,2853,0,195,2442,984,1458,"Oshkosh city, Wisconsin",47,1793,1377,197,983,157,227,813,539,572
"G55066000","2021","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"1600000US5566000","5566000","Racine city, Wisconsin",77131,38573,16255,468,282,0,4766,16787,11205,5582,"Racine city, Wisconsin",27,2894,2293,295,331,157,2367,2700,2813,2320
"G55084250","2021","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"1600000US5584250","5584250","Waukesha city, Wisconsin",71254,59267,1006,998,1758,0,961,7264,4537,2727,"Waukesha city, Wisconsin",27,2261,707,980,802,157,681,1815,1783,1088
"G56013900","2021","WY",,,"Wyoming","56",,,"Cheyenne city","13900",,,,,,,,,,,,,,,,"1600000US5613900","5613900","Cheyenne city, Wyoming",65048,52132,3364,555,743,0,3572,4682,3280,1402,"Cheyenne city, Wyoming",20,2409,367,344,484,208,1868,1381,1338,730
"G72006593","2021","PR",,,"Puerto Rico","72",,,"Bayam�n zona urbana","06593",,,,,,,,,,,,,,,,"1600000US7206593","7206593","Bayamón zona urbana, Puerto Rico",168592,15907,7923,0,126,0,63574,81062,79488,1574,"Bayamón zona urbana, Puerto Rico",3707,2914,2352,254,202,254,5684,7001,6960,628
"G72010334","2021","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"1600000US7210334","7210334","Caguas zona urbana, Puerto Rico",76577,28835,9699,151,426,0,20108,17358,14433,2925,"Caguas zona urbana, Puerto Rico",5457,4101,3090,247,708,254,4009,3402,3038,1562
"G72014290","2021","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"1600000US7214290","7214290","Carolina zona urbana, Puerto Rico",141050,28547,21941,0,514,84,52511,37453,34876,2577,"Carolina zona urbana, Puerto Rico",2876,4717,5425,254,530,139,5420,5343,5237,1330
"G72032522","2021","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"1600000US7232522","7232522","Guaynabo zona urbana, Puerto Rico",72088,13509,1534,0,95,0,18805,38145,36527,1618,"Guaynabo zona urbana, Puerto Rico",3246,3417,890,254,153,254,3609,4322,4271,862
"G72063820","2021","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"1600000US7263820","7263820","Ponce zona urbana, Puerto Rico",112005,39199,5021,35,0,0,12470,55280,54003,1277,"Ponce zona urbana, Puerto Rico",4101,5736,1976,58,254,254,3593,5546,5610,566
"G72076770","2021","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"1600000US7276770","7276770","San Juan zona urbana, Puerto Rico",320456,81649,33429,693,210,0,104192,100283,86937,13346,"San Juan zona urbana, Puerto Rico",4976,7800,4884,586,317,254,8816,6718,6177,2996
