GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANLTE001,ANLTE002,ANLTE003,ANLTE004,ANLTE005,ANLTE006,ANLTE007,ANLTE008,ANLTE009,ANLTE010,NAME_M,ANLTM001,ANLTM002,ANLTM003,ANLTM004,ANLTM005,ANLTM006,ANLTM007,ANLTM008,ANLTM009,ANLTM010
"G08045970","2021","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"1600000US0845970","0845970","Longmont city, Colorado",100427,74249,650,215,3049,109,4119,18036,14341,3695,"Longmont city, Colorado",650,3557,518,201,1315,138,1889,3285,3294,1288
"G08046465","2021","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"1600000US0846465","0846465","Loveland city, Colorado",77185,66994,146,263,479,0,2767,6536,3286,3250,"Loveland city, Colorado",39,3144,186,316,329,211,1909,2791,2202,2129
"G08062000","2021","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"1600000US0862000","0862000","Pueblo city, Colorado",112358,75772,1854,2800,1281,0,8919,21732,16152,5580,"Pueblo city, Colorado",43,4205,641,1518,418,211,2317,4157,3735,1494
"G08077290","2021","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"1600000US0877290","0877290","Thornton city, Colorado",142599,83030,1985,2133,7805,0,17147,30499,21768,8731,"Thornton city, Colorado",57,5957,1325,1519,1925,211,5123,4254,4487,2734
"G08083835","2021","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"1600000US0883835","0883835","Westminster city, Colorado",114573,80548,1377,1511,4763,120,7956,18298,10844,7454,"Westminster city, Colorado",55,3899,883,1098,1792,176,2226,2965,2426,1984
"G09008000","2021","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"1600000US0908000","0908000","Bridgeport city, Connecticut",148345,32009,52273,1146,6637,0,35101,21179,17916,3263,"Bridgeport city, Connecticut",51,4441,5763,1490,2714,217,4609,4402,4027,1313
"G09018430","2021","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"1600000US0918430","0918430","Danbury city, Connecticut",86749,42948,5717,460,5923,87,16295,15319,13569,1750,"Danbury city, Connecticut",40,4889,2369,553,2777,147,4993,4027,3991,889
"G09037000","2021","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"1600000US0937000","0937000","Hartford city, Connecticut",120593,28280,41391,376,1930,0,24990,23626,7953,15673,"Hartford city, Connecticut",63,4329,3894,356,1241,217,4079,4009,2475,3704
"G09050370","2021","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"1600000US0950370","0950370","New Britain city, Connecticut",73835,33274,9865,980,1382,0,12282,16052,13392,2660,"New Britain city, Connecticut",31,3607,2796,774,840,217,3216,3775,3772,1369
"G09052000","2021","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"1600000US0952000","0952000","New Haven city, Connecticut",135076,42844,44152,698,6687,0,23692,17003,12376,4627,"New Haven city, Connecticut",39,3985,5894,608,1540,217,5158,4245,4043,1968
"G09055990","2021","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"1600000US0955990","0955990","Norwalk city, Connecticut",91203,47286,9947,433,5758,0,10949,16830,13277,3553,"Norwalk city, Connecticut",37,4107,3477,522,2821,217,3269,3804,3700,1607
"G09073000","2021","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"1600000US0973000","0973000","Stamford city, Connecticut",136312,65749,19337,1025,11157,0,14212,24832,17586,7246,"Stamford city, Connecticut",36,5856,5136,1217,3833,217,4370,5459,4664,3397
"G09080000","2021","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"1600000US0980000","0980000","Waterbury city, Connecticut",113820,50608,19722,1485,4032,362,14366,23245,18786,4459,"Waterbury city, Connecticut",42,5936,4460,2143,2113,411,4409,5455,4867,2062
"G10077580","2021","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"1600000US1077580","1077580","Wilmington city, Delaware",70750,24420,32963,536,1332,71,5308,6120,2435,3685,"Wilmington city, Delaware",25,3156,3500,723,623,120,2423,2072,1282,1651
"G11050000","2021","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"1600000US1150000","1150000","Washington city, District of Columbia",670050,253842,289302,1281,27692,153,33160,64620,32998,31622,"Washington city, District of Columbia",,2571,3578,602,1388,192,5008,5318,4222,4024
"G12000410","2021","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"1600000US1200410","1200410","Alafaya CDP, Florida",95779,44842,7059,0,8961,336,4410,30171,24957,5214,"Alafaya CDP, Florida",11752,8710,3570,242,6489,564,2124,7500,7094,2737
"G12007300","2021","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"1600000US1207300","1207300","Boca Raton city, Florida",95785,73336,4833,81,2891,95,3704,10845,7997,2848,"Boca Raton city, Florida",30,3197,1971,137,1353,159,1688,2490,2158,1241
"G12007875","2021","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"1600000US1207875","1207875","Boynton Beach city, Florida",80083,34021,26809,12,2290,0,4169,12782,10649,2133,"Boynton Beach city, Florida",33,4189,4811,22,1043,242,2506,3752,3869,1194
"G12008150","2021","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"1600000US1208150","1208150","Brandon CDP, Florida",116994,53991,21764,308,4390,226,13083,23232,17941,5291,"Brandon CDP, Florida",8668,6069,4453,313,1612,413,4976,5609,4848,2250
"G12010275","2021","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"1600000US1210275","1210275","Cape Coral city, Florida",204519,140898,5822,60,2150,0,12464,43125,39583,3542,"Cape Coral city, Florida",39,6034,2645,61,853,242,4713,6680,6939,1303
"G12012875","2021","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"1600000US1212875","1212875","Clearwater city, Florida",116667,80099,12827,589,4429,0,3017,15706,13558,2148,"Clearwater city, Florida",38,4908,3095,875,1717,242,1737,4187,4201,914
"G12014400","2021","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"1600000US1214400","1214400","Coral Springs city, Florida",132822,50124,33380,365,5155,0,9143,34655,27804,6851,"Coral Springs city, Florida",38,5768,6953,509,2005,242,3374,5741,4994,2799
"G12016475","2021","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"1600000US1216475","1216475","Davie town, Florida",104873,52398,7404,0,6057,0,5951,33063,28329,4734,"Davie town, Florida",44,5305,2504,242,2486,242,3702,5772,5264,1723
"G12016525","2021","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"1600000US1216525","1216525","Daytona Beach city, Florida",74435,42962,19855,132,1265,0,4665,5556,3519,2037,"Daytona Beach city, Florida",29,4177,4370,191,710,242,2142,1780,1555,1078
"G12016725","2021","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"1600000US1216725","1216725","Deerfield Beach city, Florida",86355,40731,18748,420,1487,0,6203,18766,15331,3435,"Deerfield Beach city, Florida",67,5500,5045,563,1178,242,2601,4430,4129,1751
"G12017100","2021","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"1600000US1217100","1217100","Delray Beach city, Florida",66579,40228,13542,72,2233,0,1613,8891,6834,2057,"Delray Beach city, Florida",32,4107,3949,119,996,242,1323,3667,3600,941
"G12017200","2021","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"1600000US1217200","1217200","Deltona city, Florida",95771,48307,13239,248,1182,0,23589,9206,5997,3209,"Deltona city, Florida",43,5699,3887,299,642,242,4863,3028,1916,2005
"G12017935","2021","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"1600000US1217935","1217935","Doral city, Florida",75954,35792,1117,29,1220,51,7700,30045,28910,1135,"Doral city, Florida",51,3936,1051,67,661,105,2808,4066,3761,952
"G12024000","2021","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"1600000US1224000","1224000","Fort Lauderdale city, Florida",181666,93066,43693,273,2618,0,5780,36236,28246,7990,"Fort Lauderdale city, Florida",39,6541,4728,301,1075,242,2369,5656,5352,2761
"G12024125","2021","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"1600000US1224125","1224125","Fort Myers city, Florida",92244,43793,20843,253,2235,0,4407,20713,17567,3146,"Fort Myers city, Florida",28,4287,3773,232,1249,242,2064,4027,3589,1691
"G12025175","2021","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"1600000US1225175","1225175","Gainesville city, Florida",140406,80704,31527,203,8855,122,3944,15051,9380,5671,"Gainesville city, Florida",42,3593,3833,178,1786,217,1822,2981,2239,1818
"G12030000","2021","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"1600000US1230000","1230000","Hialeah city, Florida",220479,33037,3864,40,1647,0,25956,155935,154529,1406,"Hialeah city, Florida",44,5292,1843,70,1176,242,5042,6596,6709,1154
"G12032000","2021","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"1600000US1232000","1232000","Hollywood city, Florida",152139,77260,23987,64,2996,0,10336,37496,32058,5438,"Hollywood city, Florida",45,7116,5434,107,1278,242,3065,5633,5563,2358
"G12032275","2021","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"1600000US1232275","1232275","Homestead city, Florida",80523,16702,19339,1829,96,0,6561,35996,31992,4004,"Homestead city, Florida",31,4098,5579,2644,152,242,2817,5637,5337,3104
"G12032610","2021","FL",,,"Florida","12",,,"Horizon West CDP","32610",,,,,,,,,,,,,,,,"1600000US1232610","1232610","Horizon West CDP, Florida",72283,44102,3270,961,2133,0,2379,19438,12359,7079,"Horizon West CDP, Florida",12889,10074,2713,1212,1558,242,1967,7869,6377,5257
"G12035000","2021","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"1600000US1235000","1235000","Jacksonville city, Florida",954624,479330,285646,2753,47302,544,39739,99310,58581,40729,"Jacksonville city, Florida",35,6781,6118,1737,3437,465,6964,9495,7004,6354
"G12036100","2021","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"1600000US1236100","1236100","Kendall CDP, Florida",81524,34532,6085,0,1652,0,3737,35518,33755,1763,"Kendall CDP, Florida",8586,5488,4369,242,884,242,1535,4826,4623,1308
"G12036950","2021","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"1600000US1236950","1236950","Kissimmee city, Florida",79440,22776,8504,0,2307,0,30756,15097,13133,1964,"Kissimmee city, Florida",31,4887,3208,242,1587,242,5540,3788,3555,1610
"G12038250","2021","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"1600000US1238250","1238250","Lakeland city, Florida",115401,65194,25888,220,3162,168,10879,9890,6014,3876,"Lakeland city, Florida",80,4563,4273,195,1115,295,3477,2542,1876,1893
"G12039425","2021","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"1600000US1239425","1239425","Largo city, Florida",82333,55898,9193,85,3870,325,3331,9631,7396,2235,"Largo city, Florida",39,4462,4181,144,1718,424,1973,2878,2771,985
"G12039550","2021","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"1600000US1239550","1239550","Lauderhill city, Florida",73461,3771,58704,50,1787,0,3477,5672,3677,1995,"Lauderhill city, Florida",29,1928,4006,86,1312,242,2210,2286,2120,1221
"G12039925","2021","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"1600000US1239925","1239925","Lehigh Acres CDP, Florida",126557,55702,24382,0,937,62,9916,35558,32829,2729,"Lehigh Acres CDP, Florida",7433,6197,4458,242,523,106,3237,5764,5563,1003
"G12043975","2021","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"1600000US1243975","1243975","Melbourne city, Florida",85091,60028,7551,68,1805,73,5876,9690,4797,4893,"Melbourne city, Florida",95,4015,3109,118,1021,90,2632,2795,2025,1996
"G12045000","2021","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",439906,91985,53885,3257,5540,0,37095,248144,240067,8077,"Miami city, Florida",63,7291,7468,2277,1770,242,5475,10428,10105,2164
"G12045025","2021","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",80673,41095,2802,361,966,0,8727,26722,24709,2013,"Miami Beach city, Florida",25,3865,1304,419,525,242,2773,3993,3961,1028
"G12045060","2021","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",110881,9802,68121,0,155,162,2534,30107,27665,2442,"Miami Gardens city, Florida",62,4361,5021,242,158,268,1315,5480,5269,1260
"G12045975","2021","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",135066,40822,61177,632,6387,0,7043,19005,16687,2318,"Miramar city, Florida",66,8357,7407,643,2804,242,2954,5126,4878,1242
"G12049675","2021","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",80027,66719,4277,126,2279,0,2468,4158,3764,394,"North Port city, Florida",30,4249,2756,192,1684,242,2071,2572,2641,298
"G12053000","2021","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",309193,114683,74581,398,10030,0,30845,78656,66787,11869,"Orlando city, Florida",135,8228,8668,298,3787,242,6870,10266,10334,4108
"G12054000","2021","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",122932,70688,21276,53,1416,0,8879,20620,11377,9243,"Palm Bay city, Florida",42,5171,4399,91,820,242,4000,5595,4487,3793
"G12054200","2021","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",93845,67479,10303,107,2445,0,4774,8737,5597,3140,"Palm Coast city, Florida",42,2132,1212,179,979,242,2332,2371,1718,1413
"G12055775","2021","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",169388,67191,37893,99,9259,0,10095,44851,37400,7451,"Pembroke Pines city, Florida",40,6387,6621,166,2454,242,2896,5775,6015,2769
"G12056825","2021","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",85927,10555,58850,0,3439,0,4723,8360,6061,2299,"Pine Hills CDP, Florida",8880,3189,8711,242,1907,242,2403,3494,2436,2280
"G12057425","2021","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",92981,42182,19574,361,3058,0,6181,21625,16977,4648,"Plantation city, Florida",32,4988,4729,411,1868,242,3427,3800,3343,1858
"G12057900","2021","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",65257,16388,13137,0,567,0,17699,17466,15987,1479,"Poinciana CDP, Florida",11474,4296,4295,242,698,242,6412,8726,8688,1176
"G12058050","2021","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",111356,47472,36672,253,2092,111,4463,20293,17195,3098,"Pompano Beach city, Florida",41,4582,5139,300,1241,200,1761,4479,4247,1178
"G12058350","2021","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",65671,50182,4941,132,936,0,2356,7124,4674,2450,"Port Charlotte CDP, Florida",4675,4526,1225,176,569,242,1209,2279,1675,1063
"G12058715","2021","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",217535,128855,42234,182,3543,0,10133,32588,25075,7513,"Port St. Lucie city, Florida",43,7091,5900,206,2466,242,4272,6091,4752,2951
"G12060950","2021","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",114560,56877,26282,45,3270,0,8926,19160,12533,6627,"Riverview CDP, Florida",10955,6629,7245,72,1416,242,3827,4554,3608,2776
"G12063000","2021","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",258214,166431,53113,506,8477,46,5206,24435,14182,10253,"St. Petersburg city, Florida",55,6578,4822,460,1809,80,2492,4242,3052,2806
"G12068350","2021","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",123509,83708,7115,333,2180,0,10499,19674,15552,4122,"Spring Hill CDP, Florida",5200,5277,1830,333,700,242,3229,3394,3329,1988
"G12069700","2021","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",96031,25851,32461,68,5407,0,6695,25549,21154,4395,"Sunrise city, Florida",48,4498,5258,82,1918,242,2102,4971,4649,2594
"G12070600","2021","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",197103,97572,70236,1092,6480,0,4250,17473,9307,8166,"Tallahassee city, Florida",25,3721,3748,1443,1266,242,1584,2728,1738,2445
"G12070675","2021","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",71522,20835,26733,0,2547,0,5244,16163,14873,1290,"Tamarac city, Florida",73,4486,5435,242,1396,242,2399,3753,3750,641
"G12071000","2021","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",387037,192061,80226,986,18961,834,20884,73085,55372,17713,"Tampa city, Florida",78,8833,8430,642,4022,722,4533,7730,5872,3961
"G12071625","2021","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2021","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",87862,35308,6350,165,3892,0,10613,31534,26966,4568,"Town 'n' Country CDP, Florida",8989,5902,2729,208,2008,242,3598,5611,5652,2564
"G12075875","2021","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",77319,44043,9960,735,5719,44,5117,11701,8251,3450,"Wesley Chapel CDP, Florida",8353,5670,3212,914,2318,79,3237,4063,3632,1530
"G12076582","2021","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",67322,29937,2883,101,8284,0,3694,22423,21057,1366,"Weston city, Florida",44,4483,2678,166,3279,242,2180,3784,3755,848
"G12076600","2021","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",117253,44812,39686,0,2863,0,7436,22456,16908,5548,"West Palm Beach city, Florida",116,5387,4752,242,1267,242,3242,4811,4222,2581
"G13001052","2021","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",67146,14299,49281,58,368,0,56,3084,922,2162,"Albany city, Georgia",3112,1470,2981,134,285,247,96,1564,1109,1192
"G13001696","2021","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",66108,38255,4791,701,12040,0,2499,7822,3702,4120,"Alpharetta city, Georgia",71,3268,1818,1177,2698,247,1669,2389,2003,1775
"G13003440","2021","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",126006,69760,31299,597,5030,0,7841,11479,5198,6281,"Athens-Clarke County unified government (balance), Georgia",1232,959,3466,853,542,247,2581,3548,2401,3109
"G13004000","2021","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",496480,199810,219850,1894,26336,547,9922,38121,15993,22128,"Atlanta city, Georgia",81,9030,9403,1270,3155,478,3758,5416,3875,3545
"G13004204","2021","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",200032,66693,108334,309,3509,97,4157,16933,4627,12306,"Augusta-Richmond County consolidated government (balance), Georgia",2492,1792,3811,428,1079,115,1994,3833,2131,3782
"G13019000","2021","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",205617,81911,93492,55,5886,370,7742,16161,7687,8474,"Columbus city, Georgia",,2366,2868,126,577,337,3459,3992,2960,2828
"G13042425","2021","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",82078,39541,7927,1608,21323,0,3194,8485,3507,4978,"Johns Creek city, Georgia",51,5663,2838,1740,3998,247,2169,4504,1966,4214
"G13049008","2021","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",156762,56365,86500,324,3740,0,4244,5589,1684,3905,"Macon-Bibb County, Georgia",,1920,2471,594,101,247,2109,2672,955,2405
"G13067284","2021","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",92532,60670,11615,89,4718,0,4060,11380,5553,5827,"Roswell city, Georgia",28,4889,3522,148,1820,247,2795,3118,2067,2578
"G13068516","2021","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",107179,62431,21147,525,11113,0,2787,9176,4964,4212,"Sandy Springs city, Georgia",22,5199,5332,516,3640,247,1887,2962,1958,2161
"G13069000","2021","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",147087,55117,71711,549,3216,39,1465,14990,8350,6640,"Savannah city, Georgia",27,5396,5737,537,1509,78,656,3840,3367,2189
"G13072122","2021","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,
"G13080508","2021","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",82252,37772,32419,1332,4257,0,1910,4562,418,4144,"Warner Robins city, Georgia",1405,4165,3641,1640,1968,247,1827,2540,414,2516
"G15071550","2021","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",345532,65378,5454,761,174192,28602,4862,66283,5593,60690,"Urban Honolulu CDP, Hawaii",85,4142,1340,841,7126,5006,1898,6128,1445,6001
"G16008830","2021","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",237457,191988,5339,2066,10100,728,6134,21102,12242,8860,"Boise City city, Idaho",47,4991,1657,2675,2099,532,2195,3856,3624,2531
"G16039700","2021","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",66895,53984,235,242,294,106,6138,5896,3452,2444,"Idaho Falls city, Idaho",21,2575,275,175,275,171,2297,2157,1813,1333
"G16052120","2021","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",125959,104549,1627,1273,1175,0,7321,10014,4763,5251,"Meridian city, Idaho",22,4695,1808,1145,1195,214,3021,4019,3115,3156
"G16056260","2021","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",106186,78578,1287,1781,108,0,9436,14996,11771,3225,"Nampa city, Idaho",26,4282,664,1728,122,214,3372,3884,3773,1140
"G17002154","2021","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",75579,59445,1782,100,8043,0,451,5758,4278,1480,"Arlington Heights village, Illinois",2496,3278,936,97,1919,201,394,2015,1860,742
"G17003012","2021","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",183491,65199,16358,3207,21865,15,21745,55102,51357,3745,"Aurora city, Illinois",7856,7527,3123,1421,3805,33,5135,5520,5507,1357
"G17006613","2021","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",78283,57834,6719,168,6312,0,631,6619,4069,2550,"Bloomington city, Illinois",22,2456,1692,196,1019,201,443,1399,1453,896
"G17007133","2021","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",74526,28080,18282,316,10812,0,6589,10447,8158,2289,"Bolingbrook village, Illinois",3812,3597,3785,436,2645,201,2688,2888,2517,1198
"G17012385","2021","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",89116,51647,16133,0,13477,0,1449,6410,3529,2881,"Champaign city, Illinois",26,3042,3089,201,1922,201,980,2159,1864,1181
"G17014000","2021","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",2696561,972048,769333,30337,186402,1463,353024,383954,304140,79814,"Chicago city, Illinois",52,18537,16051,6047,10200,1052,19052,17784,15931,7485
"G17014351","2021","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",83167,12079,2638,1823,703,0,47808,18116,17454,662,"Cicero town, Illinois",37,3565,1443,1535,867,201,5161,4641,4591,473
