GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G12025175","2011","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",125325,81309,29940,211,9694,132,1033,3006,273,2733,"Gainesville city, Florida",28,3070,3056,217,1684,226,686,921,302,909
"G12030000","2011","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",229967,218181,3626,401,1102,0,5137,1520,833,687,"Hialeah city, Florida",39,3150,1451,675,930,238,2134,1116,733,836
"G12032000","2011","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",143351,102108,25369,236,3362,0,7138,5138,1050,4088,"Hollywood city, Florida",35,6890,7066,243,1777,238,3362,1761,790,1563
"G12035000","2011","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",827909,502661,251281,2880,34542,464,10035,26046,5654,20392,"Jacksonville city, Florida",24,5460,5558,1030,2395,452,3193,5787,2656,5076
"G12036100","2011","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",,,,,,,,,,,"Kendall CDP, Florida",,,,,,,,,,
"G12038250","2011","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",98608,71992,19521,436,1705,0,4010,944,220,724,"Lakeland city, Florida",65,4328,3644,479,1141,238,2784,613,236,550
"G12039425","2011","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",77720,63041,8586,40,3186,0,155,2712,128,2584,"Largo city, Florida",36,3769,3491,60,1494,238,203,1200,158,1223
"G12039550","2011","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",,,,,,,,,,,"Lauderhill city, Florida",,,,,,,,,,
"G12039925","2011","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",98100,61611,20105,782,2103,0,9394,4105,1200,2905,"Lehigh Acres CDP, Florida",7540,7058,5100,570,1396,238,4481,3128,1096,2939
"G12043975","2011","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",76089,65128,6965,25,1323,0,184,2464,959,1505,"Melbourne city, Florida",34,3276,2734,50,766,238,239,1388,1284,1005
"G12045000","2011","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",408760,302767,80310,837,4557,153,13973,6163,1805,4358,"Miami city, Florida",56,7897,6565,815,2110,252,4130,2140,825,1834
"G12045025","2011","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",89845,62419,7293,1301,993,0,17038,801,509,292,"Miami Beach city, Florida",37,6957,4709,1381,859,238,5718,595,465,372
"G12045060","2011","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",,,,,,,,,,,"Miami Gardens city, Florida",,,,,,,,,,
"G12045975","2011","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",124285,53983,56120,0,6465,0,3073,4644,1153,3491,"Miramar city, Florida",65,6958,6110,238,2897,238,2148,2987,732,2799
"G12053000","2011","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",243209,139908,68298,453,11372,0,17787,5391,1894,3497,"Orlando city, Florida",76,7570,5004,348,3063,238,4884,2313,1454,1290
"G12054000","2011","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",103234,77333,15546,1095,1308,0,2729,5223,217,5006,"Palm Bay city, Florida",33,5312,3697,925,981,238,2261,2322,282,2313
"G12054200","2011","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",79538,61490,10725,0,843,0,5006,1474,545,929,"Palm Coast city, Florida",4507,4366,2266,238,905,238,2575,1201,798,817
"G12055775","2011","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",157612,109657,28427,974,9320,0,6130,3104,838,2266,"Pembroke Pines city, Florida",75,6368,5618,1192,3500,238,2368,1777,529,1648
"G12057425","2011","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",86516,59208,17723,0,4036,0,2477,3072,779,2293,"Plantation city, Florida",38,4423,4002,238,1983,238,1965,1759,854,1531
"G12058050","2011","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",101632,66970,31455,108,714,0,1659,726,133,593,"Pompano Beach city, Florida",55,3932,4215,110,564,238,1443,522,131,514
"G12058715","2011","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",166162,122251,23331,553,2623,0,9222,8182,858,7324,"Port St. Lucie city, Florida",53,6401,4685,525,1051,238,4956,3353,862,3058
"G12060950","2011","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",62319,43964,8030,102,2559,0,5349,2315,349,1966,"Riverview CDP, Florida",7574,6361,3515,160,1393,238,4462,1515,471,1404
"G12063000","2011","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",244995,167288,62567,575,4944,508,3120,5993,383,5610,"St. Petersburg city, Florida",31,5041,4768,520,1572,562,2159,2183,289,2131
"G12068350","2011","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",106718,96282,5704,265,1217,0,1372,1878,180,1698,"Spring Hill CDP, Florida",6065,5991,1806,475,1092,238,1094,1090,204,1058
"G12069700","2011","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",85990,49111,27967,193,3926,0,3229,1564,693,871,"Sunrise city, Florida",41,4766,4966,316,1934,238,1484,1070,603,816
"G12070600","2011","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",182955,103048,65423,686,7108,0,2482,4208,1085,3123,"Tallahassee city, Florida",48,3818,3786,327,1161,238,992,1354,741,1267
"G12071000","2011","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",346064,218418,97089,1950,10539,414,6525,11129,2218,8911,"Tampa city, Florida",104,7218,6969,1482,2050,347,2193,2608,1069,2208
"G12072145","2011","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",78227,62567,5551,717,3986,0,4668,738,232,506,"Town 'n' Country CDP, Florida",7778,6841,2225,881,2037,238,2704,557,281,423
"G12076582","2011","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",66545,59941,1928,0,1584,0,1830,1262,327,935,"Weston city, Florida",23,2758,1593,238,1172,238,2051,802,391,706
"G12076600","2011","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",101065,62186,31646,605,2325,91,2872,1340,430,910,"West Palm Beach city, Florida",81,5086,4730,901,1400,153,1752,597,338,446
"G13001052","2011","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",,,,,,,,,,,"Albany city, Georgia",,,,,,,,,,
"G13003440","2011","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",115939,77354,29326,171,4790,16,1144,3138,272,2866,"Athens-Clarke County unified government (balance), Georgia",453,1095,1212,102,476,28,906,1343,278,1319
"G13004000","2011","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",432425,172034,233506,1065,14796,231,4264,6529,698,5831,"Atlanta city, Georgia",40,7011,7082,892,2921,388,2360,2028,438,1915
"G13004204","2011","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",194928,78331,104951,330,3755,319,2091,5151,654,4497,"Augusta-Richmond County consolidated government (balance), Georgia",2550,1652,2901,337,516,361,1370,1827,448,1701
"G13019000","2011","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",194107,89062,86643,502,4538,267,5363,7732,1376,6356,"Columbus city, Georgia",0,1386,1545,309,473,351,1436,1711,878,1552
"G13042425","2011","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,
"G13049000","2011","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",,,,,,,,,,,"Macon city, Georgia",,,,,,,,,,
"G13067284","2011","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",91165,70598,13554,0,4108,0,324,2581,0,2581,"Roswell city, Georgia",28,5052,4212,225,2233,225,343,1422,225,1422
"G13068516","2011","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",96859,67197,20875,109,5019,637,794,2228,49,2179,"Sandy Springs city, Georgia",27,5888,5604,207,2564,730,757,1268,81,1256
"G13069000","2011","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",139499,58518,74067,73,3150,248,1119,2324,243,2081,"Savannah city, Georgia",39,4064,4241,101,1276,285,1028,1025,399,941
"G13080508","2011","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",68315,38148,22961,62,2639,0,3099,1406,0,1406,"Warner Robins city, Georgia",304,2961,3073,109,1234,225,1382,1327,225,1327
"G15071550","2011","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",340931,60964,7943,504,181604,28755,1353,59808,1466,58342,"Urban Honolulu CDP, Hawaii",42,4236,2405,349,7542,3817,622,5456,668,5431
"G16008830","2011","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",210151,188235,2504,539,7347,0,3495,8031,971,7060,"Boise City city, Idaho",35,2735,931,733,2494,195,1769,2851,593,2555
"G16052120","2011","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2011","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",82759,75902,324,917,1127,336,2676,1477,513,964,"Nampa city, Idaho",26,2364,243,869,611,374,1539,1037,746,676
"G17002154","2011","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",76755,65096,1130,0,7066,0,2320,1143,233,910,"Arlington Heights village, Illinois",2411,3271,769,189,3101,189,1666,633,294,549
"G17003012","2011","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",193398,108846,15595,421,11997,109,48280,8150,557,7593,"Aurora city, Illinois",6827,9276,3206,310,4426,176,7949,2851,370,2829
"G17006613","2011","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",77078,59864,9124,432,5525,0,581,1552,0,1552,"Bloomington city, Illinois",34,1929,1693,423,949,189,478,698,189,698
"G17007133","2011","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",72719,46889,14318,45,6779,0,2472,2216,362,1854,"Bolingbrook village, Illinois",4525,5795,3984,79,2980,189,1946,1374,497,1273
"G17012385","2011","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",81296,56487,12606,95,10554,0,195,1359,105,1254,"Champaign city, Illinois",31,2539,2297,123,1533,189,250,749,137,737
"G17014000","2011","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2707123,1296264,873749,6340,143049,320,326593,60808,18269,42539,"Chicago city, Illinois",43,18331,11422,1737,8269,373,19144,6153,2816,5649
"G17014351","2011","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,
"G17018823","2011","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",74617,53152,18286,0,1307,100,304,1468,40,1428,"Decatur city, Illinois",2395,2454,882,189,339,141,368,672,68,675
"G17023074","2011","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",116108,77736,4914,611,8066,0,22682,2099,610,1489,"Elgin city, Illinois",6303,8864,1984,483,4384,189,6319,1157,569,849
"G17024582","2011","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",74791,52437,13529,46,5158,0,1220,2401,33,2368,"Evanston city, Illinois",36,3355,2771,92,1363,189,922,1156,51,1155
"G17038570","2011","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",152902,101864,24673,560,2938,0,19768,3099,310,2789,"Joliet city, Illinois",5185,8232,4793,764,1997,189,6284,1209,258,1183
"G17051622","2011","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",143289,106112,5762,43,27036,37,1687,2612,1371,1241,"Naperville city, Illinois",1873,5456,2288,78,5138,63,1378,1618,1386,731
"G17057225","2011","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",68815,51170,2537,0,10389,0,2948,1771,738,1033,"Palatine village, Illinois",27,3896,1768,189,3006,189,2109,1024,711,804
"G17059000","2011","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",113715,71363,32738,587,6169,0,856,2002,38,1964,"Peoria city, Illinois",1899,2157,1145,309,417,189,598,894,62,889
"G17065000","2011","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",152485,106019,32745,348,4331,145,5223,3674,290,3384,"Rockford city, Illinois",2223,3613,2040,316,1244,174,2117,1130,447,1095
"G17068003","2011","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",74198,53919,3651,29,13907,0,1931,761,209,552,"Schaumburg village, Illinois",2331,3804,1897,55,3084,189,2522,503,292,375
"G17070122","2011","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",65070,42212,5796,12,15593,0,302,1155,0,1155,"Skokie village, Illinois",29,3824,2468,25,3921,189,311,644,189,644
"G17072000","2011","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",117178,88730,22168,553,2674,0,334,2719,268,2451,"Springfield city, Illinois",356,1311,1580,312,641,189,272,1226,257,1180
"G17079293","2011","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",92734,54824,15262,297,3873,0,15485,2993,925,2068,"Waukegan city, Illinois",4596,5050,2430,303,1885,189,4701,1383,579,1087
"G18005860","2011","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",81033,66469,2647,171,7385,0,1458,2903,122,2781,"Bloomington city, Indiana",2701,2680,869,279,849,190,1123,979,147,977
"G18010342","2011","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",81534,67720,2409,104,8078,0,634,2589,91,2498,"Carmel city, Indiana",1782,2834,1703,166,2026,190,647,1619,159,1637
"G18022000","2011","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",118117,99657,13569,55,239,0,1878,2719,270,2449,"Evansville city, Indiana",3469,3162,1885,98,152,190,1002,1238,432,1162
"G18023278","2011","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",78756,69078,2836,206,3335,0,570,2731,1138,1593,"Fishers town, Indiana",2784,3938,1735,282,1787,190,699,1621,1157,1030
"G18025000","2011","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",258803,196074,41079,1256,7302,69,4742,8281,470,7811,"Fort Wayne city, Indiana",4205,4774,1831,588,1354,118,2197,1762,315,1684
"G18027000","2011","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",80125,9419,67145,57,1014,112,1476,902,185,717,"Gary city, Indiana",25,2119,2484,110,938,184,1036,553,232,427
"G18031000","2011","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",80758,41782,15990,472,508,0,19307,2699,997,1702,"Hammond city, Indiana",30,3866,2656,376,422,190,3929,1319,970,918
"G18036003","2011","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",824232,513900,228829,1121,16032,126,40611,23613,1686,21927,"Indianapolis city (balance), Indiana",4864,7516,4912,708,2804,186,5892,3219,1001,3062
"G18040788","2011","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",66105,58373,4652,205,868,0,1154,853,196,657,"Lafayette city, Indiana",2495,3097,1644,179,826,190,750,421,225,385
"G18051876","2011","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",69131,57047,5907,0,1356,0,779,4042,498,3544,"Muncie city, Indiana",1321,1523,953,190,324,190,456,904,353,824
"G18071000","2011","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",101103,63312,28306,247,1156,0,4023,4059,397,3662,"South Bend city, Indiana",2880,3087,2245,224,602,190,1362,1283,276,1318
"G19012000","2011","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",127902,112749,7031,388,2190,0,668,4876,652,4224,"Cedar Rapids city, Iowa",30,1783,1707,277,844,155,416,1784,637,1736
"G19019000","2011","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",100805,82546,11499,420,2543,0,1009,2788,483,2305,"Davenport city, Iowa",26,1468,1272,353,935,155,588,1083,430,956
"G19021000","2011","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",206577,160999,22215,528,10057,121,6387,6270,289,5981,"Des Moines city, Iowa",36,4249,1876,310,2263,132,2764,1957,430,1860
"G19038595","2011","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",68940,57744,3562,205,4303,0,963,2163,87,2076,"Iowa City city, Iowa",37,1551,1057,141,1054,155,813,865,117,876
"G19073335","2011","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",81453,63590,2318,1700,1919,0,7691,4235,1029,3206,"Sioux City city, Iowa",2121,2463,797,571,496,155,1856,1688,1030,1442
"G19082425","2011","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",68646,52727,11040,148,1459,0,960,2312,646,1666,"Waterloo city, Iowa",30,1546,1288,131,625,155,623,951,653,700
"G20036000","2011","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",146198,83829,38344,1236,4414,32,14437,3906,703,3203,"Kansas City city, Kansas",1707,2639,1082,793,164,54,2499,1005,517,941
"G20038900","2011","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",89851,74349,4718,1950,4239,0,298,4297,130,4167,"Lawrence city, Kansas",2678,2717,1076,811,846,168,360,1489,176,1476
"G20052575","2011","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",127902,107410,7226,489,6664,0,2431,3682,124,3558,"Olathe city, Kansas",38,3496,1900,477,1983,168,1455,1546,205,1544
"G20053775","2011","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",176182,147180,9696,1030,10336,0,1111,6829,376,6453,"Overland Park city, Kansas",50,3432,2660,741,2324,168,728,2624,395,2616
"G20071000","2011","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",128194,98968,15720,1529,1646,0,3474,6857,1435,5422,"Topeka city, Kansas",28,2799,2289,641,728,168,1828,1757,991,1444
"G20079000","2011","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",384439,285434,39827,3648,17492,237,16510,21291,2781,18510,"Wichita city, Kansas",40,4694,2883,1135,1946,273,3428,3574,1584,3141
"G21046027","2011","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",301569,229703,44513,620,10662,44,8690,7337,1250,6087,"Lexington-Fayette urban county, Kentucky",0,2672,1577,463,773,72,2849,1717,998,1581
"G21048006","2011","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",602037,426236,134666,1092,14558,84,7957,17444,586,16858,"Louisville/Jefferson County metro government (balance), Kentucky",108,4693,4958,441,1325,196,2753,3873,392,3918
"G22005000","2011","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",230148,91470,125206,177,8529,0,641,4125,836,3289,"Baton Rouge city, Louisiana",43,4886,5243,216,1688,198,529,1441,582,1289
"G22039475","2011","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66725,44031,18132,0,1985,0,1952,625,244,381,"Kenner city, Louisiana",39,4056,4026,198,1162,198,1314,520,389,337
"G22040735","2011","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",122128,75764,41797,289,2093,0,1316,869,0,869,"Lafayette city, Louisiana",28,3734,3468,258,837,198,1120,592,198,592
"G22041155","2011","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",,,,,,,,,,,"Lake Charles city, Louisiana",,,,,,,,,,
"G22050115","2011","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",137775,110501,14478,401,5184,0,4587,2624,1057,1567,"Metairie CDP, Louisiana",6887,5743,3339,350,2074,198,2111,1039,792,662
"G22055000","2011","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",360740,123436,216539,761,10649,147,5071,4137,798,3339,"New Orleans city, Louisiana",0,1546,1028,316,579,195,1557,978,448,876
"G22070000","2011","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",201871,79752,113167,941,1295,0,2773,3943,675,3268,"Shreveport city, Louisiana",939,3064,2742,702,686,198,1138,1504,679,1407
"G23060545","2011","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",,,,,,,,,,,"Portland city, Maine",,,,,,,,,,
"G24004000","2011","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",619493,186050,390096,1760,14561,733,11209,15084,1353,13731,"Baltimore city, Maryland",0,2321,2864,554,636,1096,3078,2809,656,2681
"G24019125","2011","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",104643,55960,24869,239,13943,137,4703,4792,801,3991,"Columbia CDP, Maryland",5388,4322,3858,289,3263,179,3592,1984,716,1783
"G24026000","2011","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,
"G24030325","2011","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",66165,43364,13457,566,3354,0,3530,1894,1000,894,"Frederick city, Maryland",25,3945,3010,395,1440,204,2218,1079,946,530
"G24032025","2011","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",84447,36310,21195,264,18860,0,3613,4205,656,3549,"Germantown CDP, Maryland",7720,5881,4893,336,5166,204,1974,1838,920,2081
"G24032650","2011","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69026,44674,17795,262,2664,0,1521,2110,168,1942,"Glen Burnie CDP, Maryland",5882,5360,4274,219,1458,204,1621,908,163,875
