GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",123204,96029,13022,404,7885,68,782,5014,206,4808,"Columbia city, Missouri",35,2702,2813,446,1548,130,754,1772,219,1736
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",116673,85899,12491,513,2915,1752,9786,3317,106,3211,"Independence city, Missouri",32,3964,3452,404,1205,606,4280,1300,126,1285
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",495278,311177,129375,1053,11719,1109,19211,21634,2119,19515,"Kansas City city, Missouri",142,7515,6380,602,2226,542,4326,3644,1014,3625
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",99290,80676,12189,54,1759,53,426,4133,0,4133,"Lee's Summit city, Missouri",1225,3957,4346,88,769,94,387,1787,195,1787
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",88659,77353,4684,97,3578,25,387,2535,297,2238,"O'Fallon city, Missouri",55,2226,1814,163,1202,34,306,1340,402,1281
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",71009,59455,5734,342,2175,0,1305,1998,159,1839,"St. Charles city, Missouri",71,2799,1735,287,1055,195,1264,842,282,848
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",75053,64460,4578,642,1114,1462,485,2312,222,2090,"St. Joseph city, Missouri",2704,2600,873,176,507,1223,558,915,287,872
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",300576,140701,135967,1123,10331,0,3785,8669,939,7730,"St. Louis city, Missouri",0,2013,2029,603,789,195,1907,2459,749,2436
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",167864,147155,7395,1286,3525,0,2598,5905,306,5599,"Springfield city, Missouri",58,2873,1241,848,1160,195,1832,1771,342,1821
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109577,97052,1586,5272,785,0,1026,3856,783,3073,"Billings city, Montana",26,2093,1187,1211,484,177,695,1574,896,1139
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",75527,69006,889,1068,1699,0,211,2654,54,2600,"Missoula city, Montana",40,1144,373,678,541,177,296,1010,102,1036
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",289096,243477,12702,2828,14383,580,4619,10507,1050,9457,"Lincoln city, Nebraska",30,2199,1795,1236,1168,551,1749,2415,850,2176
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",478203,367715,61657,3555,19722,52,8118,17384,1793,15591,"Omaha city, Nebraska",49,3839,2569,1155,1807,79,2031,2950,643,2842
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",191871,100970,24212,1597,41258,1437,11151,11246,1732,9514,"Enterprise CDP, Nevada",10299,8301,6962,1347,6766,1331,3207,2252,1109,2171
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",320190,232669,19843,1410,29480,1574,18933,16281,2014,14267,"Henderson city, Nevada",41,7831,4606,742,5191,1225,6180,3418,1648,2865
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",651297,402643,77834,7951,46179,5600,77377,33713,6614,27099,"Las Vegas city, Nevada",87,13041,7196,3069,5780,1719,10578,4439,2148,3920
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",251984,139580,50226,2419,18227,3117,24002,14413,1282,13131,"North Las Vegas city, Nevada",49,8141,6104,1509,3821,2408,6489,3480,702,3386
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",237899,118462,26422,4906,29512,1733,45231,11633,1918,9715,"Paradise CDP, Nevada",11207,8726,4595,2382,5632,852,8152,2615,1020,2435
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",255624,188109,6925,2258,19294,1342,26977,10719,1787,8932,"Reno city, Nevada",84,5856,1514,727,2249,769,5648,2116,1266,1670
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",105011,73529,3385,1527,4333,1017,16576,4644,361,4283,"Sparks city, Nevada",39,4401,1642,798,1729,808,4416,1581,299,1553
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",222372,105858,33356,1780,40288,2371,26644,12075,2689,9386,"Spring Valley CDP, Nevada",12968,8819,7634,1359,5848,2117,6413,2365,1390,1999
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",192968,105322,28916,1424,9597,1147,38294,8268,1059,7209,"Sunrise Manor CDP, Nevada",11338,9131,5120,1448,2338,946,7251,2456,748,2421
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",112658,94574,7046,296,5584,46,2015,3097,322,2775,"Manchester city, New Hampshire",54,2925,1854,397,1930,79,1560,1374,412,1272
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",89356,75946,2372,330,5968,0,1531,3209,79,3130,"Nashua city, New Hampshire",25,2523,1102,341,1529,195,1300,1195,126,1184
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",64903,46001,7188,156,7357,0,873,3328,532,2796,"Bayonne city, New Jersey",33,2845,2046,289,2068,213,600,1596,567,1540
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",73560,12710,30784,0,2191,0,25481,2394,778,1616,"Camden city, New Jersey",28,3021,3982,213,1694,213,4451,1735,690,1656
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85053,66208,3285,0,6017,0,6129,3414,670,2744,"Clifton city, New Jersey",25,3354,1628,213,1897,213,2627,1935,650,1780
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64357,3545,53729,301,2564,120,2630,1468,260,1208,"East Orange city, New Jersey",39,1201,2776,440,1421,186,2054,1377,237,1382
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",129215,45286,27360,196,1202,0,51284,3887,2213,1674,"Elizabeth city, New Jersey",34,5318,3647,307,866,213,5814,1942,1352,1349
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",262075,103825,60542,1231,65273,0,18229,12975,4319,8656,"Jersey City city, New Jersey",34,5260,4455,859,4675,213,4285,2911,1856,2275
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",281999,94067,140648,628,4238,0,34540,7878,1712,6166,"Newark city, New Jersey",51,7079,6480,500,1776,213,6993,2591,1027,2403
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",69694,51220,5130,666,1698,64,9151,1765,471,1294,"Passaic city, New Jersey",35,3849,1704,753,943,110,3071,1175,795,902
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",145227,43082,37815,44,9593,0,52404,2289,1024,1265,"Paterson city, New Jersey",39,4598,3123,77,2760,213,5360,1227,968,805
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",91785,79701,5234,0,2013,0,1003,3834,346,3488,"Toms River CDP, New Jersey",634,2756,1956,213,853,213,963,1403,430,1319
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",83211,24426,42262,47,1663,0,12285,2528,505,2023,"Trenton city, New Jersey",28,3569,3761,93,1270,213,3770,1500,597,1444
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",67977,39273,4611,851,3348,0,16607,3287,839,2448,"Union City city, New Jersey",29,4580,2096,1082,1461,213,4197,1470,705,1338
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",560504,416351,17712,27393,17428,499,54822,26299,5691,20608,"Albuquerque city, New Mexico",43,10193,2911,3247,1593,383,9446,4881,1630,4423
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",103436,83391,2945,1916,2155,229,9671,3129,592,2537,"Las Cruces city, New Mexico",29,3516,1086,640,449,316,3207,1412,552,1308
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",99159,79745,3519,3661,2745,0,5990,3499,1288,2211,"Rio Rancho city, New Mexico",62,3480,765,1765,1348,210,2366,1382,952,990
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",84700,71871,924,1917,1620,0,5813,2555,702,1853,"Santa Fe city, New Mexico",62,2972,390,698,525,210,2809,927,391,837
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",96460,55135,23059,271,6170,47,2638,9140,686,8454,"Albany city, New York",24,3571,3134,284,2032,93,1010,2629,703,2676
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",61930,30750,8369,181,2926,283,15859,3562,1545,2017,"Brentwood CDP, New York",7051,6000,2528,303,2047,287,5419,2013,1105,1758
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",255300,114818,94822,1403,17798,69,17561,8829,1298,7531,"Buffalo city, New York",64,4414,5160,472,2543,124,2900,2453,942,2259
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",74058,59345,10612,332,733,157,1318,1561,63,1498,"Cheektowaga CDP, New York",2434,2785,2723,430,445,260,1647,1062,97,1058
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",67330,12447,44844,1583,1442,0,5506,1508,240,1268,"Mount Vernon city, New York",55,2520,3207,1012,1049,207,2563,1370,390,1306
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",78568,45570,13510,0,4584,0,12598,2306,912,1394,"New Rochelle city, New York",47,4666,2933,207,1533,207,3585,1135,675,989
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8336817,3531777,2060119,33787,1201923,3860,1190239,315112,84476,230636,"New York city, New York",0,25950,15312,5471,7191,1854,29108,14417,7595,13635
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",205704,96395,83449,713,5610,1007,10151,8379,2552,5827,"Rochester city, New York",32,5319,4618,541,1915,1441,2565,2030,1127,1573
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65272,35100,14073,116,3850,233,5904,5996,1851,4145,"Schenectady city, New York",22,2494,2733,159,1269,354,2223,1899,1075,1572
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",142310,74652,45318,2344,9511,0,3285,7200,1584,5616,"Syracuse city, New York",64,4147,3632,1110,1493,207,1419,1749,832,1491
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",200362,93181,41974,1061,11516,65,45024,7541,2279,5262,"Yonkers city, New York",44,7266,6514,1023,2374,109,8477,2514,1414,1777
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",92859,76206,11928,1031,1359,0,616,1719,418,1301,"Asheville city, North Carolina",40,2484,2376,765,832,216,494,985,637,699
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",171143,112964,14222,681,35002,58,3180,5036,1006,4030,"Cary town, North Carolina",888,4552,3630,494,3697,98,2206,1421,607,1375
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",885707,415665,313204,3687,55079,322,68724,29026,2287,26739,"Charlotte city, North Carolina",49,8936,6793,1848,3308,220,7861,5718,1065,5370
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",96342,63423,16333,162,5001,0,8738,2685,583,2102,"Concord city, North Carolina",27,5452,3891,261,1510,216,4933,1466,614,1300
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",279447,140809,105393,375,13990,197,9096,9587,391,9196,"Durham city, North Carolina",452,4338,3317,337,1319,250,3376,2394,327,2405
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",211674,93152,87700,2240,7177,799,6259,14347,1217,13130,"Fayetteville city, North Carolina",59,3852,3860,895,1372,403,2063,2622,759,2507
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",77277,43731,25281,183,1352,0,3813,2917,510,2407,"Gastonia city, North Carolina",35,3279,3012,296,829,216,1893,1181,431,1113
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",296725,127829,127349,1881,17125,112,10241,12188,801,11387,"Greensboro city, North Carolina",72,6016,6691,1274,2115,192,3253,4217,465,4189
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",93391,45852,38724,0,2693,0,1225,4897,97,4800,"Greenville city, North Carolina",37,2910,3328,216,1060,216,786,2231,154,2186
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",111756,56940,39359,1094,7699,61,2431,4172,1177,2995,"High Point city, North Carolina",1311,5152,4706,1158,2060,105,1051,2070,1565,1361
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",72438,50096,12003,360,2293,22,772,6892,429,6463,"Jacksonville city, North Carolina",22,3478,3088,310,786,48,480,1952,464,1930
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",474708,275336,137734,3328,19078,70,27619,11543,2018,9525,"Raleigh city, North Carolina",769,9243,8100,1937,3533,113,6458,2783,1105,2435
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",123728,92956,22782,298,1080,100,2734,3778,566,3212,"Wilmington city, North Carolina",62,2918,2595,344,542,178,1393,1511,678,1286
"G37075000","2019","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",247951,140814,88464,834,5207,0,5629,7003,1250,5753,"Winston-Salem city, North Carolina",38,4769,4365,465,1139,216,2516,2865,1120,2277
"G38007200","2019","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",74632,65891,1789,3892,682,135,166,2077,51,2026,"Bismarck city, North Dakota",3052,2815,688,1388,290,286,158,987,88,977
"G38025700","2019","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",123736,101605,11044,1626,3690,0,831,4940,225,4715,"Fargo city, North Dakota",2892,3308,916,846,1702,165,621,2527,269,2538
"G39001000","2019","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197597,119527,58601,609,10859,0,2341,5660,217,5443,"Akron city, Ohio",32,5437,4448,547,3128,198,2156,1737,246,1759
"G39012000","2019","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",,,,,,,,,,,"Canton city, Ohio",,,,,,,,,,
"G39015000","2019","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",303954,158961,125214,436,8643,105,707,9888,282,9606,"Cincinnati city, Ohio",59,5955,6609,349,1607,202,409,2692,246,2660
"G39016000","2019","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",380989,148235,189865,2829,9408,841,13543,16268,1497,14771,"Cleveland city, Ohio",79,6922,5872,1435,2385,1234,3158,3558,783,3461
"G39018000","2019","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",902073,521991,263796,2628,53657,20,24323,35658,1537,34121,"Columbus city, Ohio",3406,9337,7281,1281,5111,36,5126,5947,732,5944
"G39021000","2019","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140402,74465,52630,1701,1923,41,3429,6213,0,6213,"Dayton city, Ohio",37,4417,3981,1690,1366,78,2258,1752,198,1752
"G39044856","2019","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63866,47284,9274,600,904,0,1326,4478,302,4176,"Lorain city, Ohio",45,2967,2578,713,921,198,726,1769,525,1781
"G39061000","2019","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",78093,69345,3569,0,1882,0,1197,2100,240,1860,"Parma city, Ohio",34,2160,1385,198,952,198,740,919,239,900
"G39077000","2019","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",272778,168333,76848,870,3749,0,7243,15735,1356,14379,"Toledo city, Ohio",38,2879,3611,409,1107,198,1680,3309,673,3230
"G39088000","2019","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",65479,33506,27218,74,723,0,1118,2840,211,2629,"Youngstown city, Ohio",40,1954,2072,83,476,198,648,1295,210,1303
"G40009050","2019","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",110715,82672,5646,6590,5893,241,1163,8510,292,8218,"Broken Arrow city, Oklahoma",1623,3384,1661,1625,1397,348,646,1538,191,1545
"G40023200","2019","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",94058,76904,5157,1846,4354,0,798,4999,404,4595,"Edmond city, Oklahoma",34,3122,2251,656,1694,165,499,1670,466,1599
"G40041850","2019","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",93026,53418,17187,4271,2947,208,2334,12661,912,11749,"Lawton city, Oklahoma",23,2316,2970,1372,687,198,1074,2540,560,2531
"G40052500","2019","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",124867,97198,6494,4959,5747,118,2358,7993,733,7260,"Norman city, Oklahoma",52,3593,1962,1625,1282,140,1395,2080,791,1911
"G40055000","2019","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",655158,452376,90300,21813,29701,774,23077,37117,1950,35167,"Oklahoma City city, Oklahoma",260,8019,5709,3084,2993,368,4159,4193,1129,4030
"G40075000","2019","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",401760,267118,58254,18969,12542,601,14616,29660,1984,27676,"Tulsa city, Oklahoma",779,4801,3156,2036,1961,408,2580,3108,808,3134
"G41005350","2019","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",99040,74388,3084,312,13473,1166,3201,3416,40,3376,"Beaverton city, Oregon",34,3937,1950,354,2442,929,2408,1277,65,1287
"G41005800","2019","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",100430,92352,428,552,2324,92,1329,3353,1124,2229,"Bend city, Oregon",37,2132,453,862,939,155,1211,1654,1180,1146
"G41023850","2019","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",172614,144771,2861,891,7096,945,5701,10349,828,9521,"Eugene city, Oregon",42,3206,972,495,1399,580,2344,1903,517,1902
"G41031250","2019","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",109379,86124,4226,1153,5700,1716,3964,6496,637,5859,"Gresham city, Oregon",29,5040,1889,677,2524,1100,2633,2653,579,2513
"G41034100","2019","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",109120,69368,2314,2353,13497,654,11863,9071,2745,6326,"Hillsboro city, Oregon",40,5185,870,2009,2602,714,4132,2292,1913,1779
"G41047000","2019","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",83084,75456,1122,627,1145,0,736,3998,218,3780,"Medford city, Oregon",44,1530,516,515,636,211,617,1019,311,1085
"G41059000","2019","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",653467,504864,36862,4985,53265,2184,14216,37091,2230,34861,"Portland city, Oregon",590,6664,4802,1518,4072,1186,4977,4815,846,4761
"G41064900","2019","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",174377,136894,1869,1279,5941,1024,14275,13095,1465,11630,"Salem city, Oregon",52,6191,993,608,1543,1129,5410,2786,1130,2591
"G42002000","2019","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",121441,83448,21307,353,4380,72,8668,3213,1317,1896,"Allentown city, Pennsylvania",31,5149,3935,396,2071,126,2615,1369,1015,908
"G42006088","2019","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",76044,49339,9980,395,2582,0,10745,3003,1887,1116,"Bethlehem city, Pennsylvania",2749,4903,2941,369,1126,182,3785,1696,1612,549
"G42024000","2019","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",95537,67856,14772,405,2168,34,3351,6951,444,6507,"Erie city, Pennsylvania",106,2368,2110,301,1019,59,1851,1954,322,2036
"G42060000","2019","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1584064,617726,657343,7211,119641,897,128826,52420,6015,46405,"Philadelphia city, Pennsylvania",0,9464,7112,2247,2594,411,11284,7664,2067,7408
"G42061000","2019","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",300281,198659,71191,840,16983,0,3073,9535,964,8571,"Pittsburgh city, Pennsylvania",40,6253,5768,462,2429,182,1398,1797,522,1722
"G42063624","2019","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88373,41045,12449,637,1931,145,28229,3937,2057,1880,"Reading city, Pennsylvania",26,4334,2943,597,1292,236,4138,1684,1408,1023
"G42069000","2019","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",76651,62579,5809,0,2387,128,2949,2799,200,2599,"Scranton city, Pennsylvania",21,2245,995,182,992,108,2012,1122,233,1107
"G44019180","2019","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81459,58960,6374,675,5774,153,5052,4471,586,3885,"Cranston city, Rhode Island",25,4479,3268,589,2538,171,2564,1717,598,1582
