GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G08062000","2019","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"16000US0862000","Pueblo city, Colorado",112357,87485,2899,5160,679,23,9501,6610,1629,4981,"Pueblo city, Colorado",28,3975,1212,2142,277,39,3011,1872,935,1648
"G08077290","2019","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"16000US0877290","Thornton city, Colorado",141454,112187,3214,1764,7384,19,8932,7954,930,7024,"Thornton city, Colorado",49,5399,1614,2062,1949,28,4431,2804,571,2770
"G08083835","2019","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"16000US0883835","Westminster city, Colorado",113179,96014,1304,535,6807,86,2680,5753,1165,4588,"Westminster city, Colorado",52,3057,801,673,1924,102,1387,1619,856,1352
"G09008000","2019","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"16000US0908000","Bridgeport city, Connecticut",144365,57009,47762,119,6205,248,27379,5643,1207,4436,"Bridgeport city, Connecticut",115,6479,5254,201,3818,390,5921,1766,618,1704
"G09018430","2019","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"16000US0918430","Danbury city, Connecticut",84692,49149,10348,148,5154,0,16442,3451,1891,1560,"Danbury city, Connecticut",26,5610,3767,171,2506,213,6651,1177,1049,785
"G09037000","2019","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"16000US0937000","Hartford city, Connecticut",122107,33753,45821,309,1748,0,25748,14728,2053,12675,"Hartford city, Connecticut",33,4183,4466,328,920,213,5492,3961,1272,3808
"G09050370","2019","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"16000US0950370","New Britain city, Connecticut",72491,39652,9865,531,1984,0,14588,5871,1834,4037,"New Britain city, Connecticut",31,4485,3128,586,1457,213,4012,2718,1164,2578
"G09052000","2019","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"16000US0952000","New Haven city, Connecticut",130257,57834,43479,174,7098,0,15104,6568,1766,4802,"New Haven city, Connecticut",38,5476,4439,218,1756,213,4445,2281,1230,1774
"G09055990","2019","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",88826,58912,15040,299,7131,0,2611,4833,1800,3033,"Norwalk city, Connecticut",44,3961,3329,468,2186,213,1998,1956,1229,1657
"G09073000","2019","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",129636,83194,21081,0,10400,55,8898,6008,1146,4862,"Stamford city, Connecticut",26,5457,5049,213,2307,96,4021,3284,822,3014
"G09080000","2019","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",107577,66446,23285,174,2094,0,11703,3875,459,3416,"Waterbury city, Connecticut",48,4453,4037,282,1967,213,3317,1329,319,1307
"G10077580","2019","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",70164,25961,38802,134,848,0,3207,1212,53,1159,"Wilmington city, Delaware",27,3203,3051,231,491,203,2168,836,99,831
"G11050000","2019","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",705749,300058,320704,1886,28722,190,30868,23321,2545,20776,"Washington city, District of Columbia",0,4791,4929,430,1390,216,5212,3488,978,3295
"G12000410","2019","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",96528,72442,7105,447,6958,0,4356,5220,591,4629,"Alafaya CDP, Florida",15251,15016,3626,762,3209,234,4413,4150,717,4144
"G12007300","2019","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",99795,85792,5173,230,4316,0,1749,2535,249,2286,"Boca Raton city, Florida",41,3334,2362,337,1365,234,1258,1174,386,1102
"G12007875","2019","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",78690,49291,25824,0,1580,0,682,1313,48,1265,"Boynton Beach city, Florida",46,5513,5277,234,1411,234,674,645,82,637
"G12008150","2019","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",116829,78263,21447,573,8445,82,3100,4919,341,4578,"Brandon CDP, Florida",10196,8976,5037,483,3441,154,1499,2736,278,2715
"G12010275","2019","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",194504,171979,11345,71,3491,0,3946,3672,588,3084,"Cape Coral city, Florida",37,5915,5118,134,1834,234,2584,1780,714,1598
"G12012875","2019","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",116938,92772,11925,664,5043,35,1751,4748,1528,3220,"Clearwater city, Florida",37,4738,3661,446,2150,63,869,2093,918,1810
"G12014400","2019","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",133765,86755,34317,473,5475,0,2174,4571,623,3948,"Coral Springs city, Florida",40,5623,5249,498,1806,234,1149,2020,580,1920
"G12016475","2019","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",106310,72679,7988,967,10302,0,11168,3206,1554,1652,"Davie town, Florida",37,4955,3103,1095,4124,234,4806,1395,1265,723
"G12016525","2019","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"16000US1216525","Daytona Beach city, Florida",69197,39217,22549,111,1762,0,2279,3279,172,3107,"Daytona Beach city, Florida",47,3376,3292,191,1005,234,1488,1424,247,1351
"G12016725","2019","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",81070,53082,19602,206,2404,0,3225,2551,221,2330,"Deerfield Beach city, Florida",33,5036,4505,262,2085,234,1698,1635,259,1606
"G12017100","2019","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",69449,43281,21642,0,1146,0,1482,1898,343,1555,"Delray Beach city, Florida",29,4649,4822,234,893,234,1375,931,360,884
"G12017200","2019","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",92752,60687,13029,374,2094,36,12790,3742,703,3039,"Deltona city, Florida",35,5233,3818,531,1283,30,3701,1752,822,1602
"G12017935","2019","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"16000US1217935","Doral city, Florida",65746,61054,429,19,1415,0,1631,1198,436,762,"Doral city, Florida",28,1855,413,32,796,234,1154,788,415,594
"G12024000","2019","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",182434,115606,56716,393,3060,345,2692,3622,235,3387,"Fort Lauderdale city, Florida",33,7199,7326,551,980,396,1869,1833,216,1814
"G12024125","2019","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",87111,56802,18110,0,1643,0,8842,1714,179,1535,"Fort Myers city, Florida",45,4760,2786,234,888,234,4188,1136,262,1149
"G12024562","2019","FL",,,"Florida","12",,,"Fountainebleau CDP","24562",,,,,,,,,,,,,,,,"16000US1224562","Fountainebleau CDP, Florida",68619,64791,183,0,2092,0,718,835,423,412,"Fountainebleau CDP, Florida",6984,7120,169,234,1311,234,675,539,344,479
"G12025175","2019","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",133990,86425,30248,306,7850,1169,2673,5319,1222,4097,"Gainesville city, Florida",39,4000,3884,207,1680,1388,1000,1477,924,1173
"G12030000","2019","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",233362,215187,4197,96,1531,0,9675,2676,1453,1223,"Hialeah city, Florida",74,4693,2192,220,1024,234,3314,1175,890,754
"G12032000","2019","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",154802,99764,34019,44,2583,231,9772,8389,1507,6882,"Hollywood city, Florida",62,7133,6563,73,1460,302,3917,2799,1109,2529
"G12032275","2019","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",,,,,,,,,,,"Homestead city, Florida",,,,,,,,,,
"G12035000","2019","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",911528,518116,284385,3281,44551,305,26453,34437,3915,30522,"Jacksonville city, Florida",74,6516,4521,1060,3592,270,5923,5852,1613,5308
"G12035875","2019","FL",,,"Florida","12",,,"Jupiter town","35875",,,,,,,,,,,,,,,,"16000US1235875","Jupiter town, Florida",65797,58467,710,472,1937,0,1041,3170,1484,1686,"Jupiter town, Florida",33,2551,616,642,1207,234,1068,1972,1751,1169
"G12036100","2019","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",80410,66086,5479,0,4015,0,3170,1660,406,1254,"Kendall CDP, Florida",9473,9199,2071,234,2424,234,1661,1018,407,911
"G12036950","2019","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",72701,44799,8546,287,2167,135,15676,1091,646,445,"Kissimmee city, Florida",58,5549,3021,443,1275,248,5582,770,688,400
"G12038250","2019","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",112142,76050,23681,1292,1878,215,6480,2546,1190,1356,"Lakeland city, Florida",45,4591,3580,1224,951,337,3113,1641,1555,690
"G12039425","2019","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",84957,72512,5831,0,3029,129,1147,2309,226,2083,"Largo city, Florida",36,3398,2691,234,1403,204,855,955,252,886
"G12039550","2019","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",,,,,,,,,,,"Lauderhill city, Florida",,,,,,,,,,
"G12039925","2019","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",134667,97044,23910,647,2938,611,5160,4357,466,3891,"Lehigh Acres CDP, Florida",7726,7666,5160,949,1292,903,2341,1741,536,1533
"G12043975","2019","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",83030,70519,5950,62,2934,0,678,2887,153,2734,"Melbourne city, Florida",32,2916,2000,110,1482,234,616,1943,232,1920
"G12045000","2019","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",467968,360644,73250,634,6194,67,18692,8487,3025,5462,"Miami city, Florida",56,8926,8039,489,2041,110,4908,2109,1284,1540
"G12045025","2019","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",88885,64098,4743,0,3659,0,14111,2274,1259,1015,"Miami Beach city, Florida",24,4317,2032,234,2181,234,3377,1182,957,614
"G12045060","2019","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",110003,30425,72250,369,549,32,4597,1781,107,1674,"Miami Gardens city, Florida",32,5973,6360,511,524,54,3216,1537,129,1528
"G12045975","2019","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",141196,61248,66435,348,6807,0,3046,3312,606,2706,"Miramar city, Florida",38,9219,9250,359,3445,234,2409,2452,606,2374
"G12049675","2019","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"16000US1249675","North Port city, Florida",,,,,,,,,,,"North Port city, Florida",,,,,,,,,,
"G12053000","2019","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",287435,192770,61670,957,9084,50,13574,9330,753,8577,"Orlando city, Florida",49,8401,8746,837,2990,82,4882,3044,516,3014
"G12054000","2019","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",115560,84162,16737,83,1588,49,4657,8284,599,7685,"Palm Bay city, Florida",33,5712,4224,164,765,110,3740,3608,659,3668
"G12054200","2019","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",89797,72270,8475,204,3132,816,2595,2305,418,1887,"Palm Coast city, Florida",23,1689,2209,210,688,1256,1450,1214,392,1103
"G12055775","2019","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",173591,111058,40152,405,7424,590,4872,9090,1651,7439,"Pembroke Pines city, Florida",41,8137,6578,477,2323,720,2083,3435,1586,3468
"G12056825","2019","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",94802,10161,71351,42,1258,0,6884,5106,841,4265,"Pine Hills CDP, Florida",12640,3064,11559,69,1001,234,4058,2718,1164,2678
"G12057425","2019","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",94605,60649,24568,0,4526,0,1759,3103,360,2743,"Plantation city, Florida",89,6302,6540,234,2761,234,1159,1636,517,1527
"G12057900","2019","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",72545,46604,19132,0,388,0,5174,1247,780,467,"Poinciana CDP, Florida",13199,11343,7118,234,380,234,3786,1175,829,463
"G12058050","2019","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",112122,74230,30200,118,1173,0,1964,4437,63,4374,"Pompano Beach city, Florida",36,5068,4936,152,706,234,888,2351,107,2341
"G12058350","2019","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"16000US1258350","Port Charlotte CDP, Florida",65951,56083,5382,701,1059,0,1294,1432,132,1300,"Port Charlotte CDP, Florida",5480,5413,1588,845,539,234,1099,830,194,783
"G12058715","2019","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",201858,149044,30347,780,5875,0,7526,8286,440,7846,"Port St. Lucie city, Florida",46,6196,6712,629,1360,234,3665,3679,490,3715
"G12060950","2019","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",97034,66535,17696,365,2139,0,5467,4832,1089,3743,"Riverview CDP, Florida",10200,7007,5870,363,975,234,3498,2282,798,2141
"G12063000","2019","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",265358,194830,51397,462,6012,0,2688,9969,992,8977,"St. Petersburg city, Florida",47,6083,5544,439,1793,234,1137,2859,921,2641
"G12068350","2019","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",113787,100091,5384,191,1202,225,2176,4518,1143,3375,"Spring Hill CDP, Florida",4597,4725,2151,206,693,408,1443,1775,885,1581
"G12069700","2019","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",95153,51837,30552,158,4602,0,3627,4377,806,3571,"Sunrise city, Florida",49,5144,4911,240,1671,234,1435,1888,946,1726
"G12070600","2019","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",194503,102774,75379,300,9354,71,1802,4823,318,4505,"Tallahassee city, Florida",36,3516,3870,278,1111,123,1102,1579,326,1536
"G12070675","2019","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",66712,39664,20703,497,847,78,1782,3141,938,2203,"Tamarac city, Florida",42,5621,5616,811,409,167,1135,1388,598,1161
"G12071000","2019","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",399690,254481,94204,433,20169,637,14103,15663,2104,13559,"Tampa city, Florida",57,8005,7384,330,3572,528,3779,3341,1380,3331
"G12071569","2019","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",65765,54043,2106,0,1519,0,7140,957,90,867,"The Hammocks CDP, Florida",9145,8377,1339,234,1180,234,3872,529,109,503
"G12071625","2019","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2019","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",98550,76286,9647,0,3274,37,5282,4024,111,3913,"Town 'n' Country CDP, Florida",12248,11259,3390,234,1461,78,3314,2205,135,2228
"G12075812","2019","FL",,,"Florida","12",,,"Wellington village","75812",,,,,,,,,,,,,,,,"16000US1275812","Wellington village, Florida",65389,54202,4472,0,2313,0,3442,960,0,960,"Wellington village, Florida",40,3803,2076,234,1627,234,3085,825,234,825
"G12075875","2019","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"16000US1275875","Wesley Chapel CDP, Florida",62516,44222,8262,131,4396,0,1483,4022,714,3308,"Wesley Chapel CDP, Florida",5646,4512,2993,183,1678,234,911,1507,681,1358
"G12076582","2019","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",71164,62899,1478,144,4255,0,1929,459,120,339,"Weston city, Florida",25,2850,949,233,1856,234,1294,392,201,407
"G12076600","2019","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",111952,63782,40301,29,1333,0,3244,3263,890,2373,"West Palm Beach city, Florida",36,5450,5857,49,754,234,1516,1192,603,1033
"G13001052","2019","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",,,,,,,,,,,"Albany city, Georgia",,,,,,,,,,
"G13001696","2019","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",67208,40618,9661,0,13815,0,518,2596,691,1905,"Alpharetta city, Georgia",33,4674,4336,234,3161,234,558,1434,904,1132
"G13003440","2019","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",126718,79967,35510,28,5434,0,1818,3961,1703,2258,"Athens-Clarke County unified government (balance), Georgia",861,2022,1384,48,552,234,974,1748,1349,1211
"G13004000","2019","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",506804,214354,248709,1172,26881,673,4418,10597,1397,9200,"Atlanta city, Georgia",49,8998,9340,633,3557,673,1650,2216,724,2109
"G13004204","2019","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",197325,68480,113505,186,3628,0,5105,6421,152,6269,"Augusta-Richmond County consolidated government (balance), Georgia",2268,2346,3525,164,938,234,2795,2173,204,2130
"G13019000","2019","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",195769,83333,91340,940,5734,292,6568,7562,1310,6252,"Columbus city, Georgia",0,2053,2021,270,751,332,2635,1963,873,1865
"G13042425","2019","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",84590,51613,10085,54,18380,0,2525,1933,271,1662,"Johns Creek city, Georgia",53,4176,4136,92,3271,234,2281,1057,326,1020
"G13049008","2019","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",153159,60153,83244,0,3412,130,2109,4111,485,3626,"Macon-Bibb County, Georgia",0,1097,1680,234,250,151,1221,1851,373,1792
"G13067284","2019","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",94747,68184,14176,344,5432,0,3473,3138,326,2812,"Roswell city, Georgia",63,5149,4967,457,2269,234,1780,1499,526,1431
"G13068516","2019","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",109466,69619,24523,0,8635,0,4148,2541,612,1929,"Sandy Springs city, Georgia",50,5107,5046,234,2787,234,2440,1175,578,969
"G13069000","2019","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",144457,58464,76021,509,4523,66,2829,2045,273,1772,"Savannah city, Georgia",37,4340,4035,327,1315,117,2316,855,214,852
"G13072122","2019","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,
"G13080508","2019","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,
"G15071550","2019","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",345055,58828,8807,1169,179537,31132,5146,60436,1774,58662,"Urban Honolulu CDP, Hawaii",57,4604,2099,673,7021,5024,1834,5309,936,5381
"G16008830","2019","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",228965,204507,2321,1989,5829,229,5786,8304,229,8075,"Boise City city, Idaho",32,4715,1860,1725,2108,277,2646,2482,246,2498
"G16052120","2019","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2019","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",99276,80307,879,910,998,134,10138,5910,3332,2578,"Nampa city, Idaho",25,4573,644,727,732,251,4125,2877,2743,1050
"G17002154","2019","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",71825,57649,1930,203,8260,0,2250,1533,0,1533,"Arlington Heights village, Illinois",2491,3429,1025,251,2473,195,2005,877,195,877
"G17003012","2019","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",198827,128965,21403,1216,19281,262,17397,10303,2570,7733,"Aurora city, Illinois",6694,9646,4982,988,3578,450,4424,3918,1534,3439
"G17006613","2019","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",77323,59734,8840,133,5890,92,496,2138,229,1909,"Bloomington city, Illinois",30,2246,1684,120,1336,179,529,1081,286,1008
"G17007133","2019","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",73304,39746,11498,494,8565,0,10976,2025,619,1406,"Bolingbrook village, Illinois",4151,4849,2848,614,3016,195,4827,753,390,654
"G17012385","2019","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",88919,56894,14863,0,12928,170,661,3403,465,2938,"Champaign city, Illinois",43,3132,3124,195,1887,219,740,1686,370,1677
"G17014000","2019","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2693959,1369124,782431,9543,188904,1783,257196,84978,20037,64941,"Chicago city, Illinois",61,18791,15859,2888,8797,960,17648,9081,3884,7929
"G17014351","2019","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,
"G17018823","2019","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",69553,48209,17322,50,997,73,107,2795,42,2753,"Decatur city, Illinois",2316,2423,1567,60,390,111,121,1090,72,1085
"G17023074","2019","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",110889,68352,7276,287,3692,42,27267,3973,1173,2800,"Elgin city, Illinois",4928,5520,3722,501,1966,70,6237,2300,1403,1744
"G17024582","2019","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",73470,49708,12283,408,6372,0,1677,3022,274,2748,"Evanston city, Illinois",30,2888,3006,388,1556,195,1020,1087,321,1034
"G17038570","2019","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",148806,98267,26738,1178,3038,0,14365,5220,766,4454,"Joliet city, Illinois",6480,6618,4084,1183,1835,195,3834,1874,667,1741
"G17051622","2019","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",149640,107686,6513,113,29054,0,1355,4919,382,4537,"Naperville city, Illinois",2082,4283,2439,141,3917,195,895,1565,430,1547
"G17057225","2019","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",67436,48117,4399,111,7061,82,6173,1493,226,1267,"Palatine village, Illinois",31,4523,3475,188,2202,138,3473,1018,266,982
"G17059000","2019","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",109936,66827,30292,81,6995,0,2614,3127,283,2844,"Peoria city, Illinois",2128,3455,2187,132,685,195,1559,935,320,981
