GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKGE001,APKGE002,APKGE003,APKGE004,APKGE005,APKGE006,APKGE007,APKGE008,APKGE009,APKGE010,NAME_M,APKGM001,APKGM002,APKGM003,APKGM004,APKGM005,APKGM006,APKGM007,APKGM008,APKGM009,APKGM010
"G40009050","2022","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",120448,82785,6999,6038,6547,36,2803,15240,5257,9983,"Broken Arrow city, Oklahoma",2329,3351,1721,1194,1693,59,992,2205,1439,1674
"G40023200","2022","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",96304,74102,4045,1832,3358,136,2509,10322,3325,6997,"Edmond city, Oklahoma",76,3982,1835,769,1618,177,1852,2176,1517,2058
"G40041850","2022","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",91553,47533,16455,3884,3113,362,1586,18620,5256,13364,"Lawton city, Oklahoma",34,1670,1406,983,648,346,597,2038,1227,1937
"G40052500","2022","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",129624,90102,6811,4670,6630,1172,2486,17753,5220,12533,"Norman city, Oklahoma",36,3184,2119,1441,1643,1592,1090,3010,2119,2300
"G40055000","2022","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",694768,380391,86732,26878,31821,1590,37709,129647,70881,58766,"Oklahoma City city, Oklahoma",219,9060,6231,5459,2659,1588,5822,9582,7799,6612
"G40075000","2022","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",413142,226208,60384,17644,13109,987,27642,67168,31344,35824,"Tulsa city, Oklahoma",1172,4293,3063,2126,1729,212,2976,4398,2985,3451
"G41005350","2022","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",97064,60122,3529,638,10671,807,8917,12380,3646,8734,"Beaverton city, Oregon",47,4360,2394,495,2017,1222,3365,2405,1320,2016
"G41005800","2022","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",103263,91069,342,361,1335,14,2217,7925,3392,4533,"Bend city, Oregon",40,2567,401,341,721,6,1312,2066,1689,1311
"G41023850","2022","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",177930,138882,3547,1303,7176,409,4288,22325,9203,13122,"Eugene city, Oregon",38,2898,1241,620,1975,328,1366,2570,1942,1958
"G41031250","2022","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",111634,71211,3237,3154,5588,1135,9583,17726,10700,7026,"Gresham city, Oregon",57,5264,1405,1383,1979,1108,2770,4501,4361,2022
"G41034100","2022","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",107319,62176,3456,627,13083,1263,7155,19559,11635,7924,"Hillsboro city, Oregon",74,3710,1224,447,2600,847,2952,3705,3263,2150
"G41047000","2022","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",85556,65978,932,452,1474,75,5765,10880,7887,2993,"Medford city, Oregon",25,3385,601,305,672,112,2109,2752,2731,963
"G41059000","2022","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",635296,431481,38713,6467,53146,3582,22646,79261,35804,43457,"Portland city, Oregon",1019,5913,3873,2056,3471,1489,4060,6378,4208,4589
"G41064900","2022","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",177490,112256,3316,4669,4375,2962,18902,31010,18296,12714,"Salem city, Oregon",38,5498,1225,2484,1387,1184,4707,4960,4673,3835
"G42002000","2022","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",125105,42309,12224,57,2600,0,38592,29323,23258,6065,"Allentown city, Pennsylvania",38,4577,3165,70,1131,190,5300,4876,4908,2375
"G42006088","2022","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",78854,49158,8125,598,1663,21,7477,11812,8934,2878,"Bethlehem city, Pennsylvania",3424,4955,2388,689,522,40,3304,3843,3641,1312
"G42024000","2022","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",93517,62918,14874,0,2029,0,3286,10410,5543,4867,"Erie city, Pennsylvania",33,4124,2518,190,798,190,3113,2578,1992,2009
"G42060000","2022","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",1567258,541855,618621,11280,124169,655,138402,132276,71547,60729,"Philadelphia city, Pennsylvania",,7867,8206,9543,2997,434,13268,14128,11805,8681
"G42061000","2022","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",302905,197881,59166,1837,17569,27,3663,22762,8674,14088,"Pittsburgh city, Pennsylvania",47,5941,4826,2256,2092,50,1526,3633,2456,2996
"G42063624","2022","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",94860,23230,8456,3736,786,0,19727,38925,23105,15820,"Reading city, Pennsylvania",26,3197,2230,2312,748,190,4399,4518,4282,3842
"G42069000","2022","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",75838,52562,3712,88,4006,0,4931,10539,7687,2852,"Scranton city, Pennsylvania",41,3144,1148,69,1196,190,1705,3153,2843,1235
"G44019180","2022","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",82432,52938,4231,110,6380,0,6053,12720,10238,2482,"Cranston city, Rhode Island",45,4980,2213,131,2630,242,2936,4437,4522,1218
"G44054640","2022","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",75057,38603,9359,306,369,0,10291,16129,11689,4440,"Pawtucket city, Rhode Island",35,4808,3557,348,385,242,2892,3820,3546,1741
"G44059000","2022","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",189575,77431,18804,1697,13470,0,40922,37251,26901,10350,"Providence city, Rhode Island",50,7061,4452,1287,1988,242,7557,8076,7579,4023
"G44074300","2022","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",83024,72042,1402,154,2397,0,1031,5998,3032,2966,"Warwick city, Rhode Island",31,2353,967,248,995,242,720,1785,1310,1269
"G45013330","2022","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",153743,112329,21985,2616,3370,34,2019,11390,6110,5280,"Charleston city, South Carolina",3084,5510,3886,2988,1015,68,1355,3236,2617,2212
"G45016000","2022","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",139343,68412,57285,446,2087,0,1899,9214,2670,6544,"Columbia city, South Carolina",203,4151,4497,342,1039,222,996,2140,1118,2058
"G45030850","2022","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",72310,50301,13568,319,1793,23,1845,4461,2626,1835,"Greenville city, South Carolina",29,3917,3610,421,1112,46,1738,1608,1488,952
"G45048535","2022","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",94550,84768,4558,53,999,0,810,3362,1448,1914,"Mount Pleasant town, South Carolina",27,3334,2939,78,885,222,515,1399,926,908
"G45050875","2022","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",118604,45855,54444,307,4079,0,5641,8278,2572,5706,"North Charleston city, South Carolina",31,5260,5011,450,1019,222,3032,2434,1190,2064
"G45061405","2022","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",75361,35167,32364,44,1136,33,1560,5057,2679,2378,"Rock Hill city, South Carolina",45,3753,3437,62,695,59,808,1879,1500,861
"G46052980","2022","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",78833,59716,1295,6087,1063,58,160,10454,2168,8286,"Rapid City city, South Dakota",35,1778,559,1344,732,106,187,2386,963,2276
"G46059020","2022","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",202090,159056,12920,4266,3630,59,6722,15437,4830,10607,"Sioux Falls city, South Dakota",49,3339,2257,972,1330,123,2578,3709,2433,3011
"G47014000","2022","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",184071,105899,50105,431,4659,117,6600,16260,6295,9965,"Chattanooga city, Tennessee",66,4428,5078,541,1126,196,2110,3855,1818,3340
"G47015160","2022","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",176977,101913,43682,282,3478,955,6611,20056,9031,11025,"Clarksville city, Tennessee",26,3662,3294,269,943,73,2076,3710,2555,3165
"G47027740","2022","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",86904,65622,7004,20,6349,0,1489,6420,4133,2287,"Franklin city, Tennessee",39,3047,1992,37,1679,225,1487,2108,1715,1248
"G47037640","2022","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",68381,33766,27680,379,1100,0,3423,2033,385,1648,"Jackson city, Tennessee",23,2261,2319,480,425,225,1288,1133,422,1045
"G47038320","2022","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",71444,60015,2264,37,1597,0,1785,5746,1781,3965,"Johnson City city, Tennessee",746,1448,586,71,457,225,1288,1431,940,1031
"G47040000","2022","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",195871,143753,32769,286,2619,93,2746,13605,6718,6887,"Knoxville city, Tennessee",64,3801,2949,206,838,160,1531,2392,1926,1478
"G47048000","2022","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",621050,159220,392263,1924,10315,845,29282,27201,13988,13213,"Memphis city, Tennessee",42,7511,7727,1560,2431,902,5666,4900,3885,3131
"G47051560","2022","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",162402,105612,28198,318,7697,207,4617,15753,8118,7635,"Murfreesboro city, Tennessee",35,5456,4502,432,3441,243,2544,4821,4329,2582
"G47052006","2022","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",683639,384620,173421,1127,24803,408,21221,78039,48747,29292,"Nashville-Davidson metropolitan government (balance), Tennessee",66,3917,5333,743,2009,141,3765,7009,4867,4758
"G48001000","2022","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",128149,80230,13459,623,3134,16,5868,24819,20419,4400,"Abilene city, Texas",4319,4160,1379,468,793,28,2082,3792,3949,1371
"G48001924","2022","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",111548,60777,14246,816,17974,0,2740,14995,7840,7155,"Allen city, Texas",31,5640,4210,651,3630,237,1626,4139,2461,3032
"G48003000","2022","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",203477,120488,14207,846,7285,795,15002,44854,35192,9662,"Amarillo city, Texas",2662,5968,1911,612,1297,1126,3852,4846,4790,3305
"G48004000","2022","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",394573,145827,95225,4194,28045,2053,26781,92448,74292,18156,"Arlington city, Texas",107,10486,10077,3106,4225,1351,6644,9890,10136,6090
"G48004462","2022","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",107626,43543,30879,1656,3991,19,12345,15193,10412,4781,"Atascocita CDP, Texas",16020,11304,8263,2548,1766,35,5816,4731,3404,3024
"G48005000","2022","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",975335,532408,74561,6595,81301,529,90217,189724,142832,46892,"Austin city, Texas",1335,12385,7429,2715,6353,270,13306,11976,11996,5255
"G48006128","2022","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",86203,32773,10825,293,2234,0,25358,14720,12915,1805,"Baytown city, Texas",3179,6366,3526,331,1752,237,6367,4486,4336,1012
"G48007000","2022","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",112090,34351,50473,27,2770,0,10331,14138,10946,3192,"Beaumont city, Texas",26,3494,4261,49,1416,237,3618,3277,3102,1315
"G48010768","2022","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",189381,49898,1215,724,1892,403,18029,117220,115414,1806,"Brownsville city, Texas",31,7215,768,576,717,632,4406,7291,7375,1604
"G48010912","2022","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",87793,51992,10500,724,631,60,6461,17425,15543,1882,"Bryan city, Texas",30,3596,2397,561,369,102,2403,3389,3332,866
"G48013024","2022","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",133240,64110,14378,155,23856,446,6813,23482,17798,5684,"Carrollton city, Texas",193,5754,4749,158,4273,541,2383,5649,5369,2534
"G48013552","2022","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",80212,45139,2459,366,17132,193,3851,11072,7521,3551,"Cedar Park city, Texas",2729,3903,1532,283,3426,232,1721,2742,2791,1472
"G48015976","2022","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",124326,78443,11502,1354,11454,313,3172,18088,11686,6402,"College Station city, Texas",34,3529,2434,898,1297,532,1377,3004,2669,1743
"G48016432","2022","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",101414,61186,9937,330,2535,126,5344,21956,18106,3850,"Conroe city, Texas",37,4850,2797,390,1359,236,2461,3984,3837,2032
"G48017000","2022","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",316228,131475,14475,1792,7055,309,21884,139238,131810,7428,"Corpus Christi city, Texas",45,7773,1918,649,672,281,4029,8297,8232,2403
"G48019000","2022","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",1299553,431967,300528,11434,51362,402,215598,288262,249044,39218,"Dallas city, Texas",76,13714,13220,3495,6308,341,14637,17956,17324,5690
"G48019972","2022","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",150357,92332,15382,793,4415,0,12303,25132,16687,8445,"Denton city, Texas",37,6150,3234,714,1584,237,3604,5138,4434,2391
"G48022660","2022","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",104302,29400,2588,145,2622,17,7750,61780,60845,935,"Edinburg city, Texas",35,5670,1834,155,1202,33,4362,6316,6180,658
"G48024000","2022","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",677469,189237,28861,6127,12113,1104,113000,327027,311111,15916,"El Paso city, Texas",60,10910,3844,1600,1482,378,11396,13753,14159,3314
"G48026232","2022","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",77947,52287,2653,184,12732,0,1510,8581,5725,2856,"Flower Mound town, Texas",209,3341,1176,156,2889,237,1048,1886,1925,1032
"G48027000","2022","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",961160,415279,185657,5750,50970,2343,83959,217202,181883,35319,"Fort Worth city, Texas",5282,17285,14432,1856,5743,1901,11096,17354,16013,6174
"G48027684","2022","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",219571,105661,20334,349,58623,142,7165,27297,17369,9928,"Frisco city, Texas",67,8242,6489,310,7300,191,2795,5042,3671,3716
"G48029000","2022","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",240667,61243,43689,693,19990,0,23782,91270,82504,8766,"Garland city, Texas",85,6508,6598,560,3832,237,5863,8553,8394,2960
"G48029336","2022","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",86505,59818,5773,121,3137,0,7311,10345,7471,2874,"Georgetown city, Texas",27,3920,2943,162,1412,237,3013,2654,2557,1095
"G48030464","2022","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",201791,54312,46282,1982,16281,0,44157,38777,30403,8374,"Grand Prairie city, Texas",114,6679,6132,1428,3574,237,6509,5844,5677,2905
"G48032372","2022","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",71669,27297,156,837,1023,0,16410,25946,24466,1480,"Harlingen city, Texas",43,4178,160,638,697,237,3759,4172,4220,1012
"G48035000","2022","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",2304414,665472,498118,36576,158455,1208,411032,533553,466591,66962,"Houston city, Texas",3368,20733,17827,7267,8930,577,19927,21238,20126,8926
"G48037000","2022","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",254712,82076,34717,958,58190,342,45736,32693,20942,11751,"Irving city, Texas",37,8260,5492,851,4963,447,6966,5836,5006,3502
"G48039148","2022","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",159170,50128,59916,478,6540,1398,19647,21063,11510,9553,"Killeen city, Texas",33,5852,5513,394,1785,1370,4282,4630,3711,2572
"G48041464","2022","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",254041,44239,1454,1750,801,0,25820,179977,178181,1796,"Laredo city, Texas",4486,6658,420,1183,650,237,6431,9496,9722,1257
"G48041980","2022","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",118550,76690,7812,375,9043,0,6517,18113,15683,2430,"League City city, Texas",2396,5576,2729,256,3019,237,2486,3844,3700,1125
"G48042016","2022","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",73808,41397,2523,144,13533,138,4139,11934,8691,3243,"Leander city, Texas",2660,4312,1068,181,2769,238,2370,3199,2718,1662
"G48042508","2022","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",130933,55221,17968,985,19891,57,12757,24054,17417,6637,"Lewisville city, Texas",1284,5830,4259,1206,4098,115,4195,5760,5450,2014
"G48043888","2022","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",83119,45574,21358,298,1288,109,1320,13172,10077,3095,"Longview city, Texas",1595,2761,2658,398,680,201,795,3342,2785,1517
"G48045000","2022","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",263937,157083,17717,1711,7400,55,20938,59033,50196,8837,"Lubbock city, Texas",37,5473,2509,712,636,69,3780,5970,5541,1883
"G48045384","2022","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",144585,58778,772,369,4182,17,21916,58551,55349,3202,"McAllen city, Texas",40,5080,870,345,1268,31,3422,5799,5895,1548
"G48045744","2022","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",207506,125229,23152,678,34489,0,5925,18033,10633,7400,"McKinney city, Texas",40,6897,5767,686,5629,237,2505,3095,2261,2047
"G48046452","2022","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",76586,44999,15487,83,4822,391,1729,9075,4879,4196,"Mansfield city, Texas",1617,5338,4888,100,2245,644,1254,2488,2017,2059
"G48047892","2022","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",147723,45283,42315,1622,4185,0,21000,33318,28902,4416,"Mesquite city, Texas",49,6362,7911,1397,1875,237,6131,6384,6750,2010
"G48048072","2022","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",134398,72696,12670,874,2332,0,20434,25392,23057,2335,"Midland city, Texas",40,4982,2655,573,1031,237,5820,5477,5343,1632
"G48048768","2022","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",86634,19892,112,1373,1203,0,6074,57980,57506,474,"Mission city, Texas",28,4778,191,1408,668,237,2064,5410,5365,394
"G48048804","2022","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",74815,16426,36596,305,10316,46,2228,8898,5083,3815,"Missouri City city, Texas",1765,3463,5299,437,3144,76,1269,2695,1728,2278
"G48050820","2022","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",98643,69246,2668,56,1161,0,5848,19664,17141,2523,"New Braunfels city, Texas",4050,4113,1317,104,1201,237,2334,3966,3887,1106
"G48052356","2022","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",70666,50026,7782,1152,1558,0,3059,7089,4850,2239,"North Richland Hills city, Texas",27,5333,4396,1283,1010,237,1980,3312,3214,988
"G48053388","2022","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",116669,51705,7669,447,3487,0,29414,23947,18971,4976,"Odessa city, Texas",2701,6569,2739,297,1611,237,5435,5419,5071,2097
"G48056000","2022","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",147665,55347,8672,1714,2276,0,29875,49781,45859,3922,"Pasadena city, Texas",35,7661,4860,1141,1146,237,7326,7494,7135,2535
"G48056348","2022","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",127170,47663,23407,312,18829,579,9260,27120,22626,4494,"Pearland city, Texas",4365,4883,4670,199,3362,735,3103,4328,4452,1438
"G48057176","2022","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",65374,23071,15326,10,7465,54,6516,12932,8376,4556,"Pflugerville city, Texas",24,4041,4597,18,3049,100,3166,3822,3388,1667
"G48057200","2022","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2022","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",290108,146168,33827,746,63719,0,11911,33737,21549,12188,"Plano city, Texas",1660,8593,6648,488,5539,237,5632,5187,4492,3269
"G48061796","2022","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",118830,63482,13746,418,22122,310,6880,11872,8319,3553,"Richardson city, Texas",113,5582,4778,458,3201,433,3425,4110,4061,1143
"G48063500","2022","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",124790,65391,15064,353,8782,0,7330,27870,22270,5600,"Round Rock city, Texas",41,6190,4304,511,2290,237,2396,5072,4961,1520
"G48063572","2022","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"1600000US4863572","4863572","Rowlett city, Texas",65284,35633,14714,180,4458,0,3891,6408,5295,1113,"Rowlett city, Texas",2010,4140,4334,299,1573,237,2337,2545,2406,847
"G48064472","2022","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",99871,59561,3325,433,1100,273,11300,23879,18389,5490,"San Angelo city, Texas",3311,4282,1852,400,492,429,3306,4573,4117,1932
