GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKGE001,APKGE002,APKGE003,APKGE004,APKGE005,APKGE006,APKGE007,APKGE008,APKGE009,APKGE010,NAME_M,APKGM001,APKGM002,APKGM003,APKGM004,APKGM005,APKGM006,APKGM007,APKGM008,APKGM009,APKGM010
"G08062000","2022","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"1600000US0862000","0862000","Pueblo city, Colorado",111449,70221,3949,3117,609,134,12127,21292,16454,4838,"Pueblo city, Colorado",37,4429,1062,1046,360,224,2672,5117,3941,1864
"G08077290","2022","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"1600000US0877290","0877290","Thornton city, Colorado",143279,84962,5005,1287,8815,5,16851,26354,20762,5592,"Thornton city, Colorado",38,6580,2886,809,2384,6,5702,5484,5287,1952
"G08083835","2022","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"1600000US0883835","0883835","Westminster city, Colorado",114539,80580,1809,1441,8235,85,5270,17119,12446,4673,"Westminster city, Colorado",39,4072,981,1112,2381,150,2554,3139,3299,1499
"G09008000","2022","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"1600000US0908000","0908000","Bridgeport city, Connecticut",148365,51703,32184,418,7198,0,29926,26936,23159,3777,"Bridgeport city, Connecticut",48,5923,3463,371,1857,224,6347,5434,4930,2178
"G09018430","2022","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"1600000US0918430","0918430","Danbury city, Connecticut",86971,34614,10729,12,2516,96,18740,20264,16276,3988,"Danbury city, Connecticut",33,4089,2881,7,1119,76,5416,4645,4199,2425
"G09037000","2022","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"1600000US0937000","0937000","Hartford city, Connecticut",120682,31218,41834,424,4279,0,27051,15876,5245,10631,"Hartford city, Connecticut",37,4519,5452,471,1531,224,5119,3498,2051,2949
"G09050370","2022","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"1600000US0950370","0950370","New Britain city, Connecticut",74408,38408,12704,280,1735,0,12695,8586,6073,2513,"New Britain city, Connecticut",52,4305,4282,336,1065,224,3381,3401,3036,1428
"G09052000","2022","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"1600000US0952000","0952000","New Haven city, Connecticut",138909,49993,38344,427,9725,0,20109,20311,12863,7448,"New Haven city, Connecticut",41,4986,5131,395,2170,224,4460,4261,3393,3303
"G09055990","2022","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"1600000US0955990","0955990","Norwalk city, Connecticut",91381,41844,15196,118,2398,0,19077,12748,9248,3500,"Norwalk city, Connecticut",69,3999,4007,141,1083,224,5557,3196,2799,1765
"G09073000","2022","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"1600000US0973000","0973000","Stamford city, Connecticut",136197,70073,21442,1551,10305,312,16489,16025,12461,3564,"Stamford city, Connecticut",45,4936,4564,1415,2493,533,4167,3486,3392,1396
"G09080000","2022","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"1600000US0980000","0980000","Waterbury city, Connecticut",115009,40810,18803,69,5437,0,18606,31284,23557,7727,"Waterbury city, Connecticut",36,4890,4030,125,2921,224,4622,5920,5923,2727
"G10077580","2022","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"1600000US1077580","1077580","Wilmington city, Delaware",71568,24096,36903,0,1058,0,4812,4699,1069,3630,"Wilmington city, Delaware",20,3293,3322,203,585,203,2509,1693,561,1578
"G11050000","2022","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"1600000US1150000","1150000","Washington city, District of Columbia",671803,257963,282578,3130,27961,836,30768,68567,34910,33657,"Washington city, District of Columbia",,3475,3557,1171,1505,472,4960,5344,3814,3766
"G12000410","2022","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"1600000US1200410","1200410","Alafaya CDP, Florida",91249,35786,12356,34,6586,119,11739,24629,18180,6449,"Alafaya CDP, Florida",8612,5140,4693,59,2357,234,3914,4961,3753,3076
"G12007300","2022","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"1600000US1207300","1207300","Boca Raton city, Florida",98997,71266,3809,219,2679,0,6231,14793,11274,3519,"Boca Raton city, Florida",51,3913,1395,268,1115,239,2959,2577,2622,1632
"G12007875","2022","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"1600000US1207875","1207875","Boynton Beach city, Florida",80866,38708,29453,18,1223,0,2926,8538,7288,1250,"Boynton Beach city, Florida",35,4879,4777,2,724,239,1417,2728,2644,1028
"G12008150","2022","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"1600000US1208150","1208150","Brandon CDP, Florida",126628,61108,21985,1138,6256,0,12080,24061,18961,5100,"Brandon CDP, Florida",10875,6690,5247,1478,2575,239,4499,7285,6860,2206
"G12010275","2022","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"1600000US1210275","1210275","Cape Coral city, Florida",216984,159245,9074,570,1894,0,7836,38365,28281,10084,"Cape Coral city, Florida",43,6915,3841,532,882,239,2803,5310,4462,3046
"G12012875","2022","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"1600000US1212875","1212875","Clearwater city, Florida",117010,78265,13188,882,2795,106,8189,13585,8475,5110,"Clearwater city, Florida",64,3960,3199,780,1282,149,2645,3044,2492,1551
"G12014400","2022","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"1600000US1214400","1214400","Coral Springs city, Florida",133365,51257,33318,0,10602,0,8917,29271,25575,3696,"Coral Springs city, Florida",38,5392,5506,239,4902,239,2566,4848,5040,1534
"G12016475","2022","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"1600000US1216475","1216475","Davie town, Florida",106488,52664,9655,0,4187,0,6231,33751,28942,4809,"Davie town, Florida",85,5907,3177,239,2064,239,2905,5416,5411,2343
"G12016525","2022","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"1600000US1216525","1216525","Daytona Beach city, Florida",77957,41294,23326,890,3196,58,4976,4217,2985,1232,"Daytona Beach city, Florida",26,3639,3631,1277,1577,110,1810,1630,1572,694
"G12016725","2022","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"1600000US1216725","1216725","Deerfield Beach city, Florida",86781,32152,17642,106,2685,0,4110,30086,27321,2765,"Deerfield Beach city, Florida",41,3722,4966,135,2057,239,1717,5297,5503,1368
"G12017100","2022","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"1600000US1217100","1217100","Delray Beach city, Florida",67035,31005,24741,131,719,78,2050,8311,6132,2179,"Delray Beach city, Florida",33,3830,4617,157,815,131,1158,2239,1916,1265
"G12017200","2022","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"1600000US1217200","1217200","Deltona city, Florida",97285,45431,11466,439,2782,0,26382,10785,8328,2457,"Deltona city, Florida",62,4217,3438,536,1333,239,5682,2548,2183,1234
"G12017935","2022","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"1600000US1217935","1217935","Doral city, Florida",76999,29684,447,283,2133,0,8856,35596,34441,1155,"Doral city, Florida",61,4929,377,464,1379,239,3174,4364,4472,1017
"G12024000","2022","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"1600000US1224000","1224000","Fort Lauderdale city, Florida",183156,87366,51570,434,3206,0,7907,32673,24645,8028,"Fort Lauderdale city, Florida",51,6231,6622,296,1520,239,2338,6191,5947,2340
"G12024125","2022","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"1600000US1224125","1224125","Fort Myers city, Florida",95935,50713,17992,2901,2783,88,2067,19391,16806,2585,"Fort Myers city, Florida",48,4744,4032,2900,1357,177,1224,4339,3965,1645
"G12024581","2022","FL",,,"Florida","12",,,"Four Corners CDP","24581",,,,,,,,,,,,,,,,"1600000US1224581","1224581","Four Corners CDP, Florida",77430,36885,11312,223,1324,0,9207,18479,14426,4053,"Four Corners CDP, Florida",9717,6979,5787,261,753,239,5199,5809,5676,2021
"G12025175","2022","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"1600000US1225175","1225175","Gainesville city, Florida",145212,82035,34451,313,10071,0,4134,14208,5255,8953,"Gainesville city, Florida",26,3599,4239,324,1487,239,1935,2690,1572,2477
"G12030000","2022","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"1600000US1230000","1230000","Hialeah city, Florida",220274,37925,3504,35,974,0,19238,158598,156941,1657,"Hialeah city, Florida",67,4510,3342,77,857,239,4031,5887,5878,1023
"G12032000","2022","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"1600000US1232000","1232000","Hollywood city, Florida",152662,69224,21748,243,3194,0,12676,45577,40375,5202,"Hollywood city, Florida",52,6054,5518,230,1423,239,3351,5632,5450,2130
"G12032275","2022","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"1600000US1232275","1232275","Homestead city, Florida",81559,38928,13566,645,639,0,5324,22457,19366,3091,"Homestead city, Florida",31,4649,4484,698,819,239,3416,3836,3571,2054
"G12035000","2022","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"1600000US1235000","1235000","Jacksonville city, Florida",971315,488811,288542,2106,50465,347,41033,100011,54793,45218,"Jacksonville city, Florida",24,6165,6580,1187,1973,306,7285,10419,8237,5699
"G12036100","2022","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"1600000US1236100","1236100","Kendall CDP, Florida",80912,29581,2359,134,2421,264,9332,36821,35002,1819,"Kendall CDP, Florida",9293,5374,1653,222,1056,440,3333,6274,6080,1023
"G12036950","2022","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"1600000US1236950","1236950","Kissimmee city, Florida",80009,14600,7403,259,4467,0,34178,19102,17212,1890,"Kissimmee city, Florida",33,3609,2798,432,1902,239,5546,5043,4852,1170
"G12038250","2022","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"1600000US1238250","1238250","Lakeland city, Florida",120044,74781,22220,317,2071,126,8608,11921,9400,2521,"Lakeland city, Florida",87,5584,5115,516,1200,102,4042,3133,2522,1229
"G12039425","2022","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"1600000US1239425","1239425","Largo city, Florida",82474,67464,4545,85,2628,0,1853,5899,3463,2436,"Largo city, Florida",60,3621,2747,86,1740,239,1150,1491,1239,928
"G12039550","2022","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"1600000US1239550","1239550","Lauderhill city, Florida",73637,6374,57269,183,523,0,1278,8010,6040,1970,"Lauderhill city, Florida",27,2244,3864,302,497,239,817,2717,2245,1657
"G12039925","2022","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"1600000US1239925","1239925","Lehigh Acres CDP, Florida",136910,53873,24314,757,2312,150,8832,46672,43178,3494,"Lehigh Acres CDP, Florida",9525,7476,4893,882,1403,249,2956,7302,6980,1665
"G12043975","2022","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"1600000US1243975","1243975","Melbourne city, Florida",86439,61311,9923,150,4015,0,2627,8413,5354,3059,"Melbourne city, Florida",30,4192,2816,261,1541,239,1448,2684,2607,1209
"G12045000","2022","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",449484,107656,55423,3037,8513,155,45055,229645,220417,9228,"Miami city, Florida",117,7665,6932,2293,2497,279,6543,10765,10796,2306
"G12045025","2022","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",80027,46588,2905,220,1365,70,7711,21168,19351,1817,"Miami Beach city, Florida",38,4045,1481,290,657,122,2335,3669,3444,891
"G12045060","2022","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",110491,9388,62140,169,514,0,5439,32841,31879,962,"Miami Gardens city, Florida",38,3131,6044,195,395,239,1958,6083,6023,614
"G12045975","2022","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",137208,27734,60939,171,5889,235,10214,32026,28400,3626,"Miramar city, Florida",74,6587,7000,193,2134,425,3857,5493,5269,2375
"G12049675","2022","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",85102,64200,5395,42,1181,67,1726,12491,9462,3029,"North Port city, Florida",27,4649,2569,71,836,121,1076,4122,4027,1252
"G12050750","2022","FL",,,"Florida","12",,,"Ocala city","50750",,,,,,,,,,,,,,,,"1600000US1250750","1250750","Ocala city, Florida",65498,37418,13803,0,1686,0,4684,7907,5821,2086,"Ocala city, Florida",69,5092,4337,239,1008,239,3227,2700,2314,1432
"G12053000","2022","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",316086,119368,72576,273,14145,880,33906,74938,62707,12231,"Orlando city, Florida",50,9763,8846,241,3329,907,6249,9453,8351,3370
"G12054000","2022","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",129246,78370,20171,1582,3805,0,5722,19596,10593,9003,"Palm Bay city, Florida",51,5315,4863,1967,1173,239,2314,3720,2787,3047
"G12054200","2022","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",98411,72533,9238,0,1246,0,4619,10775,6110,4665,"Palm Coast city, Florida",19,2454,1685,239,608,239,2482,2424,1673,1774
"G12054350","2022","FL",,,"Florida","12",,,"Palm Harbor CDP","54350",,,,,,,,,,,,,,,,"1600000US1254350","1254350","Palm Harbor CDP, Florida",68005,59916,815,51,740,0,739,5744,4413,1331,"Palm Harbor CDP, Florida",6955,6461,814,83,354,239,749,2244,2239,721
"G12055775","2022","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",169875,69976,29418,182,9493,0,14295,46511,40883,5628,"Pembroke Pines city, Florida",40,6251,5973,222,3627,239,5040,5571,5391,2974
"G12056825","2022","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",72291,8243,55355,0,1261,0,5728,1704,1364,340,"Pine Hills CDP, Florida",9292,3177,9170,239,1218,239,3085,901,835,345
"G12057425","2022","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",96046,40553,23317,293,3839,0,6339,21705,19210,2495,"Plantation city, Florida",29,4982,5337,386,1927,239,2380,4109,3997,1201
"G12057900","2022","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",75778,17046,18776,304,321,0,20488,18843,13601,5242,"Poinciana CDP, Florida",9222,4210,4881,448,413,239,6131,5760,4523,3706
"G12058050","2022","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",112308,44400,38529,0,1012,0,6452,21915,20560,1355,"Pompano Beach city, Florida",41,4653,5829,239,741,239,2602,3680,3634,624
"G12058350","2022","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",69625,52173,5929,113,1045,0,806,9559,7553,2006,"Port Charlotte CDP, Florida",4768,4141,1800,184,464,239,582,1996,1851,819
"G12058715","2022","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",231804,138469,44274,616,5914,166,12702,29663,23773,5890,"Port St. Lucie city, Florida",52,5511,4936,512,1149,103,3399,4411,3889,2196
"G12060950","2022","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",114454,56668,29813,105,4890,0,5213,17765,12810,4955,"Riverview CDP, Florida",13552,9890,9501,125,2718,239,2470,6272,5956,2364
"G12063000","2022","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",261245,168790,47602,648,11608,69,5650,26878,17083,9795,"St. Petersburg city, Florida",53,7224,6059,746,3112,115,1573,3988,3309,2465
"G12068350","2022","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",125603,90229,6956,293,2441,0,7581,18103,14611,3492,"Spring Hill CDP, Florida",6139,6190,2071,230,800,239,2550,2985,2956,1140
"G12069700","2022","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",96291,26207,33342,81,3749,0,9812,23100,19989,3111,"Sunrise city, Florida",59,4179,5731,139,1606,239,4813,5331,4773,1704
"G12070600","2022","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",201728,103003,68970,378,8800,27,6048,14502,6860,7642,"Tallahassee city, Florida",37,3633,3620,236,1127,54,1837,2607,1726,1784
"G12070675","2022","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",71915,22321,25960,92,1403,0,5526,16613,13676,2937,"Tamarac city, Florida",29,3438,4751,110,843,239,2319,3632,3627,1981
"G12071000","2022","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",398160,191546,75601,2658,18781,261,21270,88043,70655,17388,"Tampa city, Florida",62,8676,7186,1956,4089,265,3532,7426,7442,3401
"G12071625","2022","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2022","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",87521,29883,5941,230,1665,513,11066,38223,34889,3334,"Town 'n' Country CDP, Florida",9741,5339,2541,282,964,618,3728,8164,7529,2274
"G12075875","2022","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",81390,39595,11889,0,3274,0,9611,17021,13035,3986,"Wesley Chapel CDP, Florida",8066,6252,3666,239,1385,239,4326,3767,3373,2053
"G12076582","2022","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",67676,20130,3244,0,3240,0,2730,38332,37201,1131,"Weston city, Florida",27,4077,2073,239,1546,239,1005,3990,4080,598
"G12076600","2022","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",120922,48715,32193,425,4062,0,12138,23389,19437,3952,"West Palm Beach city, Florida",43,5468,6611,579,2263,239,4889,5408,4917,2242
"G13001052","2022","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",67922,11842,51784,261,337,0,1619,2079,794,1285,"Albany city, Georgia",2547,1912,1963,247,282,228,914,1473,1131,737
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",67276,44352,2786,0,11655,11,2991,5481,3444,2037,"Alpharetta city, Georgia",46,3196,1289,228,2442,3,1548,1632,1354,938
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",127981,71501,31927,1253,5744,0,4161,13395,8189,5206,"Athens-Clarke County unified government (balance), Georgia",843,1988,1922,956,393,228,2189,3361,2588,1937
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",499121,193167,235070,895,26490,196,11029,32274,12811,19463,"Atlanta city, Georgia",48,6921,7164,563,2880,328,3577,4973,2836,3796
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",202596,65280,112997,1367,3586,309,4573,14484,3401,11083,"Augusta-Richmond County consolidated government (balance), Georgia",1494,1838,3745,891,545,427,1765,3239,1465,3317
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",202616,78029,94439,504,5256,0,7910,16478,5396,11082,"Columbus city, Georgia",,2679,2860,471,867,228,2654,3963,2013,3145
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",82458,39582,10442,259,23050,0,1619,7506,3402,4104,"Johns Creek city, Georgia",42,4208,3882,431,3545,228,830,2750,1688,1952
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",156197,54831,82921,70,2761,0,5019,10595,1883,8712,"Macon-Bibb County, Georgia",,1791,3109,114,662,228,1617,3413,1083,3087
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",92945,61655,10317,141,5324,284,4493,10731,4998,5733,"Roswell city, Georgia",37,4934,4194,133,1935,459,2534,2756,1755,1812
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",107767,62024,19553,308,9106,90,7350,9336,4733,4603,"Sandy Springs city, Georgia",29,4356,3839,228,2196,153,2865,2784,1734,1837
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",147987,53932,78281,216,3345,151,1983,10079,3237,6842,"Savannah city, Georgia",59,4795,4953,92,1419,181,1337,3020,1280,2669
"G13072122","2022","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",111151,2761,99904,10,1194,0,3483,3799,994,2805,"South Fulton city, Georgia",31,1910,3525,3,989,228,2248,1903,813,1487
"G13080508","2022","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",81833,39087,32749,64,2269,0,1675,5989,2430,3559,"Warner Robins city, Georgia",215,3368,3918,115,1531,228,1204,2135,1603,1559
"G15071550","2022","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",343437,60766,6693,869,176700,28291,5696,64422,7352,57070,"Urban Honolulu CDP, Hawaii",66,4766,1696,627,6310,3996,1506,5652,1608,5747
"G16008830","2022","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",236632,194577,2736,1266,7124,617,7027,23285,12499,10786,"Boise City city, Idaho",44,3848,1197,647,1394,401,1903,3599,3120,1953
"G16012250","2022","ID",,,"Idaho","16",,,"Caldwell city","12250",,,,,,,,,,,,,,,,"1600000US1612250","1612250","Caldwell city, Idaho",65925,37453,241,935,290,350,11300,15356,10252,5104,"Caldwell city, Idaho",34,3729,223,752,250,422,3592,4012,3896,2540
"G16039700","2022","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",67718,56951,445,684,589,0,2174,6875,4242,2633,"Idaho Falls city, Idaho",23,2067,325,545,638,195,1553,2228,1967,1164
"G16052120","2022","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",129730,106215,2192,873,3914,59,2540,13937,7890,6047,"Meridian city, Idaho",33,3456,1088,530,1213,106,1178,2859,2842,1479
"G16056260","2022","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",110932,83191,1467,3066,1005,91,9334,12778,7650,5128,"Nampa city, Idaho",65,4035,528,2171,486,143,3158,2911,2486,1112
"G17002154","2022","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",74207,54807,3385,286,7536,0,2339,5854,4886,968,"Arlington Heights village, Illinois",2759,3869,1838,342,2380,206,1927,1963,1904,512
"G17003012","2022","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",182336,66828,16083,2559,22896,1133,30431,42406,36632,5774,"Aurora city, Illinois",5858,6113,3313,1582,3849,1701,5777,6664,5994,2292
"G17006613","2022","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",78874,56148,8228,483,5161,0,2308,6546,1957,4589,"Bloomington city, Illinois",38,2278,1632,472,1078,206,1582,1819,1087,1597
"G17007133","2022","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",75444,31322,13201,958,11675,0,8652,9636,6441,3195,"Bolingbrook village, Illinois",3389,3889,3088,994,3138,206,2998,2728,1983,1804
"G17012385","2022","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",89245,50361,16801,987,12130,0,1903,7063,2867,4196,"Champaign city, Illinois",28,3515,3430,917,2329,206,1178,2566,1088,2558
"G17014000","2022","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",2665064,947271,736230,34956,197794,1343,364359,383111,293110,90001,"Chicago city, Illinois",84,18965,14929,6264,10078,504,19754,17908,16468,10150
