GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G12024125","2013","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",68184,40875,21812,133,1065,0,2827,1472,310,1162,"Fort Myers city, Florida",41,3426,3215,183,671,218,1712,831,452,711
"G12025175","2013","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",127493,83163,30483,222,6892,1379,1321,4033,564,3469,"Gainesville city, Florida",32,3150,3319,198,1263,1275,607,935,335,884
"G12030000","2013","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",233394,222377,4505,139,119,0,4382,1872,432,1440,"Hialeah city, Florida",38,2881,1782,233,212,218,1770,1368,373,1308
"G12032000","2013","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",146522,106834,24400,32,3077,179,6748,5252,1824,3428,"Hollywood city, Florida",32,5465,4857,77,1376,295,2970,1897,952,1814
"G12035000","2013","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",842588,508387,258404,2675,37511,892,7097,27622,5511,22111,"Jacksonville city, Florida",25,4085,3203,1376,2373,292,2040,5241,3754,3754
"G12036100","2013","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",71373,60916,4090,0,3330,0,1262,1775,652,1123,"Kendall CDP, Florida",6516,6164,2915,218,1520,218,998,1208,491,1116
"G12036950","2013","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",65186,52144,5459,0,1979,0,2283,3321,2251,1070,"Kissimmee city, Florida",50,3544,2192,218,1453,218,1535,2293,2041,1132
"G12038250","2013","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",100697,77699,18234,0,1417,0,271,3076,0,3076,"Lakeland city, Florida",53,3302,2972,218,939,218,198,1738,218,1738
"G12039425","2013","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",78415,66870,5674,46,1267,0,675,3883,298,3585,"Largo city, Florida",39,3172,2455,79,817,218,515,1533,250,1509
"G12039550","2013","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",,,,,,,,,,,"Lauderhill city, Florida",,,,,,,,,,
"G12039925","2013","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",118806,72020,26787,59,1634,131,14707,3468,614,2854,"Lehigh Acres CDP, Florida",6746,6709,4330,100,1148,225,4748,1410,393,1348
"G12043975","2013","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",77490,65193,6910,330,2444,0,110,2503,140,2363,"Melbourne city, Florida",62,2675,2325,243,1048,218,140,1132,140,1108
"G12045000","2013","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",417670,315219,84724,449,3142,0,9767,4369,2648,1721,"Miami city, Florida",88,7014,6530,299,1116,218,2835,1805,1537,902
"G12045025","2013","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",91019,76310,3063,184,1153,0,8625,1684,540,1144,"Miami Beach city, Florida",34,2775,1015,246,594,218,2446,704,482,529
"G12045060","2013","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",111381,33034,75280,43,1340,0,973,711,84,627,"Miami Gardens city, Florida",32,6397,6382,75,1425,218,834,560,144,535
"G12045975","2013","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",130281,45373,69133,138,4545,46,7588,3458,1376,2082,"Miramar city, Florida",55,6423,6887,229,2337,77,2695,1878,947,1627
"G12053000","2013","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",255479,152592,68191,1177,9644,12,15691,8172,1691,6481,"Orlando city, Florida",45,7069,6019,861,3567,26,4622,2914,1219,2725
"G12054000","2013","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",104894,74403,24405,723,919,0,1903,2541,370,2171,"Palm Bay city, Florida",32,4489,4008,666,536,218,1657,1031,556,855
"G12054200","2013","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",79378,64275,8306,179,2671,0,1526,2421,129,2292,"Palm Coast city, Florida",3284,2863,1690,287,185,218,1108,898,176,898
"G12055775","2013","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",162333,104082,30420,540,12419,0,9214,5658,1428,4230,"Pembroke Pines city, Florida",40,6366,5686,639,3601,218,3421,1916,644,1767
"G12056825","2013","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",67295,11875,47838,0,1365,0,4653,1564,970,594,"Pine Hills CDP, Florida",7919,3863,6825,218,1061,218,2836,782,707,405
"G12057425","2013","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",90280,67866,15290,0,4128,58,1113,1825,58,1767,"Plantation city, Florida",49,3919,3738,218,1795,107,653,968,102,974
"G12058050","2013","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",104406,72156,28843,0,1064,0,413,1930,131,1799,"Pompano Beach city, Florida",36,4535,4390,218,846,218,423,1112,155,1101
"G12058715","2013","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",170999,126801,30176,0,4120,0,4702,5200,112,5088,"Port St. Lucie city, Florida",62,5187,3926,218,916,218,3173,2162,186,2116
"G12060950","2013","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",75934,49494,15468,174,3546,0,3652,3600,1760,1840,"Riverview CDP, Florida",7412,5081,5140,286,1598,218,2061,2984,2394,1394
"G12063000","2013","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",249702,172547,58681,514,8151,201,2167,7441,795,6646,"St. Petersburg city, Florida",56,5749,5054,359,2212,241,931,2003,451,1933
"G12068350","2013","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",101349,87704,7143,321,1640,0,1776,2765,382,2383,"Spring Hill CDP, Florida",3974,4198,1498,309,663,218,1377,1019,333,956
"G12069700","2013","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",90133,49936,32071,0,2944,0,2497,2685,268,2417,"Sunrise city, Florida",65,4526,4552,218,1391,218,1821,1727,343,1673
"G12070600","2013","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",186408,104567,68652,427,7341,0,1100,4321,430,3891,"Tallahassee city, Florida",41,3958,3859,236,1034,218,485,1318,368,1230
"G12071000","2013","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",352981,229892,85472,664,14629,50,12287,9987,1982,8005,"Tampa city, Florida",93,6968,5653,338,2357,82,4404,2650,806,2416
"G12072145","2013","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",77829,66717,5187,230,2474,0,1764,1457,444,1013,"Town 'n' Country CDP, Florida",7295,7328,2632,252,1252,218,926,922,481,638
"G12076582","2013","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",68386,59099,3344,106,2913,0,1301,1623,776,847,"Weston city, Florida",26,2680,2042,171,1412,218,907,891,663,680
"G12076600","2013","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",102433,61692,34976,0,1788,0,3027,950,127,823,"West Palm Beach city, Florida",33,3961,3412,218,747,218,2161,597,213,517
"G13001052","2013","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",76151,19950,53445,68,662,39,405,1582,381,1201,"Albany city, Georgia",2211,1441,2093,119,220,56,412,818,423,670
"G13003440","2013","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",120212,78215,31906,78,5118,0,2226,2669,310,2359,"Athens-Clarke County unified government (balance), Georgia",360,1673,889,122,452,214,1626,1063,359,1057
"G13004000","2013","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",447848,181595,233662,701,18809,77,4869,8135,730,7405,"Atlanta city, Georgia",50,7104,7026,463,2780,137,2098,1595,451,1602
"G13004204","2013","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",196711,75931,108310,309,3042,499,1743,6877,451,6426,"Augusta-Richmond County consolidated government (balance), Georgia",1305,1617,2505,185,424,214,749,2287,362,2311
"G13019000","2013","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",202824,93310,92316,398,4360,0,6238,6202,318,5884,"Columbus city, Georgia",0,2054,1950,284,830,214,2041,1758,285,1730
"G13042425","2013","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",82761,50996,8228,434,19366,0,335,3402,1018,2384,"Johns Creek city, Georgia",87,3952,3220,530,3208,214,362,1882,1276,1390
"G13049000","2013","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",90107,23917,63595,31,490,0,511,1563,204,1359,"Macon city, Georgia",653,2718,2424,57,242,214,640,985,296,951
"G13067284","2013","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",94029,69863,14938,532,4440,0,1897,2359,0,2359,"Roswell city, Georgia",33,4233,4052,539,2218,214,2235,1218,214,1218
"G13068516","2013","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",99769,65568,25282,375,3954,0,1905,2685,68,2617,"Sandy Springs city, Georgia",25,4266,4171,399,1345,214,1239,1377,113,1343
"G13069000","2013","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",142772,58739,78078,394,2026,48,1608,1879,308,1571,"Savannah city, Georgia",29,3632,4021,435,865,84,994,856,248,810
"G13080508","2013","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",72321,37194,29358,135,3705,0,918,1011,138,873,"Warner Robins city, Georgia",202,3414,3214,213,1114,214,733,713,229,657
"G15071550","2013","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",347907,65619,6846,63,186103,26625,3650,59001,4099,54902,"Urban Honolulu CDP, Hawaii",93,3727,1643,76,6747,3770,1326,5377,1604,4815
"G16008830","2013","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",214235,189324,2922,2554,8388,775,3038,7234,891,6343,"Boise City city, Idaho",30,2660,1452,910,1864,902,1303,2099,712,1952
"G16052120","2013","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2013","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",86514,76180,1140,408,254,29,5275,3228,981,2247,"Nampa city, Idaho",25,3024,521,338,324,55,2896,1169,907,805
"G17002154","2013","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",76069,61977,949,0,9801,0,919,2423,791,1632,"Arlington Heights village, Illinois",2842,3393,550,185,2696,185,868,1457,1190,825
"G17003012","2013","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",202665,114029,19537,257,17441,145,45580,5676,1890,3786,"Aurora city, Illinois",5463,7196,3431,177,3554,186,5955,1996,1115,1583
"G17006613","2013","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",78911,60613,9625,34,5859,0,1002,1778,91,1687,"Bloomington city, Illinois",34,2372,1768,55,1290,185,1014,841,153,823
"G17007133","2013","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",74969,36333,14141,142,8129,0,12458,3766,319,3447,"Bolingbrook village, Illinois",4701,4528,4534,156,2252,185,3842,1622,362,1586
"G17012385","2013","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",83421,54129,15373,14,9551,0,894,3460,114,3346,"Champaign city, Illinois",29,2050,2271,27,1617,185,633,1523,126,1515
"G17014000","2013","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2718789,1326635,863542,6205,163321,1127,295661,62298,15111,47187,"Chicago city, Illinois",52,17250,10235,1664,7862,513,14112,5618,2640,4991
"G17014351","2013","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",84107,49808,2560,1302,439,0,28335,1663,808,855,"Cicero town, Illinois",26,5012,1431,1147,486,185,5460,1046,600,785
"G17018823","2013","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",72842,52248,13782,315,979,0,681,4837,0,4837,"Decatur city, Illinois",2677,2554,1385,311,373,185,517,1149,185,1149
"G17023074","2013","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",108694,66628,7902,144,7154,0,25391,1475,99,1376,"Elgin city, Illinois",4493,5486,2562,213,2606,185,4689,705,122,714
"G17024582","2013","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",75579,49237,13549,376,8077,0,948,3392,547,2845,"Evanston city, Illinois",42,3393,3412,389,1663,185,766,1276,522,1143
"G17038570","2013","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",148411,98775,25095,191,2644,0,18365,3341,256,3085,"Joliet city, Illinois",4831,6451,4293,194,1195,185,4558,1351,258,1221
"G17051622","2013","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",144736,112634,4601,203,22523,0,666,4109,914,3195,"Naperville city, Illinois",1330,4466,1915,241,3981,185,450,1379,881,1021
"G17057225","2013","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",69304,44623,2168,87,8639,0,11581,2206,1505,701,"Palatine village, Illinois",32,4300,1153,148,2809,185,4212,1449,1446,398
"G17059000","2013","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",116575,72456,30348,216,6129,0,1941,5485,607,4878,"Peoria city, Illinois",2066,2702,1754,228,930,185,832,1635,477,1573
"G17065000","2013","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",152618,102919,31033,297,4080,0,6928,7361,2065,5296,"Rockford city, Illinois",2529,3868,1992,302,1385,185,2776,2485,1962,1403
"G17068003","2013","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",75850,49393,2028,0,19461,0,2920,2048,485,1563,"Schaumburg village, Illinois",1836,3750,1048,185,3754,185,2359,906,525,733
"G17070122","2013","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",65183,43064,2197,412,15565,0,1238,2707,225,2482,"Skokie village, Illinois",30,3223,993,565,2716,185,734,1466,300,1445
"G17072000","2013","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",116858,87968,21375,0,3232,87,1145,3051,130,2921,"Springfield city, Illinois",42,1751,1673,185,639,148,1093,1114,175,1115
"G17079293","2013","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",90252,57914,15091,503,4382,0,8776,3586,404,3182,"Waukegan city, Illinois",3295,4366,2590,508,1644,185,3333,1733,586,1656
"G18005860","2013","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",80693,66466,3408,79,7880,81,632,2147,70,2077,"Bloomington city, Indiana",2420,2504,994,149,608,144,552,735,134,702
"G18010342","2013","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",84542,70514,3074,188,6845,0,1252,2669,0,2669,"Carmel city, Indiana",2309,3744,1967,311,2231,190,1407,1367,190,1367
"G18022000","2013","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",117439,96340,16163,660,639,183,468,2986,80,2906,"Evansville city, Indiana",3161,3438,1351,207,493,296,334,1054,119,1043
"G18023278","2013","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",85588,71156,4991,0,7560,0,846,1035,189,846,"Fishers town, Indiana",1862,3474,1819,190,3201,190,723,806,296,680
"G18025000","2013","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",251340,183670,40317,374,7519,75,9831,9554,1072,8482,"Fort Wayne city, Indiana",4872,5096,2117,225,1346,116,2995,1817,683,1825
"G18027000","2013","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",75375,11315,60039,209,318,821,1517,1156,273,883,"Gary city, Indiana",3596,2126,3880,240,517,1198,1220,506,251,460
"G18031000","2013","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",78958,37209,19772,523,1070,0,18006,2378,1414,964,"Hammond city, Indiana",45,3572,2934,485,454,190,3631,1197,1097,542
"G18036003","2013","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",838425,509372,235416,1741,20418,0,50323,21155,2255,18900,"Indianapolis city (balance), Indiana",5111,6908,4703,769,1504,190,5373,3083,997,2845
"G18040788","2013","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",69720,61946,4398,149,1505,0,140,1582,25,1557,"Lafayette city, Indiana",3269,3261,1180,231,1085,190,164,893,53,875
"G18051876","2013","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",70107,58449,7541,33,987,0,842,2255,45,2210,"Muncie city, Indiana",1335,1649,942,55,642,190,693,906,75,906
"G18071000","2013","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",101975,65662,26755,465,1329,105,3896,3763,732,3031,"South Bend city, Indiana",2804,3437,2418,207,855,145,1074,1125,359,1075
"G19012000","2013","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",128422,110589,9972,41,1932,0,3603,2285,212,2073,"Cedar Rapids city, Iowa",38,1833,1351,71,782,157,1898,841,378,673
"G19019000","2013","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",102165,82705,12715,123,2019,48,1849,2706,229,2477,"Davenport city, Iowa",33,1911,1185,139,806,86,953,1117,203,1133
"G19021000","2013","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",207293,161270,22822,638,9136,48,6451,6928,1981,4947,"Des Moines city, Iowa",31,3607,2294,424,2226,67,2748,2247,1444,1617
"G19038595","2013","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",71598,58245,4368,81,6598,243,1088,975,57,918,"Iowa City city, Iowa",33,1800,1499,168,1121,371,798,592,122,591
"G19073335","2013","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",81325,68654,3091,815,2077,0,3462,3226,942,2284,"Sioux City city, Iowa",2916,3565,616,516,489,157,1950,1309,818,844
"G19082425","2013","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",68366,54166,12001,121,576,0,229,1273,0,1273,"Waterloo city, Iowa",21,874,640,144,344,157,376,495,157,495
"G20036000","2013","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",148112,89101,38935,915,5152,65,9652,4292,687,3605,"Kansas City city, Kansas",1662,3108,1108,718,228,114,2541,1151,534,937
"G20038900","2013","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",92730,75666,4363,2225,4606,0,609,5261,505,4756,"Lawrence city, Kansas",2972,3036,1055,939,652,170,432,1646,551,1796
"G20052575","2013","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",131903,110985,6703,205,6474,46,2484,5006,300,4706,"Olathe city, Kansas",73,3078,1757,220,1930,61,1370,1487,309,1469
"G20053775","2013","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",181273,152985,10383,757,12011,108,833,4196,370,3826,"Overland Park city, Kansas",69,2630,1812,645,2016,103,468,1246,377,1157
"G20071000","2013","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",127702,102351,12417,1034,1637,47,2921,7295,203,7092,"Topeka city, Kansas",75,2012,1279,438,455,77,1581,1272,181,1235
"G20079000","2013","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",386558,298594,45158,3347,19233,0,4467,15759,1328,14431,"Wichita city, Kansas",48,2899,2213,1692,1767,170,1750,2518,675,2374
"G21046027","2013","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",308428,232749,46201,933,11551,115,10612,6267,930,5337,"Lexington-Fayette urban county, Kentucky",0,2504,1271,314,581,137,2710,1558,600,1461
"G21048006","2013","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",609908,435907,139241,500,13357,350,3012,17541,1706,15835,"Louisville/Jefferson County metro government (balance), Kentucky",68,4211,5111,428,1704,529,1400,3209,1253,2911
"G22005000","2013","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",229405,86004,127266,502,9512,0,1631,4490,495,3995,"Baton Rouge city, Louisiana",85,5107,5330,435,1733,203,1228,1665,507,1734
"G22008920","2013","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",66334,42904,17507,1055,1498,0,927,2443,278,2165,"Bossier City city, Louisiana",22,2456,1660,1019,360,203,858,990,449,903
"G22039475","2013","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66975,45890,14611,131,3102,0,2658,583,160,423,"Kenner city, Louisiana",27,3001,2856,195,1110,203,1467,443,210,386
"G22040735","2013","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",124282,76983,40629,552,2664,0,1190,2264,0,2264,"Lafayette city, Louisiana",38,3987,3816,409,806,203,978,896,203,896
"G22041155","2013","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",74032,31329,38587,0,1098,0,121,2897,214,2683,"Lake Charles city, Louisiana",38,2387,2158,203,960,203,130,1201,162,1223
"G22050115","2013","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",143630,121554,11729,640,4838,25,2804,2040,310,1730,"Metairie CDP, Louisiana",7345,5984,3259,432,1935,41,1944,884,234,970
"G22055000","2013","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",378715,130880,224787,681,11508,69,4437,6353,934,5419,"New Orleans city, Louisiana",0,1627,1198,442,437,116,1722,1335,482,1198
"G22070000","2013","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",200191,79332,112011,1122,2771,235,2527,2193,304,1889,"Shreveport city, Louisiana",890,2614,2546,660,1053,299,1599,918,248,918
"G23060545","2013","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66316,55848,4885,71,2561,0,843,2108,38,2070,"Portland city, Maine",24,2014,1430,108,1004,165,1006,954,63,954
