GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G09055990","2018","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",89049,65383,11758,408,3721,247,5554,1978,221,1757,"Norwalk city, Connecticut",27,4793,3316,458,1416,311,3691,1082,165,1064
"G09073000","2018","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",129770,86198,13150,413,11995,0,13530,4484,1242,3242,"Stamford city, Connecticut",40,4841,3603,372,2472,207,4067,2457,846,2340
"G09080000","2018","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",108086,65751,23701,586,2261,0,11584,4203,753,3450,"Waterbury city, Connecticut",42,4645,3967,605,1171,207,3358,1458,421,1362
"G10077580","2018","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",70653,26621,40965,206,760,83,1370,648,46,602,"Wilmington city, Delaware",68,3213,3402,295,460,122,1031,516,75,493
"G11050000","2018","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",702455,296747,319777,1932,27538,397,30897,25167,3722,21445,"Washington city, District of Columbia",0,4449,4282,589,1377,171,5312,2776,1305,2461
"G12000410","2018","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",92740,70502,5681,641,7961,0,6655,1300,59,1241,"Alafaya CDP, Florida",11957,10988,2754,749,3884,229,3376,857,102,853
"G12007300","2018","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",99241,86155,5541,0,2617,95,3076,1757,188,1569,"Boca Raton city, Florida",26,3736,2978,229,1195,175,1715,863,187,815
"G12007875","2018","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",78038,41802,28311,156,2666,0,2051,3052,1514,1538,"Boynton Beach city, Florida",54,4813,4757,304,1522,229,2062,1516,1539,900
"G12008150","2018","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",119778,82700,19764,398,8322,0,3942,4652,1462,3190,"Brandon CDP, Florida",8817,7361,5064,447,3092,229,1759,1984,1583,1031
"G12010275","2018","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",189342,170640,10826,0,3854,23,1829,2170,210,1960,"Cape Coral city, Florida",35,4594,3803,229,1872,43,1192,1054,277,1035
"G12012875","2018","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",116484,88067,16964,151,2815,106,3464,4917,710,4207,"Clearwater city, Florida",37,5250,4620,172,1751,182,2418,2658,748,2515
"G12014400","2018","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",133493,89008,30399,10,7359,154,2838,3725,273,3452,"Coral Springs city, Florida",58,5781,6170,22,2536,296,1537,1496,274,1484
"G12016475","2018","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",106565,80700,6403,143,4840,0,9815,4664,1638,3026,"Davie town, Florida",43,5168,3123,246,1848,229,3696,1966,1428,1349
"G12016525","2018","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"16000US1216525","Daytona Beach city, Florida",68862,39297,22448,0,2086,120,3288,1623,0,1623,"Daytona Beach city, Florida",31,3502,2722,229,1296,201,2809,1208,229,1208
"G12016725","2018","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",80854,54902,19574,97,677,0,4413,1191,365,826,"Deerfield Beach city, Florida",38,4281,4335,93,610,229,2357,617,405,505
"G12017100","2018","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",69356,45110,19189,116,1526,41,2396,978,244,734,"Delray Beach city, Florida",28,4474,4489,204,782,78,1648,690,297,630
"G12017200","2018","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",91946,67261,11629,0,2634,0,9423,999,225,774,"Deltona city, Florida",31,4343,3586,229,1412,229,2374,475,199,433
"G12024000","2018","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",182611,111851,57816,772,3279,453,4729,3711,462,3249,"Fort Lauderdale city, Florida",60,7075,7517,483,1551,567,2734,1521,288,1479
"G12024125","2018","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",82260,50588,18790,0,2159,185,8848,1690,217,1473,"Fort Myers city, Florida",34,4221,3331,229,1047,202,3056,833,199,820
"G12025175","2018","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",133851,84163,32560,558,9217,172,1427,5754,335,5419,"Gainesville city, Florida",38,4236,4045,366,1807,298,801,1852,316,1754
"G12030000","2018","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",238950,219812,4524,52,1662,0,11386,1514,820,694,"Hialeah city, Florida",43,4543,2138,85,1529,229,3597,714,579,523
"G12032000","2018","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",154813,100042,31982,760,4908,0,10105,7016,1368,5648,"Hollywood city, Florida",42,8079,7342,1182,2781,229,3968,2740,921,2515
"G12032275","2018","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",70469,44953,12644,0,686,195,9420,2571,825,1746,"Homestead city, Florida",38,4977,4188,229,665,153,4124,1641,1098,1246
"G12035000","2018","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",903896,524891,277151,3195,43394,409,21564,33292,2131,31161,"Jacksonville city, Florida",34,5747,4045,956,2847,428,5620,4282,974,4314
"G12035875","2018","FL",,,"Florida","12",,,"Jupiter town","35875",,,,,,,,,,,,,,,,"16000US1235875","Jupiter town, Florida",65544,56665,1578,0,1501,149,2973,2678,194,2484,"Jupiter town, Florida",76,2614,1588,229,927,240,2158,1404,320,1363
"G12036100","2018","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",75979,67045,998,0,3219,0,3036,1681,649,1032,"Kendall CDP, Florida",7891,7725,602,229,1416,229,2401,1180,563,1006
"G12036950","2018","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",73596,51874,9956,0,2339,4,7460,1963,810,1153,"Kissimmee city, Florida",21,5094,3428,229,1496,7,3303,1238,515,1059
"G12038250","2018","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",110494,78754,25220,387,1894,0,1798,2441,801,1640,"Lakeland city, Florida",74,4218,4174,343,995,229,1418,1237,862,822
"G12039425","2018","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",85008,74801,5256,120,1513,21,635,2662,110,2552,"Largo city, Florida",52,2707,2381,157,882,37,455,1416,183,1394
"G12039550","2018","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",72081,9190,58099,182,800,0,2249,1561,199,1362,"Lauderhill city, Florida",53,2832,3690,261,507,229,2126,953,341,888
"G12039925","2018","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",135272,97207,27830,177,942,71,6386,2659,564,2095,"Lehigh Acres CDP, Florida",8038,7559,4739,160,667,120,2860,1024,532,1051
"G12043975","2018","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",82823,64212,9805,7,2875,477,829,4618,485,4133,"Melbourne city, Florida",31,3151,3033,17,1404,299,553,1831,659,1809
"G12045000","2018","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",470911,358137,71830,103,6753,0,26079,8009,2484,5525,"Miami city, Florida",41,9553,7427,163,2849,229,5198,2330,1071,2004
"G12045025","2018","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",91715,72503,4908,75,1445,0,11511,1273,188,1085,"Miami Beach city, Florida",28,3775,1732,127,720,229,3151,642,214,616
"G12045060","2018","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",113085,24466,84497,0,705,0,1879,1538,567,971,"Miami Gardens city, Florida",48,4577,4743,229,808,229,1304,864,438,715
"G12045975","2018","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",140827,52305,69664,314,11601,47,2873,4023,597,3426,"Miramar city, Florida",35,7551,7074,433,4625,79,1723,1808,619,1773
"G12049675","2018","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"16000US1249675","North Port city, Florida",,,,,,,,,,,"North Port city, Florida",,,,,,,,,,
"G12053000","2018","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",285705,167127,74899,377,10297,145,21198,11662,4643,7019,"Orlando city, Florida",55,8319,7251,460,2889,240,5580,3732,2738,2403
"G12054000","2018","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",114190,83716,17650,256,2684,0,1568,8316,613,7703,"Palm Bay city, Florida",36,4930,4481,325,1270,229,1073,3845,520,3818
"G12054200","2018","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",87617,70632,8980,0,2575,0,3197,2233,67,2166,"Palm Coast city, Florida",37,2597,1869,229,1014,229,1746,1157,112,1155
"G12054350","2018","FL",,,"Florida","12",,,"Palm Harbor CDP","54350",,,,,,,,,,,,,,,,"16000US1254350","Palm Harbor CDP, Florida",,,,,,,,,,,"Palm Harbor CDP, Florida",,,,,,,,,,
"G12055775","2018","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",172387,106193,39495,1551,9891,249,9745,5263,866,4397,"Pembroke Pines city, Florida",62,7580,7723,1477,2812,355,3712,1908,558,1802
"G12056825","2018","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",90070,13669,65806,1642,2049,0,5740,1164,126,1038,"Pine Hills CDP, Florida",11874,4125,12051,2483,1431,229,3292,1040,217,1025
"G12057425","2018","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",94291,58946,22908,218,4163,0,4177,3879,347,3532,"Plantation city, Florida",31,6577,5873,296,2591,229,3192,2267,330,2208
"G12057900","2018","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",71331,48010,14208,0,418,0,4749,3946,254,3692,"Poinciana CDP, Florida",10308,9335,6413,229,378,229,2937,2466,418,2439
"G12058050","2018","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",111930,64154,41216,203,1511,36,2059,2751,512,2239,"Pompano Beach city, Florida",83,5223,5357,265,853,72,1012,1376,380,1207
"G12058350","2018","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"16000US1258350","Port Charlotte CDP, Florida",64815,54629,5528,77,867,215,892,2607,516,2091,"Port Charlotte CDP, Florida",4621,4601,1709,138,717,332,872,1203,815,948
"G12058715","2018","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",195251,144022,37720,0,3977,230,2684,6618,1407,5211,"Port St. Lucie city, Florida",32,5412,5042,229,1500,278,1824,2820,1417,2402
"G12060950","2018","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",89982,63807,17998,377,2525,0,1268,4007,440,3567,"Riverview CDP, Florida",8532,6834,4738,432,1358,229,730,1648,433,1501
"G12063000","2018","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",265100,178420,58822,1012,13183,580,3162,9921,1054,8867,"St. Petersburg city, Florida",31,6115,5526,624,3022,388,1328,2475,597,2441
"G12068350","2018","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",117519,99768,8343,598,1893,0,2724,4193,945,3248,"Spring Hill CDP, Florida",5823,5868,1739,603,996,229,1644,1598,783,1407
"G12069700","2018","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",95461,50272,31418,58,5099,268,3633,4713,1003,3710,"Sunrise city, Florida",36,4323,4353,90,1843,434,2738,2037,644,1736
"G12070600","2018","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",193550,107239,68967,523,9819,97,1819,5086,1336,3750,"Tallahassee city, Florida",33,3440,3338,371,1218,156,1012,2118,1150,1388
"G12070675","2018","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",66043,44580,16247,70,1344,0,2121,1681,596,1085,"Tamarac city, Florida",46,3829,3833,117,968,229,1282,849,494,819
"G12071000","2018","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",392905,246391,94786,1295,15046,0,15455,19932,3005,16927,"Tampa city, Florida",70,7397,6005,685,2240,229,3536,3652,1554,3446
"G12071569","2018","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",64910,51441,2341,0,1359,0,6984,2785,143,2642,"The Hammocks CDP, Florida",8022,7883,1372,229,729,229,2949,2071,172,2063
"G12071625","2018","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2018","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",82577,61582,6181,236,4147,0,4707,5724,1216,4508,"Town 'n' Country CDP, Florida",8885,7837,2688,370,1925,229,2372,1897,692,1867
"G12075812","2018","FL",,,"Florida","12",,,"Wellington village","75812",,,,,,,,,,,,,,,,"16000US1275812","Wellington village, Florida",65190,56081,4895,255,2636,0,357,966,302,664,"Wellington village, Florida",43,3066,2690,425,1489,229,353,546,317,385
"G12075875","2018","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"16000US1275875","Wesley Chapel CDP, Florida",65249,47105,6455,424,5335,38,2722,3170,230,2940,"Wesley Chapel CDP, Florida",5442,5150,2405,401,2060,65,1976,1435,225,1406
"G12076582","2018","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",71224,55727,2139,0,3479,0,6269,3610,480,3130,"Weston city, Florida",57,5659,2203,229,1964,229,4840,1837,566,1713
"G12076600","2018","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",111389,66194,36960,0,2027,0,2808,3400,872,2528,"West Palm Beach city, Florida",47,5449,5188,229,1059,229,1395,1506,918,1194
"G13001052","2018","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",71646,14341,53941,494,372,128,518,1852,2,1850,"Albany city, Georgia",2660,1664,2686,410,487,173,453,1430,4,1430
"G13001696","2018","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,
"G13003440","2018","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",126000,79583,35138,311,4947,166,2240,3615,156,3459,"Athens-Clarke County unified government (balance), Georgia",353,2097,1369,450,600,241,1904,1200,149,1220
"G13004000","2018","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",498073,203515,253770,818,20019,142,6538,13271,1042,12229,"Atlanta city, Georgia",109,6991,8147,388,2877,244,2477,2847,592,2867
"G13004204","2018","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",196138,70382,112032,595,4377,118,2687,5947,790,5157,"Augusta-Richmond County consolidated government (balance), Georgia",2419,2273,2512,290,1458,131,1697,1806,707,1707
"G13019000","2018","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",194160,83257,91077,107,4211,224,3745,11539,3310,8229,"Columbus city, Georgia",0,1682,2137,130,904,326,1138,2538,1401,2284
"G13042425","2018","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",84292,44974,11168,1077,23100,69,1609,2295,484,1811,"Johns Creek city, Georgia",67,4964,5072,877,3860,103,2220,1185,455,1050
"G13049008","2018","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",153095,61370,81723,188,3249,144,1858,4563,553,4010,"Macon-Bibb County, Georgia",0,1092,2320,330,341,230,1343,2227,501,2190
"G13067284","2018","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",94648,74797,13040,426,3190,0,2392,803,167,636,"Roswell city, Georgia",31,4513,3811,428,1739,226,1494,661,210,614
"G13068516","2018","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",108798,76021,18558,189,9227,267,1019,3517,686,2831,"Sandy Springs city, Georgia",27,4482,4484,239,2443,330,779,2161,515,2104
"G13069000","2018","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",145852,60547,73788,355,4070,742,2424,3926,105,3821,"Savannah city, Georgia",46,4557,4773,272,1745,976,1511,1455,140,1453
"G13072122","2018","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,
"G13080508","2018","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,
"G15071550","2018","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",347403,58248,6836,324,181174,27090,3252,70479,4717,65762,"Urban Honolulu CDP, Hawaii",45,4674,1757,276,6899,3661,1291,6224,1891,5902
"G16008830","2018","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",228807,201557,6267,1198,8698,421,4181,6485,974,5511,"Boise City city, Idaho",60,4197,2883,796,2323,382,2143,1970,867,1896
"G16052120","2018","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",106794,95137,227,350,4297,460,1897,4426,0,4426,"Meridian city, Idaho",39,3429,287,406,1892,725,1559,2629,204,2629
"G16056260","2018","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",96245,79917,396,510,1387,408,9080,4547,1891,2656,"Nampa city, Idaho",31,4228,385,441,797,621,3968,1862,1485,1037
"G17002154","2018","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",77259,62939,893,38,10323,115,1863,1088,158,930,"Arlington Heights village, Illinois",3030,3313,673,69,2226,189,1437,658,185,546
"G17003012","2018","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",206389,133728,19436,1665,17960,126,24541,8933,2051,6882,"Aurora city, Illinois",7322,8101,4102,1171,3644,159,5629,3102,1312,2878
"G17006613","2018","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",77955,60525,7246,218,6601,0,1051,2314,224,2090,"Bloomington city, Illinois",30,1847,1590,248,1155,190,682,881,278,827
"G17007133","2018","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",74224,38136,10582,404,6879,165,12080,5978,700,5278,"Bolingbrook village, Illinois",4230,4764,2398,474,2118,206,4683,2998,513,2978
"G17012385","2018","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",88033,53772,17104,9,14080,0,1471,1597,0,1597,"Champaign city, Illinois",30,2621,2238,17,1995,190,1315,905,190,905
"G17014000","2018","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2705988,1389965,797489,7237,181679,501,248437,80680,18201,62479,"Chicago city, Illinois",42,19974,12542,2277,9322,382,16037,7768,3680,6713
"G17014351","2018","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",81602,28614,3058,147,64,34,48661,1024,805,219,"Cicero town, Illinois",24,5210,1257,193,103,57,5498,755,627,259
"G17018823","2018","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",71860,50693,17344,149,484,0,314,2876,0,2876,"Decatur city, Illinois",2567,2714,1265,150,352,190,358,1123,190,1123
"G17023074","2018","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",110893,73607,7351,50,6243,0,20573,3069,657,2412,"Elgin city, Illinois",5679,5828,2243,81,2203,190,4887,1163,533,1063
"G17024582","2018","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",74110,49612,12002,0,7090,0,3170,2236,174,2062,"Evanston city, Illinois",31,3283,2831,190,1888,190,2510,1162,206,1140
"G17038570","2018","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",149356,99248,27096,856,2648,127,12642,6739,1613,5126,"Joliet city, Illinois",5901,7424,4935,903,1499,207,3808,2334,1282,1978
"G17051622","2018","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",147823,107198,6571,196,27826,68,1596,4368,104,4264,"Naperville city, Illinois",1502,3824,1816,322,3746,113,1357,1450,124,1444
"G17057225","2018","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",68017,45144,1976,468,8513,0,8449,3467,2058,1409,"Palatine village, Illinois",42,3612,1291,759,2415,190,3788,2051,1947,729
"G17059000","2018","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",115720,70808,29876,511,7476,0,1665,5384,178,5206,"Peoria city, Illinois",2887,3287,2305,174,1112,190,815,2205,199,2203
"G17065000","2018","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",147676,101802,31980,216,5570,0,2014,6094,892,5202,"Rockford city, Illinois",1650,2963,1926,228,1366,190,1039,1511,615,1552
"G17068003","2018","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",73970,44204,4283,1841,18053,0,4195,1394,117,1277,"Schaumburg village, Illinois",2381,3864,2788,1714,3300,190,2521,642,144,606
"G17070122","2018","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",63292,32746,5066,0,18978,656,1336,4510,451,4059,"Skokie village, Illinois",44,3337,2049,190,3634,655,1582,1977,435,2010
"G17072000","2018","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",114512,82517,23521,553,3911,0,542,3468,0,3468,"Springfield city, Illinois",33,1168,1516,284,483,190,471,1109,190,1109
"G17079293","2018","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",82934,32526,14242,1211,4832,0,26758,3365,1772,1593,"Waukegan city, Illinois",4392,4299,2488,1008,2042,190,5068,1645,1184,1208
"G18005860","2018","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",86522,69643,3370,654,9464,0,401,2990,0,2990,"Bloomington city, Indiana",2736,3117,886,680,1076,198,270,901,198,901
"G18010342","2018","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",95767,78463,3719,0,9605,107,1540,2333,196,2137,"Carmel city, Indiana",1374,3139,1587,198,2529,183,1326,895,340,842
"G18022000","2018","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",117967,92986,17983,156,1382,0,2118,3342,191,3151,"Evansville city, Indiana",3330,3569,1215,245,670,198,854,1200,225,1178
