GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G29070000","2018","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",168113,151016,6551,982,2844,36,963,5721,187,5534,"Springfield city, Missouri",35,2299,1411,428,972,65,611,1560,193,1557
"G30006550","2018","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109544,96367,528,6409,1019,67,965,4189,443,3746,"Billings city, Montana",33,1741,366,1792,589,116,776,1371,424,1242
"G30050200","2018","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",74427,67317,542,756,980,515,220,4097,644,3453,"Missoula city, Montana",20,1440,233,423,689,529,346,1336,565,1143
"G31028000","2018","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",287399,242363,12423,2057,12494,123,4080,13859,2151,11708,"Lincoln city, Nebraska",24,2293,1376,808,1284,151,1368,2325,1721,2009
"G31037000","2018","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",468267,360742,56874,4147,17430,51,12128,16895,1269,15626,"Omaha city, Nebraska",42,3821,3317,2285,2061,68,2565,3641,655,3499
"G32023770","2018","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",187078,94242,23858,1680,41515,387,12446,12950,2440,10510,"Enterprise CDP, Nevada",11143,8971,6669,1205,5663,338,3488,4071,1202,3529
"G32031900","2018","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",310374,228182,18097,1765,26810,2334,15304,17882,1996,15886,"Henderson city, Nevada",57,6605,3409,1073,3722,1572,4678,3330,904,3030
"G32040000","2018","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",644664,379389,73470,9803,47686,4127,96141,34048,5116,28932,"Las Vegas city, Nevada",96,12107,8191,3162,5941,2069,8930,4203,1846,3913
"G32051800","2018","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",245949,129926,49211,1559,12521,3750,35982,13000,2566,10434,"North Las Vegas city, Nevada",38,9640,6620,1023,2779,2866,6836,3653,1547,3047
"G32054600","2018","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",242266,116955,30514,2727,25388,1708,49895,15079,3934,11145,"Paradise CDP, Nevada",11123,10131,6273,1278,5116,1124,6442,3304,1743,2600
"G32060600","2018","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",250989,186614,8327,2901,14851,1962,24859,11475,1334,10141,"Reno city, Nevada",43,5697,1615,1189,1815,696,5219,2378,959,2367
"G32068400","2018","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",104254,75775,2659,1784,6702,955,11185,5194,1348,3846,"Sparks city, Nevada",42,4578,1569,1363,1795,969,4046,1568,857,1237
"G32068585","2018","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",214161,103519,30283,491,36890,914,27138,14926,2837,12089,"Spring Valley CDP, Nevada",12389,7827,6518,447,4417,657,6405,3545,1615,2657
"G32071400","2018","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",188515,98399,25697,2930,9229,1111,41097,10052,2523,7529,"Sunrise Manor CDP, Nevada",10295,7779,5039,1423,2340,891,7250,2895,1131,2628
"G33045140","2018","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",112529,90064,8719,57,7304,42,1616,4727,317,4410,"Manchester city, New Hampshire",27,2567,2116,105,1635,69,1242,1442,262,1399
"G33050260","2018","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",89257,73309,3737,47,7204,0,2109,2851,195,2656,"Nashua city, New Hampshire",47,2728,1890,108,1588,192,1408,1365,234,1361
"G34003580","2018","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",65082,38362,7684,0,6849,0,11031,1156,244,912,"Bayonne city, New Jersey",28,5153,3646,210,2125,210,4502,605,329,478
"G34010000","2018","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",73968,10844,29375,227,1288,0,27914,4320,2864,1456,"Camden city, New Jersey",27,2885,3815,288,1051,210,3859,2524,2217,1142
"G34013690","2018","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85272,62880,3316,98,7425,82,9023,2448,530,1918,"Clifton city, New Jersey",29,3690,1628,113,2029,140,2696,1381,604,1174
"G34019390","2018","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64469,1682,51252,282,508,241,10043,461,31,430,"East Orange city, New Jersey",29,900,3544,471,396,408,3608,307,47,293
"G34021000","2018","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",128882,49482,19331,2502,4069,0,50746,2752,829,1923,"Elizabeth city, New Jersey",39,6215,3899,3383,1781,210,6778,1391,761,1151
"G34036000","2018","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",265560,90986,60556,2383,70962,0,29571,11102,2901,8201,"Jersey City city, New Jersey",50,5954,4334,2267,4358,210,5496,2534,1354,2369
"G34051000","2018","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",282102,74843,139245,237,6047,0,54367,7363,2209,5154,"Newark city, New Jersey",35,6959,6735,230,2075,210,8094,2331,1344,1992
"G34056550","2018","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",69945,40141,4991,478,1832,0,21143,1360,331,1029,"Passaic city, New Jersey",31,4646,1748,541,1262,210,4511,820,380,689
"G34057000","2018","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",145626,38944,38204,135,6561,219,57755,3808,1446,2362,"Paterson city, New Jersey",34,4954,3647,230,1743,301,5723,1362,864,1124
"G34073110","2018","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",91268,79451,1980,398,4156,0,3288,1995,107,1888,"Toms River CDP, New Jersey",667,3230,1051,597,1682,210,2748,981,181,959
"G34074000","2018","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",83973,30852,39931,612,1381,0,9729,1468,158,1310,"Trenton city, New Jersey",25,4783,3921,918,1048,210,4180,895,270,841
"G34074630","2018","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",68521,45069,5441,0,1535,0,12739,3737,1361,2376,"Union City city, New Jersey",26,3845,2320,210,821,210,3174,1578,735,1501
"G35002000","2018","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",560234,435061,18280,25410,17866,65,36691,26861,8596,18265,"Albuquerque city, New Mexico",60,8037,2253,3056,1453,128,6578,3766,2333,2867
"G35039380","2018","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",102929,89314,3198,1667,1238,0,3476,4036,1024,3012,"Las Cruces city, New Mexico",29,2017,1176,724,587,201,1558,1584,760,1368
"G35063460","2018","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",98016,83864,3260,922,1719,1007,4848,2396,485,1911,"Rio Rancho city, New Mexico",27,2338,532,681,706,721,2194,919,323,833
"G35070500","2018","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",84605,75308,932,1053,885,102,2411,3914,1646,2268,"Santa Fe city, New Mexico",36,2060,428,635,333,142,994,1621,1215,947
"G36001000","2018","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",97273,52823,31454,0,5923,0,1479,5594,632,4962,"Albany city, New York",35,3336,3005,201,1695,201,779,2093,534,2003
"G36008026","2018","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",64855,39083,8646,934,1986,84,12812,1310,438,872,"Brentwood CDP, New York",7298,7579,3208,1369,1546,137,3711,728,420,606
"G36011000","2018","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",256322,118102,90050,1050,16712,22,17564,12822,4072,8750,"Buffalo city, New York",72,4520,3971,471,2494,43,2607,2958,1582,2358
"G36015000","2018","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",74223,58007,10618,224,1990,0,433,2951,59,2892,"Cheektowaga CDP, New York",1879,2972,2927,208,1390,201,325,1271,101,1288
"G36049121","2018","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",67606,13368,44103,52,662,0,6870,2551,1220,1331,"Mount Vernon city, New York",47,2897,3256,95,559,201,2601,1411,1099,905
"G36050617","2018","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",78747,41927,14853,231,5514,0,14578,1644,0,1644,"New Rochelle city, New York",37,4667,3489,392,2069,201,4455,759,201,759
"G36051000","2018","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8398748,3548402,2039194,38946,1192303,5250,1239563,335090,104610,230480,"New York city, New York",0,26920,14961,5097,9957,2236,32604,17589,10794,14114
"G36063000","2018","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",206290,97371,79508,2080,6416,0,10606,10309,1053,9256,"Rochester city, New York",39,5176,4839,1265,1860,201,2938,2420,504,2330
"G36065508","2018","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65570,36975,12993,1373,4822,220,3561,5626,1120,4506,"Schenectady city, New York",27,2027,2694,1425,1125,349,1916,2098,1034,1878
"G36073000","2018","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",142740,75751,46638,2336,8482,34,2994,6505,391,6114,"Syracuse city, New York",41,2906,2947,1283,1433,57,1428,1323,352,1312
"G36084000","2018","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",199646,103825,40916,1344,9398,0,38606,5557,1547,4010,"Yonkers city, New York",75,6791,5367,778,2544,201,7427,1900,938,1644
"G37002140","2018","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",92460,76036,11816,165,1234,365,740,2104,156,1948,"Asheville city, North Carolina",38,2581,2003,223,890,72,1015,964,225,910
"G37010740","2018","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",169537,110277,18571,308,32063,283,4016,4019,486,3533,"Cary town, North Carolina",906,5020,4425,254,3275,333,1953,1250,357,1183
"G37012000","2018","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",872506,412362,311637,4507,61615,269,59293,22823,2525,20298,"Charlotte city, North Carolina",46,8601,8280,1653,2717,285,6926,3880,877,3771
"G37014100","2018","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",94134,59999,22433,0,5278,74,3513,2837,189,2648,"Concord city, North Carolina",27,3792,2972,210,1535,110,2086,1721,195,1719
"G37019000","2018","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",274497,136725,104079,1101,14899,0,9008,8685,641,8044,"Durham city, North Carolina",324,3876,3650,472,1236,210,3469,2190,478,2147
"G37022920","2018","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",209465,91410,89964,2502,7061,883,5734,11911,517,11394,"Fayetteville city, North Carolina",37,3885,3492,764,1159,234,1626,2175,372,2250
"G37025580","2018","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",77021,47628,23211,261,1114,95,1907,2805,64,2741,"Gastonia city, North Carolina",31,2468,2589,423,581,145,1152,1529,81,1517
"G37028000","2018","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",294726,141028,119500,1369,14874,5,9210,8740,751,7989,"Greensboro city, North Carolina",47,5398,5201,670,2615,11,3644,2235,939,2111
"G37028080","2018","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",93136,50812,35016,660,2810,0,1319,2519,0,2519,"Greenville city, North Carolina",25,2966,2973,551,752,210,1087,1045,210,1045
"G37031400","2018","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",114322,55898,37200,1269,9727,46,5612,4570,220,4350,"High Point city, North Carolina",2085,4406,4346,763,2688,101,2065,1787,258,1795
"G37034200","2018","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",72895,49568,13977,388,2327,0,653,5982,621,5361,"Jacksonville city, North Carolina",25,3161,3435,253,767,210,541,2019,809,1903
"G37055000","2018","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",470509,271068,132356,888,22926,0,22702,20569,1272,19297,"Raleigh city, North Carolina",1385,8431,8442,590,3691,210,5891,4566,801,4604
"G37074440","2018","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",122610,91104,26057,258,1823,0,1123,2245,0,2245,"Wilmington city, North Carolina",30,2279,2055,223,701,210,1052,936,210,936
"G37075000","2018","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",246334,137579,85690,256,6721,1307,6465,8316,1379,6937,"Winston-Salem city, North Carolina",38,5005,4906,218,1587,1929,2537,2655,1104,2510
"G38007200","2018","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",71843,64111,2208,2971,567,0,523,1463,20,1443,"Bismarck city, North Dakota",2591,2435,494,929,249,161,459,781,38,778
"G38025700","2018","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",125040,104856,9867,1840,5410,0,451,2616,0,2616,"Fargo city, North Dakota",2398,3391,2382,900,1005,161,410,981,161,981
"G39001000","2018","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",198025,120141,56646,318,9909,0,2993,8018,148,7870,"Akron city, Ohio",67,4870,4280,292,2643,195,1934,2411,162,2389
"G39012000","2018","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",70469,45439,18211,0,727,0,1966,4126,43,4083,"Canton city, Ohio",44,2925,2826,195,763,195,1789,1573,70,1566
"G39015000","2018","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",302615,155452,123267,244,7028,55,4235,12334,447,11887,"Cincinnati city, Ohio",45,5898,6049,288,1455,90,2285,3478,308,3548
"G39016000","2018","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",383781,158228,181840,1987,11503,249,10885,19089,1952,17137,"Cleveland city, Ohio",59,5741,6372,1000,2220,328,2871,3556,1036,3667
"G39018000","2018","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",895877,515828,262044,3079,55627,68,16546,42685,2546,40139,"Columbus city, Ohio",2646,7938,7743,1574,4255,116,3601,5932,1084,5855
"G39021000","2018","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140638,74832,55336,892,1691,0,2600,5287,482,4805,"Dayton city, Ohio",34,3517,3487,507,866,195,1779,1831,387,1786
"G39044856","2018","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",64031,47150,10575,223,0,75,1936,4072,365,3707,"Lorain city, Ohio",27,2396,2167,308,195,132,1011,1592,384,1579
"G39061000","2018","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",78746,70046,3146,18,1720,0,460,3356,165,3191,"Parma city, Ohio",33,2356,1554,33,1048,195,509,1551,267,1557
"G39077000","2018","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",274973,168318,75931,1093,2873,390,7602,18766,4765,14001,"Toledo city, Ohio",41,3325,3711,622,963,413,1916,3221,1683,3125
"G39088000","2018","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",64958,31954,25113,217,417,0,1827,5430,106,5324,"Youngstown city, Ohio",25,2483,2088,277,308,195,1450,1883,150,1875
"G40009050","2018","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",110123,84636,4114,5016,4981,0,1817,9559,355,9204,"Broken Arrow city, Oklahoma",1631,2475,1048,1234,1433,161,738,1465,263,1463
"G40023200","2018","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",93118,74600,5153,1321,1785,112,2260,7887,396,7491,"Edmond city, Oklahoma",47,2935,2185,649,982,199,1075,2318,425,2268
"G40041850","2018","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",92860,53723,16675,3129,2123,913,3704,12593,614,11979,"Lawton city, Oklahoma",22,1951,2136,830,390,977,1179,2196,498,2240
"G40052500","2018","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",123469,91114,6588,6597,6971,47,3702,8450,322,8128,"Norman city, Oklahoma",32,3011,1595,1435,1676,80,1939,1877,298,1842
"G40055000","2018","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",649410,437976,90992,20575,33390,599,30651,35227,1846,33381,"Oklahoma City city, Oklahoma",706,7495,5000,2422,2549,324,5517,4119,880,4210
"G40075000","2018","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",401112,263783,63841,18141,12120,186,13063,29978,1403,28575,"Tulsa city, Oklahoma",986,3520,2218,2244,1543,185,2199,2650,744,2496
"G41005350","2018","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",98951,71204,2447,96,14083,518,6441,4162,546,3616,"Beaverton city, Oregon",53,4917,1142,117,2949,703,3241,1181,441,1225
"G41005800","2018","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",97590,87959,695,524,2245,0,1586,4581,281,4300,"Bend city, Oregon",25,1587,654,489,782,207,1209,1225,461,1185
"G41023850","2018","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",171259,139521,1418,1551,8088,981,7431,12269,1320,10949,"Eugene city, Oregon",68,3556,648,982,1601,621,2579,2225,1091,1987
"G41031250","2018","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",110165,91934,3881,858,4597,843,819,7233,210,7023,"Gresham city, Oregon",43,4112,1767,587,1545,766,623,2644,353,2604
"G41034100","2018","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",108382,74964,3505,693,12990,361,6446,9423,1465,7958,"Hillsboro city, Oregon",43,3794,2181,648,2706,281,2692,2361,969,2166
"G41047000","2018","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",82348,72819,1317,1508,1237,393,1133,3941,593,3348,"Medford city, Oregon",26,2247,753,1289,520,548,902,1684,550,1553
"G41059000","2018","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",652573,503158,40763,6184,58246,4657,8613,30952,3156,27796,"Portland city, Oregon",938,5116,4022,1536,3174,1115,2441,3726,1345,3779
"G41064900","2018","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",173420,136284,2892,3539,5162,1719,13877,9947,2386,7561,"Salem city, Oregon",74,5306,1243,1435,1600,1634,4396,2503,1379,2269
"G42002000","2018","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",121429,71941,18651,1318,5137,0,17636,6746,1552,5194,"Allentown city, Pennsylvania",36,5406,3498,1244,2293,177,4408,2664,1031,2514
"G42006088","2018","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",75979,59225,4453,0,2905,0,5416,3980,524,3456,"Bethlehem city, Pennsylvania",2727,4058,1776,177,1197,177,2707,1824,492,1738
"G42024000","2018","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",96459,70941,16524,696,1928,63,2639,3668,260,3408,"Erie city, Pennsylvania",46,1956,1903,442,920,111,1227,1608,238,1564
"G42060000","2018","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1584138,623482,657756,4326,116907,582,122538,58547,13575,44972,"Philadelphia city, Pennsylvania",0,9156,7424,1263,2640,433,8656,7568,4246,6382
"G42061000","2018","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",301038,202511,68867,690,16813,157,2426,9574,630,8944,"Pittsburgh city, Pennsylvania",45,5697,4927,437,2198,267,1105,2010,309,1960
"G42063624","2018","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88508,48397,11654,149,1259,0,21035,6014,1046,4968,"Reading city, Pennsylvania",41,3957,2670,147,673,177,4181,2004,763,1787
"G42069000","2018","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",77186,62332,4053,0,4250,42,2542,3967,413,3554,"Scranton city, Pennsylvania",30,2179,1119,177,1222,69,1276,1334,544,1131
"G44019180","2018","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81282,64774,3744,893,5301,160,3253,3157,767,2390,"Cranston city, Rhode Island",33,4014,1475,775,2161,204,1570,1296,614,1117
"G44054640","2018","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71842,42956,15041,87,788,37,10709,2224,956,1268,"Pawtucket city, Rhode Island",35,3621,2628,114,698,62,3277,914,529,772
"G44059000","2018","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179335,106728,31432,716,12738,0,19804,7917,1526,6391,"Providence city, Rhode Island",29,7794,4756,736,2671,220,5298,2489,1180,2109
"G44074300","2018","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",80842,74267,1864,537,2305,0,1134,735,116,619,"Warwick city, Rhode Island",26,1572,1051,506,780,220,911,450,143,431
"G45013330","2018","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",141088,107995,27218,0,3005,0,943,1927,0,1927,"Charleston city, South Carolina",2482,4164,3743,214,1310,214,683,846,214,846
"G45016000","2018","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133610,68936,55176,358,2961,294,1029,4856,87,4769,"Columbia city, South Carolina",626,3912,4085,233,1060,435,708,1191,97,1200
"G45030850","2018","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",68543,46232,18157,0,1620,681,689,1164,50,1114,"Greenville city, South Carolina",69,2798,2946,214,664,852,505,573,81,570
"G45048535","2018","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2018","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",119214,55792,52220,597,2820,0,2289,5496,1378,4118,"North Charleston city, South Carolina",4457,5123,4553,388,1279,214,1342,2066,1454,1553
