GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G48058016","2012","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",270816,193072,19979,449,45167,133,3498,8518,974,7544,"Plano city, Texas",1101,7073,3944,302,4827,153,2064,2014,625,1972
"G48061796","2012","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",103268,69979,9710,521,13490,55,6287,3226,455,2771,"Richardson city, Texas",105,4159,3687,497,2610,106,2682,1825,328,1787
"G48063500","2012","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",105933,83094,11686,446,5811,0,1323,3573,277,3296,"Round Rock city, Texas",770,4089,2901,626,1974,206,755,1326,318,1323
"G48064472","2012","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",99085,86320,5456,591,1459,0,2963,2296,889,1407,"San Angelo city, Texas",2176,3036,676,746,324,206,1544,981,618,705
"G48065000","2012","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1383194,1022508,96310,12033,32699,2582,181406,35656,13382,22274,"San Antonio city, Texas",440,15957,5317,3748,3108,1893,13657,4208,2566,3369
"G48070808","2012","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",82479,41680,4995,140,32567,126,517,2454,311,2143,"Sugar Land city, Texas",32,4141,2473,172,3800,215,416,1113,278,1067
"G48072176","2012","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",69147,52230,11837,222,1955,216,1348,1339,314,1025,"Temple city, Texas",29,3035,2722,265,1203,414,865,700,299,623
"G48072656","2012","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",103533,92454,797,233,4699,0,2384,2966,659,2307,"The Woodlands CDP, Texas",9408,9529,498,282,1836,206,1508,1411,603,1254
"G48074144","2012","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",99321,70267,21867,396,1874,51,3161,1705,646,1059,"Tyler city, Texas",36,2775,2502,400,830,68,1386,815,564,578
"G48076000","2012","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",127003,86739,25935,610,2517,33,9024,2145,881,1264,"Waco city, Texas",61,3437,2051,520,938,57,3020,918,551,706
"G48079000","2012","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104557,82369,12538,873,2278,48,2206,4245,250,3995,"Wichita Falls city, Texas",27,1502,996,388,331,89,971,989,185,982
"G49043660","2012","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",68684,59570,877,559,2713,651,2131,2183,284,1899,"Layton city, Utah",42,2420,628,692,1558,610,1666,974,395,946
"G49050150","2012","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",66939,59039,969,418,3395,1178,706,1234,80,1154,"Millcreek CDP, Utah",4635,4782,597,384,1428,1407,562,797,131,779
"G49055980","2012","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",83799,64436,2452,1112,1015,256,12342,2186,1027,1159,"Ogden city, Utah",29,3087,805,639,361,334,3131,1150,717,708
"G49057300","2012","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",90754,81676,574,517,1675,1388,1163,3761,1303,2458,"Orem city, Utah",26,2082,347,533,916,1076,713,1384,1037,1005
"G49062470","2012","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",115925,102933,325,198,3367,1614,4381,3107,151,2956,"Provo city, Utah",36,2354,312,236,1003,717,1991,1177,162,1155
"G49065330","2012","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",75560,69736,680,913,431,217,1951,1632,0,1632,"St. George city, Utah",30,1774,430,661,230,358,1622,722,181,722
"G49067000","2012","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",189311,136245,6215,1706,11696,5131,23943,4375,1079,3296,"Salt Lake City city, Utah",36,5842,2017,589,2066,2294,5628,1409,654,1101
"G49067440","2012","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",89348,81947,416,138,2362,43,2459,1983,274,1709,"Sandy city, Utah",36,2013,512,171,1228,71,1506,1070,240,1054
"G49082950","2012","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",108390,93761,2879,1301,2101,2708,1521,4119,295,3824,"West Jordan city, Utah",42,4371,2107,1000,1022,2377,933,2180,207,2199
"G49083470","2012","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",132431,96155,2422,1561,5379,3397,19017,4500,326,4174,"West Valley City city, Utah",47,4875,1095,896,1725,1464,4881,1566,263,1567
"G51001000","2012","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",146294,94618,32065,227,9688,0,4256,5440,559,4881,"Alexandria city, Virginia",0,2899,2321,196,847,192,2414,1787,539,1610
"G51003000","2012","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",221045,160578,19583,450,22006,293,13146,4989,739,4250,"Arlington CDP, Virginia",0,3298,400,505,1014,330,3158,1040,486,1043
"G51014440","2012","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",67202,36438,5001,96,19065,0,1222,5380,1584,3796,"Centreville CDP, Virginia",5823,4345,1822,114,3458,192,906,2659,1402,2264
"G51016000","2012","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",228417,143877,67827,681,7209,103,1833,6887,707,6180,"Chesapeake city, Virginia",0,1654,1349,362,987,169,1642,1733,668,1624
"G51021088","2012","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",73534,37376,21581,271,5833,0,4763,3710,528,3182,"Dale City CDP, Virginia",6208,4238,4040,444,2082,192,3443,1370,490,1296
"G51035000","2012","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136836,58445,69705,652,3862,0,912,3260,239,3021,"Hampton city, Virginia",0,819,1320,435,246,192,553,1242,299,1234
"G51047672","2012","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",77113,49237,21565,246,1732,0,831,3502,1115,2387,"Lynchburg city, Virginia",0,584,997,398,341,192,494,1312,763,1015
"G51056000","2012","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",180726,91747,71199,775,5015,209,3085,8696,125,8571,"Newport News city, Virginia",0,1367,1857,435,880,248,1215,1929,130,1938
"G51057000","2012","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",245782,117707,104236,995,6662,492,5743,9947,629,9318,"Norfolk city, Virginia",0,1699,2143,386,952,766,1886,2069,434,2036
"G51064000","2012","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",96470,39785,51722,176,946,93,1028,2720,341,2379,"Portsmouth city, Virginia",0,566,1112,174,269,162,834,1060,316,1031
"G51067000","2012","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",210309,91110,103831,1123,3887,72,3263,7023,507,6516,"Richmond city, Virginia",0,1678,1389,1060,872,113,1506,2132,258,2073
"G51068000","2012","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",97469,62594,26434,792,2104,68,268,5209,766,4443,"Roanoke city, Virginia",0,1126,1673,1101,42,110,333,2028,987,2040
"G51076432","2012","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",85181,44969,35709,105,1414,0,137,2847,121,2726,"Suffolk city, Virginia",0,548,1337,102,425,192,173,1282,145,1267
"G51082000","2012","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",447021,303805,86078,976,28845,347,6195,20775,2809,17966,"Virginia Beach city, Virginia",0,2504,2603,456,1309,394,1512,3236,1239,2908
"G53003180","2012","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",73165,50474,3450,1536,5269,415,5222,6799,1208,5591,"Auburn city, Washington",1763,3779,1722,963,1763,499,2352,2375,1376,1824
"G53005210","2012","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",126447,75486,3282,460,39275,148,1550,6246,971,5275,"Bellevue city, Washington",47,3878,1850,408,3756,251,1190,2113,810,1967
"G53005280","2012","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",82234,71526,669,1879,3422,109,1109,3520,355,3165,"Bellingham city, Washington",27,1992,434,865,1240,146,1005,1112,377,1057
"G53022640","2012","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",104643,76196,5651,864,9136,1175,2892,8729,818,7911,"Everett city, Washington",52,4373,1836,752,2351,1046,1880,2279,843,2021
"G53023515","2012","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",91933,53376,9248,1563,10933,1959,7495,7359,966,6393,"Federal Way city, Washington",27,4497,2941,944,2722,1302,2931,2199,839,1952
"G53035275","2012","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",75984,61224,1396,279,2148,0,9330,1607,272,1335,"Kennewick city, Washington",52,3351,1071,328,1123,192,2838,859,290,837
"G53035415","2012","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",123005,68198,14218,764,18220,5008,8571,8026,1749,6277,"Kent city, Washington",44,4748,3644,780,3352,2433,2917,2084,1333,1679
"G53053545","2012","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",64029,37511,958,0,1702,75,22460,1323,396,927,"Pasco city, Washington",3417,3912,739,192,974,131,3737,787,409,761
"G53057745","2012","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",95422,53714,12261,294,22190,1105,901,4957,622,4335,"Renton city, Washington",93,4972,3419,290,4420,820,568,1602,644,1556
"G53063000","2012","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",634541,441308,45715,5103,92535,1327,10983,37570,2469,35101,"Seattle city, Washington",58,8621,4689,1553,6766,845,2741,4574,1093,4317
"G53067000","2012","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",209504,183521,4098,3997,6649,470,2106,8663,330,8333,"Spokane city, Washington",76,2807,1131,1520,1781,475,907,1828,304,1785
"G53067167","2012","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",90638,80154,2607,1062,3340,51,735,2689,282,2407,"Spokane Valley city, Washington",30,2540,1976,722,1150,92,611,1145,273,1103
"G53070000","2012","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",201999,127766,21381,3565,16263,2634,9097,21293,2098,19195,"Tacoma city, Washington",58,5593,3205,1191,2578,1685,3842,3610,1155,3624
"G53074060","2012","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",165502,126688,5302,1361,12286,3115,10575,6175,519,5656,"Vancouver city, Washington",63,3386,1378,644,1870,767,2930,1402,306,1371
"G53080010","2012","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93123,70038,1124,768,2001,220,15819,3153,559,2594,"Yakima city, Washington",78,4683,586,477,742,229,4510,1279,492,1196
"G55002375","2012","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",71898,63041,1402,639,3546,86,2018,1166,211,955,"Appleton city, Wisconsin",1398,2328,736,448,1465,151,1202,626,212,588
"G55022300","2012","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",67186,62117,790,194,2628,0,245,1212,59,1153,"Eau Claire city, Wisconsin",916,1375,362,223,957,145,396,639,76,631
"G55031000","2012","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104869,89415,3390,2820,5122,0,1844,2278,274,2004,"Green Bay city, Wisconsin",23,2098,1162,1037,1320,145,1005,855,287,840
"G55039225","2012","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",100139,83955,11220,201,2005,37,1230,1491,236,1255,"Kenosha city, Wisconsin",47,1743,1099,197,522,66,1061,586,246,497
"G55048000","2012","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",240315,189831,19523,1004,19814,0,3055,7088,788,6300,"Madison city, Wisconsin",47,3504,2856,549,2319,145,1437,1457,450,1379
"G55053000","2012","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",598920,274226,238310,3903,21198,88,40738,20457,2774,17683,"Milwaukee city, Wisconsin",39,6177,3775,1038,2749,105,4637,2823,824,2851
"G55060500","2012","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66647,61005,2654,323,1226,0,81,1358,0,1358,"Oshkosh city, Wisconsin",29,1621,1159,167,867,145,90,753,145,753
"G55066000","2012","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",78293,52309,16584,946,133,0,4749,3572,1096,2476,"Racine city, Wisconsin",42,2689,1944,645,163,145,2043,1315,672,1171
"G55084250","2012","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",70914,60732,3107,216,2815,0,2013,2031,1108,923,"Waukesha city, Wisconsin",34,1815,1303,177,902,145,1215,1116,1207,492
"G72006593","2012","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",181758,108141,15533,2075,580,22,13472,41935,1527,40408,"Bayamón zona urbana, Puerto Rico",2970,4816,2451,1148,465,37,2503,4004,578,3942
"G72010334","2012","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",80119,66163,7597,37,401,0,3773,2148,622,1526,"Caguas zona urbana, Puerto Rico",4691,5011,1820,63,447,214,1273,1131,413,968
"G72014290","2012","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",155111,93197,36189,3623,549,0,13595,7958,613,7345,"Carolina zona urbana, Puerto Rico",2616,4363,3744,1762,526,214,2927,1979,325,1983
"G72032522","2012","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",74216,58743,3615,469,431,0,6863,4095,587,3508,"Guaynabo zona urbana, Puerto Rico",3165,3993,1253,437,693,214,2249,1896,622,1726
"G72052431","2012","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",67802,36659,2046,122,47,0,2385,26543,533,26010,"Mayagüez zona urbana, Puerto Rico",2985,3502,1054,117,75,214,1149,3472,401,3431
"G72063820","2012","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",130627,95921,8655,44,37,0,4468,21502,371,21131,"Ponce zona urbana, Puerto Rico",3593,4144,2367,71,71,214,1732,3895,312,3866
"G72076770","2012","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",367412,239357,61586,1903,3773,0,31138,29655,4133,25522,"San Juan zona urbana, Puerto Rico",3413,6448,5264,925,1475,214,3598,4452,1283,4206
