GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G12024125","2012","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",65733,43526,19396,136,969,0,78,1628,1053,575,"Fort Myers city, Florida",45,2688,2439,156,567,211,133,940,827,429
"G12025175","2012","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",126038,83661,25371,450,8866,196,1756,5738,625,5113,"Gainesville city, Florida",43,3179,2672,335,1806,346,1053,1862,481,1888
"G12030000","2012","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",231953,218084,7367,0,1444,0,3359,1699,1331,368,"Hialeah city, Florida",46,4054,3283,211,1221,211,1833,623,565,252
"G12032000","2012","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",145241,106545,22264,288,3569,0,7083,5492,1283,4209,"Hollywood city, Florida",40,5261,4507,342,1687,211,2545,1904,1160,1478
"G12035000","2012","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",836507,505082,250500,2467,37272,1058,9577,30551,1760,28791,"Jacksonville city, Florida",25,4024,3639,1164,2157,479,2355,4811,986,4900
"G12036100","2012","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",75640,68198,3764,186,1872,0,413,1207,191,1016,"Kendall CDP, Florida",6249,6304,1860,315,929,211,348,613,225,558
"G12038250","2012","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",100009,75649,18634,214,773,118,726,3895,58,3837,"Lakeland city, Florida",53,4164,3485,224,493,187,573,1869,107,1865
"G12039425","2012","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",77871,67176,5135,380,1682,63,675,2760,232,2528,"Largo city, Florida",40,2283,1713,310,1249,109,537,1558,227,1560
"G12039550","2012","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",69083,13764,52055,370,1237,0,606,1051,0,1051,"Lauderhill city, Florida",61,3234,3375,562,780,211,523,760,211,760
"G12039925","2012","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",104011,70670,17610,554,500,0,11009,3668,1345,2323,"Lehigh Acres CDP, Florida",7574,6098,4086,582,667,211,3991,1414,1137,1311
"G12043975","2012","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",77047,64240,7400,0,2751,0,429,2227,241,1986,"Melbourne city, Florida",30,2815,2501,211,1013,211,303,1026,298,965
"G12045000","2012","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",413864,313496,82688,557,4652,0,8837,3634,856,2778,"Miami city, Florida",105,6823,6622,497,1894,211,3028,1172,517,1093
"G12045025","2012","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",90579,67190,4518,152,2376,112,14307,1924,875,1049,"Miami Beach city, Florida",41,3515,1813,250,1022,134,3456,823,675,520
"G12045060","2012","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",110739,23560,82454,0,679,0,2367,1679,330,1349,"Miami Gardens city, Florida",65,3692,3797,211,577,211,1759,1267,472,1052
"G12045975","2012","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",128737,57927,57404,48,3526,0,5953,3879,1736,2143,"Miramar city, Florida",44,7210,6896,82,2073,211,2666,1414,1005,1070
"G12053000","2012","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",249525,142314,77311,394,7653,36,15197,6620,2934,3686,"Orlando city, Florida",119,7667,7055,370,2406,57,3139,1462,1186,1013
"G12054000","2012","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",104136,82113,16082,0,1571,0,1356,3014,344,2670,"Palm Bay city, Florida",48,4088,4295,211,768,211,865,1286,355,1295
"G12054200","2012","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",79980,61002,10990,0,1825,64,4009,2090,761,1329,"Palm Coast city, Florida",2266,2454,1329,211,505,130,1682,1252,773,974
"G12055775","2012","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",160292,106064,32182,458,7898,93,8040,5557,2639,2918,"Pembroke Pines city, Florida",61,5549,5019,507,2405,155,3132,2460,1877,1635
"G12056825","2012","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",69219,10413,50698,180,1233,0,5147,1548,712,836,"Pine Hills CDP, Florida",7012,3158,6638,276,756,211,2565,716,494,494
"G12057425","2012","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",88019,61106,16910,0,3884,0,3585,2534,594,1940,"Plantation city, Florida",35,3699,3526,211,1754,211,1650,1098,472,881
"G12058050","2012","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",102968,63110,32270,146,1245,243,3061,2893,838,2055,"Pompano Beach city, Florida",61,4084,4291,136,634,402,1873,1848,1140,1578
"G12058715","2012","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",168718,126452,27863,401,2924,228,5861,4989,464,4525,"Port St. Lucie city, Florida",32,5244,4277,457,748,354,4124,1813,547,1676
"G12060950","2012","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",79420,58280,14864,32,1246,0,2680,2318,171,2147,"Riverview CDP, Florida",7272,6876,3660,55,765,211,1499,1361,212,1358
"G12063000","2012","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",246533,169944,60839,832,7368,121,2061,5368,847,4521,"St. Petersburg city, Florida",48,4350,3995,403,2273,103,1032,1352,479,1270
"G12068350","2012","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",101269,89295,4839,77,1828,0,1839,3391,376,3015,"Spring Hill CDP, Florida",4899,4935,1497,114,485,211,1391,1312,351,1215
"G12069700","2012","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",88859,52031,25941,51,4840,0,3410,2586,289,2297,"Sunrise city, Florida",66,4814,4533,81,2192,211,1820,1115,202,1097
"G12070600","2012","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",186977,107303,64337,355,7351,0,3220,4411,558,3853,"Tallahassee city, Florida",40,3687,3804,258,856,211,1355,1763,370,1678
"G12071000","2012","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",347650,225771,86746,624,13124,126,12061,9198,1597,7601,"Tampa city, Florida",60,7686,5927,760,2950,141,3870,2560,665,2251
"G12072145","2012","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",81597,65745,5893,282,3140,0,3810,2727,1533,1194,"Town 'n' Country CDP, Florida",7435,6638,2620,249,1363,211,1638,1297,1221,612
"G12076582","2012","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",67645,54911,3248,84,4921,0,1424,3057,434,2623,"Weston city, Florida",31,3909,1634,141,3254,211,901,1830,600,1773
"G12076600","2012","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",101910,66073,29545,73,1720,0,3167,1332,200,1132,"West Palm Beach city, Florida",40,4043,4149,120,607,211,2131,688,231,632
"G13001052","2012","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",79150,20993,55507,22,904,0,1026,698,129,569,"Albany city, Georgia",2785,1561,2467,38,131,208,1055,406,151,350
"G13003440","2012","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",118866,78220,32149,366,5031,0,1415,1685,308,1377,"Athens-Clarke County unified government (balance), Georgia",395,1199,563,393,488,208,952,757,230,683
"G13004000","2012","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",443768,173766,237154,1351,17449,308,5700,8040,822,7218,"Atlanta city, Georgia",50,6523,6738,489,2818,361,1980,1967,560,1881
"G13004204","2012","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",197696,76825,109162,932,3419,0,2075,5283,882,4401,"Augusta-Richmond County consolidated government (balance), Georgia",1434,1765,2053,274,573,208,1009,1466,620,1430
"G13019000","2012","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",198413,92326,89055,564,4368,178,3704,8218,1048,7170,"Columbus city, Georgia",0,1878,2029,271,562,185,1574,2048,840,1980
"G13042425","2012","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",82325,53847,10427,90,14726,0,1911,1324,64,1260,"Johns Creek city, Georgia",68,5175,4014,140,3203,208,2079,908,108,871
"G13049000","2012","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",91271,26416,61846,26,628,0,1333,1022,0,1022,"Macon city, Georgia",638,2396,2792,42,565,208,1235,844,208,844
"G13067284","2012","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",93683,75684,11282,563,4353,0,194,1607,158,1449,"Roswell city, Georgia",46,4380,3927,405,1975,208,236,1122,142,1097
"G13068516","2012","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",99423,69092,17427,108,6629,0,867,5300,627,4673,"Sandy Springs city, Georgia",31,4459,3993,165,2240,208,661,2849,617,2854
"G13069000","2012","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",142010,54817,79663,567,2874,144,810,3135,289,2846,"Savannah city, Georgia",54,3698,3985,284,1105,176,636,1075,228,1031
"G13080508","2012","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",70970,35223,27358,84,987,238,4064,3016,510,2506,"Warner Robins city, Georgia",799,3339,2923,159,849,298,1982,1348,578,1323
"G15071550","2012","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",345604,58816,5885,370,190481,29365,2263,58424,2385,56039,"Urban Honolulu CDP, Hawaii",47,4110,1515,311,7112,4398,858,6138,1542,6050
"G16008830","2012","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",212299,191564,2530,2056,7369,179,2625,5976,212,5764,"Boise City city, Idaho",37,2441,1193,886,1530,239,1303,1588,262,1588
"G16052120","2012","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2012","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,
"G17002154","2012","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",74976,67806,1132,79,4452,0,503,1004,0,1004,"Arlington Heights village, Illinois",2659,3291,646,130,1281,179,526,537,179,537
"G17003012","2012","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",203318,116142,18137,1168,14501,0,48678,4692,924,3768,"Aurora city, Illinois",4927,6945,3544,928,3735,179,6855,1419,686,1257
"G17006613","2012","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",77733,60932,9008,40,4950,0,794,2009,523,1486,"Bloomington city, Illinois",28,1361,1233,52,926,179,734,845,467,696
"G17007133","2012","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",77155,39818,17660,599,8276,0,8893,1909,344,1565,"Bolingbrook village, Illinois",3601,4469,3467,805,2637,179,3205,1097,476,998
"G17012385","2012","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",82509,55545,11310,99,12277,0,1248,2030,85,1945,"Champaign city, Illinois",35,2750,2451,136,1445,179,978,1110,135,1098
"G17014000","2012","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2714844,1311393,866026,8066,160568,979,306615,61197,17435,43762,"Chicago city, Illinois",50,17866,12440,2322,7864,838,14391,5457,2815,4682
"G17014351","2012","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",84129,41733,2905,314,468,0,37476,1233,620,613,"Cicero town, Illinois",36,5381,1283,338,504,179,5323,761,423,656
"G17018823","2012","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",76346,54797,16585,0,1012,0,308,3644,207,3437,"Decatur city, Illinois",2567,2582,1364,179,412,179,214,1347,273,1216
"G17023074","2012","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",109290,69812,9327,750,4641,0,20059,4701,1319,3382,"Elgin city, Illinois",3880,5956,2944,634,1955,179,5228,1497,886,1190
"G17024582","2012","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",75420,49363,14265,0,8034,0,1350,2408,285,2123,"Evanston city, Illinois",44,3258,3318,179,2025,179,792,1206,347,1155
"G17038570","2012","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",146781,100674,19687,905,2837,37,18846,3795,664,3131,"Joliet city, Illinois",4533,5943,3513,635,1330,62,3936,1105,507,1021
"G17051622","2012","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",145137,104750,8414,162,25973,0,1150,4688,531,4157,"Naperville city, Illinois",2171,4718,2418,128,3680,179,781,1355,515,1297
"G17057225","2012","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",69254,51338,2543,0,9319,740,3929,1385,238,1147,"Palatine village, Illinois",263,3589,1633,179,2756,932,2268,950,294,890
"G17059000","2012","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",116845,73170,31270,682,6040,0,1437,4246,37,4209,"Peoria city, Illinois",2677,2827,1623,163,543,179,1077,1495,61,1496
"G17065000","2012","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",151019,99044,30526,139,4287,0,9961,7062,1679,5383,"Rockford city, Illinois",2586,4406,1999,162,964,179,3028,2411,1119,2113
"G17068003","2012","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",74228,50729,3079,0,14488,0,4708,1224,90,1134,"Schaumburg village, Illinois",1258,3956,1244,179,3801,179,2929,748,150,730
"G17070122","2012","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",65076,41226,3891,66,17293,0,1339,1261,382,879,"Skokie village, Illinois",26,3615,2178,117,3617,179,771,635,349,525
"G17072000","2012","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",117019,88162,22167,314,2610,0,880,2886,464,2422,"Springfield city, Illinois",77,1533,1464,160,927,179,742,1389,532,1210
"G17079293","2012","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",86273,59180,15817,217,3415,0,5090,2554,821,1733,"Waukegan city, Illinois",3511,3516,3053,359,1347,179,1930,945,534,813
"G18005860","2012","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",78592,64325,3214,639,7552,67,734,2061,10,2051,"Bloomington city, Indiana",2467,2713,691,782,1246,113,576,885,20,883
"G18010342","2012","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",84515,69952,3390,107,7223,0,555,3288,0,3288,"Carmel city, Indiana",1429,2630,1396,173,1811,184,741,1331,184,1331
"G18022000","2012","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",120059,99683,13287,646,837,26,867,4713,54,4659,"Evansville city, Indiana",2942,3285,1404,451,593,52,1161,1634,93,1599
"G18023278","2012","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",82087,71985,3070,294,3407,0,373,2958,426,2532,"Fishers town, Indiana",1852,2993,1370,301,1452,184,411,1327,493,1246
"G18025000","2012","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",252427,184069,41147,913,9720,936,7111,8531,1052,7479,"Fort Wayne city, Indiana",3846,4261,2066,562,1077,1425,2629,1709,589,1575
"G18027000","2012","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",75611,9031,64453,104,116,0,1043,864,151,713,"Gary city, Indiana",3636,2073,3794,129,145,184,877,503,174,444
"G18031000","2012","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",79686,37448,18775,449,971,85,18904,3054,835,2219,"Hammond city, Indiana",28,3727,2644,355,709,142,3020,1447,595,1454
"G18036003","2012","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",835806,511806,229068,2949,18298,0,48652,25033,3010,22023,"Indianapolis city (balance), Indiana",3492,6976,5840,911,1663,184,5617,4586,1022,4715
"G18040788","2012","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",66820,58704,5436,91,769,0,953,867,141,726,"Lafayette city, Indiana",2645,2672,1343,195,383,184,708,511,230,456
"G18051876","2012","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",69841,58776,3631,219,837,0,816,5562,60,5502,"Muncie city, Indiana",1494,1847,997,260,474,184,829,1028,91,1030
"G18071000","2012","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",100003,61156,26958,470,1414,53,4893,5059,876,4183,"South Bend city, Indiana",2776,2981,2071,254,765,87,1658,1414,691,1155
"G19012000","2012","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",128124,111093,8550,202,2988,86,881,4324,0,4324,"Cedar Rapids city, Iowa",29,1352,1614,214,665,146,627,1185,151,1185
"G19019000","2012","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",101354,83578,10206,407,1475,0,1610,4078,254,3824,"Davenport city, Iowa",37,1748,1770,405,618,151,946,1691,235,1674
"G19021000","2012","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",206568,159799,21311,923,10833,139,7057,6506,411,6095,"Des Moines city, Iowa",173,4244,2040,761,1723,173,2715,1564,394,1476
"G19038595","2012","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",70131,55490,4100,0,6316,0,2954,1271,195,1076,"Iowa City city, Iowa",27,2219,1236,151,824,151,1556,568,235,495
"G19073335","2012","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",84297,70239,2706,1518,2379,0,4459,2996,611,2385,"Sioux City city, Iowa",2266,2956,711,689,474,151,2240,1334,693,1037
"G19082425","2012","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",68294,54401,10381,0,823,0,369,2320,229,2091,"Waterloo city, Iowa",20,1073,937,151,515,151,352,827,264,775
"G20036000","2012","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",145410,87070,38888,1378,4146,828,8641,4459,1709,2750,"Kansas City city, Kansas",3081,4577,1579,618,829,1274,2561,1653,1195,1004
"G20038900","2012","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",88634,74778,3726,1808,4396,81,444,3401,299,3102,"Lawrence city, Kansas",2922,2839,922,939,466,101,357,979,267,963
"G20052575","2012","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",130031,112816,6485,363,4912,107,2496,2852,482,2370,"Olathe city, Kansas",64,2832,1878,280,1773,127,1361,866,365,798
"G20053775","2012","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",178941,150739,7656,256,14129,36,1975,4150,175,3975,"Overland Park city, Kansas",84,3319,2004,180,2199,63,1283,1450,148,1417
"G20071000","2012","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",127942,99200,13004,1371,1921,0,3769,8677,1051,7626,"Topeka city, Kansas",26,2089,1671,540,485,165,1880,2021,823,1597
"G20079000","2012","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",385586,297088,43503,4272,18928,24,7126,14645,1574,13071,"Wichita city, Kansas",53,3530,2497,1326,1864,42,2146,3216,876,2928
"G21046027","2012","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",305489,235352,42816,511,10493,45,6841,9431,719,8712,"Lexington-Fayette urban county, Kentucky",0,2053,2035,362,745,83,2006,2304,387,2312
"G21048006","2012","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",605108,430659,138894,543,13352,208,4323,17129,1365,15764,"Louisville/Jefferson County metro government (balance), Kentucky",56,3581,4825,346,1511,307,1953,3259,724,3242
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",230040,88624,127558,624,7794,0,1530,3910,0,3910,"Baton Rouge city, Louisiana",76,3896,4208,358,2034,193,1012,1628,193,1628
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66813,42257,16679,122,2894,0,3393,1468,221,1247,"Kenner city, Louisiana",41,2645,2540,196,1141,193,2089,872,168,835
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",122749,78367,36838,215,2820,13,679,3817,670,3147,"Lafayette city, Louisiana",50,3584,3664,226,848,26,528,1542,727,1425
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",73481,34153,34609,105,1870,0,924,1820,401,1419,"Lake Charles city, Louisiana",37,2484,2808,146,481,193,1035,882,426,868
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",137210,110059,15212,657,5418,0,1628,4236,172,4064,"Metairie CDP, Louisiana",6477,5702,3228,583,1576,193,963,1434,174,1432
"G22055000","2012","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",369250,125220,220735,1235,10775,0,6342,4943,652,4291,"New Orleans city, Louisiana",0,1516,981,733,566,193,1507,1050,325,951
"G22070000","2012","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",201878,84900,109836,402,3229,55,1481,1975,552,1423,"Shreveport city, Louisiana",1050,2717,2869,270,973,90,979,806,581,512
"G23060545","2012","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66211,54690,4693,76,4198,0,384,2170,169,2001,"Portland city, Maine",21,1855,1225,92,1104,155,356,863,227,798
"G24004000","2012","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",621342,187742,394998,1862,15757,46,8937,12000,901,11099,"Baltimore city, Maryland",0,2556,2746,768,631,76,2302,2163,498,2119
"G24019125","2012","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",104129,58455,24761,249,12427,516,3474,4247,229,4018,"Columbia CDP, Maryland",5497,4010,4475,349,2306,799,2245,1556,197,1533
