GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G12017100","2016","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",67366,42475,19339,92,2913,0,1469,1078,0,1078,"Delray Beach city, Florida",31,3631,3611,118,2667,221,1040,1052,221,1052
"G12017200","2016","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",90139,72090,10298,0,1670,0,2293,3788,587,3201,"Deltona city, Florida",59,3665,3534,221,1050,221,1292,2034,435,1905
"G12024000","2016","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",178764,108667,57749,1520,2902,0,3389,4537,94,4443,"Fort Lauderdale city, Florida",52,6221,6340,2009,1418,221,1608,2199,129,2187
"G12024125","2016","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",77154,49630,20489,76,964,129,4802,1064,464,600,"Fort Myers city, Florida",41,4431,3819,130,733,210,2669,657,438,482
"G12025175","2016","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",131593,90494,24746,926,8732,524,1201,4970,704,4266,"Gainesville city, Florida",27,3373,2751,388,2031,501,842,1728,540,1635
"G12030000","2016","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",236385,216869,6586,0,646,97,10026,2161,825,1336,"Hialeah city, Florida",42,4773,2710,221,649,160,3757,1174,600,983
"G12032000","2016","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",152007,108508,25053,36,2427,216,9794,5973,2197,3776,"Hollywood city, Florida",44,5606,4702,62,1055,230,4278,1982,1358,1285
"G12032275","2016","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",,,,,,,,,,,"Homestead city, Florida",,,,,,,,,,
"G12035000","2016","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",880623,519739,269312,1804,38812,453,16024,34479,2769,31710,"Jacksonville city, Florida",26,4773,4442,829,2614,374,3864,5347,978,5289
"G12036100","2016","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",77619,67812,2795,0,3423,0,1829,1760,83,1677,"Kendall CDP, Florida",6924,6613,1513,221,1864,221,1225,1172,133,1168
"G12036950","2016","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",69369,45062,10427,0,2616,0,7320,3944,1078,2866,"Kissimmee city, Florida",23,5017,3324,221,1844,221,3087,2621,1156,2044
"G12038250","2016","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",106419,74885,22361,89,4378,126,2350,2230,185,2045,"Lakeland city, Florida",38,4075,3921,162,1938,210,1226,1159,199,1116
"G12039425","2016","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",83077,74247,3590,429,1407,278,1193,1933,78,1855,"Largo city, Florida",48,2222,1338,414,810,378,1290,1196,128,1192
"G12039550","2016","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",71635,10777,58194,117,551,0,885,1111,32,1079,"Lauderhill city, Florida",40,3010,3321,188,425,221,837,975,53,973
"G12039925","2016","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",115673,85529,19878,151,1347,0,4786,3982,780,3202,"Lehigh Acres CDP, Florida",7029,6994,3709,187,908,221,2532,2184,677,1924
"G12043975","2016","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",81192,66039,6398,418,2446,0,3335,2556,256,2300,"Melbourne city, Florida",36,3053,2058,354,1176,221,1608,1497,309,1439
"G12045000","2016","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",453584,354046,71010,2049,4225,470,15990,5794,1715,4079,"Miami city, Florida",62,7777,6865,1741,2095,485,3505,1561,679,1427
"G12045025","2016","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",91905,61538,3352,0,2101,359,22469,2086,1282,804,"Miami Beach city, Florida",37,4746,1315,221,974,574,3844,1207,1119,458
"G12045060","2016","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",113045,27551,80596,297,643,0,2746,1212,173,1039,"Miami Gardens city, Florida",64,5330,5113,389,608,221,1651,898,281,853
"G12045975","2016","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",138461,59449,63479,105,6993,0,3234,5201,1115,4086,"Miramar city, Florida",51,7223,6868,165,2586,221,1730,3026,1041,2903
"G12053000","2016","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",277198,171406,66863,325,16538,0,14238,7828,2173,5655,"Orlando city, Florida",108,7888,6413,281,4423,221,4398,2702,1096,2447
"G12054000","2016","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",110107,80018,22943,69,2169,0,1225,3683,145,3538,"Palm Bay city, Florida",29,4520,4261,91,1209,221,924,1546,239,1550
"G12054200","2016","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",88337,71957,11091,0,2013,0,2203,1073,185,888,"Palm Coast city, Florida",2654,2783,1219,221,652,221,1274,790,231,705
"G12055775","2016","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",168587,119719,29914,190,6724,36,8999,3005,1460,1545,"Pembroke Pines city, Florida",39,5708,5445,299,2721,100,2966,1137,777,800
"G12056825","2016","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",76048,11873,53534,0,1620,0,6072,2949,766,2183,"Pine Hills CDP, Florida",9408,2875,8186,221,933,221,5269,1443,829,1184
"G12057425","2016","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",92717,61607,20844,106,4425,261,1982,3492,174,3318,"Plantation city, Florida",45,4968,4394,170,1609,430,1129,1930,148,1907
"G12058050","2016","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",109380,66504,36141,235,1575,0,1514,3411,285,3126,"Pompano Beach city, Florida",44,5815,5927,217,994,221,747,1427,277,1404
"G12058715","2016","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",185136,140563,32441,982,4368,0,2287,4495,1229,3266,"Port St. Lucie city, Florida",29,5395,5208,981,1474,221,1825,2074,1393,1500
"G12060950","2016","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",88941,59779,14214,165,2534,0,8340,3909,352,3557,"Riverview CDP, Florida",7618,7258,3701,269,1495,221,3187,2034,365,2002
"G12063000","2016","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",260991,180496,57621,437,9646,28,4736,8027,764,7263,"St. Petersburg city, Florida",47,5240,4660,267,2539,53,1728,2818,521,2664
"G12068350","2016","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",111189,95781,6864,172,1970,0,2505,3897,394,3503,"Spring Hill CDP, Florida",4448,4960,1910,326,765,221,1564,1650,502,1465
"G12069700","2016","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",93723,54600,31336,347,2844,0,2429,2167,1392,775,"Sunrise city, Florida",45,4769,4806,315,1496,221,1101,1935,1855,489
"G12070600","2016","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",190895,108352,64902,230,8779,256,2247,6129,270,5859,"Tallahassee city, Florida",40,3507,3796,252,1074,416,996,2503,210,2491
"G12070675","2016","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",65190,37053,21365,476,1756,0,1904,2636,206,2430,"Tamarac city, Florida",46,4389,4824,651,1421,221,1108,1433,259,1446
"G12071000","2016","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",377172,243107,93801,1568,18514,321,6591,13270,911,12359,"Tampa city, Florida",68,7753,6850,1358,3201,279,1929,2868,509,2860
"G12071569","2016","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",65814,55062,2091,49,1485,0,6039,1088,84,1004,"The Hammocks CDP, Florida",8141,8015,1068,81,900,221,3222,1151,140,1145
"G12071625","2016","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2016","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",87561,70962,6392,400,2138,501,2822,4346,611,3735,"Town 'n' Country CDP, Florida",7803,6718,2327,431,1106,566,1516,2853,398,2832
"G12076582","2016","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",70023,55982,2035,0,5173,0,2214,4619,154,4465,"Weston city, Florida",40,3473,1377,221,2188,221,1512,2276,248,2284
"G12076600","2016","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",108149,65998,36086,359,2355,0,757,2594,522,2072,"West Palm Beach city, Florida",56,3902,4013,587,1112,221,704,1200,387,1161
"G13001052","2016","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",74904,16133,55766,258,583,50,619,1495,26,1469,"Albany city, Georgia",2458,1658,2105,344,354,104,535,1073,44,1074
"G13001696","2016","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",65334,41339,7482,126,14187,0,1483,717,441,276,"Alpharetta city, Georgia",30,3100,2704,187,2579,218,952,596,516,293
"G13003440","2016","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",123456,77831,34730,181,5209,33,3137,2335,168,2167,"Athens-Clarke County unified government (balance), Georgia",523,2042,626,284,558,60,1903,879,248,810
"G13004000","2016","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",472506,190892,240202,2895,20450,209,3963,13895,1814,12081,"Atlanta city, Georgia",67,7313,7409,2322,2661,286,1524,2502,947,2311
"G13004204","2016","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",196194,73228,112659,584,4084,848,2376,2415,195,2220,"Augusta-Richmond County consolidated government (balance), Georgia",1808,2115,2231,286,298,932,1453,971,174,950
"G13019000","2016","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",197485,86603,90127,1159,4160,0,4517,10919,3340,7579,"Columbus city, Georgia",0,1706,2391,290,848,218,1397,2533,1846,2795
"G13042425","2016","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",83884,52237,6332,220,20513,0,1637,2945,219,2726,"Johns Creek city, Georgia",50,4438,2578,318,3263,218,1435,1420,360,1343
"G13049008","2016","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",152527,61167,82447,98,3089,0,1592,4134,247,3887,"Macon-Bibb County, Georgia",251,1207,1833,112,242,218,1263,2053,346,1997
"G13067284","2016","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,
"G13068516","2016","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",105720,62228,24294,5442,7108,0,1572,5076,707,4369,"Sandy Springs city, Georgia",63,4472,4054,2620,1826,218,1257,2787,873,2671
"G13069000","2016","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",146762,56773,78846,374,3496,360,1786,5127,413,4714,"Savannah city, Georgia",29,3732,3838,365,1204,379,860,1874,347,1839
"G13080508","2016","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",74401,38579,27641,495,3142,0,720,3824,852,2972,"Warner Robins city, Georgia",460,3428,3307,545,1266,218,880,1813,1021,1537
"G15071550","2016","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",351769,63646,5819,638,183327,34345,2211,61783,2229,59554,"Urban Honolulu CDP, Hawaii",82,4806,1692,375,6716,5729,842,6177,979,6043
"G16008830","2016","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",223152,192811,5055,903,9096,377,5102,9808,1793,8015,"Boise City city, Idaho",31,2551,2122,534,1637,415,2012,2265,1614,2106
"G16052120","2016","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2016","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",91375,73424,48,1438,591,652,12794,2428,613,1815,"Nampa city, Idaho",40,3716,71,951,617,866,3486,1408,540,1307
"G17002154","2016","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,
"G17003012","2016","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",197107,113373,20755,689,14434,414,41859,5583,1796,3787,"Aurora city, Illinois",5891,7231,3144,592,3298,685,6145,2427,1690,1551
"G17006613","2016","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",78024,59864,7882,185,6404,0,1357,2332,725,1607,"Bloomington city, Illinois",68,2504,1668,217,1087,185,1632,979,574,800
"G17007133","2016","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",73367,35288,13239,116,10160,0,9134,5430,839,4591,"Bolingbrook village, Illinois",4360,3617,3372,133,2600,185,3984,2445,692,2337
"G17012385","2016","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",86649,58594,14078,58,10589,0,634,2696,230,2466,"Champaign city, Illinois",46,2552,2260,102,1529,185,372,1043,203,999
"G17014000","2016","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2704965,1309585,802457,8551,172298,1261,336428,74385,18457,55928,"Chicago city, Illinois",51,20989,14767,2256,8100,633,15619,6555,3305,5785
"G17014351","2016","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,
"G17018823","2016","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",71435,49798,13342,211,670,0,529,6885,149,6736,"Decatur city, Illinois",1943,1885,1582,308,502,185,344,1487,168,1479
"G17023074","2016","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",114521,59780,5576,894,8098,0,36462,3711,2907,804,"Elgin city, Illinois",4778,6582,2059,732,3041,185,6467,1705,1577,535
"G17024582","2016","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",74899,47073,15095,97,7431,0,2615,2588,218,2370,"Evanston city, Illinois",29,3776,3505,159,1679,185,1586,863,257,811
"G17038570","2016","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",146410,96170,22839,1181,6221,0,15902,4097,741,3356,"Joliet city, Illinois",4795,6238,3663,1617,2773,185,3536,1381,531,1349
"G17051622","2016","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",148063,105313,7876,407,27981,46,1498,4942,656,4286,"Naperville city, Illinois",1923,5032,2964,328,3850,77,1217,1569,470,1481
"G17057225","2016","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",68725,49708,1338,88,9280,0,4502,3809,1416,2393,"Palatine village, Illinois",32,4123,804,145,3067,185,2995,2239,1478,1450
"G17059000","2016","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",115588,68927,32475,542,6684,0,1827,5133,537,4596,"Peoria city, Illinois",2025,2616,1793,331,617,185,1123,1940,391,1826
"G17065000","2016","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",147404,99031,31666,103,5617,0,4190,6797,628,6169,"Rockford city, Illinois",1851,3154,2431,165,1034,185,1442,2027,491,1973
"G17068003","2016","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",73803,43398,2204,494,19882,0,5247,2578,1268,1310,"Schaumburg village, Illinois",1280,4310,1384,408,3064,185,3444,975,687,655
"G17070122","2016","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",64292,36120,6716,627,16857,0,2036,1936,1049,887,"Skokie village, Illinois",75,3678,2880,690,3485,185,1690,1096,881,528
"G17072000","2016","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",115511,84336,24183,35,3078,107,397,3375,237,3138,"Springfield city, Illinois",30,1231,1510,63,602,131,471,1048,320,999
"G17079293","2016","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",84467,40852,14079,98,5346,0,20607,3485,765,2720,"Waukegan city, Illinois",3234,3953,2711,181,1633,185,4400,1620,604,1584
"G18005860","2016","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",86654,71129,3168,310,8697,0,610,2740,142,2598,"Bloomington city, Indiana",2530,2356,805,223,962,192,466,944,186,907
"G18010342","2016","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",90533,74047,2568,97,10491,0,1010,2320,361,1959,"Carmel city, Indiana",1661,2871,1198,89,2229,192,817,1367,601,1327
"G18022000","2016","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",119407,95744,14647,310,1138,1210,1808,4550,248,4302,"Evansville city, Indiana",3161,3253,1630,313,797,1261,1423,1317,294,1319
"G18023278","2016","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",88930,75152,5027,0,5216,0,910,2625,0,2625,"Fishers city, Indiana",2589,3240,1436,192,2036,192,989,1413,192,1413
"G18025000","2016","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",261342,197350,39177,322,11820,102,3694,8877,572,8305,"Fort Wayne city, Indiana",4425,4295,2737,228,1472,89,1622,2003,346,1978
"G18027000","2016","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",74186,9357,61511,101,169,53,1692,1303,231,1072,"Gary city, Indiana",3598,2161,3407,117,172,89,1363,691,231,597
"G18031000","2016","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",77131,36718,19262,24,688,42,18500,1897,1042,855,"Hammond city, Indiana",32,3773,3081,42,377,72,3842,829,620,535
"G18036003","2016","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",852506,518799,238317,2843,26159,244,37024,29120,3643,25477,"Indianapolis city (balance), Indiana",4892,7182,5904,1526,2000,170,6399,4826,1661,4626
"G18040788","2016","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",71311,58419,7599,104,443,0,3509,1237,367,870,"Lafayette city, Indiana",3468,3430,1416,157,439,192,1719,896,447,780
"G18051876","2016","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",68707,55587,8135,226,1473,163,969,2154,148,2006,"Muncie city, Indiana",1760,2130,1303,191,446,245,948,879,187,889
"G18071000","2016","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",102442,64131,26796,707,649,125,6238,3796,199,3597,"South Bend city, Indiana",3088,3717,2618,642,548,214,2398,1417,229,1354
"G19001855","2016","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",66190,53860,1342,157,8289,0,340,2202,46,2156,"Ames city, Iowa",19,616,974,122,293,159,227,1129,84,1126
"G19012000","2016","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",131118,113375,8301,191,4837,90,480,3844,157,3687,"Cedar Rapids city, Iowa",40,1939,1765,236,798,124,426,1259,261,1234
"G19019000","2016","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",102608,83468,13300,416,2329,0,1721,1374,257,1117,"Davenport city, Iowa",25,1709,1313,336,926,159,1408,682,267,636
"G19021000","2016","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",215328,160964,24403,299,13071,71,7103,9417,706,8711,"Des Moines city, Iowa",84,3177,2286,306,2156,124,2258,2110,723,2068
"G19038595","2016","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",74384,57711,6352,0,5634,0,3186,1501,144,1357,"Iowa City city, Iowa",53,2523,1403,159,1654,159,1812,611,145,612
"G19073335","2016","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",82105,67712,3720,627,3013,749,3038,3246,395,2851,"Sioux City city, Iowa",3082,3294,976,573,342,791,1306,1031,625,907
"G19082425","2016","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",67940,52068,10609,437,1849,719,811,1447,0,1447,"Waterloo city, Iowa",29,1255,1416,307,769,819,552,656,159,656
"G20036000","2016","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",153893,88976,36001,1134,5963,0,15480,6339,1063,5276,"Kansas City city, Kansas",1631,3544,2213,690,1537,174,3608,2256,920,2160
"G20038900","2016","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",95355,76293,4714,1486,5732,10,2904,4216,120,4096,"Lawrence city, Kansas",21,1642,947,625,967,19,1032,1285,115,1285
"G20052575","2016","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",135474,115769,8300,383,5444,0,1084,4494,148,4346,"Olathe city, Kansas",40,2981,2445,302,2067,174,625,1464,187,1425
"G20053775","2016","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",188955,159728,9308,181,12327,0,1859,5552,354,5198,"Overland Park city, Kansas",57,3483,1661,155,2726,174,1099,1676,278,1633
"G20064500","2016","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",65215,53945,2244,0,4882,0,1187,2957,231,2726,"Shawnee city, Kansas",73,3574,901,174,3354,174,846,1361,350,1316
"G20071000","2016","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",126812,94906,14271,1060,1928,127,9074,5446,473,4973,"Topeka city, Kansas",28,3375,1556,532,744,200,3321,1650,523,1534
"G20079000","2016","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",389927,290548,40640,3125,18943,0,17431,19240,2027,17213,"Wichita city, Kansas",90,5204,3244,994,1504,174,4634,3610,860,3515
"G21008902","2016","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",65239,47357,10170,58,3883,0,1866,1905,634,1271,"Bowling Green city, Kentucky",28,1673,1264,89,602,190,1125,1140,609,970
