GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G12024125","2014","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",70916,46198,19087,59,1337,72,2689,1474,229,1245,"Fort Myers city, Florida",38,3359,3152,74,817,120,1529,753,283,669
"G12025175","2014","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",128474,84169,27889,316,8928,206,1286,5680,403,5277,"Gainesville city, Florida",54,3191,2958,221,1203,239,612,1423,506,1408
"G12030000","2014","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",235566,222473,7059,114,189,0,4518,1213,318,895,"Hialeah city, Florida",36,3540,2581,187,290,214,1815,609,224,615
"G12032000","2014","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",148040,106466,25510,93,4450,0,4373,7148,2061,5087,"Hollywood city, Florida",39,5381,3698,147,2010,214,2021,2087,1021,1762
"G12032275","2014","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",65514,48289,12621,0,1390,0,420,2794,42,2752,"Homestead city, Florida",45,4323,3916,214,1107,214,417,1727,69,1720
"G12035000","2014","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",853376,508647,267080,2047,39525,288,10815,24974,2598,22376,"Jacksonville city, Florida",33,4601,3911,878,2201,204,3289,5214,1765,4713
"G12036100","2014","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",79143,69430,3044,0,4315,0,730,1624,373,1251,"Kendall CDP, Florida",8360,8310,2477,214,1781,214,698,818,276,783
"G12036950","2014","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",66729,44302,8607,0,1775,0,8928,3117,1660,1457,"Kissimmee city, Florida",39,3817,2648,214,1083,214,3796,1471,1247,909
"G12038250","2014","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",102335,73705,22623,481,1482,0,1273,2771,310,2461,"Lakeland city, Florida",45,3675,3537,298,750,214,780,1347,290,1312
"G12039425","2014","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",79028,68353,5141,179,1538,64,2100,1653,124,1529,"Largo city, Florida",42,2832,2082,195,727,88,1735,819,153,789
"G12039550","2014","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",70636,16063,49551,224,1810,0,827,2161,541,1620,"Lauderhill city, Florida",42,3503,3475,273,1039,214,945,1154,398,1114
"G12039925","2014","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",111416,77443,24924,170,2034,660,3795,2390,572,1818,"Lehigh Acres CDP, Florida",6601,6521,3414,171,996,1097,1596,1367,742,1171
"G12043975","2014","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",78486,63745,9822,635,1327,0,516,2441,267,2174,"Melbourne city, Florida",34,3309,3147,707,517,214,404,1096,275,1077
"G12045000","2014","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",430341,315691,87384,419,3829,38,14820,8160,2203,5957,"Miami city, Florida",65,7957,6565,470,1444,64,3995,2632,1404,2369
"G12045025","2014","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",91721,73268,2839,288,1075,185,12280,1786,785,1001,"Miami Beach city, Florida",46,3846,850,337,492,303,3785,716,462,567
"G12045060","2014","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",112270,23368,83203,602,1289,366,1898,1544,585,959,"Miami Gardens city, Florida",31,4415,4625,850,836,598,1419,1094,614,739
"G12045975","2014","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",134991,58241,59679,0,9912,0,3016,4143,775,3368,"Miramar city, Florida",42,7139,7205,214,4020,214,1997,1918,599,1820
"G12053000","2014","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",262396,162828,72050,566,10579,186,11090,5097,1318,3779,"Orlando city, Florida",91,7186,6024,437,3195,311,3062,1538,604,1288
"G12054000","2014","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",105845,76043,22675,303,2287,0,2333,2204,671,1533,"Palm Bay city, Florida",32,4321,4072,360,957,214,1420,1157,672,893
"G12054200","2014","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",82388,67091,10320,77,2499,65,683,1653,325,1328,"Palm Coast city, Florida",2816,2781,1113,129,268,107,514,892,491,733
"G12055775","2014","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",164625,105626,41538,240,7620,0,7343,2258,354,1904,"Pembroke Pines city, Florida",38,6543,6082,275,2517,214,3211,706,255,687
"G12056825","2014","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",76021,8939,58325,37,1861,0,5334,1525,309,1216,"Pine Hills CDP, Florida",9238,2436,8424,63,1170,214,2765,981,297,905
"G12057425","2014","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",91454,65570,17348,3,4375,392,1041,2725,540,2185,"Plantation city, Florida",37,3588,3849,8,1885,547,727,1295,492,1280
"G12058050","2014","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",106115,66950,32714,213,1685,0,1156,3397,583,2814,"Pompano Beach city, Florida",47,4399,4430,230,1185,214,1063,1611,594,1542
"G12058715","2014","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",174093,129836,30765,293,3679,0,4257,5263,2038,3225,"Port St. Lucie city, Florida",65,4297,3974,328,1141,214,1957,3032,2264,1984
"G12060950","2014","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",81226,51260,13295,345,3215,491,9098,3522,692,2830,"Riverview CDP, Florida",7357,5753,3638,443,2032,675,3187,1783,643,1672
"G12063000","2014","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",253682,172432,58321,753,10078,345,3594,8159,247,7912,"St. Petersburg city, Florida",57,5163,4402,477,2488,341,2633,2301,291,2271
"G12068350","2014","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",98950,87883,5187,143,1860,0,1881,1996,351,1645,"Spring Hill CDP, Florida",4818,4993,1429,161,535,214,975,866,382,756
"G12069700","2014","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",91256,50278,33701,89,2651,0,2430,2107,312,1795,"Sunrise city, Florida",32,4427,4294,105,1123,214,1713,1065,235,1026
"G12070600","2014","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",188106,108478,68156,277,7398,211,906,2680,304,2376,"Tallahassee city, Florida",39,3166,3090,294,922,336,448,849,291,797
"G12071000","2014","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",358684,231131,88164,1168,14094,340,11524,12263,3508,8755,"Tampa city, Florida",64,7772,6193,1248,2671,458,3509,2996,2041,2208
"G12071625","2014","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,
"G12072145","2014","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",87874,72504,6299,133,4421,0,2283,2234,135,2099,"Town 'n' Country CDP, Florida",7805,8167,2411,169,1992,214,2400,895,157,860
"G12076582","2014","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",69091,57471,5089,969,2574,0,1932,1056,468,588,"Weston city, Florida",36,4137,3719,1492,1392,214,1474,619,470,420
"G12076600","2014","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",104017,58348,34889,0,4533,198,3566,2483,1061,1422,"West Palm Beach city, Florida",52,4352,4269,214,1863,298,1623,995,916,682
"G13001052","2014","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",,,,,,,,,,,"Albany city, Georgia",,,,,,,,,,
"G13003440","2014","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",119841,75599,33041,52,5565,0,3544,2040,252,1788,"Athens-Clarke County unified government (balance), Georgia",322,2245,736,104,580,211,2170,863,371,683
"G13004000","2014","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",456012,188315,234394,638,17133,81,6044,9407,1261,8146,"Atlanta city, Georgia",48,6466,7609,483,2629,109,2585,2039,793,1930
"G13004204","2014","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",197465,76062,111432,405,3681,0,1856,4029,287,3742,"Augusta-Richmond County consolidated government (balance), Georgia",1134,1524,1711,379,474,211,1037,1416,285,1398
"G13019000","2014","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",200887,91379,89440,843,4689,322,7206,7008,1296,5712,"Columbus city, Georgia",0,1800,1679,285,766,503,1990,1660,986,1394
"G13042425","2014","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",83108,50622,8616,81,21177,0,611,2001,290,1711,"Johns Creek city, Georgia",40,4950,5969,138,3498,211,613,1119,426,1118
"G13049008","2014","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",153633,66160,81483,0,3060,37,277,2616,214,2402,"Macon-Bibb County, Georgia",206,410,1329,211,218,76,311,1340,276,1341
"G13067284","2014","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",94073,72875,12074,356,6322,132,929,1385,377,1008,"Roswell city, Georgia",63,4290,3484,356,2553,222,928,818,381,727
"G13068516","2014","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",101914,67771,22990,208,7409,112,1204,2220,557,1663,"Sandy Springs city, Georgia",39,3982,3326,239,2086,141,1340,932,552,820
"G13069000","2014","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",144355,56434,79829,184,2915,299,1416,3278,397,2881,"Savannah city, Georgia",33,3663,3672,174,897,163,928,1131,314,1027
"G13080508","2014","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",73060,37604,27923,1033,2303,0,1952,2245,770,1475,"Warner Robins city, Georgia",249,4068,3508,1072,974,211,1737,1376,1228,820
"G15071550","2014","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",350403,59358,6229,504,188187,34203,4157,57765,2484,55281,"Urban Honolulu CDP, Hawaii",52,4001,1362,367,6389,4953,1405,4870,1020,4845
"G16008830","2014","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",216280,189444,5660,2096,8529,0,3387,7164,828,6336,"Boise City city, Idaho",38,3391,1090,1103,3499,190,1976,2594,497,2487
"G16052120","2014","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,
"G16056260","2014","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",88208,77022,502,1441,1421,223,4254,3345,1087,2258,"Nampa city, Idaho",27,2763,564,992,828,216,1891,1365,929,1167
"G17002154","2014","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",74445,63594,1591,215,5684,0,2156,1205,390,815,"Arlington Heights village, Illinois",1728,2376,589,360,1315,182,1331,729,474,568
"G17003012","2014","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",200708,108563,24226,1114,13694,0,46303,6808,1430,5378,"Aurora city, Illinois",6499,7904,4529,1013,3127,182,6132,1930,807,1703
"G17006613","2014","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",78743,62291,7196,31,5734,0,2078,1413,283,1130,"Bloomington city, Illinois",47,2445,1765,53,1081,182,1255,563,391,517
"G17007133","2014","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",73414,31390,17310,0,6442,0,14718,3554,561,2993,"Bolingbrook village, Illinois",2950,3903,3627,182,1895,182,4570,1647,731,1495
"G17012385","2014","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",84520,58095,14631,96,9262,0,264,2172,0,2172,"Champaign city, Illinois",33,2780,2278,152,1775,182,307,1034,182,1034
"G17014000","2014","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",2722407,1317969,852756,7567,164633,1012,313392,65078,20746,44332,"Chicago city, Illinois",79,18162,9974,1886,9999,520,16057,6123,3429,4474
"G17014351","2014","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",84359,38660,4333,302,392,38,39338,1296,1255,41,"Cicero town, Illinois",29,4637,2152,388,336,63,4866,874,870,67
"G17018823","2014","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",73081,52791,14645,360,1012,0,98,4175,257,3918,"Decatur city, Illinois",2306,2177,1666,457,412,182,82,1197,314,1169
"G17023074","2014","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",116548,77318,7982,1315,7382,0,19415,3136,708,2428,"Elgin city, Illinois",4387,6133,2768,1352,2546,182,5024,1387,525,1270
"G17024582","2014","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",75657,53053,13875,97,4641,36,1517,2438,234,2204,"Evanston city, Illinois",29,3023,2408,158,992,73,1297,935,272,900
"G17038570","2014","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",146578,91846,27243,848,4390,0,17197,5054,937,4117,"Joliet city, Illinois",5331,5439,4252,699,1799,182,3644,1873,660,1773
"G17051622","2014","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",145396,105858,6869,271,26893,0,1333,4172,430,3742,"Naperville city, Illinois",1179,4826,2362,264,3911,182,724,1434,376,1435
"G17057225","2014","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",69357,49525,1850,0,9186,0,7430,1366,617,749,"Palatine village, Illinois",54,3896,1151,182,3031,182,3332,950,686,661
"G17059000","2014","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",117288,72749,29175,505,6125,36,4048,4650,790,3860,"Peoria city, Illinois",2499,3442,2461,267,941,61,1675,1573,680,1425
"G17065000","2014","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",148996,100083,31647,752,4837,0,6688,4989,891,4098,"Rockford city, Illinois",2067,3803,2794,884,940,182,2112,1362,588,1225
"G17068003","2014","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",75287,51747,3063,85,14270,50,4542,1530,276,1254,"Schaumburg village, Illinois",1745,3732,1393,108,2727,85,2702,625,266,605
"G17070122","2014","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",65128,38619,5624,0,17626,0,808,2451,277,2174,"Skokie village, Illinois",60,3963,2656,182,3393,182,808,1127,373,1059
"G17072000","2014","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",116649,84056,24449,285,2655,93,2442,2669,286,2383,"Springfield city, Illinois",92,1701,1044,214,752,158,1303,907,336,884
"G17079293","2014","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",88998,61329,14983,242,6141,196,2970,3137,1011,2126,"Waukegan city, Illinois",4099,4409,2998,245,1683,316,1149,1851,861,1570
"G18005860","2014","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",83423,67845,4127,465,7956,0,552,2478,114,2364,"Bloomington city, Indiana",3230,3086,687,353,917,187,426,832,166,781
"G18010342","2014","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",87015,75200,892,0,9233,0,709,981,136,845,"Carmel city, Indiana",1477,2379,597,187,1718,187,675,568,229,548
"G18022000","2014","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",121299,98832,15483,125,1063,193,1892,3711,647,3064,"Evansville city, Indiana",2530,2807,1167,172,806,292,1140,1229,563,992
"G18023278","2014","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",84967,71598,5601,0,4820,0,0,2948,336,2612,"Fishers town, Indiana",2729,3903,1790,187,1668,187,187,1385,287,1340
"G18025000","2014","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",256023,188136,37046,374,11591,23,7200,11653,536,11117,"Fort Wayne city, Indiana",4297,4512,3100,293,1349,38,1920,2113,491,2029
"G18027000","2014","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",71180,9198,58451,35,70,0,1436,1990,132,1858,"Gary city, Indiana",3270,1934,3232,73,102,187,793,908,133,898
"G18031000","2014","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",78383,39842,15713,254,357,0,17902,4315,1477,2838,"Hammond city, Indiana",27,3029,2594,379,298,187,3224,1809,694,1673
"G18036003","2014","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",851353,538499,234712,1642,22865,1197,29723,22715,1824,20891,"Indianapolis city (balance), Indiana",3661,8160,5138,1200,1509,1066,6604,2760,941,2582
"G18040788","2014","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",67012,55778,6416,0,1801,0,740,2277,33,2244,"Lafayette city, Indiana",2808,2945,1240,187,1021,187,572,1012,57,1007
"G18051876","2014","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",70580,58502,8491,0,1521,16,603,1447,125,1322,"Muncie city, Indiana",1724,1780,744,187,320,34,600,768,133,755
"G18071000","2014","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",103019,66836,26037,402,1879,61,1990,5814,649,5165,"South Bend city, Indiana",3975,4051,2353,359,999,103,819,1726,563,1685
"G19012000","2014","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",129183,113288,7185,180,4856,0,617,3057,123,2934,"Cedar Rapids city, Iowa",47,1887,1810,220,651,155,596,1053,124,1039
"G19019000","2014","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",102431,82549,12011,559,2901,0,948,3463,262,3201,"Davenport city, Iowa",59,1525,1313,344,1029,155,550,1309,221,1277
"G19021000","2014","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",209064,162648,24954,651,12270,381,1420,6740,336,6404,"Des Moines city, Iowa",91,2288,1985,490,1856,620,627,1657,310,1606
"G19038595","2014","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",73424,61104,3657,376,5244,0,440,2603,154,2449,"Iowa City city, Iowa",35,2057,1440,256,1278,155,263,1164,180,1191
"G19073335","2014","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",81392,68647,2873,2288,2845,0,2879,1860,146,1714,"Sioux City city, Iowa",2120,2543,652,445,219,155,1254,790,166,769
"G19082425","2014","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",68365,51181,10865,168,1802,0,1924,2425,241,2184,"Waterloo city, Iowa",23,1359,1044,136,895,155,971,986,233,914
"G20036000","2014","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",148323,89758,36749,1133,5739,1048,9223,4673,947,3726,"Kansas City city, Kansas",2214,2884,1866,403,276,1526,2072,1355,682,1071
"G20038900","2014","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",91282,74304,4048,2630,5467,0,555,4278,511,3767,"Lawrence city, Kansas",3167,2980,933,607,827,168,568,1359,550,1199
"G20052575","2014","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",133059,115210,5316,240,6467,0,1727,4099,672,3427,"Olathe city, Kansas",41,2961,1557,184,2161,168,919,1459,597,1246
"G20053775","2014","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",184524,158289,8210,290,11133,205,1091,5306,293,5013,"Overland Park city, Kansas",45,2769,2007,207,1796,285,747,1440,251,1433
"G20071000","2014","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",127223,101516,13814,1156,1091,0,1351,8295,1235,7060,"Topeka city, Kansas",37,1528,1671,465,591,168,808,1756,846,1636
"G20079000","2014","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",388413,291746,45961,4132,18450,0,12083,16041,1556,14485,"Wichita city, Kansas",40,4233,2832,1393,1724,168,2986,2301,669,2330
"G21046027","2014","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",310797,235076,44857,1816,11115,364,8428,9141,856,8285,"Lexington-Fayette urban county, Kentucky",0,2571,1585,1482,819,459,2384,2065,843,1783
"G21048006","2014","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",612775,433942,141930,1455,14568,491,2376,18013,1461,16552,"Louisville/Jefferson County metro government (balance), Kentucky",59,3159,3912,633,1633,475,1050,3220,750,3248
"G22005000","2014","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",228909,88292,128973,545,6305,63,2114,2617,64,2553,"Baton Rouge city, Louisiana",58,5072,5036,410,2156,104,1181,997,109,995
"G22008920","2014","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",67453,44248,17473,211,1219,1357,472,2473,209,2264,"Bossier City city, Louisiana",64,2063,2278,277,781,1364,463,961,226,962
"G22039475","2014","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",67058,43967,14145,353,4168,0,3206,1219,212,1007,"Kenner city, Louisiana",34,3587,3020,478,2080,201,1608,811,260,750
"G22040735","2014","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126068,85031,36362,149,2367,0,0,2159,75,2084,"Lafayette city, Louisiana",32,3810,3780,203,1026,201,201,1255,130,1228
"G22041155","2014","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",74875,34284,36649,116,1900,0,291,1635,176,1459,"Lake Charles city, Louisiana",52,2948,2862,133,852,201,264,889,265,858
"G22050115","2014","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",144239,119055,14604,266,6248,0,2482,1584,424,1160,"Metairie CDP, Louisiana",7122,6601,2213,338,1679,201,1233,730,405,515
"G22055000","2014","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",384320,133630,227369,442,11598,393,5219,5669,499,5170,"New Orleans city, Louisiana",0,1480,1646,339,622,490,1622,1073,307,1032
