GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G36049121","2014","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68455,17362,42867,411,1192,0,4663,1960,1507,453,"Mount Vernon city, New York",29,2550,2940,361,628,189,1903,1157,1131,274
"G36050617","2014","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79630,49484,17528,175,3535,0,6029,2879,1631,1248,"New Rochelle city, New York",37,3479,3018,207,994,189,2485,1433,1245,694
"G36051000","2014","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8491079,3619690,2079129,33983,1172114,2946,1317266,265951,76637,189314,"New York city, New York",0,25481,12456,5370,7280,1144,27529,12881,5848,11719
"G36063000","2014","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",209974,94282,88062,3122,7767,0,7121,9620,1794,7826,"Rochester city, New York",46,4663,4152,1154,1782,189,2402,1709,948,1482
"G36065508","2014","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65930,39525,13749,33,4662,0,3798,4163,768,3395,"Schenectady city, New York",30,1825,2273,58,1151,189,1811,1489,667,1397
"G36073000","2014","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",144263,78337,42473,893,11315,0,3227,8018,1552,6466,"Syracuse city, New York",28,3157,3262,485,1279,189,1134,1994,953,1610
"G36084000","2014","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",200665,119897,32408,986,17238,0,22723,7413,3222,4191,"Yonkers city, New York",47,5871,4315,728,2644,189,4255,2221,1473,1726
"G37002140","2014","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",87884,68074,13150,682,2877,0,653,2448,715,1733,"Asheville city, North Carolina",25,2010,1661,548,752,198,704,1133,729,923
"G37010740","2014","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",155724,110537,12152,284,26563,13,1761,4414,0,4414,"Cary town, North Carolina",708,4017,2701,391,3050,35,1419,1666,198,1666
"G37012000","2014","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",809974,408296,282495,1781,49863,58,44229,23252,1826,21426,"Charlotte city, North Carolina",78,6649,5021,746,2045,73,5471,3490,729,3409
"G37014100","2014","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",85571,57214,18644,509,3481,0,4818,905,175,730,"Concord city, North Carolina",44,2734,2095,510,1036,198,2212,495,225,439
"G37019000","2014","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",251872,118247,102246,244,12004,226,12262,6643,1383,5260,"Durham city, North Carolina",45,4371,2575,327,1439,280,3356,1862,1136,1650
"G37022920","2014","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",203939,96004,84540,1476,6911,468,3828,10712,835,9877,"Fayetteville city, North Carolina",49,3409,3609,576,966,500,1383,2330,648,2093
"G37025580","2014","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",73696,46382,20271,77,1377,0,3711,1878,66,1812,"Gastonia city, North Carolina",28,2869,2218,132,822,198,1745,998,105,996
"G37028000","2014","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",282558,133640,118953,1713,13264,206,8984,5798,1200,4598,"Greensboro city, North Carolina",98,5226,4782,534,2566,194,2946,1905,949,1683
"G37028080","2014","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",89850,47533,33889,518,2504,25,2608,2773,259,2514,"Greenville city, North Carolina",25,3383,3330,470,613,53,1357,962,311,953
"G37031400","2014","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",107957,58616,36115,246,5925,0,4566,2489,303,2186,"High Point city, North Carolina",1628,4511,4199,303,2399,198,2240,947,348,905
"G37034200","2014","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",69031,41263,18486,567,597,18,3605,4495,826,3669,"Jacksonville city, North Carolina",57,4357,4175,607,322,28,2468,1947,842,1857
"G37055000","2014","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",439884,269502,119672,2095,15736,464,20991,11424,1839,9585,"Raleigh city, North Carolina",657,9683,6521,1035,2744,192,6286,2761,1227,2467
"G37074440","2014","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",113676,89124,20236,89,1339,0,1950,938,192,746,"Wilmington city, North Carolina",71,3098,2482,145,737,198,1466,413,207,383
"G37075000","2014","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",239273,132782,82167,434,4363,0,14394,5133,372,4761,"Winston-Salem city, North Carolina",44,3799,2793,388,1037,198,3931,1554,256,1472
"G38007200","2014","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",,,,,,,,,,,"Bismarck city, North Dakota",,,,,,,,,,
"G38025700","2014","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",116572,100939,5999,1506,4518,0,1155,2455,121,2334,"Fargo city, North Dakota",2487,2729,840,625,574,147,1193,1445,221,1437
"G39001000","2014","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197846,122140,59236,215,7399,0,1484,7372,0,7372,"Akron city, Ohio",53,4112,3471,287,2270,185,1012,1994,185,1994
"G39012000","2014","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",,,,,,,,,,,"Canton city, Ohio",,,,,,,,,,
"G39015000","2014","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",298162,148742,129638,448,4737,86,4632,9879,810,9069,"Cincinnati city, Ohio",38,4906,5659,341,1009,142,2291,2337,1098,1936
"G39016000","2014","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",389524,146208,208004,1432,7221,24,11342,15293,3098,12195,"Cleveland city, Ohio",38,6061,5682,819,1820,39,2229,2631,1516,2278
"G39018000","2014","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",836293,513069,231302,1097,42795,125,11784,36121,2474,33647,"Columbus city, Ohio",2656,7109,6514,492,3154,147,2838,4765,1367,4480
"G39021000","2014","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140995,73337,60206,1105,460,0,1464,4423,0,4423,"Dayton city, Ohio",42,2881,3012,890,250,185,1190,1374,185,1374
"G39044856","2014","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63774,48709,9150,504,547,0,2065,2799,597,2202,"Lorain city, Ohio",31,2237,2108,473,460,185,1235,1068,546,931
"G39061000","2014","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",80023,72681,2172,679,1436,0,920,2135,386,1749,"Parma city, Ohio",37,2365,1351,1070,1031,185,659,933,340,846
"G39077000","2014","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",281014,180887,71542,631,3897,25,6182,17850,4845,13005,"Toledo city, Ohio",67,3290,3104,344,1165,41,1663,3074,1506,2597
"G39088000","2014","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",65051,31947,28618,156,482,0,755,3093,466,2627,"Youngstown city, Ohio",21,1551,1971,160,405,185,363,1334,553,1180
"G40009050","2014","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",106226,83827,4298,4121,2998,0,490,10492,193,10299,"Broken Arrow city, Oklahoma",1783,2808,1382,814,900,153,393,1823,170,1806
"G40023200","2014","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",88594,71199,4183,2012,1595,511,461,8633,47,8586,"Edmond city, Oklahoma",50,2676,1644,761,643,396,298,2537,76,2543
"G40041850","2014","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",97017,57575,20256,5403,1639,581,2601,8962,935,8027,"Lawton city, Oklahoma",23,2112,1426,1488,575,420,1374,1991,602,1850
"G40052500","2014","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",118046,95207,6469,4037,4620,30,748,6935,1411,5524,"Norman city, Oklahoma",41,3191,1485,1799,1303,58,552,2349,2046,1452
"G40055000","2014","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",620553,421536,90870,18077,29854,370,20580,39266,1902,37364,"Oklahoma City city, Oklahoma",88,6462,4311,2427,2483,364,3570,4263,949,3964
"G40075000","2014","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",399274,255794,59949,16250,11214,813,23833,31421,901,30520,"Tulsa city, Oklahoma",892,3885,2160,1723,1474,680,2360,2472,427,2481
"G41005350","2014","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",95113,70563,1294,584,9998,1225,6490,4959,520,4439,"Beaverton city, Oregon",40,3384,667,406,2442,1031,2795,1911,407,1838
"G41005800","2014","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",84075,77754,635,285,1995,0,435,2971,0,2971,"Bend city, Oregon",25,1754,324,348,885,197,435,1547,197,1547
"G41023850","2014","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",160552,135434,2451,1337,6454,301,3842,10733,231,10502,"Eugene city, Oregon",44,2831,835,774,1215,180,1728,2037,199,1986
"G41031250","2014","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",109877,84753,4797,1690,6091,330,6058,6158,661,5497,"Gresham city, Oregon",64,4526,2483,1121,2476,429,2876,2005,581,1906
"G41034100","2014","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",99374,75109,1043,1582,9449,548,5193,6450,578,5872,"Hillsboro city, Oregon",71,3135,626,1192,1880,454,2277,2120,637,2214
"G41047000","2014","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",78560,71608,539,62,1465,0,674,4212,0,4212,"Medford city, Oregon",28,1432,559,91,681,197,456,1490,197,1490
"G41059000","2014","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",619445,476461,34381,4680,42807,4477,21350,35289,4162,31127,"Portland city, Oregon",1277,5833,3144,1298,2662,743,4791,3968,1600,3407
"G41064900","2014","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",161648,125796,2330,2779,4870,1612,10541,13720,2778,10942,"Salem city, Oregon",58,5038,794,1573,1229,1183,4254,3576,1798,3258
"G42002000","2014","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",119105,63742,17406,559,2666,0,29807,4925,1720,3205,"Allentown city, Pennsylvania",26,4510,2345,243,1572,168,4633,1584,830,1332
"G42006088","2014","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",78759,61212,5988,385,1822,0,4725,4627,672,3955,"Bethlehem city, Pennsylvania",3231,3339,2178,317,524,168,1718,1845,471,1864
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",99466,72897,16471,406,3147,149,1368,5028,664,4364,"Erie city, Pennsylvania",51,1885,2052,252,627,187,782,1699,476,1626
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1560297,664708,660704,7367,109068,897,74053,43500,5637,37863,"Philadelphia city, Pennsylvania",0,8493,6477,2603,1840,520,8899,5793,1690,5473
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",305434,203801,72766,562,16972,0,2564,8769,522,8247,"Pittsburgh city, Pennsylvania",86,5318,4311,278,2813,168,1390,1695,324,1625
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",87809,41365,10675,2530,311,0,7348,25580,986,24594,"Reading city, Pennsylvania",31,3766,2080,1229,237,168,2451,4289,579,4310
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75278,64820,5937,108,2885,15,786,727,0,727,"Scranton city, Pennsylvania",25,1260,876,114,694,29,573,501,168,501
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81029,66488,4751,201,5752,0,2054,1783,59,1724,"Cranston city, Rhode Island",36,3049,2082,153,2173,203,1137,885,75,875
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71490,46086,12605,216,1140,0,7335,4108,1628,2480,"Pawtucket city, Rhode Island",44,3204,2522,235,719,203,2509,1371,903,1185
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179142,89028,30684,2595,12505,385,36905,7040,2176,4864,"Providence city, Rhode Island",49,4673,3591,993,2315,421,4158,1969,1201,1627
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81964,75191,1190,315,2705,0,1464,1099,107,992,"Warwick city, Rhode Island",19,1655,594,324,684,203,1157,479,124,465
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",130750,97218,28229,80,2470,0,329,2424,0,2424,"Charleston city, South Carolina",2072,4554,3494,75,949,200,329,831,200,831
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",131758,72731,51665,102,2787,31,692,3750,354,3396,"Columbia city, South Carolina",209,3758,3741,100,1117,60,419,1163,276,1203
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",107972,46163,52714,190,3246,0,1975,3684,0,3684,"North Charleston city, South Carolina",2946,4110,3407,189,1070,200,1345,1317,200,1317
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",69967,37827,27268,214,968,99,790,2801,63,2738,"Rock Hill city, South Carolina",31,3040,2918,275,642,166,702,1968,97,1972
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",72642,57259,1562,7532,1082,0,999,4208,86,4122,"Rapid City city, South Dakota",24,1475,767,1302,511,151,837,1340,116,1332
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",168604,145443,8452,5162,3482,0,1926,4139,506,3633,"Sioux Falls city, South Dakota",64,1641,1274,476,585,151,1280,1392,512,1341
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",173778,105655,58595,143,3549,218,1085,4533,494,4039,"Chattanooga city, Tennessee",33,3001,2640,179,940,374,817,1224,773,1242
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",146814,97395,35177,656,2979,0,2901,7706,686,7020,"Clarksville city, Tennessee",36,2166,1974,346,801,198,1305,2016,486,2050
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",67308,33075,31558,284,986,0,381,1024,0,1024,"Jackson city, Tennessee",40,1625,1522,269,310,198,575,653,198,653
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65820,57325,4711,167,1273,0,73,2271,57,2214,"Johnson City city, Tennessee",961,1051,825,214,603,198,130,877,100,878
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",184292,133142,35999,1679,3390,0,3895,6187,471,5716,"Knoxville city, Tennessee",48,2500,1909,998,1062,198,1500,1482,461,1426
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",656876,189255,420976,1117,10640,413,21742,12733,1061,11672,"Memphis city, Tennessee",69,7188,6647,729,1993,399,3660,3725,1012,3709
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",120960,89251,21142,59,4798,0,2544,3166,157,3009,"Murfreesboro city, Tennessee",37,3663,3139,103,1444,198,1676,1131,270,1082
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",644008,399586,180752,1541,21460,380,25283,15006,2977,12029,"Nashville-Davidson metropolitan government (balance), Tennessee",29,5126,2607,792,1256,138,5036,2732,1504,2134
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",120176,88346,11754,1330,2187,107,12127,4325,1567,2758,"Abilene city, Texas",3522,3589,1026,459,588,189,2320,1124,640,927
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",94170,68325,5520,789,16120,0,946,2470,188,2282,"Allen city, Texas",38,5200,2750,571,4498,211,602,1127,232,1149
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200246,167983,11618,784,7037,594,4755,7475,1659,5816,"Amarillo city, Texas",1710,2638,1654,294,797,756,1528,1857,745,1595
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",383202,253826,77883,1194,25028,406,12867,11998,2359,9639,"Arlington city, Texas",52,8226,6867,689,4379,344,4065,2955,1595,2295
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",73017,52319,10997,0,1261,713,5294,2433,502,1931,"Atascocita CDP, Texas",8473,6834,3965,211,886,1008,3138,1087,469,908
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",912798,701658,72160,2931,64974,315,44680,26080,3973,22107,"Austin city, Texas",79,8891,4905,1013,3599,306,6684,3128,1624,2661
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",75670,53295,13249,350,1248,0,6170,1358,439,919,"Baytown city, Texas",1543,5012,3667,309,1234,211,2569,792,354,767
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",117576,52210,58413,0,2940,0,2655,1358,371,987,"Beaumont city, Texas",44,3363,2646,211,1165,211,1287,730,482,571
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183016,175855,911,177,1119,0,4101,853,338,515,"Brownsville city, Texas",112,1719,609,188,731,211,1255,624,272,571
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",80916,50743,14813,0,929,0,11310,3121,595,2526,"Bryan city, Texas",24,3522,1905,211,598,211,3559,1237,491,1138
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",128342,89953,10914,570,19247,313,4055,3290,997,2293,"Carrollton city, Texas",53,4371,2901,464,3428,350,1617,1132,601,1021
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",103486,80553,6340,327,10763,0,2690,2813,270,2543,"College Station city, Texas",28,2373,1739,297,877,211,1481,974,261,997
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",65873,57234,4880,0,1416,0,1351,992,506,486,"Conroe city, Texas",27,2080,1789,211,914,211,873,817,706,478
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",320431,282633,14552,1257,6784,131,9666,5408,2122,3286,"Corpus Christi city, Texas",22,2961,768,716,535,209,2343,1819,1147,1208
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1281031,792715,310838,4510,42209,753,98712,31294,6324,24970,"Dallas city, Texas",70,14495,9216,1425,5585,485,10256,4685,1708,3929
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",128200,101919,13052,827,3749,0,3779,4874,473,4401,"Denton city, Texas",35,4156,2802,593,1340,211,2123,1820,386,1749
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",679024,568476,28863,3965,8416,319,53914,15071,3814,11257,"El Paso city, Texas",50,7113,2486,1085,998,274,6296,3122,1122,2913
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",69419,54706,2843,367,8542,0,785,2176,290,1886,"Flower Mound town, Texas",33,2406,1055,269,2316,211,414,881,307,833
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",812553,525181,162304,3868,29732,556,64423,26489,4725,21764,"Fort Worth city, Texas",2543,11440,8662,1547,4463,488,8599,4480,1691,3893
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",145038,102667,10727,732,22198,195,3749,4770,702,4068,"Frisco city, Texas",45,4764,2487,575,2882,268,1808,1361,458,1236
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",235597,145171,28683,711,24547,64,27310,9111,1327,7784,"Garland city, Texas",600,7782,4799,541,4934,111,6401,3440,856,3268
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",185415,113461,41940,1255,10522,128,12571,5538,830,4708,"Grand Prairie city, Texas",48,7153,5810,1146,3212,137,4076,1594,508,1447
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65914,60665,751,353,675,0,1740,1730,744,986,"Harlingen city, Texas",30,1867,557,493,645,211,1034,1012,643,778
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2240796,1291693,524877,10572,154325,1499,215200,42630,11124,31506,"Houston city, Texas",2639,19902,14747,3695,9462,913,14755,6039,3485,4292
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",232413,138178,29699,829,39597,137,16866,7107,1338,5769,"Irving city, Texas",46,6284,4354,413,3728,234,3868,1616,622,1448
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",138143,54492,48333,2156,5225,2243,15655,10039,1287,8752,"Killeen city, Texas",54,4201,4362,1197,1502,461,4815,2225,611,2137
