GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",54272,52188,268,0,208,1053,967,1118,1185,1939,4044,4006,4129,3415,3950,3165,4125,5748,2996,6364,2380,671,457,2084,"Bell County, Texas",3074,2999,276,211,329,426,500,557,511,677,1000,1038,849,1056,1074,1027,1186,1255,974,1558,941,301,418,735
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",263636,253589,3109,2980,3229,3858,3033,2875,4153,7838,9507,14151,16098,19190,20441,19889,16835,32712,20581,28293,12081,9616,3120,10047,"Bexar County, Texas",6039,5973,863,854,803,1032,1083,780,1138,1685,1386,2005,2103,2437,2792,2612,2188,3195,2710,2990,1627,1844,822,1655
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",12113,10729,390,191,139,125,217,623,385,1099,899,558,1983,570,1138,351,388,1041,210,339,9,0,74,1384,"Bowie County, Texas",1492,1377,450,183,203,125,236,480,285,609,469,277,996,439,623,270,414,594,276,371,14,211,125,563
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",31792,29873,0,288,906,321,591,667,698,783,675,892,2242,2160,1988,1522,1759,3332,2653,4406,1112,2702,176,1919,"Brazoria County, Texas",2778,2753,211,259,563,259,307,651,381,498,424,481,928,734,960,647,674,1080,1176,1386,667,1248,262,752
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",44522,43389,431,291,706,158,232,555,521,1411,3034,3028,3600,3447,3800,2964,2200,5275,2097,3316,2207,3407,709,1133,"Brazos County, Texas",1994,2009,318,275,471,173,269,339,551,588,971,988,1047,1029,1023,920,860,1296,850,1105,798,1267,459,553
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",40005,36468,1120,913,1826,1210,1052,1981,3202,3366,3393,3639,2808,2433,2693,1149,1800,1454,1107,1003,266,53,0,3537,"Cameron County, Texas",2709,2592,551,457,742,474,580,809,1037,1062,1106,1015,910,935,976,563,802,670,652,456,262,87,211,946
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",104715,101958,181,712,148,394,533,303,915,674,846,1738,1219,3574,4263,6290,6930,16878,10678,20081,11092,12045,2464,2757,"Collin County, Texas",4068,4035,188,497,241,424,370,322,565,467,668,1008,593,941,1188,1482,1440,2340,1958,2303,1800,1764,792,967
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",10966,9939,192,301,224,0,51,182,106,236,251,169,459,615,513,999,410,1596,705,1317,551,779,283,1027,"Comal County, Texas",1579,1469,183,445,201,211,87,183,168,275,283,209,485,429,395,530,297,659,436,621,404,538,224,569
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",9807,9067,6,116,39,23,75,437,541,666,398,473,750,298,710,350,456,606,305,2026,662,130,0,740,"Coryell County, Texas",1199,1165,12,129,47,20,129,386,411,439,325,350,394,265,490,369,314,398,271,630,373,137,211,384
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",444188,434645,5375,3579,2090,3990,2100,4284,4115,8649,14407,25686,29595,41935,30228,36766,29676,55767,32456,51218,24823,17368,10538,9543,"Dallas County, Texas",8407,8140,1503,1002,660,1037,679,1105,1058,1592,1922,2781,2381,3420,3547,2951,2636,4243,3485,4070,2418,2543,1560,1349
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",97560,95818,0,245,212,174,35,474,629,675,1767,2767,4100,5790,6345,8865,7756,13440,9081,15218,10188,5898,2159,1742,"Denton County, Texas",4355,4308,211,171,218,164,47,345,693,348,928,790,1137,1277,1352,1467,1637,2278,1670,2083,1846,1611,762,592
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",18832,16294,108,115,432,474,219,212,355,400,453,238,736,713,620,556,405,2413,1353,3384,1713,1273,122,2538,"Ector County, Texas",1956,1705,137,190,425,412,245,191,310,331,401,276,517,479,343,371,402,900,703,1226,795,725,159,992
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",16229,14569,221,263,36,131,298,0,349,438,410,666,592,886,1400,2119,1340,1234,852,2216,657,201,260,1660,"Ellis County, Texas",1974,1895,197,218,59,204,250,211,266,315,247,438,400,584,632,958,719,519,556,977,446,205,254,704
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",98594,93114,2679,2269,2059,3387,2026,2845,5972,3487,4948,3950,6056,8849,6463,6403,6054,7921,5078,7896,2335,1653,784,5480,"El Paso County, Texas",3722,3759,849,726,748,1031,764,849,1309,952,1195,1035,1285,1543,1551,1469,1561,1700,1270,1603,750,644,408,1271
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",44654,43431,160,0,119,108,128,738,365,631,1676,1796,615,1476,2022,1102,1767,4086,4703,10354,5051,4352,2182,1223,"Fort Bend County, Texas",3739,3719,218,211,212,134,211,498,378,386,899,1121,351,805,795,592,1082,1459,1417,2076,1491,1326,730,537
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",42421,39436,855,371,35,517,540,528,818,928,1071,1803,1685,3084,3522,3603,2691,4994,3137,3634,3560,907,1153,2985,"Galveston County, Texas",3082,3010,496,277,59,381,521,344,523,444,676,627,628,721,1089,1098,914,1175,1198,1177,1530,626,576,1154
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",15117,13952,40,147,199,247,510,165,204,1211,1237,1266,1214,1427,1420,988,754,754,741,685,493,203,47,1165,"Grayson County, Texas",1536,1480,67,89,198,204,526,161,184,648,605,624,469,615,683,475,392,337,501,524,354,177,75,527
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",17129,16210,168,532,375,541,659,653,299,753,279,1578,1096,2209,1360,1672,693,1013,418,1369,67,213,263,919,"Gregg County, Texas",1825,1678,210,316,417,434,533,438,281,510,210,604,508,960,690,898,460,500,276,679,118,206,193,525
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",13159,12885,205,0,58,435,344,58,403,397,1055,890,551,633,1014,528,918,1276,883,1388,1017,793,39,274,"Guadalupe County, Texas",1479,1486,296,211,99,370,317,74,389,335,555,444,310,356,571,301,612,707,550,612,454,438,64,182
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",724485,702994,4005,3344,3427,5047,4601,6991,8619,16136,28253,45313,50394,52218,51355,57449,47029,78579,56990,80341,47435,39254,16214,21491,"Harris County, Texas",12018,11721,1046,905,868,1044,1193,1497,1848,1947,2614,3629,3711,4410,4173,4970,4108,5903,4067,5847,4628,4087,2161,2988
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",24552,23923,53,395,43,239,95,438,543,0,769,1176,707,1735,1861,1429,2273,2969,1910,3391,2580,1162,155,629,"Hays County, Texas",2048,2014,93,382,72,383,156,526,446,211,449,640,479,971,825,731,1010,1088,716,1402,1051,744,218,427
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",7303,6061,0,150,63,66,229,76,536,480,512,588,581,498,556,685,370,215,149,172,57,0,78,1242,"Henderson County, Texas",1282,1227,211,153,53,86,326,91,295,303,314,352,325,469,342,487,354,163,187,151,94,211,130,509
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",72304,65610,1199,1995,2778,1770,2871,4083,5065,4786,5919,6787,5428,6214,4129,2534,2135,3070,1445,1379,1027,568,428,6694,"Hidalgo County, Texas",4224,4409,671,678,1024,859,1001,1335,1476,1425,1259,1605,1426,1623,1422,1022,848,916,652,680,602,454,498,1392
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",9564,8424,270,208,234,180,325,177,400,807,606,1164,693,712,428,796,527,391,268,159,79,0,0,1140,"Hunt County, Texas",1499,1387,248,195,211,154,275,136,345,427,380,541,466,505,362,630,379,221,226,142,130,211,211,503
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",37124,34612,865,794,2189,385,1788,1360,1339,2097,1253,3082,2278,3277,2732,2823,3000,1743,1584,1725,62,236,0,2512,"Jefferson County, Texas",2534,2479,562,428,863,239,715,717,667,844,599,948,841,840,931,891,1061,1012,756,749,103,213,211,824
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",13988,13153,25,0,120,530,540,244,36,396,359,1370,1464,1066,1572,762,684,1512,1060,1022,319,72,0,835,"Johnson County, Texas",1666,1648,42,211,143,405,448,303,59,250,248,469,758,537,713,504,368,576,604,713,239,116,211,372
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",8264,7594,0,0,0,0,130,175,441,878,501,931,181,723,395,404,395,1207,467,538,172,56,0,670,"Kaufman County, Texas",1542,1446,211,211,211,211,150,198,405,559,482,688,182,434,363,294,296,513,318,322,149,96,211,359
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",48965,47177,252,276,78,905,399,930,1275,1614,3880,4836,5888,3724,2626,2202,3283,5088,3645,2907,1123,1268,978,1788,"Lubbock County, Texas",2799,2726,264,266,130,830,346,571,543,685,958,1235,1518,1150,827,806,961,1353,1061,1044,481,648,445,768
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",36855,35026,342,685,339,445,539,689,1925,2123,3235,3377,3572,2608,3451,2542,1254,2743,1977,1539,580,607,454,1829,"McLennan County, Texas",2372,2224,261,400,324,319,385,387,751,831,1027,1052,1118,780,926,822,634,911,816,607,368,390,298,632
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",18243,16886,0,0,97,531,0,51,210,0,70,619,53,520,729,223,547,1711,1550,4394,2053,2883,645,1357,"Midland County, Texas",1985,1871,211,211,171,481,211,93,219,211,118,530,90,399,449,269,427,792,744,1056,778,960,490,726
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",53442,48481,282,411,775,1243,677,747,292,1063,2606,2334,1171,1937,2389,1680,1887,4848,4871,7054,4620,4642,2952,4961,"Montgomery County, Texas",4177,3874,281,287,296,900,438,638,363,621,2014,924,710,937,1133,925,835,1466,1428,1665,1526,1642,1175,1804
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",11492,9809,246,158,406,231,267,360,511,571,402,992,789,1349,763,1058,465,420,253,478,28,62,0,1683,"Nacogdoches County, Texas",1341,1370,240,163,326,250,326,270,326,373,282,537,426,518,453,597,370,294,226,399,49,113,211,628
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",53801,51212,1193,830,661,1007,834,847,1161,2195,2645,3277,2574,2972,3552,2734,2961,7903,4748,5238,2189,1092,599,2589,"Nueces County, Texas",3028,2996,680,524,433,572,555,424,509,920,822,895,869,1042,1214,929,1079,1553,1111,1362,914,486,315,835
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",7756,6897,27,73,0,24,103,592,138,484,351,571,555,255,1489,408,660,1032,135,0,0,0,0,859,"Orange County, Texas",1356,1264,43,93,211,39,177,525,122,363,325,460,411,236,876,342,408,629,162,211,211,211,211,408
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",10855,8866,0,46,0,171,189,139,154,202,505,975,550,927,863,492,863,878,177,780,408,547,0,1989,"Parker County, Texas",1578,1424,211,78,211,181,256,175,156,178,451,520,474,634,390,384,626,464,251,497,264,506,211,823
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",18581,17742,421,336,58,297,97,889,551,1245,2218,1453,1532,1688,1655,1430,552,1068,282,1079,516,188,187,839,"Potter County, Texas",1615,1576,312,283,71,275,100,426,375,517,702,532,514,664,696,635,311,502,221,577,406,191,150,377
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",14656,14185,91,106,50,82,0,352,208,788,1061,992,955,1205,1363,891,885,1492,812,1891,559,331,71,471,"Randall County, Texas",1405,1444,152,160,80,140,211,347,186,450,606,554,589,679,579,575,462,639,414,660,405,313,117,278
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2014","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",8051,6863,107,662,128,233,419,354,307,155,13,213,343,694,91,122,697,261,796,606,406,179,77,1188,"San Patricio County, Texas",1247,1181,144,513,151,205,361,331,242,171,25,209,268,441,124,154,404,276,470,314,284,182,78,625
"G4804230","2014","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",29503,28028,121,118,606,1132,661,827,963,768,2554,1059,1293,2851,2941,2459,2351,2531,1220,1848,848,536,341,1475,"Smith County, Texas",2502,2456,160,110,413,547,524,605,795,362,940,691,519,989,993,974,1009,908,576,682,583,334,223,517
"G4804390","2014","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",274103,264596,2572,1570,1869,2321,1212,1693,3569,6450,11031,14770,19376,23613,23006,16988,18382,31918,23274,32454,14481,9354,4693,9507,"Tarrant County, Texas",6434,6612,944,607,623,964,506,612,1062,1411,1766,2163,2379,2553,2506,1962,2311,3019,2909,3615,2197,1954,1251,1650
"G4804410","2014","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",20678,18438,47,92,221,95,96,646,1461,1236,2091,810,1813,1247,1511,759,1092,1762,600,1062,1323,374,100,2240,"Taylor County, Texas",1491,1439,77,107,237,128,117,412,561,517,760,403,771,744,610,488,540,722,327,543,687,263,163,666
"G4804510","2014","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",16824,15353,96,100,552,103,232,1111,730,314,461,1482,826,2227,771,893,575,1853,871,1472,263,421,0,1471,"Tom Green County, Texas",2016,2016,93,122,373,98,265,752,391,270,360,603,508,704,509,564,400,860,662,756,291,380,211,597
"G4804530","2014","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",214173,210071,720,1243,1041,951,1156,1081,1368,2334,1453,5783,6125,8867,11082,11450,14946,31003,23072,40723,23221,15518,6934,4102,"Travis County, Texas",4782,4793,387,747,493,588,583,596,734,1062,558,1417,1345,1530,1751,2019,2208,2846,2658,3512,2597,2386,1432,1138
"G4804690","2014","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",11375,10982,0,119,95,60,111,113,312,358,496,1229,1138,1248,1883,860,915,734,563,243,56,275,174,393,"Victoria County, Texas",1259,1252,211,109,158,88,164,127,315,276,357,589,614,649,761,432,504,456,443,212,96,265,259,216
"G4804710","2014","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4804790","2014","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",27311,25021,146,504,468,507,778,934,1631,1594,2214,1850,2594,1914,3103,1574,570,1395,728,1121,244,1021,131,2290,"Webb County, Texas",1754,1741,143,346,281,299,365,412,523,567,772,554,774,594,835,619,343,575,394,473,211,704,85,617
"G4804850","2014","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",16867,15990,0,257,510,495,471,1279,645,670,1806,1131,945,1394,1642,523,909,534,794,857,545,127,456,877,"Wichita County, Texas",2243,2276,211,310,411,363,328,512,391,559,648,594,563,754,695,315,575,342,461,343,498,137,290,427
"G4804910","2014","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",54091,52253,413,297,682,55,197,97,37,485,656,934,799,1383,4845,3027,5308,8643,5875,7282,6448,3340,1450,1838,"Williamson County, Texas",3161,3174,321,374,604,93,162,97,67,334,443,587,358,576,1308,1048,1553,1458,1237,1444,1507,974,553,614
"G4900050","2014","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",12928,12303,0,35,206,449,360,586,386,636,1813,1617,834,895,890,816,618,596,361,507,80,237,381,625,"Cache County, Utah",1168,1151,184,57,267,383,375,306,277,317,672,548,373,425,444,426,393,351,221,276,94,278,343,301
"G4900110","2014","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",22799,21538,230,0,0,131,213,40,0,291,470,352,1213,1078,1412,2125,2054,3152,1473,4330,1549,1047,378,1261,"Davis County, Utah",1877,1890,254,184,184,209,217,68,184,217,339,190,774,593,529,867,760,1068,841,1248,490,518,221,584
"G4900350","2014","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",122998,118599,653,163,486,2148,1319,704,1141,1770,2123,4204,5454,7577,7404,8066,12250,15242,11292,19088,8718,6903,1894,4399,"Salt Lake County, Utah",3988,3905,495,132,302,745,540,282,612,663,752,1121,1354,1482,1461,1593,1736,1921,1883,2285,1499,1454,715,972
"G4900490","2014","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",49752,47175,219,311,66,371,684,994,1549,695,969,2566,1950,3283,5080,3843,3036,4475,4599,7275,2692,1516,1002,2577,"Utah County, Utah",1938,2011,294,353,81,245,316,364,620,409,437,794,693,806,1124,841,958,966,968,1184,713,638,405,802
"G4900530","2014","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",15481,14256,88,98,0,220,369,208,141,176,159,862,844,686,1173,1565,1187,1374,1695,1993,1047,329,42,1225,"Washington County, Utah",1910,1771,174,166,184,223,453,190,146,196,196,511,553,452,758,668,588,806,708,702,796,266,73,729
"G4900570","2014","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",22660,22173,56,32,460,259,299,102,409,1140,1178,2409,2083,1783,1259,1408,1842,2489,1637,2106,798,385,39,487,"Weber County, Utah",1893,1912,97,52,428,170,251,110,223,570,510,796,694,619,437,625,737,962,759,704,615,231,67,293
"G5000070","2014","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",22804,21748,235,80,153,847,78,375,240,194,193,176,224,410,556,671,554,2155,2442,4561,3042,3270,1292,1056,"Chittenden County, Vermont",1774,1722,275,97,197,390,96,291,185,193,195,170,180,255,332,410,419,766,811,905,819,1163,677,694
