GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G2800810","2014","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",11703,10827,502,1061,359,128,534,476,588,1005,729,510,1165,489,653,312,227,984,304,466,233,35,67,876,"Lee County, Mississippi",1258,1195,398,556,334,200,381,302,455,573,520,383,555,337,385,262,219,567,283,386,259,59,65,434
"G2800890","2014","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",9257,8715,143,0,92,257,184,80,44,152,271,645,306,662,738,420,432,1280,994,1188,157,226,444,542,"Madison County, Mississippi",1208,1202,251,206,115,319,189,104,74,156,310,399,262,647,501,386,348,706,443,579,177,214,268,396
"G2801210","2014","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",13262,12368,66,421,131,211,249,219,232,42,204,634,1344,880,1522,475,1365,1102,526,1674,915,156,0,894,"Rankin County, Mississippi",1700,1626,118,510,138,247,263,212,298,71,248,403,712,632,886,383,830,629,424,818,740,254,206,554
"G2900190","2014","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",29902,29044,186,293,140,243,307,980,488,1451,2641,2346,2748,2272,3335,2373,2036,1455,2018,1296,389,1367,680,858,"Boone County, Missouri",2263,2318,256,282,168,160,243,498,313,613,886,743,938,764,1230,732,986,544,1058,640,326,766,563,594
"G2900210","2014","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",12315,11172,37,222,197,501,281,383,1170,1087,1547,776,1258,1114,581,353,326,171,446,528,30,0,164,1143,"Buchanan County, Missouri",1295,1213,61,212,137,380,195,262,616,433,561,374,635,550,273,255,225,201,494,467,51,181,168,499
"G2900310","2014","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",10098,9367,0,209,246,104,180,440,1197,829,965,763,323,357,644,743,234,557,343,768,106,135,224,731,"Cape Girardeau County, Missouri",1163,1126,181,280,208,129,171,363,553,425,483,348,265,291,328,372,211,303,296,464,129,163,328,381
"G2900370","2014","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",10340,9743,231,153,77,221,154,295,596,302,348,788,459,796,613,169,1031,1768,539,473,361,100,269,597,"Cass County, Missouri",1427,1392,280,198,105,226,195,284,394,273,372,519,304,573,340,200,546,685,322,337,354,162,338,367
"G2900430","2014","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",7989,7878,72,0,223,75,250,352,470,701,846,1107,746,307,291,361,47,1280,305,165,280,0,0,111,"Christian County, Missouri",1232,1248,118,181,241,83,235,206,266,435,493,583,356,241,215,307,79,579,304,166,328,181,181,141
"G2900470","2014","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",28067,26800,328,184,87,216,662,315,513,2219,1020,2288,2338,2547,3498,1561,1402,2862,1801,2299,479,128,53,1267,"Clay County, Missouri",2136,2027,412,183,147,241,492,234,332,809,457,679,820,869,1018,589,620,816,806,785,368,125,84,645
"G2900510","2014","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,
"G2900710","2014","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",11301,10938,129,0,220,391,157,248,755,1648,538,711,885,742,1690,508,502,924,438,452,0,0,0,363,"Franklin County, Missouri",1932,1926,161,181,299,341,214,384,485,962,432,461,436,496,934,439,475,500,414,327,181,181,181,243
"G2900770","2014","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",48485,47039,607,410,746,1058,493,2387,2768,5022,4338,3602,5245,4896,3680,2094,2434,3236,1381,1295,584,256,507,1446,"Greene County, Missouri",2857,2873,387,391,436,604,293,981,971,1123,997,827,959,1301,818,682,1006,912,688,561,504,183,304,529
"G2900950","2014","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",115945,111201,1384,1389,1723,2408,2305,2626,4472,5142,8009,10773,11383,8175,8790,8671,6377,10224,5761,5866,2554,2476,693,4744,"Jackson County, Missouri",4268,4226,647,633,611,724,842,873,1079,984,1569,1501,1960,1598,1625,1719,1266,1480,1294,1128,811,825,301,992
"G2900970","2014","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",15797,14837,206,356,192,385,204,396,985,1712,2136,2203,1626,1856,1299,430,287,529,0,10,25,0,0,960,"Jasper County, Missouri",1691,1648,168,284,186,275,179,235,518,728,657,648,702,912,543,493,232,398,181,18,43,181,181,481
"G2900990","2014","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",15527,14189,45,375,122,381,276,58,740,487,870,477,1494,1968,629,715,1164,2289,840,751,322,186,0,1338,"Jefferson County, Missouri",1944,1898,71,251,174,421,267,95,371,309,406,253,592,909,397,574,855,1129,519,393,336,218,181,633
"G2901650","2014","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",11795,11115,0,0,129,161,19,151,43,36,399,758,1156,1208,835,644,659,1296,1787,646,337,175,676,680,"Platte County, Missouri",1445,1348,181,181,201,193,31,216,46,38,250,448,644,618,408,323,431,495,709,372,269,193,381,428
"G2901830","2014","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",28316,26985,88,621,109,215,165,712,244,180,989,751,1256,2062,1425,1974,1935,4186,2084,4365,1858,1114,652,1331,"St. Charles County, Missouri",2246,2299,111,488,135,175,189,466,242,166,495,338,552,802,629,694,668,1072,675,1091,714,534,358,451
"G2901870","2014","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,"St. Francois County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,
"G2901890","2014","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",120015,115532,998,1036,882,1263,319,1569,1671,3449,7173,10698,7398,10864,10727,8115,7918,14406,7284,9557,3002,3872,3331,4483,"St. Louis County, Missouri",4976,4924,561,675,585,455,202,665,685,1214,1529,1817,1642,1750,1843,1582,1497,2422,1486,1541,907,950,1105,990
"G2905100","2014","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",79230,76579,1202,1334,2805,2631,2273,1661,2203,6880,5562,9049,7413,5839,4632,3391,3197,6015,3233,3337,2383,831,708,2651,"St. Louis city, Missouri",3464,3378,622,510,1010,726,779,592,625,1415,1151,1446,1338,1209,852,972,952,1111,982,938,849,373,309,641
"G3000130","2014","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",12319,11518,421,69,140,732,311,399,500,1175,1048,880,1223,659,708,731,329,700,546,648,140,159,0,801,"Cascade County, Montana",1303,1251,351,97,146,415,293,346,284,618,476,406,607,354,370,467,261,322,313,257,134,154,161,376
"G3000290","2014","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",11189,10825,52,143,157,158,267,153,398,458,191,603,900,1321,1019,919,775,656,685,1151,734,85,0,364,"Flathead County, Montana",1528,1497,99,171,191,156,202,186,353,386,170,495,488,712,629,641,468,423,390,546,534,114,161,237
"G3000310","2014","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",15940,15281,45,397,182,94,127,111,241,676,609,908,1067,1039,1158,530,1142,1931,1531,2203,763,335,192,659,"Gallatin County, Montana",1742,1814,78,310,221,109,127,115,264,492,419,656,501,500,506,283,538,684,703,733,442,236,168,425
"G3000490","2014","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",8395,7822,0,0,451,100,468,35,185,593,186,373,559,802,510,738,436,493,306,621,401,188,377,573,"Lewis and Clark County, Montana",1435,1337,161,161,357,118,357,63,249,431,219,325,424,358,283,597,304,348,251,373,251,193,303,434
"G3000630","2014","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",19327,18434,0,0,34,430,173,96,387,788,1482,1189,1696,1714,2125,618,2094,1397,1061,1766,620,604,160,893,"Missoula County, Montana",1677,1683,161,161,59,455,216,120,360,533,687,687,740,785,869,376,729,700,440,775,382,475,266,532
"G3001110","2014","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",20048,19320,481,63,48,189,323,183,555,907,840,964,1530,2403,2643,1200,1156,1976,1148,1075,633,638,365,728,"Yellowstone County, Montana",2066,2078,324,107,83,168,272,174,333,513,430,434,600,814,781,579,523,764,593,484,381,457,356,363
"G3100550","2014","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",83442,81404,1458,372,410,912,628,1312,1266,3796,4484,5879,6310,8761,7881,6467,5603,8130,4977,7255,2692,1505,1306,2038,"Douglas County, Nebraska",2910,3001,677,219,368,366,256,493,444,798,831,1239,1283,1280,1433,1300,1341,1455,1044,1307,758,576,425,623
"G3101090","2014","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",47571,46759,146,479,433,622,723,1969,2315,2761,4499,3370,4274,2513,4498,3484,2916,4517,2343,3355,737,163,642,812,"Lancaster County, Nebraska",1863,1772,119,351,348,430,400,732,748,717,972,812,1038,643,1217,927,895,1199,609,867,359,148,325,442
"G3101530","2014","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",18231,17976,115,0,104,45,38,106,293,377,1004,877,1012,1149,1873,1438,1290,2192,1627,2948,831,476,181,255,"Sarpy County, Nebraska",1399,1368,133,153,124,75,64,104,199,293,438,560,519,455,662,401,531,718,655,661,439,222,141,188
"G3200030","2014","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",363425,353964,1977,1746,1589,1188,1296,2511,2403,6123,10882,16701,19237,23965,21162,24960,25347,48694,34909,63929,25169,13853,6323,9461,"Clark County, Nevada",6476,6746,671,621,604,481,407,792,540,1218,1583,2025,2395,2331,2169,2350,2283,3660,3069,4073,2801,1506,1182,1621
"G3200310","2014","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",71491,69811,357,160,680,463,785,558,297,2736,4437,4326,3429,3977,5845,4547,5352,6357,4901,10068,5320,4121,1095,1680,"Washoe County, Nevada",2871,3074,276,159,341,258,443,305,222,870,1021,970,973,957,1303,1029,1442,1181,1044,1476,1248,1180,400,630
"G3300050","2014","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",9690,9161,175,60,84,354,188,77,0,123,154,322,265,610,364,830,516,1594,649,1770,721,305,0,529,"Cheshire County, New Hampshire",1152,1147,266,117,144,337,208,97,182,157,177,231,184,461,298,408,335,613,465,595,324,253,182,284
"G3300090","2014","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",11721,11289,226,25,0,55,263,381,69,216,422,442,954,1118,740,286,796,1285,887,1121,446,1068,489,432,"Grafton County, New Hampshire",1521,1534,307,42,182,76,253,293,81,169,437,284,618,498,316,201,384,512,474,599,275,671,516,264
"G3300110","2014","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",51640,50143,65,40,412,703,894,218,414,391,290,376,961,1403,2130,1957,2861,7560,7213,11363,6487,4067,338,1497,"Hillsborough County, New Hampshire",2812,2884,109,67,294,281,579,175,263,354,192,281,426,567,663,585,852,1524,1170,1923,1680,1209,227,546
"G3300130","2014","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",17262,16873,169,0,333,215,192,666,213,166,42,544,124,714,529,1493,1572,2218,3553,2676,1124,216,114,389,"Merrimack County, New Hampshire",1435,1427,243,182,321,161,186,402,214,214,69,378,128,534,288,711,726,730,973,858,519,155,137,253
"G3300150","2014","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",29251,27869,77,228,430,103,171,365,121,639,255,892,306,460,869,952,1779,3239,3415,6251,3366,2880,1071,1382,"Rockingham County, New Hampshire",2265,2204,129,215,367,130,176,310,149,437,250,478,243,335,665,511,778,797,909,1432,1049,908,583,579
"G3300170","2014","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",15815,15253,0,0,384,162,298,397,294,496,443,121,107,638,595,1423,1188,3055,2343,1565,871,603,270,562,"Strafford County, New Hampshire",1761,1696,182,182,489,166,361,237,239,256,381,159,77,549,356,634,578,960,791,721,511,342,214,401
"G3400010","2014","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",33956,32514,796,518,949,884,528,529,302,446,801,1335,749,512,1643,1405,1607,3749,2891,6774,3562,2210,324,1442,"Atlantic County, New Jersey",2506,2528,457,282,376,636,438,404,232,273,410,620,358,328,721,582,604,1066,932,1251,952,922,276,552
"G3400030","2014","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",124864,119975,611,390,1161,2098,555,1230,915,644,683,1576,125,890,348,1557,1366,7606,9271,34353,21163,18631,14802,4889,"Bergen County, New Jersey",3972,3700,452,333,488,775,459,550,546,442,584,696,147,585,228,625,590,1435,1527,3218,2277,2219,2149,1087
"G3400050","2014","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",40601,38805,124,394,443,273,212,157,35,253,327,579,740,1117,587,1440,1762,4470,4001,8699,4225,5732,3235,1796,"Burlington County, New Jersey",2732,2644,199,268,438,246,226,187,59,194,271,303,489,461,298,517,633,1037,908,1257,1033,1199,753,707
"G3400070","2014","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",62155,60326,1009,472,1140,776,928,1455,657,1334,1057,1253,1435,2423,3970,3985,3947,6997,8891,8494,4495,3871,1737,1829,"Camden County, New Jersey",3253,3204,616,266,378,367,500,694,334,703,613,608,554,792,1153,1131,1228,1422,1467,1514,1186,1099,796,647
"G3400090","2014","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",9784,8821,22,61,77,130,169,175,126,23,223,201,195,56,312,286,345,1531,1269,2575,791,96,158,963,"Cape May County, New Jersey",1673,1527,38,97,74,129,163,194,149,37,221,140,173,70,203,212,216,695,714,945,470,114,129,473
"G3400110","2014","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",19272,18655,332,443,268,446,234,932,200,283,274,811,466,1323,1051,1106,1305,1974,2168,4012,861,166,0,617,"Cumberland County, New Jersey",1710,1719,318,343,221,353,228,450,155,260,303,598,304,679,553,569,656,695,786,1106,382,160,195,279
"G3400130","2014","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",156356,152262,1636,1949,2583,4522,1878,1948,2013,1940,1594,1968,1176,3914,5440,7324,7879,20416,19157,33719,16930,10410,3866,4094,"Essex County, New Jersey",3375,3274,498,657,750,889,584,652,690,639,556,573,346,731,1078,1154,1296,1761,1834,2461,1804,1466,927,880
"G3400150","2014","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",22891,21933,282,423,261,370,230,266,40,831,320,578,372,566,719,724,1877,2761,2642,3387,2793,2025,466,958,"Gloucester County, New Jersey",1928,1914,334,389,155,334,306,219,65,660,242,533,300,346,433,467,753,823,1034,921,858,654,283,491
"G3400170","2014","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",178945,175365,886,857,2130,3685,1797,2774,1732,1255,1855,2537,2276,3538,2504,5306,4983,16404,19276,38706,18948,19558,24358,3580,"Hudson County, New Jersey",3919,3833,470,438,728,996,661,910,714,584,522,858,753,803,751,1196,1103,2080,2155,3048,1957,2316,1971,1020
"G3400190","2014","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400210","2014","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",47959,47073,891,304,568,1279,884,144,225,631,549,1024,502,1239,511,1301,3140,6260,4462,10010,4390,5023,3736,886,"Mercer County, New Jersey",2793,2754,440,222,299,518,546,176,188,421,337,485,374,617,309,589,938,1179,1099,1754,1152,1377,903,384
"G3400230","2014","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",106432,103166,590,480,616,1336,584,1184,365,399,518,977,1159,721,430,1560,1939,6493,8365,28966,19397,22341,4746,3266,"Middlesex County, New Jersey",3823,3773,501,292,449,454,322,719,267,341,362,568,635,421,327,705,715,1440,1451,2625,2138,2294,1239,1008
"G3400250","2014","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",62060,59213,388,421,879,819,477,615,244,955,566,489,346,656,1232,1339,1139,4479,7092,13775,6845,9861,6596,2847,"Monmouth County, New Jersey",3599,3502,207,355,452,430,233,335,239,488,319,367,236,394,638,601,545,1149,1485,1821,1319,1470,1287,735
"G3400270","2014","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",47450,45428,205,348,613,136,259,141,311,521,141,366,107,778,110,934,197,3676,3560,11068,7176,9816,4965,2022,"Morris County, New Jersey",2856,2728,305,357,302,123,206,166,234,474,157,298,130,579,139,623,133,1118,897,1536,1202,1605,1175,799
"G3400290","2014","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",43336,40641,74,187,257,434,118,785,403,489,140,358,191,271,388,600,339,3475,3881,10856,9643,6163,1589,2695,"Ocean County, New Jersey",2978,3060,82,217,242,403,114,540,248,422,99,299,233,180,477,386,256,1026,1077,1521,1794,1239,617,845
"G3400310","2014","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",75052,73002,843,515,846,1631,922,545,251,597,406,1226,467,1273,1329,2324,1672,7399,8623,21697,11317,6034,3085,2050,"Passaic County, New Jersey",3298,3146,390,322,453,649,391,252,251,277,296,452,252,463,567,732,681,1129,1537,1994,1816,1468,959,692
"G3400330","2014","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",7059,6797,38,123,279,264,71,107,498,120,71,50,125,147,500,836,373,1585,736,658,0,216,0,262,"Salem County, New Jersey",913,871,64,120,168,202,87,157,366,159,85,74,126,129,274,419,238,510,391,385,195,155,195,206
"G3400350","2014","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400370","2014","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400390","2014","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",75813,73354,703,243,402,667,449,884,823,602,309,658,1066,1277,1492,1626,4019,9586,10085,16615,9038,10153,2657,2459,"Union County, New Jersey",3142,3173,447,199,307,403,284,450,579,448,265,409,487,553,559,628,860,1657,1469,1946,1551,1615,753,732
"G3400410","2014","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3500010","2014","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",101331,97280,451,259,847,1081,677,1447,3125,3999,5487,7468,8506,7812,6694,6672,6074,9022,7568,12434,5120,1703,834,4051,"Bernalillo County, New Mexico",4325,4317,329,292,504,528,460,607,952,1007,1195,1380,1576,1646,1186,1404,1600,1660,1732,1932,1361,860,340,944
"G3500050","2014","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",8778,7744,196,165,345,198,333,123,520,726,900,836,178,418,300,349,452,663,140,750,91,61,0,1034,"Chaves County, New Mexico",1160,1118,219,189,325,192,393,156,418,470,580,428,235,341,212,293,316,397,151,470,107,102,190,504
"G3500130","2014","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",29300,27505,387,332,131,316,587,1034,1460,2096,3146,1470,2177,2383,1805,1109,1596,2706,868,2991,147,353,411,1795,"Doña Ana County, New Mexico",2307,2283,370,362,171,288,395,629,787,851,1114,651,739,939,844,1069,966,915,509,1016,229,385,353,935
"G3500250","2014","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",5811,5092,0,12,258,359,228,210,77,217,90,261,354,642,38,477,393,522,522,193,73,166,0,719,"Lea County, New Mexico",884,909,190,21,250,314,220,184,91,150,107,191,324,374,73,381,315,315,413,171,123,132,190,445
"G3500310","2014","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",5055,4119,666,375,289,264,152,51,155,354,248,544,135,348,0,69,175,200,50,0,34,10,0,936,"McKinley County, New Mexico",872,817,312,260,212,151,101,56,97,239,228,439,180,271,190,106,203,209,82,190,59,23,190,378
"G3500350","2014","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",8413,7460,166,112,0,523,24,39,498,536,605,391,370,275,186,554,106,592,1032,567,800,84,0,953,"Otero County, New Mexico",1308,1323,100,75,190,482,41,68,334,279,401,279,349,246,190,413,172,509,649,313,507,118,190,499
"G3500430","2014","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",9348,8780,15,43,10,124,36,134,330,71,138,228,241,735,709,251,1105,1213,1071,1688,367,173,98,568,"Sandoval County, New Mexico",1498,1476,27,49,16,175,45,161,271,70,127,276,213,627,445,214,591,657,467,731,327,168,117,252
"G3500450","2014","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",12089,10724,151,248,184,332,320,513,209,798,530,1098,791,976,461,279,304,1731,225,1145,229,21,179,1365,"San Juan County, New Mexico",1457,1441,122,136,159,235,230,313,155,596,330,560,355,512,448,318,243,831,161,508,211,33,147,509
"G3500490","2014","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",19292,17910,33,158,233,88,196,834,284,301,164,889,231,806,1253,1262,1811,1713,1686,2795,1315,1351,507,1382,"Santa Fe County, New Mexico",1963,1927,30,211,117,94,135,508,266,233,133,439,160,343,540,535,674,559,580,838,547,479,309,489
"G3500610","2014","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G3600010","2014","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",52846,51367,81,640,693,1249,1477,519,515,727,929,1274,3286,3134,4662,3062,3605,8050,6422,7120,1698,1244,980,1479,"Albany County, New York",2308,2388,94,415,425,495,641,385,285,362,489,557,1009,834,920,1047,1037,1499,1380,1363,664,466,484,600
"G3600050","2014","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",403085,392486,3733,5233,11899,15241,9125,8861,8863,9372,5842,6437,5498,8750,7817,10178,13252,35547,45895,99995,44072,31849,5027,10599,"Bronx County, New York",4698,4782,1142,1075,1330,1825,1637,1407,1423,1453,1081,1419,1225,1426,1385,2005,1963,2935,3625,5267,3302,2714,1079,1779
"G3600070","2014","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",28035,26970,169,153,371,477,837,836,657,1111,2212,2334,2420,2865,2906,1866,2042,1894,1767,961,269,492,331,1065,"Broome County, New York",1941,1837,142,132,273,265,547,402,335,407,597,741,817,846,1037,638,784,738,722,472,205,304,239,419
"G3600090","2014","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",8911,7959,0,133,183,494,412,651,501,1148,1207,1134,483,490,433,126,0,274,188,77,0,25,0,952,"Cattaraugus County, New York",917,869,189,115,111,388,216,218,193,437,406,423,199,212,210,109,189,176,197,90,189,42,189,317
