GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G2200630","2017","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200710","2017","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",81641,78422,1372,1941,1237,2675,1991,1101,1193,1561,906,2178,2279,5203,4605,4215,6000,9362,6884,12478,4641,4620,1241,536,68,135,3219,"Orleans Parish, Louisiana",2817,2661,522,534,476,757,602,500,529,546,337,658,709,1253,906,893,1208,1355,1341,1495,852,903,361,274,81,101,717
"G2200730","2017","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",23671,21436,249,493,792,744,298,589,869,1620,1793,2138,1126,2320,1600,1835,1068,2012,414,924,63,120,0,369,0,0,2235,"Ouachita Parish, Louisiana",2130,2078,250,359,368,402,197,409,421,684,742,792,641,1001,640,725,585,851,259,496,104,196,214,353,214,214,875
"G2200790","2017","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",17144,15824,448,424,235,109,340,620,727,1001,1154,1515,859,1643,1604,1093,637,894,995,1273,148,0,0,105,0,0,1320,"Rapides Parish, Louisiana",1533,1488,475,303,263,105,305,422,401,537,461,593,408,764,673,629,436,442,564,706,245,214,214,168,214,214,553
"G2200970","2017","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201030","2017","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",21598,19764,202,244,446,171,353,664,112,240,217,667,92,1202,411,1133,694,2726,1855,3957,2593,1275,478,32,0,0,1834,"St. Tammany Parish, Louisiana",2512,2597,321,262,468,169,404,645,155,375,255,519,93,762,277,533,451,1286,735,1034,1076,711,501,53,214,214,762
"G2201050","2017","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",15916,13490,42,82,46,0,486,442,119,428,463,1125,824,2872,1871,1463,1610,610,267,486,223,31,0,0,0,0,2426,"Tangipahoa Parish, Louisiana",2108,1990,74,141,81,214,522,435,171,386,390,695,673,1004,956,782,841,472,235,422,253,59,214,214,214,214,1036
"G2201090","2017","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300010","2017","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",15790,14842,44,377,262,1074,258,632,265,669,536,1451,1249,1189,1524,1217,1126,1293,1013,466,104,93,0,0,0,0,948,"Androscoggin County, Maine",1393,1304,54,338,285,620,187,510,217,421,391,614,616,616,702,581,644,604,609,375,106,114,175,175,175,175,490
"G2300030","2017","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",7933,7461,298,258,407,604,604,562,336,599,392,672,592,662,340,336,302,117,261,49,57,0,13,0,0,0,472,"Aroostook County, Maine",1107,1069,179,152,338,219,402,316,228,357,292,301,321,414,232,242,307,130,213,82,95,175,21,175,175,175,367
"G2300050","2017","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",33018,31150,751,112,469,527,678,388,559,449,369,736,506,491,862,969,994,3191,3362,6750,5705,1933,872,169,108,200,1868,"Cumberland County, Maine",2172,2197,506,145,417,350,378,343,440,283,277,443,388,331,543,524,438,923,919,1244,1187,603,369,209,128,272,579
"G2300110","2017","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",15665,14197,0,393,136,576,401,932,28,266,475,1021,1294,1730,1238,1757,1302,909,625,608,161,133,30,182,0,0,1468,"Kennebec County, Maine",1740,1769,175,405,207,266,353,520,48,319,358,739,619,649,648,659,554,493,323,288,165,150,52,193,175,175,575
"G2300190","2017","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",17173,15749,88,363,209,900,312,490,314,397,686,672,425,1416,913,657,1059,2786,1017,2291,136,501,117,0,0,0,1424,"Penobscot County, Maine",1953,1910,102,222,142,477,265,268,359,244,398,395,312,557,401,441,552,944,463,898,163,380,146,175,175,175,578
"G2300310","2017","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",20886,19417,63,0,124,521,85,1021,708,717,370,99,406,798,625,725,1942,3304,2381,3887,532,989,120,0,0,0,1469,"York County, Maine",2041,1947,107,175,147,286,102,678,565,599,324,109,276,556,460,502,861,996,789,1051,344,535,143,175,175,175,642
"G2400010","2017","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",9349,8295,389,153,75,386,280,358,355,876,778,836,764,978,507,221,367,249,108,302,288,0,0,25,0,0,1054,"Allegany County, Maryland",1155,1084,386,166,106,281,197,264,222,437,486,392,453,434,313,183,223,214,99,246,355,203,203,42,203,203,463
"G2400030","2017","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",51266,50159,104,380,259,1362,215,0,149,547,365,979,596,270,640,481,357,2441,1856,8112,8900,16020,4037,1397,614,78,1107,"Anne Arundel County, Maryland",3540,3543,165,325,242,799,247,203,234,378,302,871,611,313,381,281,282,916,576,1497,1838,2158,1078,560,393,132,489
"G2400050","2017","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",109094,106339,611,524,751,1322,528,625,209,641,346,328,476,824,2242,2765,3465,8507,15364,29737,18261,12352,4250,678,895,638,2755,"Baltimore County, Maryland",4079,4116,363,452,399,708,332,369,167,515,238,236,341,511,788,1056,1035,1646,1768,3179,2716,1912,1546,313,430,390,757
"G2400090","2017","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400130","2017","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",11080,10392,88,346,472,227,0,62,150,264,217,34,109,279,155,468,487,1269,955,1545,1420,1423,320,67,35,0,688,"Carroll County, Maryland",1296,1299,109,350,620,246,203,94,164,230,220,30,127,246,154,246,330,684,442,626,577,709,230,111,59,203,361
"G2400150","2017","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecil County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400170","2017","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400210","2017","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",23237,22496,91,101,320,28,183,276,152,116,101,322,30,312,361,576,678,1303,1747,5381,4687,4622,514,375,220,0,741,"Frederick County, Maryland",2126,2111,150,123,320,44,234,246,140,106,119,255,49,222,279,310,406,562,688,1120,1032,1287,297,254,218,203,359
"G2400250","2017","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",21364,20267,62,792,45,168,197,299,150,267,163,426,54,499,806,802,1127,1938,1794,3690,3511,2907,491,79,0,0,1097,"Harford County, Maryland",2056,1994,117,505,68,137,209,306,158,233,262,363,90,262,404,552,520,771,560,938,988,826,409,75,203,203,550
"G2400270","2017","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400310","2017","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",129702,126716,815,390,217,1186,127,537,283,427,318,282,556,1113,1187,1348,247,1972,3557,13809,28019,44925,15546,5078,3098,1679,2986,"Montgomery County, Maryland",3715,3826,508,255,186,684,145,456,297,298,418,234,357,570,754,628,261,834,1049,2152,2628,3393,1858,960,792,683,854
"G2400330","2017","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",118303,114889,677,668,647,866,373,482,175,231,433,761,392,574,809,671,221,2434,6863,31878,28455,31056,4766,835,291,331,3414,"Prince George's County, Maryland",4084,4133,498,429,491,428,259,328,171,222,298,427,359,330,508,360,204,794,1439,2673,2757,2893,1188,346,161,290,759
"G2400370","2017","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400430","2017","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",20333,19270,636,103,284,366,322,807,355,336,569,1094,1489,362,1816,1279,1351,2098,2051,2049,911,783,129,0,80,0,1063,"Washington County, Maryland",1741,1696,482,180,220,438,371,532,359,204,419,406,552,198,783,628,526,700,711,712,432,643,156,203,137,203,594
"G2400450","2017","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",16227,15820,118,151,183,247,123,334,928,357,374,1188,372,633,1694,944,1120,2597,1591,1412,772,620,0,0,62,0,407,"Wicomico County, Maryland",1556,1532,173,235,284,214,195,293,542,297,295,613,368,370,782,532,592,974,773,753,434,431,203,203,110,203,282
"G2405100","2017","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",126340,122593,3293,3159,3382,6015,2413,2344,1394,1498,1655,3115,3120,4302,4328,4512,6752,13736,10615,20594,12945,8573,3164,889,382,413,3747,"Baltimore city, Maryland",4105,4222,995,941,1039,1344,738,689,558,617,727,1006,840,1085,1173,1139,1140,1966,2009,2271,2016,1185,754,476,235,351,997
"G2500010","2017","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",18649,17415,0,0,210,376,185,99,92,217,514,377,118,90,139,595,764,1144,1152,4409,3713,2187,589,378,0,67,1234,"Barnstable County, Massachusetts",2182,2071,210,210,165,287,141,111,111,163,413,325,167,110,139,431,497,591,432,951,1055,746,450,374,210,112,506
"G2500030","2017","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",16730,16144,346,239,193,211,495,554,418,396,407,726,859,1370,1005,2062,1371,1110,1406,1859,624,298,195,0,0,0,586,"Berkshire County, Massachusetts",1543,1538,501,366,246,190,302,399,279,266,352,416,401,741,463,835,683,552,531,738,394,203,190,210,210,210,272
"G2500050","2017","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",79232,76665,327,862,717,1557,3013,2083,1812,3086,1197,5155,3560,5106,5375,5194,5062,8775,6108,8439,4899,3096,1151,0,0,91,2567,"Bristol County, Massachusetts",3680,3540,364,469,458,569,954,1008,611,861,560,1159,1013,1013,1205,1167,1124,1699,1390,1607,1005,1002,651,210,210,153,706
"G2500090","2017","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",105337,102625,1209,1065,2104,3741,3268,2206,1332,1767,930,2294,881,2539,1712,2713,1350,8661,9918,24034,13054,12839,3447,448,637,476,2712,"Essex County, Massachusetts",4046,3874,784,597,740,942,842,943,547,679,452,690,381,817,827,777,599,1651,1701,2408,1908,1701,1026,444,331,311,932
"G2500110","2017","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",9182,8287,48,255,126,358,203,156,130,309,18,372,281,548,311,481,434,1397,449,1335,609,467,0,0,0,0,895,"Franklin County, Massachusetts",1181,1076,80,236,161,319,143,151,159,246,34,269,238,306,189,343,284,537,271,542,398,339,210,210,210,210,477
"G2500130","2017","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",75018,72262,1490,1027,1400,3946,4385,2146,1935,1390,1248,1906,2656,3408,2754,5702,4634,11849,6956,6994,3204,2235,822,60,0,115,2756,"Hampden County, Massachusetts",3188,3243,736,554,612,1078,1242,616,805,570,616,737,952,1243,845,1268,1170,2078,1524,1243,924,1017,461,101,210,97,742
"G2500150","2017","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",18485,18074,163,175,365,351,80,295,198,244,258,407,299,224,878,747,662,2333,1632,3873,2982,1169,506,149,0,84,411,"Hampshire County, Massachusetts",1713,1695,189,202,256,311,124,311,127,177,216,376,203,240,672,536,377,765,657,1158,1122,628,448,173,210,67,328
"G2500170","2017","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",223568,218068,1902,1295,2031,5475,2698,4138,2534,3545,880,3832,1849,2037,2126,3266,2293,8016,9072,30887,32063,48155,27324,12615,6229,3806,5500,"Middlesex County, Massachusetts",5250,5232,726,702,777,1343,752,1221,979,785,492,966,799,774,880,1027,787,1463,1740,3102,3333,3272,2502,1704,1264,995,1177
"G2500210","2017","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",77662,75235,214,1536,764,2847,1139,1141,764,1289,1234,1040,348,1009,1022,797,1015,2246,3379,9416,10970,17563,8783,3458,1669,1592,2427,"Norfolk County, Massachusetts",3855,3845,199,892,594,1156,602,611,353,708,624,512,228,694,666,433,545,700,1371,1562,1589,2231,1537,795,708,535,687
"G2500230","2017","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",44798,42609,610,461,425,934,680,603,1045,793,400,998,1160,1606,377,521,309,1706,3065,11332,6228,7475,1186,359,83,253,2189,"Plymouth County, Massachusetts",2984,2782,510,445,335,554,396,380,588,457,374,656,709,840,335,367,360,752,1043,2065,1279,1323,613,209,95,205,835
"G2500250","2017","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",197333,193182,1881,1832,3174,9748,6842,3672,2715,4016,2347,3716,2032,2284,2136,3212,1265,5151,4969,21517,22231,46478,19776,11167,6668,4353,4151,"Suffolk County, Massachusetts",3863,3798,887,841,964,1631,1382,1169,835,1280,962,1142,676,866,845,902,735,1139,1141,2413,2729,3076,2477,1621,1151,936,1067
"G2500270","2017","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",112640,108642,1332,677,562,3008,2356,3071,1637,3058,1549,3259,1972,5587,3738,4202,7798,13329,14097,18789,11121,5130,1610,689,0,71,3998,"Worcester County, Massachusetts",3963,4142,732,303,457,924,847,979,649,957,776,955,660,1325,946,1010,1818,2129,2029,2768,1822,954,677,433,210,117,1152
"G2600050","2017","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegan County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2600170","2017","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",10848,10246,357,56,376,416,121,478,676,568,1303,1175,1157,1407,509,310,157,810,66,58,40,0,30,0,176,0,602,"Bay County, Michigan",1280,1185,279,103,382,248,153,329,297,315,600,565,634,625,289,257,157,517,78,84,67,170,47,170,168,170,299
"G2600210","2017","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",19813,18404,195,294,503,596,126,522,631,1776,1447,2016,1038,2539,2052,1623,1076,742,275,647,243,63,0,0,0,0,1409,"Berrien County, Michigan",1636,1595,294,220,333,516,104,357,305,771,632,728,498,656,790,841,444,330,195,428,247,79,170,170,170,170,671
"G2600250","2017","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",17348,15968,76,281,892,520,96,230,715,494,1698,2247,2213,1571,986,1087,264,1323,597,222,68,388,0,0,0,0,1380,"Calhoun County, Michigan",1390,1413,73,263,500,310,68,147,424,344,709,719,753,611,449,501,217,675,338,182,84,244,170,170,170,170,515
"G2600370","2017","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",6261,6014,0,0,10,11,44,100,271,644,356,416,396,548,790,158,191,1047,208,359,375,90,0,0,0,0,247,"Clinton County, Michigan",779,761,170,170,16,18,46,130,186,325,255,300,317,329,483,146,143,429,148,303,435,98,170,170,170,170,161
"G2600450","2017","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",12718,12063,184,66,207,286,0,292,134,224,359,724,384,1321,1562,774,875,2707,993,608,0,36,282,45,0,0,655,"Eaton County, Michigan",1198,1205,203,83,189,181,170,282,109,259,258,432,206,533,648,485,368,817,636,370,170,60,248,74,170,170,327
"G2600490","2017","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",47680,44932,171,994,1227,963,720,1358,1725,4089,3505,5324,4883,4676,4509,2915,1353,2084,1274,1756,505,444,303,154,0,0,2748,"Genesee County, Michigan",2876,2710,187,558,485,424,428,560,643,964,1034,1469,1118,1203,1058,945,643,674,752,627,284,317,303,179,170,170,903
"G2600550","2017","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Traverse County, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2600650","2017","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",47192,45914,637,328,1077,602,304,262,460,984,1890,2483,2493,6317,4332,2801,3814,4890,2726,4721,1773,2167,268,275,310,0,1278,"Ingham County, Michigan",2470,2570,434,235,478,312,254,320,437,477,848,810,812,1160,891,812,878,1078,820,1185,741,616,249,230,300,170,572
"G2600730","2017","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",9157,8624,111,23,54,63,269,278,179,1136,595,1014,379,678,716,419,419,677,514,568,144,142,150,0,96,0,533,"Isabella County, Michigan",1028,1057,151,37,65,75,176,155,181,482,305,485,224,299,292,195,335,291,357,303,143,122,128,170,144,170,311
"G2600750","2017","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",16349,15394,444,423,557,826,723,60,231,468,903,1307,1177,1381,2236,957,845,1312,657,188,322,115,83,179,0,0,955,"Jackson County, Michigan",1605,1583,305,322,366,468,480,100,138,271,462,506,447,525,817,411,400,494,409,159,242,138,135,143,170,170,552
"G2600770","2017","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",36596,35617,467,0,784,443,488,659,1157,1786,1664,1580,2415,3092,4070,3999,2378,3772,1409,2626,1434,581,516,297,0,0,979,"Kalamazoo County, Michigan",2209,2167,332,170,495,274,363,390,557,701,683,551,716,1087,1320,1109,715,1005,547,1072,761,442,467,307,170,170,460
"G2600810","2017","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",73642,70700,643,247,496,1158,593,955,1024,1426,1217,3098,3661,4284,6870,5986,6978,12224,6445,7231,2345,2785,617,213,75,129,2942,"Kent County, Michigan",3758,3685,420,216,432,562,367,436,477,665,498,1070,1180,1035,1461,1411,1354,1794,1602,1549,781,987,332,209,109,211,882
"G2600870","2017","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",4814,4696,0,247,79,151,185,308,428,348,361,262,149,255,581,296,228,312,228,178,100,0,0,0,0,0,118,"Lapeer County, Michigan",899,887,170,265,108,211,136,255,396,307,259,168,114,245,292,221,251,184,200,136,117,170,170,170,170,170,114
"G2600910","2017","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",9116,8563,45,43,132,143,110,104,581,810,821,633,606,1265,445,786,390,855,435,150,80,0,48,0,40,41,553,"Lenawee County, Michigan",1175,1140,75,74,157,153,110,97,439,400,420,308,382,459,235,359,215,431,337,221,131,170,81,170,65,70,323
"G2600930","2017","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",10132,9447,44,0,232,39,98,35,34,156,22,26,282,519,449,690,576,1579,1344,1408,744,659,305,0,154,52,685,"Livingston County, Michigan",1336,1336,73,170,264,63,127,59,58,125,38,44,227,258,333,396,366,761,612,478,339,401,207,170,193,87,292
"G2600990","2017","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",94899,91955,261,653,1304,1086,725,1797,1282,1639,1391,3963,4442,6441,7244,7920,7613,15928,10140,11096,3905,1788,278,483,531,45,2944,"Macomb County, Michigan",3688,3483,352,430,630,456,371,753,500,640,593,1158,837,1381,1384,1769,1545,1973,1538,1823,1032,827,219,418,262,74,885
"G2601030","2017","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",8081,7824,149,92,29,484,200,436,421,787,498,607,495,313,452,651,293,451,180,719,307,260,0,0,0,0,257,"Marquette County, Michigan",1125,1126,225,112,48,336,268,217,213,310,253,394,275,263,270,392,216,305,193,379,266,213,170,170,170,170,181
