GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G1800630","2018","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800670","2018","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800810","2018","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800850","2018","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800890","2018","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",55812,52189,1405,981,662,1079,467,482,1155,1641,1290,2777,4089,4667,3696,3829,5409,5569,4196,5351,2096,1044,145,86,0,73,3623,"Lake County, Indiana",2909,2878,533,510,331,432,306,316,660,692,625,877,938,1108,912,902,1331,1238,1170,1317,649,534,175,145,198,124,990
"G1800910","2018","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",11691,11049,310,0,93,245,43,281,206,453,476,1355,1014,2189,1272,730,571,467,470,351,147,36,264,76,0,0,642,"LaPorte County, Indiana",1522,1490,305,198,124,314,82,249,151,362,267,707,502,730,622,556,385,427,291,276,228,59,216,125,198,198,371
"G1800950","2018","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",14969,14162,209,544,118,129,554,369,470,633,1043,1269,2000,2105,1939,427,870,445,117,742,115,0,64,0,0,0,807,"Madison County, Indiana",1407,1362,294,321,118,179,401,238,321,344,486,561,672,747,718,271,515,377,117,427,120,198,106,198,198,198,391
"G1800970","2018","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",174707,170830,770,2222,1460,2384,1004,2888,1563,3634,4871,12202,13386,17719,17711,16714,9594,22797,10811,15460,8919,3121,999,308,238,55,3877,"Marion County, Indiana",5474,5562,461,846,590,861,607,947,457,999,1643,1963,2059,2366,2759,2523,1650,3070,1955,2562,1963,1022,561,247,208,94,1108
"G1801050","2018","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",26020,25188,370,99,329,100,62,672,157,610,645,2010,1693,1775,2515,1130,2093,2828,1978,3406,799,1219,320,0,0,378,832,"Monroe County, Indiana",2145,2034,414,171,282,101,106,494,200,441,492,860,676,761,891,527,765,864,720,970,574,501,343,198,198,290,418
"G1801090","2018","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1801270","2018","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",15899,14565,469,83,0,0,0,166,271,545,400,579,374,230,872,1939,876,3432,816,1965,1257,136,8,0,147,0,1334,"Porter County, Indiana",2065,2060,514,137,198,198,198,181,252,607,324,454,238,216,388,890,453,1116,559,923,845,166,14,198,136,198,656
"G1801410","2018","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",35191,33760,894,175,303,951,535,395,868,1304,1142,2417,2216,3879,3335,2933,2936,4119,2494,1367,791,594,112,0,0,0,1431,"St. Joseph County, Indiana",2304,2192,701,145,220,551,415,254,592,619,514,805,664,879,903,1033,982,1252,929,619,341,331,191,198,198,198,599
"G1801570","2018","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",32771,31869,107,161,71,272,0,478,1324,652,1287,2580,2944,2508,3717,2989,1778,4327,1307,3105,1710,353,199,0,0,0,902,"Tippecanoe County, Indiana",2714,2638,151,163,119,290,198,409,715,369,719,968,952,856,1090,931,630,1260,676,922,833,315,132,198,198,198,419
"G1801630","2018","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",26849,26026,340,568,319,646,914,761,780,2169,1316,2834,2359,2532,1823,2363,2173,2254,681,737,72,0,305,0,0,80,823,"Vanderburgh County, Indiana",2238,2244,344,328,236,366,497,496,481,841,549,902,834,886,827,963,914,830,465,482,128,198,346,198,198,69,402
"G1801670","2018","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",16701,15795,77,0,0,659,44,275,963,2452,2015,1540,1773,610,1572,483,1425,352,565,469,136,327,0,0,0,58,906,"Vigo County, Indiana",1441,1426,95,198,198,382,74,205,536,955,930,579,737,352,609,312,555,315,447,420,169,243,198,198,198,97,470
"G1801770","2018","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1900130","2018","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",18406,17774,126,132,202,436,332,558,577,580,870,1514,1939,2194,2271,974,1081,1045,569,620,438,1124,145,0,47,0,632,"Black Hawk County, Iowa",1398,1408,205,162,277,390,340,409,340,451,494,498,814,655,615,396,535,457,278,425,387,636,136,163,78,163,335
"G1900490","2018","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1900610","2018","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",10620,9858,104,648,107,155,103,156,977,454,641,673,654,794,758,487,831,564,324,690,300,207,18,194,19,0,762,"Dubuque County, Iowa",1196,1246,164,477,111,166,108,142,454,328,447,365,292,510,376,300,483,360,199,336,263,161,29,291,31,163,345
"G1901030","2018","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",25565,25053,684,51,0,182,15,430,426,289,858,612,721,1483,736,1630,2614,2930,3053,3641,2467,1609,333,0,0,289,512,"Johnson County, Iowa",2055,2067,702,85,163,197,26,334,342,228,452,400,424,763,406,670,870,941,845,999,906,589,238,163,163,321,470
"G1901130","2018","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",23032,22386,40,231,245,511,243,476,960,2054,2386,1683,1694,1481,2191,2240,1165,1468,1249,1483,155,252,89,0,0,90,646,"Linn County, Iowa",1864,1919,66,329,192,380,195,270,430,797,849,723,590,679,923,860,558,725,640,616,141,240,151,163,163,127,328
"G1901530","2018","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",60948,58645,232,57,156,733,200,864,1124,1281,971,2894,2266,4066,5060,5291,5862,9504,4895,6880,1879,3302,624,26,49,429,2303,"Polk County, Iowa",3877,3860,315,90,138,390,162,631,623,569,482,953,823,1204,1039,1436,1074,1328,1392,1482,817,1089,430,43,81,331,1067
"G1901550","2018","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",12378,11771,61,375,38,188,24,193,231,72,865,771,707,875,927,1318,909,2114,872,559,511,45,77,0,0,39,607,"Pottawattamie County, Iowa",1252,1213,105,410,47,168,41,208,263,70,416,440,388,431,458,607,423,734,391,289,259,74,106,163,163,67,258
"G1901630","2018","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",21752,21145,12,271,173,396,236,202,47,1013,916,2259,2371,1602,1813,1441,1776,1641,1609,2136,666,176,133,124,100,32,607,"Scott County, Iowa",1788,1754,20,266,286,309,205,223,64,596,433,854,968,577,951,532,656,615,598,812,522,179,113,151,85,38,324
"G1901690","2018","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",16706,16353,56,114,38,32,153,216,131,322,255,1147,1292,1324,1026,1137,1166,2493,1639,1970,790,840,107,59,46,0,353,"Story County, Iowa",1532,1492,82,93,66,47,146,186,114,272,181,952,652,623,479,681,492,884,653,843,429,580,142,101,74,163,230
"G1901930","2018","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",13436,13080,0,112,42,219,54,180,961,994,1045,1575,1014,541,1618,1243,441,1521,440,328,322,77,0,0,261,92,356,"Woodbury County, Iowa",1399,1410,163,93,73,139,65,120,544,489,359,656,535,409,864,571,263,739,331,230,219,124,163,163,243,118,238
"G2000150","2018","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000450","2018","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",23008,22437,73,0,0,0,122,168,0,581,862,2356,1172,1869,1965,1148,974,3107,1938,3584,1217,1067,0,82,152,0,571,"Douglas County, Kansas",1839,1897,125,177,177,177,205,201,177,360,466,835,665,946,719,611,590,1199,998,1129,578,640,177,142,252,177,573
"G2000910","2018","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",72416,70116,220,206,687,254,111,182,511,196,668,1673,1495,1611,3716,5575,5610,10098,8144,15908,5979,4830,1322,390,509,221,2300,"Johnson County, Kansas",3281,3277,250,219,461,169,140,232,391,150,499,734,796,592,1174,1498,1331,1447,1160,1730,1325,1018,617,224,256,247,840
"G2001030","2018","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",9402,8585,55,0,0,314,28,160,76,267,74,599,1713,420,215,233,555,493,537,839,654,1353,0,0,0,0,817,"Leavenworth County, Kansas",1216,1134,87,177,177,261,47,153,146,262,126,552,809,350,221,211,377,273,379,436,446,543,177,177,177,177,529
"G2001610","2018","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",15197,14836,58,90,0,0,139,150,277,431,526,1290,631,1281,2272,690,797,1380,1000,1968,1214,586,56,0,0,0,361,"Riley County, Kansas",1621,1635,105,88,177,177,195,141,253,369,453,516,404,777,764,392,424,586,548,709,633,566,87,177,177,177,349
"G2001730","2018","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",71885,70074,630,1167,690,456,829,2266,3607,4686,5512,7037,7049,6864,6692,3984,3675,4389,2972,3479,1580,1630,178,0,564,138,1811,"Sedgwick County, Kansas",3640,3788,539,565,574,357,416,822,998,1068,1151,1181,1366,1382,1681,1017,989,1106,746,1214,605,790,134,177,602,154,590
"G2001770","2018","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",25791,24881,96,325,0,672,360,588,368,767,1634,1445,2832,3449,2725,1053,2728,2216,1382,530,849,293,359,115,95,0,910,"Shawnee County, Kansas",2133,2069,123,216,177,395,248,365,308,441,497,621,788,1055,676,528,773,721,627,437,669,208,261,203,154,177,571
"G2002090","2018","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",27109,25805,308,241,125,1079,606,831,610,1021,1049,2253,1771,2242,2283,1793,2286,2512,1219,2403,634,506,0,0,33,0,1304,"Wyandotte County, Kansas",2178,2135,270,243,128,423,356,354,348,504,560,681,611,750,717,666,846,837,539,767,406,447,177,177,56,177,448
"G2100150","2018","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100290","2018","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2018","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",10463,10006,0,160,143,27,61,321,336,245,371,1319,722,862,815,388,1009,1520,758,599,155,165,0,0,0,30,457,"Campbell County, Kentucky",1438,1380,197,182,165,50,97,281,309,230,232,514,327,404,571,306,482,675,425,378,178,228,197,197,197,50,309
"G2100470","2018","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",13871,12872,374,181,163,288,316,665,506,897,312,533,1032,848,912,728,854,977,703,1087,1463,33,0,0,0,0,999,"Christian County, Kentucky",1616,1515,351,244,232,247,299,453,433,644,258,402,589,532,554,387,500,596,411,559,611,56,197,197,197,197,525
"G2100590","2018","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",12910,12385,36,215,0,216,755,333,654,666,672,2252,1996,1337,892,499,617,895,134,122,0,0,50,0,0,44,525,"Daviess County, Kentucky",1486,1392,62,249,197,213,592,265,406,403,346,756,921,588,460,452,388,512,145,126,197,197,86,197,197,70,284
"G2100670","2018","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",57967,55792,507,255,522,611,382,1135,1026,1028,1796,3730,2513,4786,2917,6211,4350,6551,5323,7090,2875,1216,735,233,0,0,2175,"Fayette County, Kentucky",3165,2919,359,248,316,425,267,513,548,599,780,1022,769,1200,925,1489,1124,1514,1144,1641,861,603,416,193,197,197,663
"G2100930","2018","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",15751,14262,111,196,129,0,0,462,1056,496,1031,1593,1619,426,915,824,976,1015,711,1975,256,471,0,0,0,0,1489,"Hardin County, Kentucky",1617,1605,201,287,137,197,197,444,622,311,553,654,688,344,478,512,508,382,496,818,173,471,197,197,197,197,813
"G2101110","2018","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",119766,115412,2277,760,2078,2732,1514,3124,1893,4245,5071,7372,6446,8917,10435,8421,6120,12557,10028,12978,4808,2042,698,48,549,299,4354,"Jefferson County, Kentucky",4574,4524,892,450,779,920,663,1191,735,1109,1315,1870,1454,1659,1835,1455,1446,1656,1607,2146,1203,780,462,40,278,249,1230
"G2101170","2018","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",21910,20979,76,23,271,81,114,262,305,347,820,1662,1251,1800,2230,2431,746,2998,1734,2027,1205,199,61,0,0,336,931,"Kenton County, Kentucky",1788,1729,90,38,176,92,144,252,220,208,479,543,498,770,777,836,409,911,814,896,587,184,105,197,197,333,412
"G2101450","2018","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",10387,9593,233,0,156,471,182,736,248,498,300,1085,1311,1248,793,392,336,340,988,172,52,0,0,52,0,0,794,"McCracken County, Kentucky",1427,1420,234,197,202,343,178,440,220,350,250,558,681,721,461,221,311,217,654,270,85,197,197,90,197,197,453
"G2101510","2018","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",13804,13070,0,158,255,259,177,81,283,1169,838,1206,1926,1360,1091,1053,711,1443,587,331,111,31,0,0,0,0,734,"Madison County, Kentucky",1456,1480,197,178,184,269,211,94,270,524,488,526,752,700,519,639,457,590,255,286,111,53,197,197,197,197,404
"G2101850","2018","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2018","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",19921,19052,448,278,0,115,1013,382,958,758,1183,1644,1801,1042,1814,937,1590,1473,1849,1366,221,180,0,0,0,0,869,"Warren County, Kentucky",1812,1840,455,249,197,173,837,379,548,391,650,696,616,430,702,642,866,681,981,546,233,193,197,197,197,197,664
"G2200050","2018","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200150","2018","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",17822,17007,156,224,0,116,538,451,407,395,1098,929,667,998,2690,579,538,1402,656,3268,1275,322,259,39,0,0,815,"Bossier Parish, Louisiana",1971,1914,134,171,217,189,389,415,424,252,590,552,494,600,1235,452,431,630,441,1101,640,242,229,70,217,217,672
"G2200170","2018","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",39718,36971,410,84,888,1139,792,1158,1815,1162,2596,2802,3335,3839,3803,2491,1985,3013,1412,2671,731,779,0,66,0,0,2747,"Caddo Parish, Louisiana",2477,2502,274,143,446,525,671,587,757,565,1023,1130,1080,1144,1084,946,952,1032,809,1031,433,440,217,109,217,217,880
"G2200190","2018","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",26516,25165,337,546,707,703,245,1084,765,313,1670,1516,1684,1273,2536,1136,2170,2982,2068,1480,1166,675,51,0,58,0,1351,"Calcasieu Parish, Louisiana",2332,2362,417,411,516,557,227,724,515,310,770,686,891,647,1152,606,986,1139,1376,826,590,445,103,217,94,217,683
"G2200330","2018","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",65129,62547,281,308,703,1658,495,920,913,1493,1939,3324,3613,3635,4808,4595,4878,8027,4525,6157,5777,2889,1474,0,36,99,2582,"East Baton Rouge Parish, Louisiana",3543,3457,269,244,381,833,461,640,512,682,755,1044,1496,1113,1449,1351,1256,1971,1496,1451,1475,868,899,217,60,160,748
"G2200450","2018","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200510","2018","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",66572,63349,336,228,544,306,618,381,51,518,824,1932,2009,3864,4290,5865,6760,11576,8776,8740,3077,2246,235,72,101,0,3223,"Jefferson Parish, Louisiana",3090,3056,320,309,343,266,373,334,44,507,390,924,917,1353,1280,1439,1474,2096,1694,1391,1042,935,178,88,122,217,932
"G2200550","2018","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",32605,28981,323,822,616,925,22,325,479,393,601,1537,1415,2364,3066,2560,720,2790,3560,2796,1802,855,799,211,0,0,3624,"Lafayette Parish, Louisiana",3150,2760,313,559,373,666,39,365,393,340,421,1040,703,1133,1148,1027,499,1070,1274,1101,890,633,743,336,217,217,1182
"G2200570","2018","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",8642,7444,0,322,379,251,425,125,129,201,505,794,440,299,371,358,750,1245,359,307,0,184,0,0,0,0,1198,"Lafourche Parish, Louisiana",1446,1344,217,318,285,242,435,165,159,178,432,692,312,318,257,308,513,631,283,305,217,220,217,217,217,217,584
"G2200630","2018","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200710","2018","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",80122,75357,1606,1666,1849,3254,908,1352,778,1319,559,2424,2672,3924,3759,4589,5210,10699,5855,11490,5274,4088,1429,213,300,140,4765,"Orleans Parish, Louisiana",2611,2459,566,540,770,846,422,528,438,532,304,682,875,1186,916,948,1169,1499,1219,1468,924,745,430,143,250,97,797
"G2200730","2018","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",23172,21999,495,309,780,557,689,1135,710,1072,2141,1873,1288,1841,1858,1919,1200,692,1323,1216,273,373,255,0,0,0,1173,"Ouachita Parish, Louisiana",2398,2362,401,417,357,401,373,533,385,549,782,795,633,674,820,763,480,404,738,828,352,384,224,217,217,217,521
"G2200790","2018","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",18851,16976,604,345,346,659,341,629,671,1021,966,550,1387,1917,1457,825,1421,1074,813,1285,163,286,167,49,0,0,1875,"Rapides Parish, Louisiana",2145,2165,484,304,356,544,279,376,466,518,515,380,679,936,716,569,842,607,527,678,201,309,177,84,217,217,578
"G2200970","2018","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",10337,8912,306,274,1385,500,296,555,631,872,916,1088,875,212,115,391,453,43,0,0,0,0,0,0,0,0,1425,"St. Landry Parish, Louisiana",1287,1303,254,219,706,324,259,395,442,438,523,650,535,275,143,377,448,68,217,217,217,217,217,217,217,217,541
"G2201030","2018","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",19393,17692,228,105,79,481,155,584,65,461,106,628,156,623,748,704,827,2881,1893,3881,1069,1175,553,74,0,216,1701,"St. Tammany Parish, Louisiana",2306,2177,368,172,118,503,255,598,116,388,180,467,142,403,429,371,593,1388,772,1258,521,631,473,119,217,224,893
"G2201050","2018","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201090","2018","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
