GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G1500030","2016","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,"05000US15003","Honolulu County, Hawaii",141827,135073,1258,1530,1075,1491,388,843,574,1130,514,1835,689,2114,1376,1241,1648,5656,6710,21898,16314,23854,14748,15276,7886,5025,6754,"Honolulu County, Hawaii",3521,3491,515,595,425,503,297,370,355,483,427,683,442,777,653,460,520,1101,1258,2360,2029,2348,2030,1708,1347,1150,1008
"G1500070","2016","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,"05000US15007","Kauai County, Hawaii",8598,7506,72,26,64,215,187,22,66,22,82,257,87,135,378,174,8,550,167,1696,915,1549,492,159,149,34,1092,"Kauai County, Hawaii",1129,1143,80,47,76,244,150,28,114,33,66,198,107,119,357,135,14,307,148,680,414,620,302,123,175,57,594
"G1500090","2016","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,"05000US15009","Maui County, Hawaii",21886,20811,298,203,188,174,302,127,462,291,136,161,10,363,448,864,274,1086,1632,5199,2310,4011,1492,550,103,127,1075,"Maui County, Hawaii",1941,1850,333,195,220,164,245,177,499,341,122,172,16,262,225,492,213,490,659,1167,1000,956,649,329,95,139,475
"G1600010","2016","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",52942,50672,35,48,285,135,409,1661,144,261,648,2801,3741,2519,5226,3735,3605,8178,4106,7046,3166,2163,476,184,0,100,2270,"Ada County, Idaho",3689,3699,61,79,241,152,414,1209,172,259,437,997,1079,800,1262,1164,1169,1402,1087,1761,1227,1472,414,223,198,160,765
"G1600050","2016","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",8704,8190,320,65,539,192,78,522,123,462,1142,629,931,658,368,165,415,716,176,689,0,0,0,0,0,0,514,"Bannock County, Idaho",1156,1118,346,110,421,205,92,314,131,327,540,260,403,447,332,141,298,557,146,442,198,198,198,198,198,198,287
"G1600190","2016","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",11664,11048,0,102,45,271,154,173,343,1115,601,1456,770,993,546,454,712,801,589,1090,309,0,251,151,122,0,616,"Bonneville County, Idaho",1282,1320,198,121,76,251,173,211,303,592,410,629,465,462,366,309,432,468,412,623,230,198,242,140,103,198,293
"G1600270","2016","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",23335,21605,0,359,260,293,468,1109,132,650,1199,2388,1565,1193,2201,1295,1455,3259,2921,654,122,0,0,82,0,0,1730,"Canyon County, Idaho",2084,2131,198,458,224,198,414,774,136,331,486,878,667,605,903,686,785,997,1106,411,202,198,198,101,198,198,928
"G1600550","2016","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",20531,20216,0,218,357,561,211,457,380,353,379,758,606,1450,1164,1719,1781,3301,1518,3090,1508,166,0,93,146,0,315,"Kootenai County, Idaho",2230,2206,198,295,323,465,311,367,325,428,278,406,391,769,698,639,906,1150,719,1165,1052,174,198,153,141,198,200
"G1600830","2016","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",9488,8467,174,0,72,88,61,0,335,393,543,754,501,520,710,767,794,512,506,893,586,0,133,0,0,125,1021,"Twin Falls County, Idaho",1293,1207,287,198,125,103,121,198,279,394,432,446,326,345,465,496,483,334,345,606,558,198,121,198,198,210,666
"G1700010","2016","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",7759,7445,0,0,232,427,76,428,1082,330,663,1326,235,480,610,487,331,284,185,157,112,0,0,0,0,0,314,"Adams County, Illinois",1369,1353,185,185,312,228,94,303,541,310,527,500,199,274,377,364,224,213,150,164,144,185,185,185,185,185,263
"G1700190","2016","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,"05000US17019","Champaign County, Illinois",37973,37349,210,117,5,344,701,465,1172,1113,2486,3664,2412,2833,3160,3306,3033,4111,2465,2599,1171,1274,166,345,197,0,624,"Champaign County, Illinois",2755,2755,326,163,11,401,473,463,612,446,871,1108,789,801,975,1047,894,1390,852,766,489,586,116,271,193,185,315
"G1700310","2016","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,"05000US17031","Cook County, Illinois",865082,840378,8860,5979,16174,11541,9841,9307,8805,12924,8478,22690,19559,33287,34968,44893,44633,98385,85946,140330,79880,88961,32259,13232,6119,3327,24704,"Cook County, Illinois",12124,12237,1386,1210,2145,2137,1705,1590,1509,2085,1500,2692,2185,2972,2978,3659,3794,5040,4969,6342,4538,4835,2823,2318,1221,964,2303
"G1700370","2016","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,"05000US17037","DeKalb County, Illinois",15385,14691,212,640,70,183,80,129,190,254,224,456,1214,1040,1531,1179,1029,748,1395,2322,1222,564,0,9,0,0,694,"DeKalb County, Illinois",1726,1640,239,487,120,201,133,154,169,227,199,351,498,646,665,755,476,341,625,850,628,423,185,16,185,185,333
"G1700430","2016","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,"05000US17043","DuPage County, Illinois",97100,93590,331,391,313,799,979,461,318,493,242,571,520,998,936,1115,3019,9791,10953,24692,16756,14100,4151,487,725,449,3510,"DuPage County, Illinois",3687,3428,321,399,173,586,534,371,287,302,156,355,445,639,551,391,1003,1306,1791,2447,1970,1876,936,313,289,385,1003
"G1700890","2016","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,"05000US17089","Kane County, Illinois",49727,48357,617,298,514,582,414,144,75,198,551,1172,1003,2212,1558,2230,2644,8290,6471,9480,5035,4103,468,57,137,104,1370,"Kane County, Illinois",3374,3472,494,331,392,449,361,139,128,228,477,770,697,767,722,597,1027,1559,1606,1837,1341,1054,380,94,164,120,666
"G1700910","2016","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,"05000US17091","Kankakee County, Illinois",12435,11829,219,52,290,100,288,602,385,420,648,766,762,750,601,856,902,1652,994,1268,116,96,0,0,0,62,606,"Kankakee County, Illinois",1344,1272,222,50,147,98,203,350,346,283,403,441,414,519,363,388,509,578,467,538,134,154,185,185,185,100,262
"G1700930","2016","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,"05000US17093","Kendall County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1700970","2016","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,"05000US17097","Lake County, Illinois",65923,62767,1154,561,702,1179,599,546,233,437,682,1095,489,1488,2593,3573,3038,7907,6299,11782,8951,5427,2487,1156,207,182,3156,"Lake County, Illinois",3238,3180,633,271,320,538,400,402,161,312,424,478,341,545,1026,1061,1156,1313,1394,2099,1505,1290,834,550,141,155,862
"G1700990","2016","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",12503,11590,604,41,197,568,131,370,478,469,902,985,829,1548,1059,566,413,1229,393,200,348,88,172,0,0,0,913,"LaSalle County, Illinois",1408,1427,395,69,236,339,113,274,304,313,450,558,446,587,504,299,340,520,429,163,431,139,212,185,185,185,541
"G1701110","2016","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",25492,24479,72,344,387,141,132,550,128,362,185,756,326,917,346,883,782,2816,2015,6215,3058,2858,294,384,528,0,1013,"McHenry County, Illinois",2370,2322,120,413,336,136,126,379,115,296,225,588,215,419,253,479,379,953,810,1526,961,1075,239,617,537,185,516
"G1701130","2016","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",23036,22119,121,128,231,362,188,589,496,935,1338,1169,1235,2058,2789,1997,907,1724,2000,1591,997,930,334,0,0,0,917,"McLean County, Illinois",1675,1810,120,138,202,342,171,526,279,451,569,424,475,637,771,940,496,699,783,721,575,496,383,185,185,185,474
"G1701150","2016","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",14513,14087,162,656,317,744,579,735,447,1472,1701,1827,1335,889,681,419,614,475,299,327,164,118,0,0,126,0,426,"Macon County, Illinois",1267,1257,175,388,278,347,419,394,221,448,629,712,525,409,357,253,390,342,218,280,200,183,185,185,150,185,241
"G1701190","2016","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",29768,28649,73,829,326,264,601,1131,815,1481,2092,3026,2224,3823,2486,1301,1220,2174,1399,1567,635,176,363,239,404,0,1119,"Madison County, Illinois",2587,2378,90,535,259,272,324,640,494,686,883,1022,805,987,771,555,569,752,703,685,448,209,381,323,407,185,674
"G1701430","2016","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",26766,24956,1013,441,520,705,220,383,763,1277,1624,2388,2229,2787,2319,1705,1793,1478,1059,1371,353,186,200,142,0,0,1810,"Peoria County, Illinois",1934,2035,439,340,229,368,163,195,394,555,584,762,686,1011,767,785,846,667,470,712,185,140,251,169,185,185,667
"G1701610","2016","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",18313,17893,815,493,587,439,195,619,870,915,949,1847,1482,2555,1028,716,612,1015,800,943,753,83,59,60,0,58,420,"Rock Island County, Illinois",1806,1800,464,327,360,296,173,369,454,543,481,567,561,836,541,471,306,384,364,489,537,98,97,96,185,92,252
"G1701630","2016","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",38493,36440,1272,720,1548,1691,351,619,632,1972,2093,2699,2034,3043,3230,1889,1879,3043,2142,2895,1445,624,347,225,0,47,2053,"St. Clair County, Illinois",2887,2784,609,500,785,780,300,394,429,1026,800,958,837,1106,1167,837,791,897,1093,872,692,356,197,372,185,76,648
"G1701670","2016","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",24550,23182,373,111,283,805,145,398,639,762,1422,2486,2841,2508,3350,1512,1044,1150,706,1167,722,328,185,245,0,0,1368,"Sangamon County, Illinois",1939,1938,249,105,273,440,127,311,315,340,601,705,1003,835,945,615,366,533,450,495,468,251,173,391,185,185,666
"G1701790","2016","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",12995,12361,165,315,166,316,215,171,326,608,1289,1869,1279,754,1254,598,582,1256,393,295,169,187,123,31,0,0,634,"Tazewell County, Illinois",1354,1395,192,306,184,261,157,162,402,333,638,602,581,328,610,352,332,583,253,168,178,164,179,50,185,185,397
"G1701830","2016","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",8774,8259,361,234,152,309,464,493,944,773,839,709,914,774,357,76,149,132,464,21,0,65,29,0,0,0,515,"Vermilion County, Illinois",1095,1094,304,144,128,168,291,342,410,393,390,318,486,414,262,93,172,131,398,40,185,59,48,185,185,185,288
"G1701970","2016","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",44138,41697,82,29,554,347,33,391,383,322,224,1126,760,2096,1313,2402,3711,5338,3759,7732,5097,4127,1131,199,541,0,2441,"Will County, Illinois",3181,3160,85,47,357,215,53,239,367,242,153,487,401,666,478,637,1141,1055,1020,1481,1255,1233,437,251,285,185,724
"G1701990","2016","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",8738,8143,369,16,79,223,739,376,192,1240,564,556,779,347,629,166,220,882,588,93,0,85,0,0,0,0,595,"Williamson County, Illinois",1251,1184,342,26,93,184,632,248,163,735,456,371,419,238,422,158,194,801,419,96,185,72,185,185,185,185,319
"G1702010","2016","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",43183,41599,642,947,883,729,422,874,1262,2392,3139,5580,3642,4428,3401,2929,2199,2801,1248,2835,918,222,36,0,70,0,1584,"Winnebago County, Illinois",2725,2703,387,368,488,515,226,544,673,859,976,1285,999,1117,1078,916,846,877,543,855,462,171,61,185,115,185,628
"G1800030","2016","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",46337,44779,202,465,872,1050,337,1274,2197,3173,4530,6073,4488,4006,4608,2603,2811,2406,869,993,805,543,415,0,59,0,1558,"Allen County, Indiana",2531,2473,192,461,532,543,216,484,737,827,970,1377,1060,1039,1124,981,795,776,444,407,489,493,268,192,77,192,653
"G1800050","2016","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800190","2016","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",13155,12293,435,141,183,312,124,428,467,138,821,1241,593,1730,1434,1541,924,539,55,674,228,285,0,0,0,0,862,"Clark County, Indiana",1637,1640,441,135,290,234,130,327,317,117,455,644,348,793,673,662,594,421,91,439,339,168,192,192,192,192,500
"G1800350","2016","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",16588,16042,402,556,224,465,81,891,1087,1708,1460,2468,1347,1695,743,994,351,543,465,295,60,207,0,0,0,0,546,"Delaware County, Indiana",1412,1453,339,228,195,271,97,482,657,581,627,950,645,574,451,566,251,324,358,300,102,322,192,192,192,192,412
"G1800390","2016","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",24084,22410,346,31,61,1252,323,355,485,1271,1191,1735,2958,2965,2330,2522,1496,1193,491,890,0,54,108,0,353,0,1674,"Elkhart County, Indiana",1874,1917,389,38,102,751,193,348,284,596,600,690,982,1089,875,906,722,545,470,592,192,90,132,192,408,192,705
"G1800430","2016","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",9259,8594,258,124,75,474,140,176,186,648,594,538,763,999,1562,1054,302,396,41,208,56,0,0,0,0,0,665,"Floyd County, Indiana",1145,1141,183,161,83,419,144,141,145,290,378,348,618,462,647,475,218,282,68,212,74,192,192,192,192,192,411
"G1800530","2016","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800570","2016","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",26612,25818,0,506,40,12,47,0,53,529,439,443,262,480,1603,1116,1731,3314,3191,7285,3124,993,313,337,0,0,794,"Hamilton County, Indiana",2362,2260,192,486,69,23,77,192,75,335,360,492,224,294,786,683,698,1054,1103,1585,1027,464,415,311,192,192,716
"G1800590","2016","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800630","2016","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800670","2016","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",11486,10473,450,255,185,94,48,331,500,701,1496,915,1652,1053,671,675,540,266,315,116,0,0,112,0,98,0,1013,"Howard County, Indiana",1440,1362,303,207,131,86,82,284,324,432,594,406,785,617,353,423,384,267,265,140,192,192,87,192,115,192,526
"G1800810","2016","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",14899,14207,0,135,0,111,0,349,76,319,96,1371,688,1469,799,1468,1763,1758,1657,1311,613,159,0,65,0,0,692,"Johnson County, Indiana",1710,1723,192,167,192,182,192,536,116,317,120,567,432,743,400,694,738,737,666,526,463,158,192,117,192,192,424
"G1800850","2016","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",8173,7773,0,0,29,207,385,177,44,671,661,950,773,640,464,856,460,587,37,333,74,171,254,0,0,0,400,"Kosciusko County, Indiana",1282,1227,192,192,37,254,370,158,78,402,378,387,428,391,288,501,454,392,69,202,113,206,373,192,192,192,253
"G1800890","2016","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",57440,53795,1429,455,1631,1806,534,1035,1634,1798,2514,2767,2257,4311,5575,3202,5688,6833,3050,5501,1002,438,175,0,0,160,3645,"Lake County, Indiana",3359,3312,608,285,630,672,251,350,599,654,868,884,808,1078,1418,972,1635,1206,962,1238,637,376,264,192,192,137,1006
"G1800910","2016","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",10839,9861,46,0,115,687,258,213,402,519,664,1062,556,1579,753,899,554,889,130,332,152,0,0,0,0,51,978,"LaPorte County, Indiana",1417,1428,82,192,137,425,236,207,273,351,425,503,306,705,386,495,309,560,156,262,113,192,192,192,192,85,466
"G1800950","2016","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",15398,14137,385,164,30,577,321,408,1012,1886,1345,1476,1845,1157,1184,586,723,597,0,205,0,150,86,0,0,0,1261,"Madison County, Indiana",1429,1452,461,170,39,371,268,336,521,652,550,509,642,508,579,282,491,400,192,201,192,184,71,192,192,192,500
"G1800970","2016","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",173871,170178,354,1542,924,3311,1476,2232,2391,6154,8708,15447,15804,18347,16369,16304,13172,16503,7634,14551,4855,2605,557,222,455,261,3693,"Marion County, Indiana",4996,4910,252,750,547,1117,684,837,710,1456,1530,2235,2196,2218,1936,2366,2113,2137,1379,2229,1260,733,335,165,512,202,1030
"G1801050","2016","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",23959,23081,382,75,395,294,152,335,223,440,831,1250,1389,2176,2389,986,1810,2290,2323,3158,870,593,504,216,0,0,878,"Monroe County, Indiana",2004,1947,405,133,374,309,178,364,212,425,438,560,679,780,955,534,720,903,767,935,486,331,371,327,192,192,445
"G1801090","2016","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1801270","2016","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",14876,14384,0,0,0,90,170,109,127,367,526,1049,401,870,2063,1528,1066,1680,2031,1105,279,464,459,0,0,0,492,"Porter County, Indiana",1666,1624,192,192,192,143,222,175,104,379,431,623,282,635,724,685,574,633,844,601,191,424,391,192,192,192,300
"G1801410","2016","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",32642,30238,594,371,1236,528,428,765,997,2049,1943,3128,2663,3357,3012,2462,1462,2366,1098,872,544,363,0,0,0,0,2404,"St. Joseph County, Indiana",2311,2309,362,285,593,397,223,363,563,742,681,877,923,862,885,804,758,773,751,356,314,269,192,192,192,192,827
"G1801570","2016","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",29728,29059,0,326,109,397,403,620,1153,965,1653,2624,2764,2687,3229,1377,2037,2545,1335,3008,835,746,73,53,120,0,669,"Tippecanoe County, Indiana",2155,2019,192,271,123,390,345,282,735,500,709,1133,1101,959,1016,714,806,769,716,1151,485,453,69,100,96,192,453
"G1801630","2016","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",28325,27297,240,470,148,389,635,375,2036,2493,3342,3145,3546,2742,792,1512,1766,1854,1011,396,108,6,57,0,0,234,1028,"Vanderburgh County, Indiana",2088,2058,294,246,133,378,396,285,928,728,893,903,1074,914,371,531,637,762,698,366,172,10,56,192,192,200,429
"G1801670","2016","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",14663,13961,303,229,39,597,182,369,1177,1371,1304,1563,1044,657,1539,725,587,431,376,733,357,317,0,0,0,61,702,"Vigo County, Indiana",1800,1767,212,239,64,384,177,382,510,508,606,547,465,423,658,432,388,232,246,504,380,184,192,192,192,103,359
"G1801770","2016","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",9009,8639,61,30,707,300,168,388,1200,937,1280,1384,467,873,297,95,187,178,87,0,0,0,0,0,0,0,370,"Wayne County, Indiana",1305,1256,77,36,465,239,200,266,517,446,623,535,424,432,285,134,133,220,84,192,192,192,192,192,192,192,228
"G1900130","2016","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",18408,17622,137,94,103,209,197,348,522,910,731,2440,1944,2024,1881,1120,766,1022,1092,859,729,295,151,0,48,0,786,"Black Hawk County, Iowa",1797,1798,184,63,117,163,191,210,289,409,336,851,621,772,655,633,418,573,510,502,356,222,128,159,80,159,496
"G1900490","2016","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",8775,8352,0,0,102,13,67,30,292,306,472,194,628,170,711,530,282,829,474,1514,1330,251,0,157,0,0,423,"Dallas County, Iowa",1336,1269,159,159,90,24,86,36,268,204,366,146,479,163,562,538,286,435,352,790,688,294,159,194,159,159,357
"G1900610","2016","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",9750,9471,87,249,175,195,111,99,430,426,616,1020,594,1045,797,516,482,925,918,513,109,57,72,35,0,0,279,"Dubuque County, Iowa",932,900,110,164,139,174,122,93,288,244,290,375,341,448,498,329,331,419,370,373,128,52,62,60,159,159,145
"G1901030","2016","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",24154,23165,74,180,235,188,136,144,222,468,644,754,1141,1583,1967,3035,1850,2083,2478,2620,2086,1198,79,0,0,0,989,"Johnson County, Iowa",2081,2145,119,292,236,195,156,155,226,378,329,386,505,703,731,902,844,712,890,906,812,558,89,159,159,159,559
"G1901130","2016","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",23656,22826,390,92,64,575,379,794,765,1292,2305,2904,2381,2058,2536,996,1154,1309,994,1149,136,253,124,90,86,0,830,"Linn County, Iowa",2159,2186,335,96,103,362,209,396,520,507,849,971,763,784,980,539,501,569,567,482,135,275,154,154,99,159,366
"G1901530","2016","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",60186,58808,288,405,10,1046,918,314,517,1248,1542,2946,3576,4381,6289,6739,5335,7937,4826,6481,1868,1417,177,162,134,252,1378,"Polk County, Iowa",2585,2516,287,312,18,486,509,277,213,522,628,917,986,1039,1192,1165,1042,1576,984,1136,623,460,176,150,164,218,539
