GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G2800890","2016","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",11001,9883,62,0,329,27,18,228,123,658,216,138,144,747,738,1678,795,1376,1407,242,263,235,295,0,164,0,1118,"Madison County, Mississippi",1571,1417,65,213,245,48,34,360,202,536,274,186,229,481,471,896,563,750,683,193,219,208,285,213,210,213,591
"G2801210","2016","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2900190","2016","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",33166,32209,326,154,242,1067,141,898,1012,1701,2037,2485,3200,2585,3524,2608,1445,3210,1113,2827,899,515,131,89,0,0,957,"Boone County, Missouri",2171,2148,336,161,369,635,129,607,601,769,823,864,1203,915,1103,842,743,1431,755,1068,534,384,171,143,187,187,454
"G2900210","2016","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",12646,12114,88,367,834,179,974,395,693,821,1032,898,1470,1123,980,357,303,587,444,326,81,78,0,84,0,0,532,"Buchanan County, Missouri",1526,1509,134,414,462,152,671,230,538,342,576,460,527,560,556,206,162,379,393,283,96,103,187,138,187,187,348
"G2900310","2016","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",10330,9749,109,87,57,123,54,275,639,668,569,1100,578,1339,856,379,481,1118,464,529,119,205,0,0,0,0,581,"Cape Girardeau County, Missouri",1180,1225,176,98,93,151,93,264,476,347,561,545,291,723,539,231,319,593,340,333,174,199,187,187,187,187,371
"G2900370","2016","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",10600,10129,0,92,188,324,242,28,563,276,217,637,740,302,1725,690,1114,1472,180,646,266,295,132,0,0,0,471,"Cass County, Missouri",1449,1444,187,151,304,298,241,33,454,194,224,386,477,248,731,540,701,625,204,453,238,254,222,187,187,187,290
"G2900430","2016","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2900470","2016","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",26041,25371,119,322,258,43,162,352,597,610,973,1199,2265,2309,2553,2603,2456,2555,2612,2549,339,461,34,0,0,0,670,"Clay County, Missouri",2082,2080,197,228,299,70,143,357,515,446,536,593,1199,774,855,974,805,628,882,888,275,446,59,187,187,187,321
"G2900510","2016","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2900710","2016","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",10376,10008,0,75,11,30,36,189,925,1598,1115,1039,593,1428,331,307,947,594,565,211,0,0,14,0,0,0,368,"Franklin County, Missouri",1466,1425,187,91,19,62,43,188,514,766,553,565,520,580,255,225,552,490,486,204,187,187,24,187,187,187,268
"G2900770","2016","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",52746,50708,525,319,356,1273,550,1057,3567,4329,5124,5023,6443,4399,4131,2309,3486,2661,1458,2306,851,466,24,0,51,0,2038,"Greene County, Missouri",2715,2750,501,296,273,577,327,415,1151,1062,1087,1447,1257,1167,1289,647,1009,1119,572,864,461,359,39,187,85,187,775
"G2900950","2016","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",120562,115979,1951,1590,2133,2505,1764,2609,3262,5695,6929,9956,9933,7676,9545,8290,8908,9677,7803,8960,3538,2359,578,157,83,78,4583,"Jackson County, Missouri",3935,3722,835,564,636,846,657,919,975,1170,1480,1554,1444,1253,1547,1642,1646,1471,1486,1667,797,848,348,165,139,61,1118
"G2900970","2016","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",15851,15036,0,514,209,562,150,1017,961,1057,1321,1856,1993,1724,1052,286,499,333,1198,92,0,151,61,0,0,0,815,"Jasper County, Missouri",1608,1590,187,429,251,262,129,519,432,410,627,685,891,910,495,257,331,348,831,135,187,188,108,187,187,187,490
"G2900990","2016","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",18880,17430,0,255,140,244,63,536,598,940,1151,1993,1629,2137,1091,958,1523,1576,529,945,140,340,642,0,0,0,1450,"Jefferson County, Missouri",2344,2174,187,268,177,316,77,334,436,672,525,903,765,1004,482,588,682,897,442,538,234,326,741,187,187,187,644
"G2901650","2016","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",12721,11917,0,173,126,60,0,367,81,273,499,479,1131,1014,832,431,1035,1881,1194,1482,472,387,0,0,0,0,804,"Platte County, Missouri",1459,1608,187,211,204,88,187,407,75,178,362,441,668,578,566,239,507,626,495,596,271,290,187,187,187,187,598
"G2901830","2016","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",25849,25330,0,265,0,254,68,269,197,416,455,828,1071,1263,1206,2055,1589,4182,3118,4034,2530,1010,352,0,168,0,519,"St. Charles County, Missouri",2252,2199,187,343,187,213,111,222,187,269,463,309,430,571,515,880,695,1167,1035,962,882,489,266,187,200,187,259
"G2901870","2016","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francois County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2901890","2016","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",130677,124736,606,546,746,1567,668,1005,1535,3283,3848,7439,8908,9373,10488,11454,11920,15703,10344,14166,3914,3113,2190,957,828,135,5941,"St. Louis County, Missouri",4751,4791,630,627,433,815,541,446,628,904,1052,1796,1814,1829,1672,2142,2269,2305,1765,2740,1013,777,675,574,391,227,1527
"G2905100","2016","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",78423,75390,1296,840,1973,1677,1573,1647,3156,3642,4778,6523,8499,6071,6305,4459,3088,6698,3562,5038,1976,1918,635,0,36,0,3033,"St. Louis city, Missouri",3836,3793,611,408,778,573,561,588,862,1173,1350,1167,1474,1242,1283,1012,807,1334,911,1114,750,491,374,187,60,187,1094
"G3000130","2016","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",12321,11484,205,91,144,265,300,234,199,821,579,1382,1035,863,615,610,246,1419,1235,914,51,111,88,0,77,0,837,"Cascade County, Montana",1264,1276,159,107,198,220,284,218,178,435,415,579,405,474,427,361,227,562,490,384,64,110,80,168,63,168,435
"G3000290","2016","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",10448,9704,0,41,171,72,40,154,319,298,1013,472,705,644,372,432,792,1434,474,934,856,481,0,0,0,0,744,"Flathead County, Montana",1531,1474,168,69,142,84,68,155,195,178,636,375,395,417,265,368,437,752,520,679,524,618,168,168,168,168,326
"G3000310","2016","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",15767,14708,20,0,0,395,323,416,154,118,413,202,1187,829,727,984,1083,1295,1560,2975,951,672,321,26,57,0,1059,"Gallatin County, Montana",1672,1679,28,168,168,316,406,342,148,115,390,163,704,460,362,467,511,582,727,1008,538,381,214,44,73,168,522
"G3000490","2016","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",8536,7985,171,444,48,344,72,113,0,500,370,326,363,296,985,548,248,1224,627,967,303,36,0,0,0,0,551,"Lewis and Clark County, Montana",1290,1302,270,366,85,428,106,143,168,330,334,229,303,277,468,358,200,518,440,487,255,61,168,168,168,168,269
"G3000630","2016","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",19307,18356,49,162,34,200,356,421,154,1064,441,946,1630,1324,1242,1069,1431,3036,1473,2182,873,269,0,0,0,0,951,"Missoula County, Montana",1807,1838,85,185,58,311,441,367,204,709,361,471,919,566,626,665,706,1097,649,822,443,210,168,168,168,168,515
"G3001110","2016","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",20037,19203,47,103,96,730,455,655,155,854,450,914,1470,1441,1149,1478,1543,1815,1305,2219,1163,789,135,237,0,0,834,"Yellowstone County, Montana",2113,2126,76,167,113,589,344,453,153,508,300,484,753,757,536,574,834,764,609,735,579,586,138,190,168,168,527
"G3100550","2016","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",83033,81393,730,386,712,1220,988,923,1333,2967,4281,6045,4659,7206,5594,6638,4801,10767,7093,8159,3008,2830,542,350,99,62,1640,"Douglas County, Nebraska",3019,2965,386,259,415,499,377,447,620,730,1174,1138,1388,1306,1099,1293,988,1634,1296,1599,713,951,262,262,92,74,528
"G3101090","2016","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",50178,48529,233,37,194,591,613,1727,2124,2782,3046,3598,3399,4083,4535,2583,1856,6272,3700,4500,1427,220,184,239,455,131,1649,"Lancaster County, Nebraska",2447,2459,266,62,147,446,389,907,769,783,1031,922,815,1264,1330,817,647,1229,1041,848,567,170,154,170,302,210,695
"G3101530","2016","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",21529,21042,69,185,214,116,228,280,202,229,347,904,1038,1436,843,1672,1708,3528,1921,3241,1602,1021,217,41,0,0,487,"Sarpy County, Nebraska",1781,1790,88,168,156,130,149,237,206,190,289,568,654,680,422,604,594,852,642,774,644,451,157,68,159,159,315
"G3200030","2016","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",360111,352282,1312,1285,1496,1940,993,1974,2543,4628,7470,14375,13597,21080,22079,18610,23844,46845,40698,77511,28646,16009,3066,1463,587,231,7829,"Clark County, Nevada",6921,7090,645,540,616,617,446,772,708,1033,1492,1886,1651,2229,2664,2155,2691,2963,3170,4641,2908,2071,928,575,436,163,1385
"G3200310","2016","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",74550,73539,383,236,641,346,264,552,576,646,2696,3228,3824,4134,3933,6196,5092,7866,6098,12723,8175,3984,1148,87,418,293,1011,"Washoe County, Nevada",3781,3786,255,186,356,354,254,297,377,405,878,816,931,1182,1219,1690,1238,1593,1498,1724,1689,1139,804,136,339,313,435
"G3300050","2016","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",9878,9128,0,0,167,84,349,451,694,178,0,395,344,336,496,751,520,1049,678,1396,693,277,170,0,100,0,750,"Cheshire County, New Hampshire",1217,1226,187,187,196,85,368,411,380,218,187,286,308,312,338,581,346,454,398,495,475,257,264,187,90,187,327
"G3300090","2016","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",9959,9403,137,285,85,434,0,342,10,288,268,83,707,611,667,384,501,1442,648,611,989,582,0,120,209,0,556,"Grafton County, New Hampshire",1303,1343,175,333,113,452,187,285,16,238,257,75,667,433,447,306,377,776,369,393,659,344,187,198,206,187,345
"G3300110","2016","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",57988,56020,337,0,144,938,897,465,558,524,260,915,482,1275,1706,2892,3580,7318,5686,13310,8071,6107,486,0,69,0,1968,"Hillsborough County, New Hampshire",2616,2488,457,187,137,595,581,241,364,401,226,376,348,495,779,1048,920,1764,1226,2160,1459,1422,442,187,53,187,655
"G3300130","2016","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",17236,16019,136,46,71,227,199,0,265,238,383,303,342,771,982,764,1023,2406,2097,2881,1359,941,183,365,0,37,1217,"Merrimack County, New Hampshire",1563,1407,139,76,116,174,255,187,266,282,257,197,273,422,542,460,454,572,727,696,591,425,166,386,187,60,560
"G3300150","2016","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",27948,26547,0,112,200,1058,125,94,401,309,0,230,765,534,659,1064,1097,3555,3625,6044,3586,1490,827,650,122,0,1401,"Rockingham County, New Hampshire",2461,2623,187,145,196,723,181,114,488,260,187,228,660,458,458,552,568,1120,969,1572,961,520,554,472,207,187,607
"G3300170","2016","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3400010","2016","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",31318,30417,1115,588,518,851,657,258,381,729,1172,702,580,1084,870,911,819,2844,3938,6979,2511,2337,167,198,161,47,901,"Atlantic County, New Jersey",2246,2319,626,389,328,351,342,170,328,535,889,551,440,593,516,519,452,880,1100,1478,755,840,163,235,123,77,363
"G3400030","2016","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",122437,118379,501,629,704,819,1153,863,278,322,601,869,138,249,722,711,1443,4630,6785,29203,25085,23412,9499,4490,2784,2489,4058,"Bergen County, New Jersey",4191,4240,299,477,421,447,539,453,186,162,426,502,143,218,443,325,704,1075,1318,2842,2400,2458,1527,996,958,851,981
"G3400050","2016","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",40151,38667,102,103,11,79,320,226,215,557,12,230,583,432,992,914,1117,4751,3847,9953,6286,5554,2051,262,56,14,1484,"Burlington County, New Jersey",2588,2607,134,136,19,98,273,219,153,349,21,238,346,317,500,394,466,1029,1074,1721,1174,1037,674,195,95,23,575
"G3400070","2016","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",60231,57832,1303,1062,1403,1503,818,1112,341,1240,954,636,955,1384,2038,3571,5299,8336,6633,8652,5226,3651,919,93,488,215,2399,"Camden County, New Jersey",3464,3465,685,462,665,619,380,590,244,647,513,356,420,543,837,1042,1207,1441,1328,1475,1271,983,402,135,431,339,756
"G3400090","2016","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",9073,8011,93,40,276,79,37,0,65,12,57,125,274,162,342,392,453,1460,1030,1984,745,256,64,65,0,0,1062,"Cape May County, New Jersey",1314,1318,78,68,251,86,61,200,103,21,94,136,233,119,238,229,424,845,420,802,378,174,75,72,200,200,387
"G3400110","2016","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",19908,19048,238,164,400,748,677,422,138,488,644,966,237,635,560,1619,1111,3322,1792,2620,1727,540,0,0,0,0,860,"Cumberland County, New Jersey",2208,2163,292,264,348,441,440,322,236,369,516,563,346,502,355,768,716,1127,672,821,745,486,200,200,200,200,462
"G3400130","2016","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",160866,157290,1655,2999,2979,5700,3552,2520,1525,1784,1357,2318,2373,3552,2799,5700,7603,18021,17525,36264,16363,13667,2961,1278,1582,1213,3576,"Essex County, New Jersey",3835,3938,586,880,809,1141,1021,937,705,633,603,807,890,927,919,1272,1454,2086,2317,3334,1932,1899,966,446,855,643,895
"G3400150","2016","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3400170","2016","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",175836,173399,838,1149,1908,4173,1307,2420,1129,1220,1024,2629,1523,2263,2676,4947,5566,12725,15689,35860,23959,20142,10872,10438,4813,4129,2437,"Hudson County, New Jersey",4288,4303,446,537,732,1044,598,868,499,498,564,845,539,677,637,1227,1303,1498,1932,3118,2470,2137,1352,1645,1053,919,605
"G3400190","2016","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3400210","2016","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",47498,46396,605,637,429,1884,560,1145,437,757,420,436,309,1301,399,1320,2506,4836,4910,8604,6600,4613,2623,674,219,172,1102,"Mercer County, New Jersey",2624,2651,469,402,314,845,412,593,327,383,327,320,263,659,246,758,840,1031,1144,1497,1483,1240,850,421,204,153,432
"G3400230","2016","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",104404,100330,515,565,1066,936,640,304,1057,437,517,584,394,788,717,1338,845,4317,7966,24280,20026,25476,5371,1565,313,313,4074,"Middlesex County, New Jersey",3834,3705,436,466,524,605,466,303,557,420,371,378,300,450,423,556,526,1232,1375,2024,2199,2560,1059,936,183,301,1102
"G3400250","2016","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",64561,62677,170,273,745,1328,760,616,614,465,385,1342,91,602,804,910,1090,4250,4672,12700,9423,12247,7491,1016,230,453,1884,"Monmouth County, New Jersey",3137,3050,156,288,352,695,330,416,424,353,288,701,111,454,613,562,589,1235,1185,1733,1521,1668,1539,556,209,532,763
"G3400270","2016","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",44972,43205,89,138,469,759,452,205,15,115,36,78,245,116,366,489,297,839,2641,9753,9006,10376,4287,1616,656,162,1767,"Morris County, New Jersey",3239,3255,70,225,371,581,359,306,24,139,58,111,194,144,363,364,273,430,994,1463,1527,1614,1203,616,343,138,648
"G3400290","2016","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",48463,46083,0,101,1150,991,511,288,98,297,846,479,95,328,371,508,183,3588,5261,11035,9355,8336,1768,290,75,129,2380,"Ocean County, New Jersey",3562,3323,200,116,569,597,436,314,117,215,563,385,111,239,278,461,150,962,1422,1780,2020,1817,760,326,63,205,736
"G3400310","2016","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",79973,76548,534,541,659,1668,474,539,615,644,243,1338,764,1202,748,1495,1901,7547,9127,23264,13108,8408,1346,295,36,52,3425,"Passaic County, New Jersey",3557,3459,382,365,387,706,299,309,307,458,230,572,429,415,389,636,686,1206,1787,2446,1953,1661,548,193,56,88,1051
"G3400330","2016","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",7922,7237,139,0,295,174,228,321,140,0,115,181,0,356,142,443,752,1325,803,1026,415,214,0,0,168,0,685,"Salem County, New Jersey",1080,1080,210,200,235,184,224,239,168,200,127,108,200,277,143,328,511,521,433,383,285,155,200,200,201,200,367
"G3400350","2016","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",29371,27897,269,131,217,219,90,16,0,67,147,104,77,357,207,84,300,645,771,7991,6075,7238,1908,821,110,53,1474,"Somerset County, New Jersey",2780,2795,281,105,185,186,159,30,200,110,174,132,120,319,196,103,294,414,412,1537,1438,1702,885,421,129,88,632
"G3400370","2016","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3400390","2016","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",77162,74133,601,427,741,1375,319,586,159,480,854,1426,0,1598,1730,1564,1812,7533,8430,19208,11414,8343,3863,1359,311,0,3029,"Union County, New Jersey",3439,3324,411,330,383,616,200,367,211,330,425,636,200,577,630,715,735,1333,1405,2484,1777,1276,1008,705,223,200,817
"G3400410","2016","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500010","2016","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",94739,91491,572,449,950,737,1190,1106,1470,3510,3242,5560,9060,7971,7229,5873,5505,9472,6566,12803,5484,1855,416,179,292,0,3248,"Bernalillo County, New Mexico",4246,4279,442,425,573,386,607,483,825,1405,923,1232,1697,1758,1317,1341,1456,1784,1210,1824,1255,762,268,173,237,195,947
"G3500050","2016","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500130","2016","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",30482,28003,191,581,409,634,843,396,1711,1665,2212,2743,1531,2560,2050,1306,1532,2005,2153,1950,590,681,69,0,0,191,2479,"Doña Ana County, New Mexico",2790,2606,223,521,308,536,564,332,737,812,1026,923,696,900,935,686,935,919,1211,738,366,528,105,195,195,312,1170
"G3500250","2016","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500310","2016","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",7020,5408,220,212,33,170,161,448,42,355,514,267,367,1122,157,89,337,511,72,211,0,120,0,0,0,0,1612,"McKinley County, New Mexico",955,923,162,169,36,133,186,272,39,212,414,202,238,521,206,103,287,348,107,223,195,239,195,195,195,195,543
"G3500350","2016","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500430","2016","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3500450","2016","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",12519,11459,471,128,261,24,158,386,327,87,349,1607,1137,686,522,917,730,1041,681,1517,33,397,0,0,0,0,1060,"San Juan County, New Mexico",1464,1415,225,89,236,40,144,308,268,95,236,750,650,481,320,509,496,487,532,604,56,249,195,195,195,195,312
"G3500490","2016","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",18113,16648,253,46,805,92,384,313,40,90,69,331,430,963,1005,1073,666,2272,2012,3093,1687,606,217,163,38,0,1465,"Santa Fe County, New Mexico",1631,1525,295,53,511,81,372,333,46,90,49,239,239,547,437,546,404,604,568,871,538,296,233,242,63,195,689
"G3500610","2016","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600010","2016","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",57111,56114,88,253,794,1120,861,512,997,575,881,2231,2200,2668,3320,4275,3927,8075,6109,9388,3967,2302,763,597,144,67,997,"Albany County, New York",3157,3102,143,261,458,585,478,310,506,264,632,792,988,801,883,1244,1156,1776,1376,1796,876,758,527,473,139,113,540
"G3600050","2016","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",402257,392446,3630,2920,12255,16858,10756,7124,6199,8092,3850,6410,4178,9239,6915,9753,9376,27911,37668,102840,58730,41742,3993,1099,663,245,9811,"Bronx County, New York",4695,4851,1086,890,2148,2302,1699,1597,1475,1869,1077,1346,1047,1902,1584,1603,1322,3049,3300,5114,3468,3547,1200,594,537,228,1760
"G3600070","2016","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",27576,26390,46,46,76,429,363,631,957,2012,2392,2337,1887,2589,1620,2354,1766,2196,1610,1770,402,347,306,74,107,73,1186,"Broome County, New York",2264,2256,57,76,77,413,224,318,449,817,656,799,658,873,615,853,649,669,654,671,315,232,277,124,174,120,474
