GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G32023770","2014","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",42332,985,1331,1027,1494,1825,1745,1169,2444,2148,4329,5961,6069,5504,2151,2363,1787,"Enterprise CDP, Nevada",2897,378,527,507,538,742,644,468,678,802,1043,1150,1348,1307,670,588,542
"G32031900","2014","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",107007,5353,4377,3713,4688,5462,4539,4938,5275,3644,8629,13028,15254,10206,6216,5695,5990,"Henderson city, Nevada",3236,1276,887,920,962,1110,991,1091,982,999,1302,1753,1655,1645,1194,1263,1049
"G32040000","2014","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",212742,16397,10601,10237,13568,10589,12882,10316,11208,9978,16620,24690,26416,15139,8470,8079,7552,"Las Vegas city, Nevada",4463,1684,1450,1546,1923,1430,1781,1687,1470,1673,1555,2073,2566,1519,1401,1273,1154
"G32051800","2014","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",72412,4296,2979,4253,3534,3802,5504,3847,2903,3339,7459,9777,9252,5746,2087,2344,1290,"North Las Vegas city, Nevada",2760,962,686,1261,898,1063,1230,924,896,948,1468,1540,1586,1017,667,845,588
"G32054600","2014","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",91155,7564,5907,4849,5765,5361,5528,5708,5078,4563,7520,9324,10879,5204,3823,2388,1694,"Paradise CDP, Nevada",3514,1356,1209,1043,1055,1093,1140,1221,1163,1053,1375,1501,1752,992,843,699,529
"G32060600","2014","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",92608,7510,5877,6479,6471,5401,4735,4824,4413,3562,7188,9157,10604,6419,3666,3785,2517,"Reno city, Nevada",2502,1138,1140,1452,1336,1107,1122,1023,898,796,1201,1428,1362,1159,940,820,702
"G32068400","2014","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",35785,2087,1267,1785,1796,1531,1656,1572,1564,2006,4104,4341,5819,2323,1123,1709,1102,"Sparks city, Nevada",1619,661,595,718,679,600,618,599,517,627,940,1029,1124,628,358,685,596
"G32068585","2014","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",71724,4483,2801,2638,3812,5018,4073,4661,4799,3932,7492,8655,9017,5593,2037,1684,1029,"Spring Valley CDP, Nevada",3328,1164,886,797,1096,1074,1110,1247,1257,1147,1549,1530,1800,1137,574,684,410
"G32071400","2014","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",60506,5214,4501,4999,4798,3318,5483,4207,2933,3280,4809,5997,5662,2262,1517,784,742,"Sunrise Manor CDP, Nevada",3094,978,1220,1138,1074,916,1133,968,747,917,1006,1222,1361,623,535,373,336
"G33045140","2014","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",44156,2437,2324,2950,1571,2733,2267,1541,2101,2116,4406,4494,6436,3575,2093,1974,1138,"Manchester city, New Hampshire",1983,668,808,841,511,848,678,634,635,731,1086,1049,1088,814,648,526,394
"G33050260","2014","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",34864,1740,1225,1748,997,1270,1538,1139,1902,893,2305,3754,5330,4131,2384,2838,1670,"Nashua city, New Hampshire",1615,738,593,654,437,580,656,435,732,412,622,899,955,1139,667,864,559
"G34003580","2014","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",24733,1844,1061,1007,1559,1275,1516,1658,810,1056,2278,2037,2326,1898,1899,2066,443,"Bayonne city, New Jersey",1361,655,458,445,607,484,666,678,351,455,613,631,659,577,699,785,296
"G34010000","2014","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",26396,5596,2735,2088,1758,1376,1830,1764,1129,1496,1978,1724,1613,612,377,117,203,"Camden city, New Jersey",1691,1204,962,817,708,615,613,788,615,686,634,715,712,394,258,139,233
"G34013690","2014","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",29065,1606,1001,797,1573,1760,1076,1060,778,1527,1699,2279,3385,4064,1989,2456,2015,"Clifton city, New Jersey",1621,645,599,368,678,768,605,504,382,700,591,667,805,954,683,717,669
"G34019390","2014","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",25913,4045,2106,1760,1480,1584,1306,1382,1675,1447,1912,1948,2334,1248,557,879,250,"East Orange city, New Jersey",1581,972,727,641,569,568,455,512,694,604,698,643,661,411,297,476,151
"G34021000","2014","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",39546,4042,1905,2126,1649,2097,3295,2864,2538,2100,3321,3564,5280,2699,758,855,453,"Elizabeth city, New Jersey",2004,899,696,726,563,776,914,836,813,810,811,766,1139,725,373,500,280
"G34036000","2014","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",98873,9027,6056,4754,4203,3576,4208,3956,3779,3650,5617,9694,10702,8413,5051,7450,8737,"Jersey City city, New Jersey",2550,1190,1221,936,1051,887,1159,947,1102,963,1174,1458,1440,1458,929,1432,1345
"G34051000","2014","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",89182,11121,8825,6730,6431,5087,5388,4827,5065,3607,7800,7167,8135,4164,2183,1311,1341,"Newark city, New Jersey",2731,1343,1249,1127,1142,1263,1001,1070,1032,771,1475,1103,1246,803,692,469,468
"G34056550","2014","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",18813,3333,1583,1854,1773,850,932,921,708,556,1483,1342,1467,749,278,624,360,"Passaic city, New Jersey",1289,903,648,625,624,374,523,441,400,323,538,443,573,387,167,379,238
"G34057000","2014","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",42318,7532,3063,2973,2532,1869,2804,2023,3392,1589,3122,2551,3511,2987,993,895,482,"Paterson city, New Jersey",2001,1326,811,787,605,605,786,710,884,642,769,716,827,749,408,485,265
"G34073110","2014","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",32937,1134,1216,1045,1541,1242,829,888,1158,721,2956,4594,4973,2885,3110,2692,1953,"Toms River CDP, New Jersey",1687,426,509,447,623,500,380,396,569,278,769,1078,930,703,932,710,576
"G34074000","2014","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",28185,4687,2914,2023,2322,1493,1387,1080,1738,683,2916,2295,1977,1434,739,300,197,"Trenton city, New Jersey",1582,1156,824,660,720,620,511,513,717,458,863,842,647,472,415,203,164
"G34074630","2014","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",24707,2205,1861,1620,2271,2141,1501,965,1340,571,1909,1638,2744,1596,803,859,683,"Union City city, New Jersey",1319,682,711,577,738,669,524,377,539,307,671,510,758,511,391,399,333
"G35002000","2014","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",219867,22850,12478,13735,13296,10848,11047,11346,11016,9704,16035,19938,25052,17062,7547,9753,8160,"Albuquerque city, New Mexico",3905,2490,1890,1918,1851,1927,1676,1775,1578,1492,2040,2194,2591,2047,1104,1385,1291
"G35039380","2014","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",40668,5594,2135,2488,2460,1984,2652,2359,3102,2121,2992,3535,4017,2642,576,1039,972,"Las Cruces city, New Mexico",1652,1440,901,867,888,670,1045,1023,1515,926,812,1073,1153,1161,420,533,660
"G35063460","2014","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",33530,977,797,1227,1240,1192,1470,2616,2341,1635,3108,4541,5203,3150,1290,1878,865,"Rio Rancho city, New Mexico",1143,461,385,658,610,443,614,655,840,607,790,1095,1202,940,521,658,405
"G35070500","2014","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",31001,1639,1404,1878,2147,1788,2060,1109,1734,2005,1998,2855,3942,2100,1354,1680,1308,"Santa Fe city, New Mexico",1521,540,477,567,604,685,663,458,610,688,624,715,858,505,509,546,431
"G36001000","2014","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",41262,5013,3392,2816,1945,2087,1497,1353,2820,1527,3159,3715,4129,2949,2141,1765,954,"Albany city, New York",2095,1092,950,1121,726,696,754,606,1087,488,805,876,820,801,719,658,479
"G36008026","2014","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",14780,905,400,571,538,310,629,1250,572,440,1321,1513,1877,1499,836,1419,700,"Brentwood CDP, New York",1310,450,356,337,383,228,426,556,441,347,498,606,559,613,455,595,307
"G36011000","2014","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",110070,17779,11086,7707,7632,7203,6927,6091,5547,4205,7380,9053,8692,4196,3107,1971,1494,"Buffalo city, New York",3145,2250,1600,1259,1363,1323,1213,1199,836,955,1087,1449,1408,965,676,605,422
"G36015000","2014","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",34471,1902,2454,1653,2196,2496,1884,2107,1950,2209,3161,3648,3899,2735,807,891,479,"Cheektowaga CDP, New York",1623,603,767,507,639,863,541,655,615,703,805,748,875,807,478,459,429
"G36049121","2014","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",24538,2682,978,1480,1698,1142,1260,1050,1306,1050,1799,1619,3144,1752,1284,1355,939,"Mount Vernon city, New York",1405,693,598,521,650,495,442,450,538,386,631,496,846,551,458,484,362
"G36050617","2014","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",27841,1750,1212,986,683,1097,974,1087,1312,758,2159,2148,2696,2763,1763,2505,3948,"New Rochelle city, New York",1391,683,496,465,287,470,484,474,451,386,720,665,908,855,598,774,749
"G36051000","2014","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3148067,343535,186904,171811,162832,136659,128804,133671,128206,98719,207040,273688,347934,243683,151581,186214,246786,"New York city, New York",10464,10281,6982,6132,7280,6229,5814,5581,5169,5613,7348,8427,9300,7276,6154,6684,6720
"G36063000","2014","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",83944,13002,6987,8855,8160,5387,5991,4847,4145,3095,5443,5827,5762,2771,2025,750,897,"Rochester city, New York",3035,1508,1132,1361,1584,1171,1251,1090,1022,787,919,1119,844,692,615,332,369
"G36065508","2014","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",24127,2555,1883,1510,2072,926,1662,895,1376,1061,2756,1905,2620,1410,1035,134,327,"Schenectady city, New York",1669,830,639,664,609,426,850,412,547,537,884,655,727,521,522,131,209
"G36073000","2014","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",54712,9409,5425,4189,3665,3998,2618,2858,2335,2318,3877,4526,4225,2233,1366,577,1093,"Syracuse city, New York",2140,1519,860,889,799,862,701,678,627,636,762,875,790,693,546,261,388
"G36084000","2014","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",74187,7264,3338,2998,4629,2672,3309,2312,3048,2784,5766,6898,8866,7549,3373,4800,4581,"Yonkers city, New York",2660,1372,1004,770,1150,776,939,598,897,803,1123,1444,1303,1327,815,788,866
"G37002140","2014","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",39930,2932,2443,2304,2450,2938,2293,2146,2098,2511,3003,3522,4074,2983,1914,1481,838,"Asheville city, North Carolina",2300,926,862,780,699,968,720,772,872,850,771,964,1045,816,627,581,428
"G37010740","2014","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",56738,1584,1864,1406,1810,2040,1741,1437,2011,1635,3479,4638,7030,6742,4385,8378,6558,"Cary town, North Carolina",1999,603,744,528,683,875,653,554,641,526,890,972,978,971,950,1257,1040
"G37012000","2014","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",310106,22588,14878,15955,15957,13990,15088,14898,15396,12490,23013,33861,38286,22704,13754,14853,22395,"Charlotte city, North Carolina",3723,2435,1647,1766,1985,1552,1867,1933,1995,1774,2066,2512,3093,2420,1755,1816,1938
"G37014100","2014","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",30591,1486,1585,1738,1643,962,1244,1228,2196,1737,3559,3052,3471,2003,1837,1233,1617,"Concord city, North Carolina",1402,613,565,611,692,394,551,453,786,630,1047,874,875,552,788,455,596
"G37019000","2014","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",104830,10151,5285,5880,5346,5859,5337,6043,5514,4553,9242,9460,12100,6583,4639,4274,4564,"Durham city, North Carolina",2176,1787,1217,1451,1146,1394,1096,1293,1362,1256,1625,1412,1672,1324,1067,995,993
"G37022920","2014","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",79637,7180,4168,3926,6454,6390,5995,3801,5018,4622,6828,6611,7784,4595,2210,2274,1781,"Fayetteville city, North Carolina",2028,1019,843,694,979,1098,1050,930,843,872,1225,1085,1015,817,724,642,628
"G37025580","2014","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",28187,2209,2541,1596,2440,2466,2598,1228,1247,1593,2023,1752,2848,1254,1373,578,441,"Gastonia city, North Carolina",1307,817,881,575,927,702,720,448,492,710,597,580,655,457,559,284,276
"G37028000","2014","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",113350,11156,6668,7862,7360,7066,6390,7659,7914,4478,9997,9147,11182,5321,3688,4491,2971,"Greensboro city, North Carolina",3074,1534,1325,1474,1476,1174,1346,1498,1562,1057,1805,1525,1452,1002,944,1154,633
"G37028080","2014","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",37752,7031,2602,2348,1947,2509,2344,1416,2602,2365,2847,2845,3200,898,659,1352,787,"Greenville city, North Carolina",1547,1340,903,996,874,1033,853,616,1027,1143,946,1083,1136,553,409,610,415
"G37031400","2014","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",38948,3317,2665,2484,2284,2507,2958,2600,2198,1099,2439,4617,3655,2446,1351,1177,1151,"High Point city, North Carolina",2150,773,751,751,713,684,692,747,731,365,818,878,804,606,500,450,497
"G37034200","2014","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",20741,1499,1447,1186,1443,1525,2144,1871,1050,1273,1062,1969,2568,406,197,1052,49,"Jacksonville city, North Carolina",1735,821,898,704,633,874,1267,793,597,634,497,836,990,256,175,980,89
"G37055000","2014","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",173456,10307,9250,10020,7773,7495,8742,9624,9532,8152,13803,15911,18750,16437,7477,10107,10076,"Raleigh city, North Carolina",3979,1810,1782,2023,1304,1689,1406,1757,1662,1574,2112,2204,2648,2025,1274,1639,1903
"G37074440","2014","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",49459,4509,4292,4005,2660,2114,2953,2449,2613,2380,3294,3550,4104,3663,1955,2009,2909,"Wilmington city, North Carolina",2321,1241,1077,1061,790,761,957,679,841,778,928,979,920,852,647,789,739
"G37075000","2014","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",95771,9677,6978,7540,5885,5251,6293,5343,5574,3443,8391,9044,9373,5218,2750,1846,3165,"Winston-Salem city, North Carolina",2159,1465,1248,1506,1150,1299,1248,1288,1075,770,1395,1563,1414,1005,754,568,706
"G38007200","2014","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",30704,1988,1065,916,1560,1493,1670,948,1707,1244,2422,4210,4845,2374,1634,1073,1555,"Bismarck city, North Dakota",1083,805,564,428,704,563,657,375,600,538,692,1003,882,668,534,446,502
"G38025700","2014","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",50430,3563,2575,3013,2371,3743,3772,2574,3075,2680,3942,5064,5038,3216,1718,1980,2106,"Fargo city, North Dakota",1909,937,815,958,881,1285,980,801,948,995,1439,1194,950,956,1003,768,791
"G39001000","2014","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",83604,11011,6480,6769,6555,5808,5378,3927,4233,3530,5595,8866,8333,3490,1468,1122,1039,"Akron city, Ohio",2573,1766,1218,1445,1063,1189,1097,1030,888,924,1085,1377,1374,922,561,412,419
"G39012000","2014","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",29075,4332,3235,2358,2248,2667,1594,1450,1230,1508,2288,3326,1295,768,321,112,343,"Canton city, Ohio",1601,1033,824,723,799,797,576,578,492,436,629,805,450,414,217,135,400
"G39015000","2014","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",137197,26342,12238,9960,8804,6569,7635,7264,6885,3470,8359,9764,11847,6461,3435,3518,4646,"Cincinnati city, Ohio",3365,2493,1638,1433,1242,1279,1379,1342,1313,884,1391,1500,1691,1177,791,751,931
"G39016000","2014","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",165984,35653,18119,15946,13959,11045,8596,8417,6251,6368,11257,10437,8474,4919,2781,2128,1634,"Cleveland city, Ohio",3538,2423,1738,1988,1706,1352,1222,1198,1041,1073,1409,1411,1151,869,756,607,594
"G39018000","2014","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",339145,33958,20874,17692,20139,15590,20468,18571,17679,13331,31936,32648,42286,23387,13713,9773,7100,"Columbus city, Ohio",4732,2671,2305,2021,2086,1891,2357,2417,2332,1668,2817,2551,3295,2262,1601,1347,994
"G39021000","2014","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",56251,10998,6108,4906,5432,2526,3393,3242,2271,2021,4365,3957,3553,2010,447,663,359,"Dayton city, Ohio",2141,1593,1201,1162,1110,624,797,829,655,695,911,811,744,565,248,307,302
"G39044856","2014","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",24321,3274,1359,2530,1528,1386,1685,1089,1453,1061,1679,1882,3128,1019,639,475,134,"Lorain city, Ohio",1439,949,414,667,566,504,498,457,531,522,494,525,779,383,363,275,146
"G39061000","2014","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",33940,1288,1460,1996,2264,2416,2167,1460,2406,1851,3474,3600,4898,2284,1352,536,488,"Parma city, Ohio",1484,472,504,552,620,869,598,444,680,549,793,832,911,521,531,266,292
"G39077000","2014","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",116450,15853,10980,9098,9116,7631,7280,6598,5635,4833,8858,8798,11288,5245,2401,1618,1218,"Toledo city, Ohio",2649,1755,1521,1349,1323,1426,1416,1226,1239,1029,1326,1358,1324,980,741,737,407
"G39088000","2014","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",26934,5493,4208,2519,2491,2243,1202,1489,1242,773,1393,1695,1176,661,129,140,80,"Youngstown city, Ohio",1541,910,762,643,683,579,346,507,470,337,490,497,472,281,125,176,108
