GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G31028000","2015","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",109923,7058,6124,5766,6282,5964,5604,5578,5563,4557,9480,11819,14203,9556,5289,3905,3175,"Lincoln city, Nebraska",1896,1316,1064,1259,1220,1160,1139,1130,1157,919,1367,1470,1465,1339,984,796,644
"G31037000","2015","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",175123,13206,8520,8368,11042,9337,9170,9588,7645,7892,13776,18049,19945,15305,8243,6748,8289,"Omaha city, Nebraska",2320,1744,1045,1188,1422,1533,1251,1230,1157,1167,1722,1716,1747,1375,1259,945,1119
"G32023770","2015","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",46803,2080,1269,1372,1361,1670,2160,1204,1913,2092,3488,6492,7374,5452,2748,3345,2783,"Enterprise CDP, Nevada",2269,740,610,463,684,711,745,476,771,783,855,1190,1190,1176,765,817,782
"G32031900","2015","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",111269,5704,3670,4325,4176,4994,6227,4592,5045,5375,8364,10731,16793,11697,6286,6458,6832,"Henderson city, Nevada",3083,1356,1090,1193,1007,1113,1371,1098,1149,1246,1547,1403,1790,1576,1211,1125,1046
"G32040000","2015","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",220418,15273,10572,12314,13957,12179,13713,11479,10277,10954,19164,22315,25942,16678,7699,9801,8101,"Las Vegas city, Nevada",4536,1688,1484,1557,1718,1593,1752,1448,1343,1823,2286,1937,2324,1811,1056,1358,1010
"G32051800","2015","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",70203,4875,3204,3223,3080,2955,4277,3715,3136,3429,6624,8567,11997,5633,2205,2166,1117,"North Las Vegas city, Nevada",2349,1086,890,834,791,651,1246,958,826,807,1283,1285,1723,1142,679,695,522
"G32054600","2015","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",88699,8164,5770,4401,5767,6804,6489,5235,4185,4096,6443,9370,8764,5191,3148,2506,2366,"Paradise CDP, Nevada",3176,1331,1092,1044,1183,1280,1152,959,1026,1045,1092,1418,1353,905,1051,611,814
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",95855,6448,4536,5650,5675,4775,5722,5210,5565,4004,6116,12244,12212,6714,3572,3674,3738,"Reno city, Nevada",2387,1119,1206,1231,1020,1110,1271,1057,1232,1170,1287,1752,1798,1005,936,731,999
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",36485,1316,1774,1891,2181,1766,1338,2180,3173,1648,2811,4312,5026,3110,1590,1537,832,"Sparks city, Nevada",1569,558,686,650,720,733,511,850,1004,572,827,1024,1005,616,578,557,395
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",69315,4261,2795,3122,4386,4371,3875,4985,3579,3644,5848,8937,8131,4446,2568,2523,1844,"Spring Valley CDP, Nevada",2796,942,802,850,1207,849,985,1032,945,858,1010,1481,1257,964,728,756,628
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",59206,5198,3633,3392,5295,3952,4637,3586,3053,3561,4535,5875,6559,2563,1530,1224,613,"Sunrise Manor CDP, Nevada",2592,1037,829,778,1157,1023,1099,915,902,787,837,1015,1044,746,419,472,257
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",44840,2900,2221,2202,2064,1649,2252,2175,3215,1577,3768,5320,6210,4444,1497,2208,1138,"Manchester city, New Hampshire",1700,823,653,668,691,625,702,698,1003,554,948,1070,1244,1136,555,783,439
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",35027,1681,1404,1060,1757,1136,1521,900,1579,1011,2958,4039,6286,3581,1560,2084,2470,"Nashua city, New Hampshire",1396,613,658,363,641,569,645,438,639,430,799,1041,1156,848,480,582,590
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",25200,1864,1435,830,1910,1289,1342,654,1413,1212,2180,3171,2342,1575,1322,1446,1215,"Bayonne city, New Jersey",1669,628,684,400,730,654,533,368,655,527,840,829,725,491,448,522,492
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",24454,5602,2102,1848,2361,1820,1206,1063,1182,1095,1621,983,1798,697,363,645,68,"Camden city, New Jersey",1579,1121,671,743,664,784,603,476,641,506,636,510,779,350,275,466,107
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",27497,1889,1054,960,1057,1007,876,1412,1548,1052,1740,2628,4008,3532,1724,1724,1286,"Clifton city, New Jersey",1875,735,596,499,566,470,531,637,645,458,754,771,979,1025,601,552,490
"G34019390","2015","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",22433,2719,967,1354,1851,1799,1559,835,762,699,1460,2077,2615,1797,507,927,505,"East Orange city, New Jersey",1480,757,440,462,647,663,527,359,352,341,471,663,666,638,280,440,304
"G34021000","2015","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",39923,3132,2149,3059,3369,2546,2052,2132,2014,2217,2175,4366,5006,2829,1287,1063,527,"Elizabeth city, New Jersey",1908,964,673,789,916,716,658,800,699,707,689,1058,1023,705,578,439,330
"G34036000","2015","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",101755,11895,5330,5136,4731,4367,3785,3889,3446,2460,6022,8783,10457,9685,6107,7182,8480,"Jersey City city, New Jersey",2382,1716,1105,1213,1209,1115,898,1034,778,864,1205,1652,1390,1409,1075,1266,1120
"G34051000","2015","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",98524,16481,9377,8405,7071,6478,5875,5411,3865,4289,6747,7920,6786,4171,2199,2103,1346,"Newark city, New Jersey",3157,1920,1608,1386,1522,1274,1248,1101,1073,1189,1128,1404,1259,981,803,682,485
"G34056550","2015","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19864,3821,1934,1786,1939,1393,1883,531,737,759,558,1727,1224,673,210,371,318,"Passaic city, New Jersey",1842,958,593,722,638,550,853,309,360,501,377,564,540,315,157,210,221
"G34057000","2015","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",43147,6694,4268,4113,2307,3060,2537,2314,2463,1441,2395,3394,3937,1706,939,813,766,"Paterson city, New Jersey",2054,1233,801,982,563,778,717,781,705,527,811,884,1041,506,427,371,487
"G34073110","2015","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",31784,1342,553,1153,825,1042,2312,921,1299,904,2215,3294,3708,3933,2838,3061,2384,"Toms River CDP, New Jersey",1551,484,313,510,308,559,807,409,478,440,787,716,896,831,791,705,752
"G34074000","2015","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",26286,4357,1481,2713,1331,1324,1922,1220,1009,1019,2037,2142,2789,932,992,652,366,"Trenton city, New Jersey",1883,867,482,867,549,506,660,475,436,490,631,648,871,383,502,304,293
"G34074630","2015","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",24151,1661,1731,1691,1664,1102,1988,1143,859,1334,2173,2669,3115,1536,558,703,224,"Union City city, New Jersey",1429,625,636,597,583,425,663,500,402,739,621,913,795,462,335,340,172
"G35002000","2015","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",221855,20434,11919,14729,15072,11946,11436,10615,10446,10525,18234,20310,23977,16782,9616,9606,6208,"Albuquerque city, New Mexico",3057,2481,1923,1958,2027,2060,1816,1783,1499,1797,2411,2285,1993,1739,1582,1490,1301
"G35039380","2015","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",38641,4322,2962,1944,2185,2577,1975,2350,3379,1253,2686,3305,4624,1526,2159,532,862,"Las Cruces city, New Mexico",1787,1015,1118,807,747,931,761,969,1370,524,904,1037,1122,510,1102,541,632
"G35063460","2015","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",32761,1854,940,1258,1327,1109,1807,1359,1377,969,2686,5673,5757,3045,1639,1368,593,"Rio Rancho city, New Mexico",1407,773,462,536,582,550,741,642,656,517,757,1300,1105,874,705,528,269
"G35070500","2015","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",34179,1956,1341,1967,1100,2039,1892,1610,1885,1805,3358,3559,3630,2774,1846,1674,1743,"Santa Fe city, New Mexico",1325,565,477,698,507,646,647,559,565,642,743,751,745,665,469,565,542
"G36001000","2015","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",42243,4923,3814,2434,2772,2843,2883,2174,1414,1507,3422,4162,3881,1589,938,1768,1719,"Albany city, New York",2204,1336,1063,985,736,746,735,769,550,658,898,1031,970,539,412,565,727
"G36008026","2015","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",12538,249,68,340,697,182,576,477,400,631,891,1515,1884,1986,547,1367,728,"Brentwood CDP, New York",1223,238,81,256,473,155,374,295,278,353,385,596,520,655,382,553,339
"G36011000","2015","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",109961,18210,10670,8665,7349,6493,5671,5961,4925,4502,7049,7859,10804,5460,2389,2397,1557,"Buffalo city, New York",3348,2260,1431,1434,1255,1347,1036,1239,1090,1092,1248,1038,1811,1139,628,583,479
"G36015000","2015","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",32554,2139,1484,1918,1796,1761,1430,2030,1444,1286,2785,4152,5169,2645,1253,965,297,"Cheektowaga CDP, New York",1529,741,758,690,715,462,480,608,626,434,689,819,1140,644,370,498,207
"G36049121","2015","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",23748,1959,1647,1326,1909,822,863,791,466,856,1716,2328,3224,1561,1611,1530,1139,"Mount Vernon city, New York",1697,856,573,551,663,436,455,390,271,521,650,801,734,521,616,617,420
"G36050617","2015","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",26875,1508,1147,899,535,1231,1379,807,452,924,1908,2365,2880,2169,2196,2878,3597,"New Rochelle city, New York",1667,682,514,522,397,647,603,385,337,407,751,645,708,784,654,740,701
"G36051000","2015","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3129147,317207,182131,168654,146762,134885,137305,127557,113200,104847,205608,282114,329288,254508,160223,196003,268855,"New York city, New York",10363,9519,7387,6992,5676,5275,5851,6312,5638,4991,8599,8682,9229,8281,6955,6142,7119
"G36063000","2015","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",84946,14126,7677,6269,6270,5287,5647,5408,4560,4249,5231,7543,4993,4052,1765,1154,715,"Rochester city, New York",2369,1825,1221,927,1187,901,1209,1000,1087,963,866,1347,991,865,580,476,317
"G36065508","2015","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",21881,1827,1539,1199,1491,1493,820,654,1484,1283,2052,1765,3223,1646,734,448,223,"Schenectady city, New York",1645,636,706,521,562,584,392,334,656,633,626,641,825,499,316,227,213
"G36073000","2015","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",54231,8531,4204,3681,3107,3291,3283,2832,1699,2976,3114,4305,5238,3678,1468,1829,995,"Syracuse city, New York",2397,1223,939,696,665,718,805,844,497,836,788,872,998,742,603,581,311
"G36084000","2015","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",70902,8243,2733,3997,3146,3407,2540,2357,2526,2192,5175,5490,7169,6138,4431,6192,5166,"Yonkers city, New York",2233,1587,770,1069,953,949,834,763,767,664,1029,1037,1062,1110,853,1162,975
"G37002140","2015","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",39098,1437,3333,2723,3007,2596,2225,2503,2416,2261,3134,4139,3681,2224,1502,1035,882,"Asheville city, North Carolina",2102,519,940,932,912,873,754,933,740,783,905,1182,1005,610,788,445,387
"G37010740","2015","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",61376,1203,932,792,2037,1559,1898,1781,1853,1181,5142,5432,8452,6644,6626,7018,8826,"Cary town, North Carolina",1990,533,464,307,702,609,830,669,631,482,1254,1137,1347,1109,1238,1183,1278
"G37012000","2015","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",322872,19998,14533,15625,17379,17349,18858,14964,16783,12891,27237,28069,37041,26689,15920,16815,22721,"Charlotte city, North Carolina",3866,2267,1790,2001,2177,2279,2457,1767,2227,1717,2676,2405,3039,2778,1962,1669,1840
"G37014100","2015","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",31840,1661,1405,1742,1968,1305,1502,2195,1383,1354,2427,2382,4703,3058,2073,1263,1419,"Concord city, North Carolina",1399,713,539,514,750,494,579,670,578,744,678,702,1101,753,599,476,617
"G37019000","2015","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",103230,7904,4628,7124,4021,4876,6265,3923,5798,4662,7720,10082,13619,7819,5275,4397,5117,"Durham city, North Carolina",2300,2040,1183,1675,1064,1340,1515,973,1234,1189,1730,1642,1958,1377,1101,955,990
"G37022920","2015","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",76856,6327,4444,5346,6142,5833,5568,4344,3903,3733,5375,8651,7427,4160,2100,2109,1394,"Fayetteville city, North Carolina",2022,1228,1028,1008,1044,1190,1028,718,835,789,943,1299,1239,865,568,599,589
"G37025580","2015","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",27432,2180,1928,1456,1565,1543,2437,1660,1761,1421,2451,2485,2222,1336,1322,1058,607,"Gastonia city, North Carolina",1358,711,747,716,517,517,755,517,525,699,732,763,619,491,560,482,284
"G37028000","2015","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",115301,8085,7559,6842,8388,5993,9285,6000,5558,5861,11485,11881,11077,6544,3042,3312,4389,"Greensboro city, North Carolina",2734,1507,1487,1374,1543,1182,1779,1412,1039,1152,1713,1743,1735,1272,738,789,886
"G37028080","2015","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",35455,4932,2453,2737,3775,1942,2110,1842,1904,1328,2040,2071,2641,2141,1138,787,1614,"Greenville city, North Carolina",1979,1240,1002,922,1132,889,846,999,760,670,863,725,942,856,488,409,596
"G37031400","2015","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",40124,2865,4191,2689,2233,2962,2638,2324,2645,1257,2752,3317,4065,2306,1300,1359,1221,"High Point city, North Carolina",2137,890,1106,687,725,843,836,709,883,490,885,971,781,647,469,459,393
"G37034200","2015","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",22676,1729,659,1285,2089,1269,2374,1246,1341,1714,1761,2916,1674,1262,1047,125,185,"Jacksonville city, North Carolina",1946,869,454,759,1104,759,1189,544,665,900,680,1342,626,707,614,161,178
"G37055000","2015","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",178316,10145,6662,7012,8980,10241,9529,6527,9406,10636,13167,19772,21160,14724,10400,7920,12035,"Raleigh city, North Carolina",3552,1405,1770,1445,1812,2051,2053,1518,1852,1902,1708,2692,2154,1995,1689,1460,1979
"G37074440","2015","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",49501,5497,3720,2987,4072,3109,2817,1552,2259,1561,3522,5610,3813,2800,2577,1682,1923,"Wilmington city, North Carolina",1851,1212,994,950,995,917,816,567,746,503,1136,1126,1007,809,809,488,603
"G37075000","2015","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",93621,9040,5220,6913,6363,5633,7662,4639,4375,3655,6387,8343,9656,4503,3196,3340,4696,"Winston-Salem city, North Carolina",2323,1564,1291,1213,1163,1437,1487,986,903,1091,1350,1312,1495,730,841,723,844
"G38007200","2015","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",32200,1507,1756,1551,1739,1254,1440,2246,1887,1281,2142,3187,3454,3079,2160,1644,1873,"Bismarck city, North Dakota",1169,529,582,689,703,502,543,936,685,636,711,897,768,726,684,691,695
"G38025700","2015","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",52437,2826,4132,3291,2211,3934,3824,2704,2874,2812,2580,4499,6561,3203,2259,2534,2193,"Fargo city, North Dakota",1954,680,1015,1005,811,1182,1069,996,886,845,852,1150,1487,849,647,795,598
"G39001000","2015","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",86078,11048,6830,6598,6091,7023,5723,5306,4131,3474,6089,8747,6424,3480,1790,1993,1331,"Akron city, Ohio",2733,1757,1336,1252,1198,1290,1293,1279,966,999,1312,1466,1162,1066,671,781,515
"G39012000","2015","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",29822,4721,3158,2725,1905,2169,1923,1709,1729,1108,2139,2175,2119,1533,293,347,69,"Canton city, Ohio",1414,1114,864,775,639,783,680,593,687,621,728,710,697,513,256,366,117
"G39015000","2015","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",137445,20296,13681,8275,9873,9138,7457,7063,4943,4912,9745,10762,11795,6421,3647,4984,4453,"Cincinnati city, Ohio",2888,1985,2047,1322,1908,1439,1604,1419,942,1039,1146,1609,1787,1232,759,850,730
"G39016000","2015","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",167667,30564,18589,14399,12379,10629,11004,10893,8523,6285,10627,12404,10947,4625,2152,2135,1512,"Cleveland city, Ohio",3661,2474,1984,1483,1628,1565,1644,1323,1210,1147,1271,1602,1387,790,549,529,471
"G39018000","2015","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",344839,31131,18653,16679,19636,18557,21664,16666,20345,15385,29560,37614,41164,26835,12905,9998,8047,"Columbus city, Ohio",5102,2845,2072,2124,2452,2688,2360,2404,2921,2454,2377,3049,3508,2556,1940,1428,1224
"G39021000","2015","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",56466,10375,5086,5108,3737,3806,3223,3328,3400,2520,3439,5107,3430,1389,1167,966,385,"Dayton city, Ohio",2345,1719,964,1182,913,905,804,914,757,662,757,1148,811,514,424,313,219
"G39044856","2015","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",24989,3674,1906,1650,1629,1857,1550,1595,1646,728,1181,2944,2918,1093,321,216,81,"Lorain city, Ohio",1367,1146,689,711,507,668,625,616,613,301,392,705,957,444,229,145,131
"G39061000","2015","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",32577,1648,1224,1433,1911,2074,1439,1554,1915,1880,3156,4286,5331,2670,841,772,443,"Parma city, Ohio",1650,522,624,465,551,667,521,673,546,610,704,933,956,713,321,374,269
