GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G30050200","2022","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"1600000US3050200","3050200","Missoula city, Montana",35840,1948,1104,2273,924,882,2386,1900,1844,2098,2786,2972,5856,2906,1735,2056,2170,"Missoula city, Montana",1086,908,555,885,428,397,873,727,808,739,741,907,1050,790,745,661,700
"G31028000","2022","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",121921,7453,4540,3117,5288,3969,6034,5668,7389,6162,8619,9651,17216,11869,6991,9639,8316,"Lincoln city, Nebraska",1671,1375,1263,846,1493,1080,1659,1457,1613,1532,1440,1502,2073,1854,1163,1415,1223
"G31037000","2022","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",203273,11219,8139,6417,9386,6645,7982,7864,9303,8062,14833,20417,26580,20362,14236,13835,17993,"Omaha city, Nebraska",2291,1720,1661,1461,1689,1514,1526,1530,1629,1398,2077,2575,2626,1942,1842,1773,2051
"G32023770","2022","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",83441,2798,2726,1231,2611,1390,1928,2059,3074,2782,5297,8916,12768,11460,6494,8054,9853,"Enterprise CDP, Nevada",4311,1182,1154,629,1262,612,891,768,1181,1216,1298,1783,2029,2289,1571,1501,1703
"G32031900","2022","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",133443,7298,3571,4084,3508,3925,4824,3720,5025,5585,7243,11327,19211,14258,9059,13834,16971,"Henderson city, Nevada",4075,1844,1073,1073,1135,1197,1557,1180,1487,1394,1404,1912,2876,2123,1626,1873,2268
"G32040000","2022","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",243223,15905,7833,6640,9330,8788,11495,7971,9647,9538,18384,24682,32381,22673,18264,18703,20989,"Las Vegas city, Nevada",5881,2521,1341,1400,1803,1636,1831,1733,1769,1756,2463,2728,2998,2244,2414,2553,2111
"G32051800","2022","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",89660,4046,3482,1828,3644,2612,3005,2818,3961,3507,6301,9306,12953,10787,6889,7699,6822,"North Las Vegas city, Nevada",3424,1171,1349,698,1182,927,957,983,1316,1240,1327,1788,2096,1714,1361,1530,1319
"G32054600","2022","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",74554,5550,2798,2462,3802,2905,4661,3981,4116,3001,6420,8603,8304,6329,4389,4678,2555,"Paradise CDP, Nevada",3845,1543,826,1014,1050,1214,1531,1300,1418,1064,1338,1732,1550,1307,1277,1183,940
"G32060600","2022","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",114106,5908,3766,3281,4950,2312,5238,5115,5835,3361,8846,10928,13938,12571,6864,8598,12595,"Reno city, Nevada",3143,1179,999,923,1481,722,1484,1296,1437,966,1507,1440,1733,1919,1190,1407,1903
"G32068400","2022","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",42946,2065,887,1193,1546,1047,1319,1583,1667,1536,2683,4289,6718,5772,4095,3515,3031,"Sparks city, Nevada",2233,1033,479,518,914,542,771,617,691,754,974,1083,1350,1218,993,834,824
"G32068585","2022","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",85323,6412,1674,2166,3686,2520,4010,2879,4156,2827,5602,11500,12689,8070,5563,5189,6380,"Spring Valley CDP, Nevada",4437,1646,772,814,1434,786,1577,944,1246,938,1554,1986,2399,1916,1429,1145,1418
"G32071400","2022","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",66799,4713,2672,1969,2391,3159,4359,3938,3562,2348,5925,8477,7558,7021,3835,2783,2089,"Sunrise Manor CDP, Nevada",4119,1460,987,724,844,1240,1420,1108,1202,849,1445,1827,1525,1677,1085,989,675
"G33045140","2022","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",48068,1726,2064,1316,1388,1228,1531,2005,1912,1771,4344,4855,6921,4165,3579,4651,4612,"Manchester city, New Hampshire",2022,834,762,666,569,542,677,903,837,847,1314,1204,1413,1027,1007,1240,1320
"G33050260","2022","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",38017,1004,487,1099,1371,1139,1285,484,985,1427,3168,2552,5049,3576,3283,4704,6404,"Nashua city, New Hampshire",2538,456,347,725,701,576,649,362,687,684,1084,960,1207,1091,972,1039,1323
"G34003580","2022","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",28393,1632,1383,410,979,832,202,911,1152,523,3320,1783,5134,3009,1815,2985,2323,"Bayonne city, New Jersey",2242,925,615,311,714,483,175,491,534,382,1331,787,1367,1114,827,987,756
"G34010000","2022","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",24224,3708,2595,1515,1438,1216,1230,792,424,2036,1432,1819,2564,1620,549,900,386,"Camden city, New Jersey",2053,1308,966,745,872,527,719,530,319,991,690,768,855,787,371,486,410
"G34013690","2022","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",34615,1591,776,664,499,903,775,521,1734,1849,2069,2706,4184,4304,2983,3665,5392,"Clifton city, New Jersey",2227,724,564,578,306,476,493,370,785,1041,921,910,1322,1268,965,824,1238
"G34019390","2022","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",27653,3066,2438,2566,1250,1251,2151,527,1222,948,1784,1316,2961,1922,1887,1096,1268,"East Orange city, New Jersey",2376,1382,1133,1252,751,784,1425,535,1213,747,874,716,1428,1062,934,624,659
"G34021000","2022","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",47280,2081,3770,1559,2062,1491,2480,1459,1771,1833,3240,5652,7255,5343,2088,3027,2169,"Elizabeth city, New Jersey",2424,807,1445,806,1077,675,1084,822,721,772,1155,1585,1964,1418,962,939,696
"G34036000","2022","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",130213,9056,5925,3777,2048,2622,3751,3362,3824,2894,6493,10182,13247,12745,9219,15089,25979,"Jersey City city, New Jersey",3537,2448,2042,1452,882,1092,1199,1360,1044,962,1482,2084,2172,2711,2036,2361,2700
"G34038580","2022","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",14000,567,748,443,872,504,958,989,654,199,1161,1083,974,928,796,1158,1966,"Lakewood CDP, New Jersey",1459,397,548,355,562,417,514,569,418,177,749,511,531,445,673,698,650
"G34051000","2022","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",112713,11675,6791,6329,6268,5600,4460,5458,6918,3064,7201,10495,14155,9835,4458,6062,3944,"Newark city, New Jersey",3412,2495,1790,1891,1415,1714,1342,1498,1814,1137,2097,2271,2530,2161,1365,1528,1184
"G34056550","2022","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",20280,1490,1202,643,1147,1317,1507,949,612,822,1860,1119,2379,1770,1157,1214,1092,"Passaic city, New Jersey",1338,623,543,526,582,615,653,513,392,519,744,459,843,688,420,500,368
"G34057000","2022","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",50054,3283,4747,3068,1751,2306,2304,3789,2400,2784,3224,3777,6963,3822,1572,1945,2319,"Paterson city, New Jersey",2437,1134,1253,1169,829,1001,986,1243,999,1038,1110,1168,1760,973,705,800,986
"G34073110","2022","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",35023,849,921,549,911,469,886,991,627,704,2899,4656,4330,3127,3028,5174,4902,"Toms River CDP, New Jersey",2433,496,531,383,526,285,600,651,370,498,1153,1332,1111,811,813,1528,1086
"G34074000","2022","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",30789,3642,3143,714,1160,1284,1163,868,2094,988,1664,2737,2628,2418,1922,2497,1867,"Trenton city, New Jersey",2390,1265,1073,541,780,697,612,470,1137,710,746,1162,1162,952,911,1066,1010
"G34074630","2022","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",25162,1648,1345,1096,1321,1036,2156,415,760,1306,2080,2920,3355,1792,1117,1603,1212,"Union City city, New Jersey",1851,704,668,664,649,693,992,330,461,587,799,961,1113,769,624,721,515
"G35002000","2022","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",243680,15130,10128,10887,10613,8546,10932,11785,10391,8038,17593,21914,32457,25273,15328,18066,16599,"Albuquerque city, New Mexico",3020,2806,2037,1957,2047,1692,2274,2285,1983,1578,2447,2496,3169,2840,2267,2393,2233
"G35039380","2022","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",47379,6112,2613,1563,4019,1721,3532,1145,1239,1652,2729,4678,6015,3855,1873,2678,1955,"Las Cruces city, New Mexico",1923,1847,767,799,1432,810,1501,582,699,757,900,1284,1476,1214,611,875,1009
"G35063460","2022","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",40116,1554,784,945,537,675,1923,711,1066,1178,3717,4173,6503,4694,4308,4209,3139,"Rio Rancho city, New Mexico",1419,626,519,425,324,341,921,370,658,510,1193,1009,1331,1128,1097,1198,872
"G35070500","2022","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",43401,2573,1690,1567,2761,1459,1821,1634,1740,1088,3184,4198,4724,4372,3636,3245,3709,"Santa Fe city, New Mexico",1359,934,703,633,956,547,728,561,785,363,930,1118,965,1040,963,763,937
"G36001000","2022","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",43179,6490,3627,2226,2050,1023,1280,1942,1568,1077,2315,3904,3702,4407,2108,3335,2125,"Albany city, New York",2091,1601,1296,839,952,544,643,1184,995,621,1041,1225,938,1060,731,1182,683
"G36011000","2022","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",122578,13019,8578,7273,6972,5511,6718,4411,6173,3520,7868,14289,14721,8716,4778,4195,5836,"Buffalo city, New York",3828,1892,1616,1599,1404,1687,1703,1256,1638,1089,1581,2367,2265,1828,1223,1093,1365
"G36015000","2022","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",33432,2338,1208,816,2400,1709,1089,1995,1548,1113,2604,2968,5041,2812,2859,1200,1732,"Cheektowaga CDP, New York",2020,1037,635,483,928,638,549,775,660,628,745,948,1057,744,1109,402,899
"G36049121","2022","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",28869,2307,905,624,1258,464,1411,988,2376,845,1723,2686,3018,2370,2164,1835,3895,"Mount Vernon city, New York",2124,1021,559,468,904,474,1209,527,1168,565,753,1268,1118,875,932,881,1007
"G36050617","2022","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",32338,969,1403,658,1349,1092,965,780,2055,991,1298,841,3732,3971,1569,2184,8481,"New Rochelle city, New York",2296,743,930,434,668,685,502,474,1232,706,670,452,1207,1519,837,981,1507
"G36051000","2022","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",3373039,293375,175306,117974,122272,112794,108182,106772,101010,91885,192330,269578,367627,281593,222521,292862,516958,"New York city, New York",12815,11396,8374,7412,7278,6910,6585,8059,5639,6554,9830,9482,13332,8746,9438,9889,13484
"G36063000","2022","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",92415,10622,6893,6038,5855,5278,4367,3889,4662,4663,5388,8459,10223,5610,2202,4182,4084,"Rochester city, New York",2955,2267,1680,1288,1350,1538,1023,1058,1191,1195,1198,1632,2134,1379,694,1197,1131
"G36065508","2022","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",27636,2934,1904,693,1136,484,1638,1915,1335,729,1549,4188,3052,1943,1030,1048,2058,"Schenectady city, New York",1574,890,818,438,539,367,651,864,707,398,820,976,1076,907,461,443,1176
"G36073000","2022","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",60078,7555,4462,3197,2708,3373,3449,2508,2651,2210,4555,6151,6548,3997,1764,2981,1969,"Syracuse city, New York",2186,1304,936,865,1042,1165,1005,986,897,968,1329,1347,1454,1143,586,1057,669
"G36084000","2022","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",79175,8403,2720,2393,2496,3005,1503,1713,2181,3376,6319,8150,8790,6642,5712,6455,9317,"Yonkers city, New York",2889,1994,901,960,1084,1614,864,751,909,1283,1437,2037,1587,1409,1118,1430,1485
"G37001520","2022","NC",,,"North Carolina","37",,,"Apex town","01520",,,,,,,,,,,,,,,,"1600000US3701520","3701520","Apex town, North Carolina",25158,670,96,238,279,172,431,477,182,190,1074,1961,2423,4222,2620,3259,6864,"Apex town, North Carolina",1563,747,113,267,238,226,356,430,151,154,368,724,813,1403,953,812,1462
"G37002140","2022","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",37410,2648,1062,1643,1754,1340,1670,1292,2126,1550,2455,4306,4255,3483,1539,2621,3666,"Asheville city, North Carolina",2534,918,565,571,903,625,762,735,819,652,695,1211,997,1039,618,766,901
"G37010740","2022","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",69980,1633,659,1391,1459,1473,1957,580,1442,1954,4698,4478,5969,7240,7023,10653,17371,"Cary town, North Carolina",2546,900,512,697,711,864,701,250,653,724,1465,1049,1127,1619,1322,1701,1710
"G37012000","2022","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",378089,18321,10946,9122,11339,12516,15075,13822,15505,16964,28492,38626,45472,35464,24327,31702,50396,"Charlotte city, North Carolina",3971,2622,2181,1808,1797,2317,2491,2343,2551,3062,2959,4024,3877,3133,2447,2867,3196
"G37014100","2022","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",38750,1344,661,1282,562,1711,2491,1049,2340,1041,2776,3617,5344,3054,3215,3569,4694,"Concord city, North Carolina",1921,618,478,653,372,836,1321,767,962,591,1019,950,1637,1238,1039,1175,1321
"G37019000","2022","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",124536,5404,1987,4946,3679,2774,4152,4461,3774,3882,9502,15074,17094,14234,10312,9325,13936,"Durham city, North Carolina",2641,1513,779,1227,1168,1041,1404,1402,1571,1228,1923,2626,2667,2189,2099,1590,2045
"G37022920","2022","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",84755,5319,3306,2526,3843,4055,4664,5424,3808,4100,7202,11104,11501,6910,4141,3497,3355,"Fayetteville city, North Carolina",1563,1086,806,680,825,995,893,1045,955,1018,1253,1497,1660,1182,1041,784,661
"G37025580","2022","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",34881,3258,1259,941,1918,1236,1450,1201,2224,1467,2855,3463,4427,2586,2121,2426,2049,"Gastonia city, North Carolina",1973,1437,773,587,853,648,691,834,876,779,850,1162,1050,785,630,964,612
"G37028000","2022","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",122726,9201,7941,4720,4884,3854,8110,5762,5456,5063,10661,12033,14652,9247,7057,6605,7480,"Greensboro city, North Carolina",3415,1379,2150,1182,1299,1170,2206,1391,1492,1602,2004,2216,2128,1818,1499,1262,1595
"G37028080","2022","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",41645,5042,2306,2153,2123,1540,1699,1511,2860,1522,3803,5261,3694,2162,1857,1934,2178,"Greenville city, North Carolina",2132,1241,993,1029,923,821,836,785,1137,890,1459,1753,1160,968,726,690,726
"G37031400","2022","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",45906,2917,1970,1042,1012,2006,2074,1884,2308,1892,4007,4602,6767,4638,1539,3799,3449,"High Point city, North Carolina",2596,1030,919,594,460,967,856,787,1178,850,1506,1512,1395,1716,547,1343,960
"G37034200","2022","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",22962,1068,794,839,457,2291,1188,1577,1591,1529,2117,1831,3023,2295,973,777,612,"Jacksonville city, North Carolina",1805,532,490,529,322,1472,585,861,733,923,955,676,1226,772,606,418,417
"G37055000","2022","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",195414,9499,6264,4196,4898,4850,7415,7446,7337,6023,16511,22717,23270,15735,15528,18548,25177,"Raleigh city, North Carolina",4779,1682,1408,1264,1390,1413,1723,1651,1748,1522,2687,3429,2768,2702,2214,2764,3105
"G37074440","2022","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",55512,3172,2276,2213,1876,1696,3608,1883,2656,2255,4809,6033,5944,5092,3891,3824,4284,"Wilmington city, North Carolina",2550,1087,932,1034,767,790,1119,775,1210,1461,1496,1495,1536,1136,1057,1282,986
"G37075000","2022","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",100769,6962,5674,3888,4755,5083,5556,4860,4572,4896,7821,9192,13605,6569,5217,4911,7208,"Winston-Salem city, North Carolina",2374,1703,1306,1165,1336,1382,1537,1308,1212,1384,1655,1756,2350,1389,1415,1169,1331
"G38007200","2022","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",33320,2312,1154,848,698,1270,1410,891,1503,828,2293,3594,3967,3471,2730,3655,2696,"Bismarck city, North Dakota",1366,1217,670,461,403,617,752,533,679,511,720,942,1019,958,1064,979,1046
"G38025700","2022","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",59028,3318,2730,2306,2344,3299,1820,2893,3743,1423,5725,6482,8078,4429,3234,3168,4036,"Fargo city, North Dakota",2132,1164,1284,758,989,1235,757,853,1252,588,1348,1615,1846,933,756,892,896
"G39001000","2022","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",85395,7614,6672,5878,3849,4718,4088,3919,5454,4687,9227,8419,9726,4949,2057,1840,2298,"Akron city, Ohio",2899,1371,1276,1418,1061,1337,1110,1363,1626,1256,1617,1554,1950,1135,599,573,847
"G39012000","2022","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",29693,2893,2355,1296,1666,2218,2462,1605,2151,709,3601,2697,3129,1124,837,313,637,"Canton city, Ohio",1904,1091,753,812,988,676,942,699,1020,424,1157,776,746,592,508,246,431
