GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G22041155","2022","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",32463,2127,2292,1803,2404,1344,566,1316,1105,1531,2288,3899,2740,2008,2929,1954,2157,"Lake Charles city, Louisiana",2065,843,911,1010,1135,655,381,667,602,741,781,1277,1208,899,1165,894,933
"G22050115","2022","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",63674,2821,2993,2227,2575,2522,1970,2487,2328,1640,4208,6225,7640,6466,4102,6267,7203,"Metairie CDP, Louisiana",3222,1053,1110,951,932,930,779,1014,1067,609,1190,1562,1383,1565,1295,1560,1537
"G22055000","2022","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",150880,14602,12152,7829,7428,6422,6193,5079,8306,4905,9217,12625,13858,11502,8063,8570,14129,"New Orleans city, Louisiana",2945,2046,1668,1499,1420,1385,1260,1028,1444,1653,1446,1835,1875,1383,1523,1380,1450
"G22070000","2022","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",77552,8382,4934,5825,5737,3973,4292,3613,3089,3300,6516,5706,7988,5019,2009,3129,4040,"Shreveport city, Louisiana",2558,1804,1187,1271,1365,1390,1316,1172,975,1046,1595,1442,1654,1413,696,1014,826
"G23060545","2022","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",35441,2376,1827,445,1144,1507,1988,955,654,1801,2639,3644,3599,3669,2314,3203,3676,"Portland city, Maine",1636,950,638,261,592,729,908,475,411,782,843,1174,1075,902,754,938,903
"G24004000","2022","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",254707,27773,17392,9684,9920,9857,10875,9506,10263,10821,21002,20964,29328,19716,12606,15233,19767,"Baltimore city, Maryland",3507,2767,2763,1852,2135,2330,2244,1805,2057,2419,3115,3267,3926,2224,2065,2197,1792
"G24007125","2022","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",28526,815,215,296,195,636,314,335,314,404,777,2145,2533,1609,2752,3891,11295,"Bethesda CDP, Maryland",1948,487,140,245,216,546,232,254,282,352,392,1010,935,554,844,936,900
"G24019125","2022","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",40689,448,754,1302,435,811,1302,438,1116,515,1458,2722,6014,3781,4050,4305,11238,"Columbia CDP, Maryland",2266,378,429,743,332,513,814,422,760,395,662,1030,1595,1117,1208,1033,1691
"G24023975","2022","MD",,,"Maryland","24",,,"Dundalk CDP","23975",,,,,,,,,,,,,,,,"1600000US2423975","2423975","Dundalk CDP, Maryland",25831,1995,1243,1425,2012,1557,1783,1528,727,554,1729,2345,3149,2452,1402,1197,733,"Dundalk CDP, Maryland",2504,853,794,836,917,881,956,866,478,370,772,892,1085,778,792,532,355
"G24026000","2022","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",26138,598,253,173,408,172,201,681,285,513,1390,1253,1996,1588,2710,4193,9724,"Ellicott City CDP, Maryland",1631,362,223,211,304,166,207,453,295,408,735,654,601,676,927,1144,1372
"G24030325","2022","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",32308,1149,955,840,1149,1502,579,638,976,430,1785,2767,4101,3801,2844,3656,5136,"Frederick city, Maryland",1731,644,501,498,801,880,526,399,675,299,761,874,1178,1004,898,892,1226
"G24031175","2022","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",24523,592,202,453,685,455,729,358,1163,473,1279,2139,3998,3140,2636,2480,3741,"Gaithersburg city, Maryland",2139,381,170,334,420,351,440,372,832,301,678,797,1049,1122,936,692,844
"G24032025","2022","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",34385,325,468,685,1302,488,1097,672,943,441,1891,3213,4535,4068,3806,4326,6125,"Germantown CDP, Maryland",2515,257,489,520,802,298,969,536,715,346,965,1008,1086,1305,1067,1121,1132
"G24032650","2022","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",28639,1190,531,994,482,846,1043,1129,1172,443,3390,2728,4150,3687,2175,2250,2429,"Glen Burnie CDP, Maryland",2457,581,240,617,303,440,576,536,745,474,1071,989,1113,1008,762,888,840
"G24067675","2022","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",26559,2003,572,222,917,117,702,427,870,298,825,1784,3553,3517,2228,2027,6497,"Rockville city, Maryland",1549,968,335,192,592,125,490,313,588,270,443,723,858,1165,767,569,1058
"G24072450","2022","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",34709,1362,765,486,799,1398,1879,974,1300,459,2977,3168,5183,2712,2513,2700,6034,"Silver Spring CDP, Maryland",2639,722,597,360,593,773,1052,597,615,407,1331,1063,1475,856,958,795,1317
"G24081175","2022","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",31309,1518,338,161,948,703,638,236,1068,552,1107,2551,4001,4365,3443,5183,4497,"Waldorf CDP, Maryland",1835,879,401,143,1004,573,683,243,721,344,571,1012,1323,1532,1093,1137,1387
"G25007000","2022","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",284061,25798,12708,9039,9118,9388,6702,8590,8872,6618,13004,17879,29286,24938,19065,27471,55585,"Boston city, Massachusetts",3318,3099,1879,1728,1578,1854,1890,2328,2071,1809,2149,2487,3009,2902,2005,2597,3590
"G25009000","2022","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",38483,2522,1630,1395,1405,1052,1055,1351,1068,1784,2654,3369,5346,2844,3092,3663,4253,"Brockton city, Massachusetts",2083,855,590,626,598,550,508,757,636,921,894,1002,1381,997,860,893,1143
"G25011000","2022","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",50861,3171,2400,1809,978,1060,663,1185,1465,659,2071,3512,4899,3946,3814,5889,13340,"Cambridge city, Massachusetts",2060,1085,958,786,525,707,403,578,689,458,857,1003,1218,930,966,1327,1556
"G25023000","2022","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",41612,3786,4121,2011,1759,1330,2554,1982,2335,1579,1483,3940,3795,4644,2915,1357,2021,"Fall River city, Massachusetts",2578,1332,1289,809,847,636,861,736,1074,584,559,1048,1161,1093,872,565,948
"G25024960","2022","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",28434,954,1181,988,851,545,357,493,1421,900,2083,1615,4029,2844,1496,3235,5442,"Framingham city, Massachusetts",1586,519,601,548,508,298,346,475,643,556,918,844,1273,960,628,1230,936
"G25029405","2022","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",25538,1008,958,373,862,1171,695,342,2268,249,917,2344,3638,2397,2515,2810,2991,"Haverhill city, Massachusetts",1864,508,533,322,488,620,515,241,1155,275,466,938,1139,733,972,892,819
"G25034550","2022","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",29873,2120,1155,1688,1937,1559,705,1206,907,1525,1894,4194,3508,2393,1486,1906,1690,"Lawrence city, Massachusetts",2043,766,529,606,916,931,580,654,612,823,988,1395,1037,1003,798,823,791
"G25037000","2022","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",40790,2613,2642,2228,436,1019,1888,907,753,1221,3833,3890,6022,4240,3375,2315,3408,"Lowell city, Massachusetts",2158,917,1031,904,248,595,794,517,445,533,1215,990,1378,1228,1297,713,910
"G25037490","2022","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",36587,2310,2536,1132,1677,911,1009,2667,1451,1197,2789,2930,4515,3295,3019,2730,2419,"Lynn city, Massachusetts",2081,894,944,571,862,556,469,1357,863,656,1030,1092,1404,977,935,826,876
"G25037875","2022","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",25834,1570,757,774,739,754,529,190,258,859,1088,2038,3391,2828,2086,4838,3135,"Malden city, Massachusetts",1746,789,564,555,861,585,354,181,251,528,775,720,1060,1019,885,1462,929
"G25039835","2022","MA",,,"Massachusetts","25",,,"Medford city","39835",,,,,,,,,,,,,,,,"1600000US2539835","2539835","Medford city, Massachusetts",27383,1109,922,936,645,291,1228,149,1393,633,1245,1913,2048,2261,2220,3433,6957,"Medford city, Massachusetts",1739,697,470,791,441,241,945,241,617,430,818,780,801,664,875,909,1141
"G25045000","2022","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",44322,3743,2043,2259,2452,2216,2044,2275,1955,2395,3262,4168,5296,4708,2591,1557,1358,"New Bedford city, Massachusetts",1958,937,768,673,1135,905,940,935,723,1071,1093,1071,1286,1104,713,824,678
"G25045560","2022","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",33196,1080,1112,337,460,190,737,517,710,284,1021,1852,2637,2333,2296,3569,14061,"Newton city, Massachusetts",1424,559,594,318,437,163,369,335,558,220,514,934,928,938,776,919,1418
"G25055745","2022","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",46789,2841,1674,1588,784,1663,1166,1262,1731,1170,2735,4162,4720,5231,4401,4826,6835,"Quincy city, Massachusetts",2046,1171,654,802,498,936,793,771,855,562,1132,1287,1539,1513,1138,1214,1397
"G25062535","2022","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",36001,2080,693,654,555,378,342,532,1315,761,1285,2971,3434,3139,3456,4688,9718,"Somerville city, Massachusetts",1734,730,378,453,368,214,276,280,815,508,436,1077,905,867,916,951,1182
"G25067000","2022","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",60172,6059,6395,2077,4182,2679,3020,3449,2799,1296,5066,4385,5903,5476,1981,1940,3465,"Springfield city, Massachusetts",2577,1659,1806,802,1416,975,1038,1294,1196,774,1285,1302,1385,1262,807,824,1270
"G25082000","2022","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",80177,6474,5651,3445,2777,3938,2535,2374,3475,2648,5349,8244,10118,5713,5342,6959,5135,"Worcester city, Massachusetts",3186,1325,1428,1113,991,1293,978,975,1115,943,1528,1479,1481,1377,1453,1491,1241
"G26003000","2022","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",49337,4966,1529,1105,1253,1740,1239,1778,2461,1118,3339,3314,5467,5300,2288,4622,7818,"Ann Arbor city, Michigan",2081,1156,780,494,559,585,518,644,1006,555,850,1249,1167,1525,777,981,1047
"G26021000","2022","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",36656,2051,1657,2277,1695,1944,1937,1647,1673,1365,2312,4144,4509,3074,2037,2342,1992,"Dearborn city, Michigan",1939,785,770,930,732,704,684,694,665,859,920,1026,939,1042,681,767,800
"G26022000","2022","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",243243,36317,26535,14171,15013,11437,13838,13508,14144,7624,19316,20243,19983,11908,8366,5418,5422,"Detroit city, Michigan",5112,4116,2752,2181,2623,1856,2202,2357,2138,1684,2651,2237,2665,1850,1503,1353,1150
"G26027440","2022","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",34498,1236,591,730,1196,366,570,786,438,637,2434,3283,4045,4060,4282,3964,5880,"Farmington Hills city, Michigan",1787,413,399,503,802,228,340,502,275,389,1010,1156,1006,836,883,797,1107
"G26029000","2022","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",34988,5218,2911,2115,3640,2041,2734,2064,1458,1443,2793,3756,2081,1185,533,753,263,"Flint city, Michigan",1955,1162,865,852,961,622,990,797,705,730,805,1329,507,581,297,447,240
"G26034000","2022","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",84397,4666,4358,2643,2790,2585,3469,4672,3502,2892,5301,10460,13244,8746,6032,4200,4837,"Grand Rapids city, Michigan",2786,1211,1220,1124,943,1049,1002,1710,1074,887,1207,1950,2053,1715,1205,1192,1574
"G26042160","2022","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",31162,3784,2199,1713,1898,2084,714,1218,2456,822,2026,2044,3556,2458,1549,1311,1330,"Kalamazoo city, Michigan",1702,1434,740,1041,786,1243,389,537,924,414,902,796,977,677,574,497,450
"G26046000","2022","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",53147,3864,3440,3188,3369,3057,2019,2215,3832,2100,4080,5849,7368,3918,1612,2277,959,"Lansing city, Michigan",2098,1109,1005,1191,1417,927,663,829,1306,668,1010,1481,1496,1027,605,720,608
"G26049000","2022","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",39170,1175,435,603,1034,1437,1148,946,1078,1473,2646,3099,6357,5002,4132,4815,3790,"Livonia city, Michigan",1582,374,248,376,521,576,463,421,552,475,687,807,1146,1115,984,874,642
"G26059440","2022","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",27029,1152,291,661,910,145,183,481,658,545,1425,3104,3583,2852,2256,3242,5541,"Novi city, Michigan",1388,738,269,425,515,198,201,409,548,362,686,1041,1233,844,900,1025,1258
"G26069035","2022","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",29922,688,630,650,420,877,1090,593,705,1063,1541,1762,3903,3678,3021,3366,5935,"Rochester Hills city, Michigan",1710,384,338,406,258,688,584,337,376,585,646,876,914,922,858,859,982
"G26074900","2022","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",35291,1735,2425,1310,2310,1547,788,1340,681,1377,2073,5066,4348,4319,1896,2454,1622,"Southfield city, Michigan",2089,688,984,924,1053,924,456,830,446,621,755,1261,1031,1187,730,997,627
"G26076460","2022","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",49804,2560,1059,1486,1538,1719,2248,2240,1656,1803,2746,4946,6376,5790,4365,5616,3656,"Sterling Heights city, Michigan",2187,808,448,761,585,711,1081,783,634,809,721,1214,1161,990,1042,1226,806
"G26080700","2022","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",32800,1480,1197,466,688,586,969,326,329,441,2308,2039,3922,3279,2725,4951,7094,"Troy city, Michigan",1917,655,775,304,361,391,439,224,256,278,884,660,932,798,707,1005,1096
"G26084000","2022","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",57522,3721,2724,2095,1595,3796,3100,2697,2419,2220,4176,7561,6400,6274,3290,3395,2059,"Warren city, Michigan",2355,1065,944,986,709,1412,1020,952,1073,835,1170,1593,1116,1271,919,965,807
"G26086000","2022","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",36981,2975,1504,1416,1711,1417,2225,1452,2140,1275,3650,4255,4057,3430,2677,1329,1468,"Westland city, Michigan",1968,997,627,674,761,615,818,524,761,643,1178,1103,828,984,798,446,587
"G26088940","2022","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",27286,728,1020,708,1245,1081,879,979,1528,1115,3132,3203,3140,2401,2141,1966,2020,"Wyoming city, Michigan",1963,428,519,342,982,600,553,535,607,510,1030,956,891,786,754,782,883
"G27006382","2022","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",26379,751,216,580,1047,382,540,673,475,1217,1125,2005,3270,3389,2822,4568,3319,"Blaine city, Minnesota",1763,445,167,369,595,232,283,392,266,625,691,601,812,818,697,1033,878
"G27006616","2022","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",39204,1213,1080,775,1498,1067,1236,1275,1421,642,3036,3615,5081,4195,3755,4299,5016,"Bloomington city, Minnesota",1876,555,532,445,770,529,511,560,744,360,795,870,1020,1119,1057,991,1163
"G27007966","2022","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",30809,1290,1586,931,910,773,441,722,963,1672,2405,2193,4536,3647,2209,3679,2852,"Brooklyn Park city, Minnesota",1800,615,891,524,728,465,353,457,429,1088,808,886,1099,1014,708,981,776
"G27017000","2022","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",38604,3081,2403,1310,2302,1425,1460,1509,1771,1721,2405,3869,5147,3774,2182,1909,2336,"Duluth city, Minnesota",1321,1258,1009,492,686,505,454,560,767,637,652,866,887,797,577,526,586
"G27017288","2022","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",28288,1070,275,424,513,356,812,138,913,1403,1992,2820,4137,2706,2948,3215,4566,"Eagan city, Minnesota",1426,544,184,286,362,231,458,141,460,527,703,736,1136,916,908,653,765
"G27035180","2022","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",26823,451,225,104,1005,438,538,1231,346,769,759,1985,2840,2799,3275,3928,6130,"Lakeville city, Minnesota",1341,361,202,123,750,354,435,699,262,431,346,668,764,819,886,1011,1065
"G27040166","2022","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",27012,387,240,274,543,533,579,319,323,667,1468,2989,3492,3056,2300,3969,5873,"Maple Grove city, Minnesota",1733,256,208,250,397,348,354,204,226,447,766,1069,817,996,812,816,1026
"G27043000","2022","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",193694,13818,9188,4507,7114,6754,6529,6166,6910,5305,13824,17393,23040,17532,14742,16570,24302,"Minneapolis city, Minnesota",4646,2538,2061,1149,1734,1495,1370,1306,1760,1413,2014,2491,2598,1799,2201,2219,2212
"G27051730","2022","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",35006,771,242,369,555,706,1546,1240,817,944,2452,3462,2998,2938,2784,4660,8522,"Plymouth city, Minnesota",1815,443,209,308,330,622,865,663,426,526,928,958,874,885,882,937,1268
"G27054880","2022","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",52780,2420,1197,2219,1272,1349,1234,1867,1447,1512,4128,5315,7940,5330,4351,5489,5710,"Rochester city, Minnesota",1028,1098,635,963,758,744,746,700,646,613,975,1353,1419,1116,1121,1247,1193
"G27056896","2022","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"1600000US2756896","2756896","St. Cloud city, Minnesota",27401,1248,1682,1048,1755,1642,1291,1539,1551,747,2258,2462,4088,2541,1608,905,1036,"St. Cloud city, Minnesota",1556,518,880,723,728,678,481,838,669,493,944,629,1040,799,656,335,527
"G27058000","2022","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"1600000US2758000","2758000","St. Paul city, Minnesota",126654,6526,6060,3498,5835,4132,5041,4710,5930,3475,11325,12395,16031,11415,7858,10877,11546,"St. Paul city, Minnesota",3236,1524,1512,1064,1258,1246,1265,1017,1355,980,1838,2034,1640,1693,1616,1901,1545
"G27071428","2022","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"1600000US2771428","2771428","Woodbury city, Minnesota",30291,326,568,236,346,446,1248,666,753,423,1584,1628,3410,4232,2689,5011,6725,"Woodbury city, Minnesota",1324,253,588,277,326,331,679,503,544,370,914,662,1007,1276,815,1409,1145
"G28029700","2022","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"1600000US2829700","2829700","Gulfport city, Mississippi",29156,3093,1905,2029,1972,840,1900,1750,1939,651,1725,2407,2833,2306,1008,1211,1587,"Gulfport city, Mississippi",1958,876,680,892,851,444,943,665,985,292,509,659,872,660,410,525,507
"G28036000","2022","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"1600000US2836000","2836000","Jackson city, Mississippi",62149,7545,3528,3040,3846,5210,3810,3476,3922,2261,4649,4816,5733,2797,2588,2146,2782,"Jackson city, Mississippi",2505,1657,1044,771,1286,1360,1072,1149,1303,792,1274,1570,1385,920,1075,739,712
"G29015670","2022","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"1600000US2915670","2915670","Columbia city, Missouri",52954,4767,3321,1658,2161,2395,2484,1706,1794,1680,5647,5185,5017,5371,2406,3802,3560,"Columbia city, Missouri",1816,1113,1021,888,912,782,892,719,811,672,1288,1173,1382,1254,696,928,898
"G29035000","2022","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"1600000US2935000","2935000","Independence city, Missouri",53919,3759,2248,2353,2821,2398,3056,2091,2840,2856,5384,5644,7025,4890,2774,1849,1931,"Independence city, Missouri",2441,1094,801,735,881,684,1177,1060,1024,952,1294,1128,1270,1080,1064,569,588
"G29038000","2022","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"1600000US2938000","2938000","Kansas City city, Missouri",227027,17640,10136,7039,7485,7976,11024,11042,9244,9321,18797,23991,28615,19050,14101,16073,15493,"Kansas City city, Missouri",4111,2350,1678,1681,1489,1505,1952,2137,1871,1758,2306,2898,3145,2533,2067,2064,1855
"G29041348","2022","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"1600000US2941348","2941348","Lee's Summit city, Missouri",40527,1315,976,441,1104,709,812,930,2819,1438,2747,4146,4981,4170,4548,4253,5138,"Lee's Summit city, Missouri",1601,671,971,213,693,332,425,444,1275,561,916,1069,1148,1237,1208,806,942
"G29054074","2022","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"1600000US2954074","2954074","O'Fallon city, Missouri",35928,921,393,804,604,790,1046,1160,1666,1253,2102,2655,4081,4329,4023,5456,4645,"O'Fallon city, Missouri",1645,572,396,499,428,408,466,573,815,634,885,836,999,1032,1023,1126,1025
"G29064082","2022","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"1600000US2964082","2964082","St. Charles city, Missouri",31424,1118,504,416,505,902,1227,870,1460,1501,2201,2878,4624,3955,2329,3689,3245,"St. Charles city, Missouri",1435,555,360,287,370,482,605,398,839,777,851,805,906,1209,737,799,963
"G29064550","2022","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"1600000US2964550","2964550","St. Joseph city, Missouri",29214,2105,2382,1324,1372,966,1716,1319,1398,1056,2594,3224,4222,2406,1246,1121,763,"St. Joseph city, Missouri",1204,610,1021,500,598,449,594,510,512,436,871,733,928,699,499,513,362
"G29065000","2022","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"1600000US2965000","2965000","St. Louis city, Missouri",148348,13224,9019,7085,5840,5752,8164,8296,6873,6574,11416,13696,14962,11767,7596,8768,9316,"St. Louis city, Missouri",3079,2208,1734,1548,1483,1439,1962,1829,1892,1797,2285,2494,2116,1695,1548,1748,1585
"G29070000","2022","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"1600000US2970000","2970000","Springfield city, Missouri",77278,4872,4668,5616,4775,4084,6135,4051,4086,4440,6296,7504,9174,4240,2354,2957,2026,"Springfield city, Missouri",2120,1153,1186,1514,1018,1067,1565,1136,1060,1226,1245,1443,1869,1245,882,1015,666
"G30006550","2022","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"1600000US3006550","3006550","Billings city, Montana",51174,1765,1365,2240,1304,2144,2311,2140,2050,1642,2704,4821,8991,5192,4275,3641,4589,"Billings city, Montana",1591,756,568,957,726,903,991,911,844,642,916,1489,2122,1220,1363,1162,1341
