GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G27071428","2017","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",24363,535,245,68,205,447,615,579,566,554,2051,1982,3981,3115,2603,3136,3681,"Woodbury city, Minnesota",1194,392,196,110,184,326,350,364,326,292,893,634,917,770,986,759,696
"G28029700","2017","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",28157,3448,2273,2491,2602,1375,1703,1086,732,1788,1614,3105,2228,1622,955,597,538,"Gulfport city, Mississippi",1736,1123,877,956,1051,481,738,534,399,798,688,896,780,602,500,408,331
"G28036000","2017","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",61957,6305,4745,4061,4637,3521,4710,3864,2380,2539,4551,5890,5795,3843,1975,1729,1412,"Jackson city, Mississippi",2197,1319,1062,995,1037,966,1051,1062,754,785,1169,1455,1282,899,924,715,553
"G29015670","2017","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",47678,3695,2491,2392,3517,2965,2211,2307,3134,1932,3710,4348,4920,3302,2169,1967,2618,"Columbia city, Missouri",2195,1005,947,956,1145,1051,698,868,1505,824,1164,1400,1056,1131,713,683,1036
"G29035000","2017","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",45560,2531,1948,2379,4228,2282,2085,2175,3209,2002,5024,5172,5702,3052,1857,1144,770,"Independence city, Missouri",2132,948,720,854,1227,828,711,751,973,759,1204,1115,1071,838,753,520,426
"G29038000","2017","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",204678,15438,10292,10245,11059,10971,10121,11682,8599,10546,18021,19269,22894,17009,8731,9489,10312,"Kansas City city, Missouri",3655,2071,1514,1743,1671,1804,1503,2031,1554,1607,2271,2346,2007,2288,1258,1357,1277
"G29041348","2017","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",36237,551,1198,1206,679,1303,845,1376,835,993,2445,3334,6759,4762,3710,3159,3082,"Lee's Summit city, Missouri",1651,420,580,655,435,764,400,532,431,523,732,776,1305,1107,884,853,767
"G29054074","2017","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",30224,337,228,785,897,632,1488,591,927,673,2022,3985,5265,3362,3203,3768,2061,"O'Fallon city, Missouri",1340,255,233,388,479,322,767,385,609,530,711,1002,1114,818,826,775,607
"G29064082","2017","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",28324,1430,819,949,1373,915,1500,1428,1236,1113,2331,3590,4246,2565,1621,1498,1710,"St. Charles city, Missouri",2080,719,372,447,665,452,630,452,502,396,764,825,953,688,559,484,533
"G29064550","2017","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",28999,2136,1568,1882,1696,2443,1833,1970,1328,1534,2489,3158,2278,2039,1168,764,713,"St. Joseph city, Missouri",1555,713,658,793,526,652,928,628,531,548,732,863,634,515,404,419,414
"G29065000","2017","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",138513,16160,11435,6967,10190,7399,7373,7616,5651,5500,9741,12296,13625,8181,6268,5697,4414,"St. Louis city, Missouri",2993,2138,1626,1251,1802,1419,1332,1462,1057,1241,1745,1664,1816,1374,971,1064,762
"G29070000","2017","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",73568,7335,5740,5025,6235,6102,5010,3718,4791,3254,5958,5662,6127,3293,2284,1860,1174,"Springfield city, Missouri",2282,1403,1154,1220,1296,998,988,930,1087,907,1208,1231,1130,744,711,615,522
"G30006550","2017","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",46642,2893,1108,2043,2921,3277,2136,2600,1517,1542,4937,6238,5268,2883,2844,2540,1895,"Billings city, Montana",1698,820,556,596,1289,1069,866,909,522,544,1069,1453,1049,796,899,718,628
"G30050200","2017","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",31756,3071,1837,2940,2646,905,1602,2035,1054,1353,1667,2960,4467,1700,1198,1220,1101,"Missoula city, Montana",1434,1166,848,1308,1081,539,689,800,551,749,665,869,1055,640,490,516,459
"G31028000","2017","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",111610,5736,4054,5132,5485,6360,5632,6020,5195,5133,9635,13231,13230,10148,6724,5008,4887,"Lincoln city, Nebraska",1859,1245,882,965,1024,1182,1117,1136,1143,958,1498,1652,1649,1303,1328,916,949
"G31037000","2017","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",184938,11962,7351,7219,9267,5002,10491,10617,9607,8572,16802,20447,23915,14808,9762,10151,8965,"Omaha city, Nebraska",2157,1546,1012,1263,1386,857,1754,1628,1582,1330,1893,2314,2029,1592,1204,1408,1127
"G32023770","2017","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",53703,1613,585,1098,1493,1544,2279,1428,2602,1026,3542,7163,10090,6966,3794,4166,4314,"Enterprise CDP, Nevada",2947,621,287,525,593,564,712,705,984,473,1001,1448,1556,1382,920,980,1034
"G32031900","2017","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",116407,4484,2872,4299,3907,4844,5832,3972,5597,4459,9012,12962,14320,12299,8226,8969,10353,"Henderson city, Nevada",3038,1169,691,1204,1162,1420,1453,1002,1104,1028,1681,1722,1645,1670,1353,1465,1328
"G32040000","2017","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",233581,19448,9705,8913,11493,10700,11628,13084,11571,7262,19344,22369,31976,20449,11713,12902,11024,"Las Vegas city, Nevada",4902,2536,1288,1517,1740,1598,1926,1875,1799,1085,2427,2134,2991,2305,1848,1443,1641
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",72620,4137,1945,2829,3401,3350,2945,3097,4594,4087,8405,8457,10052,8221,2784,3401,915,"North Las Vegas city, Nevada",2540,1176,890,983,963,884,996,905,1161,1068,1343,1523,1681,1361,707,1084,389
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",92035,8136,5227,5284,5236,4805,5871,5108,5612,4262,7514,9392,10841,6363,2872,2989,2523,"Paradise CDP, Nevada",4069,1663,1229,1148,1154,1080,1119,1260,1073,1056,1281,1470,1661,1136,893,967,923
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",100794,5666,3994,4384,5688,4232,5136,5112,4689,4803,8858,11792,12012,8886,5950,4808,4784,"Reno city, Nevada",2516,1313,1047,1185,1198,944,1077,1096,1163,946,1676,1666,1713,1644,1218,1003,949
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",39746,1733,1050,1606,1608,2293,1408,1738,2293,1439,5063,4090,5131,4224,2626,2052,1392,"Sparks city, Nevada",1778,653,459,677,720,951,549,716,902,562,1349,867,1023,1093,842,878,503
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",76916,4242,2406,2347,3648,3423,4858,4984,3099,3846,8486,9223,10769,6268,3097,3241,2979,"Spring Valley CDP, Nevada",3139,1347,857,783,1059,1104,1149,1367,904,1130,1716,1568,1595,1370,1043,925,805
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",62884,5799,3158,4023,4232,3436,4164,3463,3501,2846,6439,7302,6772,3753,1742,1498,756,"Sunrise Manor CDP, Nevada",2586,1437,920,1050,1047,1136,1037,891,899,795,1191,1177,995,885,674,477,407
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",46172,2954,2013,1967,3026,1889,2964,1517,2386,1849,3426,6402,5391,4411,1999,2566,1412,"Manchester city, New Hampshire",1913,981,672,677,991,639,897,499,839,654,1006,1275,1028,1104,726,622,535
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",36257,1595,1357,1396,1548,1461,2532,939,1126,1530,1890,4146,4292,3572,2956,2708,3209,"Nashua city, New Hampshire",1734,552,484,619,608,604,908,389,626,785,696,858,1134,875,793,703,697
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",26487,2739,1358,1251,1112,942,1205,962,1190,662,1708,2004,2556,3417,1217,2499,1665,"Bayonne city, New Jersey",1712,851,739,578,550,552,673,498,453,417,742,747,651,1078,549,781,625
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",26292,6382,2519,1891,2542,1645,2037,790,929,1289,1100,2110,1446,316,981,315,0,"Camden city, New Jersey",1852,1655,896,854,1008,735,849,611,574,771,600,757,781,252,729,241,206
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",29740,1447,1788,925,1571,1341,1067,1103,773,770,2540,2138,4184,3134,2008,2831,2120,"Clifton city, New Jersey",1796,644,762,508,745,577,613,540,591,468,793,690,905,784,659,728,653
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",22871,2306,1338,636,1347,761,894,886,2193,761,1660,2320,3581,1979,985,773,451,"East Orange city, New Jersey",1658,814,565,420,616,448,415,454,740,519,685,756,1008,734,482,311,376
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",40273,2479,1605,2151,2710,2789,2106,3302,2213,2114,3485,4026,4541,2438,1989,1535,790,"Elizabeth city, New Jersey",1922,815,531,777,797,865,549,981,708,788,843,864,1024,648,820,542,372
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",99363,7574,5366,3655,3656,4263,3931,3928,3038,3041,6395,8554,9619,8820,5812,8784,12927,"Jersey City city, New Jersey",2727,1681,1087,1094,954,1091,975,1029,1008,892,1375,1439,1594,1585,1246,1292,1439
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",98678,19377,5634,7440,6157,5214,5295,5506,4432,3852,7017,7638,8566,4625,2854,2986,2085,"Newark city, New Jersey",2980,2843,1375,1473,1489,1290,1464,1305,1179,1160,1503,1538,1508,1182,986,859,856
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19890,2301,1387,1612,1525,1775,1212,685,1352,601,1422,1530,1514,1176,522,959,317,"Passaic city, New Jersey",1454,688,497,629,582,661,577,437,588,405,770,699,672,543,367,458,198
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",44010,5025,3110,3977,1874,2224,2647,2478,2276,1828,3420,4803,4874,2842,1329,870,433,"Paterson city, New Jersey",1724,987,991,934,721,770,724,884,797,695,905,1221,1184,810,653,452,300
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",34196,1795,1078,827,903,725,1362,856,1593,1242,2546,3538,4643,4214,2973,3212,2689,"Toms River CDP, New Jersey",1725,791,457,392,448,359,687,469,722,456,868,1101,1090,944,794,715,810
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",27324,5061,2618,2124,1164,1671,1956,836,1479,851,1298,2350,2805,817,978,789,527,"Trenton city, New Jersey",1901,1188,829,639,614,696,793,493,637,508,658,679,789,426,493,500,400
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",22927,2519,946,1596,2008,1300,2115,837,1115,658,1885,1989,2139,1123,708,1248,741,"Union City city, New Jersey",1228,745,435,557,677,532,757,398,473,341,644,643,630,430,382,595,431
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",221418,17959,11711,10313,13102,12927,12557,10840,10221,9893,17201,19687,25913,20440,9293,10875,8486,"Albuquerque city, New Mexico",3270,2410,2303,1674,2254,1544,2363,1727,1646,1802,1926,2499,2815,2486,1375,1717,1400
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",39176,5765,1748,3070,2237,2074,3950,1785,1451,1390,2708,4246,2500,3160,1536,588,968,"Las Cruces city, New Mexico",2198,1499,647,1109,1218,666,1800,750,588,652,947,1035,870,1082,630,339,602
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",34189,4141,936,982,1489,1841,877,1876,1800,1059,2458,4282,5190,2838,1659,2128,633,"Rio Rancho city, New Mexico",1384,1265,433,563,597,823,449,722,725,513,804,1093,1187,913,770,638,321
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",33767,1791,1479,1611,1749,2411,1541,1228,1557,1553,2755,4247,4048,3172,1629,1452,1544,"Santa Fe city, New Mexico",1491,660,597,616,638,906,516,458,438,589,872,895,671,772,611,360,496
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",39646,4677,1927,2416,2788,1491,1364,2129,1921,1349,3036,4435,4344,2378,1769,1994,1628,"Albany city, New York",1794,1141,740,948,1108,597,580,883,616,694,802,955,1088,752,595,674,550
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",14133,679,157,868,765,126,578,333,271,399,986,1019,2056,2255,884,1670,1087,"Brentwood CDP, New York",1505,359,196,539,511,121,473,336,180,282,553,406,799,778,486,658,490
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",110678,15778,10342,7280,8562,7658,5916,5633,4740,4913,7334,8254,9512,6744,2570,2920,2522,"Buffalo city, New York",3152,2356,1910,1476,1566,1424,1504,1177,1019,1021,1516,1221,1457,1281,614,834,765
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",30936,2043,1349,1178,2082,1366,2088,1105,1634,1293,2473,3570,4859,3124,840,1212,720,"Cheektowaga CDP, New York",1217,698,426,483,743,528,722,460,662,552,681,864,810,643,316,415,427
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",28111,1291,1077,1715,2092,1884,2078,556,977,1790,1834,2793,3590,1523,1672,1642,1597,"Mount Vernon city, New York",1607,460,554,766,954,811,906,374,551,783,769,944,1000,523,636,747,598
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",28514,1191,729,779,1234,1127,681,529,930,958,2405,2629,2941,2264,1679,1944,6494,"New Rochelle city, New York",1967,661,371,372,632,647,430,297,511,550,836,857,1054,690,581,663,1400
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3159674,310026,176309,145427,146822,120646,126265,117143,113601,98552,202422,260578,344585,261576,179679,229500,326543,"New York city, New York",11338,11031,6897,6675,5432,5139,6747,6714,6590,5737,6660,8284,9617,9099,7428,8465,8361
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",90303,13907,8552,7465,5318,5596,5724,3567,4830,2870,7458,7048,7014,4724,2334,1507,2389,"Rochester city, New York",2894,1755,1441,1404,1129,1215,1395,960,956,751,1201,1330,1137,959,649,563,781
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",21353,2352,1765,1300,999,1329,1325,739,1603,713,1386,1649,2426,1914,1139,447,267,"Schenectady city, New York",1917,791,741,441,452,740,541,360,897,369,510,714,786,832,498,326,169
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",54062,8054,4461,4436,2491,3393,3785,3022,2740,3104,4467,4718,4210,2147,867,1187,980,"Syracuse city, New York",2170,1223,944,1011,572,851,828,814,743,867,793,1071,874,678,330,402,378
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",75981,5818,3367,3303,4448,4466,3315,2866,3568,1241,5666,7848,7641,5382,5715,5361,5976,"Yonkers city, New York",2599,1418,950,1105,1316,1170,1180,839,1127,492,1470,1484,1457,1114,1334,1136,1158
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",42045,1886,2964,2143,2104,3237,2273,2332,2304,1699,3573,3328,4706,3549,1624,1748,2575,"Asheville city, North Carolina",1933,637,1031,937,772,1161,914,968,774,833,1010,923,1138,820,645,684,921
"G37010740","2017","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",62831,1244,911,686,1972,1392,1834,971,2366,1457,5582,5188,8109,7425,6305,8033,9356,"Cary town, North Carolina",2258,433,467,321,720,530,720,561,925,536,1103,1084,1231,1096,1158,1135,1244
"G37012000","2017","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",331822,17086,12212,13379,15738,13629,19017,15761,12940,16927,25664,36064,38026,29146,17682,21229,27322,"Charlotte city, North Carolina",4253,2157,1771,2097,2419,1833,2303,2349,1889,2236,2477,3323,2598,2551,2262,2314,2103
"G37014100","2017","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",33305,1134,1019,907,1492,1791,1545,777,1985,1661,2267,3156,5814,3388,1807,2239,2323,"Concord city, North Carolina",1689,465,513,380,697,698,595,405,671,758,728,731,1023,962,786,720,702
"G37019000","2017","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",110017,8194,4141,2909,7661,5579,5255,6710,3578,4947,7820,9524,13147,9899,6498,7073,7082,"Durham city, North Carolina",2128,1443,1218,945,1978,1442,1363,1498,1161,1195,1657,1311,1893,1759,1231,1367,1217
"G37022920","2017","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",83558,8078,6130,4676,6181,5055,5130,3927,5309,4227,7524,7961,9097,4577,2459,1954,1273,"Fayetteville city, North Carolina",2292,1328,814,1133,1021,1147,985,1066,1185,925,1040,1478,1230,949,754,702,436
"G37025580","2017","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",30097,2976,1842,2920,1456,1362,1160,1208,1685,1360,2027,3233,3432,2181,813,1749,693,"Gastonia city, North Carolina",1344,923,635,884,542,490,416,465,646,496,671,896,847,636,406,571,339
"G37028000","2017","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",115802,8466,6988,6630,6152,7246,7588,5857,6460,5033,9244,11061,13508,6776,5525,4497,4771,"Greensboro city, North Carolina",3260,1676,1588,1646,1222,1484,1523,1301,1641,1237,1771,1742,2079,1097,1240,1153,897
"G37028080","2017","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",36029,4899,2967,2808,2621,813,2134,2053,1328,1246,2038,4198,3267,2327,1029,1037,1264,"Greenville city, North Carolina",1857,1116,1098,1136,1026,516,894,874,698,601,801,1201,1001,772,499,561,627
"G37031400","2017","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",40437,2721,2207,1886,3345,2109,2798,1731,1674,1796,3270,3805,4939,3203,2145,1679,1129,"High Point city, North Carolina",2130,720,768,780,1051,816,846,698,557,631,769,841,986,799,649,504,447
