GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G26003000","2011","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",48275,6511,2170,2451,2605,1932,2920,1221,2501,2221,3333,3840,4100,4060,2390,2855,3165,"Ann Arbor city, Michigan",1784,1223,642,713,710,655,800,519,690,757,826,765,748,978,674,706,847
"G26021000","2011","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",31011,2474,2262,2749,2237,1398,1938,1432,1075,1377,1882,3331,3426,1745,1292,1488,905,"Dearborn city, Michigan",1615,640,602,684,757,466,528,364,446,481,536,696,740,482,430,475,436
"G26022000","2011","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",253629,56067,26517,24250,19199,16780,16470,13448,11945,10041,15657,15352,13542,7048,2871,3117,1325,"Detroit city, Michigan",5276,3337,2385,2509,1669,1595,1724,1625,1434,1273,1605,1730,1402,1209,716,871,470
"G26027440","2011","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",32530,1212,1000,1403,2142,1090,1264,1263,849,645,2363,3696,5162,2812,3030,2842,1757,"Farmington Hills city, Michigan",1494,551,521,614,769,503,423,523,392,324,780,848,844,712,817,706,665
"G26029000","2011","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",39875,9612,4191,3079,3993,2382,2412,2322,1692,1516,1947,2680,2493,952,318,148,138,"Flint city, Michigan",1720,1356,922,993,908,616,689,659,534,453,500,679,859,423,226,153,174
"G26034000","2011","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",73222,8530,5485,5644,5535,4505,5311,4497,3451,2924,6348,6911,6800,3415,1897,1138,831,"Grand Rapids city, Michigan",2552,1317,1139,1126,1354,927,1238,978,949,730,1146,1320,1069,945,593,484,341
"G26042160","2011","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",27145,4816,3368,2265,1303,1799,1466,1749,1466,1214,1449,1649,1878,1089,841,336,457,"Kalamazoo city, Michigan",1541,1090,758,650,492,617,628,734,589,447,529,523,509,372,402,182,268
"G26046000","2011","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",47922,6616,5075,3262,2990,4389,3297,2958,3140,2370,3887,4274,3225,1490,569,218,162,"Lansing city, Michigan",1797,1150,1299,863,854,1048,692,737,896,711,793,849,697,460,249,156,125
"G26049000","2011","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38260,1273,1078,1837,1550,1654,1842,1221,2803,1485,2433,5711,5781,4177,2672,1823,920,"Livonia city, Michigan",1545,484,415,482,565,539,563,494,643,461,613,841,940,725,523,516,299
"G26069035","2011","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",27757,1029,990,1279,1077,1124,1415,1365,1362,830,1927,1902,3885,2420,1801,2492,2859,"Rochester Hills city, Michigan",1323,422,495,551,391,430,595,612,594,400,653,493,860,608,533,624,661
"G26074900","2011","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",31936,2679,1085,2097,1560,2067,1651,2413,1906,1457,2722,3350,3746,2487,853,985,878,"Southfield city, Michigan",1776,833,504,701,561,767,788,848,574,489,647,844,895,735,471,330,432
"G26076460","2011","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",50469,2452,3000,3274,2430,2489,4114,2847,2504,2178,2743,6123,6085,4706,1953,2342,1229,"Sterling Heights city, Michigan",2328,629,974,890,636,807,1034,845,848,766,677,1219,1032,996,661,891,532
"G26080700","2011","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",29867,1372,1011,1063,1446,1041,958,941,1140,702,1804,3015,4672,3189,1624,2870,3019,"Troy city, Michigan",1209,489,435,486,565,471,443,372,426,456,503,701,830,780,475,617,485
"G26084000","2011","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",54998,5896,3403,4080,2750,3605,3451,3033,3451,1748,5125,5246,6538,3584,1625,1176,287,"Warren city, Michigan",1881,1230,758,816,813,771,778,637,931,430,1013,1006,1019,761,523,554,195
"G26086000","2011","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",33275,3315,2423,2654,2388,1733,1945,1493,1863,1615,2151,3338,3523,2557,1156,827,294,"Westland city, Michigan",1521,935,835,798,617,691,721,638,693,526,567,847,777,799,544,382,263
"G26088940","2011","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",25585,1014,859,1461,1178,1609,1720,1727,2732,967,3137,4037,3005,1236,485,281,137,"Wyoming city, Michigan",1457,469,391,632,548,765,577,760,793,422,715,1004,782,509,334,268,163
"G27006616","2011","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",36374,2195,1665,1336,1402,2125,1532,1815,1748,1757,2655,3898,5057,2716,1796,2682,1995,"Bloomington city, Minnesota",1519,751,483,507,421,712,462,537,532,706,744,926,960,558,630,712,612
"G27007966","2011","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",25526,1229,406,1250,1353,1859,1519,1224,1808,1184,1626,2886,2424,2700,1500,1461,1097,"Brooklyn Park city, Minnesota",1573,590,300,527,660,604,633,599,816,509,557,826,702,671,707,481,424
"G27017000","2011","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",33626,3587,2798,2694,2070,2067,2029,1240,1650,1068,2928,3330,3449,1797,1211,911,797,"Duluth city, Minnesota",1628,663,755,595,466,658,551,371,567,375,652,604,713,426,389,278,251
"G27043000","2011","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",165562,19969,10627,10043,7801,8398,7993,7503,8200,6309,13599,14348,17474,11760,6637,6675,8226,"Minneapolis city, Minnesota",3131,1938,1567,1602,1312,1400,1358,1334,1237,1150,1553,1701,1744,1391,970,1088,1026
"G27051730","2011","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",28580,885,800,984,609,1600,710,1088,1077,964,1211,2889,4109,3127,2564,2440,3523,"Plymouth city, Minnesota",1468,837,411,395,344,672,301,573,528,599,460,722,911,834,703,650,928
"G27054880","2011","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",43428,2556,1684,1560,1897,1904,2114,1350,2276,1710,3365,4912,6410,3774,3357,2370,2189,"Rochester city, Minnesota",1211,768,478,535,620,525,605,456,632,567,827,974,992,883,716,637,806
"G27056896","2011","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",25985,3477,1150,1814,2008,1756,1191,1359,653,1515,2743,2540,2661,1534,734,289,561,"St. Cloud city, Minnesota",1611,904,500,778,964,609,533,712,369,835,925,882,939,681,429,249,385
"G27058000","2011","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",113034,13369,6801,7392,8303,4703,6810,6846,4116,4379,7874,11947,12462,7998,3596,3251,3187,"St. Paul city, Minnesota",2737,2019,1342,1379,1513,1142,1305,1288,937,1054,1252,1569,1401,1192,651,562,556
"G28029700","2011","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",26494,3899,2478,1418,2186,1335,1670,2524,578,908,1945,2991,2037,922,494,696,413,"Gulfport city, Mississippi",1641,874,943,471,848,516,716,931,323,379,777,899,686,491,347,353,282
"G28036000","2011","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",60928,9153,4782,5321,4639,5068,5264,2842,2984,2957,4293,4190,4173,2501,764,845,1152,"Jackson city, Mississippi",2019,1278,1188,1392,995,1129,1261,841,1127,976,1028,1099,764,722,434,454,531
"G29015670","2011","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",41449,4946,2297,3062,2427,1301,2268,2095,2133,2130,2644,4266,4873,2403,1759,1682,1163,"Columbia city, Missouri",1500,1274,933,1115,866,589,830,818,770,928,897,1414,1104,802,864,661,456
"G29035000","2011","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",48289,4248,2948,2951,3554,2130,4170,2992,3004,2289,4711,4862,4609,3281,1424,835,281,"Independence city, Missouri",2282,997,871,762,905,610,1052,895,903,681,807,811,756,892,538,334,286
"G29038000","2011","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",191967,20419,11304,11417,11194,10886,12195,9277,11408,8550,16225,16633,20347,12244,7076,7094,5698,"Kansas City city, Missouri",3739,1966,1603,1348,1302,1384,1641,1325,1585,1156,2143,1945,2003,1609,1126,1212,1081
"G29041348","2011","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",31961,1316,983,1430,1086,1053,947,1113,1522,1074,2812,3220,4497,4096,1577,3081,2154,"Lee's Summit city, Missouri",1747,634,578,569,534,657,501,431,534,496,753,889,1160,996,614,765,690
"G29054074","2011","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",26921,357,596,1107,1206,820,1163,885,1520,1237,1978,3132,4721,3846,2067,1712,574,"O'Fallon city, Missouri",1459,281,409,590,716,472,506,442,661,738,592,1053,1126,994,715,568,275
"G29064082","2011","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",26292,1113,1179,1065,1325,1414,1121,1355,1602,1463,2515,3205,2792,2003,2151,1085,904,"St. Charles city, Missouri",1447,668,533,636,611,602,552,731,687,628,965,969,870,716,992,464,564
"G29064550","2011","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",27668,2685,2111,2177,1672,2292,1389,1628,1307,1413,3161,2907,2776,1195,451,196,308,"St. Joseph city, Missouri",1299,797,646,774,553,666,491,621,541,479,788,650,633,375,264,171,298
"G29065000","2011","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",134193,21264,12299,10809,9172,8701,8436,7284,6260,6232,8392,10238,11467,5833,2450,3484,1872,"St. Louis city, Missouri",3142,1972,1974,1486,1450,1838,1261,1554,1087,1191,1173,1612,1448,1105,747,949,564
"G29070000","2011","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",70986,7704,6189,6594,6091,5267,5214,4255,3594,3195,5550,6239,5027,2849,782,997,1439,"Springfield city, Missouri",2019,1420,1198,1462,1367,1156,1414,1158,926,1005,1129,1476,1057,1025,464,479,445
"G30006550","2011","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",43347,3851,4058,2995,2702,2318,2225,1685,2450,2422,3301,4013,4449,2628,1214,1593,1443,"Billings city, Montana",1486,1153,1136,944,777,673,762,625,941,740,1040,911,818,834,505,613,740
"G30050200","2011","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",28743,2999,1749,2182,2223,2705,1972,1271,1091,1689,2138,2306,2530,1555,699,943,691,"Missoula city, Montana",1255,880,737,887,864,927,827,636,470,653,982,751,721,626,429,558,389
"G31028000","2011","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",104577,8045,5562,5427,7265,6893,6473,6040,4406,5724,7243,10400,12293,8086,3905,3938,2877,"Lincoln city, Nebraska",1891,1448,1265,1237,1455,1244,1411,1148,941,1317,1171,1343,1548,1376,837,895,753
"G31037000","2011","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",163314,16458,9227,9324,9662,9434,10462,8200,8075,7168,13207,16641,17817,10858,5451,5156,6174,"Omaha city, Nebraska",2906,1692,1245,1339,1571,1664,1415,1144,1270,1175,1592,1749,1860,1125,887,1081,1151
"G32023770","2011","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",41269,1733,1263,978,1367,860,775,1962,3373,1531,3575,6298,6892,4407,2690,1169,2396,"Enterprise CDP, Nevada",4844,1002,697,634,1140,646,575,1270,2031,1231,1480,2503,2189,1677,1719,953,1513
"G32031900","2011","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",98019,4765,5754,4217,3878,4330,4585,3769,4294,5255,7891,11870,11222,10004,7380,4755,4050,"Henderson city, Nevada",4166,1491,1417,1213,1207,1011,1457,1206,1364,1364,1889,2354,1601,1629,1704,1352,1336
"G32040000","2011","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",208279,17078,10149,10876,12535,12201,13156,12358,11245,9691,18646,18969,25417,14190,6466,7681,7621,"Las Vegas city, Nevada",5625,2505,1657,1784,2307,1820,2023,2169,2089,1893,2938,2260,3341,2169,1430,1929,1834
"G32051800","2011","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",67222,4965,2365,4010,4468,2647,3771,3578,3606,4194,6164,9440,8347,3904,1757,2598,1408,"North Las Vegas city, Nevada",3369,1612,929,1115,1369,935,1463,1177,1341,1328,1491,2498,2116,1511,848,1591,916
"G32054600","2011","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",86939,8545,5450,5305,6264,7188,6762,3392,4368,3602,7710,6953,10480,4704,2240,2679,1297,"Paradise CDP, Nevada",4037,1566,1345,1146,1455,1571,1623,851,1188,1070,2025,1605,2033,1283,867,747,500
"G32060600","2011","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",89362,7587,4389,5373,5553,6066,4858,4235,6832,3819,7784,8758,8844,5802,2949,4131,2382,"Reno city, Nevada",3059,1878,1143,1246,1448,1603,1407,1157,1964,1376,1675,2025,1414,1255,1086,1747,736
"G32068400","2011","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",33585,1584,2124,1347,2338,3019,1075,2205,1055,1792,3239,3444,3655,3992,1121,922,673,"Sparks city, Nevada",1911,639,793,568,963,948,515,836,497,764,989,874,1184,1304,524,525,408
"G32068585","2011","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",69344,5765,3014,4752,3601,3467,4298,3384,4083,3531,5362,8922,8414,4130,1879,1676,3066,"Spring Valley CDP, Nevada",4812,1830,1085,1504,1427,1470,1349,1006,1575,1106,1727,2508,2048,1347,770,810,1498
"G32071400","2011","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",56888,4161,3909,4708,4403,4685,4497,3468,3628,4138,5616,5284,4535,2365,688,370,433,"Sunrise Manor CDP, Nevada",2854,1031,964,1110,1147,1252,1001,1022,979,1114,1111,1021,1006,725,334,274,290
"G33045140","2011","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",44989,3842,2496,2288,2851,3057,1653,2424,1520,1734,4277,4989,5272,4358,1738,1837,653,"Manchester city, New Hampshire",1611,866,715,794,645,905,725,968,709,745,1055,1144,1137,1008,554,640,372
"G33050260","2011","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",34082,2207,1808,1759,1759,2163,1064,1590,1222,1561,1688,3116,3880,4667,1964,2207,1427,"Nashua city, New Hampshire",1463,895,759,658,742,907,442,629,538,721,614,910,890,1104,650,615,528
"G34010000","2011","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",25112,6468,2981,2535,2333,864,1406,1703,919,1006,1391,1060,995,500,470,313,168,"Camden city, New Jersey",1622,1009,950,863,704,441,529,570,399,474,509,452,379,280,345,182,168
"G34013690","2011","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",28619,2495,997,880,1195,1707,1372,1484,1218,541,2435,2503,4387,2550,1512,2160,1183,"Clifton city, New Jersey",1792,1049,469,410,556,584,573,677,514,333,683,778,1235,676,623,533,525
"G34019390","2011","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",26544,5019,2856,2078,1043,1961,1050,1734,1920,1014,1495,2345,1561,1092,387,861,128,"East Orange city, New Jersey",1714,1169,823,706,415,696,567,752,656,468,525,838,473,511,263,523,132
"G34021000","2011","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",38278,3667,1905,2569,2390,2841,2615,2194,1759,1761,4188,3246,3533,2610,1206,1043,751,"Elizabeth city, New Jersey",1737,998,679,798,796,871,874,651,675,689,1043,934,1003,775,532,562,470
"G34036000","2011","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",96601,8400,5551,4945,4813,3513,4516,3648,4008,3046,8213,8933,11120,7903,5737,6551,5704,"Jersey City city, New Jersey",2559,1339,1234,1189,1036,988,1193,929,959,943,1479,1504,1388,1493,1076,1294,1279
"G34051000","2011","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",88467,14554,7879,7310,6607,5528,5888,5151,3331,3937,6796,7198,6668,3838,1729,1181,872,"Newark city, New Jersey",2632,1542,1244,1280,1139,1081,1134,992,858,929,1164,1110,1199,770,627,456,411
"G34056550","2011","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",22692,3098,2831,1825,2046,2163,2161,1366,1083,668,1059,1171,1573,522,581,545,0,"Passaic city, New Jersey",2161,1118,979,815,944,1207,1106,647,688,426,706,548,853,488,395,381,198
"G34057000","2011","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",43038,6992,3435,3064,2782,4115,2233,2128,2062,1651,2818,3603,4175,1696,1173,501,610,"Paterson city, New Jersey",1726,1132,876,886,649,932,719,611,712,775,776,1037,1015,669,706,366,493
"G34073110","2011","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",32908,1062,1193,1219,1433,1496,1075,1170,1506,800,2695,3847,4147,3971,2572,2741,1981,"Toms River CDP, New Jersey",1758,387,670,651,583,590,530,440,682,370,675,1123,965,1078,768,778,668
"G34074000","2011","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",28536,5064,2242,1953,1711,1205,1549,1921,1083,1492,1749,2381,3106,1446,803,397,434,"Trenton city, New Jersey",1719,1103,695,685,576,522,575,652,436,509,514,638,947,586,521,255,264
"G34074630","2011","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",22052,2883,1155,1540,1872,1460,1631,1265,679,1035,1894,2563,1765,1007,657,363,283,"Union City city, New Jersey",1492,906,513,551,582,625,601,531,351,458,694,710,588,489,430,259,205
"G35002000","2011","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",224445,23921,15166,12734,15696,12502,12990,10651,11079,10135,18623,19812,21697,15505,8874,8466,6594,"Albuquerque city, New Mexico",3554,2572,2571,1901,1981,1821,1768,1746,1991,1667,2074,1972,2384,1996,1863,1215,1343
"G35039380","2011","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",38883,4620,3161,2853,3611,2066,1818,2157,698,2455,2080,3451,5063,2345,1375,863,267,"Las Cruces city, New Mexico",1805,1128,1143,940,1233,874,865,865,394,994,678,1137,1452,877,791,484,294
"G35063460","2011","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",32967,2275,1214,1983,1316,1727,1200,1917,2334,1638,3252,3776,4126,2405,1609,1329,866,"Rio Rancho city, New Mexico",1356,1302,614,735,635,651,645,772,825,822,1253,1199,1252,853,914,620,610
"G35070500","2011","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",30493,2070,1802,2868,1889,1532,1175,1431,2070,1455,2021,3063,3724,2341,643,753,1656,"Santa Fe city, New Mexico",1721,629,642,822,590,580,425,518,585,610,560,819,960,777,318,354,485
"G36001000","2011","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",38251,4382,3282,3972,2292,2579,754,2762,1513,1165,3379,3267,4260,2108,1850,463,223,"Albany city, New York",1877,1090,817,1208,704,740,341,841,586,484,796,813,940,632,627,289,163
"G36011000","2011","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",111424,20493,11102,9369,8828,7329,7447,5346,3833,4607,8393,7350,8197,4229,2143,1564,1194,"Buffalo city, New York",3099,2025,1879,1323,1493,1325,1682,1223,1040,1188,1391,1330,1325,833,758,527,379
"G36015000","2011","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",33032,1796,2030,2254,2069,2106,2727,1087,1156,2431,3224,3378,4291,2702,807,664,310,"Cheektowaga CDP, New York",1480,652,771,639,648,668,831,415,417,679,868,852,759,839,420,359,221
"G36049121","2011","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",25520,2054,1483,1363,1583,1630,982,1280,905,1330,1814,2283,3844,2232,1282,621,834,"Mount Vernon city, New York",1394,628,607,525,671,615,503,563,445,531,631,684,1054,675,522,295,302
"G36050617","2011","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",29114,1189,994,1794,1607,1455,1168,1348,2069,688,2346,2336,2499,2531,958,2371,3761,"New Rochelle city, New York",1349,481,437,663,661,496,690,707,835,397,786,816,702,759,338,725,710
"G36051000","2011","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3023330,336074,198383,176613,170415,141985,142749,122382,128938,103000,205087,269368,318390,221018,131400,157683,199845,"New York city, New York",11705,10741,6922,6276,6532,5792,6264,4952,5771,5399,8368,9248,8049,7102,5730,6190,7909
"G36063000","2011","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",85939,16985,8190,6949,6685,5248,5398,4254,4400,2700,6014,5588,7918,1935,860,1345,1470,"Rochester city, New York",2772,1964,1331,1008,1123,922,1193,935,1077,830,989,1232,1262,534,422,610,584
"G36065508","2011","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",24378,2909,2216,2201,1502,1101,2104,1186,988,941,2253,2610,2312,1307,261,271,216,"Schenectady city, New York",1403,737,652,710,444,389,694,470,468,333,595,787,620,548,177,242,126
"G36073000","2011","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",54801,10779,4994,4342,4457,3392,3232,2632,2328,1530,3515,4219,4227,2415,1065,993,681,"Syracuse city, New York",2078,1419,967,894,870,718,789,690,536,521,785,911,842,628,379,428,414
"G36084000","2011","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",74094,6741,4283,4439,4630,3794,3784,3772,2939,2321,4221,7338,7930,6938,3786,3945,3233,"Yonkers city, New York",2695,922,1111,1113,1002,936,1080,1013,832,841,990,1481,1566,1509,816,803,795
"G37002140","2011","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",37481,3859,3796,2418,2110,2410,2406,2023,2010,1944,4087,2600,2822,2293,1100,598,1005,"Asheville city, North Carolina",1888,1046,1199,831,760,817,823,676,739,893,1040,793,770,719,620,346,486
"G37010740","2011","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",48639,1606,1158,924,1656,2107,1636,1236,1702,1048,3156,5664,5414,6671,4559,5825,4277,"Cary town, North Carolina",2726,819,639,482,736,1259,643,556,1202,525,1113,1415,1722,1696,1488,1540,1112
"G37012000","2011","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",292715,20613,16304,14740,18506,16399,16593,15875,15115,11520,24303,29243,31055,20693,13246,13200,15310,"Charlotte city, North Carolina",4233,2521,2310,2398,2392,2316,2997,2576,2378,2165,2971,3658,3182,2792,2557,1929,1990
