GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G08003455","2011","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"16000US0803455","Arvada city, Colorado",42197,2879,1135,1730,858,1573,1717,1918,2298,1693,2817,5439,6941,3799,3096,2439,1865,"Arvada city, Colorado",1361,801,448,608,324,650,596,634,679,558,575,1070,1133,773,800,610,521
"G08004000","2011","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"16000US0804000","Aurora city, Colorado",118405,6539,6353,3971,8131,6813,7787,5943,7978,6151,13214,12942,14187,9026,3914,3084,2372,"Aurora city, Colorado",2957,1188,1648,844,1365,1565,1611,1424,1583,1226,2129,1828,2189,1548,991,750,968
"G08007850","2011","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"16000US0807850","Boulder city, Colorado",40117,4196,1760,2158,1909,1390,1870,1417,1590,1064,3188,2823,3783,2796,1854,4188,4131,"Boulder city, Colorado",1841,1109,634,774,842,613,685,595,611,405,827,797,1004,749,545,1046,933
"G08012815","2011","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"16000US0812815","Centennial city, Colorado",38270,1619,835,973,872,1014,1888,1509,617,1287,3415,3760,5491,4968,3042,3588,3392,"Centennial city, Colorado",1502,636,361,475,475,558,690,643,310,449,1075,1033,1200,884,722,875,713
"G08016000","2011","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"16000US0816000","Colorado Springs city, Colorado",167859,11489,9590,9428,8024,8415,10656,8305,8755,7863,12305,18234,19080,13493,8820,8055,5347,"Colorado Springs city, Colorado",3051,1841,1618,1644,1348,1494,1794,1599,1420,1223,1561,2059,2225,1807,1795,1401,1250
"G08020000","2011","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"16000US0820000","Denver city, Colorado",266624,25310,14837,16083,14854,12869,14266,14312,14821,11415,18752,24515,29578,18245,10438,12467,13862,"Denver city, Colorado",2404,2776,1961,2328,2010,1627,1880,1951,2161,1700,2176,2661,2748,2159,1594,1791,1967
"G08027425","2011","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"16000US0827425","Fort Collins city, Colorado",58111,6113,3468,3545,2937,2464,1772,2514,2574,2326,5531,6280,7399,4066,2653,2760,1709,"Fort Collins city, Colorado",2420,1349,950,819,1031,744,589,873,766,744,1531,1384,1542,928,643,697,618
"G08032155","2011","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"16000US0832155","Greeley city, Colorado",34298,4683,2359,2365,2494,1557,1016,1950,1471,2080,2524,2299,3485,3045,880,1623,467,"Greeley city, Colorado",2053,1253,855,797,964,810,423,764,705,887,976,848,1006,892,522,1309,398
"G08036410","2011","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"16000US0836410","Highlands Ranch CDP, Colorado",37002,860,231,548,757,737,968,733,786,743,1537,4025,6390,6119,3354,4714,4500,"Highlands Ranch CDP, Colorado",1931,487,243,346,564,426,602,381,475,564,750,1136,1470,1430,946,1300,1150
"G08043000","2011","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"16000US0843000","Lakewood city, Colorado",62311,3715,2425,4032,3889,2883,2554,3345,3685,2755,5817,5889,8959,4554,3292,2620,1897,"Lakewood city, Colorado",2109,1261,835,1112,1000,887,632,818,1045,713,1071,1024,1312,873,867,715,708
"G08045970","2011","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"16000US0845970","Longmont city, Colorado",33399,1521,1469,1674,1917,1686,1891,1421,1819,1385,2027,3069,4270,3684,1398,2848,1320,"Longmont city, Colorado",1651,601,575,725,666,603,581,586,615,478,718,778,991,984,513,1106,518
"G08046465","2011","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"16000US0846465","Loveland city, Colorado",28527,1922,1446,1175,2645,1454,1850,1055,2176,1423,2542,3192,3796,1990,864,578,419,"Loveland city, Colorado",1361,769,621,554,911,740,772,480,1009,612,1030,889,955,516,462,372,350
"G08062000","2011","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"16000US0862000","Pueblo city, Colorado",43601,5511,3235,2892,4414,3018,4160,1581,2157,1714,3403,3727,3550,1382,1034,960,863,"Pueblo city, Colorado",1498,1117,724,727,1005,856,921,542,682,623,800,898,825,520,442,382,440
"G08077290","2011","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"16000US0877290","Thornton city, Colorado",39696,1643,1382,1356,2055,1088,2013,2272,1916,1830,3251,4693,5752,4790,2972,2272,411,"Thornton city, Colorado",1819,684,719,693,659,515,674,856,822,637,1074,1300,1036,950,843,872,349
"G08083835","2011","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"16000US0883835","Westminster city, Colorado",41986,1794,1374,1582,2570,1890,1729,1754,2514,1646,3240,5776,5767,4037,2489,2338,1486,"Westminster city, Colorado",1784,708,459,706,843,869,684,629,780,594,806,1103,945,1201,803,692,445
"G09008000","2011","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"16000US0908000","Bridgeport city, Connecticut",51443,7400,3443,3886,5294,3066,2376,2997,2375,2706,3615,3747,5333,2273,1080,1214,638,"Bridgeport city, Connecticut",2201,1334,842,1087,1259,817,729,927,790,934,940,1104,1351,807,484,506,471
"G09018430","2011","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"16000US0918430","Danbury city, Connecticut",28369,1318,868,1300,1636,1121,1552,1231,902,1532,2026,3172,3300,3097,2120,1589,1605,"Danbury city, Connecticut",1685,665,560,536,632,624,792,586,501,629,728,871,918,962,691,601,637
"G09037000","2011","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"16000US0937000","Hartford city, Connecticut",45659,7699,5224,4210,2758,3467,3281,1920,2349,1871,3288,3764,2835,1313,733,427,520,"Hartford city, Connecticut",2286,1383,1189,1099,724,1014,1014,682,707,614,955,794,747,468,487,241,216
"G09050370","2011","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"16000US0950370","New Britain city, Connecticut",27809,3243,2507,2558,1588,2074,1802,1306,1396,924,2135,2997,2336,1048,856,772,267,"New Britain city, Connecticut",1654,689,766,659,541,724,653,567,575,476,569,744,702,513,412,491,170
"G09052000","2011","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"16000US0952000","New Haven city, Connecticut",49184,8005,4795,3138,2926,2914,3627,2210,2138,2012,3369,4162,3177,3143,995,1288,1285,"New Haven city, Connecticut",2697,1445,1309,1043,834,901,908,786,695,851,1057,968,988,908,428,470,390
"G09055990","2011","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",38987,2929,1631,1312,1104,960,2011,1135,2103,2270,1884,3521,6116,4328,1633,2539,3511,"Norwalk city, Connecticut",1929,1014,700,636,538,489,761,620,826,905,649,947,1228,1031,621,735,838
"G09073000","2011","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",43972,3284,1225,1605,2116,1039,1817,1456,2104,971,2546,3770,4987,3719,2575,3714,7044,"Stamford city, Connecticut",1952,1114,507,565,733,560,759,766,803,534,990,955,1326,830,814,941,1229
"G09080000","2011","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",42038,5369,2616,2613,3431,2553,1339,2009,2557,1221,4400,4056,4059,3076,1351,1014,374,"Waterbury city, Connecticut",1837,1110,657,768,900,659,486,654,1004,525,1156,947,999,896,614,398,233
"G10077580","2011","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",30025,4021,2400,2391,1672,2361,983,1600,1244,876,2273,2088,2830,2250,1341,818,877,"Wilmington city, Delaware",1472,893,704,822,655,738,394,721,538,443,834,708,850,722,633,355,261
"G11050000","2011","DC",,,"District Of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",268670,29641,11462,9328,11712,8510,9057,9746,11409,8108,18168,23404,29481,25792,14631,17878,30343,"Washington city, District of Columbia",3200,2532,1724,1490,1965,1200,1271,1896,1576,1415,2098,2712,2814,2455,1896,1756,1964
"G12000410","2011","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",25023,714,735,383,655,1103,3144,1233,1121,603,2111,2243,3865,2073,1607,2230,1203,"Alafaya CDP, Florida",3038,642,599,455,562,734,1764,1173,1053,561,1748,1494,1907,1436,896,1218,865
"G12007300","2011","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",36172,3490,826,1141,1241,1988,952,1391,1346,1631,2600,3477,4611,2490,2006,2406,4576,"Boca Raton city, Florida",1888,1077,461,449,435,850,434,612,546,737,862,1031,1138,750,779,717,915
"G12007875","2011","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",28311,2428,2233,2593,1918,2334,937,1237,1486,845,2880,2293,2675,2307,730,987,428,"Boynton Beach city, Florida",1886,919,768,893,742,889,469,531,652,453,974,647,730,905,624,483,301
"G12008150","2011","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",38751,2176,1634,1457,2046,1595,2535,2521,2104,2040,4251,4821,5477,3501,1204,1071,318,"Brandon CDP, Florida",2959,905,724,645,1001,758,1099,1104,917,1031,1094,1446,1238,1107,530,482,245
"G12010275","2011","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",55058,4093,2142,3483,4336,4427,2119,1892,3466,2822,5094,7525,5458,3809,1330,2740,322,"Cape Coral city, Florida",3543,1604,710,1053,1290,1221,791,855,1107,958,1305,1667,1452,1324,568,1255,265
"G12012875","2011","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",47731,5880,1895,4271,4812,4154,2985,1734,1786,1835,3292,3178,4668,3041,1289,1588,1323,"Clearwater city, Florida",2857,1477,776,1138,1433,1379,1084,633,864,782,959,818,1497,841,545,525,482
"G12014400","2011","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",40724,2298,883,2282,1560,2623,2218,1401,2108,1722,4006,4004,4797,4011,1797,2958,2056,"Coral Springs city, Florida",2074,1047,409,1024,666,856,881,582,915,641,1068,1199,1038,951,647,801,720
"G12016475","2011","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",32925,2836,1592,1742,1527,2408,1764,1162,1723,1044,1960,3205,3802,1692,1934,2727,1807,"Davie town, Florida",1779,1020,684,776,579,1119,697,614,779,447,836,971,1027,742,725,964,925
"G12016725","2011","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",30338,1926,3608,2778,2228,2779,1638,1442,1056,1669,2823,2168,2540,1091,1259,1035,298,"Deerfield Beach city, Florida",2221,828,1374,1078,850,1072,966,672,597,702,931,811,809,457,794,694,243
"G12017200","2011","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",28056,2127,2035,1349,1875,2600,2206,1609,1757,1131,2808,3687,2465,704,799,787,117,"Deltona city, Florida",2281,1115,885,895,912,1300,949,722,787,601,1023,1066,1411,486,654,842,208
"G12024000","2011","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",75189,8628,4364,5107,5541,3149,3328,3948,3146,2014,4991,6448,7158,6441,2906,4041,3979,"Fort Lauderdale city, Florida",3549,1862,1158,1428,1250,968,941,1116,789,789,1043,1288,1545,1460,784,1149,790
"G12024125","2011","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",22141,2175,1042,2206,2026,1547,1284,1871,959,891,1164,2424,1446,1119,485,283,1219,"Fort Myers city, Florida",1632,716,441,801,763,541,586,1096,468,465,520,926,585,570,315,234,977
"G12025175","2011","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",49572,10264,4231,3737,3300,3144,3265,2172,1666,1245,3895,3570,3050,2328,1432,886,1387,"Gainesville city, Florida",2460,1796,1216,1610,1112,1176,1476,836,851,671,1238,1111,885,776,590,401,614
"G12030000","2011","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",68640,11082,6972,6455,7292,5661,4519,4383,2834,2102,4538,5350,4020,1927,753,442,310,"Hialeah city, Florida",2826,1959,1553,1541,1445,1428,1246,1155,895,803,932,1278,897,664,379,294,321
"G12032000","2011","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",53148,4206,3550,3747,2908,3879,2903,4040,2100,1512,4625,5838,4781,3555,2168,1968,1368,"Hollywood city, Florida",2655,1266,1135,1133,1043,1133,969,1121,798,660,1258,1279,1186,753,887,747,496
"G12035000","2011","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",311369,30937,19556,16232,19331,17097,19600,20388,13034,13335,24360,31141,35241,20695,12753,7666,10003,"Jacksonville city, Florida",4606,3106,2746,2617,2210,2291,3141,2593,1988,2359,3502,3373,3675,2742,2671,1421,1629
"G12036100","2011","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",28644,1384,1622,2052,1681,1443,1273,1407,1328,1481,2862,2739,3080,2143,1259,1027,1863,"Kendall CDP, Florida",2394,829,713,966,666,688,555,640,691,722,1120,931,977,720,572,485,633
"G12038250","2011","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",39678,2402,3502,2745,4639,2851,2996,2655,1931,1506,4317,2750,3251,2034,1173,516,410,"Lakeland city, Florida",2478,691,1007,869,1350,1050,933,894,776,694,1217,644,830,658,643,303,298
"G12039425","2011","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",34683,3760,2281,3074,2733,1766,2813,1435,2720,1937,3501,3051,2163,1546,832,542,529,"Largo city, Florida",2301,1090,660,864,765,765,805,628,935,710,838,819,662,634,469,392,415
"G12039550","2011","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",22435,2064,1664,1242,2270,1806,839,898,908,588,2602,1561,2300,1496,638,1170,389,"Lauderhill city, Florida",2111,971,971,520,946,808,572,603,556,295,1079,640,972,833,512,866,330
"G12039925","2011","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",30778,2537,1935,1862,2508,2570,2141,2298,1839,1638,2293,2717,4248,1215,365,431,181,"Lehigh Acres CDP, Florida",2364,1150,750,758,1021,822,785,966,800,864,702,738,1263,697,274,406,211
"G12043975","2011","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",31670,3203,2682,1818,2342,3492,1781,1555,1076,2008,1946,3164,3301,1606,454,525,717,"Melbourne city, Florida",2257,1133,942,896,860,1260,785,979,617,1059,708,1147,1205,663,335,374,331
"G12045000","2011","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",149874,25833,16871,13174,10260,11562,8132,7421,7495,4687,8785,10003,9093,4597,3724,4353,3884,"Miami city, Florida",4205,2734,2295,1996,1764,2194,1559,1842,1875,1349,1540,2040,1637,1263,1074,1838,971
"G12045025","2011","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",42727,4444,4363,2788,3149,2697,2964,1172,2542,835,1815,4223,3640,2163,1527,1508,2897,"Miami Beach city, Florida",3597,1219,1427,1040,1102,1163,1172,726,1152,716,737,1551,1295,888,727,501,920
"G12045060","2011","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",30403,2180,2403,2342,3399,1707,2301,1541,2091,1929,2051,3191,2371,1996,403,300,198,"Miami Gardens city, Florida",2037,652,914,844,1140,637,873,746,836,752,748,865,734,869,230,284,273
"G12045975","2011","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",41117,1936,1232,1356,2154,2566,1535,1751,2082,931,4384,5873,6186,3783,1244,3169,935,"Miramar city, Florida",2528,1050,660,607,869,1145,732,805,966,585,1945,2052,1789,1083,678,1400,614
"G12053000","2011","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",97918,8715,7384,7634,7185,6562,4781,6428,4571,4604,10127,10307,7567,4324,2822,2335,2572,"Orlando city, Florida",3378,1554,1623,1392,1682,1223,1314,1845,980,1269,1890,1873,1405,956,797,837,745
"G12054000","2011","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",34947,2635,1527,2493,2571,2569,1679,2324,2977,2598,3687,4607,2345,1053,582,991,309,"Palm Bay city, Florida",2483,966,656,793,998,867,731,885,921,938,1099,1444,966,538,362,663,267
"G12054200","2011","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",27859,1133,2595,2612,1345,1808,2038,1166,813,1418,2367,3819,2586,2472,928,530,229,"Palm Coast city, Florida",3442,757,1386,1260,728,1373,1117,810,652,1036,1140,1501,1181,1509,782,409,316
"G12055775","2011","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",57682,4074,2102,2085,5073,3509,2793,2273,3050,1856,3756,6914,8345,3959,2995,2856,2042,"Pembroke Pines city, Florida",3107,1768,905,898,1749,1285,1083,1242,1377,868,1274,1606,1558,1071,947,987,835
"G12057425","2011","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",31585,1151,764,840,1224,949,1485,1405,1354,1617,3436,3334,4972,3552,1896,1469,2137,"Plantation city, Florida",2093,564,355,598,685,603,809,580,731,773,962,979,1037,1063,701,542,658
"G12058050","2011","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",42420,5089,4613,3100,2970,3085,2458,2511,2066,1604,2970,4043,3021,1385,1026,1276,1203,"Pompano Beach city, Florida",2438,1219,1333,943,931,1005,901,856,851,666,919,1043,1140,506,460,665,549
"G12058715","2011","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",54766,3939,2570,2740,5024,2301,3325,2860,2684,3829,4802,7210,6219,3713,1673,977,900,"Port St. Lucie city, Florida",3282,1568,1174,1092,1927,974,1692,939,944,1337,1609,2251,1687,1287,1014,549,855
"G12060950","2011","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",21235,848,698,586,933,1074,776,612,947,925,2010,3510,4241,1857,1395,486,337,"Riverview CDP, Florida",2485,598,610,578,656,719,545,475,592,506,894,1282,1619,836,694,316,348
"G12063000","2011","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",101235,9843,6335,6369,7272,7375,6950,5236,6118,3754,8129,9808,8962,6238,3316,2924,2606,"St. Petersburg city, Florida",3611,1442,1164,1512,1341,1512,1360,1076,1198,901,1491,1723,1433,1286,714,711,621
"G12068350","2011","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",41335,3139,3415,2536,3339,2914,2231,2680,2585,2319,6307,3871,3814,992,550,240,403,"Spring Hill CDP, Florida",2515,1195,1068,1054,1031,777,742,912,946,834,1453,1196,1077,646,358,267,345
"G12069700","2011","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",30382,2364,2325,2452,2307,1281,1628,1463,1759,2025,2369,2432,3477,2227,706,1123,444,"Sunrise city, Florida",1884,817,735,868,959,532,736,642,615,837,822,810,987,789,416,606,415
"G12070600","2011","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",73490,12085,5387,5015,3992,3598,4122,3682,4305,2733,4212,6522,5862,3833,2743,2866,2533,"Tallahassee city, Florida",2592,2136,1326,1575,1243,1079,1118,1084,1261,1222,1192,1538,1343,1098,897,1064,711
"G12071000","2011","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",136664,17238,8862,9815,9176,8748,7466,6948,5514,5623,10647,11184,11319,8724,4283,4989,6128,"Tampa city, Florida",3755,2285,1474,1584,1497,1616,1699,1598,1044,1265,1775,1903,1698,1620,853,1004,1153
"G12072145","2011","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",29696,2069,1658,1757,3165,1537,1160,2055,1294,1549,2800,2693,2979,2417,1222,837,504,"Town 'n' Country CDP, Florida",2639,792,733,624,1044,787,524,873,502,608,939,851,972,733,436,540,501
"G12076582","2011","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",21286,387,843,210,1365,144,958,954,829,319,810,1355,3427,1506,1671,2500,4008,"Weston city, Florida",1309,403,695,197,857,121,917,774,575,262,905,808,1031,642,856,905,1073
"G12076600","2011","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",39798,4315,3071,1555,1748,2225,2189,1928,2203,2371,4328,4862,3698,1353,1015,1328,1609,"West Palm Beach city, Florida",2286,1077,1074,561,569,758,905,781,739,922,1283,1311,1031,563,590,618,795
"G13001052","2011","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",29901,6640,2320,2806,2455,2020,2220,2021,1522,620,1954,1785,1604,884,773,204,73,"Albany city, Georgia",1205,1154,710,894,837,639,652,702,603,256,656,655,482,421,478,188,84
"G13003440","2011","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",39708,9341,3046,3784,1520,2819,1169,1470,1909,1477,3148,3155,2856,1266,444,1122,1182,"Athens-Clarke County unified government (balance), Georgia",1777,1460,815,1043,512,756,412,545,697,575,782,961,653,508,314,479,476
"G13004000","2011","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",174922,28652,10919,9547,9290,7782,8681,6966,6631,4748,12665,15832,16014,11048,5711,7461,12975,"Atlanta city, Georgia",5559,2555,1611,1693,1637,1302,1594,1345,1478,1229,2040,2226,2293,2119,1296,1288,1846
"G13004204","2011","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",69240,9384,5118,5255,3805,4105,4329,3370,3803,3133,6608,6348,5950,3133,2520,1881,498,"Augusta-Richmond County consolidated government (balance), Georgia",2190,1579,1126,1036,1283,1109,1270,996,1208,780,1566,1508,1427,977,786,567,297
"G13019000","2011","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",70724,7890,4411,4939,5190,5286,5577,3587,3363,2690,5351,6127,7186,4040,1666,1830,1591,"Columbus city, Georgia",1790,1206,953,1046,1004,1213,1213,841,961,796,1109,1138,1228,911,479,619,518
"G13042425","2011","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",26387,1022,330,331,826,246,1004,618,180,1297,1735,2248,2812,2922,2665,2748,5403,"Johns Creek city, Georgia",1995,758,343,368,1013,252,641,611,207,971,859,1114,1381,1234,1306,1196,1474
"G13049000","2011","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",32637,6814,4598,2096,2910,2782,1791,1610,1226,1387,1628,2102,1612,1123,411,196,351,"Macon city, Georgia",1782,1112,1025,661,754,898,558,590,644,602,420,700,679,541,238,129,205
"G13067284","2011","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",33523,785,951,1727,810,1493,2463,1050,1654,917,2771,3535,3373,3341,2482,2669,3502,"Roswell city, Georgia",2174,526,568,975,565,761,940,856,904,652,951,1128,896,1047,840,857,860
"G13068516","2011","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",41376,3841,1720,2575,1570,1489,2880,1667,1786,970,2739,4013,3374,2435,1047,3738,5532,"Sandy Springs city, Georgia",3055,1393,916,970,715,997,1116,815,1643,492,984,1326,1070,982,466,1314,1485
"G13069000","2011","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",49773,6607,4402,3751,3291,2656,3028,2766,2758,2887,4170,5254,3911,1627,969,1198,498,"Savannah city, Georgia",1987,1180,980,1040,843,731,859,769,790,990,1017,1270,893,541,460,441,228
"G13080508","2011","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",26428,1857,2622,1356,2159,2234,1856,1364,1117,1003,2033,3501,2439,1062,1417,237,171,"Warner Robins city, Georgia",1794,882,1021,636,889,1059,783,881,507,619,681,1178,826,512,959,187,258
