GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G12058050","2013","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",41007,5060,3155,2989,3125,2814,1822,1393,2988,1925,2940,3922,4015,1851,1061,871,1076,"Pompano Beach city, Florida",2579,1176,959,865,826,844,637,459,939,830,711,1113,836,675,444,416,527
"G12058715","2013","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",57077,4402,2989,2610,3252,3120,4124,2078,2401,4891,4787,5785,7325,4833,1251,1433,1796,"Port St. Lucie city, Florida",2902,1605,1103,1155,1265,1143,1205,852,867,1528,1325,1704,1953,1858,718,802,976
"G12060950","2013","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",25314,1098,1200,322,815,949,1567,1060,991,1081,2444,2759,4298,3063,1800,1165,702,"Riverview CDP, Florida",2021,631,606,214,457,608,954,430,478,446,976,764,967,1003,673,439,530
"G12063000","2013","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",107522,9821,7685,6790,6555,4768,7344,6388,5476,4518,9200,10582,11227,6710,3616,3664,3178,"St. Petersburg city, Florida",3682,1528,1338,1553,1323,1112,1477,1201,1148,1167,1386,1541,1475,1309,914,863,708
"G12068350","2013","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",37949,3370,2426,2639,3568,2842,1959,2317,3006,1965,3073,3983,3919,1382,498,690,312,"Spring Hill CDP, Florida",1980,969,769,848,965,952,798,643,899,709,867,980,891,539,276,350,225
"G12069700","2013","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",31800,2976,2289,1750,2111,1365,1679,2363,1532,1474,2130,2267,4763,2759,776,1148,418,"Sunrise city, Florida",2055,962,906,571,876,763,523,997,813,767,783,733,989,676,397,427,326
"G12070600","2013","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",75202,12079,4871,4859,3561,3786,4279,4574,4293,2981,4578,6490,7467,3664,2507,3017,2196,"Tallahassee city, Florida",2591,1751,1180,1043,942,1043,1034,1122,1132,831,1170,1268,1377,795,657,933,671
"G12071000","2013","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",146193,15663,10981,9919,8853,7451,8913,6203,8063,4909,8973,13157,13806,8949,4955,6788,8610,"Tampa city, Florida",3743,2023,1540,1649,1343,1504,1610,1310,1676,1136,1526,1817,1832,1325,1228,1288,1224
"G12072145","2013","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",29588,954,854,1726,2560,2059,1422,1946,1310,996,3292,3895,3116,2851,861,644,1102,"Town 'n' Country CDP, Florida",2321,471,439,909,936,735,777,708,556,533,973,1201,914,1126,423,378,579
"G12076582","2013","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",21675,1166,450,354,741,255,715,955,681,484,1968,962,2925,2718,1260,2396,3645,"Weston city, Florida",1227,622,316,268,538,222,469,557,459,304,813,507,882,1057,635,716,921
"G12076600","2013","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",40851,3698,2507,2084,2399,2066,3546,2793,2272,1413,3657,3705,3772,2278,1914,1197,1550,"West Palm Beach city, Florida",2664,871,796,899,734,751,985,978,842,590,791,1246,980,615,675,555,698
"G13001052","2013","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",27502,5202,2291,2206,1817,2735,1939,1629,1148,690,2855,1375,2069,587,346,214,399,"Albany city, Georgia",1758,1062,759,767,639,795,731,612,562,399,814,565,696,353,236,164,279
"G13003440","2013","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",44046,8052,3844,3382,3249,2715,2727,2610,1661,1662,2257,3193,3709,1390,1444,1238,913,"Athens-Clarke County unified government (balance), Georgia",1625,1466,1103,956,915,827,730,1054,609,633,710,704,799,701,579,422,422
"G13004000","2013","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",185160,23801,13256,10942,9687,8510,9385,7139,8027,6709,12241,13922,18470,11916,6949,8244,15962,"Atlanta city, Georgia",4633,2522,1568,1245,1397,1391,1524,1179,1468,1488,1757,2203,1981,1609,1022,1249,1736
"G13004204","2013","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",69075,9112,5103,6444,4543,4911,4034,3656,3676,2692,5892,5043,5580,4033,1661,1241,1454,"Augusta-Richmond County consolidated government (balance), Georgia",2362,1224,1141,1369,1129,1194,1236,1093,1061,875,1406,1222,1303,982,672,537,500
"G13019000","2013","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",71861,8857,5137,4836,4773,3855,4123,3795,4295,2736,5852,7460,6568,4177,1405,2260,1732,"Columbus city, Georgia",1863,1273,968,1125,830,1051,941,904,1170,912,1168,1336,1217,950,472,901,563
"G13042425","2013","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",26791,598,212,614,0,366,615,513,844,694,2116,2426,3759,3683,2997,3066,4288,"Johns Creek city, Georgia",1608,420,175,659,214,234,490,424,500,663,968,853,1144,1154,870,901,910
"G13049000","2013","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",31529,6418,3973,2707,2900,2213,1351,1435,1366,1102,2267,2356,1583,877,305,194,482,"Macon city, Georgia",1965,1034,838,831,768,858,595,690,480,491,671,726,689,355,266,157,279
"G13067284","2013","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",35066,1669,770,1400,1868,1524,1545,1293,945,1210,1864,3845,3394,3630,1830,3279,5000,"Roswell city, Georgia",2281,847,524,799,832,874,935,689,425,607,613,1247,946,1042,646,881,1043
"G13068516","2013","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",44444,3017,2680,964,2718,1771,1741,3188,1229,2142,2902,3633,3729,3408,2066,2857,6399,"Sandy Springs city, Georgia",2272,1229,885,532,1018,700,889,1076,501,857,974,977,1054,1099,704,937,1176
"G13069000","2013","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",53017,7436,4407,3649,3939,3054,3156,2682,2463,2413,4363,3918,4306,3424,1258,1287,1262,"Savannah city, Georgia",2495,1374,859,800,909,902,698,749,745,795,889,1029,1229,1377,500,512,464
"G13080508","2013","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",27032,3197,1564,1015,1058,2494,1870,924,1567,1792,2271,2658,4227,1427,375,342,251,"Warner Robins city, Georgia",1509,1055,552,632,495,1071,830,545,789,851,860,918,1813,712,319,387,270
"G15071550","2013","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",129756,9104,5646,4846,7005,4872,5058,5226,5369,4518,10699,16485,17342,11137,6794,6983,8672,"Urban Honolulu CDP, Hawaii",3037,1372,1048,1180,1399,917,1190,1088,1026,941,1762,1984,1984,1268,1193,1180,1185
"G16008830","2013","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",87769,6778,5741,4234,5407,6029,3593,5145,4755,3895,7296,7790,12129,4864,2649,3357,4107,"Boise City city, Idaho",2581,1580,1426,1295,1396,1353,985,1367,1221,1135,1398,1308,1758,1052,748,732,885
"G16052120","2013","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",28710,1620,657,1060,937,1008,1593,328,1930,1213,2611,4679,4444,2304,872,2585,869,"Meridian city, Idaho",1904,1099,381,516,718,548,658,252,910,739,1593,1789,1641,861,427,1290,617
"G16056260","2013","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",28560,2281,1476,1776,2070,2449,2878,1430,1979,1391,2677,3234,3436,823,291,132,237,"Nampa city, Idaho",1647,704,526,789,913,774,902,699,785,573,847,1248,1009,577,305,155,275
"G17002154","2013","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",29613,747,597,869,768,1025,1131,662,1342,886,1981,3696,3940,3328,2296,4243,2102,"Arlington Heights village, Illinois",1302,452,323,496,414,386,490,319,523,366,892,883,791,894,594,912,554
"G17003012","2013","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",61958,2442,1569,3430,2543,3221,3126,2568,3017,2727,5466,7730,7005,5158,4762,4128,3066,"Aurora city, Illinois",2191,815,613,1137,933,935,802,862,886,778,1177,1488,1400,1102,1009,997,821
"G17006613","2013","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",30752,2454,1356,1291,1593,1491,1349,1100,1598,969,1871,2851,3278,2766,2644,1889,2252,"Bloomington city, Illinois",1416,746,426,628,612,529,587,558,634,384,523,772,677,605,743,584,633
"G17007133","2013","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",20352,812,105,761,528,770,863,989,818,700,1561,2077,3650,2278,1796,1328,1316,"Bolingbrook village, Illinois",1583,485,116,493,289,425,556,488,401,476,558,553,904,674,752,497,603
"G17012385","2013","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",31325,4836,1657,2507,2476,1072,1524,2114,1210,1361,2257,2529,2151,2109,981,1087,1454,"Champaign city, Illinois",1705,970,622,802,879,510,697,621,469,662,684,678,631,789,509,430,461
"G17014000","2013","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1030136,120555,63072,58969,57260,51760,52133,46718,46780,35590,72466,97193,108490,72075,41261,47507,58307,"Chicago city, Illinois",10542,5306,4542,3303,3803,3094,3510,3513,3737,3210,4886,4840,4851,4027,3135,3485,3679
"G17014351","2013","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",22233,1862,1212,1551,2062,1409,2192,1463,1471,983,1469,2300,2504,896,580,91,188,"Cicero town, Illinois",1198,586,561,687,806,672,728,454,739,467,554,762,743,402,325,116,180
"G17018823","2013","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",30507,4163,2896,1637,1961,1670,1690,1488,1706,1168,2484,3015,3110,2126,329,618,446,"Decatur city, Illinois",1483,974,876,567,589,542,516,557,573,428,599,748,583,610,282,301,261
"G17023074","2013","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",33257,2710,1255,921,1438,1322,1547,1282,1593,1917,2700,3947,4452,4144,1917,1140,972,"Elgin city, Illinois",2171,1104,492,400,620,611,588,697,669,694,791,972,1165,1035,679,794,499
"G17024582","2013","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",28326,2563,1146,851,936,1113,1473,618,1947,890,1384,2069,2784,2649,1463,2693,3747,"Evanston city, Illinois",1611,684,577,569,479,567,591,334,723,421,575,661,766,685,537,655,743
"G17038570","2013","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",48027,3162,1290,2818,2285,1903,2304,2300,1983,1616,4705,6100,6431,4058,2749,2992,1331,"Joliet city, Illinois",2125,878,477,752,709,741,644,847,788,635,1127,1248,1300,949,796,1042,652
"G17051622","2013","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",49686,2113,829,1140,897,1161,1293,1324,950,1448,2317,4287,5319,6953,5845,5905,7905,"Naperville city, Illinois",1811,726,474,457,383,434,657,624,323,594,620,843,906,1210,1095,971,1019
"G17057225","2013","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",25939,1330,747,1169,1447,797,436,1047,1310,984,1369,3042,3137,3766,1199,2070,2089,"Palatine village, Illinois",1725,731,482,598,604,500,269,505,626,545,543,945,817,881,458,596,645
"G17059000","2013","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",47061,6218,2183,2980,4065,2827,1654,1867,2444,1830,2683,4774,6071,2790,1774,1733,1168,"Peoria city, Illinois",1654,1204,644,790,1144,873,632,584,590,602,732,985,1077,678,611,568,530
"G17065000","2013","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",58122,7030,3681,3752,3539,3625,3969,3316,3710,2745,3977,5642,6082,3373,1356,1096,1229,"Rockford city, Illinois",1860,1290,721,983,715,831,1054,1015,921,783,960,1068,1036,731,540,428,482
"G17068003","2013","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",32314,1057,557,1185,950,866,1045,1392,1648,651,3012,3374,6271,3700,2117,2590,1899,"Schaumburg village, Illinois",1836,545,329,536,561,354,399,570,850,411,765,797,1199,942,721,875,652
"G17070122","2013","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",21781,1159,1377,950,907,793,844,1232,791,1074,2205,1820,2938,1789,794,2007,1101,"Skokie village, Illinois",1543,625,659,403,420,543,529,573,473,421,678,659,704,569,303,583,372
"G17072000","2013","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",49401,5165,2657,2519,2768,2710,2489,2438,2257,2247,3083,4911,5921,3808,2701,2033,1694,"Springfield city, Illinois",1416,1108,755,758,693,857,764,653,614,716,825,873,997,892,818,525,573
"G17079293","2013","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",29835,2617,1368,2170,2497,1084,1699,1247,1728,1810,2325,3674,2835,1621,774,1435,951,"Waukegan city, Illinois",1801,849,652,760,1012,525,651,439,668,900,895,973,800,574,319,581,412
"G18005860","2013","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",29578,7020,3140,2247,1337,1502,945,1179,1476,741,1219,2412,2788,1149,861,769,793,"Bloomington city, Indiana",1874,1403,787,868,570,627,460,455,624,394,497,851,875,514,378,460,394
"G18010342","2013","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",30868,940,797,525,688,568,676,820,1360,323,1509,3675,3363,4172,3622,2923,4907,"Carmel city, Indiana",1607,469,384,454,429,327,397,385,597,211,712,875,862,1088,993,709,756
"G18022000","2013","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",49611,6607,3785,3479,4083,4624,3429,2528,2977,2742,3268,4663,3651,1757,953,528,537,"Evansville city, Indiana",1959,1452,946,701,806,1073,747,632,922,983,677,790,825,560,400,268,295
"G18023278","2013","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",28519,419,405,640,983,1105,356,1175,919,919,1290,2344,4539,4708,2072,3268,3377,"Fishers town, Indiana",1957,409,305,517,614,824,293,600,588,574,596,883,1381,1171,600,1015,1201
"G18025000","2013","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",101860,9386,7110,6851,7203,7855,6319,6354,6917,4455,7634,9065,9810,5693,3573,2095,1540,"Fort Wayne city, Indiana",2000,1605,1114,1155,1225,1415,1200,1105,1105,1112,1559,1433,1102,940,1002,518,576
"G18027000","2013","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",30144,6593,2729,2463,2683,1988,2415,1693,1472,1026,1433,2263,1582,712,640,409,43,"Gary city, Indiana",1623,1017,802,601,743,624,703,593,637,533,403,611,507,285,374,371,73
"G18031000","2013","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",28508,3246,2458,1931,1552,1625,1977,1889,1523,1534,2425,2509,3373,1108,869,431,58,"Hammond city, Indiana",1765,817,785,732,569,497,760,648,644,538,538,650,820,423,394,255,68
"G18036003","2013","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",326395,37166,20373,19929,21149,20065,20604,17683,18510,15035,28506,29732,32351,19115,9611,7471,9095,"Indianapolis city (balance), Indiana",4371,2976,2106,2126,2450,2612,2208,2036,2202,2228,2569,2449,2543,2178,1624,1230,1274
"G18040788","2013","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",29623,2753,1915,2002,2452,1895,2215,1489,1595,1378,3370,3498,2100,1173,901,487,400,"Lafayette city, Indiana",1323,868,757,764,789,638,989,556,569,582,1068,922,602,490,472,378,274
"G18051876","2013","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",28881,5187,2901,2486,3355,1702,1303,1492,1498,1178,1263,2060,1771,1465,441,557,222,"Muncie city, Indiana",1613,1023,790,877,811,603,516,619,531,457,472,712,608,563,431,320,221
"G18071000","2013","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",40476,5492,2946,3439,2574,3462,2631,3083,2396,1472,3124,3792,3060,1561,639,470,335,"South Bend city, Indiana",1883,984,813,840,554,833,828,845,925,482,769,719,616,460,312,215,167
"G19012000","2013","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",53145,3520,2510,1879,3249,3445,4284,2839,3034,1899,4411,4910,7265,4371,2197,2086,1246,"Cedar Rapids city, Iowa",1670,966,884,676,1066,766,1010,873,803,736,983,1045,1165,897,704,675,457
"G19019000","2013","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",40801,3551,2540,2565,3599,1700,2070,2210,2153,1696,2950,4422,4465,3399,1725,1362,394,"Davenport city, Iowa",1326,953,638,823,1044,519,570,722,770,516,795,977,780,825,618,480,240
"G19021000","2013","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",82095,7150,5527,3884,4708,4282,5629,5108,4684,3884,7442,10071,9112,4791,2456,1464,1903,"Des Moines city, Iowa",2434,1234,1110,996,1064,897,1224,1237,1125,940,1112,1489,1407,1118,760,449,570
"G19038595","2013","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",29941,4372,1760,1562,2139,1413,1967,1913,2132,1663,1472,1694,2682,1538,782,1125,1727,"Iowa City city, Iowa",1320,1052,693,725,866,609,896,751,743,682,619,606,754,487,547,476,619
"G19073335","2013","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",30982,1968,2001,1679,1659,2311,1858,2394,2055,2089,2254,3742,3013,2299,703,578,379,"Sioux City city, Iowa",1233,768,793,489,638,803,604,817,773,693,659,1098,776,595,358,374,256
"G19082425","2013","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",29123,3152,1781,2131,1800,1928,2254,2024,1319,1599,2341,3367,3148,1134,652,159,334,"Waterloo city, Iowa",1275,830,588,553,581,584,763,602,404,552,565,680,631,459,285,152,218
"G20036000","2013","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",52588,6079,3645,3177,4119,4408,3225,3101,2918,2880,4975,4518,4892,2431,850,1064,306,"Kansas City city, Kansas",1497,911,778,811,980,1036,756,846,728,709,1005,878,976,673,407,457,167
