GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G21046027","2013","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",125138,12971,6961,7217,6489,5615,7037,6477,5905,5573,8609,12716,13802,9389,5530,5021,5826,"Lexington-Fayette urban county, Kentucky",2330,1563,1365,1438,1154,1213,1189,1198,1239,1131,1470,1843,1707,1256,970,859,1103
"G21048006","2013","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",247847,22124,17784,15090,16182,13712,15181,10733,13332,11479,20744,22090,27604,16589,8273,7779,9151,"Louisville/Jefferson County metro government (balance), Kentucky",3782,2003,2055,2019,2236,1887,2064,1695,1764,1794,2016,2225,2432,1788,1271,1485,1229
"G22005000","2013","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",88748,14702,6302,7652,4041,3634,4601,5183,6348,3259,5093,7610,6649,4327,2983,2962,3402,"Baton Rouge city, Louisiana",3157,1815,1390,1732,1028,934,966,1084,1222,913,1028,1483,1114,804,890,873,925
"G22008920","2013","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",25109,2295,1738,1738,1706,1451,1066,1207,1218,767,2274,2211,2846,2598,396,731,867,"Bossier City city, Louisiana",1323,850,753,720,614,638,569,636,607,532,854,809,844,911,242,349,447
"G22039475","2013","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",24845,2565,824,1106,1462,1079,1151,1500,1783,755,2682,1906,2934,2229,738,1191,940,"Kenner city, Louisiana",1499,817,404,485,553,468,464,597,735,330,863,571,939,703,421,452,381
"G22040735","2013","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",48569,5538,3101,2741,3064,1802,2499,2768,1468,2281,2649,3249,6511,3413,2494,2476,2515,"Lafayette city, Louisiana",2029,1321,800,812,864,765,848,854,695,796,785,912,1266,972,881,809,747
"G22041155","2013","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",30111,3520,1983,2507,2605,1993,1688,2039,1736,1329,2459,2311,2044,1173,1162,476,1086,"Lake Charles city, Louisiana",1404,1096,526,792,925,669,716,869,667,639,788,708,698,374,520,268,419
"G22050115","2013","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",59686,5409,2838,3010,2106,3324,2911,4141,2306,2372,4339,4837,7606,4824,2499,2789,4375,"Metairie CDP, Louisiana",2628,1344,954,848,652,877,858,1000,753,919,867,944,1345,1060,599,674,940
"G22055000","2013","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",158354,25335,12327,11627,11098,8739,7161,8286,6048,5182,11931,10845,13190,9052,5332,5106,7095,"New Orleans city, Louisiana",2391,1771,1500,1441,1632,1283,1224,1195,939,884,1832,1415,1395,1372,967,795,1043
"G22070000","2013","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",77784,9794,5873,4031,7630,5523,5486,3900,2658,2458,5832,6601,8437,3525,1546,2304,2186,"Shreveport city, Louisiana",2391,1607,1367,1149,1481,1417,1407,957,636,772,1318,1392,1361,834,542,809,548
"G23060545","2013","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",28026,3924,3042,1053,1585,1341,1330,1382,1673,1019,1718,1993,3344,1828,1130,875,789,"Portland city, Maine",1581,978,758,422,689,505,451,594,623,451,473,589,775,597,457,317,300
"G24004000","2013","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",244114,35084,18791,14307,12754,12398,12871,9226,11772,9793,19956,21635,25438,14570,8830,8668,8021,"Baltimore city, Maryland",3964,2665,2234,1999,1660,1600,1827,1253,1578,1682,2229,2276,2511,1800,1425,1327,1062
"G24007125","2013","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",25478,491,242,274,327,234,320,234,432,863,1044,1396,1883,2802,2205,3876,8855,"Bethesda CDP, Maryland",1322,274,148,190,228,147,196,151,315,445,398,467,433,751,613,833,1013
"G24019125","2013","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",39823,1041,820,829,669,1074,987,843,1114,1015,2204,4056,5070,4663,4442,5388,5608,"Columbia CDP, Maryland",1987,515,479,517,365,613,514,541,547,606,717,1016,1243,981,904,1175,1126
"G24026000","2013","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",24092,632,430,359,241,1019,393,379,605,353,1636,1205,2928,2439,2398,3604,5471,"Ellicott City CDP, Maryland",1464,422,277,249,220,729,258,247,290,218,692,453,967,726,613,825,1030
"G24030325","2013","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",27125,1603,849,649,1161,489,1473,1137,1452,1476,2439,2933,3600,2712,1730,2216,1206,"Frederick city, Maryland",1125,631,402,298,585,285,652,634,640,696,707,925,877,750,550,815,443
"G24031175","2013","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",23932,1042,640,770,652,292,1508,323,853,1059,1834,2332,3452,2940,1147,2174,2914,"Gaithersburg city, Maryland",1502,644,386,565,436,206,642,198,408,489,845,732,912,720,445,537,653
"G24032025","2013","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",32198,2172,366,685,627,644,938,1706,613,658,2181,3247,5825,3311,3100,3746,2379,"Germantown CDP, Maryland",2036,839,286,483,461,409,631,1004,502,363,828,722,1488,941,1027,967,534
"G24032650","2013","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",25707,1272,1075,610,1491,1181,1780,943,1084,1631,2194,2489,3938,2186,1850,997,986,"Glen Burnie CDP, Maryland",1767,680,607,289,676,678,806,517,505,602,788,844,1203,642,736,473,473
"G24072450","2013","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",29932,1294,858,544,767,1293,1008,1154,1386,1184,2998,3578,3878,2852,1925,2334,2879,"Silver Spring CDP, Maryland",2034,514,502,335,392,683,576,621,690,588,1284,995,875,688,646,575,613
"G24081175","2013","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",25267,995,553,1035,1021,758,890,591,261,320,1658,2706,4692,3011,3023,2213,1540,"Waldorf CDP, Maryland",1254,470,416,588,637,487,506,456,210,274,582,861,1075,825,764,584,488
"G25007000","2013","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",251757,31998,15685,12108,10341,10088,8843,8950,10783,9578,16951,23102,25640,19617,14136,15601,18336,"Boston city, Massachusetts",3144,2667,2124,1921,1583,1688,1384,1574,1745,1387,1828,2412,2334,2191,1835,1574,1596
"G25009000","2013","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",31800,2217,2013,1839,2121,1239,1467,1509,1663,1457,2409,3495,3899,3296,1481,1224,471,"Brockton city, Massachusetts",1668,697,765,661,835,595,606,702,598,645,722,991,834,705,540,628,283
"G25011000","2013","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",43140,3532,2322,1146,1560,1340,1294,1411,1229,1422,2808,3474,5201,4641,3066,3896,4798,"Cambridge city, Massachusetts",2203,885,798,474,518,704,481,467,396,457,743,706,850,784,748,980,770
"G25023000","2013","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",38846,4514,4497,3677,3144,2308,2668,1909,1490,1610,3035,3406,3356,1540,618,472,602,"Fall River city, Massachusetts",1739,1301,1265,1054,903,829,902,796,738,592,927,1068,852,524,340,337,337
"G25024960","2013","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",26519,1725,1660,2141,906,781,973,1221,523,1149,1364,2049,3320,2398,1477,2988,1844,"Framingham CDP, Massachusetts",1859,648,568,897,589,438,493,507,331,555,613,685,896,820,493,858,533
"G25034550","2013","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",24206,2587,1900,1838,2004,1598,1921,1561,1180,488,1644,2607,3025,599,681,442,131,"Lawrence city, Massachusetts",1541,729,621,574,588,560,860,706,510,277,641,674,864,328,436,315,143
"G25037000","2013","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",38499,4674,3697,1840,2474,2407,2097,1651,1173,1732,2515,3913,4124,2078,1431,1804,889,"Lowell city, Massachusetts",2434,1264,927,608,709,971,676,751,460,813,878,886,966,601,507,658,468
"G25037490","2013","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",32721,3133,2059,1719,1904,1972,1663,1796,1267,1227,1802,3540,3696,2577,1897,1493,976,"Lynn city, Massachusetts",1472,845,721,598,700,737,544,553,532,582,569,897,934,812,591,581,386
"G25045000","2013","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",41489,5909,4330,3378,2581,3203,2080,2234,2266,1522,2996,3121,3353,2618,780,746,372,"New Bedford city, Massachusetts",1756,1204,943,917,731,675,725,849,831,573,740,730,840,700,404,306,216
"G25045560","2013","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",32432,1079,608,550,656,680,1000,502,1013,1420,967,1890,3185,3863,2050,3362,9607,"Newton city, Massachusetts",1606,431,299,380,462,302,425,312,618,699,489,639,889,993,592,795,1228
"G25055745","2013","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",40240,3634,904,2268,2038,2249,1712,1368,1054,945,3274,4264,5164,4333,2406,2778,1849,"Quincy city, Massachusetts",1945,977,365,939,849,1077,699,534,482,491,907,1001,1251,980,875,844,737
"G25062535","2013","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",32520,1760,1577,847,924,984,1000,1415,1081,1153,3333,3391,4133,4247,1945,2690,2040,"Somerville city, Massachusetts",2036,772,754,420,463,570,491,609,632,569,841,917,1217,1053,589,734,728
"G25067000","2013","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",55448,8926,5122,4457,3057,2703,3682,2994,2668,1832,3414,3986,6209,3177,1117,1562,542,"Springfield city, Massachusetts",2059,1339,1084,977,885,924,974,1018,881,505,903,923,1342,680,430,663,242
"G25082000","2013","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",67065,7707,5172,3434,5134,3060,3700,2803,2516,3136,5656,6092,7387,3564,3326,2254,2124,"Worcester city, Massachusetts",2313,1486,1469,938,1418,850,1067,719,752,1139,1289,1005,1431,839,912,636,645
"G26003000","2013","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",46560,5283,2101,1847,2006,1379,2096,1140,2415,2466,2481,4323,5053,4300,2887,3073,3710,"Ann Arbor city, Michigan",1979,1020,652,674,724,505,709,376,665,681,616,984,1015,773,869,868,738
"G26021000","2013","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",29844,3040,1863,2431,1673,1484,1342,1831,919,1273,2586,2537,3031,2846,1400,1000,588,"Dearborn city, Michigan",1369,798,635,665,540,459,427,647,355,413,608,583,674,756,482,365,249
"G26022000","2013","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",255322,59009,27536,22733,18968,17641,14208,11665,12426,9439,15691,15623,15457,7504,2732,2755,1935,"Detroit city, Michigan",3879,3207,2483,2308,2008,1817,1692,1506,1340,1546,1698,1746,1933,1303,649,775,504
"G26027440","2013","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",34201,1649,1386,1274,848,1508,1099,1692,1414,1994,2214,2728,3984,3862,3045,2745,2759,"Farmington Hills city, Michigan",1668,747,494,518,401,579,537,655,707,796,855,742,974,835,750,786,681
"G26029000","2013","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",40647,8921,3951,4574,3812,2807,1968,2531,1964,1618,2772,2366,1397,1210,254,84,418,"Flint city, Michigan",1902,1402,976,1269,977,788,582,678,580,664,1020,606,536,568,268,97,356
"G26034000","2013","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",72284,8430,4877,3879,4144,4863,4129,4069,4247,4630,6809,6835,7546,3949,1201,1625,1051,"Grand Rapids city, Michigan",2625,1462,1028,906,900,1163,959,962,917,1069,1170,1142,1281,798,423,542,617
"G26042160","2013","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",27961,4182,2814,1780,1494,1821,2603,1806,1088,1047,1618,2016,2395,1465,756,686,390,"Kalamazoo city, Michigan",1650,1143,873,536,577,808,907,745,437,526,430,655,691,571,389,417,204
"G26046000","2013","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",49077,6830,4602,3846,3439,3170,4040,3042,2871,2120,3417,4934,3377,2283,780,74,252,"Lansing city, Michigan",2076,1372,1249,947,1057,662,968,949,847,648,763,1064,802,569,317,94,183
"G26049000","2013","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",37355,928,957,1545,861,1299,1584,1677,1917,1739,3384,4337,5896,4994,2589,2570,1078,"Livonia city, Michigan",1225,487,295,586,266,495,597,547,486,593,664,787,972,888,721,660,353
"G26069035","2013","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",27470,1282,376,593,434,977,1511,860,712,1104,1843,2797,4298,3440,2058,2208,2977,"Rochester Hills city, Michigan",1127,573,287,326,292,374,580,411,278,479,591,688,884,707,688,679,610
"G26074900","2013","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",31181,2442,1946,2481,1290,1845,1201,1679,1224,1635,2912,3330,3097,2796,1501,1182,620,"Southfield city, Michigan",1674,711,604,746,494,668,497,669,367,649,698,878,728,700,532,460,343
"G26076460","2013","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",49365,3002,2346,2566,2741,2116,2102,2238,1970,2535,3813,7006,7067,4267,2152,2294,1150,"Sterling Heights city, Michigan",1758,903,532,692,778,639,664,609,669,841,749,1271,1202,1038,810,706,489
"G26080700","2013","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",30443,1708,718,1267,1360,681,584,1293,661,1079,1872,2873,4210,3266,2514,3612,2745,"Troy city, Michigan",1137,509,302,643,515,326,246,458,350,537,503,635,773,599,600,741,609
"G26084000","2013","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",54898,4891,3491,3716,4287,3875,3018,2824,3346,2932,4015,4651,6948,3454,1388,1533,529,"Warren city, Michigan",2002,1042,926,855,1106,860,793,676,841,708,762,815,1180,787,508,423,331
"G26086000","2013","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",34655,2545,1938,2234,1617,2885,3439,2218,1459,2227,3312,3054,3718,2031,1244,539,195,"Westland city, Michigan",1916,804,700,801,574,708,889,772,598,571,816,793,757,670,436,314,136
"G26088940","2013","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",27658,1441,1825,816,1737,1404,2185,2366,1247,1644,2665,3289,3266,1856,857,673,387,"Wyoming city, Michigan",1687,717,910,516,602,691,707,756,542,711,754,881,879,678,471,353,284
"G27006616","2013","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",37022,1585,1342,1287,1318,1255,1574,2247,1803,950,2970,4838,5681,3476,2520,2467,1709,"Bloomington city, Minnesota",1668,577,677,418,449,449,600,741,625,449,797,995,1078,825,736,641,587
"G27007966","2013","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",26035,473,1508,684,1600,554,1386,1318,961,1244,1512,3397,4683,2914,1618,1216,967,"Brooklyn Park city, Minnesota",1808,271,790,420,698,330,758,570,427,510,536,828,917,767,591,367,367
"G27017000","2013","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",36010,3469,2780,2655,2775,2259,1430,1811,1527,1708,2638,3260,4238,2135,1115,986,1224,"Duluth city, Minnesota",1350,838,611,726,801,623,480,581,504,531,594,563,925,522,425,389,409
"G27017288","2013","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",26155,731,285,1015,603,538,813,1246,1121,982,2532,3003,3324,2791,2036,2754,2381,"Eagan city, Minnesota",1032,327,187,412,261,272,344,512,446,419,751,852,826,638,613,628,531
"G27040166","2013","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",23733,942,841,321,374,596,641,1155,365,1068,1548,2138,2763,3367,2149,2313,3152,"Maple Grove city, Minnesota",1310,759,664,268,243,365,360,567,266,670,589,679,794,804,606,648,880
"G27043000","2013","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",168011,17947,11109,8939,9416,6834,7269,6915,8598,5896,12699,15061,19502,13915,7357,7446,9108,"Minneapolis city, Minnesota",3768,1885,1896,1214,1267,1213,1078,1249,1298,1152,1879,2263,1683,1589,1215,1300,1393
"G27051730","2013","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30294,706,1145,609,1525,1045,1242,1238,1671,1308,2550,2443,3729,2884,2557,2659,2983,"Plymouth city, Minnesota",1548,395,698,319,744,625,468,522,599,468,756,780,915,803,746,621,705
"G27054880","2013","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",43712,2479,1350,1527,2115,2625,1974,1690,2259,1611,3312,4445,6390,4471,2125,2358,2981,"Rochester city, Minnesota",1347,715,572,496,806,791,635,578,663,504,737,917,1064,813,552,622,654
"G27056896","2013","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",24212,2587,1743,1826,1435,1241,1206,968,1073,1149,2353,2185,3210,1602,626,556,452,"St. Cloud city, Minnesota",1522,981,619,637,651,465,489,413,569,533,864,774,796,504,269,241,288
"G27058000","2013","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",110770,11099,5132,6110,6936,5462,6001,5227,4449,5332,8218,10978,13640,8297,5091,4717,4081,"St. Paul city, Minnesota",2632,1331,975,1114,1305,1255,1282,1186,963,1181,1123,1299,1686,1106,1026,725,677
"G27071428","2013","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",24071,258,345,790,514,339,765,1259,326,331,1234,2762,3628,3683,2455,2037,3345,"Woodbury city, Minnesota",1127,192,271,455,344,270,406,712,268,245,515,837,1011,773,833,680,853
"G28029700","2013","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",28591,2696,3052,2059,2098,1557,1623,1835,1272,1737,2805,2162,3004,1644,309,314,424,"Gulfport city, Mississippi",1657,722,697,676,669,511,694,752,622,763,989,769,1022,820,224,271,335
"G28036000","2013","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",64218,12562,6474,4116,5744,3313,4799,2513,3485,2209,4358,3903,5506,1978,1268,832,1158,"Jackson city, Mississippi",2150,1532,1126,881,1367,1131,1260,737,865,700,1098,964,1454,567,713,530,434
"G29015670","2013","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",46626,6892,3258,3052,1842,1676,2822,2548,2200,1282,3604,3552,4279,2853,1938,2626,2202,"Columbia city, Missouri",1940,1299,846,1386,666,756,950,846,693,580,1210,1041,1059,824,896,1249,744
"G29035000","2013","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",49305,2927,4099,2838,3166,4086,3297,2221,3139,2228,3471,4816,7562,2330,1533,863,729,"Independence city, Missouri",2161,1017,1044,925,873,1059,890,682,1040,641,842,874,1262,627,487,381,387
"G29038000","2013","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",193340,18520,12083,11788,11262,10869,11838,9535,9698,7598,15943,20357,22506,13089,6809,6890,4555,"Kansas City city, Missouri",4022,1639,1763,1719,1622,1621,1662,1833,1273,1390,2105,1758,1948,1568,1331,1080,792
"G29041348","2013","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",33628,935,940,1164,1146,961,1392,1019,2043,1014,2576,2920,5339,5277,2660,2265,1977,"Lee's Summit city, Missouri",1578,543,637,590,700,514,627,520,844,545,751,906,1083,989,806,593,764
"G29054074","2013","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",29036,690,639,535,1055,905,455,1459,1415,943,3014,2931,4901,4055,1960,2754,1325,"O'Fallon city, Missouri",1268,553,473,271,700,431,310,615,659,441,863,768,939,1037,735,1004,502
"G29064082","2013","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",26477,1342,1230,1441,1757,763,1595,1685,1257,925,2545,2669,3704,1757,1289,1783,735,"St. Charles city, Missouri",1429,546,457,556,589,345,613,692,470,511,933,753,777,571,487,549,332
"G29064550","2013","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",27774,2660,2381,1393,2393,1700,1219,1758,1404,945,2440,3148,2568,2228,797,468,272,"St. Joseph city, Missouri",1380,892,637,514,667,601,448,490,492,424,650,717,661,858,305,293,164
"G29065000","2013","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",140536,22873,10003,10773,9246,10100,8108,7440,7482,5895,9964,11193,10611,7471,3296,2921,3160,"St. Louis city, Missouri",3412,1976,1290,1250,1376,1543,1606,1242,1338,1020,1515,1621,1578,1176,664,765,860
"G29070000","2013","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",72173,9444,7180,5594,6942,6269,5147,5014,4402,2339,4548,6476,4016,2338,466,731,1267,"Springfield city, Missouri",2131,1673,1435,1268,1395,1369,1062,1177,974,629,1026,1184,1030,697,231,323,541
"G30006550","2013","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",44344,3173,3086,1877,3178,2171,2522,1900,2335,2156,4171,4744,5188,2753,1999,1574,1517,"Billings city, Montana",1575,799,903,668,825,751,956,563,629,596,973,939,1077,779,771,633,584
"G30050200","2013","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",28920,2386,2888,1497,2686,1146,1570,1349,1047,1213,2996,2825,2784,2338,716,769,710,"Missoula city, Montana",1415,963,1007,698,1049,579,637,648,486,604,1048,931,850,923,472,388,482
"G31028000","2013","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",106874,7572,6398,4513,6108,6195,6020,6388,5412,5396,9109,12164,12231,8529,4341,3701,2797,"Lincoln city, Nebraska",1818,1506,1245,972,1195,1448,1244,1134,1017,1199,1358,1736,1588,1153,951,719,629
"G31037000","2013","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",171549,12958,10300,10684,10572,10393,9192,7975,8788,9600,13535,17030,19716,11464,7069,5856,6417,"Omaha city, Nebraska",2617,1721,1405,1505,1508,1409,1768,1507,1428,1282,1798,1706,1716,1371,861,987,1057
"G32023770","2013","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",42026,1666,979,878,1690,1058,2059,1111,2562,1957,2977,6204,5466,5295,2723,3035,2366,"Enterprise CDP, Nevada",2625,619,427,480,652,567,740,432,935,809,709,1091,1123,1411,934,854,683
