GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",47329,3770,1533,3046,3437,1762,2204,2398,2581,1522,4255,7048,6287,3642,1516,1607,721,"Independence city, Missouri",2146,1137,738,961,1112,705,872,955,903,452,1073,1219,1044,1057,634,519,297
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",209768,15645,9468,10971,10344,9089,10107,9462,10590,10367,17416,18053,25722,19326,11964,10818,10426,"Kansas City city, Missouri",4049,2076,1644,1812,1773,1782,1728,1596,1509,1431,2418,2116,2568,2132,1573,1413,1288
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",36469,706,927,552,513,614,1018,1263,509,1339,1765,3375,4114,5875,4461,5177,4261,"Lee's Summit city, Missouri",1647,426,655,491,296,454,512,602,322,806,648,882,851,1218,967,1228,963
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",32274,334,411,576,887,328,735,1128,1373,747,2523,3578,5268,4695,3380,2783,3528,"O'Fallon city, Missouri",1605,288,301,394,411,249,492,475,663,368,924,1001,1208,991,851,734,982
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",29838,1002,526,1058,584,734,1782,1486,1623,1944,1689,3036,5089,2663,1950,2092,2580,"St. Charles city, Missouri",1778,496,383,569,414,392,809,628,657,708,618,761,972,896,609,542,722
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",29399,2561,1848,2663,2005,1482,1989,1101,1377,1036,2516,2913,3393,1939,1197,567,812,"St. Joseph city, Missouri",1591,814,844,978,697,681,713,508,513,439,645,800,906,607,500,274,350
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",146779,17102,11444,7234,6657,7196,7972,7102,5829,6039,12371,15238,15702,8132,6166,6900,5695,"St. Louis city, Missouri",3107,2281,1994,1537,1305,1781,1594,1337,1217,1309,1886,2396,2449,1607,1242,1446,1117
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",80693,9133,4800,6810,6963,6784,4876,6391,4043,3280,7331,6625,5318,3481,2082,1235,1541,"Springfield city, Missouri",2234,1946,1330,1437,1635,1417,1086,1294,1149,839,1642,1571,1089,835,679,490,487
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",48990,2331,1934,3219,2838,1702,2569,1728,2616,2032,4429,5883,5304,3871,2645,3211,2678,"Billings city, Montana",1712,839,694,1061,924,752,899,672,918,787,1346,1231,1465,912,778,1010,828
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",33448,2017,1525,1517,1971,1789,1293,3018,1562,1957,3061,3050,3576,2560,1330,1798,1424,"Missoula city, Montana",1437,677,819,645,811,972,616,1349,754,956,913,893,932,782,592,892,645
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",117726,6463,4189,4314,5271,5148,6724,5466,6517,4464,10866,13960,14836,10335,5477,6855,6841,"Lincoln city, Nebraska",2263,1308,1288,1270,1136,1157,1571,1332,1348,1045,1853,1549,1842,1407,871,1102,1190
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",188824,11406,6972,6549,9286,7887,8857,7982,9018,7558,16211,20907,26334,16266,10806,11853,10932,"Omaha city, Nebraska",2348,1618,1248,1232,1622,1360,1505,1356,1656,1776,1804,1862,2553,1935,1420,1494,1216
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",65759,2256,1206,1251,1112,1723,1733,1721,2403,2286,5639,5897,11166,7845,6670,7729,5122,"Enterprise CDP, Nevada",3409,717,617,551,560,774,624,782,948,994,1196,1510,2040,1340,1609,1527,1201
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",121285,4698,3152,3533,2630,4366,2625,4375,4416,4500,8498,13001,16085,15878,7449,10807,15272,"Henderson city, Nevada",3413,1117,1075,880,1031,1155,866,1241,1215,1123,1815,2205,2090,2230,1416,1527,1752
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",235628,21764,8853,8952,11680,8180,10805,9722,9840,9671,20330,24299,31544,20857,12821,12406,13904,"Las Vegas city, Nevada",5729,2766,1398,1557,1981,1663,1496,1525,1559,1718,2703,2404,2691,2188,1729,1507,1968
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",75600,3782,2715,1699,2898,1800,4195,3445,4004,4847,5686,8179,13056,7820,4647,4623,2204,"North Las Vegas city, Nevada",2932,952,897,619,931,566,1057,1018,1130,1429,1372,1320,1980,1491,1006,1328,652
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",94188,5240,5241,3232,4736,4902,5687,3761,5683,4937,7137,12809,11592,7321,3581,3710,4619,"Paradise CDP, Nevada",3536,989,1276,924,990,1284,1175,1168,1407,1215,1316,2027,2021,1521,968,886,1128
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",110118,4979,4974,4520,6649,3663,3119,3681,5137,5469,7041,11279,14492,12403,6706,8036,7970,"Reno city, Nevada",2493,1350,1322,1128,1511,999,897,890,1437,1392,1262,1887,1770,2076,1259,1447,1705
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",38887,1429,1305,931,1279,1130,2400,1675,793,1053,3355,4467,7362,5548,2828,2012,1320,"Sparks city, Nevada",2120,821,582,495,698,574,820,686,385,516,922,1035,1676,1384,706,645,547
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",82969,4632,3193,3243,4140,4065,3767,3777,3761,3409,6825,9853,11461,9286,3221,3750,4586,"Spring Valley CDP, Nevada",4338,1377,1173,966,1139,1057,1067,1496,1231,925,1653,1714,1889,1739,899,1079,933
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",62646,6698,3597,3105,3761,4011,2963,3979,3472,2984,6156,7106,5830,4568,2460,1290,666,"Sunrise Manor CDP, Nevada",2955,1657,837,1014,1018,940,863,889,961,800,1227,1180,1073,1176,777,544,292
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",46435,2651,1812,1689,1722,2139,2021,1451,1757,2278,4228,4502,5505,5898,2464,4023,2295,"Manchester city, New Hampshire",1559,986,759,690,617,910,907,610,669,877,940,1004,1175,1438,659,1001,627
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",37474,1324,1320,569,1160,1442,1690,978,2014,1405,2816,3408,5112,5235,2381,3725,2895,"Nashua city, New Hampshire",1990,552,663,340,650,610,834,591,904,756,987,1002,1217,1108,675,927,812
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",25939,1678,1487,1244,1159,745,818,1315,883,619,1110,3603,2382,3177,1876,2252,1591,"Bayonne city, New Jersey",1269,750,649,571,563,442,501,615,575,462,501,955,825,1094,803,984,657
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",24051,3935,2224,1739,2296,1166,1216,2051,1360,754,1426,2270,1793,1030,382,87,322,"Camden city, New Jersey",1946,1251,902,731,1127,610,631,1070,690,514,764,829,978,539,337,108,334
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",28207,955,1195,773,1127,1081,811,1040,467,802,1829,2394,3742,3873,3068,2608,2442,"Clifton city, New Jersey",1758,599,739,511,614,536,453,484,420,619,729,720,937,809,889,670,915
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",27960,3548,1848,661,1509,764,1194,1605,892,1890,3081,2474,2985,2628,1486,904,491,"East Orange city, New Jersey",1976,1199,872,436,791,487,689,855,532,984,1188,919,874,1001,589,545,334
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",40227,2869,926,2019,1634,2623,3226,2503,2216,1536,4873,3698,4917,1690,2254,1774,1469,"Elizabeth city, New Jersey",1975,918,518,793,740,825,980,944,806,613,1136,969,1030,757,708,719,642
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",108939,8109,4609,3506,3886,3371,3552,2959,2304,3179,6167,9082,11362,12493,6368,9705,18287,"Jersey City city, New Jersey",2641,1762,1303,1165,978,1272,1255,1081,825,1001,1481,1641,1695,2023,1153,1580,1883
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",102155,15128,6492,6062,5541,6421,7047,4090,5492,3055,8797,10382,10349,6178,2101,2767,2253,"Newark city, New Jersey",3269,2250,1316,1274,1494,1688,1429,1422,1416,987,1552,2100,2213,1358,752,933,704
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19956,1219,1379,1275,1216,836,1006,833,1118,736,2302,1709,2245,2234,529,825,494,"Passaic city, New Jersey",1407,510,711,729,509,486,642,477,510,428,842,599,736,720,361,473,248
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",43172,4401,2797,2012,3047,1947,3344,1945,1386,1345,4601,4011,4844,2628,1417,2312,1135,"Paterson city, New Jersey",1680,1192,930,658,834,739,873,772,646,511,1277,963,991,802,570,874,481
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",34678,872,1326,850,853,1103,1289,1147,1865,1052,3269,3365,5085,4052,2405,3094,3051,"Toms River CDP, New Jersey",2031,436,678,503,544,604,618,739,845,496,1183,1049,1298,791,722,733,751
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",28246,5603,2525,1652,1270,1443,1860,1287,796,564,2421,3239,1816,1379,757,1001,633,"Trenton city, New Jersey",2263,1480,1019,831,611,851,1112,583,553,529,935,1140,841,743,444,565,378
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",25581,1215,1829,1139,1807,1145,998,1085,1396,351,1779,2282,4617,1946,904,1290,1798,"Union City city, New Jersey",1583,567,728,560,784,582,612,684,722,227,771,719,1069,646,452,558,697
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",227179,18258,11211,9382,10904,12101,9679,10397,11381,8467,19014,22614,29043,19107,12146,12278,11197,"Albuquerque city, New Mexico",3703,2612,1804,1809,2051,2186,1799,2117,1773,1456,2507,2612,2807,2225,1906,1587,1520
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",40185,4667,2392,2043,3847,1663,1842,1734,1841,1397,3332,4036,5320,2640,869,1911,651,"Las Cruces city, New Mexico",2477,1275,1052,858,1225,777,967,749,735,916,1043,1299,1649,878,421,819,558
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",35765,750,436,708,1306,1125,1362,1292,2382,1210,3044,4469,6395,4547,3373,1459,1907,"Rio Rancho city, New Mexico",1227,395,310,467,703,613,715,545,967,485,1062,1100,1193,1187,982,551,733
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",35112,1938,1539,1639,1503,1382,2221,1519,1948,1463,2535,3290,5069,2719,2036,1889,2422,"Santa Fe city, New Mexico",1517,658,511,641,644,552,796,541,721,651,788,698,983,674,612,548,619
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",42408,4212,3295,1718,2231,2389,2956,1486,1708,1626,2449,3562,5206,4452,1198,2311,1609,"Albany city, New York",2092,1106,1146,855,721,1034,1220,670,749,782,1044,858,1513,1383,479,900,648
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",13737,631,128,427,321,58,339,316,433,525,691,1367,1521,1503,1395,1784,2298,"Brentwood CDP, New York",1424,424,229,464,288,97,248,488,369,526,507,665,647,647,792,708,832
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",109163,13278,8962,8361,6561,4956,7017,4517,4230,4954,7821,10436,9963,6460,3714,4778,3155,"Buffalo city, New York",3231,2006,1666,1422,1330,1105,1593,1165,966,1254,1466,1880,1584,1291,947,1083,779
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",35691,1988,1213,2126,1936,1793,2333,1794,2224,2055,3122,3763,5464,2513,1612,1366,389,"Cheektowaga CDP, New York",1830,714,618,828,826,696,842,752,908,725,862,806,1072,779,557,521,219
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",26535,3361,2229,675,953,696,1365,1036,985,480,1556,1513,3423,2556,1326,1987,2394,"Mount Vernon city, New York",1911,1286,1003,464,521,530,790,583,581,298,789,632,984,792,642,846,762
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",32251,3636,677,1021,898,1032,1781,1533,665,1436,1347,2208,3760,2816,1990,1808,5643,"New Rochelle city, New York",1848,1374,483,867,487,677,851,917,410,745,699,764,1332,971,718,568,1045
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3211033,273724,167307,130172,124475,111637,121513,101295,111024,96866,190832,272436,352535,279985,197605,263190,416437,"New York city, New York",12221,7948,7947,7235,6545,7213,7066,6760,7722,6067,8020,9511,11788,8479,9332,8916,9170
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",87679,9533,8366,5329,6263,6159,4623,5653,3990,3500,6287,6558,8449,4699,3162,3109,1999,"Rochester city, New York",2925,1843,1184,1283,1376,1745,1020,1546,858,1168,1431,1346,1429,1118,945,790,611
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",26574,2104,2212,1651,1708,1827,1890,1768,1018,918,2157,2142,1913,2459,1409,760,638,"Schenectady city, New York",1448,787,866,642,824,876,729,810,476,406,633,938,574,944,739,465,405
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",57114,8769,3714,4577,3337,2457,3071,3033,2736,3389,3437,4477,5729,2724,2568,1589,1507,"Syracuse city, New York",2573,1496,941,1170,854,756,910,1143,949,897,858,1300,1136,922,603,512,736
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",74854,6350,3310,3455,2202,2011,2364,2978,3328,2972,5670,6284,10313,6735,4320,5360,7202,"Yonkers city, New York",3185,1906,1248,1225,853,1071,805,1321,1438,1155,1445,1367,1822,1467,903,1217,1233
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",40340,2721,1875,2558,3079,2533,2138,1623,1379,1277,3400,4763,4330,2267,1574,2401,2422,"Asheville city, North Carolina",2223,973,860,1026,1042,907,806,713,645,462,1004,1541,1128,675,554,845,730
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",64728,1796,1089,819,1184,1482,1495,1624,1746,1168,4745,4968,7601,7070,5931,9124,12886,"Cary town, North Carolina",1796,881,548,456,542,618,603,603,668,609,1117,1089,1263,1513,1254,1320,1510
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",342448,16928,12527,11133,11656,12525,17748,15129,19247,13713,30519,34560,42829,29570,17892,21359,35113,"Charlotte city, North Carolina",5660,2361,2224,1739,1842,2329,2418,2093,2632,2280,3081,3102,3413,2356,2335,2130,2570
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",30660,1861,506,921,1128,824,789,1524,883,1357,2863,2430,4329,3156,2430,2137,3522,"Concord city, North Carolina",1703,686,302,427,537,424,425,756,358,758,998,822,1142,1004,880,666,898
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",114726,6865,4378,3640,4147,6357,4005,5126,4762,4615,9269,10950,16085,10451,7194,7832,9050,"Durham city, North Carolina",2575,1498,1392,1398,1281,1780,1256,1620,1353,1221,1980,1951,2346,1948,1546,1569,1767
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",82087,7844,4452,4044,4969,4605,5739,5171,5198,5060,6257,8018,8794,5058,2896,2385,1597,"Fayetteville city, North Carolina",2440,1058,859,896,960,978,1049,909,945,1077,1092,1226,1374,1057,679,624,515
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",27796,1589,1762,1284,1456,1124,1086,2689,1968,1214,1509,2697,2837,2900,1562,1160,959,"Gastonia city, North Carolina",1550,616,753,713,653,528,473,845,762,484,588,794,858,831,491,534,379
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",118046,11314,6085,5726,5830,4914,6941,5137,7170,6152,8581,11271,13114,11610,4088,4801,5312,"Greensboro city, North Carolina",3763,2183,1447,1450,1259,1240,1876,1075,1530,1797,1476,2174,1691,1968,977,1055,920
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",37402,3417,1897,2726,1721,1765,1878,1268,2253,2069,4101,4038,3664,2270,995,1223,2117,"Greenville city, North Carolina",2164,1368,866,1261,721,820,964,570,952,1215,1194,1404,1230,1019,586,509,799
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",40877,1919,1729,2048,2872,2183,3327,2371,2109,2653,2460,4508,4447,3616,1632,1774,1229,"High Point city, North Carolina",2252,732,702,836,942,992,1278,880,875,816,760,992,942,850,633,565,385
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",21986,1758,464,819,1378,1185,1781,1569,1186,2099,2258,2100,2171,1003,1127,803,285,"Jacksonville city, North Carolina",1824,930,348,547,862,896,987,864,585,1173,1264,883,1101,523,787,485,229
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",188412,9305,5223,7654,5382,8657,8196,6605,8537,7627,14067,20226,24139,19436,12444,15778,15136,"Raleigh city, North Carolina",4255,1926,1460,2210,1256,2050,1799,1259,1867,1769,2306,2284,3151,2519,1878,2304,1830
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",54673,5351,2653,2790,3722,2415,3116,3671,1840,2784,5339,4226,4722,4332,2130,2480,3102,"Wilmington city, North Carolina",2348,1242,1009,978,1074,918,1253,1203,749,1069,1433,1219,1339,940,702,583,673
