GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",31968,2027,1318,1882,1240,1952,1669,1810,1710,1173,3124,2431,5196,3064,1673,933,766,"Sioux City city, Iowa",1246,778,585,741,707,767,715,566,626,524,799,697,1089,815,683,450,332
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",27914,2599,940,1186,1433,1535,1379,941,1717,1214,2818,3292,3461,2219,1046,1036,1098,"Waterloo city, Iowa",1258,814,450,486,564,666,556,461,566,479,648,829,1002,730,472,411,393
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",30464,308,840,1065,637,1562,1034,883,1111,1397,2652,2236,3821,3327,2712,3474,3405,"West Des Moines city, Iowa",1762,247,500,600,375,824,630,465,545,743,1002,760,1009,923,1063,884,844
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",56873,5267,3482,2950,3336,3166,4215,3119,2715,2980,4034,6254,6764,3899,2031,1655,1006,"Kansas City city, Kansas",1524,1211,925,925,771,907,974,810,728,694,955,1188,1129,985,631,562,425
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",39442,2543,1442,1918,1432,1660,2211,2985,2245,690,3162,3966,5196,2912,2183,1948,2949,"Lawrence city, Kansas",1344,1043,597,1062,670,704,775,1154,1004,387,1072,1237,1477,932,771,660,867
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",49971,906,1391,1250,1184,1386,1574,1645,922,714,2767,4300,8593,5807,5365,6848,5319,"Olathe city, Kansas",2016,386,488,568,502,593,670,594,333,397,1157,981,1314,1034,1099,1181,1075
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",79436,1237,1250,1180,1645,1939,2546,1535,3173,2031,5275,9437,12372,8363,6731,8803,11919,"Overland Park city, Kansas",2215,617,480,491,601,786,765,499,833,673,1384,1325,1782,1430,1321,1210,1415
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",24678,602,1131,408,667,476,1394,1106,961,508,1607,1710,4591,2311,1545,2600,3061,"Shawnee city, Kansas",1484,379,881,242,389,381,571,466,489,332,607,654,846,685,590,696,791
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",54066,3625,1850,2961,2089,3179,3218,3127,3907,2602,4930,6733,6827,3894,1305,2163,1656,"Topeka city, Kansas",1931,1246,618,991,637,978,920,815,1059,766,1261,1271,1484,825,424,794,577
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",153454,9583,8310,7445,7203,5347,8581,7766,7735,6741,13067,16763,18074,15207,7297,7427,6908,"Wichita city, Kansas",3015,1533,1401,1569,1410,1063,1515,1677,1707,1270,1955,1958,2031,1984,1225,1404,1267
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",27178,2886,2076,1416,1557,1619,1596,1307,1543,1510,3234,1657,3236,1529,650,510,852,"Bowling Green city, Kentucky",1672,1273,923,597,892,926,721,674,749,866,1003,722,802,516,568,305,522
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",131929,8675,4884,5176,8121,4849,6885,5601,6230,4626,11741,13188,16241,11032,7709,8467,8504,"Lexington-Fayette urban county, Kentucky",2303,1689,1537,1253,1608,1104,1435,1230,1276,1165,1795,1793,1892,1361,1342,1584,1238
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",252784,17694,11553,12317,11719,12671,13626,12218,11093,11045,20174,28341,32429,21018,10907,13438,12541,"Louisville/Jefferson County metro government (balance), Kentucky",3217,2546,2012,1972,2005,2222,2004,1864,1884,1923,2180,2646,3064,2337,1546,1711,1475
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",82097,9954,5715,4416,6115,3570,4319,3008,3257,3917,5694,7137,8671,5236,3657,3338,4093,"Baton Rouge city, Louisiana",3522,1857,1403,1140,1575,1339,1114,1220,1048,1231,1819,1851,1512,1249,1200,837,916
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",26677,2392,1207,1973,1400,1678,1099,1191,1448,1924,1405,2456,4075,1823,1181,742,683,"Bossier City city, Louisiana",1554,995,827,916,749,776,704,548,823,867,651,917,1217,748,670,618,413
"G22039475","2019","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",26151,734,1323,786,1679,1519,1377,1520,1479,368,2675,2670,4254,1832,1050,1270,1615,"Kenner city, Louisiana",1805,450,625,400,631,590,849,978,759,233,1089,1100,1174,708,542,590,699
"G22040735","2019","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",52267,4865,3258,2921,3165,2954,1908,1649,2593,1939,3724,5387,4601,4219,2034,2534,4516,"Lafayette city, Louisiana",2103,1341,1140,965,1163,1041,718,728,888,726,1146,1354,1312,1258,701,992,1259
"G22041155","2019","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",32614,3805,2001,2685,3205,1331,2595,1657,1235,1426,1390,2388,2456,1991,1564,990,1895,"Lake Charles city, Louisiana",2041,1160,768,1201,1155,724,1295,802,580,754,664,966,861,860,838,579,720
"G22050115","2019","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",56421,3722,3204,3065,2954,2221,2971,1715,2095,1817,4168,6498,5592,6469,3188,3401,3341,"Metairie CDP, Louisiana",2652,1070,995,1036,1148,754,1020,595,1013,674,1055,1292,1145,1090,892,920,742
"G22055000","2019","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",151753,25104,8742,9159,7550,6018,7529,5456,5755,4323,11654,11215,13098,10406,6090,7969,11685,"New Orleans city, Louisiana",2527,2176,1514,1416,1148,1181,1439,1163,1020,1013,1654,1332,1380,1333,968,1186,1085
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",73114,10849,4822,4451,4639,3647,2946,1956,3240,2933,6090,5744,7122,5223,3141,2906,3405,"Shreveport city, Louisiana",2575,2282,1264,1202,1521,1303,933,631,1100,1276,1290,1195,1902,1334,1117,1094,981
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",30900,2777,804,1224,1667,1407,1771,1013,482,1298,2175,3187,3910,2898,1458,2289,2540,"Portland city, Maine",1611,828,482,490,883,606,871,455,306,640,649,1032,749,757,472,651,689
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",242694,29784,13038,10003,10771,12596,13116,10341,10612,10746,14818,21844,24419,20717,12056,11308,16525,"Baltimore city, Maryland",3666,2966,2016,1912,2031,1949,2226,2537,1902,1742,2408,2386,2628,2077,2063,1534,1994
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",39629,2216,477,800,994,534,719,655,840,445,1851,2930,6043,4801,4389,5362,6573,"Columbia CDP, Maryland",2245,937,331,591,613,428,453,483,575,348,962,951,1382,1085,1178,828,1104
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",27514,899,454,743,651,439,808,806,366,306,876,2168,1812,3054,2018,3878,8236,"Ellicott City CDP, Maryland",1737,620,367,528,492,263,540,592,258,250,452,818,535,931,725,962,1245
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",29293,847,791,568,468,1311,733,1439,888,1433,1815,2776,4233,3769,3023,2567,2632,"Frederick city, Maryland",1534,603,369,291,301,760,330,693,496,735,642,949,913,1036,870,619,750
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",25589,579,551,795,458,536,607,853,1059,1055,1161,2138,2285,4002,2387,2637,4486,"Gaithersburg city, Maryland",1678,318,393,459,271,378,393,413,795,678,509,598,716,1045,728,815,996
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",28833,1221,134,575,417,642,628,673,744,456,2018,2688,4202,2956,3097,3857,4525,"Germantown CDP, Maryland",2114,663,129,462,339,446,446,533,451,287,822,1065,1120,1097,969,915,865
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",29669,1204,1143,577,1159,919,970,722,561,919,2125,2503,5227,3801,2242,3405,2192,"Glen Burnie CDP, Maryland",2328,591,699,372,668,658,527,411,529,462,700,958,1449,1236,854,874,982
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",26360,855,660,345,832,785,493,681,372,388,1003,2604,4022,3255,1846,3687,4532,"Rockville city, Maryland",1561,410,445,247,484,740,325,402,417,315,487,906,1056,809,592,881,680
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",31712,1784,140,498,1080,1004,2279,1605,232,708,1638,2489,4226,2983,2372,3601,5073,"Silver Spring CDP, Maryland",2329,924,195,354,704,586,1098,872,168,396,590,788,1001,717,717,875,1197
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",29863,769,592,70,476,383,869,736,1505,379,1523,4166,4342,4334,3529,3108,3082,"Waldorf CDP, Maryland",1686,497,502,122,427,318,595,426,882,260,811,1420,1215,1144,1031,727,886
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",271553,26644,14343,9022,9204,7582,7858,7246,7600,5558,14073,21318,27265,20474,19939,30316,43111,"Boston city, Massachusetts",4551,2450,2272,2064,1882,1404,1531,1588,1884,1251,2234,2418,2619,2295,2219,2850,2777
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",31440,2228,2524,980,1341,1622,1327,550,1625,1388,2030,2411,4195,3461,1901,2608,1249,"Brockton city, Massachusetts",1768,836,1120,560,668,811,553,350,726,771,723,892,1128,1105,740,741,552
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",47374,2447,2315,910,844,712,653,1066,1318,1037,1575,2862,4989,4657,4040,5845,12104,"Cambridge city, Massachusetts",2175,684,837,478,430,403,294,618,631,586,425,680,1223,1036,814,1037,1302
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",37899,4520,3261,2792,2893,1807,1694,1064,2840,1674,1958,3385,3889,2207,2022,1163,730,"Fall River city, Massachusetts",2295,1295,1058,1003,878,741,774,447,1066,741,712,932,1042,729,714,474,379
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",27005,1261,855,871,503,682,786,546,770,716,2714,3100,3911,1984,2833,1800,3673,"Framingham city, Massachusetts",1997,741,567,545,340,584,596,385,444,450,1112,1077,1062,843,1010,586,1006
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",27844,2394,1925,1606,1010,1007,1880,1445,1030,1461,1445,2759,5241,1564,700,1719,658,"Lawrence city, Massachusetts",1882,893,730,712,546,465,759,695,523,742,681,969,1352,698,454,769,350
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",41753,3261,2362,1102,1850,1185,2208,1665,2329,961,2738,4601,5464,4863,2312,3119,1733,"Lowell city, Massachusetts",2430,1135,845,663,884,603,730,718,929,475,1048,1121,1092,1217,771,990,626
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",31833,2485,1690,1968,2248,847,1175,1048,1251,1506,1408,4123,4481,2016,1878,2058,1651,"Lynn city, Massachusetts",1890,928,714,952,1002,412,676,611,647,736,611,1496,1162,625,621,683,690
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",39216,3971,2986,2305,1717,1924,2657,1467,1354,2118,2713,3443,4464,3504,2295,1843,455,"New Bedford city, Massachusetts",1792,1233,1009,737,612,675,908,497,589,901,876,866,1090,780,758,789,234
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",30643,935,467,562,569,431,392,493,635,390,961,1511,2979,2261,2729,3745,11583,"Newton city, Massachusetts",1286,480,288,432,310,392,292,378,336,224,454,477,752,541,677,927,1188
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42242,2771,2053,1737,1504,1099,1629,958,646,2110,1388,3624,5531,4941,4321,4371,3559,"Quincy city, Massachusetts",2216,1160,902,607,626,471,697,527,320,1060,503,1006,1086,1128,1177,996,744
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",32120,1614,1211,627,361,610,500,510,600,785,1571,2636,4893,3923,2551,3820,5908,"Somerville city, Massachusetts",1914,801,513,510,249,445,280,304,321,410,633,821,1099,898,757,800,1218
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",54922,6350,5774,2782,3119,2906,2983,1640,2114,2759,3880,3910,6609,4930,2362,1801,1003,"Springfield city, Massachusetts",2157,1242,1344,975,831,1013,1000,662,820,983,1003,1009,1284,1287,948,586,404
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",69125,6669,4223,3050,2124,2617,3690,3026,2633,2159,5613,5457,9087,7338,2713,5478,3248,"Worcester city, Massachusetts",2617,1495,1097,1079,782,982,1238,815,876,677,1307,1288,1482,1390,752,1215,923
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",45827,3639,1732,1068,1739,1747,1624,947,1874,1344,3023,5012,5230,3698,2538,4409,6203,"Ann Arbor city, Michigan",2092,968,582,518,541,800,579,501,793,496,977,862,1053,782,578,835,1010
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",30304,2695,1524,1305,1507,2154,1109,1156,1595,648,2795,3294,4070,1759,1918,1309,1466,"Dearborn city, Michigan",1681,755,546,476,612,608,348,444,571,332,767,739,878,410,559,424,485
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",267139,45045,20142,16857,17945,18121,18047,15126,14385,10190,18901,23522,20701,11693,6311,5366,4787,"Detroit city, Michigan",4836,3592,2432,2083,2416,2288,2184,2437,2067,1743,2338,2741,1933,1618,1346,1238,1203
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",32850,1150,1745,803,958,756,766,649,1311,392,1799,3547,3849,4050,2982,4474,3619,"Farmington Hills city, Michigan",1537,697,873,401,422,402,567,332,747,244,537,920,1066,834,817,1064,771
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",40121,7578,3476,2949,2430,2309,3169,2643,2057,1881,2887,3268,2293,1609,595,437,540,"Flint city, Michigan",2022,1463,1078,987,809,891,982,1024,761,949,888,874,757,692,557,358,407
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",77128,6352,5097,3589,4018,2886,3444,3868,3733,3647,6053,9692,10139,6918,2606,2544,2542,"Grand Rapids city, Michigan",2543,1383,1552,964,1126,811,1007,1020,897,1058,874,1486,1225,1070,648,577,584
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",30858,4858,1744,2127,1365,1672,2090,1788,1926,1288,3212,2315,3292,1232,692,462,795,"Kalamazoo city, Michigan",2064,1325,778,712,521,869,723,743,709,572,850,694,971,480,414,273,366
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",51035,3591,3376,3274,3644,2642,5062,2936,3909,2372,3962,5424,4736,3086,1566,804,651,"Lansing city, Michigan",1870,811,1143,1057,972,762,1377,983,1044,670,1049,1326,1081,895,489,567,309
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",37899,1271,702,873,973,1135,1344,1024,1304,1577,2971,4249,5576,6013,3493,3003,2391,"Livonia city, Michigan",1506,505,299,424,398,510,503,398,449,552,662,788,945,961,674,665,627
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",28261,535,842,251,578,1268,567,448,736,918,2180,1719,3758,3797,2669,3933,4062,"Rochester Hills city, Michigan",1240,324,366,217,269,606,484,244,349,477,658,508,831,863,708,905,759
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",34836,2537,1359,886,2234,1995,2391,1665,2221,1345,3174,5237,3446,2004,1779,1293,1270,"Southfield city, Michigan",1857,1003,615,514,761,866,841,727,923,600,1008,1368,853,785,586,584,536
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",51367,1919,1830,1064,3000,2408,2047,1594,2573,2607,3885,5199,7818,5437,3936,3271,2779,"Sterling Heights city, Michigan",2348,663,883,654,1402,747,737,705,884,921,1028,997,1434,1024,906,858,875
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",31410,928,701,465,1497,994,196,936,386,325,1180,2084,4343,4306,3519,4358,5192,"Troy city, Michigan",1416,392,366,276,616,456,189,354,204,287,467,625,816,857,745,778,850
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",52359,2881,1926,3045,2859,3975,3256,1958,2504,2021,4535,6090,8224,3547,1884,2172,1482,"Warren city, Michigan",1879,1012,744,1115,911,1188,1117,621,841,677,967,1137,1290,795,736,647,577
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",35324,1797,2086,2475,1615,1392,1308,1696,1936,1187,3876,3817,6506,2461,855,1440,877,"Westland city, Michigan",1901,690,807,1045,549,652,473,680,690,532,991,930,1257,773,395,558,354
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",28313,1014,848,1565,1334,1501,985,1230,1609,1850,3065,2978,4164,2610,2013,1026,521,"Wyoming city, Michigan",1757,673,627,893,668,608,529,692,716,895,976,759,1077,925,980,822,346
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",23243,780,353,735,656,332,756,605,771,1024,1356,2253,3819,3763,1868,2452,1720,"Blaine city, Minnesota",1391,426,208,419,418,212,462,445,465,456,485,734,815,791,579,634,505
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",35843,1477,1389,1000,712,1306,1254,666,1541,1095,2969,4610,5931,4598,1557,2670,3068,"Bloomington city, Minnesota",1832,504,537,438,398,620,584,370,530,386,851,1098,1271,1020,472,621,751
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27090,669,601,467,560,786,755,648,1360,1416,2127,2584,5106,3144,1931,2433,2503,"Brooklyn Park city, Minnesota",1880,392,463,375,394,555,318,351,705,809,714,702,1246,954,853,744,1054
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",37374,3409,1639,1767,2313,1937,1034,1736,1672,1286,2922,4909,4166,3527,1854,1555,1648,"Duluth city, Minnesota",1404,761,520,534,742,605,341,462,479,661,700,993,766,723,442,385,403
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",24515,351,380,411,801,556,840,974,673,1072,2023,2513,3509,2627,2210,2012,3563,"Eagan city, Minnesota",1576,332,304,241,452,298,408,449,322,485,715,661,939,699,894,428,727
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",22225,814,88,142,301,307,727,556,819,109,965,1840,1925,3363,2902,3494,3873,"Lakeville city, Minnesota",1176,555,144,159,258,246,368,386,675,129,531,645,543,961,789,947,877
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",28583,192,572,236,568,427,214,1759,935,761,1120,1823,3808,3341,3822,3970,5035,"Maple Grove city, Minnesota",1662,222,495,241,468,317,184,955,890,462,520,578,969,940,1369,1138,1278
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",181833,12399,9295,7662,5843,7650,7393,6491,7869,7510,11410,16917,24300,15179,11721,13994,16200,"Minneapolis city, Minnesota",4194,1854,1592,1552,1039,1987,1420,1295,1432,1382,1726,2148,2311,1619,1588,1557,1896
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30392,782,490,586,639,168,533,382,361,732,1347,3104,3869,3122,2842,4875,6560,"Plymouth city, Minnesota",1615,522,437,300,317,145,599,240,244,345,674,867,916,814,725,968,1010
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",50479,1385,1390,1729,1179,2109,2091,2394,2360,1465,3054,6287,6491,5711,3477,4398,4959,"Rochester city, Minnesota",1360,457,601,616,623,776,728,802,777,616,734,1143,1242,1015,772,896,993
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27322,1619,1175,859,1830,1115,2144,1214,1561,685,2800,2755,4106,2197,818,1312,1132,"St. Cloud city, Minnesota",1788,769,590,374,748,638,904,494,699,454,908,808,1004,704,476,650,540
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",110782,7952,3712,4994,4688,3806,4037,5739,6023,2982,8819,11623,12701,11530,7304,7472,7400,"St. Paul city, Minnesota",2452,1457,961,1275,1167,974,982,1536,1117,765,1267,1542,1699,1548,1149,1118,1300
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",26254,438,513,612,636,417,317,149,854,562,700,2897,3178,3037,3106,3938,4900,"Woodbury city, Minnesota",1221,285,431,438,463,350,227,143,756,354,395,805,863,786,793,862,931
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",25559,3142,1448,2275,1862,2357,1243,1271,1077,1072,2003,2344,2185,1401,1073,497,309,"Gulfport city, Mississippi",1989,1016,666,754,693,1178,796,757,492,533,671,915,779,635,588,364,194
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",61590,6621,4049,4627,4953,4137,2417,4643,3719,2287,6854,4863,4806,3007,1472,1637,1498,"Jackson city, Mississippi",2624,1374,1039,1270,1191,1101,1130,1293,1321,737,1446,1164,1243,991,535,561,827
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",46841,4694,1513,2122,2595,1635,1808,2049,2989,1240,3971,4355,5088,3872,2544,2731,3635,"Columbia city, Missouri",2063,1358,646,926,1050,753,847,889,1216,534,1164,1239,1112,973,957,792,920
