GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G48045384","2021","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",48438,3650,2137,3045,2295,2149,1890,1765,1882,2796,3526,4871,5501,4388,3627,2045,2871,"McAllen city, Texas",2639,1276,1010,1371,940,835,894,931,802,1099,1301,1515,1582,1237,1225,1069,1074
"G48045744","2021","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",73357,2267,732,1930,1705,1720,2696,3203,1720,1965,3455,7145,8646,6691,6227,9595,13660,"McKinney city, Texas",3110,979,547,1158,860,793,1162,1470,784,1004,1277,1905,1581,1752,1535,2357,2111
"G48046452","2021","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",25327,800,467,70,117,320,349,790,1306,785,1255,2838,4530,3541,2275,2375,3509,"Mansfield city, Texas",2001,548,349,69,122,345,318,547,1046,553,635,957,1352,1237,779,769,964
"G48047892","2021","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",52023,1687,2323,2094,3914,1854,2710,2582,1641,2586,4172,5456,7608,5241,3981,1667,2507,"Mesquite city, Texas",2843,863,1041,908,1593,816,1294,1080,896,1076,1394,1397,1544,1499,1371,773,1261
"G48048072","2021","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",52898,3716,2790,1612,781,2996,608,2560,1470,2386,4210,3897,5888,4944,4097,5975,4968,"Midland city, Texas",2487,1621,1786,877,568,1399,398,1440,838,1268,1682,1326,2005,1505,1494,1668,1591
"G48048768","2021","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",28128,4322,730,1721,654,552,822,1312,2175,185,2134,3090,3556,3287,819,1177,1592,"Mission city, Texas",2129,1527,417,863,424,349,538,685,1090,209,997,1214,1180,1120,551,782,803
"G48048804","2021","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",29801,377,416,979,347,749,1842,979,1958,617,1490,2963,4817,4355,2949,2711,2252,"Missouri City city, Texas",2397,467,284,729,386,597,959,890,1200,468,862,1173,2291,1375,1310,1143,981
"G48050820","2021","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",37815,969,495,1222,902,1435,1268,901,1221,1305,2888,2986,7785,4804,4968,1461,3205,"New Braunfels city, Texas",2334,603,313,772,684,988,811,719,702,827,1406,1118,2341,1718,1828,704,1077
"G48052356","2021","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",26937,1022,368,415,1954,289,803,854,1336,749,1624,3211,4474,2828,2093,2742,2175,"North Richland Hills city, Texas",1658,482,258,368,956,226,428,495,613,686,661,1044,1104,1111,677,735,696
"G48053388","2021","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",48530,3514,2388,1204,1527,1812,1167,2631,2544,1777,4557,4907,5559,6791,3864,2055,2233,"Odessa city, Texas",2487,1429,1689,786,1029,934,721,1346,1199,1207,1544,1798,1538,1950,1478,916,1056
"G48056000","2021","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",50598,2349,1581,2606,2825,1912,3837,1784,1985,2010,3814,5885,7713,4913,2639,2332,2413,"Pasadena city, Texas",2925,973,859,1279,1122,923,1475,959,1072,1104,1341,1778,2170,1573,985,954,1031
"G48056348","2021","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",43012,1168,136,1456,618,1294,407,2183,673,574,3017,4200,4685,6298,4276,4890,7137,"Pearland city, Texas",2703,892,161,1047,594,1024,230,1072,400,540,1485,1740,1750,2132,1286,1557,1578
"G48057176","2021","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",23875,338,148,617,351,910,173,485,1118,72,2630,1601,2701,3571,3530,2476,3154,"Pflugerville city, Texas",3098,333,174,520,308,902,300,563,917,127,2098,870,1562,1558,1437,1041,1597
"G48057200","2021","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",24797,3442,1986,1821,2098,2734,1130,1214,919,330,1484,1613,2465,1167,801,599,994,"Pharr city, Texas",2079,1376,1035,843,1169,1249,702,821,850,310,870,848,1193,816,614,591,761
"G48058016","2021","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",108472,4889,1902,2047,3545,1414,2306,3123,4139,1896,6640,11650,13194,11998,7949,11909,19871,"Plano city, Texas",3456,1491,788,937,1242,600,1053,955,1200,640,1577,2116,2212,1762,1468,1921,2441
"G48061796","2021","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",45148,2801,650,1320,1241,1324,902,1510,1244,1043,2447,4762,6734,4219,3409,4965,6577,"Richardson city, Texas",2344,1122,444,817,676,731,480,695,485,597,1022,1618,1405,1040,885,1036,1426
"G48063500","2021","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",49740,1650,225,1207,2460,2842,1693,2097,1630,2637,2755,4472,6994,5887,4012,4802,4377,"Round Rock city, Texas",2773,1065,244,943,1708,1383,1083,1320,830,1630,1120,1468,1935,1978,1262,1612,1182
"G48064472","2021","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",39065,3361,1429,1693,2163,2519,1452,1327,1249,1755,2568,5821,5639,2866,2498,1438,1287,"San Angelo city, Texas",1975,1224,802,806,925,809,660,668,648,720,870,1776,1397,798,833,597,524
"G48065000","2021","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",549245,39780,23060,23676,28435,29146,27470,27284,26835,22551,43126,61660,66574,46967,26048,31003,25630,"San Antonio city, Texas",5787,3239,2437,2685,2964,2596,3386,3614,3506,3118,3897,5024,4946,3990,2721,3150,2888
"G48065600","2021","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",27015,3786,2297,2859,1554,1247,1453,1364,1079,1744,1850,2263,2063,1429,222,893,912,"San Marcos city, Texas",2268,1579,1175,1347,875,831,884,1064,713,1083,1066,1208,894,970,285,691,895
"G48069596","2021","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",23096,436,357,391,440,171,518,377,1916,1288,2459,1805,5078,2981,2647,1127,1105,"Spring CDP, Texas",3384,435,428,364,413,219,380,397,1449,1453,1600,768,1542,1804,1392,728,693
"G48070808","2021","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",37008,1147,696,1102,274,618,900,905,713,829,1172,3461,4311,4340,2582,4139,9819,"Sugar Land city, Texas",2151,547,507,648,245,352,510,559,477,585,511,1244,1283,1116,867,1102,1249
"G48072176","2021","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",34371,1269,1647,1526,1430,1386,1962,2036,1793,1105,3597,3628,4133,3042,2252,1884,1681,"Temple city, Texas",2218,529,827,591,698,715,891,885,943,514,1169,1129,1287,1100,1013,926,636
"G48072656","2021","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",43992,2777,336,377,1546,993,487,567,1044,253,2718,3973,5508,3779,2834,4387,12413,"The Woodlands CDP, Texas",3951,1689,230,386,1003,798,283,500,617,261,1528,1396,1593,1423,959,1394,2431
"G48074144","2021","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",36169,1808,998,1190,1675,2026,3090,2465,1248,1716,2956,3996,4987,1448,1273,2029,3264,"Tyler city, Texas",2114,672,436,468,723,853,1109,787,646,724,1068,1071,1608,506,573,700,829
"G48075428","2021","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",25410,1990,1435,740,1599,1145,1131,943,1238,1185,2042,2845,3961,1519,1247,1785,605,"Victoria city, Texas",1370,863,686,440,731,705,630,519,723,704,946,1054,943,666,738,739,342
"G48076000","2021","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",53286,4840,3440,3157,2384,3046,3593,2544,2006,1645,4529,6130,5615,2781,1858,3227,2491,"Waco city, Texas",2095,1415,1394,1255,871,994,1160,964,754,892,1440,1798,1372,906,814,937,842
"G48079000","2021","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",38051,3067,1246,3051,2017,2011,1615,1685,2249,1763,3160,3958,3889,3097,2311,1214,1718,"Wichita Falls city, Texas",1780,877,550,887,803,851,565,775,830,815,905,977,1018,883,644,502,613
"G49043660","2021","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",27176,1137,586,314,881,1205,650,408,1033,1049,1521,3750,3291,2489,2523,3262,3077,"Layton city, Utah",1473,571,465,226,594,726,378,354,618,620,698,1145,1077,693,800,763,799
"G49044320","2021","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",22067,163,166,406,237,295,332,629,379,835,763,1964,2797,3266,1994,3433,4408,"Lehi city, Utah",1270,125,197,297,249,283,399,407,259,624,358,825,999,1024,635,959,1053
"G49055980","2021","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",32631,2603,890,1571,1770,1250,1894,1653,1652,974,2947,3636,3683,2334,1723,2538,1513,"Ogden city, Utah",1913,846,543,675,812,659,728,689,614,531,927,891,948,681,638,1181,686
"G49057300","2021","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",32398,1445,664,797,599,1190,1299,1167,1919,1205,2568,4119,3992,3974,2854,2289,2317,"Orem city, Utah",1405,653,348,398,299,643,549,717,768,748,905,886,1031,966,754,481,570
"G49062470","2021","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",32518,1911,1355,1419,1674,873,2008,1240,1901,1213,3445,3843,3784,2550,1392,1713,2197,"Provo city, Utah",1634,784,523,511,516,375,604,440,589,503,996,867,748,653,434,595,632
"G49065330","2021","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",35656,2340,1227,443,1315,1791,3109,1353,1584,2193,2686,2091,5006,4377,1892,2108,2141,"St. George city, Utah",2027,1197,657,443,658,1034,1361,620,640,1199,1095,878,1249,1307,924,801,908
"G49067000","2021","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",89839,4925,3681,2586,4036,3266,4834,3396,4039,2285,7053,9075,12797,6717,6390,5802,8957,"Salt Lake City city, Utah",3408,1197,1172,895,1303,1028,1512,1151,929,800,1686,1578,1748,1225,1274,1532,1555
"G49067440","2021","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",33587,1524,774,700,477,746,510,348,845,1083,2007,2999,4732,4477,3358,4011,4996,"Sandy city, Utah",1989,777,440,542,385,510,342,261,497,561,729,770,1128,993,732,782,918
"G49070850","2021","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",25502,778,388,226,255,316,252,441,513,139,747,3178,4571,3489,2362,3291,4556,"South Jordan city, Utah",1878,460,295,197,206,221,216,348,360,163,613,1212,1345,1256,854,906,1188
"G49082950","2021","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",36309,1256,789,1013,412,1424,748,550,624,1186,2332,4570,6797,4823,3000,4108,2677,"West Jordan city, Utah",1750,723,501,743,326,765,421,328,384,851,1042,1310,1758,1271,870,1018,911
"G49083470","2021","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",42003,1274,1080,950,859,970,1146,1411,2579,1655,4153,5196,7508,5696,3332,2654,1540,"West Valley City city, Utah",2068,699,658,517,645,440,504,643,1019,627,1147,1174,1418,1302,866,829,472
"G51001000","2021","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",72024,4209,1286,2393,989,644,2052,1041,1709,2285,3222,6540,9098,7161,6332,8753,14310,"Alexandria city, Virginia",2137,1343,629,764,417,409,732,615,744,964,831,1372,1375,1241,1247,1614,1537
"G51003000","2021","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",108396,4621,1812,1285,1215,1969,1258,2117,2067,1637,5405,7024,11943,11507,10254,13790,30492,"Arlington CDP, Virginia",2209,1220,673,638,574,1038,650,869,971,676,1286,1499,1687,1803,1984,1747,2170
"G51014440","2021","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",24957,924,504,177,381,380,605,211,494,399,1483,1495,3514,3284,2215,3648,5243,"Centreville CDP, Virginia",1781,531,419,151,365,320,491,185,331,361,614,554,977,794,682,776,941
"G51016000","2021","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",93849,4357,2156,1767,2540,4201,3221,1906,2067,3695,6168,8236,12114,12325,7008,11949,10139,"Chesapeake city, Virginia",1160,1418,1080,723,918,1508,1197,698,751,1246,1487,1526,2401,1857,1519,1990,1595
"G51021088","2021","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",22465,644,189,368,671,341,115,584,451,427,1293,2337,2931,2940,2097,2898,4179,"Dale City CDP, Virginia",1708,378,193,376,452,250,115,435,373,325,583,905,954,927,643,779,975
"G51035000","2021","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",58181,2534,1724,2513,3126,3215,2395,1765,3269,3602,6153,5347,6980,5173,3742,3381,3262,"Hampton city, Virginia",1422,811,777,958,894,1023,798,728,1125,1143,1530,1162,1375,1271,1305,956,1033
"G51047672","2021","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",28346,2124,1349,1194,1818,712,1581,1486,1674,1302,2100,2638,3335,2120,1509,1781,1623,"Lynchburg city, Virginia",1501,801,567,668,809,374,784,802,674,595,804,1060,911,633,596,693,662
"G51056000","2021","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",77489,5063,2487,4100,2219,5076,2985,3817,3989,3297,6251,9849,8986,7309,5141,4086,2834,"Newport News city, Virginia",1658,1197,843,1146,963,1279,1064,1042,1039,1030,1290,1840,1457,1319,1185,1005,849
"G51057000","2021","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",97596,6724,3024,2528,5360,5485,6376,4516,4211,4703,6781,10404,11281,9025,6015,5712,5451,"Norfolk city, Virginia",2128,1471,1063,715,1519,1226,1451,1286,1115,1057,1435,1899,1723,1502,1086,1233,992
"G51064000","2021","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",40827,4438,1676,2654,1676,1711,1754,1621,1268,2127,3425,4599,4811,3572,2461,1431,1603,"Portsmouth city, Virginia",1082,1324,586,891,745,624,643,678,518,920,930,1009,1308,871,920,634,633
"G51067000","2021","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",99929,10139,5140,4791,5495,3205,6380,4210,5116,4000,6901,8689,11936,5674,5831,5170,7252,"Richmond city, Virginia",2577,1601,1449,1492,1433,972,1589,1186,1452,1329,1401,1655,1779,1102,1518,1074,1171
"G51068000","2021","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",42455,3820,2962,2030,2244,3025,2030,1903,1644,2030,3905,3627,4537,3079,2905,1377,1337,"Roanoke city, Virginia",1881,1154,1167,648,839,1094,724,822,693,805,1308,1157,1209,1003,992,681,503
"G51076432","2021","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",37383,1903,824,1212,1128,1316,914,566,1862,1472,2724,3632,4812,4678,3118,3356,3866,"Suffolk city, Virginia",994,729,442,555,570,579,374,315,874,672,848,865,964,1259,915,802,986
"G51082000","2021","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",182775,7841,5502,3255,5050,7131,4323,5434,6761,5488,14008,19017,26654,22958,14636,17989,16728,"Virginia Beach city, Virginia",1901,1702,1523,1013,1155,1713,1137,1201,1715,1262,2374,2232,2754,2481,1924,2382,2113
"G53003180","2021","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",31836,2005,1296,1135,868,1845,732,990,804,834,1828,3117,4020,4311,2643,2939,2469,"Auburn city, Washington",1969,841,694,669,474,758,416,544,424,462,693,1042,1013,1241,839,1010,695
"G53005210","2021","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",61440,2982,1449,545,1332,637,899,1636,1457,467,1768,3024,3704,6312,5434,8812,20982,"Bellevue city, Washington",2726,855,689,566,712,409,424,880,751,284,813,962,777,1479,1190,1602,1963
"G53005280","2021","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",40653,2369,1816,1351,1069,2012,2491,2897,1939,1289,3360,3447,4527,3053,3056,2251,3726,"Bellingham city, Washington",1760,903,785,697,540,1116,981,1086,931,617,1084,911,1274,1192,993,782,998
"G53022640","2021","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",45029,2060,1375,1898,1007,1863,1387,1800,1894,2276,3038,4527,6271,5246,3013,4514,2860,"Everett city, Washington",2222,653,655,918,432,710,643,1010,791,871,1009,1296,1139,1032,984,1149,935
"G53023515","2021","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",35047,2087,1297,660,956,1628,645,1116,926,1527,1813,3847,6036,4866,1435,2890,3318,"Federal Way city, Washington",2058,856,619,525,656,745,423,571,654,757,741,1016,1383,1270,650,741,873
"G53035275","2021","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",30679,2579,1372,1561,638,963,2447,1274,1297,1596,2287,2923,3640,1709,2342,1756,2295,"Kennewick city, Washington",1876,1218,608,979,356,623,987,858,580,860,895,1092,1273,750,861,614,1033
"G53035415","2021","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",46036,1827,844,935,1531,587,935,2345,1086,1621,3434,6196,5475,5270,4548,4439,4963,"Kent city, Washington",2026,660,356,443,712,301,516,968,636,731,1071,1267,1158,1307,1008,961,1131
"G53035940","2021","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",37746,1667,556,354,431,971,476,1201,848,540,928,2503,3597,3973,3027,4544,12130,"Kirkland city, Washington",1704,677,320,236,377,478,340,664,513,365,455,785,867,969,998,1080,1371
"G53043955","2021","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",25906,1103,502,324,766,407,425,1095,699,486,1719,2237,4859,3677,2359,3080,2168,"Marysville city, Washington",1415,685,408,288,408,265,206,501,516,323,899,752,1153,1069,737,1011,793
"G53053545","2021","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",25084,1147,188,632,231,605,361,645,1155,1254,1572,3194,4582,3350,1648,2694,1826,"Pasco city, Washington",999,731,179,609,230,389,270,539,742,697,703,1070,1138,969,1073,1029,619
"G53057535","2021","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",31181,1470,786,300,156,389,401,504,1211,535,564,1174,2480,2167,2628,5088,11328,"Redmond city, Washington",1760,1023,503,297,184,495,345,378,682,351,368,563,947,989,883,1470,1507
