GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G22040735","2021","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"1600000US2240735","2240735","Lafayette city, Louisiana",51150,4609,3450,3279,1092,2022,2386,1400,1402,2577,3950,4646,5299,4167,2662,3699,4510,"Lafayette city, Louisiana",2374,1144,1083,1068,528,889,998,772,599,978,1344,1250,1356,1187,980,1133,1210
"G22041155","2021","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",28683,3098,2232,1649,1258,1853,1655,1302,1017,760,2519,1975,3389,2686,911,720,1659,"Lake Charles city, Louisiana",2542,1041,1001,1232,695,854,866,658,555,569,1078,861,1236,1254,648,315,991
"G22050115","2021","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",62315,3303,2307,2437,1587,2867,2621,2213,3020,2460,5910,5456,6975,6041,4636,4956,5526,"Metairie CDP, Louisiana",2960,978,916,1158,604,910,859,726,921,719,1495,1296,1400,1494,958,1125,970
"G22055000","2021","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",158827,21970,10478,9121,8485,7205,6636,6226,7483,4248,11498,13998,12952,9233,7314,9190,12790,"New Orleans city, Louisiana",2670,2586,1489,1340,1421,1273,1212,1235,1565,956,1711,1910,1582,1305,1399,1274,1254
"G22070000","2021","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",76167,8008,5698,6473,4170,3409,5127,2729,4819,2603,5091,6581,7913,4723,2413,3125,3285,"Shreveport city, Louisiana",2438,1680,1574,1522,1253,1143,1575,1095,1499,840,1513,1815,1620,1526,973,1116,1097
"G23060545","2021","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",32523,2058,1631,742,1792,822,1162,972,1249,662,3120,2914,4908,2058,2186,2796,3451,"Portland city, Maine",1622,697,689,546,700,408,576,458,455,385,848,838,1035,716,705,891,979
"G24004000","2021","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",254370,28567,15729,10174,12564,10095,11602,8186,10446,9357,22344,24029,29228,16769,12190,15042,18048,"Baltimore city, Maryland",3581,3361,2513,2024,1965,2207,2157,1459,1968,1655,2692,2511,2736,1704,1765,2189,1710
"G24007125","2021","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",27748,725,182,181,773,345,496,479,719,348,688,1573,2533,1643,1750,3414,11899,"Bethesda CDP, Maryland",1683,433,163,219,487,247,320,279,328,168,347,602,804,609,502,744,1284
"G24019125","2021","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",42050,1530,716,1538,602,378,580,845,748,541,2040,2825,5300,6730,3534,6226,7917,"Columbia CDP, Maryland",2010,794,456,850,493,296,463,544,422,409,1009,900,1202,1404,953,1048,1199
"G24026000","2021","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",27318,564,611,143,479,405,304,511,827,269,1151,890,2688,2830,3042,5286,7318,"Ellicott City CDP, Maryland",1632,305,476,122,392,307,236,382,546,203,636,423,965,895,894,1198,924
"G24030325","2021","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",33907,1986,715,572,802,518,1440,568,1533,1040,2624,3608,5266,3946,2792,3459,3038,"Frederick city, Maryland",1622,735,354,496,523,414,688,332,714,457,920,1027,1087,997,764,944,909
"G24031175","2021","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",26764,1111,612,851,942,1001,837,117,1084,467,841,1124,4472,3695,2267,2925,4418,"Gaithersburg city, Maryland",1764,601,498,570,545,570,530,141,540,428,395,503,1163,887,947,681,1106
"G24032025","2021","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",30985,1712,607,579,289,1259,683,473,569,681,2268,2898,4726,3575,2535,3251,4880,"Germantown CDP, Maryland",2287,739,529,332,243,737,493,532,370,503,957,944,1393,1055,820,920,1113
"G24032650","2021","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",27700,986,552,545,511,1095,699,1181,1062,800,1226,3446,5052,3410,2548,2328,2259,"Glen Burnie CDP, Maryland",2338,534,331,354,323,464,508,713,535,470,575,1024,1128,1065,1057,914,844
"G24067675","2021","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",25537,1213,727,568,360,699,409,290,790,481,669,1880,2615,2611,2213,4156,5856,"Rockville city, Maryland",1915,551,373,405,316,493,297,240,454,324,368,613,808,790,695,804,965
"G24072450","2021","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",33307,1408,599,873,1129,1613,309,1470,1272,1312,1124,3852,3491,3944,3190,2870,4851,"Silver Spring CDP, Maryland",2306,629,546,491,738,846,277,719,664,642,737,1036,959,1199,959,815,887
"G24081175","2021","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",29701,1744,891,284,549,249,126,610,899,750,1849,2148,4312,4202,3116,3957,4015,"Waldorf CDP, Maryland",1762,767,561,246,488,196,147,402,516,454,939,855,1273,1137,976,1061,1050
"G25007000","2021","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",271941,25836,16863,9283,8177,8235,7380,6844,6315,5179,15531,21289,27482,25800,17780,23237,46710,"Boston city, Massachusetts",4553,2625,2479,1740,1521,1476,1554,1440,1415,1153,2547,2043,2368,2825,2497,2281,3563
"G25009000","2021","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",37554,2043,1923,1284,1778,1397,819,1515,1652,1337,2566,4549,4824,2201,3126,3650,2890,"Brockton city, Massachusetts",1753,860,866,627,842,593,486,677,762,656,891,1323,1261,714,889,1111,1002
"G25011000","2021","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",52487,4808,1359,1543,974,1236,691,1193,1417,696,1705,4040,4915,5834,4056,6114,11906,"Cambridge city, Massachusetts",2335,1336,885,953,561,453,344,472,594,346,725,980,1106,1437,1133,1272,1330
"G25023000","2021","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",40521,3579,3752,2274,2427,1318,3224,1969,1246,1480,3180,3532,3705,3660,1796,1997,1382,"Fall River city, Massachusetts",1666,955,1021,901,745,581,898,779,543,657,934,1014,1108,1037,580,727,615
"G25024960","2021","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",26320,2037,1537,163,265,385,144,1103,1034,891,1514,1530,2667,2917,2075,2929,5129,"Framingham city, Massachusetts",1503,803,910,174,211,377,143,680,565,667,656,634,985,841,800,947,1138
"G25029405","2021","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",25293,1815,1275,449,775,1307,838,385,481,1128,1478,2270,3158,2505,2097,3746,1586,"Haverhill city, Massachusetts",1564,690,672,302,416,631,617,255,309,560,693,878,857,883,724,844,528
"G25034550","2021","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",30366,2203,2856,1505,1133,2416,1256,1222,1919,799,2406,3331,4707,1853,1092,530,1138,"Lawrence city, Massachusetts",1840,905,1014,645,515,1073,569,700,852,431,886,1045,1306,961,515,292,570
"G25037000","2021","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",42577,2511,1834,1951,1816,1390,1367,1310,1405,1679,4884,4196,6077,4358,2943,2334,2522,"Lowell city, Massachusetts",2528,970,620,647,749,729,670,782,766,868,1210,1259,1533,1134,889,807,754
"G25037490","2021","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",37304,3324,2165,2057,1207,1102,356,1132,832,1862,2543,3736,5270,3912,2546,2279,2981,"Lynn city, Massachusetts",2119,1034,896,911,612,548,254,708,483,906,1019,1136,1247,1090,891,843,827
"G25037875","2021","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",26386,764,812,682,1234,861,658,584,900,281,1818,3098,3908,3276,1858,2852,2800,"Malden city, Massachusetts",2034,483,585,469,779,539,577,517,520,258,980,1220,1315,1259,742,1017,1005
"G25045000","2021","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",42743,3619,2498,2805,2551,1958,2210,2067,2074,1729,3606,3891,5178,4313,1989,1227,1028,"New Bedford city, Massachusetts",2324,1181,772,1031,776,568,817,668,872,782,1003,941,1245,1131,714,663,449
"G25045560","2021","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",29961,599,578,630,280,416,284,432,386,422,817,1776,2169,2035,1914,3346,13877,"Newton city, Massachusetts",1245,317,401,386,211,306,209,296,197,307,358,664,655,581,563,853,1128
"G25055745","2021","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",44051,2675,1963,821,1785,1558,793,1248,1309,1364,1814,4715,6399,3512,3997,4324,5774,"Quincy city, Massachusetts",1993,990,833,476,769,658,522,640,758,740,867,1342,1370,1030,1197,977,1056
"G25062535","2021","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",35015,1264,1226,902,933,1371,599,215,610,995,1470,2068,4449,3787,2433,4991,7702,"Somerville city, Massachusetts",1707,561,737,449,536,692,449,175,365,536,665,802,989,906,837,1048,1294
"G25067000","2021","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",57806,7111,4824,3245,4088,3721,2181,1604,3155,2151,4242,5432,6085,4842,1659,2100,1366,"Springfield city, Massachusetts",2206,1850,1240,918,1074,1065,936,684,1152,789,1170,1202,1232,1124,541,896,652
"G25082000","2021","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",76065,6093,4263,4234,3378,2722,3021,3073,2327,1790,5666,6227,9867,8284,4218,5103,5799,"Worcester city, Massachusetts",2991,1310,1187,1240,952,897,951,969,890,647,1354,1311,1820,1647,1055,1206,1185
"G26003000","2021","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",51238,5979,2106,1271,937,1296,2198,2718,1762,1074,4210,4062,5649,3626,3887,3894,6569,"Ann Arbor city, Michigan",2366,1313,904,556,506,519,684,1080,618,438,1051,1059,1210,902,927,840,980
"G26021000","2021","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",35209,3225,1298,1626,1493,1428,1540,1428,1352,1186,2754,2861,5049,3453,2354,2288,1874,"Dearborn city, Michigan",1820,922,634,643,617,532,629,647,597,440,807,771,960,894,783,776,746
"G26022000","2021","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",251729,39027,20804,16736,15917,15259,14321,16298,13516,9741,17943,19180,21686,11950,7089,7233,5029,"Detroit city, Michigan",4285,3478,2341,2034,2001,2436,1844,2437,2040,1500,2275,2396,2426,1657,1449,1357,962
"G26027440","2021","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",35224,1496,750,1098,751,595,937,1556,889,1381,1794,2664,4600,4416,4155,4420,3722,"Farmington Hills city, Michigan",1980,747,546,713,505,347,541,807,529,961,778,705,1004,1166,995,904,740
"G26029000","2021","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",32837,5024,2693,1403,2813,1999,1628,2128,1952,1418,3204,2435,2426,1649,622,829,614,"Flint city, Michigan",2220,1459,665,540,842,729,623,763,759,666,843,951,652,766,398,506,529
"G26034000","2021","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",79486,6982,3626,3078,2747,2584,3332,4385,3590,3324,6329,7697,13517,6779,4214,3813,3489,"Grand Rapids city, Michigan",2508,1550,1128,922,725,863,1066,1343,1069,1080,1339,1197,1882,1326,959,766,909
"G26042160","2021","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",29853,3853,2717,2078,2642,766,1819,959,1777,1043,2411,1851,2845,1526,1071,1139,1356,"Kalamazoo city, Michigan",2213,1141,1368,895,971,609,808,433,969,630,768,621,843,522,389,600,554
"G26046000","2021","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",50590,4450,2434,2400,2398,2820,2445,2755,3153,3228,4575,6138,5690,3849,1290,1379,1586,"Lansing city, Michigan",1859,1393,1024,820,870,1004,998,844,1021,1004,1175,1222,1229,1124,487,592,776
"G26049000","2021","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",38329,784,1011,890,877,844,1212,1022,1225,1480,2291,4315,5660,5305,2693,5920,2800,"Livonia city, Michigan",2098,376,564,502,401,379,478,435,426,518,570,850,967,851,553,935,681
"G26059440","2021","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",28217,1125,360,558,828,540,673,977,779,628,1793,1956,2896,3455,2653,3503,5493,"Novi city, Michigan",1559,733,336,560,548,406,464,662,519,507,975,684,985,939,843,1138,998
"G26069035","2021","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",28831,929,595,811,620,352,633,770,1282,733,1274,1349,4462,3525,2305,3644,5547,"Rochester Hills city, Michigan",1269,400,340,383,333,206,382,414,586,342,477,588,925,709,692,855,824
"G26074900","2021","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",35649,2890,1628,1313,1912,2489,1788,1477,1322,1592,3017,2748,4121,2855,1050,3800,1647,"Southfield city, Michigan",1972,945,865,607,836,827,851,626,563,638,889,760,1036,791,508,1223,660
"G26076460","2021","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",51805,2820,1699,1626,2670,1211,2564,2376,1984,1658,3598,5701,7146,5894,3882,3910,3066,"Sterling Heights city, Michigan",2112,1108,767,523,869,483,775,942,726,648,909,1302,1215,1219,935,919,838
"G26080700","2021","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",33822,1525,681,820,794,463,915,920,605,818,1975,2271,5348,3429,2504,4360,6394,"Troy city, Michigan",1625,600,264,413,480,255,466,405,477,406,882,762,1049,804,576,823,1158
"G26084000","2021","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",57632,3579,2643,2168,2482,2031,4059,2090,3027,2424,4294,6687,8113,5244,2899,3538,2354,"Warren city, Michigan",2315,1058,975,801,906,798,1082,773,1026,860,998,1308,1250,1029,629,826,658
"G26086000","2021","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",37870,2254,781,1511,2362,1381,2281,2269,2021,1643,3960,4287,4696,4668,1243,1681,832,"Westland city, Michigan",2495,696,429,712,948,520,1051,737,818,535,1114,1267,1144,1017,459,629,385
"G26088940","2021","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",28253,984,1564,1812,1006,1176,696,1259,1312,1393,2556,3610,4838,3846,881,663,657,"Wyoming city, Michigan",2186,492,799,1073,617,701,361,657,506,725,867,1097,966,840,484,372,394
"G27006382","2021","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",25869,930,442,90,270,626,502,1330,474,662,2411,3112,3804,3155,1934,2572,3555,"Blaine city, Minnesota",1539,570,351,105,256,514,382,647,335,367,938,971,935,1053,834,801,880
"G27006616","2021","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",38725,1978,627,1130,1291,1131,1129,1143,2127,1396,2861,3230,5803,4517,2721,4417,3224,"Bloomington city, Minnesota",1897,659,338,596,602,572,449,507,730,559,881,1088,1231,1334,759,1017,717
"G27007966","2021","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",30074,1098,1795,141,673,973,1413,1393,903,780,1949,3983,3350,2566,3148,3024,2885,"Brooklyn Park city, Minnesota",2071,690,1103,174,617,586,797,772,590,532,786,1149,1092,828,1072,964,1129
"G27017000","2021","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",36310,2727,1630,1156,1142,2062,1619,1547,1448,1930,2537,3720,4723,3495,2296,2244,2034,"Duluth city, Minnesota",1852,707,573,428,410,673,475,506,578,530,731,751,902,871,670,662,534
"G27017288","2021","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",27069,281,398,277,978,601,781,597,1027,747,1997,2409,3343,2931,1990,4019,4693,"Eagan city, Minnesota",1328,222,284,194,389,397,386,266,487,375,684,796,689,807,503,831,796
"G27035180","2021","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",23868,141,0,160,165,439,601,230,604,288,637,1571,3271,3362,2849,4712,4838,"Lakeville city, Minnesota",1465,155,157,181,196,420,366,202,478,330,402,618,904,946,825,1292,981
"G27040166","2021","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",28026,176,257,473,942,326,381,430,511,658,1355,2237,2973,4238,3769,4672,4628,"Maple Grove city, Minnesota",1573,212,266,325,511,250,285,314,479,551,687,810,882,1037,1408,1057,1136
"G27043000","2021","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",188681,11919,8296,6488,7718,7139,8327,5204,7089,7265,11627,20735,21873,17427,13709,16231,17634,"Minneapolis city, Minnesota",3928,1836,1731,1719,1797,1457,1797,1200,1612,1660,1677,2679,2276,2295,1792,1996,1726
"G27051730","2021","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",32923,688,431,177,846,635,832,666,1225,1436,1856,2437,4323,2863,2665,3660,8183,"Plymouth city, Minnesota",1479,391,308,171,657,334,489,384,946,758,762,869,1316,854,929,871,1370
"G27054880","2021","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",49984,2765,1812,1760,801,576,2051,1069,2451,1950,3114,6214,6929,4712,4170,3105,6505,"Rochester city, Minnesota",1425,869,738,679,403,376,726,562,885,898,958,1503,1348,899,1035,788,1161
