GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G21048006","2016","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",251788,19921,11369,14622,15296,14725,14642,14156,13211,9639,20390,25494,30073,16714,12368,9017,10151,"Louisville/Jefferson County metro government (balance), Kentucky",3155,2261,1720,1866,1578,2076,1731,2073,1835,1387,2431,2648,2854,1794,1749,1353,1465
"G22005000","2016","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",81939,11023,5963,6280,5662,4791,5047,3437,3422,2702,6099,6924,5315,5036,2307,3586,4345,"Baton Rouge city, Louisiana",3541,2053,1331,1383,1120,1190,1492,1011,866,928,1212,1398,1265,1200,623,832,1049
"G22008920","2016","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",24904,2313,759,1828,1300,2114,1190,1130,1366,1767,2329,2364,2967,1473,680,946,378,"Bossier City city, Louisiana",1699,855,430,868,710,829,645,577,746,712,752,815,959,587,330,547,313
"G22039475","2016","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",24208,1614,1548,1928,1249,1291,1049,863,616,1123,2614,2280,3850,1061,1202,925,995,"Kenner city, Louisiana",1448,616,677,848,681,598,522,380,358,641,852,760,999,433,529,338,501
"G22040735","2016","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",50473,5050,2368,4278,1853,2226,2954,2626,3053,1526,3515,5183,5710,3693,1496,1832,3110,"Lafayette city, Louisiana",2109,1162,854,1405,597,858,848,910,1058,720,919,1067,1402,1027,716,841,952
"G22041155","2016","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",30546,4356,2148,2704,2002,1600,1164,1560,980,1663,1715,2456,3552,1079,875,1397,1295,"Lake Charles city, Louisiana",1623,1193,728,938,684,562,537,749,495,682,700,815,1004,602,502,649,607
"G22050115","2016","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",60296,2697,2278,3899,3462,4074,3011,2172,2880,2673,4539,5189,6643,5044,3606,4176,3953,"Metairie CDP, Louisiana",2710,854,668,913,981,1165,937,531,841,942,865,1118,1132,957,928,891,1012
"G22055000","2016","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",154355,21730,13519,10386,9181,8773,8171,6751,6813,6042,9626,12112,12855,7967,5778,6357,8294,"New Orleans city, Louisiana",2906,1725,1718,1286,1459,1273,1062,1236,1151,1237,1258,1297,1362,1194,904,888,1067
"G22070000","2016","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",75509,11256,6591,6969,5010,3666,4544,3981,4602,2830,4682,5247,5978,3221,1465,2516,2951,"Shreveport city, Louisiana",2289,1782,1474,1678,1666,909,1128,1171,1140,885,1060,1178,1398,926,673,958,870
"G23060545","2016","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",30179,2709,1544,1601,1137,1722,1923,1109,1401,1460,2269,3406,3172,2244,1567,1154,1761,"Portland city, Maine",1600,774,651,796,524,599,620,509,443,500,684,752,893,538,503,423,509
"G24004000","2016","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",240761,29913,14215,15056,11764,10756,11718,11426,10503,9308,20107,22441,25500,15953,9345,9823,12933,"Baltimore city, Maryland",4046,2629,1985,2008,1453,1607,1657,1533,1412,1804,2439,2319,1829,1932,1454,1159,1340
"G24019125","2016","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",41521,933,1196,817,519,749,1301,1304,759,1039,1207,4227,4901,4658,5403,5577,6931,"Columbia CDP, Maryland",1692,478,658,445,335,567,910,609,413,646,458,1055,1046,1089,1192,1008,1058
"G24026000","2016","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",23747,578,329,640,376,458,275,174,378,281,957,970,3117,2619,2197,4591,5807,"Ellicott City CDP, Maryland",1179,518,238,447,264,366,185,193,325,282,459,462,1010,774,752,952,929
"G24030325","2016","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",27035,1877,599,1100,792,453,1209,949,1057,944,2368,3341,3564,3206,1881,2233,1462,"Frederick city, Maryland",1252,699,448,614,415,311,615,539,515,534,1042,1013,875,797,629,613,453
"G24031175","2016","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",23759,1228,358,195,823,1016,1013,208,254,847,1566,2742,3924,3231,1322,2460,2572,"Gaithersburg city, Maryland",1401,643,377,160,433,467,564,218,210,498,578,905,962,911,509,682,561
"G24032025","2016","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",31001,1662,638,524,1031,975,1183,808,914,725,2051,2956,4263,3315,2129,3689,4138,"Germantown CDP, Maryland",2284,871,384,293,523,659,686,506,538,377,848,985,1184,848,619,829,805
"G24032650","2016","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",27309,1364,903,541,1152,961,1889,997,2154,1616,2095,3213,3094,2640,2429,1223,1038,"Glen Burnie CDP, Maryland",2100,688,409,402,659,460,849,579,864,796,898,1028,831,830,834,497,465
"G24067675","2016","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",24370,1096,1077,133,667,528,443,354,663,828,1013,1451,3657,2242,2886,2543,4789,"Rockville city, Maryland",1518,490,563,160,333,309,283,289,436,498,499,540,840,635,713,662,918
"G24072450","2016","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",34994,1732,1298,1357,1410,1208,879,1226,1013,1074,2031,3540,4208,3400,3284,3220,4114,"Silver Spring CDP, Maryland",2244,776,816,782,628,705,537,622,626,618,718,1066,1050,964,1080,792,702
"G24081175","2016","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",26854,1440,345,580,859,530,960,640,322,513,1824,1606,4339,4427,2647,3630,2192,"Waldorf CDP, Maryland",1550,665,253,409,650,395,554,381,270,375,705,615,1072,912,824,908,637
"G25007000","2016","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",267592,30594,17056,12135,10187,8348,10020,8200,8698,7352,15380,21792,25805,24089,18146,22895,26895,"Boston city, Massachusetts",3881,2825,2343,1747,1576,1528,1642,1583,1608,1318,1731,2376,2186,2442,2083,2321,2229
"G25009000","2016","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",30572,3701,1433,2190,1592,1242,1267,1281,1237,1333,1605,2342,4218,2875,1390,1900,966,"Brockton city, Massachusetts",1632,905,557,750,607,513,576,517,480,525,632,637,985,713,520,588,460
"G25011000","2016","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",43973,3448,2258,1337,1177,1032,2021,802,1506,465,2371,3250,5667,4632,3132,5210,5665,"Cambridge city, Massachusetts",2221,855,793,585,512,443,888,424,557,209,656,723,1018,869,614,1026,945
"G25023000","2016","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",37002,3634,3169,3280,2175,1909,1914,2557,1355,1692,3126,3129,3713,2521,1182,838,808,"Fall River city, Massachusetts",1798,1031,812,879,860,741,740,989,627,681,885,947,829,734,717,366,448
"G25024960","2016","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",28952,1472,1187,521,692,1309,951,1315,1434,993,1295,3330,3022,3024,2170,3274,2963,"Framingham CDP, Massachusetts",1417,536,543,290,350,582,479,617,814,504,731,1070,808,1122,696,817,896
"G25034550","2016","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",24566,4151,2304,1241,1316,1579,908,1135,964,1102,1888,2352,2816,1497,569,693,51,"Lawrence city, Massachusetts",1462,1093,631,515,519,708,417,538,398,484,802,687,977,658,441,448,87
"G25037000","2016","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",38046,4693,2105,2014,2297,1122,1541,1703,1214,734,3159,2558,5488,3981,2477,2118,842,"Lowell city, Massachusetts",1875,1162,714,778,817,620,649,717,548,447,1008,862,1109,1048,718,624,429
"G25037490","2016","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",33635,3851,3048,895,976,1500,1458,1451,1387,857,2490,3398,5194,3210,1616,1638,666,"Lynn city, Massachusetts",1801,867,857,457,406,624,515,613,651,425,861,810,998,1002,607,663,308
"G25045000","2016","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",39425,3369,4363,2198,2655,2317,2057,1623,1887,1223,3258,4095,5057,2047,2057,677,542,"New Bedford city, Massachusetts",1388,852,957,590,769,719,638,673,641,595,810,891,860,722,655,326,342
"G25045560","2016","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",30309,678,873,492,790,527,1093,606,578,565,972,1960,2489,2392,2576,4568,9150,"Newton city, Massachusetts",1397,369,378,341,545,329,403,453,437,288,442,648,653,566,747,923,1014
"G25055745","2016","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",39974,2148,2143,1478,2247,1257,1802,607,1267,752,3315,4072,6680,4112,2343,3440,2311,"Quincy city, Massachusetts",1831,719,844,640,832,423,822,437,562,496,949,927,1472,1211,681,853,647
"G25062535","2016","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",31495,1257,860,898,1130,822,613,823,419,1068,1794,2634,4708,3895,3156,3824,3594,"Somerville city, Massachusetts",1639,499,501,426,611,442,311,471,331,614,747,846,1014,1048,757,840,868
"G25067000","2016","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",55894,6327,5152,3512,4166,2788,3307,3320,3093,2398,3892,4459,5794,3548,1715,1974,449,"Springfield city, Massachusetts",2220,1108,1344,984,1078,932,912,898,753,813,999,950,1188,898,618,663,280
"G25082000","2016","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",72092,7699,5163,4881,3248,3296,4248,4447,3724,2326,4662,5970,7239,6033,3155,2896,3105,"Worcester city, Massachusetts",2699,1358,1264,1245,761,959,943,1118,1122,804,1234,1238,1340,1209,838,799,931
"G26003000","2016","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",48343,4978,2051,1894,2181,2560,2153,1397,1642,1874,3127,3349,6090,4782,2388,3834,4043,"Ann Arbor city, Michigan",1769,1183,493,679,714,648,606,525,596,619,731,804,1002,857,646,814,693
"G26021000","2016","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",31162,2557,2384,2262,1816,1334,1484,1332,1374,1202,2606,2422,4008,2223,1502,1454,1202,"Dearborn city, Michigan",1845,629,861,671,565,450,600,511,435,476,581,581,892,569,544,513,351
"G26022000","2016","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",259295,53099,23559,20332,20325,17953,15589,14004,12381,9894,16555,18857,17321,8812,4553,4144,1917,"Detroit city, Michigan",4821,3070,2278,2063,1898,1930,1628,1718,1637,1386,1928,1975,1809,1437,856,893,559
"G26027440","2016","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",35360,1241,1460,1715,1429,1625,1293,1378,1379,1036,3029,2606,4332,4065,1966,3627,3179,"Farmington Hills city, Michigan",1587,474,610,706,775,787,669,570,715,648,886,710,777,878,466,829,705
"G26029000","2016","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",38859,8384,4441,2997,2785,3202,2503,1847,2198,1616,2745,2390,1997,1059,339,286,70,"Flint city, Michigan",1884,1323,959,1016,839,906,835,657,753,708,661,692,503,390,296,250,69
"G26034000","2016","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",73880,7213,3611,4784,5730,3224,4784,2841,4221,3526,5820,8708,8588,4544,2542,2353,1391,"Grand Rapids city, Michigan",2222,1219,732,1111,1184,848,1125,726,1089,1012,952,1454,1243,974,655,596,459
"G26042160","2016","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",27790,3341,2363,2286,1287,1561,1850,973,2072,1039,2970,2735,2638,960,581,495,639,"Kalamazoo city, Michigan",1698,885,891,835,467,406,659,414,758,477,916,815,647,340,295,238,250
"G26046000","2016","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",49334,5242,2986,3284,4161,2974,3130,2798,2415,3391,4845,5047,4433,2712,1008,537,371,"Lansing city, Michigan",1973,1094,812,933,985,861,807,789,748,899,1086,937,1000,795,453,272,271
"G26049000","2016","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",37441,1707,962,653,1616,1203,1297,1765,1694,1818,3049,3877,5354,4730,3294,2150,2272,"Livonia city, Michigan",1240,561,267,259,423,402,498,560,530,448,691,723,863,844,683,450,521
"G26069035","2016","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",27843,866,448,1119,1078,837,978,840,1412,783,1775,2780,3999,3143,2218,2312,3255,"Rochester Hills city, Michigan",1254,429,342,488,413,380,397,362,635,432,617,735,827,684,546,552,642
"G26074900","2016","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",33963,2686,1402,1738,1695,1072,2360,1936,2440,1756,2097,4482,4334,2547,1290,1543,585,"Southfield city, Michigan",1663,932,632,545,660,464,724,662,765,631,646,939,1109,682,503,580,287
"G26076460","2016","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",48904,2263,1508,1697,2872,1723,3023,2872,2242,1356,3933,5915,6930,4902,3758,2497,1413,"Sterling Heights city, Michigan",1831,775,616,715,951,535,864,824,722,485,967,1124,1138,1103,995,707,597
"G26080700","2016","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",32801,644,792,913,916,645,1283,678,484,989,1689,3219,5134,3813,3111,3994,4497,"Troy city, Michigan",1224,324,348,365,449,291,462,265,272,447,607,745,906,767,699,814,694
"G26084000","2016","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",52164,3382,2677,3331,3840,3707,3325,2712,2293,3079,4354,5948,6409,3522,1910,1019,656,"Warren city, Michigan",1736,820,779,986,917,1050,741,891,705,811,874,980,1007,751,548,354,270
"G26086000","2016","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",36968,2287,2051,2325,2578,1919,1786,1876,3424,1819,3111,3790,4888,2738,1255,663,458,"Westland city, Michigan",1648,693,603,577,836,637,513,499,969,615,830,849,977,653,534,291,285
"G26088940","2016","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",27985,1263,1447,1287,1149,1094,1819,1935,1675,1321,3448,3959,3041,1901,1234,1075,337,"Wyoming city, Michigan",1438,553,556,644,549,622,623,709,635,461,1060,891,837,652,452,581,185
"G27006616","2016","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",36866,1131,1362,2028,1112,1216,1096,1382,2512,1697,2636,3706,5293,4192,1906,3110,2487,"Bloomington city, Minnesota",1643,440,535,670,439,471,413,708,792,560,779,888,971,887,574,847,689
"G27007966","2016","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27711,1683,852,1322,1082,1807,1224,1070,1668,1090,1803,3081,4278,1728,1549,1558,1916,"Brooklyn Park city, Minnesota",1990,684,440,672,456,760,616,403,720,722,529,823,1171,565,544,533,608
"G27017000","2016","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",35137,3005,1896,2014,2542,1677,1699,1806,2048,1323,3106,3620,3785,2683,1439,935,1559,"Duluth city, Minnesota",1556,670,543,639,695,532,504,538,580,461,676,817,692,671,407,356,500
"G27017288","2016","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",27062,911,586,1035,491,571,776,1316,904,931,1945,2815,3977,2808,1791,3036,3169,"Eagan city, Minnesota",1174,387,356,419,329,368,321,633,438,453,631,712,880,698,481,696,584
"G27040166","2016","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",25244,261,290,248,735,300,211,394,1037,453,1658,2097,2991,3837,2592,4205,3935,"Maple Grove city, Minnesota",1212,268,209,239,488,262,156,264,442,276,680,620,864,954,749,1134,907
"G27043000","2016","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",171906,15424,10699,8539,9359,6444,7103,7708,6424,6710,11496,15471,19867,14872,10320,9562,11908,"Minneapolis city, Minnesota",3741,1886,1835,1481,1270,1170,1337,1486,1241,1359,1238,1553,1724,1411,1337,1292,1419
"G27051730","2016","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30648,876,286,919,959,543,565,1270,991,1462,1509,2002,4363,3581,2807,3134,5381,"Plymouth city, Minnesota",1327,535,199,479,536,329,330,705,417,639,592,694,843,1000,722,841,971
"G27054880","2016","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",46478,2115,1674,1572,2262,1574,1964,2308,2246,2224,3017,4375,7445,4423,3589,2931,2759,"Rochester city, Minnesota",1171,696,599,657,654,464,742,705,677,821,636,743,1248,820,916,656,492
"G27056896","2016","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",26515,2596,1925,827,1914,1243,1742,1521,1838,1518,2097,2535,2593,1702,1129,923,412,"St. Cloud city, Minnesota",1417,920,719,369,751,492,556,572,551,562,656,877,708,573,491,472,245
"G27058000","2016","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",112803,7586,7416,5392,5008,5478,6250,5455,4695,4904,10570,11882,12274,7659,5910,6563,5761,"St. Paul city, Minnesota",2654,1151,1202,1144,1165,947,1329,999,929,877,1521,1459,1432,1024,886,976,823
"G27071428","2016","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",23086,387,116,399,396,384,508,821,273,677,1087,2789,3018,3045,2686,3709,2791,"Woodbury city, Minnesota",1139,300,147,304,228,263,325,589,198,347,417,787,759,731,729,744,724
"G28029700","2016","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",27723,3201,2219,1312,1617,2219,1683,1760,1727,1518,2344,2499,2621,952,880,820,351,"Gulfport city, Mississippi",1801,952,881,567,712,739,708,678,634,548,692,808,794,417,563,516,237
"G28036000","2016","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",64929,6053,4402,5028,5188,4005,3974,4000,4794,2694,4401,6242,5678,3245,1710,1488,2027,"Jackson city, Mississippi",1691,1024,1027,1305,1117,1164,1080,1094,1098,930,1233,1488,1251,1025,596,479,676
"G29015670","2016","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",47982,5611,2931,2019,3121,2803,1823,2062,2038,1557,3010,4026,6766,3971,2070,1981,2193,"Columbia city, Missouri",1981,1207,1019,638,1028,1199,658,839,831,739,896,1140,1400,1130,815,621,835
"G29035000","2016","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",48151,2875,3333,1755,2834,2424,2383,3789,3675,3423,4473,3836,6097,2830,1676,1677,1071,"Independence city, Missouri",2137,898,938,774,790,734,792,1035,1028,1028,1057,891,1238,663,589,608,554
"G29038000","2016","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",198202,15168,10161,11555,10782,8903,11700,9478,10366,8087,16067,23436,23754,15249,7612,8120,7764,"Kansas City city, Missouri",3931,1838,1530,1461,1688,1390,1376,1601,1465,1203,1867,2575,2038,1812,1228,1308,1222
"G29041348","2016","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",35217,1493,783,1519,1032,813,743,1901,1045,1632,1726,2586,6154,3748,3506,3626,2910,"Lee's Summit city, Missouri",1522,829,435,749,490,451,467,917,527,581,732,671,1036,858,707,911,717
"G29054074","2016","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",30696,701,478,774,772,1053,1507,601,1375,939,1522,2841,6198,4112,3049,2653,2121,"O'Fallon city, Missouri",1302,422,284,609,412,445,580,318,650,535,498,695,1226,901,855,601,581
"G29064082","2016","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",28060,842,1420,778,1239,997,1517,1219,1475,1592,2454,3088,4157,2111,1578,2408,1185,"St. Charles city, Missouri",1730,329,806,465,550,370,632,424,581,699,830,936,1125,591,462,558,517
"G29064550","2016","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",29434,2500,1820,2487,1234,1978,2448,647,1769,1033,2546,3868,2927,1848,1054,598,677,"St. Joseph city, Missouri",1168,750,728,702,483,725,964,329,667,384,755,870,808,611,443,308,356
"G29065000","2016","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",139021,18919,9498,8434,8004,7926,8974,7095,7303,6356,10401,12043,11411,8235,4216,4890,5316,"St. Louis city, Missouri",3248,1969,1675,1413,1039,1225,1346,1576,1564,1388,1559,1426,1332,1216,984,1070,1006
"G29070000","2016","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",74126,10969,4963,6249,5662,4892,5971,4565,2885,3064,6979,7030,4578,2901,1780,923,715,"Springfield city, Missouri",2114,1638,1231,1047,1114,1119,1364,1045,743,913,1226,1197,1039,835,754,390,355
"G30006550","2016","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",46477,2255,1962,2280,3033,2507,2043,2173,2343,2467,4569,5276,5683,3437,2036,2554,1859,"Billings city, Montana",1501,717,695,800,884,891,602,890,663,831,931,1253,1177,987,637,757,541
"G30050200","2016","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",30350,2854,1767,2301,1456,1644,1932,1914,1538,1549,2659,2202,3610,1319,1220,1125,1260,"Missoula city, Montana",1325,1176,646,700,569,751,929,746,813,728,712,576,938,638,753,492,559
"G31028000","2016","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",112386,7814,4636,4585,6442,7722,6284,5131,5049,5049,6831,13692,14531,10020,6227,4203,4170,"Lincoln city, Nebraska",2187,1633,1068,1129,1172,1460,1193,1023,1036,1104,1173,1598,1861,1319,1087,789,795
"G31037000","2016","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",175881,13002,9269,7189,9122,7362,10038,9330,9278,9024,14103,17451,21204,13691,7310,9319,9189,"Omaha city, Nebraska",2312,1556,1218,1322,1503,1460,1533,1301,1390,1476,1913,2024,2015,1525,1121,1401,1227
"G32023770","2016","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",46851,2587,1042,1320,629,1635,2343,2032,2218,1833,3889,5000,8544,5162,3067,3028,2522,"Enterprise CDP, Nevada",3154,992,596,531,302,747,824,841,849,815,1004,1164,1574,1262,921,846,655
"G32031900","2016","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",110948,5132,3681,4538,3788,3908,3696,3997,5280,3579,10294,13744,16209,10966,7675,7616,6845,"Henderson city, Nevada",3066,1202,1057,1202,973,1035,807,1003,914,756,1303,1789,2049,1630,1262,1270,1326
