GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G32040000","2016","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",223819,16472,10605,12323,10907,13226,14237,10111,11376,10289,17126,21984,27505,18312,11326,8575,9445,"Las Vegas city, Nevada",4854,2008,1455,1679,1552,1907,2158,1638,1537,1404,1774,1855,2623,1839,1616,1318,1426
"G32051800","2016","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",71898,3804,2404,3166,2513,4355,4043,3162,4491,3910,5921,9862,10419,6415,2662,3109,1662,"North Las Vegas city, Nevada",2796,941,632,836,882,1141,1162,960,1042,1153,1218,1705,1366,1469,750,900,676
"G32054600","2016","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",90237,8489,3825,4822,7294,6668,6070,5397,4409,3859,5610,8393,10838,6527,3213,2053,2770,"Paradise CDP, Nevada",3782,1718,1004,1023,1330,1354,1550,1143,1159,870,1200,1396,1607,1477,844,595,892
"G32060600","2016","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",96742,5836,4573,5933,4199,5890,5331,5932,5817,3453,8848,8005,12099,7369,5019,3966,4472,"Reno city, Nevada",2577,1026,996,1195,982,1262,1049,1410,1305,870,1173,1509,1649,1115,1126,1043,1179
"G32068400","2016","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",37218,1819,1423,2857,2416,1687,1972,999,2238,1308,2529,4777,4821,2797,2213,1998,1364,"Sparks city, Nevada",1912,721,734,985,735,692,791,447,793,565,640,1029,1027,792,776,732,451
"G32068585","2016","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",75225,3172,2454,3467,3910,4372,4360,4770,4214,3406,7955,9166,9469,6297,3017,2750,2446,"Spring Valley CDP, Nevada",3262,772,701,1060,1027,1102,865,1142,1046,1143,1326,1509,1711,1259,840,1095,569
"G32071400","2016","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",60814,6523,3926,4336,4591,4681,3950,4137,2801,3124,4109,6014,6106,3144,1909,943,520,"Sunrise Manor CDP, Nevada",2710,1320,922,970,1071,1113,1077,1005,710,805,901,1082,1195,874,521,451,268
"G33045140","2016","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",46141,2926,2487,2433,2097,3138,2414,1022,1808,2060,4301,6146,5471,4386,2766,1391,1295,"Manchester city, New Hampshire",1594,1031,992,901,811,761,688,416,618,655,932,1226,949,947,842,557,374
"G33050260","2016","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",35663,1811,1039,1479,1228,2171,1295,2275,1397,1279,2280,2823,5318,4086,2234,3029,1919,"Nashua city, New Hampshire",1703,761,433,593,482,886,539,932,564,495,753,756,1169,849,736,899,570
"G34003580","2016","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",25222,2360,777,725,1782,671,1292,1160,911,846,2155,2314,3119,1618,1432,2128,1932,"Bayonne city, New Jersey",1587,889,368,418,647,512,621,602,473,465,822,767,803,533,546,767,592
"G34010000","2016","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",24505,4146,3180,2646,1623,2390,999,999,972,877,1733,1277,1920,783,56,411,493,"Camden city, New Jersey",1571,1134,879,764,538,1004,498,498,496,620,922,517,726,450,93,268,453
"G34013690","2016","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",28998,520,994,1632,1289,1154,1565,1163,933,997,1769,2274,4222,3765,2017,2838,1866,"Clifton city, New Jersey",1494,295,438,677,890,464,673,437,443,530,653,860,1027,933,624,674,559
"G34019390","2016","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",22751,2558,1719,1640,1625,1302,1144,1148,1275,937,2351,2100,1859,1122,775,668,528,"East Orange city, New Jersey",1471,737,675,555,606,471,594,532,615,430,850,661,570,453,332,266,354
"G34021000","2016","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",41026,3720,2117,2689,2660,2756,2067,2738,2812,2887,3852,4037,3670,2265,1052,802,902,"Elizabeth city, New Jersey",1829,908,711,760,855,896,679,813,868,785,983,868,917,738,436,394,440
"G34036000","2016","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",99715,9136,4469,4233,4858,4476,3356,3293,3782,4152,6366,6577,9840,9927,5933,7867,11450,"Jersey City city, New Jersey",2607,1388,949,951,1172,1099,809,880,1071,1052,1493,1157,1193,1602,1182,1525,1571
"G34051000","2016","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",99576,18245,8551,8945,6020,6195,5866,5566,4713,2706,6430,7018,7567,5680,2035,2671,1368,"Newark city, New Jersey",2632,2158,1523,1654,1461,1351,1170,1325,1198,897,1378,1538,1283,1258,828,811,474
"G34056550","2016","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19276,2132,1341,2270,1155,1235,915,847,757,877,1696,1615,1442,1192,719,483,600,"Passaic city, New Jersey",1282,698,565,849,520,567,564,469,425,503,759,621,556,480,294,380,263
"G34057000","2016","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",46531,6110,3523,4956,2830,2940,2123,2443,2677,1999,3262,3797,4053,2725,1468,551,1074,"Paterson city, New Jersey",1720,1021,919,1143,826,851,699,787,636,975,845,1137,834,930,579,315,518
"G34073110","2016","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",33456,2205,855,1626,1029,2316,1673,1048,1339,867,1395,3042,5755,2923,2813,2269,2301,"Toms River CDP, New Jersey",1589,808,322,531,550,804,540,460,482,420,469,738,1156,686,754,596,765
"G34074000","2016","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",26849,4003,2435,2969,1750,1604,1330,907,988,609,1956,1806,2146,2098,1271,727,250,"Trenton city, New Jersey",1781,1080,853,797,497,684,616,408,539,364,669,687,713,667,627,298,248
"G34074630","2016","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",24642,2311,1512,1766,1267,1041,1375,1566,1181,949,2296,2397,2931,1582,872,1058,538,"Union City city, New Jersey",1147,707,592,602,594,595,552,597,584,425,742,725,848,590,481,434,275
"G35002000","2016","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",220918,16823,12985,13717,13057,12209,11828,8802,10332,9660,17750,22194,26711,17535,8601,9056,9658,"Albuquerque city, New Mexico",2957,2392,1730,2169,1963,1851,1784,1748,1460,1951,1946,2101,2671,1835,1406,1452,1335
"G35039380","2016","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",39169,5079,3741,2115,2462,2319,2226,1793,1815,1626,2817,3375,4522,2750,674,1137,718,"Las Cruces city, New Mexico",1776,1445,1257,951,897,831,801,835,758,551,1050,1004,1123,994,392,512,474
"G35063460","2016","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",34795,1593,1437,1851,1535,904,1309,1228,1817,1554,3960,3750,4778,3711,1869,1897,1602,"Rio Rancho city, New Mexico",1090,657,628,740,588,435,452,678,662,894,993,943,1007,1131,653,674,720
"G35070500","2016","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",34975,3100,827,1496,1407,2209,1739,1337,2415,2297,3131,3183,4116,2425,2110,1529,1654,"Santa Fe city, New Mexico",1517,714,335,555,618,727,601,539,690,666,807,668,846,647,666,360,468
"G36001000","2016","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",41143,5080,3245,2925,2449,1778,2680,1339,2471,1436,2533,4048,3368,3052,1578,1944,1217,"Albany city, New York",2071,1412,952,968,950,794,1007,558,1068,671,810,986,774,847,568,625,474
"G36008026","2016","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",13383,757,483,446,478,394,579,271,970,374,1268,1689,2133,753,888,1245,655,"Brentwood CDP, New York",1323,449,338,418,329,238,388,278,517,301,487,681,750,331,431,557,335
"G36011000","2016","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",106139,17055,10279,8828,7186,6221,4780,4224,4849,3935,7840,8855,8342,4953,2840,3245,2707,"Buffalo city, New York",2998,2275,1319,1408,1242,1112,873,1021,1134,937,1398,1380,1316,976,792,800,814
"G36015000","2016","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",32626,1704,1950,1544,1790,2128,2216,2181,2218,1184,4040,3502,3574,2168,942,1199,286,"Cheektowaga CDP, New York",1577,650,643,507,706,674,664,661,762,446,869,666,701,586,454,496,207
"G36049121","2016","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",24658,2502,822,1116,1764,1461,1343,1044,1061,680,2041,2079,2745,1944,986,1511,1559,"Mount Vernon city, New York",1576,783,427,521,546,563,626,522,465,393,679,777,681,674,410,540,480
"G36050617","2016","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",28795,1983,1989,1644,802,1209,1008,1118,740,436,1383,1988,2923,2929,1711,3001,3931,"New Rochelle city, New York",1765,806,995,556,461,564,634,739,387,386,546,581,827,1131,674,799,801
"G36051000","2016","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3114811,310733,174996,152943,139525,129966,138064,120633,114392,97630,194392,270549,348022,254860,169256,207834,291016,"New York city, New York",11631,9518,7180,5444,5055,5152,6483,5655,5645,5847,7948,9543,10003,8353,6499,7820,7525
"G36063000","2016","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",84688,15535,7712,5395,5597,6115,4603,4207,3413,2963,7054,6021,7514,3055,2491,2022,991,"Rochester city, New York",2818,1787,1269,1015,1184,1177,1091,1031,728,780,1120,1011,1172,810,791,666,361
"G36065508","2016","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",20407,936,2446,1178,1830,1345,1671,998,1570,925,1527,1437,2128,978,265,787,386,"Schenectady city, New York",1677,453,1022,487,700,660,685,367,626,518,461,450,680,378,179,433,199
"G36073000","2016","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",56295,9125,5474,4058,3939,3015,3202,2769,2805,2185,3409,4263,4440,3097,1914,1361,1239,"Syracuse city, New York",2177,1403,1024,948,900,852,814,716,618,731,730,906,958,746,643,544,506
"G36084000","2016","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",72040,6311,3207,3234,3340,3001,2861,2797,3668,2253,4049,5904,9128,6695,4513,5741,5338,"Yonkers city, New York",2362,1358,1022,1045,974,954,874,1083,1113,626,1107,1254,1374,1322,1078,961,944
"G37002140","2016","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",37527,2155,2623,2661,2686,2414,2164,1020,2672,1772,3701,4009,3907,2225,1227,964,1327,"Asheville city, North Carolina",1859,919,905,893,944,877,888,441,982,694,977,1035,974,783,434,310,470
"G37010740","2016","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",60298,1125,1001,1078,1710,1333,1709,2163,1755,2067,2912,4510,8685,7589,5305,7966,9390,"Cary town, North Carolina",1772,447,571,488,704,563,792,863,678,613,694,881,1269,1284,919,1241,1269
"G37012000","2016","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",319816,18787,10358,14729,13301,15926,15987,13581,15598,13040,24934,33414,41110,29649,17427,17360,24615,"Charlotte city, North Carolina",3520,2529,1589,2023,1774,2108,1788,1748,1957,1827,2877,2846,3152,2644,1990,2023,1970
"G37014100","2016","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",31432,1963,1298,1007,1144,1740,1630,1034,1273,1386,3226,2990,4263,2465,1410,2442,2161,"Concord city, North Carolina",1499,678,574,450,532,696,657,490,387,614,1068,843,921,711,583,1028,634
"G37019000","2016","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",106400,7832,5568,4089,5030,3842,7325,4726,7994,4194,8980,8536,12948,8261,5790,5633,5652,"Durham city, North Carolina",2238,1393,1237,1110,1128,1128,1901,1034,1781,1218,1356,1625,1871,1732,1393,1223,1064
"G37022920","2016","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",79645,6934,5473,3878,5515,5191,4793,4608,5116,4332,7443,9376,7844,4499,1864,1465,1314,"Fayetteville city, North Carolina",2226,1083,957,790,1078,1067,954,813,1010,1019,1247,1528,1189,889,577,632,385
"G37025580","2016","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",29559,2410,1237,1678,2101,1601,1995,1165,1557,1643,2410,3120,3752,1884,1092,1176,738,"Gastonia city, North Carolina",1426,658,551,628,701,703,663,401,629,651,639,843,810,686,382,410,378
"G37028000","2016","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",113922,11031,8282,6979,7363,6060,6254,5479,5413,6951,10109,8860,11247,7500,3807,3429,5158,"Greensboro city, North Carolina",2613,1989,1444,1548,1725,1320,1300,1268,1437,1503,1535,1508,1516,1238,910,805,1098
"G37028080","2016","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",37921,6282,3457,3182,1402,1780,1951,1794,1579,1528,2759,3940,2424,2673,788,1139,1243,"Greenville city, North Carolina",1889,1305,1108,1159,614,800,873,859,710,659,1083,1213,818,797,361,467,486
"G37031400","2016","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",43265,3353,3453,2670,2858,3141,3563,2014,2299,2299,2831,4003,3700,2751,1556,1272,1502,"High Point city, North Carolina",2413,934,958,750,1071,994,1033,572,653,750,992,867,897,828,582,512,443
"G37034200","2016","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",19925,1299,1488,859,712,1746,2297,1714,1337,815,1775,1861,2014,736,558,489,225,"Jacksonville city, North Carolina",1598,578,757,578,384,756,1009,686,604,600,761,768,908,406,405,361,224
"G37055000","2016","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",180773,7543,6659,6339,6962,6685,10032,6644,9810,6946,17129,20021,26148,15339,8877,12024,13615,"Raleigh city, North Carolina",4669,1317,1379,1610,1575,1513,1647,1416,1952,1317,2329,2243,3157,2084,1392,1500,1834
"G37074440","2016","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",50083,7460,2644,3609,3470,2744,2692,2663,2135,877,4548,3198,4932,3007,1346,1938,2820,"Wilmington city, North Carolina",2470,1565,1014,1100,1067,1012,816,1000,867,394,1226,773,999,978,524,623,810
"G37075000","2016","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",95506,9581,6978,6180,5704,5246,6012,4526,4965,4442,7246,9233,10053,5130,3165,2366,4679,"Winston-Salem city, North Carolina",2362,1455,1546,1464,1151,1083,1172,903,1077,1099,1258,1441,1376,979,851,672,761
"G38007200","2016","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",30628,1685,579,1353,1142,1190,1826,579,1967,1993,3201,3064,4477,3368,1896,792,1516,"Bismarck city, North Dakota",1302,712,358,563,490,515,673,393,680,784,992,845,985,873,589,347,507
"G38025700","2016","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",55368,3322,3225,3478,2647,2952,2461,3146,2078,2225,5687,6568,6450,4470,2160,2293,2206,"Fargo city, North Dakota",1786,946,1146,1226,918,1281,916,885,623,981,1701,1467,1276,1634,714,807,754
"G39001000","2016","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",83071,8861,6671,6671,6336,7175,5586,4810,3934,2697,7023,7278,8350,2514,2347,1376,1442,"Akron city, Ohio",2714,1831,1315,1158,1280,1505,1114,1040,801,798,1269,1387,1236,688,834,494,548
"G39012000","2016","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",29592,3548,2702,2334,2801,2541,1982,1807,1569,1164,2565,2921,2084,753,363,301,157,"Canton city, Ohio",1825,817,798,926,936,809,673,776,669,486,745,756,673,465,242,229,160
"G39015000","2016","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",135565,17938,11325,10472,8466,7317,8282,5296,5394,5820,11402,11245,11175,6730,4569,4298,5836,"Cincinnati city, Ohio",3185,2174,1585,1662,1744,1236,1754,1022,1351,1230,1660,1686,1320,1274,1107,968,1002
"G39016000","2016","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",168306,35538,16851,12041,12772,11539,9755,8167,9174,5794,10989,12715,10661,5234,2461,2009,2606,"Cleveland city, Ohio",3533,2813,1863,1442,1387,1702,1316,1085,1484,894,1541,1467,1403,1023,641,460,729
"G39018000","2016","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",349113,32008,18065,17801,18816,18571,21279,15695,18162,15111,29923,39394,42359,27475,13480,12452,8522,"Columbus city, Ohio",5053,2834,2319,2059,2424,2551,2747,1845,2158,2222,2638,3363,3849,2591,1846,1769,1308
"G39021000","2016","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",58722,9824,6541,5208,4723,3791,3230,2628,2783,1970,4027,4208,5320,1764,1443,773,489,"Dayton city, Ohio",2502,1350,1066,1025,987,1068,875,763,792,693,861,1002,963,566,517,341,256
"G39044856","2016","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",26325,3535,2050,2027,1813,1723,1444,1131,1344,1064,2220,2832,2901,1057,364,499,321,"Lorain city, Ohio",1310,995,660,825,642,564,543,489,660,355,702,854,609,455,278,303,229
"G39061000","2016","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",33376,1335,1341,1843,1626,2107,1978,1909,1802,1579,3345,3401,5342,3159,1491,776,342,"Parma city, Ohio",1607,504,513,541,466,692,520,619,636,385,815,853,794,606,412,329,222
"G39077000","2016","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",118122,14863,10801,8825,8885,7885,7326,6558,5398,4492,8786,12372,9403,6812,2829,1798,1089,"Toledo city, Ohio",2335,2185,1731,1469,1669,1593,1504,1173,1013,1189,1354,1975,1102,1262,750,497,366
"G39088000","2016","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",26697,4968,1978,3406,2316,1807,1482,1460,1636,985,1834,1418,1948,853,248,141,217,"Youngstown city, Ohio",1745,966,505,747,627,545,479,560,656,394,567,499,596,436,169,123,135
"G40009050","2016","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",40978,1690,981,1263,1775,1358,1439,1595,2245,1536,3081,5108,6819,5216,2558,2636,1678,"Broken Arrow city, Oklahoma",1212,415,372,387,496,437,426,613,547,428,658,940,800,746,573,616,492
"G40023200","2016","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",32433,1162,1115,1452,1079,819,875,1861,1828,1020,1883,2231,3342,3547,3154,2874,4191,"Edmond city, Oklahoma",1506,526,506,445,465,431,345,701,793,427,682,583,780,791,726,717,914
