GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G3700810","2011","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",197636,19284,13073,13850,9874,15173,11849,9337,8598,7229,15925,19369,21071,12856,6999,7517,5632,"Guilford County, North Carolina",3168,2617,1967,2140,1357,2335,2266,1465,1557,1457,2614,2587,2197,2224,1330,1337,1182
"G3700850","2011","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",41582,2956,2574,2792,3765,3382,2718,2904,1409,2362,2875,4861,4556,2303,1052,503,570,"Harnett County, North Carolina",1439,769,774,917,876,991,1060,862,473,936,745,1244,940,696,507,217,597
"G3700890","2011","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",43481,1582,3516,3082,1695,3292,2542,2388,2671,2507,4371,4294,4831,2763,1393,1260,1294,"Henderson County, North Carolina",1948,679,937,1039,668,1108,799,775,884,915,1059,1133,1258,890,626,526,526
"G3700970","2011","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",59952,4272,3613,3032,4578,3802,2460,3419,2301,2255,6271,6090,5154,4970,1933,2863,2939,"Iredell County, North Carolina",2587,1362,1196,1122,1576,1537,854,1117,920,1031,1388,1673,1437,1635,1076,1287,1222
"G3701010","2011","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",59933,4598,3832,4200,3638,3349,2632,2328,3866,3243,4284,7250,6894,4512,2272,2219,816,"Johnston County, North Carolina",2297,1482,1301,1498,1646,1436,1174,1158,1309,1382,1164,1758,1892,1374,1258,1286,647
"G3701090","2011","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",28730,2190,1642,1754,1403,1227,1830,843,1832,1297,1830,2633,3999,2255,663,1240,2092,"Lincoln County, North Carolina",1493,743,692,649,698,549,882,494,697,564,654,787,1047,898,337,659,1107
"G3701190","2011","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",362341,23106,19071,17353,21206,19993,20325,17881,18790,14431,29511,35558,39983,27864,17538,19446,20285,"Mecklenburg County, North Carolina",3976,2652,2489,2413,2588,2531,3287,2875,2817,2526,3014,3815,3471,3160,2982,2493,2230
"G3701250","2011","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",35673,2489,3592,1856,2640,1931,2218,1538,1532,2282,2617,3765,3768,2275,543,1268,1359,"Moore County, North Carolina",1867,780,1198,692,782,608,847,701,594,847,743,895,1047,833,344,541,501
"G3701270","2011","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",36805,2723,2542,2373,2835,2813,1976,1574,1812,1548,4020,3676,4096,2601,631,1355,230,"Nash County, North Carolina",1407,809,676,805,973,826,738,716,622,596,971,1029,935,689,328,482,187
"G3701290","2011","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",87323,9208,4202,5370,5405,4913,6034,3842,3989,3837,6254,8156,8796,6595,4153,3288,3281,"New Hanover County, North Carolina",2598,1941,1153,1513,1409,1522,1664,1168,1396,1517,2080,1949,1929,1821,1151,1142,1046
"G3701330","2011","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",59806,4456,2660,4572,3677,3127,4691,3186,3128,3579,6956,8412,6018,2836,839,1115,554,"Onslow County, North Carolina",2086,1557,802,1344,893,1112,1389,1199,940,1280,1451,1766,1367,1129,463,618,339
"G3701350","2011","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",51108,5746,2450,2914,2396,1850,1989,2277,2101,1728,2993,4272,5613,3601,3273,3262,4643,"Orange County, North Carolina",1689,1137,784,818,695,668,757,816,807,705,766,1051,1230,998,851,832,1004
"G3701470","2011","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",63322,8397,4539,4259,4542,3525,4148,2910,2889,2337,5360,5014,5656,4585,2191,1674,1296,"Pitt County, North Carolina",2588,1931,1323,1411,1363,1374,1396,1268,1174,1103,1468,1318,1480,1350,1047,845,723
"G3701510","2011","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",55291,3374,4526,3913,3831,4067,4671,3106,2637,1476,4816,6526,6282,3736,1242,630,458,"Randolph County, North Carolina",1445,824,1122,1092,843,1087,1168,1044,870,553,1024,1309,1294,961,499,377,309
"G3701550","2011","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",44026,6239,4437,3780,4501,2645,2612,1902,2258,2028,3213,3203,4320,1351,518,421,598,"Robeson County, North Carolina",1520,1050,1067,1051,1023,673,646,624,601,691,868,776,1168,519,275,265,339
"G3701570","2011","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",38184,3108,3378,3029,3266,3081,2632,2886,2276,1248,3506,3193,2960,2031,666,714,210,"Rockingham County, North Carolina",1333,716,759,913,1044,792,714,752,959,506,1001,644,745,693,378,387,192
"G3701590","2011","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",52767,5004,3979,3423,4556,2893,3492,3030,3214,3039,4720,4048,5532,3046,1403,684,704,"Rowan County, North Carolina",1697,1176,867,889,1008,726,1042,826,915,939,950,830,979,910,491,486,372
"G3701610","2011","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26944,2850,2428,2534,2242,1549,1688,980,1463,1259,1339,3685,2635,1452,325,245,270,"Rutherford County, North Carolina",1719,767,852,789,752,554,702,426,609,513,545,1153,810,655,232,218,205
"G3701710","2011","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",30856,4134,2815,3305,2221,2076,1801,1536,1873,1651,2505,1852,2845,1405,280,206,351,"Surry County, North Carolina",1053,1080,786,958,697,678,598,685,762,678,731,603,801,585,237,166,267
"G3701790","2011","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",65961,3089,1990,3798,3262,2187,3587,2125,3766,2768,5368,9442,8081,4802,4527,4153,3016,"Union County, North Carolina",2596,1067,858,1580,1033,858,1355,1090,1349,1100,1319,2055,1722,1532,1511,1350,1267
"G3701830","2011","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",342995,19957,13266,10374,11507,17927,18622,13678,15518,13567,29735,34937,43192,32207,24058,24608,19842,"Wake County, North Carolina",4799,2747,2280,2519,2117,2995,3298,2428,3371,2661,3839,4087,4410,4447,4124,3002,2169
"G3701910","2011","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",48584,5672,3730,4674,2523,3349,2266,2486,2679,2572,3255,6453,4457,1837,1092,1112,427,"Wayne County, North Carolina",1452,1140,1375,1217,975,916,712,902,838,1010,848,1557,1462,810,496,616,273
"G3701930","2011","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",27853,3385,2774,2724,2864,2123,1092,1644,1736,1128,2299,1535,2594,724,419,273,539,"Wilkes County, North Carolina",1428,1093,868,676,952,796,381,597,671,489,762,518,817,581,312,224,418
"G3701950","2011","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",30750,3557,2572,2716,1911,2129,1827,2336,1046,2021,1489,2954,2898,1746,604,406,538,"Wilson County, North Carolina",1354,959,630,632,649,663,770,655,352,660,525,764,835,556,339,363,396
"G3800150","2011","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",34483,2570,1512,1494,1724,1859,1620,1263,2215,985,2608,4390,4369,4171,1756,1319,628,"Burleigh County, North Dakota",972,910,606,697,540,641,644,457,761,455,741,923,959,927,622,499,325
"G3800170","2011","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",65891,6037,2979,2200,4731,3118,4389,2648,3974,2279,6373,5795,8051,5384,2757,2217,2959,"Cass County, North Dakota",1347,1503,849,675,1369,784,1128,933,1169,789,1913,1445,1353,1122,755,772,1075
"G3800350","2011","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",27255,2513,1761,1497,1908,1359,1640,1687,1519,1115,1723,3176,3417,1576,769,468,1127,"Grand Forks County, North Dakota",794,805,704,557,625,512,572,636,528,413,492,683,641,512,284,221,460
"G3900030","2011","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",40269,4167,2961,2401,2745,2731,1947,2228,2721,1856,3241,4051,4153,2339,1264,838,626,"Allen County, Ohio",1119,915,709,620,712,608,513,735,670,639,839,673,786,488,583,367,278
"G3900070","2011","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",39383,4260,3871,2117,3330,2441,2223,2119,2200,2631,2932,3787,3287,1835,1470,586,294,"Ashtabula County, Ohio",1326,983,1004,583,803,603,581,555,764,716,654,772,789,580,589,289,205
"G3900130","2011","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",28113,2423,1813,1649,2140,2014,1965,1574,1692,1708,2267,3028,3309,1375,487,503,166,"Belmont County, Ohio",1246,630,530,449,630,577,529,482,512,537,545,745,664,402,265,261,141
"G3900170","2011","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",134773,8742,7302,6849,6751,7012,5709,7226,7104,6200,11559,14677,16636,10817,6986,8279,2924,"Butler County, Ohio",2163,1436,1291,1460,1334,1396,1414,1415,1299,1287,1585,1901,2230,1684,1509,1452,819
"G3900230","2011","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",54573,5836,3746,3142,3778,3730,3005,3240,2994,2744,4696,4347,6272,3332,1384,1824,503,"Clark County, Ohio",1280,1002,802,644,879,871,693,779,754,692,834,796,986,773,572,574,254
"G3900250","2011","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",74952,3443,3406,4606,3807,4501,3630,3287,3542,3653,5177,9059,10114,5912,3686,4688,2441,"Clermont County, Ohio",1455,1058,812,1097,1037,1063,1013,757,873,818,1083,1384,1418,1067,977,1130,786
"G3900290","2011","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",42430,2538,2701,3673,2997,2260,2708,2547,2150,1910,4209,5773,4464,2539,797,613,551,"Columbiana County, Ohio",1338,830,744,889,730,644,715,690,653,689,999,1095,1006,633,374,368,356
"G3900350","2011","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",533756,60206,40132,36151,34025,28795,32292,26073,27047,22131,40618,51035,53366,32748,16303,17302,15532,"Cuyahoga County, Ohio",5090,3629,2881,2795,2262,2319,2327,2111,2321,2251,2710,3160,3062,2444,1525,1777,1697
"G3900410","2011","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",65179,1966,1392,1523,2668,1224,2555,2634,2203,1441,3784,6724,9775,8205,6426,6780,5879,"Delaware County, Ohio",1038,732,459,563,813,462,723,776,789,631,999,1304,1413,1087,1212,994,1002
"G3900430","2011","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",31148,1962,2461,1912,1381,1242,1830,2381,1995,1117,2971,4070,3461,1831,1128,666,740,"Erie County, Ohio",1432,782,658,656,591,687,574,712,695,363,777,878,902,638,407,303,383
"G3900450","2011","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55064,2397,3535,2029,2606,2345,3493,3808,1606,2005,3896,6235,8376,6716,2537,1819,1661,"Fairfield County, Ohio",1450,943,876,641,1018,726,910,1254,547,595,1019,1411,1385,1441,851,585,817
"G3900490","2011","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",465653,44668,27335,25984,26123,25768,26635,23739,24439,17998,34732,49793,50657,34004,17329,18776,17673,"Franklin County, Ohio",4164,3044,2424,2630,2792,3037,2671,2510,3006,2549,2446,3870,3317,2666,2252,2562,2388
"G3900550","2011","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",34808,1734,996,1639,1384,1465,1429,1391,1840,895,3775,2478,4902,3946,1830,2487,2617,"Geauga County, Ohio",797,650,540,628,542,579,537,463,527,317,853,605,991,849,530,718,733
"G3900570","2011","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",63516,5560,3570,3154,2629,3187,1601,2569,3698,2267,5666,7231,7682,6132,3122,3057,2391,"Greene County, Ohio",1597,1137,927,1198,695,890,534,784,877,617,1156,1327,1134,1384,759,667,721
"G3900610","2011","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",315453,35327,21783,16101,19114,16332,17335,15485,13834,10722,22115,31168,33076,23565,14075,12182,13239,"Hamilton County, Ohio",4045,2966,2356,2329,2009,1872,2225,1671,1653,1769,2216,2628,2635,2104,1597,1183,1779
"G3900630","2011","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",29732,1774,2815,1736,2551,1373,1546,1522,984,1616,2488,3740,3194,1847,905,1042,599,"Hancock County, Ohio",1127,598,954,727,852,492,441,577,409,683,718,989,839,542,368,422,391
"G3900810","2011","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",27216,2400,2100,1649,1531,1850,1136,1712,2082,1245,2543,3015,3095,1469,528,333,528,"Jefferson County, Ohio",1138,525,531,444,525,494,388,565,641,350,752,693,749,465,332,209,404
"G3900850","2011","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",93514,4924,4002,4696,6105,6315,4188,5471,4319,4077,8861,9660,12690,7329,4953,3392,2532,"Lake County, Ohio",1848,1028,878,872,1100,1134,844,1010,887,815,1332,1354,1644,1084,814,692,784
"G3900890","2011","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",64659,5195,2819,4084,3020,3702,3229,2665,2433,2412,5814,8043,8876,4803,3390,2739,1435,"Licking County, Ohio",1424,1285,785,966,1005,903,889,743,831,714,1267,1174,1193,1177,824,774,645
"G3900930","2011","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",117308,8614,7371,5619,6769,6707,7879,4629,7638,5394,10539,12937,12821,8545,5457,3593,2796,"Lorain County, Ohio",2071,1492,1315,1007,1321,1441,1222,1198,1182,1179,1379,1916,1428,1051,1056,919,673
"G3900950","2011","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",177472,22487,12650,12946,13610,10397,10190,9525,8279,7591,13886,17383,16965,9480,4689,4080,3314,"Lucas County, Ohio",2868,2391,1414,1859,1736,1296,1456,1311,1394,1303,1829,1904,1864,1129,1036,818,796
"G3900990","2011","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",98065,9931,8531,6983,6595,6050,5754,5916,5967,4217,7603,9676,9404,5263,3131,1914,1130,"Mahoning County, Ohio",1987,1357,1199,1092,1222,1053,1058,1060,1359,1044,1324,1261,1277,1182,759,651,429
"G3901010","2011","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24654,2583,1543,1755,1530,1791,1564,1305,1015,1183,2081,2780,2298,1740,430,768,288,"Marion County, Ohio",1071,702,596,609,570,485,546,444,384,498,620,721,709,593,270,372,249
"G3901030","2011","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",65393,2510,2744,2346,3424,2805,3251,3045,3155,3191,6418,8630,8738,5029,3856,3525,2726,"Medina County, Ohio",1328,847,690,648,830,751,932,851,795,939,1190,1436,1226,855,883,811,567
"G3901090","2011","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41299,2648,2652,2148,2708,1894,3422,2434,2033,1773,3192,4870,5452,2533,1497,1649,394,"Miami County, Ohio",955,880,793,595,687,530,993,851,597,513,872,1103,971,652,497,711,226
"G3901130","2011","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",223673,23321,17418,13875,14723,15817,13372,11968,10263,8790,17823,21765,23881,12224,6707,6539,5187,"Montgomery County, Ohio",3300,2476,1835,1775,1757,1909,1715,2070,1512,1504,2207,2467,2406,1356,1124,1358,1175
"G3901190","2011","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",34639,2983,3452,2932,2946,2010,1626,2223,1636,1107,3168,3607,4068,1830,429,441,181,"Muskingum County, Ohio",1117,695,874,794,697,578,535,603,501,509,822,912,878,585,291,278,134
"G3901330","2011","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",59787,6022,2552,2603,3502,3808,2758,3758,2598,2566,5389,5613,8041,4893,2867,1466,1351,"Portage County, Ohio",1950,1067,764,796,846,987,616,918,731,670,1046,1180,1176,942,783,452,508
"G3901390","2011","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",48616,5182,2749,3552,2863,3080,3195,3600,2749,2522,4633,4236,4968,1616,1684,1102,885,"Richland County, Ohio",1491,981,692,679,727,723,903,992,714,843,1052,875,913,584,555,454,433
"G3901410","2011","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",28547,2431,1305,1346,2341,1455,2093,2180,1514,1209,1911,3030,3221,2409,1115,588,399,"Ross County, Ohio",1137,697,539,464,740,583,666,893,593,602,571,890,752,777,417,322,220
"G3901450","2011","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",28818,4133,3239,3385,1527,2337,2158,1269,1263,882,1807,2172,1987,1409,496,224,530,"Scioto County, Ohio",1208,1033,915,803,518,791,625,431,513,384,516,549,555,537,313,197,323
"G3901510","2011","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",148640,13647,9697,10391,10361,8156,10639,8405,7122,6513,13011,13513,16981,8878,4668,3771,2887,"Stark County, Ohio",2354,1791,1572,1645,1432,1137,1800,1309,1192,1144,1661,1808,1825,1528,948,868,774
"G3901530","2011","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",214909,18782,13698,12829,13110,11354,14441,9518,10281,10233,19543,22847,23458,13284,8247,6617,6667,"Summit County, Ohio",3184,2164,1789,1726,1519,1690,1946,1552,1761,1348,2019,2130,2236,1542,1378,1254,1057
"G3901550","2011","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",86844,7411,6679,6629,4614,6298,5840,4791,5535,3552,7582,10041,8437,5131,2010,1513,781,"Trumbull County, Ohio",1695,1132,1200,1301,1057,1185,988,886,1109,732,1114,1370,1170,918,576,511,351
"G3901570","2011","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",37151,2953,2760,3043,2184,2823,2432,1605,1868,2251,3761,3376,4549,1936,705,396,509,"Tuscarawas County, Ohio",1120,785,949,731,580,881,677,565,588,615,918,915,876,510,388,263,270
