GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G3900490","2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",522383,27991,17396,21784,25033,20039,22930,24085,20044,19218,44432,57252,66159,52372,31378,37178,35092,"Franklin County, Ohio",4463,2826,2694,2952,2898,3132,2704,2984,2827,2355,3596,4545,5094,4079,2962,3214,2526
"G3900550","2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",35439,872,808,781,1217,1858,1710,1287,1246,1160,2869,3330,4713,3582,3100,3241,3665,"Geauga County, Ohio",730,376,403,516,550,643,695,650,514,564,739,687,1037,873,808,878,845
"G3900570","2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",66154,2734,1825,2287,3165,2581,3778,3148,2734,2923,4327,6478,9085,5867,4482,5653,5087,"Greene County, Ohio",1441,960,785,732,965,934,1028,946,879,854,1090,1220,1552,1102,940,986,958
"G3900610","2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",347235,26628,14485,17087,17411,14759,15806,11884,14166,11273,29536,28847,38753,32808,20931,23814,29047,"Hamilton County, Ohio",3728,2719,2154,2124,2124,2378,1879,2008,1966,2045,2822,1966,3306,2544,2059,2179,2272
"G3900630","2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",32490,1439,935,1147,2169,1230,1723,1469,1596,1851,2316,3432,4574,2659,1803,2246,1901,"Hancock County, Ohio",1063,522,505,573,896,625,645,615,725,706,732,922,945,666,649,706,739
"G3900810","2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",27515,2650,1654,1684,1354,927,1238,1590,1622,1619,2378,2416,3234,2523,1086,1075,465,"Jefferson County, Ohio",1087,743,610,566,510,327,572,603,489,519,744,638,782,682,474,407,258
"G3900850","2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",96967,2671,3916,3399,4687,3467,4626,4669,4242,4621,8268,11421,15021,10625,5315,5972,4047,"Lake County, Ohio",1727,679,965,970,1224,927,1026,1301,895,1305,1256,1577,1829,1425,947,1213,801
"G3900890","2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",66604,3104,2731,1863,3392,3135,3134,1938,2285,2685,6119,6831,8719,6835,4903,4352,4578,"Licking County, Ohio",1282,947,892,725,980,829,1024,684,712,852,1267,1448,1535,1267,1065,999,1095
"G3900930","2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",120299,7899,6810,5444,5522,5150,6233,4793,4780,5276,9714,11614,16127,10976,6870,6450,6641,"Lorain County, Ohio",2470,1565,1363,1361,1453,1320,1259,921,1006,1157,1823,1769,2208,1404,1205,1213,1277
"G3900950","2019","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",182105,18887,8422,8710,11387,10796,10254,7176,8251,8161,12922,17741,20368,13618,9040,9374,6998,"Lucas County, Ohio",2681,2290,1442,1827,1723,2164,1647,1492,1521,1683,1726,2063,2386,1973,1513,1551,1334
"G3900990","2019","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",100057,8327,6612,5535,5950,5496,6710,4989,4813,4017,7768,8830,12764,7485,4407,3114,3240,"Mahoning County, Ohio",2085,1572,1195,1028,1214,1078,1236,1117,1149,1016,1065,1427,1697,1562,1127,760,1069
"G3901010","2019","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",25013,1744,1688,674,1300,1899,1007,1518,950,1572,2406,2515,3018,1817,867,892,1146,"Marion County, Ohio",1085,587,568,365,489,817,388,691,467,783,582,711,773,706,484,561,622
"G3901030","2019","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",70450,2275,1399,2078,1929,2307,3064,2483,2957,3390,5108,7492,9475,8978,5664,6218,5633,"Medina County, Ohio",1101,739,543,893,726,707,881,570,1004,1049,1165,1381,1517,1369,1005,1079,952
"G3901090","2019","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41273,1656,1545,2155,2193,1540,2042,1640,1929,1703,2869,4835,5752,5206,2401,2061,1746,"Miami County, Ohio",1168,674,668,766,760,731,775,501,688,741,781,1041,1164,1068,721,676,553
"G3901130","2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",224831,16276,9065,12441,11956,13314,10884,9872,11130,8469,17406,24458,30937,19015,11832,9151,8625,"Montgomery County, Ohio",2542,1926,1823,2121,1851,1904,1736,1462,1814,1476,2079,2564,2366,1983,1685,1623,1353
"G3901190","2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",33342,2372,1676,1909,1540,1980,2556,1816,1084,1319,1741,4658,4731,2344,1440,1423,753,"Muskingum County, Ohio",1373,783,597,666,517,790,876,685,443,486,533,1257,1031,705,488,532,406
"G3901330","2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",61018,3702,2448,2596,3513,2397,2872,2610,2811,4038,5494,5975,7545,6575,2977,3021,2444,"Portage County, Ohio",1936,1167,839,836,1065,816,1055,830,994,1134,1275,1273,1313,1261,881,785,696
"G3901390","2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",49812,3084,1800,2919,3607,2509,2456,2438,3242,1762,4558,6309,7594,3555,1882,1282,815,"Richland County, Ohio",1271,772,627,796,863,783,846,762,852,639,988,1092,1342,829,646,503,376
"G3901410","2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",28365,2236,1673,986,1720,2084,1845,730,1480,314,1659,3377,4786,2313,1281,955,926,"Ross County, Ohio",1372,766,615,455,716,682,752,421,712,229,566,871,1076,719,495,432,468
"G3901450","2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",29319,2905,2594,1697,1398,1427,946,2051,1530,957,2118,2095,4661,1713,1418,1133,676,"Scioto County, Ohio",1454,906,1037,612,614,621,467,823,680,541,686,602,1059,659,549,572,318
"G3901510","2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",154280,9347,7087,7154,9108,7136,8609,7196,8167,6631,12094,18607,19119,14794,6987,6404,5840,"Stark County, Ohio",2092,1751,1427,1369,1513,1421,1517,1137,1928,1172,1865,2274,2110,1717,1284,1128,941
"G3901530","2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",224629,15176,9495,10490,10573,10696,14102,10431,9661,9543,16286,24868,27500,16480,12026,13275,14027,"Summit County, Ohio",3214,2283,1562,1831,1668,1816,2184,1673,1528,1723,1676,2373,2704,1901,1616,1639,1745
"G3901550","2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",84159,6624,5471,4193,4743,5254,4443,4218,5189,4248,8870,9407,8522,5469,2509,2319,2680,"Trumbull County, Ohio",2060,1288,1474,1074,1113,1151,1000,923,1230,942,1555,1495,1351,958,781,702,757
"G3901570","2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",36788,2200,1497,1491,2277,1722,2602,1580,1989,1496,3650,4600,5306,2981,1758,715,924,"Tuscarawas County, Ohio",1156,836,599,518,832,586,769,548,747,497,929,927,1092,861,596,301,437
"G3901650","2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",84460,1858,1411,1396,2180,1128,2045,2605,4076,2109,6669,8724,12169,9987,6071,9658,12374,"Warren County, Ohio",1882,671,721,553,810,412,722,1122,1353,731,1555,1646,2092,1835,1200,1693,1806
"G3901690","2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",44589,2059,2405,1470,1738,2685,2598,1598,2067,2387,3948,5653,5965,3940,2610,1907,1559,"Wayne County, Ohio",806,645,787,535,610,782,774,563,635,615,778,1109,877,976,714,538,497
"G3901730","2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",51353,2722,1765,2517,2002,2396,2197,1652,2327,1993,4081,6134,7597,4120,2260,4352,3238,"Wood County, Ohio",1178,821,601,796,598,797,874,590,669,658,822,1222,1398,887,586,968,675
"G4000170","2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",46005,1652,869,659,1809,2242,2184,2678,1301,1416,3427,5138,8645,5594,2994,3004,2393,"Canadian County, Oklahoma",1005,716,436,302,715,865,990,984,570,531,879,1087,1380,1304,850,934,647
"G4000270","2019","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",108673,7110,3326,3748,4727,3148,5609,3981,4281,4683,9805,11177,14723,12958,7516,6741,5140,"Cleveland County, Oklahoma",1881,1568,858,1073,1249,775,1552,1056,988,1234,1537,1660,1644,1931,1443,1186,1112
"G4000310","2019","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",41843,2622,2355,2671,1656,2048,2498,2046,2335,2105,3941,3970,5103,3678,2674,1300,841,"Comanche County, Oklahoma",1796,735,918,940,580,649,752,746,744,858,1062,981,1142,902,847,543,403
"G4000370","2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",26561,1484,1477,1437,1232,1338,1543,1282,1098,1155,2255,3020,3863,1904,1127,1310,1036,"Creek County, Oklahoma",712,485,390,353,341,448,480,399,370,354,454,640,668,492,362,402,358
"G4001010","2019","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26842,2351,2002,1456,1481,2268,1784,1154,1357,1119,2112,2631,2388,1857,1372,777,733,"Muskogee County, Oklahoma",769,626,528,420,539,554,588,406,530,470,617,575,577,629,592,392,368
"G4001090","2019","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",305493,20872,14123,13002,15926,13837,13360,15263,16050,11551,27145,29937,37229,23504,16120,17745,19829,"Oklahoma County, Oklahoma",3296,2410,2275,1613,2116,2044,2238,2133,2254,1627,2393,2488,3002,2122,1916,1945,2064
"G4001190","2019","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",31788,4422,1595,2317,2112,1324,1902,1539,1768,1902,2618,1903,3823,1757,925,793,1088,"Payne County, Oklahoma",1484,1229,696,734,732,555,678,621,654,700,941,548,1099,536,361,434,510
"G4001250","2019","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",25655,1730,1621,1544,1634,1050,797,1520,1104,619,2726,3007,3241,1535,1770,1125,632,"Pottawatomie County, Oklahoma",667,376,419,449,384,327,322,495,388,218,652,503,659,451,443,381,297
"G4001310","2019","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",35531,1299,1265,1227,1369,1237,1332,1697,1478,1256,3593,4570,5332,3295,2528,2244,1809,"Rogers County, Oklahoma",891,449,339,363,392,505,407,484,451,409,734,714,671,565,663,588,501
"G4001430","2019","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",255352,16839,10289,11931,12208,13105,12785,12553,12122,9325,19845,26769,30848,21565,12685,14682,17801,"Tulsa County, Oklahoma",1952,1490,1059,1098,1129,1239,1540,1743,1330,1266,1822,1783,2256,1774,1447,1234,1458
"G4001450","2019","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",29837,917,1188,1243,1431,1227,1211,1111,1662,955,2627,3481,4388,2985,1912,2054,1445,"Wagoner County, Oklahoma",611,350,351,376,399,396,372,361,493,389,546,606,760,539,482,469,385
"G4100030","2019","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",37378,3281,1625,1010,1074,1660,1547,1212,871,1069,3287,3131,4738,3678,2873,3990,2332,"Benton County, Oregon",988,970,586,483,487,687,738,516,375,592,817,776,1048,1000,814,869,669
"G4100050","2019","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",161295,6771,3820,4120,4140,5831,5441,5860,6375,5206,11553,17051,21274,16146,14109,15715,17883,"Clackamas County, Oregon",2077,1852,1049,928,1092,1550,1351,1339,1511,1085,1750,2264,2341,1928,1850,1742,2041
"G4100170","2019","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",76528,5217,1865,1521,2244,3495,3043,2899,3545,2883,5450,7208,11724,7959,5587,6068,5820,"Deschutes County, Oregon",2717,1540,854,669,750,1335,1264,1112,1259,999,1520,1455,1725,1522,1398,1683,1403
"G4100190","2019","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",46186,2382,1450,2624,1957,3545,3034,2349,3244,3266,4870,4370,5660,2710,1846,1846,1033,"Douglas County, Oregon",1473,811,527,853,735,1057,939,935,1205,1057,1122,998,1170,753,613,674,552
"G4100290","2019","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",87800,5859,4214,3972,4301,4342,4694,4680,5458,2536,5861,9119,12510,6509,5198,4283,4264,"Jackson County, Oregon",2140,1396,1185,1310,1113,1456,1202,1455,1397,819,1370,1728,1983,1435,1149,951,958
"G4100330","2019","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",35206,1760,1202,3523,1852,1502,2184,3142,1465,1707,3562,3411,3689,2810,1411,1077,909,"Josephine County, Oregon",1163,647,567,1205,920,734,787,1316,605,743,1048,995,1081,992,722,480,401
"G4100350","2019","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",29357,1995,2018,2102,1068,1390,1276,1209,1451,794,2383,4249,3473,2190,1629,1433,697,"Klamath County, Oregon",1030,633,661,865,477,549,555,494,639,496,800,986,1082,864,701,563,360
"G4100390","2019","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",155696,9653,7924,7112,8750,7510,8053,7436,7048,6627,9757,17375,20580,14154,8798,7900,7019,"Lane County, Oregon",2263,1605,1467,1472,1544,1358,1397,1417,1345,1260,1734,1581,1845,1537,1638,1256,1188
"G4100430","2019","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",49407,1750,1842,1847,3059,1521,3382,2089,2906,1976,3223,5440,7962,5836,2617,2613,1344,"Linn County, Oregon",868,674,733,777,950,619,1012,745,866,762,891,1248,1266,1330,643,883,630
"G4100470","2019","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",121061,5126,5243,5144,4009,5139,5666,5366,4722,6179,8984,16067,17080,12134,7217,8537,4448,"Marion County, Oregon",2226,1327,1184,1350,1051,1033,1377,1376,1189,1379,1667,2058,1876,1930,1127,1845,1094
"G4100510","2019","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",337903,19829,11746,10658,11278,9883,12154,12017,13992,12499,24334,34247,42029,35479,25177,28850,33731,"Multnomah County, Oregon",3138,2518,1978,1901,1882,1603,1624,2043,1963,2075,3325,3100,3439,3213,2275,2627,2742
"G4100530","2019","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",31224,1530,1215,985,988,1321,890,1492,744,1260,1886,3437,3995,4351,3211,2380,1539,"Polk County, Oregon",920,582,703,419,437,557,419,772,405,421,684,959,1053,1088,1130,876,594
"G4100590","2019","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",27538,931,1258,1747,1309,1273,1259,1225,1397,1277,2011,2906,3740,3392,887,1433,1493,"Umatilla County, Oregon",1041,398,665,814,649,740,615,681,589,622,650,827,1018,890,507,516,579
"G4100670","2019","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",222877,9756,5274,4321,5691,6066,7490,6617,6307,6563,15183,23925,32891,23204,18258,25760,25571,"Washington County, Oregon",2644,1927,1213,1102,1306,1579,1701,1470,1403,1590,2302,3217,3355,2420,2053,2427,2980
"G4100710","2019","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",36323,2039,1298,1603,605,1142,900,1294,1778,1157,2894,4522,5559,3519,3298,2971,1744,"Yamhill County, Oregon",1266,803,556,586,301,518,505,595,746,473,790,1068,1134,929,890,833,477
"G4200010","2019","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",38703,1001,1239,1679,1936,1591,1559,2055,1362,1705,3056,3925,6742,3677,2585,2596,1995,"Adams County, Pennsylvania",1303,322,418,529,805,426,524,673,452,498,681,664,914,761,529,590,476
"G4200030","2019","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",553858,35633,20212,22362,24068,23089,24317,22658,22381,20620,43006,53807,70530,52256,36754,38501,43664,"Allegheny County, Pennsylvania",4070,3182,2383,2231,2792,2511,2780,2507,2393,2360,3502,3418,4429,2776,2982,2873,2479
"G4200050","2019","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",29095,902,1665,1800,1743,1167,1217,1305,1397,1758,2486,4080,3965,2240,1424,1211,735,"Armstrong County, Pennsylvania",869,318,441,562,484,344,377,476,410,395,666,895,672,560,463,338,300
"G4200070","2019","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",70745,3711,3374,4345,2646,2396,3780,4322,3388,2412,4631,7782,9709,6721,4056,4787,2685,"Beaver County, Pennsylvania",1646,948,905,1085,671,647,981,956,864,631,1027,990,1174,988,776,947,631
"G4200110","2019","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",154696,7807,4745,5007,6989,5610,6161,6296,7892,7021,11648,16304,21052,18241,11649,10202,8072,"Berks County, Pennsylvania",2552,1449,1061,1119,1365,1086,1152,1074,1424,1361,1622,1770,1948,2004,1334,1498,1152
"G4200130","2019","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",52497,3412,2507,2686,2571,3051,3102,3254,2593,2511,3575,5587,6612,4772,2142,2654,1468,"Blair County, Pennsylvania",1379,863,816,762,654,938,879,801,716,609,902,1010,1318,946,614,875,449
"G4200170","2019","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",240491,7111,4468,8795,8096,6281,6748,5947,7267,7695,13284,20511,31065,28567,20154,28945,35557,"Bucks County, Pennsylvania",2073,1660,1199,1618,1277,1312,1391,1382,1538,1519,1895,2133,2957,2349,2251,2424,2364
"G4200190","2019","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",77920,4803,2569,2965,2427,2950,2954,2117,2905,3570,6313,6451,10069,8047,6457,5730,7593,"Butler County, Pennsylvania",1627,1171,840,718,680,927,746,576,1014,1025,1128,1050,1325,1427,1389,978,1309
"G4200210","2019","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",56490,4502,4008,2858,3246,3630,2484,3028,2578,2313,4444,5861,7797,4259,2304,1857,1321,"Cambria County, Pennsylvania",1468,887,931,600,737,847,663,671,737,552,661,853,1139,684,654,613,419
"G4200250","2019","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",27107,984,933,917,1252,1554,1121,1530,867,1390,2662,2450,4349,3081,1453,1440,1124,"Carbon County, Pennsylvania",1430,565,503,482,586,620,454,648,505,555,743,748,1066,888,561,701,563
