GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G3600850","2015","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",167462,15945,6287,7235,5349,4718,5474,5401,5439,5582,9466,16502,20593,18269,14392,14775,12035,"Richmond County, New York",2019,2335,1168,1310,1300,1119,1231,1187,1201,1263,1750,2590,2146,2171,2022,2005,1508
"G3600870","2015","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",99875,3999,3566,4286,4225,3253,3255,2917,3664,2569,5354,7251,12296,11751,8138,9940,13411,"Rockland County, New York",1251,843,974,1023,1014,869,1146,800,789,792,1026,1156,1565,1836,1227,1337,1493
"G3600890","2015","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",42771,3987,2623,2708,3531,2362,2436,2592,2066,1810,3505,3756,5643,2516,1303,1418,515,"St. Lawrence County, New York",1308,993,648,688,859,666,553,521,576,554,638,563,995,511,360,612,248
"G3600910","2015","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",90999,2451,1961,4015,2571,2083,2942,3220,4079,3215,7093,11399,14125,11423,6817,8388,5217,"Saratoga County, New York",1975,766,595,981,673,597,768,806,820,910,1326,1839,1942,1632,1203,1163,1042
"G3600930","2015","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",52514,2633,2332,2229,2424,2612,1490,2608,2691,2262,4353,5187,8124,4229,3709,3177,2454,"Schenectady County, New York",1718,684,823,667,651,829,479,790,726,753,877,946,1279,784,708,618,638
"G3601010","2015","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",39517,2742,2599,2832,2092,2270,2509,1826,2098,1582,3480,3776,4693,3222,1483,1177,1136,"Steuben County, New York",1110,578,715,677,518,585,705,458,492,411,701,678,648,733,410,372,408
"G3601030","2015","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",481796,17786,11469,14204,17684,14300,14912,14047,14902,14103,28191,41760,65903,55883,39532,56384,60736,"Suffolk County, New York",4762,2143,1839,2061,2074,2022,2163,1786,1889,2004,2674,2801,2957,3344,3153,3049,3127
"G3601050","2015","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",28394,2055,1238,1977,1505,1632,1604,1458,1588,787,2042,3232,2810,2590,1492,1224,1160,"Sullivan County, New York",1577,671,517,612,543,675,671,465,573,442,643,665,808,714,483,427,413
"G3601090","2015","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",38112,3295,2310,1742,1943,1592,1767,1097,1441,1143,3297,4393,4563,2668,1812,2633,2416,"Tompkins County, New York",1463,871,809,695,736,623,524,512,519,483,945,1024,992,817,602,781,683
"G3601110","2015","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",69594,4520,3852,2862,3385,2883,3465,2967,3454,2962,4525,8068,8585,7166,3601,4846,2453,"Ulster County, New York",2222,1229,1016,777,771,809,904,798,938,880,879,1171,1359,1172,1003,859,641
"G3601130","2015","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",24222,1478,1297,976,1534,1326,1024,690,1016,1349,1542,3240,3243,2132,1427,1043,905,"Warren County, New York",1485,588,504,504,420,516,346,315,405,451,435,827,669,613,405,435,346
"G3601170","2015","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",35841,1837,2151,1274,1680,2097,2965,1746,1826,2148,3407,3386,4174,2844,1886,1437,983,"Wayne County, New York",1300,608,707,513,524,665,819,465,505,682,635,697,774,652,515,392,325
"G3601190","2015","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",338319,20010,10730,12193,12620,12449,11065,9347,9893,8806,18968,25386,34247,31816,24416,34409,61964,"Westchester County, New York",2839,2342,1656,1842,1847,1694,1539,1406,1763,1623,2507,2177,2711,2672,2368,2598,2494
"G3700010","2015","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",63093,6247,4179,4554,4975,4720,3842,3305,3211,2535,4466,5195,6708,4298,2631,1261,966,"Alamance County, North Carolina",1325,1229,1074,1152,973,1179,852,882,783,686,827,910,1059,948,754,404,419
"G3700190","2015","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",49859,4379,3601,2824,1843,3216,3024,2754,2803,1814,3956,4452,5982,3609,1712,1894,1996,"Brunswick County, North Carolina",2409,1122,960,601,735,923,683,896,716,577,846,1012,966,932,488,592,664
"G3700210","2015","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",102887,4536,7952,6982,6121,6774,6642,5972,6841,5094,9265,10745,9319,7120,3683,2693,3148,"Buncombe County, North Carolina",2221,932,1406,1472,1201,1351,1394,1421,1248,1052,1493,1974,1465,1155,1033,662,844
"G3700230","2015","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",34380,2669,3044,2041,2313,1830,1186,2514,2470,1475,3357,4120,3865,1212,865,936,483,"Burke County, North Carolina",1728,761,892,615,790,521,450,876,645,529,725,965,888,458,497,500,261
"G3700250","2015","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",70623,3749,3175,3521,3202,3485,4180,3614,2870,2622,6595,6440,9851,6095,4586,3206,3432,"Cabarrus County, North Carolina",1550,1064,1017,742,920,996,1091,861,1071,916,1163,1159,1568,1012,1090,778,984
"G3700270","2015","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",31917,2571,2932,1730,2373,2412,1651,2960,1558,1937,2711,2484,3732,1743,232,603,288,"Caldwell County, North Carolina",1473,860,838,614,734,757,518,898,627,767,939,607,893,790,181,364,282
"G3700310","2015","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",29636,1760,1973,1898,1847,1520,1198,1349,1538,1445,2359,2977,4395,1695,1208,1194,1280,"Carteret County, North Carolina",1429,504,770,540,479,429,385,486,449,485,554,690,857,431,363,517,335
"G3700350","2015","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",60498,4847,4385,4338,2970,3861,3931,5557,2783,2776,4931,5270,6544,3300,924,2349,1732,"Catawba County, North Carolina",1668,1063,1109,1259,907,931,901,1177,783,805,1133,1185,1066,778,381,869,484
"G3700370","2015","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",27608,1206,1188,1657,2072,1858,708,1063,1318,1552,2341,2261,3014,1793,1825,1496,2256,"Chatham County, North Carolina",974,567,475,647,934,702,380,537,500,526,729,635,721,629,622,521,707
"G3700450","2015","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",36291,4710,2307,1869,2670,2031,2913,2020,2081,2108,2661,3510,3053,2085,830,944,499,"Cleveland County, North Carolina",1506,970,786,603,771,777,911,681,699,581,693,880,769,502,429,394,229
"G3700490","2015","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",41721,1997,2497,3132,1767,2694,1441,2988,2576,2673,3280,4915,4698,3632,1234,1202,995,"Craven County, North Carolina",1196,597,894,1181,614,815,467,1015,856,839,862,1149,1040,905,561,463,359
"G3700510","2015","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",120188,11037,6464,7643,9059,7950,7924,6651,6237,6525,8677,11718,13026,8048,3557,3391,2281,"Cumberland County, North Carolina",2201,1558,1223,1235,1447,1363,1176,977,1021,1373,1265,1419,1715,1095,752,705,641
"G3700570","2015","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",65359,3588,4270,3871,4767,4550,3616,3749,3570,3216,5147,7455,8458,4388,2320,1353,1041,"Davidson County, North Carolina",1425,1073,1122,1039,1256,975,1140,1122,849,827,1182,1434,1223,883,636,454,377
"G3700630","2015","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",120004,8715,5113,8178,4785,5274,6961,5104,6379,5451,8833,10876,16228,9293,6609,5827,6378,"Durham County, North Carolina",2125,2040,1229,1795,1113,1363,1507,1157,1263,1174,1801,1701,1974,1539,1313,1014,1091
"G3700670","2015","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",144165,11973,7177,9556,8590,7696,11166,6986,6915,6372,10072,12756,18368,8202,5745,5934,6657,"Forsyth County, North Carolina",2593,1724,1528,1454,1320,1695,1667,1160,1161,1515,1587,1594,1963,1100,1050,1170,993
"G3700710","2015","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",79021,7061,5491,4809,5402,3507,5000,4084,4685,3860,6750,8264,8270,4322,3225,2531,1760,"Gaston County, North Carolina",1717,1445,965,993,976,782,943,818,972,984,1145,1273,1270,819,774,667,530
"G3700810","2015","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",198833,12444,12730,10736,12067,11205,13926,9659,10501,9422,18096,18661,22129,13132,7906,7039,9180,"Guilford County, North Carolina",2548,1918,1768,1600,1748,1554,1820,1716,1730,1485,1956,1968,2322,1736,1236,1056,1448
"G3700850","2015","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",43725,3422,2162,2832,2569,1961,2166,2340,2944,1741,4107,5320,5727,3266,1571,975,622,"Harnett County, North Carolina",1094,734,483,720,700,426,602,693,837,650,879,1106,1030,729,477,292,267
"G3700890","2015","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",47478,2879,2389,3838,2198,3699,2554,2741,2343,2676,2962,5098,6367,3284,1148,1309,1993,"Henderson County, North Carolina",1727,849,742,1020,864,1051,754,713,702,937,822,1007,1111,787,471,458,689
"G3700970","2015","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",63782,4389,3275,2707,4150,2413,3562,2567,2738,2938,5078,7923,8288,4798,3375,2243,3338,"Iredell County, North Carolina",1457,930,800,676,1050,579,787,680,683,748,907,1175,1296,759,704,524,710
"G3701010","2015","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",64045,2957,2335,2689,4643,3235,4150,3405,3766,2999,7093,5777,8340,6129,3920,1455,1152,"Johnston County, North Carolina",1367,959,841,1014,1294,911,1222,1032,1023,973,1534,1245,1298,1192,1237,573,612
"G3701090","2015","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",29977,1421,1741,2234,1263,2452,1517,1985,1609,1832,1865,2258,3537,2748,820,1072,1623,"Lincoln County, North Carolina",1289,676,850,704,510,927,599,618,627,805,630,592,802,708,421,415,597
"G3701190","2015","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",397157,22064,16519,18622,20152,20013,22692,17447,19283,15717,33883,34068,46455,35010,21020,24100,30112,"Mecklenburg County, North Carolina",3511,2387,1898,2153,2416,2473,2622,1959,2348,1888,2967,2356,3249,3208,2196,2066,2237
"G3701250","2015","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",38639,2208,2274,2195,2573,1638,1937,1591,2191,1754,3726,3066,5004,3547,1489,1444,2002,"Moore County, North Carolina",1624,773,730,730,802,617,670,731,807,654,1002,712,1107,987,787,528,756
"G3701270","2015","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",36406,3844,2566,1562,2472,2127,2474,2073,2422,1721,2332,3099,4020,1887,1448,1112,1247,"Nash County, North Carolina",1218,981,801,549,897,896,959,661,805,723,712,1009,1113,669,650,503,639
"G3701290","2015","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",91513,7938,5400,4005,6056,4687,4577,2575,3987,4435,6955,10191,10050,6841,5001,4819,3996,"New Hanover County, North Carolina",1985,1618,1187,1103,1244,1293,987,723,1009,1247,1679,1528,1551,1251,1250,1134,789
"G3701330","2015","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",64771,4684,2808,3399,4938,2651,6036,3507,3591,3361,6505,7890,6091,5511,1818,1265,716,"Onslow County, North Carolina",2390,1155,745,1265,1441,1002,1685,934,1159,1287,1376,1846,1377,1269,852,502,329
"G3701350","2015","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",52588,3927,2820,1338,2514,1891,2044,3230,2058,2001,3939,4403,4278,3954,2766,4607,6818,"Orange County, North Carolina",1393,983,761,503,892,684,645,880,716,707,1143,1006,971,849,711,908,1018
"G3701470","2015","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",68374,7039,4981,4913,5582,3578,2938,3880,3253,3637,5530,4542,6686,4329,2958,2227,2301,"Pitt County, North Carolina",1940,1301,1330,1306,1398,1015,1059,1247,1132,879,1148,1087,1361,969,771,771,689
"G3701510","2015","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",55516,4045,3493,3884,3956,3355,4618,1958,3609,2736,4687,6594,5921,2944,1918,1371,427,"Randolph County, North Carolina",1326,1070,826,867,1067,902,1279,616,1080,835,1076,1045,1210,736,655,583,251
"G3701550","2015","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",45373,7370,5180,3250,3420,2430,2401,2790,2143,2090,3161,4214,3333,2243,409,507,432,"Robeson County, North Carolina",867,976,906,622,658,514,603,695,509,642,664,731,567,461,214,233,240
"G3701570","2015","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",36739,3047,3877,3182,2028,3455,1785,1590,2149,1531,2932,2821,4139,1888,1100,882,333,"Rockingham County, North Carolina",1555,958,1042,891,643,918,603,445,622,505,857,720,1020,633,480,354,188
"G3701590","2015","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",51225,4420,2529,3652,2687,3031,3090,3264,2823,2272,4938,6027,5597,3028,1591,1410,866,"Rowan County, North Carolina",1815,1083,597,1033,692,827,788,903,914,843,971,1273,1079,820,575,603,351
"G3701610","2015","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",25745,2292,2002,2861,1688,1441,2355,1676,1761,1100,1750,2182,2069,1313,447,509,299,"Rutherford County, North Carolina",1497,864,756,1084,580,516,765,817,679,551,660,691,658,629,334,268,267
"G3701710","2015","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",29234,2891,2448,2528,2118,1934,1780,2164,1141,1159,2286,2233,3239,1684,268,674,687,"Surry County, North Carolina",958,810,644,642,700,680,517,620,422,421,652,564,743,565,240,403,218
"G3701790","2015","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",74363,2625,3379,2233,2678,1889,2937,2286,3178,3213,6414,8137,10648,7245,4663,5976,6862,"Union County, North Carolina",1124,563,916,652,789,581,806,777,793,736,1212,1091,1523,1246,937,851,1034
"G3701830","2015","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",382638,16319,12072,10837,15113,16224,17256,13796,16413,16541,29327,39534,51206,40079,28514,28638,30769,"Wake County, North Carolina",3461,1773,2055,1943,2140,2433,2487,2152,2414,2290,2516,3574,3322,2448,2470,2243,2240
"G3701910","2015","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",47490,3350,3979,3234,3760,3284,3583,2355,2140,1660,4567,3928,5690,3028,1072,950,910,"Wayne County, North Carolina",1259,913,1150,950,1100,927,977,836,691,679,980,929,1277,932,434,456,539
"G3701930","2015","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",27540,2332,1760,3068,1624,2249,1307,1026,1447,1667,2553,2523,2812,1565,552,804,251,"Wilkes County, North Carolina",1493,836,678,810,583,797,516,403,545,791,816,731,790,652,336,453,211
"G3701950","2015","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",32324,2791,2982,2201,1932,1820,1255,2499,1938,1054,2718,3335,3146,1697,1610,953,393,"Wilson County, North Carolina",1018,911,834,644,545,652,549,869,783,539,806,826,957,594,658,390,282
"G3800150","2015","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",39713,1771,1890,1627,1788,1327,1553,2503,2128,1325,2473,3921,5410,4084,2981,2397,2535,"Burleigh County, North Dakota",831,585,586,691,705,507,560,945,730,637,727,938,914,760,795,745,806
"G3800170","2015","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",73440,3229,4893,3781,3250,4469,4753,3446,3263,3739,4077,6894,10785,5069,4155,3684,3953,"Cass County, North Dakota",1671,694,1135,999,1040,1319,1196,1028,923,1135,961,1210,1798,1228,1005,866,811
"G3800350","2015","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",29451,2189,1584,1672,1639,1377,1003,1723,1826,1346,1803,2687,3613,3129,1536,1201,1123,"Grand Forks County, North Dakota",1126,707,679,692,528,654,678,570,717,669,568,595,933,705,529,416,469
"G3801010","2015","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",27580,739,928,1047,1063,881,1582,1381,1514,1944,2036,2686,3445,2805,2275,2322,932,"Ward County, North Dakota",1163,392,366,531,427,497,602,551,559,782,755,716,752,738,627,686,655
"G3900030","2015","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",40234,2723,2769,2543,2909,1658,2039,1809,2033,1467,4079,5092,5378,2414,1089,1369,863,"Allen County, Ohio",1047,887,751,781,916,481,654,451,577,453,906,923,842,713,421,493,397
"G3900070","2015","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",37333,2753,2790,2485,2383,2549,2370,1463,2148,1705,3606,4626,3585,2480,1219,790,381,"Ashtabula County, Ohio",1446,793,755,767,713,638,676,530,573,678,978,1044,706,711,359,408,221
"G3900090","2015","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",22757,4660,1723,1190,1664,1060,879,636,798,858,1647,2049,2260,1583,946,308,496,"Athens County, Ohio",917,926,544,429,540,426,468,330,313,369,577,570,586,514,402,215,295
"G3900130","2015","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",27782,1668,1962,1793,2025,1200,2135,1327,1267,1984,2357,2568,3029,2316,935,505,711,"Belmont County, Ohio",910,475,478,539,580,421,638,433,314,550,788,577,695,680,397,273,349
