GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G2400030","2017","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",207950,6388,4591,4107,4154,4983,5711,6839,5788,6245,11046,18627,28244,27328,21149,25463,27287,"Anne Arundel County, Maryland",2666,1451,1163,936,1045,1292,1400,1552,1302,1226,1922,2378,2526,2998,2472,2434,2336
"G2400050","2017","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",317106,13702,7915,9980,11293,11684,12279,12038,14498,12413,23343,31533,43096,37872,22928,27255,25277,"Baltimore County, Maryland",2712,1969,1392,1368,1778,1968,2009,1867,1807,2179,2365,2319,3218,3137,2148,2278,1761
"G2400090","2017","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",31253,311,874,537,291,696,544,1476,1139,705,2392,2950,3661,3247,2849,4809,4772,"Calvert County, Maryland",1214,216,467,412,254,404,285,727,483,371,946,883,979,929,856,934,952
"G2400130","2017","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",61212,1648,903,1494,1748,1638,2608,1454,2417,1279,3072,5173,9221,8400,5707,6677,7773,"Carroll County, Maryland",1089,606,360,484,585,776,945,502,773,401,677,956,1189,1263,1149,1063,1173
"G2400150","2017","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",36397,528,981,2226,725,1866,1500,1773,1699,1139,1635,4146,5522,4412,3082,1933,3230,"Cecil County, Maryland",1507,356,487,909,380,904,575,801,773,476,590,1069,1049,960,860,646,788
"G2400170","2017","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",56608,2279,374,1340,1007,954,2141,1496,1612,1453,4903,4784,6421,8328,5635,8309,5572,"Charles County, Maryland",1077,747,359,559,535,418,845,533,613,636,1261,1131,1159,1680,946,1410,990
"G2400210","2017","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",92329,2649,1768,2210,2253,2422,2449,2690,3473,2494,6265,9267,12882,11361,7578,12550,10018,"Frederick County, Maryland",1408,838,747,709,704,707,655,796,919,536,1356,1409,1610,1301,1240,1367,1256
"G2400250","2017","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",93705,4352,2659,2536,3353,2303,3176,2466,3915,2942,6854,9890,11616,10131,7848,10975,8689,"Harford County, Maryland",1456,1178,866,727,876,668,918,714,824,864,1136,1406,1487,1470,1396,1466,1228
"G2400270","2017","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",115289,4225,2050,1311,2677,2574,2170,1677,2647,1285,4802,8832,15738,14626,10187,16953,23535,"Howard County, Maryland",1695,1104,912,513,914,1133,760,718,855,541,982,1382,2034,2032,1366,1928,2002
"G2400310","2017","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",373219,13085,6069,7022,8760,9106,9199,8613,9676,9699,21884,29766,46292,42530,29165,46919,75434,"Montgomery County, Maryland",2431,1711,1327,1494,1765,1701,1429,1490,1542,1490,2680,2672,3547,3007,2460,3238,2907
"G2400330","2017","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",310730,12893,7494,7325,7823,9190,11066,10637,11852,10144,21732,33135,45237,37573,23701,30654,30274,"Prince George's County, Maryland",2413,1757,1378,1272,1208,1704,1498,1587,1824,1644,2089,2458,3335,2773,2376,2695,2510
"G2400370","2017","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",40820,1308,805,980,1389,840,1232,1852,1418,1448,2136,4927,6265,4760,3165,4377,3918,"St. Mary's County, Maryland",1443,606,528,606,643,478,658,901,631,664,753,1071,1220,1200,1002,888,885
"G2400430","2017","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",56663,3370,3094,3351,2523,2172,3060,1708,2512,2424,3913,6489,6942,4872,3627,3942,2664,"Washington County, Maryland",1259,878,1252,988,791,721,827,533,703,607,934,1230,1244,1053,893,1173,804
"G2400450","2017","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",37665,2332,1706,2301,1292,2026,1496,2150,2812,1594,3119,4500,4233,3229,1561,1887,1427,"Wicomico County, Maryland",1149,823,628,847,518,880,553,825,996,688,808,1105,1134,958,715,758,508
"G2405100","2017","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",240280,30083,14683,12084,11783,13067,12179,11321,9974,10254,17385,21058,23431,17230,10995,12723,12030,"Baltimore city, Maryland",3634,3089,1870,1830,1676,1899,1716,1798,1441,1511,1995,2130,2317,1866,1859,1452,1475
"G2500010","2017","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",92148,3044,3495,3305,4956,3684,3433,3020,3040,4529,6536,9227,12404,9519,7575,6921,7460,"Barnstable County, Massachusetts",3008,830,822,930,865,794,910,902,813,1113,1187,1579,1657,1450,1243,1023,1078
"G2500030","2017","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",54193,2764,2842,2678,2650,3355,2796,3047,1485,2534,3894,5006,6115,6717,2786,2105,3419,"Berkshire County, Massachusetts",1636,887,899,832,720,910,851,870,454,754,914,1077,1041,1293,732,552,729
"G2500050","2017","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",218570,11092,12295,10437,10553,8031,8704,8251,7787,6531,14310,20608,27826,21559,14475,20222,15889,"Bristol County, Massachusetts",2828,1742,1556,1939,1860,1650,1458,1718,1643,1293,1783,2321,2626,2286,1937,1825,1804
"G2500090","2017","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",294092,16559,12238,11205,11568,10561,10635,11557,10470,9138,15925,26300,39372,29052,18886,27233,33393,"Essex County, Massachusetts",2740,2310,1777,1795,1740,1956,1838,1847,1578,1539,1963,2898,3278,2276,1882,2279,2843
"G2500110","2017","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",29239,1461,1689,1106,1445,1006,1065,1437,1821,1183,2533,3689,4486,2201,1597,1425,1095,"Franklin County, Massachusetts",952,544,575,424,492,335,403,419,529,375,645,806,767,473,472,419,379
"G2500130","2017","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",180933,14690,13003,10957,7816,7879,9502,7757,8836,6561,14818,15931,18710,14346,10599,10467,9061,"Hampden County, Massachusetts",1783,1976,1837,1857,1173,1538,1783,1590,1665,1230,1940,2092,2490,1817,1703,1683,1385
"G2500150","2017","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",57848,3018,2335,1794,2445,1947,3359,1659,2510,2633,3791,5666,7219,6562,4232,4594,4084,"Hampshire County, Massachusetts",1800,890,803,574,699,861,986,551,714,821,933,1159,1394,1310,928,998,763
"G2500170","2017","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",599499,28151,18606,19218,15516,14210,18568,14976,17246,15609,27632,47524,65428,60951,53309,71252,111303,"Middlesex County, Massachusetts",3901,2872,2180,2519,1990,2012,2343,1818,1831,2352,2947,3386,3771,4082,3557,4217,4465
"G2500210","2017","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",263862,10078,7583,7444,6730,6684,8116,6749,7097,6030,13669,20349,29586,31059,20746,32321,49621,"Norfolk County, Massachusetts",2627,1944,1751,1385,1393,1489,1567,1292,1574,1358,2104,2206,2443,2809,2197,2806,2685
"G2500230","2017","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",187608,6088,6944,5787,5145,6206,5834,7186,6173,5787,9107,16497,25159,21837,16205,20129,23524,"Plymouth County, Massachusetts",3032,1451,1445,1211,1403,1206,1083,1422,1708,1232,1292,1962,2585,2127,1981,2128,2101
"G2500250","2017","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",308889,31746,19073,14250,13623,9384,11184,10148,9027,8549,15155,26019,35345,30098,18509,25672,31107,"Suffolk County, Massachusetts",3403,2803,2167,2311,2078,1538,1451,1683,1858,1648,1726,2736,2992,2760,2356,2391,2598
"G2500270","2017","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",308533,17459,17048,11082,11035,12588,13888,10409,10539,10109,18612,28936,38587,33136,20983,27575,26547,"Worcester County, Massachusetts",3215,2081,1952,1746,1634,1733,2019,1803,1726,1549,1955,2421,2803,2969,2129,2303,2125
"G2600050","2017","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",44766,1536,1470,1796,2198,2422,2103,1011,3532,2089,3618,5442,7337,4336,2164,2103,1609,"Allegan County, Michigan",1071,514,617,622,736,871,700,412,906,749,948,923,1059,698,627,578,521
"G2600170","2017","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",44907,4237,2533,2548,2278,3243,2651,2756,2322,2119,4152,4477,4646,3132,1695,1144,974,"Bay County, Michigan",1067,1075,827,772,617,944,694,903,598,577,923,829,780,719,585,323,350
"G2600210","2017","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",64166,4565,4188,3890,4306,3838,2780,3049,3064,3181,6517,5723,7403,3851,2896,2813,2102,"Berrien County, Michigan",1763,1098,965,909,973,845,651,758,691,634,1138,931,1044,674,696,576,507
"G2600250","2017","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",54556,5164,2882,3703,3103,4046,2343,2573,3149,2900,4576,5014,5996,3953,2175,1545,1434,"Calhoun County, Michigan",1354,1318,742,1044,926,842,629,757,928,828,715,844,1057,663,618,477,542
"G2600370","2017","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",29959,1628,907,979,1394,962,1464,1582,1138,1746,2620,2568,4312,2881,1694,2608,1476,"Clinton County, Michigan",760,447,467,403,520,279,542,558,359,567,576,667,678,619,430,677,628
"G2600450","2017","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",44329,1550,1643,1403,1194,2378,2387,2289,1911,1981,3601,5410,7409,4573,2629,2666,1305,"Eaton County, Michigan",796,468,543,382,392,772,697,688,555,785,741,990,978,937,535,630,422
"G2600490","2017","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",165719,14985,10616,8463,12048,8027,8902,7924,9564,8478,14472,15999,17077,11263,7328,5600,4973,"Genesee County, Michigan",2865,1804,1613,1216,1820,1436,1649,1356,1481,1223,1740,1542,1820,1374,1019,956,934
"G2600550","2017","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",38211,1725,1573,1268,1661,1747,2206,3103,1320,1619,2668,4070,5120,3836,2015,2347,1933,"Grand Traverse County, Michigan",1692,675,737,522,594,772,763,1106,672,653,828,831,1172,955,687,664,557
"G2600650","2017","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",111915,9932,4990,4880,6978,6523,5293,5884,6419,4203,8084,10642,13270,10203,5636,4897,4081,"Ingham County, Michigan",1765,1589,1105,1033,1436,1295,974,1147,1167,915,1340,1463,1532,1373,897,1009,714
"G2600730","2017","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",25000,2443,2043,1388,1140,1841,1577,1348,892,823,2292,2529,2888,1548,785,741,722,"Isabella County, Michigan",958,540,552,506,353,400,472,402,346,312,410,565,588,346,266,262,287
"G2600750","2017","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",62220,4499,3055,2900,2934,3937,4091,2793,3686,3033,4944,6773,7877,4666,2829,2661,1542,"Jackson County, Michigan",1324,1043,889,750,708,870,1020,683,897,794,1001,1177,1138,919,692,754,589
"G2600770","2017","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",104075,4891,5709,4548,4562,6014,5904,5585,5830,3400,7955,11264,12085,8257,5651,6303,6117,"Kalamazoo County, Michigan",2038,1059,1176,937,849,1118,1244,1307,1480,806,1217,1649,1469,1165,1248,1162,1176
"G2600810","2017","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",240678,10532,7486,10091,12936,11382,10656,13064,9925,11581,19808,27396,33584,23370,13433,13630,11804,"Kent County, Michigan",2686,1507,1439,1663,1745,1710,1690,2109,1401,1848,2041,2554,2651,2317,1829,1692,1226
"G2600870","2017","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",34271,1234,1203,835,1440,1604,1784,2370,2167,2326,3200,3845,4757,2959,2187,1635,725,"Lapeer County, Michigan",848,423,478,372,537,469,569,693,627,766,682,676,825,665,571,466,324
"G2600910","2017","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",38559,1631,1369,1482,1690,1898,2951,1991,2021,1947,3230,4535,6749,3779,1414,1156,716,"Lenawee County, Michigan",1367,464,446,506,535,522,846,656,499,516,633,840,1002,810,523,415,291
"G2600930","2017","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",72726,2036,1720,1845,2120,2306,2190,2693,3216,2458,6156,6797,9544,9588,6941,6770,6346,"Livingston County, Michigan",1027,603,542,544,646,564,562,699,777,548,1131,1017,1202,1285,928,934,985
"G2600990","2017","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",346457,17577,13629,13280,16878,16028,15855,17375,18115,15221,27872,39390,47587,31679,19037,22124,14810,"Macomb County, Michigan",2849,1979,1536,2074,1937,2145,1629,2253,2393,2328,2337,3366,3378,2190,1982,2060,1761
"G2601030","2017","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",25725,1827,1141,1009,1498,1541,2114,1190,1296,1549,2594,2862,3087,1729,978,715,595,"Marquette County, Michigan",1127,508,457,339,429,526,612,475,523,587,573,635,593,448,346,335,292
"G2601110","2017","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",34096,2165,1328,1596,2049,1442,1333,1498,1205,1628,2587,3556,4571,2142,2316,2011,2669,"Midland County, Michigan",960,760,489,608,661,456,407,595,410,536,564,767,756,698,680,602,651
"G2601150","2017","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",59528,4421,2335,2110,3108,2629,3477,2144,2102,1759,5906,5515,8853,6247,3580,3657,1685,"Monroe County, Michigan",1330,1070,770,638,910,734,909,627,623,593,1061,992,1329,984,864,760,507
"G2601210","2017","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",64581,4864,3662,3617,3483,3197,3940,4098,3541,2309,5834,8587,6893,4564,2154,2088,1750,"Muskegon County, Michigan",1572,968,893,987,709,692,861,881,715,601,1095,1404,1057,1030,498,534,528
"G2601250","2017","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",504944,22306,15148,16287,16995,17783,16738,18739,17570,17425,35316,49952,67523,56439,36751,43439,56533,"Oakland County, Michigan",3257,2422,2038,1928,1907,1821,1840,2382,2186,1821,2502,3225,3052,3235,2818,2772,3225
"G2601390","2017","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",104281,3929,3008,5285,5010,4011,4177,3109,5383,3688,8535,13221,14770,11713,6803,6889,4750,"Ottawa County, Michigan",1341,874,1147,1288,1094,1003,1045,755,1059,883,1272,1563,1438,1450,1078,1101,885
"G2601450","2017","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",80958,6712,4978,4350,5957,5041,4215,4834,4079,4037,6813,8917,8081,5799,3144,1850,2151,"Saginaw County, Michigan",1412,1141,1039,1088,1207,1037,983,1072,797,990,1022,1290,1179,972,797,513,706
"G2601470","2017","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",65117,3372,2345,3102,3002,3558,4098,3340,3528,2702,4559,7207,10022,5431,3321,3355,2175,"St. Clair County, Michigan",1530,826,616,717,757,846,922,726,780,779,799,1099,1262,1025,827,760,572
"G2601550","2017","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",27277,1458,903,1544,2055,1134,1764,1467,1129,1502,1810,3250,4258,2105,1421,1014,463,"Shiawassee County, Michigan",902,399,426,582,584,380,482,480,430,517,502,673,753,559,505,337,201
"G2601590","2017","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",29037,1294,1316,1220,1578,1499,1626,1183,2870,1496,2113,3104,4181,2622,1175,914,846,"Van Buren County, Michigan",1207,374,415,395,511,473,557,447,818,622,565,604,965,613,400,397,375
"G2601610","2017","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",140729,8136,6237,4690,5640,4625,3982,6044,5829,5078,11000,13746,17947,14583,8031,11038,14123,"Washtenaw County, Michigan",1922,1301,1209,1032,1061,969,847,1141,1114,964,1497,1472,1744,1652,1142,1488,1450
"G2601630","2017","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",683986,77082,39791,40491,41055,35494,39271,36856,31030,30727,53837,57087,71460,50541,26122,28200,24942,"Wayne County, Michigan",5594,4391,3165,3000,3176,2991,3194,2537,2439,2516,3214,3348,3640,3396,2358,2216,2390
"G2700030","2017","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",127305,2334,2950,2800,3892,4470,4323,4160,5935,4465,11487,13282,22539,15148,10420,11915,7185,"Anoka County, Minnesota",1201,574,779,622,941,1028,994,839,1034,990,1478,1601,1933,1492,1443,1731,1156
"G2700130","2017","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",26098,1279,1072,1001,1704,1979,1473,1154,999,878,1956,2529,3450,2788,1733,995,1108,"Blue Earth County, Minnesota",889,429,496,448,603,634,555,601,404,419,533,586,612,643,503,325,314
"G2700190","2017","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",35721,821,1042,616,625,453,660,962,786,933,1658,3353,5736,4828,3195,4771,5282,"Carver County, Minnesota",1048,352,445,294,312,223,277,380,379,323,452,823,1086,830,629,953,756
"G2700370","2017","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",160590,5426,3261,4732,4343,5661,5869,4651,5701,7339,11739,15297,23689,18476,12649,16968,14789,"Dakota County, Minnesota",1375,1184,948,1172,977,1178,1098,1040,1224,1576,1441,1781,2081,1744,1472,1706,1394
"G2700530","2017","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",507728,24489,16463,18371,17358,16676,19847,17788,20572,19222,34277,50067,63950,52247,31994,45866,58541,"Hennepin County, Minnesota",3356,2093,2038,2158,1957,2076,1983,1745,2176,2006,2633,3052,3371,2873,2538,3032,3586
"G2701090","2017","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",61873,2589,1435,2134,2033,2305,1859,1403,2711,1593,5358,6320,8920,8009,5283,5035,4886,"Olmsted County, Minnesota",1343,843,764,656,870,786,646,431,620,507,1061,921,1347,1189,951,875,806
"G2701230","2017","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",211123,11927,8775,7849,9972,9017,10469,8894,8872,8996,16393,22599,27131,19502,12576,14344,13807,"Ramsey County, Minnesota",2185,1741,1371,1118,1762,1425,1444,1437,1352,1604,1700,1983,2287,1847,1530,1465,1559
"G2701310","2017","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",23130,1356,932,872,1218,726,1416,933,633,889,1554,3059,3682,2135,1555,1015,1155,"Rice County, Minnesota",844,434,498,378,624,369,485,453,266,459,410,661,785,531,478,323,333
