GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G3400390","2017","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",190138,7492,5434,7640,8030,6471,8322,6946,6777,7085,12283,15306,23853,19013,15236,16300,23950,"Union County, New Jersey",1786,1439,1106,1618,1487,1405,1461,1534,1521,1348,1821,2059,2499,1891,2219,2135,2133
"G3400410","2017","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",41366,1368,1702,1399,1139,1294,1468,917,1693,1589,2445,3929,6532,5214,3163,4054,3460,"Warren County, New Jersey",1163,471,824,656,499,524,624,531,666,640,707,869,1266,1068,675,929,710
"G3500010","2017","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",264827,20722,13819,12106,15572,15170,14672,12987,12165,11863,21772,23835,31060,23750,11013,13566,10755,"Bernalillo County, New Mexico",3114,2703,2552,1905,2318,1788,2505,1797,1805,1938,2432,2490,3149,2680,1450,1858,1622
"G3500050","2017","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",23002,1871,1332,1783,1364,1672,536,1614,1376,1596,1938,2771,1978,1207,794,712,458,"Chaves County, New Mexico",1152,728,505,677,618,639,236,593,530,617,659,859,648,605,434,429,253
"G3500130","2017","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",75441,9813,6093,5812,4839,3948,5565,3105,3324,3341,5744,6846,5445,5837,2317,1678,1734,"Doña Ana County, New Mexico",2513,1501,1232,1516,1554,937,1943,859,959,986,1507,1284,1219,1668,754,577,683
"G3500250","2017","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",22222,1910,1247,860,925,1046,753,1131,1176,843,2200,2968,2690,1824,1233,659,757,"Lea County, New Mexico",1083,632,678,433,487,484,414,453,624,425,671,848,831,499,527,332,385
"G3500310","2017","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",21083,3425,1800,2247,1130,1273,1573,1095,1010,745,1221,1191,1617,933,530,610,683,"McKinley County, New Mexico",640,629,480,563,382,368,586,376,374,355,438,428,410,469,310,404,427
"G3500350","2017","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",23007,2313,700,1127,960,2052,2218,545,2020,1153,2120,1549,3159,1302,1195,403,191,"Otero County, New Mexico",1488,977,322,502,386,721,1094,341,852,573,820,502,855,663,638,259,209
"G3500430","2017","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",50873,5769,2095,2154,1944,2747,1731,2549,3316,1624,3388,5809,6590,3813,2202,3496,1646,"Sandoval County, New Mexico",1230,1243,692,796,637,875,620,812,1001,563,955,1209,1279,932,808,856,527
"G3500450","2017","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",41071,3807,2120,2214,2776,2969,2280,2606,1554,1412,3109,3918,5844,3122,845,1646,849,"San Juan County, New Mexico",1584,731,622,647,783,792,665,949,488,464,843,810,1186,722,359,515,447
"G3500490","2017","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",60904,3675,2491,2484,3033,3817,2716,2559,2894,2466,4894,7271,6919,5618,3286,2842,3939,"Santa Fe County, New Mexico",1872,899,627,763,866,1143,625,677,692,699,1025,1321,952,1057,763,604,814
"G3500610","2017","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",26359,1593,1636,1848,1824,1921,1176,1206,1565,761,2867,2935,2692,1944,1257,778,356,"Valencia County, New Mexico",1301,691,613,806,714,762,450,503,775,398,890,743,716,786,531,431,297
"G3600010","2017","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",124144,7473,5321,5405,4884,4420,4596,5353,6587,4275,8813,12028,15733,12354,8476,9279,9147,"Albany County, New York",2156,1285,1289,1290,1333,962,1243,1276,1231,1071,1381,1381,1920,1690,1273,1465,1330
"G3600050","2017","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",503985,73579,43891,37083,30458,26906,26111,23707,23526,18285,39496,40316,46820,29494,15779,16813,11721,"Bronx County, New York",3195,3978,3567,3733,2926,3536,2884,2623,2941,2323,3854,3400,4018,2921,2157,2036,1677
"G3600070","2017","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",78604,7616,4869,4350,4254,4084,4065,3905,3913,3646,5729,7650,10292,5941,3005,3196,2089,"Broome County, New York",2009,1603,1017,1152,878,816,884,802,1016,918,1108,1314,1529,971,819,897,612
"G3600090","2017","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",32360,2756,2051,2112,1854,1567,1727,1516,1673,1331,3119,3610,4129,2184,1199,841,691,"Cattaraugus County, New York",1144,701,592,621,523,425,420,386,506,381,649,633,742,530,392,279,335
"G3600110","2017","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",30870,1930,1331,1712,1469,1860,1697,1468,1594,942,2265,2983,4468,3202,1677,1028,1244,"Cayuga County, New York",994,708,517,466,565,565,556,419,458,307,550,715,759,709,537,306,381
"G3600130","2017","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",51985,4543,3047,3895,3435,2646,2863,2135,2837,2682,5617,4503,5551,4328,2024,1103,776,"Chautauqua County, New York",2010,978,695,691,766,657,658,594,751,524,1023,831,827,842,524,397,348
"G3600150","2017","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",32247,2934,1292,1545,1643,1563,1528,2053,1483,1776,2002,3387,4788,2647,1357,1173,1076,"Chemung County, New York",1594,869,507,430,652,468,582,642,531,679,661,714,1129,814,603,516,512
"G3600190","2017","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",31493,1627,1500,1355,1731,1631,1813,1145,1104,1504,2841,3990,4836,2762,1219,1668,767,"Clinton County, New York",1193,601,619,596,647,675,571,627,417,516,735,848,827,742,462,649,348
"G3600270","2017","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",106043,3763,5421,3016,4859,3366,3827,3369,3441,3476,6818,9257,15206,12603,7515,9544,10562,"Dutchess County, New York",1981,984,1154,786,1172,763,922,880,925,943,1394,1333,1714,1812,1229,1235,1432
"G3600290","2017","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",386396,29098,21361,18916,21222,18405,19312,15787,16544,16323,27869,41521,47459,35566,19633,19508,17872,"Erie County, New York",4036,2554,2489,2127,2448,2347,2269,2073,1937,1877,2535,3115,3229,2963,2202,1868,2154
"G3600450","2017","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",41548,3289,2595,1870,2511,2418,2038,2504,2312,2481,4017,4451,5084,2376,1511,1287,804,"Jefferson County, New York",1763,852,857,609,680,626,574,587,718,783,886,955,962,669,526,435,299
"G3600470","2017","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",956223,109245,54596,42155,46229,36173,40260,38825,34404,32473,56656,77760,105769,76806,52919,67086,84867,"Kings County, New York",5436,6170,3561,3097,3673,3078,3616,3579,3220,2820,3832,4111,4940,3983,3302,3796,3998
"G3600510","2017","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",24725,2083,566,1354,1032,1819,1289,729,1387,700,2229,2988,3194,2626,1278,875,576,"Livingston County, New York",1147,800,281,410,484,709,466,392,610,315,670,761,651,696,446,321,237
"G3600530","2017","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",26024,1506,889,1427,1191,1504,1196,1411,1226,1294,1927,3206,3404,2157,1410,1449,827,"Madison County, New York",1451,432,359,535,483,558,494,641,528,426,451,735,677,533,535,553,309
"G3600550","2017","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",301619,21727,14438,15503,14166,14916,14381,12812,14113,11374,22626,30618,38610,27950,15095,16979,16311,"Monroe County, New York",3421,2198,1972,2089,1897,1865,1993,1749,1810,1588,2300,2517,2558,2412,1717,1854,1705
"G3600590","2017","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",446978,14351,10515,10045,11200,9815,9730,11442,12586,9919,21926,32231,51522,47645,37784,61501,94766,"Nassau County, New York",2927,1811,1700,1395,1783,1632,1681,1749,1998,1668,2289,2740,3085,2931,3163,4027,3722
"G3600610","2017","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",764218,68870,41279,28998,28278,20849,22935,18305,19505,13513,38843,50135,71632,66741,46571,63941,163823,"New York County, New York",7019,5681,3971,3279,3002,2264,3558,2839,2974,2351,4064,4578,4869,5139,5345,5108,6901
"G3600630","2017","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",88659,5131,3948,4772,5156,4627,3813,5119,4013,3267,8206,9101,10969,8352,4849,4744,2592,"Niagara County, New York",1679,1092,885,1004,1029,1133,1031,937,949,706,1393,1477,1757,1432,1117,1172,854
"G3600650","2017","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",88790,6782,4368,5214,4539,4644,4254,4299,3318,3416,8268,9374,12259,6316,5210,4238,2291,"Oneida County, New York",2407,1304,1014,932,914,1058,857,1021,771,813,1195,1250,1522,1056,1029,975,580
"G3600670","2017","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",185709,12946,7415,9485,7997,8986,9927,7670,6719,8498,16358,19365,22346,15936,11441,11299,9321,"Onondaga County, New York",2562,1489,1103,1453,1255,1389,1604,1206,1062,1297,1613,1830,2324,1706,1587,1450,1315
"G3600690","2017","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",44414,2132,1282,1983,2192,1837,2290,2316,1578,1839,2562,5008,6961,3838,3343,2790,2463,"Ontario County, New York",1455,674,530,673,812,621,745,706,530,609,706,951,1245,872,897,656,668
"G3600710","2017","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",127517,4324,4843,4514,4643,3770,5134,4263,3756,4865,8602,11956,16944,14673,11172,13519,10539,"Orange County, New York",2481,983,1218,1109,1119,972,1245,1007,815,1269,1667,1644,2036,1866,1360,1771,1437
"G3600750","2017","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",45971,3401,1534,2094,2214,1981,2744,1854,3104,2414,4582,4706,5683,4285,2257,1887,1231,"Oswego County, New York",1507,758,526,632,712,555,629,611,796,732,1047,924,965,925,601,586,470
"G3600790","2017","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",34549,986,810,746,1324,644,877,1312,191,735,1606,3536,4665,3989,3017,4561,5550,"Putnam County, New York",1117,512,360,444,760,540,474,605,156,414,614,1048,1100,933,1009,877,881
"G3600810","2017","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",769258,45036,29262,31340,36285,31329,32276,31412,31214,29462,57758,78786,101570,72752,50356,62044,48376,"Queens County, New York",5311,3472,3172,3142,3447,2437,2673,3301,2928,3366,3618,4102,4313,4219,3646,3536,2548
"G3600830","2017","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",66127,4621,2837,2392,2840,2323,2262,2595,2874,2871,5374,7217,9218,5176,4522,4892,4113,"Rensselaer County, New York",1231,1042,764,656,790,857,675,801,835,878,1203,1233,1650,881,917,969,770
"G3600850","2017","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",165990,13296,7281,5851,5572,5389,4683,4894,4952,4819,9669,13581,18794,15783,14054,19616,17756,"Richmond County, New York",2568,2204,1424,1242,1102,1315,1113,1278,1282,1062,1725,1840,2366,2214,1703,1916,1988
"G3600870","2017","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",100167,3752,3184,3008,4695,4008,2849,2100,3838,2304,6486,7729,10711,8318,8821,11855,16509,"Rockland County, New York",1392,851,801,855,1033,1108,825,835,965,689,1489,1403,1755,1278,1317,1748,1602
"G3600890","2017","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",41008,2160,3276,2308,2362,1923,2215,2278,1948,1893,3585,4627,5316,3579,1654,919,965,"St. Lawrence County, New York",1362,620,893,621,676,612,692,623,645,495,784,961,797,805,477,342,315
"G3600910","2017","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",97021,3992,3339,2955,2502,2877,2659,2776,4397,3490,5545,8626,14567,12365,8924,9372,8635,"Saratoga County, New York",1647,1013,1092,789,756,752,737,778,943,867,1265,1512,1705,1947,1394,1572,1161
"G3600930","2017","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",49022,3137,3074,2025,1942,2410,2306,1211,2635,1627,3055,4106,6713,5755,3594,3348,2084,"Schenectady County, New York",2193,905,1011,497,599,815,685,430,916,563,766,935,1160,1205,750,649,568
"G3601010","2017","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",38382,2259,1547,1836,2240,2238,1847,2747,2197,1864,3996,3813,4980,2875,1662,1271,1010,"Steuben County, New York",1623,682,463,553,616,624,519,729,578,553,750,728,871,481,560,392,305
"G3601030","2017","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",482099,18853,11524,13742,13100,11209,14022,15460,13750,14773,26355,40160,59794,54521,41058,63096,70682,"Suffolk County, New York",5656,2488,1955,2190,1996,1815,2170,2470,2136,1952,2655,3200,3992,3242,2570,4026,4030
"G3601050","2017","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",25916,1728,1424,1470,1120,1075,1341,1384,1007,907,2213,2989,3436,1752,1532,1493,1045,"Sullivan County, New York",1865,750,664,638,569,588,614,519,427,473,859,770,965,554,549,597,498
"G3601090","2017","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",40230,4632,1560,1834,1966,2022,2580,857,1217,1237,3751,3993,5181,2493,1980,1818,3109,"Tompkins County, New York",1323,1126,846,636,634,813,894,374,556,491,833,764,896,779,636,612,810
"G3601110","2017","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",68822,3142,3448,2949,2960,3223,2703,2356,3470,2983,5444,7638,8682,6327,5217,4608,3672,"Ulster County, New York",2184,903,1042,933,1021,1037,821,817,941,787,1175,1312,1392,1219,1143,1147,826
"G3601130","2017","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",27595,933,536,1740,1677,1167,1389,1435,1087,1487,2200,2367,3879,3101,1777,1570,1250,"Warren County, New York",1268,425,295,672,548,468,542,559,462,586,619,561,913,831,545,484,419
"G3601170","2017","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",36715,3025,1945,1513,1971,1988,1822,1630,2061,1764,3746,3993,4706,2953,1669,1156,773,"Wayne County, New York",976,650,558,525,748,752,559,491,783,656,775,922,861,680,468,449,325
"G3601190","2017","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",350919,15144,10036,11551,13964,12152,11079,9724,10907,9813,20926,27149,35304,30618,23642,33143,75767,"Westchester County, New York",3361,2192,1636,1910,2011,1996,1745,1432,1506,1509,2582,2594,3168,2380,2470,2791,3678
"G3700010","2017","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",64371,3559,3484,4563,4056,4789,3761,3595,4303,2489,5017,5116,8179,4394,3179,2024,1863,"Alamance County, North Carolina",1425,987,980,1125,1097,1116,859,895,1054,762,1031,1031,1381,1038,890,525,616
"G3700190","2017","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",56399,4003,1867,2436,2776,2688,2792,1775,4174,2396,5512,6641,7623,4522,2827,2324,2043,"Brunswick County, North Carolina",2486,1066,686,748,789,892,868,613,1255,710,1131,1310,1318,1004,632,674,481
"G3700210","2017","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",107752,5043,7198,6545,4812,6605,6856,6321,5198,5248,8884,9917,12172,7844,4578,5570,4961,"Buncombe County, North Carolina",2253,1007,1315,1546,1203,1574,1473,1338,1173,1432,1401,1810,1695,1287,1016,1227,1065
"G3700230","2017","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",33682,2456,2648,2224,2804,2670,2157,1752,1563,1475,3170,3189,3457,2278,499,632,708,"Burke County, North Carolina",1515,844,878,765,917,951,798,599,565,501,980,940,812,844,255,326,357
"G3700250","2017","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",75188,3959,2609,2124,2715,3557,3765,2840,4015,3456,7432,7452,10276,6819,5571,4474,4124,"Cabarrus County, North Carolina",1297,1228,820,740,975,947,987,975,1054,1174,1791,1256,1283,1246,1403,984,870
"G3700270","2017","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",32245,2880,2272,2592,1374,2344,1266,1743,1638,1648,2903,3323,4782,748,1066,868,798,"Caldwell County, North Carolina",1226,982,687,902,645,740,534,669,576,589,924,1017,1208,373,577,457,466
"G3700310","2017","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",29944,1367,1320,2346,1787,1399,1860,1336,1440,1359,2542,3590,3592,1684,1746,1402,1174,"Carteret County, North Carolina",1459,434,405,634,450,477,505,405,628,522,569,733,709,409,497,446,316
"G3700350","2017","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",61828,3515,3591,3960,4209,3381,2058,2092,2507,3182,5958,8034,7630,4521,2295,1959,2936,"Catawba County, North Carolina",1572,977,930,1210,1025,881,688,765,956,910,1291,1393,1563,982,744,543,871
"G3700370","2017","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",28929,1352,1816,1455,1983,1201,1323,1333,1108,873,2437,2004,2861,2139,2126,1939,2979,"Chatham County, North Carolina",1105,549,777,751,762,540,629,616,589,520,660,634,685,582,670,627,709
"G3700450","2017","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",39609,5133,1548,3895,3205,2478,2415,2327,2755,791,2878,4811,3081,1836,887,1005,564,"Cleveland County, North Carolina",1034,1260,485,1102,1048,637,860,787,883,312,819,1050,649,516,436,458,289
"G3700490","2017","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",39866,2710,1851,1741,2801,1784,2590,2109,2222,1310,3963,3956,5026,2741,1499,2300,1263,"Craven County, North Carolina",1591,872,1037,692,964,705,821,740,921,735,1105,1130,1098,911,613,915,437
"G3700510","2017","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",127702,11996,8209,7457,9514,7338,7768,5588,7951,6269,10530,12568,14746,7732,3777,3853,2406,"Cumberland County, North Carolina",1767,1532,944,1314,1244,1443,1488,1090,1359,1042,1348,1768,1759,1153,943,941,694
"G3700570","2017","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",66295,4183,4511,3388,4356,2767,4518,4544,3807,3030,5956,7407,8004,4063,2519,1730,1512,"Davidson County, North Carolina",1833,1243,1054,978,1081,977,1165,1141,1016,766,1165,1546,1318,1005,847,637,480
"G3700630","2017","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",126123,9040,4515,3545,8093,6140,5991,7097,3999,5477,9233,11047,15391,11876,7556,8725,8398,"Durham County, North Carolina",1989,1471,1211,978,2051,1506,1394,1560,1254,1234,1768,1491,1890,1940,1321,1592,1362
"G3700670","2017","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",144681,12623,8451,7488,8767,7748,6468,7874,7467,5134,10456,13528,17798,9389,7636,6393,7461,"Forsyth County, North Carolina",2547,1607,1529,1195,1627,1538,1097,1378,1358,953,1257,1922,1780,1297,1197,1166,1021
"G3700690","2017","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",24413,1578,1102,2710,792,964,926,590,1242,1823,849,3223,3254,1648,2195,951,566,"Franklin County, North Carolina",1309,767,526,1124,414,546,477,323,661,697,444,919,901,624,933,481,361
"G3700710","2017","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",84200,6342,4597,6286,3766,4478,4303,3550,5118,3893,6722,9162,10574,6459,3014,3880,2056,"Gaston County, North Carolina",1398,1078,878,1246,773,961,780,893,1162,871,1278,1491,1380,1249,764,809,527
"G3700810","2017","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",203199,12190,10768,10806,11426,11223,11462,10261,9380,8668,17244,21617,24945,14300,9719,10196,8994,"Guilford County, North Carolina",2753,1899,1814,2204,1795,1793,1954,1527,1658,1678,2262,2124,2693,1774,1568,1587,1137
"G3700850","2017","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",46661,3620,2757,2664,2629,2025,1898,2138,2484,2091,5153,4423,6297,4245,1255,1639,1343,"Harnett County, North Carolina",1021,833,683,813,770,688,667,664,649,502,1103,1042,1203,1009,444,454,558
"G3700890","2017","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",47920,2123,3338,1640,2508,3097,3369,2029,3029,1817,4581,4335,6751,4009,2089,1739,1466,"Henderson County, North Carolina",1729,745,994,605,851,1062,1002,710,830,753,1205,957,1104,987,665,637,518
"G3700970","2017","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",65662,3307,3202,3271,3351,3578,4139,3348,3864,1792,4916,6502,8024,5859,2720,3592,4197,"Iredell County, North Carolina",1659,794,806,758,834,956,976,755,965,573,1176,1048,1288,1014,508,898,877
"G3701010","2017","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",69048,3710,3186,3648,3473,4222,3043,1996,3004,2840,6253,7031,9981,6670,2649,3892,3450,"Johnston County, North Carolina",1685,1042,924,1108,1157,1317,1254,717,969,958,1333,1342,1811,1664,961,1514,973
"G3701090","2017","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",33244,2518,1990,1052,3381,928,1815,1234,1181,1250,2977,3254,4735,2278,1757,1353,1541,"Lincoln County, North Carolina",884,891,855,564,975,434,669,532,571,545,836,873,1160,626,593,506,562
"G3701190","2017","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",410770,19907,14329,16048,18035,15843,21290,19072,15164,19310,31436,42920,50028,38712,23093,28953,36630,"Mecklenburg County, North Carolina",3975,2275,1959,2431,2455,2205,2416,2406,1891,2508,2546,3583,3357,2915,2613,2729,2387
"G3701250","2017","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",39155,2281,2272,1615,1511,2456,1525,1540,1000,1719,2268,4066,6081,2681,2991,2322,2827,"Moore County, North Carolina",1642,835,889,667,594,870,525,572,478,630,696,983,1397,717,938,641,712
"G3701270","2017","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",36248,2439,3086,2650,2833,1219,1917,836,2383,1461,3350,4668,2709,2305,1972,1274,1146,"Nash County, North Carolina",1513,924,804,899,911,557,735,465,866,609,951,1278,869,721,791,691,517
"G3701290","2017","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",95097,6775,5591,5756,3856,4358,5599,4285,3676,4272,8150,8458,10699,7778,4197,5655,5992,"New Hanover County, North Carolina",2424,1330,1430,1611,1115,1289,1795,1011,1105,1066,1414,1590,1829,1484,950,1215,1032
"G3701330","2017","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",62941,3640,2778,2179,2324,4475,3616,2790,5371,4394,4701,8018,8786,4966,2758,1036,1109,"Onslow County, North Carolina",2875,997,1031,737,873,1437,1289,1159,1780,1440,1056,1954,1592,1163,937,495,586
"G3701350","2017","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",53607,3295,1561,2011,2049,1603,2931,2806,1743,2255,3178,4970,6649,3760,3497,4827,6472,"Orange County, North Carolina",1244,1025,768,820,615,655,965,780,606,909,1056,1209,1340,729,883,1192,1124
