GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G3600070","2016","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",76957,5005,4635,5204,4899,3819,4246,3509,2955,3796,7152,7716,9614,5735,2939,3267,2466,"Broome County, New York",2045,1078,1203,964,1076,872,881,814,781,872,1310,1222,1482,1043,597,744,718
"G3600090","2016","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",31409,2469,2235,1675,1751,1592,1724,1748,2106,1273,2799,3471,3488,2990,1031,694,363,"Cattaraugus County, New York",1137,674,627,396,470,499,499,402,572,372,550,549,592,601,294,249,140
"G3600110","2016","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",30966,1843,1135,1497,1343,1689,1567,2071,1509,1688,2326,3752,4179,3389,1283,1020,675,"Cayuga County, New York",1110,665,309,590,456,561,527,669,484,455,507,707,706,719,339,323,233
"G3600130","2016","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",51705,3895,3568,3661,3813,3794,2339,3280,2622,2470,4001,4804,6144,3634,1828,1178,674,"Chautauqua County, New York",1835,695,865,795,826,804,521,807,585,649,849,761,968,744,512,394,311
"G3600150","2016","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",34418,2593,1953,2073,2483,1564,2065,1001,1283,1564,2537,3336,4804,2549,1804,1644,1165,"Chemung County, New York",1411,750,585,632,642,484,711,393,416,621,646,815,1020,745,531,506,501
"G3600190","2016","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",30624,1737,2012,1561,1376,1681,1460,1488,1413,1211,3002,3282,4598,2606,818,1867,512,"Clinton County, New York",1203,579,752,630,461,725,447,668,518,497,856,817,1010,616,347,660,270
"G3600270","2016","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",108200,4040,4293,3346,4232,3799,4761,4371,4068,3857,7486,10346,13297,12180,8325,10080,9719,"Dutchess County, New York",2382,1008,985,926,981,1084,985,1179,990,1026,1390,1285,1669,1508,1073,1346,1337
"G3600290","2016","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",380473,31128,21417,20044,18907,18211,18792,17156,16614,12961,29868,36836,49123,32038,19852,20604,16922,"Erie County, New York",3446,3201,1902,2060,1926,1972,1937,1912,1934,1583,2247,2715,3227,2728,1830,1669,1816
"G3600450","2016","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",41415,3493,1893,2183,2633,2548,2795,2409,2482,1826,2385,3616,5717,3757,1615,1232,831,"Jefferson County, New York",1556,1051,587,565,776,628,798,703,748,589,553,797,1150,747,464,385,364
"G3600470","2016","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",941871,100789,55450,47768,47059,37210,43759,39267,34306,30022,60857,79013,106682,78096,51707,59452,70434,"Kings County, New York",4738,4586,3508,3129,3137,2716,3719,2964,2324,2597,4021,4365,4927,3252,2990,2606,3313
"G3600510","2016","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",23904,1684,1262,990,1051,626,1247,1591,1633,1095,2439,2782,3732,2101,610,853,208,"Livingston County, New York",915,578,450,423,362,287,427,554,678,478,665,536,797,583,224,381,153
"G3600530","2016","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",25612,1242,1219,1195,1647,1108,1171,1122,949,904,2116,2662,2825,4074,1089,1126,1163,"Madison County, New York",1346,521,422,394,675,472,427,485,318,441,614,706,595,822,384,421,397
"G3600550","2016","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",299224,24726,15071,12867,15676,15199,13963,14043,12946,12136,25097,26831,37751,25853,17519,15965,13581,"Monroe County, New York",3017,2584,2003,1621,1964,1921,1750,1882,1977,1625,1920,2012,2713,2276,1738,1740,1476
"G3600590","2016","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",440785,13005,9964,8861,13492,12991,11651,11534,11841,9160,22392,29519,53285,48561,40520,58335,85674,"Nassau County, New York",2860,1742,1513,1357,1703,1596,1625,1746,1471,1481,1959,2631,3522,3502,3015,3266,3401
"G3600610","2016","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",748293,70459,37803,30002,23852,26879,24920,18911,19186,16743,38390,54622,72887,60445,38572,63014,151608,"New York County, New York",8650,4666,4144,3319,3123,3419,2761,2713,3128,2860,4015,4578,5373,5143,4117,4990,5992
"G3600630","2016","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",86786,5735,4735,4478,4328,4466,5709,5086,4362,4302,5926,7269,12067,8289,4618,3435,1981,"Niagara County, New York",2310,1184,1033,878,887,1024,1091,974,1038,862,1271,1155,1407,1017,918,1009,665
"G3600650","2016","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",87929,6774,5174,3996,4546,4320,4309,4387,3410,4066,7847,10474,11230,7024,3669,4042,2661,"Oneida County, New York",2138,1268,1104,729,894,863,899,982,806,854,1402,1513,1561,1040,876,888,637
"G3600670","2016","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",182984,14358,9558,8668,8996,7645,7948,9292,7686,6961,13840,17479,23823,16656,12021,9970,8083,"Onondaga County, New York",3063,1906,1391,1156,1547,1468,1346,1399,1154,1133,1585,1985,1895,1712,1477,1331,1050
"G3600690","2016","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",45187,1731,1608,1561,2653,1959,2255,2124,3538,2139,3833,4516,5665,4007,2969,2540,2089,"Ontario County, New York",1314,610,466,508,682,703,747,607,907,641,1024,1014,1077,642,832,570,588
"G3600710","2016","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",124365,7015,4357,5091,5387,3473,5718,7144,3988,3315,7344,10476,15974,14284,9540,11200,10059,"Orange County, New York",2193,1276,1152,1061,1237,971,1239,1566,1112,841,1333,1337,1870,1596,1198,1722,1495
"G3600750","2016","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",44633,2881,3018,2404,2206,2042,1767,2253,2549,1939,3987,5076,6276,3436,2207,1480,1112,"Oswego County, New York",1313,632,753,774,603,662,515,664,763,532,922,850,758,709,549,514,538
"G3600790","2016","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",34762,275,663,1486,692,1232,728,1205,1015,1052,1714,2962,4924,3156,3806,4619,5233,"Putnam County, New York",1247,219,391,719,380,538,481,484,393,536,629,770,1048,701,871,933,1032
"G3600810","2016","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",761819,52812,32489,34702,32475,32728,37292,32565,33559,26131,50835,77634,101574,68535,49311,55355,43822,"Queens County, New York",5689,3352,2998,2641,3106,2786,2565,2734,2864,2328,3558,3857,4613,3600,3016,3461,2854
"G3600830","2016","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",62816,2839,3009,2211,2534,3411,3362,2365,2680,2442,4220,6590,8635,6763,4947,3700,3108,"Rensselaer County, New York",1588,752,891,554,824,923,1029,780,790,665,910,1128,1262,1225,1138,705,832
"G3600850","2016","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",164289,15099,5167,5274,6152,5471,5715,4799,5199,4127,9285,13345,21212,17861,14592,15711,15280,"Richmond County, New York",2449,2199,1065,1079,1218,1390,1226,1242,1200,1085,1837,1778,2020,2324,1926,1868,1921
"G3600870","2016","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",99257,3953,2651,3737,3107,2907,4219,4077,2583,2539,7482,7772,10257,9637,7391,11474,15471,"Rockland County, New York",1652,1002,702,841,938,802,1000,1174,926,662,1261,1284,1413,1350,1346,1549,1640
"G3600890","2016","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",40479,2615,2843,2167,2185,1844,2993,1874,1157,1668,4218,4275,6305,2729,1338,1257,1011,"St. Lawrence County, New York",1519,643,652,569,576,485,820,562,392,506,971,808,1033,611,426,387,452
"G3600910","2016","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",93703,3748,2118,2520,4329,2727,3335,3097,3356,4365,6810,9729,13086,11730,7253,7800,7700,"Saratoga County, New York",1741,978,676,656,1150,723,998,946,1001,1118,1206,1856,1817,1637,1405,1236,1090
"G3600930","2016","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",48720,1933,3313,2161,2778,2167,3310,1660,2478,1720,3234,4754,7477,4531,2371,2851,1982,"Schenectady County, New York",1926,705,1104,583,837,799,962,447,704,646,625,857,1217,962,671,679,542
"G3601010","2016","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",38458,1629,1934,1822,2387,3010,2613,1722,2397,1397,3381,4430,4114,3240,1688,1609,1085,"Steuben County, New York",1164,542,512,594,596,828,591,358,548,370,676,768,685,631,418,505,439
"G3601030","2016","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",474311,16665,12361,12452,17143,12650,14105,12635,13989,11105,26390,42305,60597,54069,41469,61018,65358,"Suffolk County, New York",4927,2035,2015,2019,1998,1646,2403,1792,2251,1354,2454,2949,3556,2995,3014,3278,3364
"G3601050","2016","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",25031,1679,1052,1638,2561,851,1316,1137,1425,808,1281,2084,2877,2368,1248,1226,1480,"Sullivan County, New York",1701,683,457,593,1052,489,557,517,468,386,600,631,790,620,382,421,592
"G3601090","2016","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",37683,4465,1807,1658,1258,1484,1424,1376,1104,1861,3900,3532,5098,2446,1949,2036,2285,"Tompkins County, New York",1516,1250,570,533,577,560,560,440,500,664,920,841,981,706,597,628,610
"G3601110","2016","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",68298,3375,3831,3552,3453,3877,3120,1840,2761,1927,4976,7316,9014,6576,3931,4117,4632,"Ulster County, New York",2281,1016,940,1026,753,1006,796,600,715,780,995,1285,1286,1185,864,933,842
"G3601130","2016","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",28841,1441,1672,1356,634,1806,1334,1656,1045,1609,2104,3151,3965,3166,1822,1280,800,"Warren County, New York",1133,549,711,458,300,668,432,628,484,548,679,714,925,703,718,380,357
"G3601170","2016","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",37496,1325,1625,1450,1877,1370,1907,2417,2275,1325,3331,4854,5940,3933,1163,1848,856,"Wayne County, New York",901,614,613,486,519,549,515,771,606,443,817,1071,1038,955,367,586,345
"G3601190","2016","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",342216,18355,11719,11599,11967,10771,11285,10203,10754,9636,18165,25791,35254,31642,23559,35618,65898,"Westchester County, New York",2884,2359,1915,1747,1785,1713,2200,1930,1690,1711,2202,2419,2924,2624,2176,2549,3046
"G3700010","2016","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",64369,4410,4019,4221,3407,3766,3456,5154,3677,2645,5089,6672,6408,5011,2984,2291,1159,"Alamance County, North Carolina",1213,1231,960,1234,1031,991,848,1131,927,815,1278,1032,1033,919,821,712,413
"G3700190","2016","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",54331,5489,3345,2326,3177,2583,2600,2979,2447,1783,4939,6507,6248,4600,2125,1847,1336,"Brunswick County, North Carolina",2247,1414,1156,800,861,774,748,777,676,520,1253,1228,950,1014,602,647,499
"G3700210","2016","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",103127,4293,6604,6084,7265,6844,5023,3959,6575,3977,9271,12514,11498,7875,3262,3897,4186,"Buncombe County, North Carolina",2304,1262,1484,1368,1388,1456,1418,997,1554,955,1455,1620,1485,1374,770,902,942
"G3700230","2016","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",35211,2346,2982,3245,1861,3106,1938,1946,2388,2638,3027,3653,3035,1244,455,721,626,"Burke County, North Carolina",1403,842,909,802,657,1137,756,587,830,844,851,830,746,487,217,309,296
"G3700250","2016","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",70438,2996,2492,3210,2321,3776,3796,2451,2769,3191,6435,8373,9885,6782,3100,5145,3716,"Cabarrus County, North Carolina",1600,857,762,1021,744,1304,1056,854,775,992,1410,1416,1483,1170,887,1288,848
"G3700270","2016","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",32911,2623,3207,1956,3701,1725,2731,1689,1730,1802,2947,2543,3446,1112,670,645,384,"Caldwell County, North Carolina",1167,813,958,641,1118,539,728,519,756,818,880,704,767,371,312,399,263
"G3700310","2016","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",27506,1718,1980,1441,1882,1531,1193,1439,1003,1193,2665,3090,2944,2168,1315,986,958,"Carteret County, North Carolina",1324,510,689,487,626,525,435,423,357,396,583,743,574,522,405,296,418
"G3700350","2016","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",61618,3479,3195,4229,2687,2250,4330,4277,4242,2772,5042,5892,8629,5069,1810,1877,1838,"Catawba County, North Carolina",1514,908,824,1097,713,650,1043,1212,1173,816,1325,1111,1397,1109,567,739,572
"G3700370","2016","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",28568,1481,1867,1775,1726,803,1295,731,1037,917,1887,2935,2826,2696,1686,1701,3205,"Chatham County, North Carolina",986,587,799,683,780,458,583,418,513,443,739,757,750,741,587,561,749
"G3700450","2016","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",36405,4740,3766,2370,2105,1577,2240,2604,1894,1702,1978,3904,3754,1647,685,870,569,"Cleveland County, North Carolina",1576,1210,901,830,679,496,587,704,736,597,518,1076,823,544,330,418,575
"G3700490","2016","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",40297,2434,2711,2633,2538,1425,2323,1567,2298,2247,3616,4190,4355,2984,1891,1481,1604,"Craven County, North Carolina",1433,741,895,1065,857,584,703,589,787,779,894,852,1240,789,639,632,617
"G3700510","2016","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",124014,9996,8097,6311,8506,8075,7841,6261,6616,6847,11322,13759,14537,7201,3710,2570,2365,"Cumberland County, North Carolina",2304,1212,1132,1086,1433,1259,1230,960,1140,1152,1426,1785,1438,1266,838,757,606
"G3700570","2016","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",62695,4486,2855,4563,4638,3433,3289,3976,3594,3385,5253,6766,6666,3092,3603,1719,1377,"Davidson County, North Carolina",2000,977,752,1049,1193,870,959,1021,1057,1033,1148,1163,1378,764,1162,660,455
"G3700630","2016","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",123697,9307,5995,4724,5361,4509,7997,5571,8800,4696,10428,10488,15877,9642,6608,6764,6930,"Durham County, North Carolina",1908,1621,1333,1148,1178,1250,1977,1102,1827,1336,1537,1727,1963,1898,1370,1354,1065
"G3700670","2016","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",146219,12468,8856,7391,8830,7576,9256,6659,7350,6609,12461,13368,17706,10126,5552,4635,7376,"Forsyth County, North Carolina",2576,1702,1702,1525,1532,1183,1460,1095,1241,1317,1717,1636,1663,1299,1037,927,1040
"G3700710","2016","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",82982,5932,4410,4956,4936,4544,5904,3128,4659,4046,6978,8998,11103,4820,3111,3263,2194,"Gaston County, North Carolina",1245,1100,811,1126,986,960,1107,670,1058,1075,1295,1336,1179,946,667,711,664
"G3700810","2016","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",201520,16174,14132,11293,11478,11122,11822,9790,9203,10997,16055,17576,21795,15143,8072,7469,9399,"Guilford County, North Carolina",3172,2351,1938,1781,1979,1707,1616,1629,1507,1558,1877,1985,2192,1744,1351,1145,1297
"G3700850","2016","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",43960,3284,2701,1721,2351,2552,2260,1730,2700,1698,3854,5354,6078,3804,1993,1219,661,"Harnett County, North Carolina",1230,678,744,505,650,674,608,493,717,657,859,923,961,761,634,421,300
"G3700890","2016","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",47791,2531,2716,2613,1941,2863,1824,2871,2640,1600,5030,6165,6278,2737,2584,1685,1713,"Henderson County, North Carolina",1641,771,788,732,815,921,660,911,732,540,1222,1108,1175,682,763,480,555
"G3700970","2016","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",65037,3264,3202,2950,3451,2937,3413,3505,3597,2416,5891,7346,7623,5127,2945,4238,3132,"Iredell County, North Carolina",1312,725,752,761,964,714,826,838,789,658,1039,1258,1113,922,658,893,624
"G3701010","2016","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",66254,3238,2769,3258,3809,3781,3403,3118,3161,3755,5399,7827,10448,6440,2293,2330,1225,"Johnston County, North Carolina",1768,1138,1023,751,1134,1299,1071,998,849,1238,1521,1428,1628,1338,817,687,545
"G3701090","2016","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",31588,2083,1202,1651,1677,2036,1614,1870,1799,2131,2339,3599,2998,2472,1748,960,1409,"Lincoln County, North Carolina",1071,785,462,630,591,764,632,676,571,750,745,702,719,721,527,396,408
"G3701190","2016","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",399504,22571,11925,17134,16065,17556,19049,17639,19115,15623,30746,42864,49865,38737,23575,23423,33617,"Mecklenburg County, North Carolina",3382,2830,1774,2247,1922,2283,1999,2026,2144,1979,3082,3127,3685,3030,2364,2372,2360
"G3701250","2016","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",38786,2072,2061,2404,2149,2307,2037,1183,2492,1452,2839,3369,5680,3222,2086,1721,1712,"Moore County, North Carolina",1543,723,706,812,669,840,862,472,740,598,819,913,1153,834,830,664,689
"G3701270","2016","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",35409,2632,3681,2303,1940,1414,1803,1913,1175,1842,3151,3546,3708,1867,1467,1862,1105,"Nash County, North Carolina",1755,955,1163,881,780,687,770,866,485,789,997,1064,1185,659,767,720,471
"G3701290","2016","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",92808,9859,4689,5434,5876,4404,4649,5205,4269,1972,8611,7919,10765,7110,3162,4318,4566,"New Hanover County, North Carolina",2055,1877,1459,1363,1484,1414,1285,1564,1321,741,1625,1379,1691,1483,771,965,996
"G3701330","2016","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",61766,3547,2379,2418,3898,4835,4083,3894,4501,2986,5469,7164,9338,3191,1355,2017,691,"Onslow County, North Carolina",2212,1021,870,1026,1236,1304,1105,1221,1350,1007,1375,1468,1371,879,538,731,338
"G3701350","2016","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",50203,4393,1414,1692,1926,2430,2092,1663,2010,1841,4159,4189,6016,4768,2568,3913,5129,"Orange County, North Carolina",1789,1007,516,657,641,788,715,605,657,728,1214,936,1263,1210,750,805,837
"G3701470","2016","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",70019,8573,5048,4467,2613,3803,3529,2972,3084,2944,5536,6960,6946,6837,2386,2169,2152,"Pitt County, North Carolina",1853,1229,1295,1325,843,1003,1107,1105,921,898,1280,1490,1286,1292,734,618,634
"G3701510","2016","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",56793,4118,2948,3188,4254,4013,3369,3490,3105,1868,6476,5258,7339,3128,1999,1859,381,"Randolph County, North Carolina",1278,1040,989,913,1139,929,945,925,790,674,1282,1038,1304,874,764,778,268
"G3701550","2016","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",45123,6586,3419,4206,3011,2897,2741,2528,2010,1932,3131,4119,4792,1538,641,1012,560,"Robeson County, North Carolina",984,957,702,864,609,644,631,567,500,412,668,799,808,544,312,445,261
"G3701570","2016","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",38163,3660,3296,2011,3000,2999,1616,1752,2751,1911,3040,4370,3998,1765,554,1146,294,"Rockingham County, North Carolina",1477,942,881,720,1061,723,571,666,867,688,914,978,1038,665,331,407,225
"G3701590","2016","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",50138,4090,2249,3812,2419,2353,3602,2075,2510,2868,3813,6193,6554,3273,1513,1774,1040,"Rowan County, North Carolina",2034,1122,662,1105,767,801,1000,689,904,822,1004,1247,1243,849,575,559,376
"G3701610","2016","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26982,3305,1726,2786,2699,1928,690,1305,1267,1379,2247,3159,2153,967,503,537,331,"Rutherford County, North Carolina",1319,996,797,988,935,667,347,563,595,602,890,820,752,409,349,322,343
"G3701710","2016","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",28261,3408,1800,2207,1826,1599,2670,1567,1227,946,2089,2439,2670,2036,463,536,778,"Surry County, North Carolina",1086,893,583,677,546,470,711,508,405,438,601,555,678,615,224,298,421
"G3701790","2016","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",74763,2965,2455,2271,3252,3380,2260,3406,2526,3678,6125,6888,10341,7569,6009,5364,6274,"Union County, North Carolina",1121,900,774,662,981,1067,592,989,793,979,1258,1261,1439,1197,905,908,1043
"G3701830","2016","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",387771,13293,11855,10847,12694,12170,16715,14480,16810,14124,29919,37795,57095,41374,25869,36437,36294,"Wake County, North Carolina",4888,1669,1618,1973,2251,1908,2266,1837,2268,2034,2621,2918,4475,3424,2516,2975,2679
"G3701910","2016","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",47240,4100,4685,3131,3409,2941,2846,1833,1975,2272,3049,4379,5215,2971,1983,1110,1341,"Wayne County, North Carolina",1353,949,1259,886,728,967,987,616,694,809,877,920,1163,846,829,606,605
"G3701930","2016","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",28771,1818,3101,2184,2273,1660,1547,1405,1724,1072,2237,3652,3120,1317,786,526,349,"Wilkes County, North Carolina",1344,744,942,676,860,755,575,691,834,546,762,877,749,564,409,381,269
"G3701950","2016","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",30897,2848,2435,2037,2741,1603,2770,1141,1567,981,2279,2710,3754,1184,638,1201,1008,"Wilson County, North Carolina",1331,769,707,835,905,571,791,466,694,488,776,727,925,444,317,377,517
"G3800150","2016","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",39075,2123,814,1534,1271,1625,1950,795,2180,2137,3495,3681,6242,4424,2801,1737,2266,"Burleigh County, North Dakota",1081,777,405,592,510,607,680,439,708,774,1014,836,1161,961,757,535,644
"G3800170","2016","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",76206,3440,3488,3933,3768,3374,3243,3894,2751,3036,7430,9390,9965,7723,3666,3479,3626,"Cass County, North Dakota",1441,956,1141,1295,1017,1274,1062,948,807,1046,1845,1732,1460,2067,1003,964,979
"G3800350","2016","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",30045,2947,1341,1703,1537,2007,1388,1460,1523,1114,2070,3290,3485,3039,1321,1190,630,"Grand Forks County, North Dakota",1069,1024,508,506,656,935,456,636,561,502,580,775,701,668,392,446,293
